Cell_name	Zvalue	Color	Cluster	CD36	PPARA
MGH36_P10_H10	NA	black	0	0	0.14012
MGH53_P1_A12	0.12992620278	green3	2	0.092207	0.14666
MGH36_P8_F08	NA	black	0	0	0.14666
MGH53_P1_D10	0.0351195436783	green3	2	0.18903	0.19156
MGH53_P4_A09	NA	black	0	0	0.32077
MGH53_P2_H08	NA	black	0	0	0.21785
MGH36_P4_A09	NA	black	0	0	0.13356
MGH53_P4_C08	0.112697071133	green3	2	0.096262	0.17505
MGH36_P5_E04	0.149974792664	green3	2	0.097611	0.09356
MGH53_P2_A07	NA	black	0	0	0
MGH54_P2_G10	NA	black	0	0	0.037031
MGH36_P7_E06	NA	black	0	0	0.32539
MGH36_P9_D04	NA	black	0	0	0
MGH53_P1_C12	NA	black	0	0.30334	0
MGH36_P8_F06	NA	black	0	0	0
MGH36_P1_G11	0.242884345494	green3	2	0.053806	0.020058
MGH53_P1_F02	NA	black	0	0	0.16607
MGH54_P2_D10	NA	black	0	0	0.094912
MGH36_P9_A08	NA	black	0	0	0
MGH53_P2_H03	0.128231252273	green3	2	0.073135	0.18015
MGH53_P4_B03	NA	black	0	0	0.16092
MGH53_P1_F10	NA	black	0	0	0
MGH53_P4_B05	NA	black	0	0	0.064883
MGH53_P2_B08	NA	black	0	0	0.14666
MGH36_P3_B06	0.118731139881	green3	2	0.13488	0.064883
MGH36_P10_C02	NA	black	0	0	0.11103
MGH36_P2_E05	NA	black	0	0	0.13488
MGH54_P2_G09	NA	black	0	0	0.1003
MGH54_P2_D12	NA	black	0	0	0.071763
MGH53_P2_H02	NA	black	0	0	0.042644
MGH36_P8_F11	NA	black	0	0	0.23756
MGH53_P2_A10	NA	black	0	0	0.12961
MGH54_P2_E09	NA	black	0	0	1.189
MGH36_P3_H06	NA	black	0	0	0.60881
MGH36_P5_D05	0.222011911593	green3	2	0.051024	0.059355
MGH54_P2_A11	-0.811249496214	black	0	0.085425	1.7233
MGH54_P2_G04	-0.00656195059436	green3	2	0.24245	0.17505
MGH36_P6_C01	NA	black	0	0	0
MGH53_P2_E06	NA	black	0	0	0.074505
MGH53_P1_E01	NA	black	0	0	0
MGH36_P1_B01	NA	black	0	0	0.21785
MGH54_P2_H04	NA	black	0	0	1.5883
MGH36_P2_C05	0.214208160783	green3	2	0.051024	0.071763
MGH36_P6_H05	NA	black	0	0	0.063503
MGH36_P10_E06	NA	black	0	0	0.21537
MGH54_P2_F03	NA	black	0	0	0
MGH36_P4_B10	0.129117291175	green3	2	0.10299	0.12697
MGH54_P2_F02	NA	black	0	0	0.12168
MGH36_P2_E11	0.174221056388	green3	2	0.070389	0.10299
MGH54_P2_D11	NA	black	0	0	0.23389
MGH54_P2_G01	NA	black	0	0	0.086784
MGH36_P9_D02	NA	black	0	0	1.8327
MGH54_P2_E06	NA	black	0	0	0.048236
MGH54_P16_F12	NA	black	0	0	0.063503
MGH53_P5_C12	NA	black	0	0	0
MGH54_P12_C10	NA	black	0	0	0
MGH54_P16_F02	NA	black	0	0	0.45312
MGH54_P11_C11	NA	black	0	0	0
MGH53_P1_E03	NA	black	0	0	0
MGH54_P15_D06	NA	black	0	0	0
MGH54_P14_F05	NA	black	0	0	0
MGH54_P16_A03	NA	black	0	0	0
MGH53_P4_G11	NA	black	0	0	0.089498
MGH53_P7_B09	NA	black	0	0	0.071763
MGH54_P17_D11	NA	black	0	0.1635	0
MGH54_P10_G04	NA	black	0	0	0
MGH54_P10_C06	NA	black	0	0	0
MGH53_P2_A02	0.0436493689199	green3	2	0.11237	0.30568
MGH53_P4_F06	NA	black	0	0	0.051024
MGH53_P7_F07	NA	black	0	0	0.060739
MGH53_P11_F06	NA	black	0	0	0.11103
MGH53_P5_G02	NA	black	0	0.71545	0
MGH53_P1_F09	NA	black	0	0	0.11237
MGH53_P11_H03	NA	black	0	0	0.10165
MGH53_P10_D11	NA	black	0	0	0.088142
MGH53_P1_A10	NA	black	0	0	0
MGH53_P4_B12	0.0647579024482	green3	2	0.15316	0.18269
MGH53_P5_H09	NA	black	0	0	0.28688
MGH53_P9_D07	NA	black	0	0	1.0517
MGH53_P11_E03	NA	black	0	0	0.094912
MGH53_P1_C02	NA	black	0	0	0.077243
MGH53_P10_F11	NA	black	0	0	0.18269
MGH53_P1_E02	NA	black	0	0	0
MGH53_P1_D07	NA	black	0	0	0.24245
MGH53_P6_B01	NA	black	0	0.24001	0
MGH53_P2_G04	NA	black	0	0	1.8262
MGH53_P1_C05	NA	black	0	0	0.44255
MGH53_P2_G09	-0.00416933988992	green3	2	0.18523	0.42868
MGH53_P5_A05	NA	black	0	0	0
MGH53_P5_F04	NA	black	0	0	0.29514
MGH53_P10_H03	0.170406017563	green3	2	0.082703	0.085425
MGH53_P11_F08	0.102396355903	green3	2	0.14405	0.082703
MGH54_P7_F12	NA	black	0	0	0
MGH53_P8_F03	NA	black	0	0	0
MGH53_P11_A07	NA	black	0	0	0.16993
MGH53_P6_B11	NA	black	0	0	0.23756
MGH53_P4_C07	-0.0147387191528	green3	2	0.27501	0.30217
MGH53_P6_H06	0.039060799735	green3	2	0.16864	0.24245
MGH36_P1_A01	NA	black	0	0	2.1017
MGH36_P1_A02	NA	black	0	0.077243	0
MGH36_P1_A03	NA	black	0	0	0.086784
MGH36_P1_A04	NA	black	0	0	0.086784
MGH36_P1_A05	0.185158088851	green3	2	0.07861	0.066261
MGH36_P1_A06	0.0940317476984	green3	2	0.084064	0.22897
MGH36_P1_A08	NA	black	0	0	0
MGH36_P1_A10	NA	black	0	0	0
MGH36_P1_A12	NA	black	0	0	0
MGH36_P1_B02	NA	black	0	0	0.16736
MGH36_P1_B03	0.247645148332	green3	2	0.048236	0.02432
MGH36_P1_B04	NA	black	0	0	0.1003
MGH36_P1_B06	NA	black	0	0	0.059355
MGH36_P1_B07	NA	black	0	0	0.17121
MGH36_P1_B08	NA	black	0	0	0.51197
MGH36_P1_B09	0.248545622469	green3	2	0.048236	0.0229
MGH36_P1_B10	NA	black	0	0.042644	0
MGH36_P1_B11	0.230069380353	green3	2	0.041243	0.064883
MGH36_P1_B12	0.216039720667	green3	2	0.062122	0.04684
MGH36_P1_C01	0.19179519349	green3	2	0.055196	0.1003
MGH36_P1_C03	0.247098596792	green3	2	0.035624	0.049631
MGH36_P1_C05	NA	black	0	0	0.075875
MGH36_P1_C06	-0.063038054922	green3	2	0.03984	0.49057
MGH36_P1_C07	NA	black	0	0	0.04684
MGH36_P1_C08	-0.33993809556	black	0	0.048236	0.88596
MGH36_P1_C09	NA	black	0	0	2.8675
MGH36_P1_C10	NA	black	0	0	2.0993
MGH36_P1_C11	-0.133180676994	green3	2	0.031395	0.58015
MGH36_P1_D01	0.207166539838	green3	2	0.075875	0.031395
MGH36_P1_D02	NA	black	0	0	0
MGH36_P1_D03	NA	black	0	0	0.044044
MGH36_P1_D04	0.211742050811	green3	2	0.052416	0.073135
MGH36_P1_D06	NA	black	0	0	0.060739
MGH36_P1_D07	NA	black	0	0	0.063503
MGH36_P1_D08	NA	black	0	0	0.59455
MGH36_P1_D09	NA	black	0	0	0
MGH36_P1_D11	NA	black	0	0	0.018634
MGH36_P1_F01	-0.460932063723	black	0	0.032806	1.005
MGH36_P1_F02	NA	black	0	0	1.0949
MGH36_P1_F03	NA	black	0	0	0
MGH36_P1_F04	NA	black	0	0	0.064883
MGH36_P1_F05	-2.13380393519	black	0	1.6485	0.028569
MGH36_P1_F06	NA	black	0	0	0.41468
MGH36_P1_F08	NA	black	0	0	0
MGH36_P1_F11	NA	black	0	0	1.9971
MGH36_P1_F12	NA	black	0	0	0.012926
MGH36_P1_G02	NA	black	0	0	0.25822
MGH36_P1_G03	NA	black	0	0	0.015783
MGH36_P1_G04	NA	black	0	0	0.45733
MGH36_P1_G07	NA	black	0	0.034216	0
MGH36_P1_G08	0.219479889855	green3	2	0.034216	0.092207
MGH36_P1_G09	NA	black	0	0	0.50386
MGH36_P1_H02	NA	black	0	0	0.017209
MGH36_P1_H03	NA	black	0	0	0
MGH36_P1_H04	0.00338454306133	green3	2	0.066261	0.39726
MGH36_P1_H05	0.2252315648	green3	2	0.060739	0.034216
MGH36_P1_H06	NA	black	0	0	0.028569
MGH36_P1_H07	NA	black	0	0	2.2437
MGH36_P1_H09	-0.625584952833	black	0	0.034216	1.2141
MGH36_P1_H10	NA	black	0	0	0
MGH36_P3_A01	-0.905386363181	black	0	0.094912	1.9336
MGH36_P3_A02	NA	black	0	0	0
MGH36_P3_A03	NA	black	0	0	0.26303
MGH36_P3_A04	NA	black	0	0	1.5661
MGH36_P3_A05	0.126015844366	green3	2	0.12961	0.062122
MGH36_P3_A08	-0.106411701175	green3	2	0.22897	1.5341
MGH36_P3_A09	NA	black	0	0	0.15056
MGH36_P3_A10	NA	black	0	0	0.82538
MGH36_P3_A12	NA	black	0	0	2.6062
MGH36_P3_B02	-0.062614254019	green3	2	0.24245	1.6243
MGH36_P3_B03	0.0357839538471	green3	2	0.20163	0.089498
MGH36_P3_B04	0.0156669241513	green3	2	0.45101	0.43616
MGH36_P3_B09	0.113523301087	green3	2	0.11103	0.14535
MGH36_P3_B10	NA	black	0	0	0.54992
MGH36_P3_B11	0.105894714543	green3	2	0.12829	0.123
MGH36_P3_B12	NA	black	0	0	0.07861
MGH36_P3_C01	NA	black	0	0	0.13356
MGH36_P3_C03	0.0857763228667	green3	2	0.1177	0.19912
MGH36_P3_C04	NA	black	0	0	0.042644
MGH36_P3_C05	-2.73476487428	black	0	0.0057593	3.2248
MGH36_P3_C06	NA	black	0	0	0
MGH36_P3_C08	-0.0578099164947	green3	2	0.29631	0.14926
MGH36_P3_C11	0.0870521550571	green3	2	0.14143	0.14143
MGH36_P3_C12	0.108169749078	green3	2	0.12697	0.12035
MGH36_P3_D01	NA	black	0	0	0.19661
MGH36_P3_D02	NA	black	0	0	0
MGH36_P3_D03	-0.0216416460494	green3	2	0.28924	0.29514
MGH36_P3_D04	NA	black	0	0	2.9572
MGH36_P3_D07	-0.807179889101	black	0	0.9501	0.11503
MGH36_P3_D08	NA	black	0	0	0.07861
MGH36_P3_D09	NA	black	0	0	0.27381
MGH36_P3_D11	NA	black	0	0	0.05797
MGH36_P3_E02	NA	black	0	0	0.14796
MGH36_P3_E04	NA	black	0	0	0.045443
MGH36_P3_E05	NA	black	0	0	0.23634
MGH36_P3_E06	NA	black	0	0	0.035624
MGH36_P3_E07	NA	black	0	0	0.14405
MGH36_P3_E08	NA	black	0	0	0.53207
MGH36_P3_E09	NA	black	0	0	2.1253
MGH36_P3_E10	NA	black	0	0	3.838
MGH36_P3_E11	NA	black	0	0	0.32539
MGH36_P3_E12	NA	black	0	0	0.1903
MGH36_P3_F01	NA	black	0	0	0.16479
MGH36_P3_F02	NA	black	0	0	0.14143
MGH36_P3_F05	NA	black	0	0	0.053806
MGH36_P3_F06	NA	black	0	0	4.4082
MGH36_P3_F07	NA	black	0	0	0.14274
MGH36_P3_F08	NA	black	0	0	1.0193
MGH36_P3_F09	NA	black	0	0	0.50589
MGH36_P3_F10	NA	black	0	0	0.2461
MGH36_P3_F11	0.0612985394031	green3	2	0.17249	0.12565
MGH36_P3_F12	NA	black	0	0	0.48027
MGH36_P3_G01	NA	black	0	0	0.10568
MGH36_P3_G02	NA	black	0	0	0
MGH36_P3_G03	NA	black	0	0	0.15445
MGH36_P3_G04	0.0773304947431	green3	2	0.15834	0.1177
MGH36_P3_G05	0.196922269991	green3	2	0.07861	0.044044
MGH36_P3_G06	-0.196797440648	red	1	0.1003	0.78827
MGH36_P3_G08	NA	black	0	0	3.4336
MGH36_P3_G09	-1.0333739866	black	0	0.18903	3.4737
MGH36_P3_G10	NA	black	0	0	0.79577
MGH36_P3_G11	0.18751149125	green3	2	0.077243	0.064883
MGH36_P3_G12	NA	black	0	0	0.12168
MGH36_P3_H03	NA	black	0	0	0.17887
MGH36_P3_H04	NA	black	0	0	0.51904
MGH36_P3_H05	0.1784834551	green3	2	0.079975	0.075875
MGH36_P3_H07	-0.0153056913569	green3	2	0.23266	0.7866
MGH36_P3_H08	0.0748688515595	green3	2	0.15056	0.15445
MGH36_P3_H11	NA	black	0	0	0.15963
MGH36_P3_H12	NA	black	0	0	0.085425
MGH36_P4_A01	NA	black	0	0	0.19912
MGH36_P4_A02	NA	black	0	0	0.090853
MGH36_P4_A03	NA	black	0	0	0.61447
MGH36_P4_A04	NA	black	0	0	1.6663
MGH36_P4_A06	NA	black	0	0	0.27262
MGH36_P4_A07	0.132530185415	green3	2	0.10434	0.11636
MGH36_P4_A08	NA	black	0	0	0.38847
MGH36_P4_A11	0.00156080454247	green3	2	0.19283	0.39726
MGH36_P4_A12	-0.116158578872	green3	2	0.24489	2.1003
MGH36_P4_B02	NA	black	0	0	0
MGH36_P4_B04	NA	black	0	0	0
MGH36_P4_B05	NA	black	0	0	0.38736
MGH36_P4_B06	NA	black	0	0	2.1509
MGH36_P4_B08	-0.0439448165826	green3	2	0.28333	0.15834
MGH36_P4_B09	-0.390479963236	black	0	0.13225	1.3196
MGH36_P4_B12	0.0866440891213	green3	2	0.086784	0.24001
MGH36_P4_C02	NA	black	0	0	0.10836
MGH36_P4_C03	NA	black	0	0	0.123
MGH36_P4_C04	NA	black	0	0	0.075875
MGH36_P4_C05	0.111109654652	green3	2	0.09356	0.18269
MGH36_P4_C06	NA	black	0	0.10969	0
MGH36_P4_C07	-0.0903518819565	green3	2	0.25942	2.5605
MGH36_P4_C08	0.0717949474927	green3	2	0.11902	0.23143
MGH36_P4_C10	NA	black	0	0	0.074505
MGH36_P4_C11	NA	black	0	0	0.070389
MGH36_P4_C12	NA	black	0	0	0.1635
MGH36_P4_D01	0.00686203032913	green3	2	0.22651	0.1635
MGH36_P4_D02	NA	black	0	0	0.074505
MGH36_P4_D05	NA	black	0	0	0
MGH36_P4_D07	NA	black	0	0	0.055196
MGH36_P4_D08	0.0950847203158	green3	2	0.14666	0.097611
MGH36_P4_D09	NA	black	0	0	0.43829
MGH36_P4_D10	NA	black	0	0	4.4566
MGH36_P4_D11	NA	black	0	0	0.16993
MGH36_P4_D12	NA	black	0	0	0
MGH36_P4_E01	NA	black	0	0	0.096262
MGH36_P4_E02	NA	black	0	0	2.9441
MGH36_P4_E04	NA	black	0	0	0.09356
MGH36_P4_E06	0.125072717272	green3	2	0.098958	0.14405
MGH36_P4_E07	NA	black	0	0	0.37407
MGH36_P4_E08	NA	black	0	0	0.11503
MGH36_P4_E09	NA	black	0	0	0.10969
MGH36_P4_E10	NA	black	0	0	0
MGH36_P4_E11	NA	black	0	0	0.14666
MGH36_P4_E12	NA	black	0	0	0.11636
MGH36_P4_F01	-3.73031059548	black	0	2.6688	0.048236
MGH36_P4_F02	0.108937024466	green3	2	0.1137	0.15056
MGH36_P4_F03	NA	black	0	0	0.048236
MGH36_P4_F04	NA	black	0	0	0.062122
MGH36_P4_F05	0.0483697549349	green3	2	0.13881	0.26544
MGH36_P4_F06	NA	black	0	0	1.8094
MGH36_P4_F07	-0.0579090243222	green3	2	0.28214	0.07861
MGH36_P4_F09	NA	black	0	0	0.063503
MGH36_P4_F10	NA	black	0	0	0
MGH36_P4_F11	NA	black	0	0	0
MGH36_P4_F12	NA	black	0	0	3.3974
MGH36_P4_G01	NA	black	0	0	0.37962
MGH36_P4_G02	NA	black	0	0	0.14405
MGH36_P4_G03	NA	black	0	0	3.7679
MGH36_P4_G04	NA	black	0	0	0
MGH36_P4_G05	NA	black	0	0	0.18523
MGH36_P4_G06	NA	black	0	0	0.048236
MGH36_P4_G08	NA	black	0	0	0.1865
MGH36_P4_G09	NA	black	0	0	0.10702
MGH36_P4_G10	NA	black	0	0	0.16607
MGH36_P4_G11	NA	black	0	0	0
MGH36_P4_H01	0.0496019157979	green3	2	0.18903	0.092207
MGH36_P4_H02	NA	black	0	0	0
MGH36_P4_H03	NA	black	0	0	0.41251
MGH36_P4_H04	NA	black	0	0	0.15316
MGH36_P4_H05	NA	black	0	0	0.34483
MGH36_P4_H09	NA	black	0	0	0.14012
MGH36_P4_H12	NA	black	0	0	0.15704
MGH36_P6_A02	0.187902523874	green3	2	0.071763	0.075875
MGH36_P6_A04	0.166248736329	green3	2	0.08134	0.096262
MGH36_P6_A05	NA	black	0	0	0.20038
MGH36_P6_A07	NA	black	0	0	2.3757
MGH36_P6_A08	NA	black	0	0	0.68885
MGH36_P6_A09	-0.0138900331433	green3	2	0.24732	0.12168
MGH36_P6_A10	NA	black	0	0	0.08134
MGH36_P6_A11	NA	black	0	0	0.041243
MGH36_P6_B03	NA	black	0	0	0
MGH36_P6_B04	0.193736880258	green3	2	0.079975	0.04684
MGH36_P6_B05	NA	black	0	0	0
MGH36_P6_B06	NA	black	0	0	0
MGH36_P6_B10	NA	black	0	0	0.051024
MGH36_P6_B11	NA	black	0	0	0.14012
MGH36_P6_B12	NA	black	0	0	2.2001
MGH36_P6_C02	NA	black	0	0.25459	0
MGH36_P6_C03	NA	black	0	0	0.26544
MGH36_P6_C04	NA	black	0	0	0
MGH36_P6_C05	NA	black	0	0	0
MGH36_P6_C06	NA	black	0	0	0.31962
MGH36_P6_C07	NA	black	0	0	0.12697
MGH36_P6_C08	NA	black	0	0	0.05797
MGH36_P6_C09	NA	black	0	0	0
MGH36_P6_C11	NA	black	0	0	0
MGH36_P6_C12	NA	black	0	0	0.035624
MGH36_P6_D01	0.17801096079	green3	2	0.075875	0.085425
MGH36_P6_D02	NA	black	0	0	0
MGH36_P6_D03	NA	black	0	0	0.12433
MGH36_P6_D04	NA	black	0	0	0
MGH36_P6_D05	0.102355701352	green3	2	0.28333	2.3929
MGH36_P6_D06	NA	black	0	0	0.14405
MGH36_P6_D07	NA	black	0	0	0.11103
MGH36_P6_D08	NA	black	0	0.11902	0
MGH36_P6_D10	-0.0788593778753	green3	2	0.094912	0.55582
MGH36_P6_D11	0.127085456576	green3	2	0.10568	0.12565
MGH36_P6_E02	NA	black	0	0	2.5233
MGH36_P6_E03	0.116515868411	green3	2	0.12168	0.11237
MGH36_P6_E04	NA	black	0	0	2.1359
MGH36_P6_E05	NA	black	0	0	2.3437
