Cell_name	Zvalue	Color	Cluster	HDAC2	IGF1
MGH36_P4_G02	0.196904372818	blue	3	0.14535	0.24975
MGH36_P4_G03	NA	black	0	0.19787	0
MGH36_P4_G04	-0.100405444535	green3	2	3.5993	0.21412
MGH36_P4_G05	NA	black	0	0.31615	0
MGH36_P4_G06	0.400024373516	blue	3	0.1375	0.13225
MGH36_P4_G08	-0.13306724826	green3	2	3.1787	0.14012
MGH36_P4_G09	0.0918001122675	green3	2	0.123	0.31267
MGH36_P4_G10	-0.109575964726	green3	2	3.722	0.21164
MGH36_P4_G11	0.363891291675	blue	3	0.36737	0.123
MGH36_P4_H01	-0.0304707542648	green3	2	2.6889	0.24123
MGH36_P4_H02	NA	black	0	0	0.08134
MGH36_P4_H03	0.440421309295	blue	3	0.22527	0.096262
MGH36_P4_H04	0.523218744677	blue	3	0.15834	0.05797
MGH36_P4_H05	NA	black	0	3.4354	0
MGH36_P4_H09	-0.388267702801	green3	2	4.5583	0.08134
MGH36_P4_H12	0.40434761416	blue	3	0.20789	0.12035
MGH36_P6_A02	NA	black	0	4.3108	0
MGH36_P6_A04	0.153300501925	green3	2	1.0101	0.19535
MGH36_P6_A05	0.246215013206	blue	3	0.10836	0.22404
MGH36_P6_A07	0.309694786234	blue	3	0.16736	0.18142
MGH36_P6_A08	NA	black	0	0	0.36177
MGH36_P6_A09	NA	black	0	0.338	0
MGH36_P6_A10	0.358320876045	blue	3	0.52105	0.10299
MGH36_P6_A11	0.527832740952	blue	3	0.16736	0.053806
MGH36_P6_B03	0.0454666925065	green3	2	3.5514	0.34483
MGH36_P6_B04	NA	black	0	0.17505	0
MGH36_P6_B05	-0.144254559706	green3	2	3.0124	0.088142
MGH36_P6_B06	-0.370632316344	green3	2	3.987	0.037031
MGH36_P6_B10	0.406787905543	blue	3	0.075875	0.13619
MGH36_P6_B11	NA	black	0	2.6034	0
MGH36_P6_B12	0.2620537986	blue	3	0.23634	0.20289
MGH36_P6_C02	NA	black	0	3.9027	0
MGH36_P6_C03	NA	black	0	0	0
MGH36_P6_C04	0.538919862109	blue	3	0.16221	0.048236
MGH36_P6_C05	-0.108389064522	green3	2	3.2227	0.1776
MGH36_P6_C06	NA	black	0	0	0.08134
MGH36_P6_C07	NA	black	0	2.3632	0
MGH36_P6_C08	-0.272002750573	green3	2	3.5193	0.045443
MGH36_P6_C09	0.427394211321	blue	3	0.12829	0.1177
MGH36_P6_C11	NA	black	0	0.25217	0
MGH36_P6_C12	-0.164778286128	green3	2	2.9969	0.049631
MGH36_P6_D01	NA	black	0	0.10836	0
MGH36_P6_D02	NA	black	0	3.4666	0
MGH36_P6_D03	-0.0833743735452	green3	2	2.8516	0.15445
MGH36_P6_D04	NA	black	0	4.4641	0
MGH36_P6_D05	-0.0514043641295	green3	2	2.7822	0.20664
MGH36_P6_D06	-0.231671975202	green3	2	3.4125	0.066261
MGH36_P6_D07	NA	black	0	3.6786	0
MGH36_P6_D08	0.290642062336	blue	3	0.075875	0.20163
MGH36_P6_D10	-0.224134315568	green3	2	4.2492	0.15575
MGH36_P6_D11	NA	black	0	0.077243	0
MGH36_P6_E02	NA	black	0	0	0.17887
MGH36_P6_E03	NA	black	0	3.4889	0
MGH36_P6_E04	-0.132527676512	green3	2	2.829	0.044044
MGH36_P6_E05	NA	black	0	0	0.064883
MGH36_P6_E06	0.560837944885	blue	3	0.26303	0.017209
MGH36_P6_E07	NA	black	0	0.92676	0
MGH36_P6_E08	0.442096245133	blue	3	0.10568	0.11237
MGH36_P6_E09	0.227365106647	blue	3	0.18015	0.22897
MGH36_P6_E10	NA	black	0	0.11636	0
MGH36_P6_E11	-0.145644018854	green3	2	2.9574	0.069015
MGH36_P6_E12	0.250616032662	blue	3	0.25701	0.20789
MGH36_P6_F01	NA	black	0	4.7918	0
MGH36_P6_F04	NA	black	0	0	0.056584
MGH36_P6_F06	0.549689246708	blue	3	0.10836	0.051024
MGH36_P6_F07	0.508183861629	blue	3	0.13488	0.070389
MGH36_P6_F08	NA	black	0	0	0.049631
MGH36_P6_F10	NA	black	0	0	0.26544
MGH36_P6_F12	NA	black	0	0	0.48749
MGH36_P6_G01	-0.0287184188499	green3	2	2.3832	0.096262
MGH36_P6_G02	NA	black	0	0	0.22897
MGH36_P6_G03	0.428931271579	blue	3	0.14143	0.11503
MGH36_P6_G04	NA	black	0	0	0.17632
MGH36_P6_G05	NA	black	0	3.3208	0
MGH36_P6_G06	0.548387642456	blue	3	0.10434	0.052416
MGH36_P6_G07	0.310519093799	blue	3	0.13881	0.18396
MGH36_P6_G08	NA	black	0	0	0.38957
MGH36_P6_G09	NA	black	0	0	0
MGH36_P6_G10	NA	black	0	0.053806	0
MGH36_P6_G11	0.508066457176	blue	3	0.19535	0.060739
MGH36_P6_G12	NA	black	0	4.4156	0
MGH36_P6_H06	0.352038778843	blue	3	0.10702	0.1635
MGH36_P6_H07	NA	black	0	0	0.049631
MGH36_P6_H10	NA	black	0	0.33113	0
MGH36_P6_H12	-0.092152724395	green3	2	3.2672	0.20163
MGH36_P7_A01	-0.106176408005	green3	2	2.9098	0.12565
MGH36_P7_A02	NA	black	0	0.074505	0
MGH36_P7_A03	0.445931238291	blue	3	0.2302	0.092207
MGH36_P7_A04	NA	black	0	1.2345	0
MGH36_P7_A06	-0.231543376733	green3	2	4.3726	0.15704
MGH36_P7_A07	NA	black	0	0	0.24975
MGH36_P7_A08	NA	black	0	0	0.15834
MGH36_P7_A09	0.476190932198	blue	3	0.15704	0.085425
MGH36_P7_A10	NA	black	0	0	0.14274
MGH36_P7_A11	0.443832608802	blue	3	0.28214	0.085425
MGH36_P7_A12	-0.00347907279768	green3	2	2.4849	0.30801
MGH36_P7_B01	NA	black	0	0.11237	0
MGH36_P7_B02	-0.0669595134472	green3	2	3.7806	0.24732
MGH36_P7_B03	NA	black	0	0	0.074505
MGH36_P7_B04	NA	black	0	4.2353	0
MGH36_P7_B06	NA	black	0	0.20163	0
MGH36_P7_B07	NA	black	0	0.33113	0
MGH36_P7_B08	0.443743192436	blue	3	0.20289	0.097611
MGH36_P7_B09	NA	black	0	0.34369	0
MGH36_P7_B10	NA	black	0	5.1405	0
MGH36_P7_B11	-0.0307162830056	green3	2	2.4038	0.11103
MGH36_P7_B12	NA	black	0	0	0.12565
MGH36_P7_C11	-0.129326850759	green3	2	4.3731	0.21537
MGH36_P7_D01	NA	black	0	0	0
MGH36_P7_D02	0.251193115596	blue	3	0.089498	0.2228
MGH36_P7_D03	0.520999065873	blue	3	0.088142	0.070389
MGH36_P7_D05	0.351518029745	blue	3	0.17632	0.15575
MGH36_P7_D06	0.0543232111884	green3	2	1.8444	0.15963
MGH36_P7_D07	0.34735888241	blue	3	0.78241	0.062122
MGH36_P7_D08	-0.278077633463	green3	2	0.1137	0.53107
MGH36_P7_D09	-0.415442032529	green3	2	4.3709	0.051024
MGH36_P7_D10	-0.216914027502	green3	2	3.5899	0.10836
MGH36_P7_D11	0.301793524885	blue	3	0.34483	0.16607
MGH36_P7_E01	NA	black	0	0.16479	0
MGH36_P7_E03	NA	black	0	0	0.31267
MGH36_P7_E04	-0.326865512014	green3	2	4.115	0.08134
MGH36_P7_E05	NA	black	0	0	0.17249
MGH36_P7_E07	NA	black	0	0	0.08134
MGH36_P7_E08	-0.362306056188	green3	2	4.8795	0.11237
MGH36_P7_E10	-0.183401654887	green3	2	4.3532	0.18396
MGH36_P7_E12	0.478437894516	blue	3	0.19283	0.07861
MGH36_P7_F01	NA	black	0	0.15445	0
MGH36_P7_F02	NA	black	0	0.1375	0
MGH36_P7_F03	NA	black	0	0	0.10568
MGH36_P7_F04	0.333191657734	blue	3	0.20289	0.1635
MGH36_P7_F06	-0.180290593075	green3	2	3.3019	0.10299
MGH36_P7_F08	NA	black	0	0	0
MGH36_P7_F09	NA	black	0	0.051024	0
MGH36_P7_F10	NA	black	0	4.1299	0
MGH36_P7_F11	NA	black	0	0	0.063503
MGH36_P7_F12	0.0442077360744	green3	2	2.0479	0.044044
MGH36_P7_G01	NA	black	0	0	0.064883
MGH36_P7_G02	NA	black	0	3.5618	0
MGH36_P7_G03	NA	black	0	0.22527	0
MGH36_P7_G04	0.185965758043	blue	3	0.13356	0.25701
MGH36_P7_G05	NA	black	0	4.1208	0
MGH36_P7_G06	-0.289070551956	green3	2	4.3332	0.12168
MGH36_P7_G08	NA	black	0	0.20038	0
MGH36_P7_G09	NA	black	0	4.3436	0
MGH36_P7_G10	NA	black	0	0	0.17505
MGH36_P7_G11	0.0670879318056	green3	2	1.8278	0.12961
MGH36_P7_H01	NA	black	0	0	0.29278
MGH36_P7_H02	NA	black	0	0	0.09356
MGH36_P7_H03	NA	black	0	0	0
MGH36_P7_H04	0.105753884981	green3	2	3.7542	0.38294
MGH36_P7_H07	NA	black	0	0.15575	0
MGH36_P7_H08	0.488677125044	blue	3	0.28924	0.056584
MGH36_P7_H10	NA	black	0	3.5935	0
MGH36_P7_H11	NA	black	0	0	0.097611
MGH36_P7_H12	NA	black	0	0	0.21288
MGH36_P5_A02	0.565127824485	blue	3	4.2229	0.62761
MGH36_P5_A03	NA	black	0	0	0
MGH36_P5_A05	NA	black	0	0	0.25096
MGH36_P5_A06	NA	black	0	0.44996	0
MGH36_P5_A07	NA	black	0	0	0.3505
MGH36_P5_A08	0.0951096500073	green3	2	0.41576	0.29631
MGH36_P5_A09	-0.260117005087	green3	2	4.1419	0.12697
MGH36_P5_B02	0.382762648127	blue	3	0.18523	0.13619
MGH36_P5_B03	0.0490847218515	green3	2	1.433	0.26544
MGH36_P5_B04	-0.147548834137	green3	2	0.14012	0.45418
MGH36_P5_B05	0.4143311818	blue	3	0.35614	0.092207
MGH36_P5_B06	0.342360122953	blue	3	0.39177	0.13356
MGH36_P5_B07	0.316782904446	blue	3	0.11636	0.18269
MGH36_P5_B08	0.485206947939	blue	3	0.094912	0.089498
MGH36_P5_B09	NA	black	0	0	0.10568
MGH36_P5_B10	NA	black	0	0.052416	0
MGH36_P5_B11	0.362683023654	blue	3	0.19661	0.14666
MGH36_P5_C01	-0.16516699381	green3	2	0.41576	0.47508
MGH36_P5_C02	0.477736575718	blue	3	0.05797	0.098958
MGH36_P5_C03	NA	black	0	4.2508	0
MGH36_P5_C04	-0.285582963148	green3	2	4.1481	0.11103
MGH36_P5_C05	0.0356326213863	green3	2	1.7027	0.25217
MGH36_P5_C06	0.295465652119	blue	3	0.11237	0.19535
MGH36_P5_C09	-0.382463810233	green3	2	4.4073	0.073135
MGH36_P5_C11	0.351255472345	blue	3	0.22033	0.15056
MGH36_P5_C12	0.147086617825	green3	2	0.15316	0.27858
MGH36_P5_D01	-0.0696520580854	green3	2	0.44467	0.40926
MGH36_P5_D02	0.306990134452	blue	3	0.27381	0.17121
MGH36_P5_D03	-0.0968186648391	green3	2	2.8734	0.13356
MGH36_P5_D04	-0.172584031668	green3	2	3.3044	0.11237
MGH36_P5_D06	0.407272468029	blue	3	0.052416	0.13881
MGH36_P5_D07	0.311645589629	blue	3	0.36625	0.15704
MGH36_P5_D08	0.387570248056	blue	3	0.07861	0.14666
MGH36_P5_D09	0.0561779135523	green3	2	1.7978	0.17377
MGH36_P5_D11	0.473253362612	blue	3	0.017209	0.10702
MGH36_P5_D12	NA	black	0	0	0
MGH36_P5_E01	NA	black	0	0.92144	0
MGH36_P5_E02	-0.117654263498	green3	2	2.8643	0.089498
MGH36_P5_E03	-0.330279946199	green3	2	4.2472	0.090853
MGH36_P5_E05	0.362174926869	blue	3	0.13488	0.15445
MGH36_P5_E07	0.476106688848	blue	3	0.20163	0.07861
MGH36_P5_E08	0.286364245574	blue	3	4.8532	0.41143
MGH36_P5_E09	-0.0663433234967	green3	2	0.28333	0.40599
MGH36_P5_E10	-0.0683012400105	green3	2	3.4053	0.23634
MGH36_P5_E11	0.455911749043	blue	3	0.10702	0.10434
MGH36_P5_F02	0.407204211609	blue	3	0.16607	0.12433
MGH36_P5_F04	0.383520599011	blue	3	0.064883	0.15056
MGH36_P5_F05	0.474190795225	blue	3	0.14666	0.088142
MGH36_P5_F06	0.36744732018	blue	3	0.2558	0.13619
MGH36_P5_F07	-0.102004778621	green3	2	2.9989	0.15316
MGH36_P5_F08	0.367533567084	blue	3	0.097611	0.15575
MGH36_P5_F09	-0.26426603143	green3	2	0.35276	0.53903
MGH36_P5_F10	3.76304764349	black	0	3.4007	3.3137
MGH36_P5_F11	NA	black	0	0.066261	0
MGH36_P5_G01	NA	black	0	2.9424	0
MGH36_P5_G02	0.631661509015	blue	3	0.0229	0.020058
MGH36_P5_G04	NA	black	0	0	0
MGH36_P5_G06	-0.426777819889	green3	2	4.3247	0.03984
MGH36_P5_G07	-0.156026930201	green3	2	4.6651	0.20539
MGH36_P5_G08	0.351796767405	blue	3	0.30918	0.13881
MGH36_P5_G09	-0.0768167037489	green3	2	3.3169	0.2228
MGH36_P5_G10	-0.251339425195	green3	2	3.9761	0.12035
MGH36_P5_G11	-0.333121163919	green3	2	4.3206	0.094912
MGH36_P5_H02	NA	black	0	0.30568	0
MGH36_P5_H03	0.413973775694	blue	3	0.11636	0.12697
MGH36_P5_H05	0.41472880457	blue	3	0.32884	0.096262
MGH36_P5_H06	0.411063033194	blue	3	0.056584	0.13619
MGH36_P5_H07	0.326174975193	blue	3	0.077243	0.18142
MGH36_P5_H09	0.333606716722	blue	3	0.26544	0.15575
MGH36_P10_A02	NA	black	0	2.4803	0
MGH36_P10_A04	0.00279433258742	green3	2	2.3525	0.34823
MGH36_P10_A05	NA	black	0	3.8	0
MGH36_P10_A06	NA	black	0	0.94486	0
MGH36_P10_A07	-0.0877195456692	green3	2	2.6787	0.079975
MGH36_P10_A09	NA	black	0	0	0.29866
MGH36_P10_A11	NA	black	0	3.8849	0
MGH36_P10_A12	NA	black	0	1.5568	0
MGH36_P10_B01	0.0745627231508	green3	2	1.7106	0.15963
MGH36_P10_B03	-0.0559834248704	green3	2	2.6351	0.15445
MGH36_P10_B05	-0.103490809925	green3	2	2.8866	0.12433
MGH36_P10_B07	NA	black	0	0.94411	0
MGH36_P10_B08	NA	black	0	3.3077	0
MGH36_P10_B10	NA	black	0	3.6271	0
MGH36_P10_B11	NA	black	0	0.41143	0
MGH36_P10_C01	NA	black	0	1.7816	0
MGH36_P10_C03	NA	black	0	0	0
MGH36_P10_C04	NA	black	0	0.20414	0
MGH36_P10_C06	NA	black	0	0.17632	0
MGH36_P10_C07	0.350102688299	blue	3	0.17249	0.15704
MGH36_P10_C08	0.0392670101254	green3	2	1.7732	0.22774
MGH36_P10_C09	NA	black	0	0	0
MGH36_P10_C10	0.375089924635	blue	3	0.30801	0.12433
MGH36_P10_C12	-0.31574946303	green3	2	4.0125	0.07861
MGH36_P10_D01	NA	black	0	0	0.17505
MGH36_P10_D02	NA	black	0	3.4476	0
MGH36_P10_D03	NA	black	0	0	0
MGH36_P10_D04	NA	black	0	0.12168	0
MGH36_P10_D05	-0.364233777565	green3	2	5.0283	0.1177
MGH36_P10_D07	NA	black	0	0	0.079975
MGH36_P10_D09	NA	black	0	0.22157	0
MGH36_P10_D10	NA	black	0	0	0
MGH36_P10_D11	NA	black	0	2.7581	0
MGH36_P10_D12	-0.169614603565	green3	2	3.2392	0.10434
MGH36_P10_E02	-0.123454292012	green3	2	3.4171	0.18015
MGH36_P10_E03	NA	black	0	3.4069	0
MGH36_P10_E04	0.318341522637	blue	3	0.5656	0.12433
MGH36_P10_E05	-0.196351367194	green3	2	3.5017	0.11636
MGH36_P10_E07	0.487261414853	blue	3	0.096262	0.088142
MGH36_P10_E10	NA	black	0	0	0
MGH36_P10_E11	NA	black	0	0	0.123
MGH36_P10_E12	NA	black	0	0	0.067639
MGH36_P10_F02	NA	black	0	2.8235	0
MGH36_P10_F03	NA	black	0	2.8657	0
MGH36_P10_F05	-0.331353178152	green3	2	4.0895	0.075875
MGH36_P10_F06	0.127655291429	green3	2	0.31034	0.28096
MGH36_P10_F08	0.462027270042	blue	3	0.11103	0.1003
MGH36_P10_F09	-0.213663438487	green3	2	3.5563	0.10702
MGH36_P10_F10	0.460435421759	blue	3	0.049631	0.10969
MGH36_P10_F11	NA	black	0	0	0.10969
MGH36_P10_F12	NA	black	0	2.6292	0
MGH36_P10_G01	-0.23288342456	green3	2	3.7182	0.10969
MGH36_P10_G02	NA	black	0	0	0
MGH36_P10_G03	NA	black	0	0.096262	0
MGH36_P10_G05	NA	black	0	3.9916	0
MGH36_P10_G06	-0.220186780034	green3	2	3.3221	0.060739
MGH36_P10_G07	NA	black	0	2.5979	0
MGH36_P10_G08	NA	black	0	0.10434	0
MGH36_P10_G09	-0.218619705362	green3	2	3.6022	0.10836
MGH36_P10_G10	NA	black	0	0	0
MGH36_P10_G11	-0.103836414469	green3	2	2.7613	0.07861
MGH36_P10_H01	NA	black	0	0.59072	0
MGH36_P10_H03	NA	black	0	0.62761	0
MGH36_P10_H04	NA	black	0	0.14405	0
MGH36_P10_H05	NA	black	0	0.9782	0
MGH36_P10_H06	NA	black	0	1.3835	0
MGH36_P10_H09	NA	black	0	0	0.089498
MGH36_P10_H11	NA	black	0	2.409	0
MGH36_P10_H12	NA	black	0	0.7536	0
MGH36_P8_A01	NA	black	0	1.9819	0
MGH36_P8_A03	NA	black	0	0	0.20664
MGH36_P8_A04	NA	black	0	1.6599	0
MGH36_P8_A06	NA	black	0	2.4449	0
MGH36_P8_A07	NA	black	0	0.14535	0
MGH36_P8_A08	NA	black	0	3.3389	0
MGH36_P8_A09	NA	black	0	0.21039	0
MGH36_P8_A11	NA	black	0	0	0
MGH36_P8_A12	NA	black	0	2.2265	0
MGH36_P8_B01	NA	black	0	2.9707	0
MGH36_P8_B02	NA	black	0	3.5719	0
MGH36_P8_B03	NA	black	0	2.0129	0
MGH36_P8_B04	NA	black	0	0	0
MGH36_P8_B05	NA	black	0	3.3252	0
MGH36_P8_B08	NA	black	0	0	0
MGH36_P8_B09	NA	black	0	3.8716	0
MGH36_P8_B10	NA	black	0	2.7997	0
MGH36_P8_B11	NA	black	0	3.4082	0
MGH36_P8_B12	NA	black	0	0	0
MGH36_P8_C01	NA	black	0	2.537	0
MGH36_P8_C02	NA	black	0	3.145	0
MGH36_P8_C03	NA	black	0	0	0
MGH36_P8_C05	0.134427931969	green3	2	1.3397	0.15834
MGH36_P8_C06	NA	black	0	4.2412	0
MGH36_P8_C09	NA	black	0	3.5863	0
MGH36_P8_C10	NA	black	0	1.1991	0
MGH36_P8_C12	NA	black	0	1.6392	0
MGH36_P8_D01	NA	black	0	4.2962	0
MGH36_P8_D03	-0.194825976749	green3	2	3.967	0.15963
MGH36_P8_D04	NA	black	0	2.5142	0
MGH36_P8_D05	NA	black	0	0	0
MGH36_P8_D07	-0.0333848369152	green3	2	2.4813	0.16607
MGH36_P8_D08	NA	black	0	2.4139	0
MGH36_P8_D09	NA	black	0	0.36289	0
MGH36_P8_D10	-0.16091208968	green3	2	3.2698	0.12035
MGH36_P8_D11	-0.0827656041248	green3	2	2.6695	0.089498
MGH36_P8_D12	NA	black	0	3.8091	0
MGH36_P8_E01	NA	black	0	2.9207	0
MGH36_P8_E02	NA	black	0	0	0
MGH36_P8_E03	0.204087404535	blue	3	0.93357	0.15834
MGH36_P8_E04	-0.164781750337	green3	2	3.5228	0.14926
MGH36_P8_E05	-0.581144809108	green3	2	0.4844	0.78576
MGH36_P8_E06	NA	black	0	0	0
MGH36_P8_E08	NA	black	0	3.1109	0
MGH36_P8_E10	0.323102959743	blue	3	0.38847	0.14666
MGH36_P8_F02	NA	black	0	4.0682	0
MGH36_P8_F04	NA	black	0	0.18142	0
MGH36_P8_F05	NA	black	0	0	0
MGH36_P8_F07	NA	black	0	3.7932	0
MGH36_P8_F09	NA	black	0	0.14926	0
MGH36_P8_G01	NA	black	0	0.8844	0
MGH36_P8_G02	NA	black	0	2.9428	0
MGH36_P8_G03	NA	black	0	0	0.18523
MGH36_P8_G04	-0.285241352198	green3	2	4.0633	0.10434
MGH36_P8_G05	0.452480470972	blue	3	0.24853	0.085425
MGH36_P8_G06	NA	black	0	0	0
MGH36_P8_G07	NA	black	0	1.3989	0
MGH36_P8_G08	NA	black	0	2.7991	0
MGH36_P8_G09	-0.00499976337424	green3	2	2.283	0.23879
MGH36_P8_G10	-0.0224865754894	green3	2	2.4241	0.1903
MGH36_P8_G12	0.141973469073	green3	2	3.9674	0.39397
MGH36_P8_H01	NA	black	0	3.6688	0
MGH36_P8_H03	NA	black	0	0	0
MGH36_P8_H04	NA	black	0	0	0.13881
MGH36_P8_H06	NA	black	0	3.0067	0
MGH36_P8_H07	NA	black	0	0.20914	0
MGH36_P8_H09	0.401952590694	blue	3	0.14926	0.12961
MGH36_P8_H10	NA	black	0	4.0451	0
MGH36_P8_H11	-0.0153737514909	green3	2	2.3042	0.05797
MGH36_P9_A01	NA	black	0	3.0379	0
MGH36_P9_A02	NA	black	0	3.5947	0
MGH36_P9_A03	0.426156591127	blue	3	0.13356	0.1177
MGH36_P9_A05	NA	black	0	4.3166	0
MGH36_P9_A06	-0.105784583868	green3	2	0.46467	0.4351
MGH36_P9_A07	-0.0381201042629	green3	2	2.8653	0.24489
MGH36_P9_A09	0.101364131275	green3	2	0.98623	0.24975
MGH36_P9_A10	0.433299042077	blue	3	0.123	0.11503
MGH36_P9_A11	NA	black	0	2.826	0
MGH36_P9_A12	NA	black	0	0	0
MGH36_P9_B01	NA	black	0	3.1892	0
MGH36_P9_B04	NA	black	0	2.5893	0
MGH36_P9_B06	0.00213727969372	green3	2	1.9968	0.31962
MGH36_P9_B07	NA	black	0	0	0
MGH36_P9_B08	NA	black	0	1.86	0
MGH36_P9_B09	NA	black	0	0	0
MGH36_P9_B10	-0.0386620127946	green3	2	2.9538	0.25096
MGH36_P9_B11	NA	black	0	3.6134	0
MGH36_P9_B12	NA	black	0	1.3713	0
MGH36_P9_C01	0.186266769555	blue	3	3.9781	0.42331
MGH36_P9_C02	NA	black	0	3.4338	0
MGH36_P9_C03	NA	black	0	4.1496	0
MGH36_P9_C05	NA	black	0	0	0
MGH36_P9_C07	0.526315874142	blue	3	0.12168	0.062122
MGH36_P9_C08	NA	black	0	2.9549	0
MGH36_P9_C09	NA	black	0	0	0.15056
MGH36_P9_C11	NA	black	0	3.7561	0
MGH36_P9_C12	NA	black	0	3.9064	0
MGH36_P9_D05	0.244396199586	blue	3	0.24489	0.21288
MGH36_P9_D07	NA	black	0	0	0.42223
MGH36_P9_D08	NA	black	0	0	0.28333
MGH36_P9_D09	NA	black	0	0	0
MGH36_P9_D10	NA	black	0	0.59837	0
MGH36_P9_D11	NA	black	0	0	0.25822
MGH36_P9_E01	NA	black	0	0	0
MGH36_P9_E02	-0.155399569393	green3	2	3.2956	0.13093
MGH36_P9_E03	0.5822746069	blue	3	0.090853	0.035624
MGH36_P9_E04	NA	black	0	2.8456	0
MGH36_P9_E05	NA	black	0	2.3978	0
MGH36_P9_E06	-0.0718800779382	green3	2	2.8785	0.18269
MGH36_P9_E07	NA	black	0	0.25338	0
MGH36_P9_E08	-0.0236583882242	green3	2	2.4351	0.1903
MGH36_P9_E10	NA	black	0	0	0.19661
MGH36_P9_E11	NA	black	0	0.14796	0
MGH36_P9_E12	NA	black	0	0.34937	0
MGH36_P9_F02	-0.133030981625	green3	2	4.3506	0.21288
MGH36_P9_F03	-0.0985059785487	green3	2	3.8754	0.22527
MGH36_P9_F04	NA	black	0	0	0
MGH36_P9_F08	-0.0582113595488	green3	2	2.5105	0.066261
MGH36_P9_F09	0.475977532804	blue	3	0.074505	0.097611
MGH36_P9_F10	NA	black	0	2.3216	0
MGH36_P9_F11	-0.142830628267	green3	2	3.1085	0.1137
MGH36_P9_F12	NA	black	0	1.988	0
MGH36_P9_G03	NA	black	0	2.7152	0
MGH36_P9_G04	-0.0603876167992	green3	2	2.5663	0.10299
MGH36_P9_G05	NA	black	0	0	0
MGH36_P9_G06	-0.19827957389	green3	2	3.7225	0.13881
MGH36_P9_G07	NA	black	0	0.83835	0
MGH36_P9_G08	-0.239517900254	green3	2	3.8202	0.11503
MGH36_P9_G09	NA	black	0	0	0.10702
MGH36_P9_G10	-0.0161214991857	green3	2	2.3083	0.062122
MGH36_P9_G11	NA	black	0	3.5558	0
MGH36_P9_H01	NA	black	0	5.0978	0
MGH36_P9_H02	NA	black	0	2.8999	0
MGH36_P9_H03	NA	black	0	3.3762	0
MGH36_P9_H04	NA	black	0	0.18777	0
MGH36_P9_H06	-0.0878457860484	green3	2	3.9129	0.23389
MGH36_P9_H07	NA	black	0	1.726	0
MGH36_P9_H08	NA	black	0	2.9373	0
MGH36_P9_H10	0.187142804382	blue	3	1.4756	0.041243
MGH36_P9_H11	NA	black	0	0.25096	0
MGH36_P9_H12	NA	black	0	0	0.089498
MGH36_P2_A01	-0.0211628093971	green3	2	0.35614	0.37629
MGH36_P2_A03	NA	black	0	3.4334	0
MGH36_P2_A04	0.065631981893	green3	2	0.2228	0.32423
MGH36_P2_A05	0.0658892467986	green3	2	1.9218	0.074505
MGH36_P2_A06	-0.125334573044	green3	2	3.5372	0.18777
MGH36_P2_A07	-0.101032410455	green3	2	3.233	0.18777
MGH36_P2_A08	0.410742833031	blue	3	0.20914	0.11636
MGH36_P2_A11	0.51107092586	blue	3	0.12433	0.070389
MGH36_P2_B03	-0.149023970738	green3	2	3.0016	0.077243
MGH36_P2_B04	-0.0714172307453	green3	2	2.9169	0.1903
MGH36_P2_B05	0.313068837002	blue	3	0.69332	0.10702
MGH36_P2_B06	-0.107817551932	green3	2	2.8877	0.11636
MGH36_P2_B07	-0.110175042965	green3	2	3.2534	0.17887
MGH36_P2_B08	-1.72108526356	black	0	0.36177	1.6022
MGH36_P2_B09	-0.0910334810319	green3	2	2.9791	0.16736
MGH36_P2_B10	-0.0669463830023	green3	2	0.077243	0.40599
MGH36_P2_B11	-0.00105057359594	green3	2	2.228	0.20539
MGH36_P2_B12	-0.202081984586	green3	2	3.2085	0.056584
MGH36_P2_C02	0.36775646341	blue	3	0.26424	0.13488
MGH36_P2_C03	0.580306829084	blue	3	0.04684	0.044044
MGH36_P2_C04	-0.157235491491	green3	2	3.1718	0.10702
MGH36_P2_C07	0.457523143628	blue	3	0.090853	0.10568
MGH36_P2_C08	-0.0766600925068	green3	2	2.6713	0.10836
MGH36_P2_C09	0.45361071509	blue	3	0.11636	0.10434
MGH36_P2_C10	0.407385878661	blue	3	0.14535	0.12697
MGH36_P2_C11	-0.101480048413	green3	2	2.8074	0.10299
MGH36_P2_C12	0.48383496093	blue	3	0.17249	0.07861
MGH36_P2_D01	NA	black	0	0	0.13356
MGH36_P2_D02	-0.138383184467	green3	2	3.2752	0.14796
MGH36_P2_D04	0.367041429589	blue	3	0.27739	0.13356
MGH36_P2_D05	-0.0439244907356	green3	2	3.113	0.25217
MGH36_P2_D06	0.0692180929804	green3	2	1.7386	0.16221
MGH36_P2_D07	0.307003241493	blue	3	0.3173	0.16607
MGH36_P2_D08	0.495315908259	blue	3	0.037031	0.092207
MGH36_P2_D09	-0.353576507021	green3	2	3.8474	0.029983
MGH36_P2_D10	0.33869204722	blue	3	0.082703	0.17377
MGH36_P2_D11	-1.2412219617	black	0	0.34823	1.2277
MGH36_P2_E01	-0.00866456136314	green3	2	2.286	0.15963
MGH36_P2_E02	0.341658951216	blue	3	0.12565	0.16736
MGH36_P2_E03	0.37642238799	blue	3	0.10969	0.14926
MGH36_P2_E04	-0.117888666485	green3	2	3.033	0.13488
MGH36_P2_E06	0.217801288551	blue	3	0.15963	0.23634
MGH36_P2_E07	0.295823200984	blue	3	0.123	0.19409
MGH36_P2_E08	-0.208916112993	green3	2	3.2929	0.067639
MGH36_P2_E09	-0.0814365487465	green3	2	2.5756	0.027154
