Cell_name	Zvalue	Color	Cluster	ICAM1	STAT3
MGH36_P6_C02	NA	black	0	0	4.2593
MGH36_P6_C03	NA	black	0	0	0.1865
MGH36_P6_C04	NA	black	0	0.13881	0
MGH36_P6_C05	NA	black	0	0	0
MGH36_P6_C06	-0.502079916423	red	1	0.16864	4.0746
MGH36_P6_C07	-0.537501489074	red	1	0.15316	4.1633
MGH36_P6_C08	NA	black	0	0	4.183
MGH36_P6_C09	NA	black	0	0	0.17249
MGH36_P6_C11	NA	black	0	0	5.0442
MGH36_P6_C12	NA	black	0	0	0.59072
MGH36_P6_D01	NA	black	0	0	0
MGH36_P6_D02	NA	black	0	0	3.3403
MGH36_P6_D03	NA	black	0	0	4.5569
MGH36_P6_D04	NA	black	0	0	0.11503
MGH36_P6_D05	NA	black	0	0	3.9866
MGH36_P6_D06	NA	black	0	0.14535	0
MGH36_P6_D07	NA	black	0	0	2.959
MGH36_P6_D08	NA	black	0	0	3.4885
MGH36_P6_D10	NA	black	0	0	4.4369
MGH36_P6_D11	NA	black	0	0	4.5056
MGH36_P6_E02	NA	black	0	0	0
MGH36_P6_E03	-0.2858999711	red	1	0.17505	3.3138
MGH36_P6_E04	-0.260914236981	red	1	0.10836	3.1462
MGH36_P6_E05	NA	black	0	0	4.2419
MGH36_P6_E06	NA	black	0	0	0.15963
MGH36_P6_E07	NA	black	0	0.10836	0
MGH36_P6_E08	-0.889346829931	red	1	0.14274	5.2895
MGH36_P6_E09	NA	black	0	0	2.4534
MGH36_P6_E10	NA	black	0	0	0
MGH36_P6_E11	NA	black	0	0	0.48749
MGH36_P6_E12	NA	black	0	0	0
MGH36_P6_F01	NA	black	0	0	0
MGH36_P6_F04	NA	black	0	0	4.758
MGH36_P6_F06	NA	black	0	0	4.9541
MGH36_P6_F07	NA	black	0	0	1.2425
MGH36_P6_F08	NA	black	0	0	0.20914
MGH36_P6_F10	NA	black	0	0	5.7363
MGH36_P6_F12	NA	black	0	0	3.8476
MGH36_P6_G01	0.56059327734	green3	2	0.1003	0.067639
MGH36_P6_G02	0.130512262022	red	1	4.9394	2.4797
MGH36_P6_G03	NA	black	0	0	0.21909
MGH36_P6_G04	NA	black	0	0	0.20789
MGH36_P6_G05	NA	black	0	0	3.4276
MGH36_P6_G06	-0.703114759585	red	1	0.31846	5.2492
MGH36_P6_G07	NA	black	0	0	0.27023
MGH36_P6_G08	-0.73285741694	red	1	0.19283	4.931
MGH36_P6_G09	-0.528551605568	red	1	0.19787	4.233
MGH36_P6_G10	NA	black	0	0	0.15445
MGH36_P6_G11	-0.339853363505	red	1	0.13225	3.4476
MGH36_P6_G12	NA	black	0	0	3.6061
MGH36_P6_H06	NA	black	0	0	5.0681
MGH36_P6_H07	0.474307269717	green3	2	0.21909	0.086784
MGH36_P6_H10	NA	black	0	0	3.8883
MGH36_P6_H12	-0.0724646148119	red	1	0.95531	5.114
MGH36_P7_A01	0.0181134249843	red	1	0.123	2.16
MGH36_P7_A02	NA	black	0	0	1.3539
MGH36_P7_A03	-0.483589109717	red	1	0.16993	4.0128
MGH36_P7_A04	NA	black	0	0	0
MGH36_P7_A06	NA	black	0	0	0.6332
MGH36_P7_A07	NA	black	0	0	3.1107
MGH36_P7_A08	NA	black	0	0	0.4489
MGH36_P7_A09	NA	black	0	0	4.9085
MGH36_P7_A10	NA	black	0	0	2.1217
MGH36_P7_A11	NA	black	0	0	0
MGH36_P7_A12	NA	black	0	0	4.3846
MGH36_P7_B01	NA	black	0	0	0
MGH36_P7_B02	-0.839599919916	red	1	0.16864	5.2119
MGH36_P7_B03	NA	black	0	0	0.10299
MGH36_P7_B04	NA	black	0	0	1.2588
MGH36_P7_B06	NA	black	0	0	0
MGH36_P7_B07	0.488209554679	green3	2	0.1776	0.15445
MGH36_P7_B08	-0.528411821914	red	1	0.20539	4.2503
MGH36_P7_B09	-0.56299823502	red	1	0.18523	4.3245
MGH36_P7_B10	NA	black	0	0	4.4211
MGH36_P7_B11	NA	black	0	0	0.14143
MGH36_P7_B12	0.422232818725	green3	2	0.26784	0.18523
MGH36_P7_C11	NA	black	0	0	2.6204
MGH36_P7_D01	NA	black	0	0	4.2696
MGH36_P7_D02	NA	black	0	0	4.8401
MGH36_P7_D03	0.477161566408	green3	2	0.17121	0.22404
MGH36_P7_D05	-0.266785331963	red	1	0.20789	3.286
MGH36_P7_D06	NA	black	0	0	0.23634
MGH36_P7_D07	NA	black	0	0	3.31
MGH36_P7_D08	NA	black	0	0	0.38184
MGH36_P7_D09	NA	black	0	0	0.064883
MGH36_P7_D10	NA	black	0	0	0.55974
MGH36_P7_D11	NA	black	0	0	0.31615
MGH36_P7_E01	NA	black	0	0	0.40926
MGH36_P7_E03	0.321378430458	green3	2	0.24001	0.77315
MGH36_P7_E04	NA	black	0	0	2.3109
MGH36_P7_E05	NA	black	0	0	0
MGH36_P7_E07	0.351150230577	green3	2	0.13225	0.85679
MGH36_P7_E08	NA	black	0	0	5.0754
MGH36_P7_E10	0.505228583714	green3	2	0.14143	0.18523
MGH36_P7_E12	NA	black	0	0	0.09356
MGH36_P7_F01	NA	black	0	0	5.2209
MGH36_P7_F02	-0.791613215139	red	1	0.14012	4.9698
MGH36_P7_F03	NA	black	0	0	3.2299
MGH36_P7_F04	NA	black	0	0	0
MGH36_P7_F06	NA	black	0	0	3.6774
MGH36_P7_F08	NA	black	0	0	3.5233
MGH36_P7_F09	NA	black	0	0	4.8533
MGH36_P7_F10	NA	black	0	0	0.92524
MGH36_P7_F11	NA	black	0	0	2.3214
MGH36_P7_F12	NA	black	0	0	0.25338
MGH36_P7_G01	0.191678637268	green3	2	0.14666	1.4818
MGH36_P7_G02	NA	black	0	0	0.24245
MGH36_P7_G03	NA	black	0	0	4.9148
MGH36_P7_G04	-1.04317414793	red	1	0.26063	6.2429
MGH36_P7_G05	NA	black	0	0	1.0072
MGH36_P7_G06	NA	black	0	0	1.6098
MGH36_P7_G08	NA	black	0	0	0
MGH36_P7_G09	NA	black	0	0	0.18903
MGH36_P7_G10	NA	black	0	0.55974	0
MGH36_P7_G11	NA	black	0	0	0.11503
MGH36_P7_H01	NA	black	0	0	4.3869
MGH36_P7_H02	-0.378494939006	red	1	0.10165	3.5352
MGH36_P7_H03	NA	black	0	0	3.792
MGH36_P7_H04	0.403944361186	green3	2	0.32308	0.07861
MGH36_P7_H07	-0.665729182972	red	1	0.16607	4.6281
MGH36_P7_H08	0.494411742353	green3	2	0.12433	0.27858
MGH36_P7_H10	0.522869831422	green3	2	0.10568	0.20914
MGH36_P7_H11	NA	black	0	0	4.5471
MGH36_P7_H12	NA	black	0	0	0
MGH36_P5_A02	NA	black	0	0	0
MGH36_P5_A03	NA	black	0	0	0.56365
MGH36_P5_A05	0.0172357266511	red	1	1.0419	3.1248
MGH36_P5_A06	NA	black	0	0	6.0685
MGH36_P5_A07	NA	black	0	0	4.5582
MGH36_P5_A08	-0.606342581371	red	1	0.22651	4.5855
MGH36_P5_A09	-0.196380774199	red	1	0.26424	3.0762
MGH36_P5_B02	NA	black	0	0	1.6262
MGH36_P5_B03	0.549908985409	green3	2	0.11103	0.08134
MGH36_P5_B04	NA	black	0	0	4.4369
MGH36_P5_B05	-0.612281397657	red	1	0.40272	5.2152
MGH36_P5_B06	-0.455397832418	red	1	0.098958	3.785
MGH36_P5_B07	-0.645807829392	red	1	0.28806	4.9202
MGH36_P5_B08	NA	black	0	0	4.096
MGH36_P5_B09	NA	black	0	0	2.6624
MGH36_P5_B10	NA	black	0	0	1.7294
MGH36_P5_B11	0.507783010876	green3	2	0.13619	0.18903
MGH36_P5_C01	NA	black	0	0	0
MGH36_P5_C02	NA	black	0	0	0
MGH36_P5_C03	0.406374453043	green3	2	0.11103	0.67265
MGH36_P5_C04	NA	black	0	0	5.0947
MGH36_P5_C05	-0.0515953371991	red	1	0.25096	2.4539
MGH36_P5_C06	0.621755344209	green3	2	0.029983	0.020058
MGH36_P5_C09	NA	black	0	0	0.26303
MGH36_P5_C11	NA	black	0	0	2.6222
MGH36_P5_C12	NA	black	0	0	1.9419
MGH36_P5_D01	NA	black	0	0	0.51299
MGH36_P5_D02	NA	black	0	0	2.6086
MGH36_P5_D03	NA	black	0	0	1.6196
MGH36_P5_D04	0.532340895017	green3	2	0.12697	0.10969
MGH36_P5_D06	NA	black	0	0	1.918
MGH36_P5_D07	NA	black	0	0	0.26544
MGH36_P5_D08	NA	black	0	0	0.079975
MGH36_P5_D09	NA	black	0	0	0.23389
MGH36_P5_D11	NA	black	0	0.12829	0
MGH36_P5_D12	NA	black	0	0	2.774
MGH36_P5_E01	NA	black	0	0	4.0545
MGH36_P5_E02	0.160646488218	red	1	0.24489	1.518
MGH36_P5_E03	NA	black	0	0	0.079975
MGH36_P5_E05	NA	black	0	0	0.24123
MGH36_P5_E07	0.510732039817	green3	2	0.048236	0.39726
MGH36_P5_E08	-0.332005410916	red	1	0.4678	4.1319
MGH36_P5_E09	NA	black	0	0	5.6317
MGH36_P5_E10	-0.417572265742	red	1	0.059355	3.601
MGH36_P5_E11	0.456499088046	green3	2	0.10702	0.4782
MGH36_P5_F02	NA	black	0	0	3.8797
MGH36_P5_F04	NA	black	0	0	2.8887
MGH36_P5_F05	0.597280149396	green3	2	0.032806	0.10568
MGH36_P5_F06	-1.01133960105	red	1	0.11503	5.5777
MGH36_P5_F07	NA	black	0	0	1.7111
MGH36_P5_F08	-0.665554367642	red	1	0.12697	4.5279
MGH36_P5_F09	NA	black	0	0	0.43616
MGH36_P5_F10	-0.00125539118158	red	1	1.4505	2.2609
MGH36_P5_F11	NA	black	0	0	0
MGH36_P5_G01	NA	black	0	0	0
MGH36_P5_G02	-0.394212109454	red	1	0.045443	3.5078
MGH36_P5_G04	-0.439308282859	red	1	0.51299	4.8722
MGH36_P5_G06	-0.906753153025	red	1	0.025738	5.0048
MGH36_P5_G07	NA	black	0	0	0.16736
MGH36_P5_G08	-0.692220577389	red	1	0.21537	4.8586
MGH36_P5_G09	-0.659462760385	red	1	0.14274	4.5471
MGH36_P5_G10	-0.329588221238	red	1	0.20539	3.5203
MGH36_P5_G11	-1.06864971502	red	1	0.20539	6.0916
MGH36_P5_H02	NA	black	0	0	3.5281
MGH36_P5_H03	NA	black	0	0	0.35502
MGH36_P5_H05	0.405482634626	green3	2	0.28806	0.20414
MGH36_P5_H06	0.371385007025	green3	2	0.11237	0.81065
MGH36_P5_H07	NA	black	0	0	0.12961
MGH36_P5_H09	NA	black	0	0	0.35163
MGH36_P10_A02	NA	black	0	0	2.7664
MGH36_P10_A04	NA	black	0	0	0.65901
MGH36_P10_A05	0.10084263259	red	1	0.38073	1.683
MGH36_P10_A06	NA	black	0	0	2.3285
MGH36_P10_A07	NA	black	0	0	2.5031
MGH36_P10_A09	NA	black	0	0	1.6267
MGH36_P10_A11	NA	black	0	0	1.4399
MGH36_P10_A12	NA	black	0	0	2.6581
MGH36_P10_B01	-0.540378884543	red	1	0.32654	4.6313
MGH36_P10_B03	NA	black	0	0	3.553
MGH36_P10_B05	NA	black	0	0	3.1298
MGH36_P10_B07	-0.0428265667212	red	1	0.069015	2.373
MGH36_P10_B08	NA	black	0	0	2.4738
MGH36_P10_B10	NA	black	0	0	0
MGH36_P10_B11	NA	black	0	0	3.586
MGH36_P10_C01	NA	black	0	0	1.537
MGH36_P10_C03	NA	black	0	0	3.9084
MGH36_P10_C04	NA	black	0	0	0.38515
MGH36_P10_C06	NA	black	0	0	4.0514
MGH36_P10_C07	NA	black	0	0	0
MGH36_P10_C08	NA	black	0	0	3.9669
MGH36_P10_C09	NA	black	0	0	4.5054
MGH36_P10_C10	NA	black	0	0	0.14926
MGH36_P10_C12	NA	black	0	0	0
MGH36_P10_D01	NA	black	0	0	0
MGH36_P10_D02	NA	black	0	0	3.5937
MGH36_P10_D03	NA	black	0	0	3.82
MGH36_P10_D04	NA	black	0	0	1.1966
MGH36_P10_D05	NA	black	0	0	0.17249
MGH36_P10_D07	NA	black	0	0	3.2708
MGH36_P10_D09	NA	black	0	0	5.4252
MGH36_P10_D10	NA	black	0	0	3.3111
MGH36_P10_D11	NA	black	0	0	0.15445
MGH36_P10_D12	NA	black	0	0	0
MGH36_P10_E02	-0.0994484605193	red	1	0.16736	2.6109
MGH36_P10_E03	NA	black	0	0	0
MGH36_P10_E04	NA	black	0	0	0
MGH36_P10_E05	NA	black	0	0	4.137
MGH36_P10_E07	NA	black	0	0	0.23143
MGH36_P10_E10	NA	black	0	0	4.357
MGH36_P10_E11	NA	black	0	0	4.0948
MGH36_P10_E12	NA	black	0	0	1.9142
MGH36_P10_F02	NA	black	0	0	3.4162
MGH36_P10_F03	NA	black	0	0	3.6927
MGH36_P10_F05	-0.533721382385	red	1	0.16479	4.1758
MGH36_P10_F06	NA	black	0	0	4.9047
MGH36_P10_F08	-0.548070586988	red	1	0.21785	4.3518
MGH36_P10_F09	NA	black	0	0	4.1952
MGH36_P10_F10	NA	black	0	0	0.19156
MGH36_P10_F11	NA	black	0	0	2.5497
MGH36_P10_F12	NA	black	0	0	3.1416
MGH36_P10_G01	NA	black	0	0	4.6419
MGH36_P10_G02	NA	black	0	0	1.6631
MGH36_P10_G03	NA	black	0	0	0
MGH36_P10_G05	NA	black	0	0	3.1391
MGH36_P10_G06	NA	black	0	0	0.08134
MGH36_P10_G07	NA	black	0	0	3.0738
MGH36_P10_G08	NA	black	0	0	0
MGH36_P10_G09	NA	black	0	0	2.2057
MGH36_P10_G10	NA	black	0	0	3.4658
MGH36_P10_G11	NA	black	0	0	0.12565
MGH36_P10_H01	NA	black	0	0	0
MGH36_P10_H03	NA	black	0	0	0.32998
MGH36_P10_H04	NA	black	0	0	4.2649
MGH36_P10_H05	NA	black	0	0	2.2573
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	NA	black	0	0	2.872
MGH36_P10_H11	NA	black	0	0	4.3687
MGH36_P10_H12	2.37351449174	black	0	5.6496	3.9808
MGH36_P8_A01	NA	black	0	0	1.9664
MGH36_P8_A03	NA	black	0	0	5.2735
MGH36_P8_A04	0.0368614506098	red	1	0.71545	1.7506
MGH36_P8_A06	NA	black	0	0	3.1601
MGH36_P8_A07	-0.0259426266115	red	1	0.28333	2.3499
MGH36_P8_A08	NA	black	0	0	3.2759
MGH36_P8_A09	NA	black	0	0	0
MGH36_P8_A11	0.0634806177419	red	1	1.9264	2.4867
MGH36_P8_A12	NA	black	0	0	2.7958
MGH36_P8_B01	NA	black	0	0	1.9866
MGH36_P8_B02	NA	black	0	0	4.0249
MGH36_P8_B03	NA	black	0	0	0
MGH36_P8_B04	NA	black	0	0	2.2525
MGH36_P8_B05	-0.1328208255	red	1	0.20038	2.7596
MGH36_P8_B08	NA	black	0	0.23511	0
MGH36_P8_B09	NA	black	0	0	2.9309
MGH36_P8_B10	NA	black	0	0	5.3446
MGH36_P8_B11	NA	black	0	0	5.248
MGH36_P8_B12	NA	black	0	0	3.7324
MGH36_P8_C01	NA	black	0	0	1.4636
MGH36_P8_C02	NA	black	0	0	0
MGH36_P8_C03	NA	black	0	0	3.4382
MGH36_P8_C05	NA	black	0	0	3.0656
MGH36_P8_C06	NA	black	0	0	0
MGH36_P8_C09	NA	black	0	0	2.5888
MGH36_P8_C10	NA	black	0	0	2.7176
MGH36_P8_C12	NA	black	0	0	3.6901
MGH36_P8_D01	NA	black	0	0	2.5328
MGH36_P8_D03	NA	black	0	0	4.038
MGH36_P8_D04	NA	black	0	0	2.7933
MGH36_P8_D05	NA	black	0	0	4.5316
MGH36_P8_D07	NA	black	0	0	2.9071
MGH36_P8_D08	-0.34781834554	red	1	0.18142	3.5494
MGH36_P8_D09	NA	black	0	0	4.1573
MGH36_P8_D10	NA	black	0	0	0
MGH36_P8_D11	NA	black	0	0	2.9193
MGH36_P8_D12	NA	black	0	0	0
MGH36_P8_E01	NA	black	0	0	4.2031
MGH36_P8_E02	NA	black	0	0	5.0459
MGH36_P8_E03	NA	black	0	0	2.9815
MGH36_P8_E04	NA	black	0	0	0
MGH36_P8_E05	NA	black	0	0	3.6757
MGH36_P8_E06	NA	black	0	0	3.8328
MGH36_P8_E08	NA	black	0	0	3.569
MGH36_P8_E10	NA	black	0	0	1.6121
MGH36_P8_F02	NA	black	0	0	4.3755
MGH36_P8_F04	NA	black	0	0	2.5833
MGH36_P8_F05	NA	black	0	0	1.2485
MGH36_P8_F07	NA	black	0	0	4.6537
MGH36_P8_F09	NA	black	0	0	2.6462
MGH36_P8_G01	NA	black	0	0	0
MGH36_P8_G02	NA	black	0	0	3.1299
MGH36_P8_G03	NA	black	0	0	4.5316
MGH36_P8_G04	NA	black	0	0	2.8687
MGH36_P8_G05	NA	black	0	0	1.3219
MGH36_P8_G06	NA	black	0	0	4.5367
MGH36_P8_G07	NA	black	0	0	0
MGH36_P8_G08	-1.00061818438	red	1	0.17249	5.7451
MGH36_P8_G09	NA	black	0	0	0.85917
MGH36_P8_G10	NA	black	0	0	3.9981
MGH36_P8_G12	0.339817118177	green3	2	1.9366	3.3864
MGH36_P8_H01	NA	black	0	0	0
MGH36_P8_H03	NA	black	0	0	2.7521
MGH36_P8_H04	-0.546514948478	red	1	0.29514	4.5586
MGH36_P8_H06	NA	black	0	0	3.1622
MGH36_P8_H07	NA	black	0	0	2.183
MGH36_P8_H09	NA	black	0	0	0
MGH36_P8_H10	NA	black	0	0	0
MGH36_P8_H11	NA	black	0	0	0.16479
MGH36_P9_A01	NA	black	0	0	3.6534
MGH36_P9_A02	NA	black	0	0	5.3482
MGH36_P9_A03	NA	black	0	0	2.7216
MGH36_P9_A05	NA	black	0	0	0
MGH36_P9_A06	NA	black	0	0	4.3364
MGH36_P9_A07	NA	black	0	0	0
MGH36_P9_A09	NA	black	0	0	2.6152
MGH36_P9_A10	NA	black	0	0.23143	0
MGH36_P9_A11	NA	black	0	0	0.36401
MGH36_P9_A12	NA	black	0	0	2.0939
MGH36_P9_B01	0.02903710106	red	1	1.4249	2.4615
MGH36_P9_B04	NA	black	0	0	0
MGH36_P9_B06	NA	black	0	0	2.7897
MGH36_P9_B07	NA	black	0	0	3.054
MGH36_P9_B08	NA	black	0	0	0.50487
MGH36_P9_B09	-0.109810161218	red	1	0.38957	2.8148
MGH36_P9_B10	0.241561297337	green3	2	0.51197	0.36065
MGH36_P9_B11	NA	black	0	0	3.0836
MGH36_P9_B12	NA	black	0	0	0
MGH36_P9_C01	NA	black	0	0	4.3459
MGH36_P9_C02	NA	black	0	0	3.853
MGH36_P9_C03	NA	black	0	0	4.2405
MGH36_P9_C05	NA	black	0	0	2.9149
MGH36_P9_C07	NA	black	0	0	0
MGH36_P9_C08	NA	black	0	0	3.3927
MGH36_P9_C09	NA	black	0	0	2.1447
MGH36_P9_C11	NA	black	0	0	3.0657
MGH36_P9_C12	NA	black	0	0	0
MGH36_P9_D05	NA	black	0	0	3.1112
MGH36_P9_D07	NA	black	0	0	3.9924
MGH36_P9_D08	NA	black	0	0	0.43403
MGH36_P9_D09	NA	black	0	0	0
MGH36_P9_D10	NA	black	0	0	3.8732
MGH36_P9_D11	NA	black	0	0	3.9201
MGH36_P9_E01	NA	black	0	0	2.2299
MGH36_P9_E02	NA	black	0	0	0.7966
MGH36_P9_E03	NA	black	0	0	0.12168
MGH36_P9_E04	NA	black	0	0	0.79327
MGH36_P9_E05	0.39280000042	green3	2	0.26424	0.35163
MGH36_P9_E06	NA	black	0	0	0.66903
MGH36_P9_E07	NA	black	0	0	2.0731
MGH36_P9_E08	NA	black	0	0	3.2394
MGH36_P9_E10	NA	black	0	0	0.28806
MGH36_P9_E11	NA	black	0	0	3.3639
MGH36_P9_E12	NA	black	0	0	3.3528
MGH36_P9_F02	NA	black	0	0	5.4421
MGH36_P9_F03	-0.115932246336	red	1	0.24245	2.7209
MGH36_P9_F04	NA	black	0	0	2.3802
MGH36_P9_F08	NA	black	0	0	2.8705
MGH36_P9_F09	NA	black	0	0	4.9982
MGH36_P9_F10	NA	black	0	0	4.0412
MGH36_P9_F11	NA	black	0	0	0.42223
MGH36_P9_F12	NA	black	0	0	0
MGH36_P9_G03	NA	black	0	0	3.2405
MGH36_P9_G04	NA	black	0	0	0
MGH36_P9_G05	NA	black	0	0	1.1596
MGH36_P9_G06	NA	black	0	0	0.93584
MGH36_P9_G07	NA	black	0	0	0.31034
MGH36_P9_G08	NA	black	0	0	2.9991
MGH36_P9_G09	NA	black	0	0	0
MGH36_P9_G10	NA	black	0	0	2.8494
MGH36_P9_G11	NA	black	0	0	3.2116
MGH36_P9_H01	NA	black	0	0	3.8364
MGH36_P9_H02	NA	black	0	0	0
MGH36_P9_H03	NA	black	0	0	3.353
MGH36_P9_H04	NA	black	0	0	2.669
MGH36_P9_H06	NA	black	0	0	2.1868
MGH36_P9_H07	NA	black	0	0	2.1309
MGH36_P9_H08	0.335140930937	green3	2	0.33457	0.44042
MGH36_P9_H10	NA	black	0	0	2.1994
MGH36_P9_H11	0.373378656487	green3	2	0.14274	0.74502
MGH36_P9_H12	NA	black	0	0	3.9986
MGH36_P2_A01	0.158317809801	red	1	0.15575	1.6074
MGH36_P2_A03	0.470155509756	green3	2	0.19409	0.18777
MGH36_P2_A04	0.53667340505	green3	2	0.13619	0.063503
MGH36_P2_A05	-0.033001623744	red	1	0.059355	2.3377
MGH36_P2_A06	-0.69038407258	red	1	0.28688	5.0849
MGH36_P2_A07	NA	black	0	0	5.3022
MGH36_P2_A08	NA	black	0	0	2.2485
MGH36_P2_A11	0.0805187960217	red	1	0.077243	1.9415
MGH36_P2_B03	NA	black	0	0	3.8639
MGH36_P2_B04	-0.218361750526	red	1	0.13619	3.0254
MGH36_P2_B05	-0.553822006052	red	1	0.25338	4.4667
MGH36_P2_B06	-0.0222352967104	red	1	0.13093	2.3098
MGH36_P2_B07	0.517047688465	green3	2	0.062122	0.34142
MGH36_P2_B08	-0.287118754445	red	1	0.089498	3.2146
MGH36_P2_B09	NA	black	0	0	3.2945
MGH36_P2_B10	0.409734674086	green3	2	0.15445	0.5656
MGH36_P2_B11	NA	black	0	0	3.4026
MGH36_P2_B12	NA	black	0	0	0.71017
MGH36_P2_C02	NA	black	0	0	4.5682
MGH36_P2_C03	NA	black	0	0	3.1465
MGH36_P2_C04	-0.197006413847	red	1	0.19156	3.0004
MGH36_P2_C07	-0.504484239748	red	1	0.041243	3.8445
MGH36_P2_C08	0.427113317846	green3	2	0.21288	0.33571
MGH36_P2_C09	NA	black	0	0	2.5741
MGH36_P2_C10	-0.245076007387	red	1	0.11237	3.0958
MGH36_P2_C11	0.493351211495	green3	2	0.10969	0.32077
MGH36_P2_C12	0.559233621159	green3	2	0.085425	0.11503
MGH36_P2_D01	NA	black	0	0	4.3818
MGH36_P2_D02	-0.474275779294	red	1	0.20414	4.052
MGH36_P2_D04	0.186491579666	green3	2	0.28214	1.3516
MGH36_P2_D05	NA	black	0	0	0.2461
MGH36_P2_D06	-0.82003162621	red	1	0.1003	4.947
MGH36_P2_D07	NA	black	0	0	0.1137
MGH36_P2_D08	NA	black	0	0	0.20038
MGH36_P2_D09	0.101907714537	red	1	0.056584	1.873
MGH36_P2_D10	0.550109444437	green3	2	0.077243	0.17377
MGH36_P2_D11	-0.0161842835062	red	1	0.9855	4.2473
MGH36_P2_E01	NA	black	0	0	0.56169
MGH36_P2_E02	-0.692468277831	red	1	0.17377	4.739
MGH36_P2_E03	0.60151253764	green3	2	0.056584	0.025738
MGH36_P2_E04	-0.692972103657	red	1	0.11503	4.5867
MGH36_P2_E06	-0.999267307785	red	1	0.056584	5.3578
MGH36_P2_E07	-0.298172402648	red	1	0.032806	3.1903
MGH36_P2_E08	NA	black	0	0	0.05797
MGH36_P2_E09	NA	black	0	0	3.1117
MGH36_P2_E10	0.538108665403	green3	2	0.11103	0.13093
MGH36_P2_F02	0.529717396871	green3	2	0.13356	0.10165
MGH36_P2_F03	NA	black	0	0	5.1204
MGH36_P2_F04	0.533106557016	green3	2	0.02432	0.36625
MGH36_P2_F06	0.337055788165	green3	2	0.084064	0.99132
MGH36_P2_F07	0.593116542658	green3	2	0.028569	0.13225
MGH36_P2_F08	NA	black	0	0	0.085425
MGH36_P2_F10	NA	black	0	0	0.72421
MGH36_P2_F11	NA	black	0	0	0.037031
MGH36_P2_F12	-0.375877574888	red	1	0.22033	3.7205
MGH36_P2_G01	NA	black	0	0	0
MGH36_P2_G02	0.524601168891	green3	2	0.1137	0.18015
MGH36_P2_G03	NA	black	0	0	0.22651
MGH36_P2_G04	NA	black	0	0	0.46048
MGH36_P2_G05	NA	black	0	0	0.10836
MGH36_P2_G07	NA	black	0	0	0.064883
MGH36_P2_G08	NA	black	0	0	0.025738
MGH36_P2_G09	0.597824790119	green3	2	0.025738	0.12168
MGH36_P2_G11	0.535824999984	green3	2	0.098958	0.17377
MGH36_P2_G12	NA	black	0	0	0.20038
MGH36_P2_H01	NA	black	0	0	0.1903
MGH36_P2_H02	NA	black	0	0.090853	0
MGH36_P2_H03	NA	black	0	0	1.5912
MGH36_P2_H04	0.565855928203	green3	2	0.066261	0.14012
MGH36_P2_H05	0.527104717898	green3	2	0.031395	0.37295
MGH36_P2_H06	0.557395302321	green3	2	0.048236	0.21909
MGH36_P2_H07	0.4672752746	green3	2	0.12829	0.38294
MGH36_P2_H10	NA	black	0	0	0.1137
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	0	0
MGH53_P5_A04	NA	black	0	0	1.8918
MGH53_P5_A06	NA	black	0	0	0
MGH53_P5_A07	NA	black	0	0	2.1322
MGH53_P5_A08	NA	black	0	0	2.3257
MGH53_P5_A09	0.254125163923	green3	2	0.44996	0.54696
MGH53_P5_A11	0.0912906537892	red	1	0.74674	0.5568
MGH53_P5_B01	NA	black	0	0	0
MGH53_P5_B03	NA	black	0	0	0
MGH53_P5_B04	NA	black	0	0	0
MGH53_P5_B05	NA	black	0	0	5.2834
MGH53_P5_B06	NA	black	0	0	0
MGH53_P5_B07	0.424355649977	green3	2	0.2461	0.24732
MGH53_P5_B08	NA	black	0	0	0
MGH53_P5_B09	-0.152162327438	red	1	0.52507	3.259
MGH53_P5_B10	NA	black	0	0	0
MGH53_P5_B11	NA	black	0	0	0
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	NA	black	0	0	6.0762
MGH53_P5_C02	NA	black	0	1.419	0
MGH53_P5_C03	NA	black	0	0	3.5978
MGH53_P5_C04	NA	black	0	0	4.8531
MGH53_P5_C05	NA	black	0	0	3.2991
MGH53_P5_C06	NA	black	0	0	0
MGH53_P5_C07	NA	black	0	0	1.1738
MGH53_P5_C08	NA	black	0	0	3.0941
MGH53_P5_C09	NA	black	0	0	0
MGH53_P5_C10	NA	black	0	0	1.3945
MGH53_P5_C11	NA	black	0	0	0
MGH53_P5_D01	NA	black	0	0	2.8018
MGH53_P5_D02	NA	black	0	0	4.6676
MGH53_P5_D04	NA	black	0	0	0.82212
MGH53_P5_D05	NA	black	0	0	0
MGH53_P5_D07	NA	black	0	0	0.59072
MGH53_P5_D08	NA	black	0	0	5.007
MGH53_P5_D09	NA	black	0	0	0
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	NA	black	0	0	0
MGH53_P5_E02	NA	black	0	0	1.9321
MGH53_P5_E03	NA	black	0	0	0
MGH53_P5_E04	NA	black	0	0	0.76893
MGH53_P5_E06	NA	black	0	0	0.78994
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	NA	black	0	0	3.0321
MGH53_P5_E11	NA	black	0	0	0
MGH53_P5_F01	NA	black	0	0	1.2485
MGH53_P5_F03	NA	black	0	0	0
MGH53_P5_F05	NA	black	0	0	2.9773
MGH53_P5_F06	NA	black	0	0	0
MGH53_P5_F07	NA	black	0	0	1.7778
