Cell_name	Zvalue	Color	Cluster	ERAP2	IRF1
MGH36_P2_E07	0.973587541787	black	0	2.8854	1.8903
MGH36_P2_E08	0.106320064758	green3	2	0.060739	1.1641
MGH36_P2_E09	-3.09162798831	black	0	3.6454	0.37407
MGH36_P2_E10	0.0312704986856	green3	2	0.10836	1.2898
MGH36_P2_F02	0.0958122922386	green3	2	0.045443	1.1859
MGH36_P2_F03	0.170302079277	green3	2	0.10702	1.0286
MGH36_P2_F04	0.470432927809	green3	2	0.05797	0.50386
MGH36_P2_F06	0.205700692972	green3	2	0.027154	1.0079
MGH36_P2_F07	0.348898783575	green3	2	0.1375	0.6332
MGH36_P2_F08	0.275593711125	green3	2	0.034216	0.8844
MGH36_P2_F10	-0.0173679878764	green3	2	0.053806	1.3746
MGH36_P2_F11	0.196191136244	green3	2	0.077243	0.99711
MGH36_P2_F12	0.167666990248	green3	2	0.15316	1.0058
MGH36_P2_G01	0.760493337533	green3	2	5.7069	1.6627
MGH36_P2_G02	0.251368725931	green3	2	0.035624	0.92524
MGH36_P2_G03	-0.348160735074	green3	2	1.9305	1.111
MGH36_P2_G04	0.463649315357	green3	2	0.049631	0.52907
MGH36_P2_G05	0.380437183698	green3	2	0.044044	0.68975
MGH36_P2_G07	0.276765339553	green3	2	0.027154	0.88753
MGH36_P2_G08	-0.600481601418	red	1	2.2904	1.0236
MGH36_P2_G09	0.495588404185	green3	2	0.048236	0.47093
MGH36_P2_G11	13.7195025729	black	0	4.7838	5.1468
MGH36_P2_G12	-0.774202092028	black	0	2.7137	1.0264
MGH36_P2_H01	-0.0356931114327	green3	2	0.044044	1.4038
MGH36_P2_H02	0.507834413465	green3	2	0.0229	0.48646
MGH36_P2_H03	0.255376953928	green3	2	0.094912	0.87342
MGH36_P2_H04	0.043154183936	green3	2	0.092207	1.2696
MGH36_P2_H05	-1.07247328927	black	0	3.1281	0.9782
MGH36_P2_H06	NA	black	0	0	0.93282
MGH36_P2_H07	1.00776071105	black	0	1.8774	2.3057
MGH36_P2_H10	0.460283393568	green3	2	0.063503	0.51501
MGH53_P5_A02	NA	black	0	0	2.4082
MGH53_P5_A03	NA	black	0	0	0.7031
MGH53_P5_A04	NA	black	0	0	1.6323
MGH53_P5_A06	0.427070985839	green3	2	1.3448	2.0847
MGH53_P5_A07	NA	black	0	0	1.8906
MGH53_P5_A08	-0.273915690109	green3	2	0.38515	2.2138
MGH53_P5_A09	NA	black	0	0	1.9103
MGH53_P5_A11	NA	black	0	0	1.674
MGH53_P5_B01	0.313329329329	green3	2	0.20914	0.60027
MGH53_P5_B03	NA	black	0	0	0.54102
MGH53_P5_B04	-1.65105262046	black	0	0.26424	4.4641
MGH53_P5_B05	NA	black	0	0	0.87027
MGH53_P5_B06	NA	black	0	0	1.4916
MGH53_P5_B07	NA	black	0	0	3.9362
MGH53_P5_B08	NA	black	0	0	0.78492
MGH53_P5_B09	NA	black	0	0	1.6526
MGH53_P5_B10	NA	black	0	0	0
MGH53_P5_B11	NA	black	0	0	1.8659
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	-0.0148557671329	green3	2	0.83673	1.272
MGH53_P5_C02	NA	black	0	0	2.0186
MGH53_P5_C03	NA	black	0	0	2.5504
MGH53_P5_C04	NA	black	0	0	1.4065
MGH53_P5_C05	NA	black	0	0	2.8873
MGH53_P5_C06	NA	black	0	0	0.79992
MGH53_P5_C07	NA	black	0	0	3.3275
MGH53_P5_C08	NA	black	0	0	0
MGH53_P5_C09	0.144102431471	green3	2	0.19535	1.0293
MGH53_P5_C10	0.0653591942398	green3	2	0.42868	1.069
MGH53_P5_C11	-0.0685699396039	green3	2	0.23266	1.5084
MGH53_P5_D01	NA	black	0	0	2.6029
MGH53_P5_D02	NA	black	0	0	2.4563
MGH53_P5_D04	-0.0705192525464	green3	2	0.53107	1.7974
MGH53_P5_D05	NA	black	0	0	0.46676
MGH53_P5_D07	NA	black	0	0	0.76129
MGH53_P5_D08	NA	black	0	0	2.0409
MGH53_P5_D09	NA	black	0	0	1.729
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	NA	black	0	0	1.2004
MGH53_P5_E02	NA	black	0	0	0
MGH53_P5_E03	NA	black	0	0	2.7386
MGH53_P5_E04	NA	black	0	0	1.9837
MGH53_P5_E06	NA	black	0	0	4.2931
MGH53_P5_E08	NA	black	0	0	3.0215
MGH53_P5_E09	NA	black	0	0	1.5965
MGH53_P5_E11	NA	black	0	0	1.6318
MGH53_P5_F01	-0.00423303506935	green3	2	0.70221	1.216
MGH53_P5_F03	NA	black	0	0	0.014355
MGH53_P5_F05	NA	black	0	0	1.6026
MGH53_P5_F06	NA	black	0	0	1.988
MGH53_P5_F07	NA	black	0	0	0
MGH53_P5_F08	NA	black	0	0	1.4441
MGH53_P5_F10	NA	black	0	0	1.6173
MGH53_P5_F11	NA	black	0	0	1.5489
MGH53_P5_G01	NA	black	0	0	4.4436
MGH53_P5_G04	NA	black	0	0	0.94935
MGH53_P5_G05	NA	black	0	0	1.0793
MGH53_P5_G07	NA	black	0	0	1.0538
MGH53_P5_G08	0.00931206268241	green3	2	0.30918	1.3265
MGH53_P5_G09	NA	black	0	0	0
MGH53_P5_G10	0.282578512305	green3	2	0.044044	0.86473
MGH53_P5_G11	NA	black	0	0	0.61636
MGH53_P5_H02	NA	black	0	0	1.2732
MGH53_P5_H03	NA	black	0	0	1.2376
MGH53_P5_H04	NA	black	0	0	1.1935
MGH53_P5_H05	NA	black	0	0	2.281
MGH53_P5_H07	NA	black	0	1.8164	0
MGH53_P5_H08	NA	black	0	0	4.0419
MGH53_P5_H10	NA	black	0	0	1.5039
MGH53_P5_H11	NA	black	0	0	1.3533
MGH53_P6_A01	NA	black	0	0	1.3735
MGH53_P6_A02	0.169170825164	green3	2	0.24245	0.92828
MGH53_P6_A03	0.174689752157	green3	2	0.082703	1.0335
MGH53_P6_A04	NA	black	0	0	1.648
MGH53_P6_A05	NA	black	0	0	1.4022
MGH53_P6_A06	-0.0465306370906	green3	2	0.23511	1.4589
MGH53_P6_A07	0.00724860453483	green3	2	0.19535	1.334
MGH53_P6_A08	-0.217131259628	green3	2	0.015783	1.6785
MGH53_P6_A09	NA	black	0	0	1.1309
MGH53_P6_A10	NA	black	0	0	0.77905
MGH53_P6_A11	0.383307165625	green3	2	0.20414	0.42653
MGH53_P6_A12	NA	black	0	0	0.77989
MGH53_P6_B02	0.0955535795938	green3	2	0.27023	1.101
MGH53_P6_B03	NA	black	0	0	1.3984
MGH53_P6_B04	0.203200927085	green3	2	0.22404	0.86076
MGH53_P6_B05	NA	black	0	0	1.2798
MGH53_P6_B06	0.0777291574561	green3	2	0.15316	1.1922
MGH53_P6_B07	NA	black	0	0	0
MGH53_P6_B09	NA	black	0	0	1.2141
MGH53_P6_B10	NA	black	0	0	1.2998
MGH53_P6_C01	NA	black	0	0	1.6276
MGH53_P6_C03	NA	black	0	0	1.1197
MGH53_P6_C04	NA	black	0	0	2.0093
MGH53_P6_C05	NA	black	0	0	1.1538
MGH53_P6_C06	NA	black	0	0	1.5115
MGH53_P6_C07	0.452522309487	green3	2	0.10702	0.45943
MGH53_P6_C08	NA	black	0	0	1.0663
MGH53_P6_C09	0.588015062854	green3	2	0.12829	0.10702
MGH53_P6_C10	0.274218202169	green3	2	0.10299	0.82944
MGH53_P6_C11	NA	black	0	0	1.3763
MGH53_P6_C12	NA	black	0	0	0.852
MGH53_P6_D01	NA	black	0	0	4.2818
MGH53_P6_D02	NA	black	0	0	0.68706
MGH53_P6_D03	NA	black	0	0	2.2333
MGH53_P6_D05	NA	black	0	0	0.63134
MGH53_P6_D07	NA	black	0	0	0.73379
MGH53_P6_D08	-0.17083536959	green3	2	0.1776	1.6938
MGH53_P6_D09	NA	black	0	0	0.7966
MGH53_P6_D10	NA	black	0	0	0.24245
MGH53_P6_D11	NA	black	0	0	1.127
MGH53_P6_D12	NA	black	0	0	1.5089
MGH53_P6_E01	NA	black	0	0	0.76214
MGH53_P6_E02	NA	black	0	0	0.54399
MGH53_P6_E03	NA	black	0	0	1.109
MGH53_P6_E04	NA	black	0	0	2.4076
MGH53_P6_E05	NA	black	0	0	1.3735
MGH53_P6_E06	NA	black	0	0	0.8528
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	NA	black	0	0	1.5003
MGH53_P6_E09	NA	black	0	0	0.79826
MGH53_P6_E10	NA	black	0	0	3.0613
MGH53_P6_F01	-0.699907716127	black	0	0.14535	2.5869
MGH53_P6_F02	-1.51010201701	black	0	0.096262	3.6454
MGH53_P6_F03	NA	black	0	0	0.34255
MGH53_P6_F04	NA	black	0	0	1.3556
MGH53_P6_F05	0.10220498648	green3	2	0.20289	1.121
MGH53_P6_F06	NA	black	0	0	0.43936
MGH53_P6_F07	0.0479552014607	green3	2	0.27023	1.2277
MGH53_P6_F08	NA	black	0	0	0.87421
MGH53_P6_F09	NA	black	0	0	0.79909
MGH53_P6_F10	NA	black	0	0	1.4201
MGH53_P6_G01	0.170827050235	green3	2	0.25942	0.90535
MGH53_P6_G02	NA	black	0	0	1.2922
MGH53_P6_G03	0.30486966672	green3	2	0.16479	0.69243
MGH53_P6_G04	0.151789703939	green3	2	0.092207	1.0711
MGH53_P6_G05	NA	black	0	0	0
MGH53_P6_G06	-0.19859575547	green3	2	0.36401	1.9594
MGH53_P6_G07	0.373795692446	green3	2	0.14535	0.5656
MGH53_P6_G08	NA	black	0	0	0.56462
MGH53_P6_G09	NA	black	0	0	0.514
MGH53_P6_G10	NA	black	0	0	0.57628
MGH53_P6_G11	NA	black	0	0	4.1665
MGH53_P6_H01	0.233116076716	green3	2	0.34369	0.53903
MGH53_P6_H02	NA	black	0	0	0.75958
MGH53_P6_H03	NA	black	0	0	1.8119
MGH53_P6_H04	NA	black	0	0	0.65718
MGH53_P6_H05	0.0636214492895	green3	2	0.32654	1.1603
MGH53_P6_H07	NA	black	0	0	0.80818
MGH53_P6_H09	0.44511667894	green3	2	0.071763	0.53207
MGH53_P6_H10	-0.15154020874	green3	2	0.22774	1.6893
MGH53_P6_H11	-0.207694388726	green3	2	0.16736	1.7575
MGH53_P7_A01	NA	black	0	0	0.67987
MGH53_P7_A02	NA	black	0	0	1.4782
MGH53_P7_A03	NA	black	0	0	1.1414
MGH53_P7_A04	0.107541921505	green3	2	0.15834	1.129
MGH53_P7_A05	NA	black	0	0	0.99856
MGH53_P7_A06	-0.284684893096	green3	2	0.17121	1.9061
MGH53_P7_A07	NA	black	0	0	1.1616
MGH53_P7_A09	NA	black	0	0	0.73031
MGH53_P7_A11	NA	black	0	0	3.4903
MGH53_P7_A12	0.120238558086	green3	2	0.28806	1.0186
MGH53_P7_B01	NA	black	0	0	0.50792
MGH53_P7_B02	0.377367205542	green3	2	0.18015	0.49365
MGH53_P7_B03	NA	black	0	0	0.55778
MGH53_P7_B04	NA	black	0	0	2.1117
MGH53_P7_B05	NA	black	0	0	1.3846
MGH53_P7_B06	NA	black	0	0	2.5787
MGH53_P7_B07	0.211399196634	green3	2	0.17249	0.8953
MGH53_P7_B08	NA	black	0	0	1.5661
MGH53_P7_B10	0.288219490931	green3	2	0.085425	0.81885
MGH53_P7_B11	NA	black	0	0	1.6749
MGH53_P7_B12	-0.490487563346	red	1	0.074505	2.145
MGH53_P7_C01	NA	black	0	0	1.8396
MGH53_P7_C02	NA	black	0	0	0.96125
MGH53_P7_C03	NA	black	0	0	1.5241
MGH53_P7_C04	0.460572220785	green3	2	0.18396	0.27262
MGH53_P7_C05	NA	black	0	0	1.4141
MGH53_P7_C06	NA	black	0	0	1.06
MGH53_P7_C07	NA	black	0	0	1.0405
MGH53_P7_C09	NA	black	0	0	0.8496
MGH53_P7_C11	NA	black	0	0	0.27023
MGH53_P7_C12	NA	black	0	0	1.067
MGH53_P7_D01	NA	black	0	0	1.168
MGH53_P7_D02	NA	black	0	0	1.4641
MGH53_P7_D03	NA	black	0	0	1.0108
MGH53_P7_D04	-2.08571766109	black	0	5.2018	1.0086
MGH53_P7_D05	NA	black	0	0	0.584
MGH53_P7_D06	NA	black	0	0	0.43723
MGH53_P7_D07	NA	black	0	0	1.2041
MGH53_P7_D10	0.000230705300961	green3	2	0.097611	1.3465
MGH53_P7_D11	NA	black	0	0	2.0022
MGH53_P7_D12	NA	black	0	0	0
MGH53_P7_E01	NA	black	0	0	0.53306
MGH53_P7_E02	NA	black	0	0	0.53207
MGH53_P7_E03	NA	black	0	0	0.50894
MGH53_P7_E04	NA	black	0	0	0.63134
MGH53_P7_E05	NA	black	0	0	0.90766
MGH53_P7_E06	NA	black	0	0	4.5106
MGH53_P7_E07	0.244956006516	green3	2	0.123	0.86948
MGH53_P7_E08	NA	black	0	0	0.89995
MGH53_P7_E09	0.234187184891	green3	2	0.1137	0.89918
MGH53_P7_E10	0.135419760769	green3	2	0.12433	1.0875
MGH53_P7_E11	NA	black	0	0	0.68077
MGH53_P7_E12	NA	black	0	0	0.42975
MGH53_P7_F01	NA	black	0	0	0.66721
MGH53_P7_F02	NA	black	0	0	1.0158
MGH53_P7_F04	NA	black	0	0	1.168
MGH53_P7_F05	NA	black	0	0	0.58304
MGH53_P7_F06	0.0294261018214	green3	2	0.31499	1.2678
MGH53_P7_F08	NA	black	0	0	0.21039
MGH53_P7_F09	NA	black	0	0	0.87578
MGH53_P7_F10	NA	black	0	0	0.76638
MGH53_P7_F11	NA	black	0	0	1.2054
MGH53_P7_F12	0.0701757189937	green3	2	0.11902	1.2154
MGH53_P7_G01	NA	black	0	0.34142	0
MGH53_P7_G03	8.22630195071	black	0	4.33	3.9029
MGH53_P7_G04	0.288387200757	green3	2	0.13619	0.76553
MGH53_P7_G05	0.142769264246	green3	2	0.12565	1.0724
MGH53_P7_G06	NA	black	0	0	0.74244
MGH53_P7_G07	0.592545641746	green3	2	0.060739	0.25942
MGH53_P7_G08	NA	black	0	0	0.69955
MGH53_P7_G09	NA	black	0	0	1.8643
MGH53_P7_G10	NA	black	0	0	4.2084
MGH53_P7_G11	NA	black	0	0	0.46571
MGH53_P7_G12	NA	black	0	0	0.30685
MGH53_P7_H01	0.162190450984	green3	2	0.20539	0.97966
MGH53_P7_H02	NA	black	0	0	1.3283
MGH53_P7_H03	NA	black	0	0	1.0772
MGH53_P7_H04	NA	black	0	0	1.6257
MGH53_P7_H05	NA	black	0	0	0.56949
MGH53_P7_H06	NA	black	0	0	0.36289
MGH53_P7_H07	0.21821741506	green3	2	0.24975	0.78743
MGH53_P7_H08	NA	black	0	0	0.78325
MGH53_P7_H10	0.0129662944712	green3	2	0.13225	1.3231
MGH53_P7_H11	NA	black	0	0	0.071763
MGH53_P7_H12	NA	black	0	0	0.64339
MGH53_P8_A01	NA	black	0	0	1.0949
MGH53_P8_A02	NA	black	0	0	4.6835
MGH53_P8_A03	0.246692171569	green3	2	0.12433	0.86473
MGH53_P8_A04	NA	black	0	0	0.46571
MGH53_P8_A05	NA	black	0	0	0.67265
MGH53_P8_A06	NA	black	0	0	0.93584
MGH53_P8_A07	NA	black	0	0	1.2546
MGH53_P8_A08	NA	black	0	0	0.28214
MGH53_P8_A09	NA	black	0	0	1.2284
MGH53_P8_A10	0.0928368590707	green3	2	0.19912	1.144
MGH53_P8_A11	-0.151573326773	green3	2	0.13488	1.6318
MGH53_P8_A12	NA	black	0	0	0
MGH53_P8_B03	NA	black	0	0	2.5787
MGH53_P8_B04	0.256103029378	green3	2	0.089498	0.87657
MGH53_P8_B08	NA	black	0	0	0.35389
MGH53_P8_B09	NA	black	0	0	0.40599
MGH53_P8_B10	NA	black	0	0	0.88675
MGH53_P8_B11	NA	black	0	0	0.75446
MGH53_P8_B12	NA	black	0	0	1.4926
MGH53_P8_C01	NA	black	0	0.21412	0
MGH53_P8_C02	NA	black	0	0	0.93584
MGH53_P8_C03	NA	black	0	0	0.75189
MGH53_P8_C04	NA	black	0	0	0.38957
MGH53_P8_C08	NA	black	0	0	0.87027
MGH53_P8_C09	NA	black	0	0	0.8883
MGH53_P8_C10	-0.008181860229	green3	2	0.15186	1.3646
MGH53_P8_C11	NA	black	0	0	0.65992
MGH53_P8_C12	NA	black	0	0	0.95977
MGH53_P8_D01	NA	black	0	0	1.8624
MGH53_P8_D02	0.0891473825606	green3	2	0.070389	1.1916
MGH53_P8_D03	NA	black	0	0	2.2007
MGH53_P8_D04	0.209463447201	green3	2	0.36513	0.56949
MGH53_P8_D05	NA	black	0	0	1.2666
MGH53_P8_D06	NA	black	0	0	1.0022
MGH53_P8_D07	NA	black	0	0	0.75702
MGH53_P8_D08	NA	black	0	0	0.70044
MGH53_P8_D09	NA	black	0	0	0.70044
MGH53_P8_D10	NA	black	0	0	0.98477
MGH53_P8_D11	NA	black	0	0	0.8335
MGH53_P8_E01	NA	black	0	0	0.65444
MGH53_P8_E03	NA	black	0	0	4.3832
MGH53_P8_E04	NA	black	0	0	1.6526
MGH53_P8_E05	NA	black	0	0	0.62667
MGH53_P8_E06	NA	black	0	0	0.78994
MGH53_P8_E07	NA	black	0	0	1.1909
MGH53_P8_E08	NA	black	0	0	0.60502
MGH53_P8_E09	NA	black	0	0	0.30568
MGH53_P8_E10	NA	black	0	0	1.461
MGH53_P8_E11	0.228472600206	green3	2	0.18015	0.8488
MGH53_P8_F01	0.027838429945	green3	2	0.27262	1.2798
MGH53_P8_F02	NA	black	0	0	1.334
MGH53_P8_F04	NA	black	0	0	1.2898
MGH53_P8_F05	NA	black	0	0	1.0531
MGH53_P8_F06	-1.08979480598	black	0	0.10165	3.0822
MGH53_P8_F07	NA	black	0	0	1.6821
MGH53_P8_F08	NA	black	0	0	1.5175
MGH53_P8_F09	NA	black	0	0	0.29514
MGH53_P8_F11	-0.0814395684347	green3	2	0.086784	1.4885
MGH53_P8_G01	-2.13329378986	black	0	2.688	0.33685
MGH53_P8_G02	NA	black	0	0	1.5291
MGH53_P8_G03	0.0831203649533	green3	2	0.26303	1.1382
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	0.119859229752	green3	2	0.2916	1.0165
MGH53_P8_G06	NA	black	0	0	1.0718
MGH53_P8_G07	-0.0535421066351	green3	2	1.0475	1.2247
MGH53_P8_G08	0.332570551887	green3	2	0.18523	0.59455
MGH53_P8_G09	NA	black	0	0	0.2916
MGH53_P8_G10	NA	black	0	0	1.0257
MGH53_P8_G11	0.335546395311	green3	2	0.051024	0.76384
MGH53_P8_G12	NA	black	0	0	1.2998
MGH53_P8_H01	NA	black	0	0	1.8294
MGH53_P8_H02	NA	black	0	0	1.2147
MGH53_P8_H03	0.233408664008	green3	2	0.26903	0.71282
MGH53_P8_H04	-0.00273632236688	green3	2	0.1375	1.3533
MGH53_P8_H05	NA	black	0	0	0
MGH53_P8_H06	NA	black	0	0	2.4681
MGH53_P8_H07	0.345867592621	green3	2	1.232	2.0704
MGH53_P8_H08	NA	black	0	0	2.3363
MGH53_P8_H09	0.0892940828316	green3	2	0.13881	1.1731
MGH53_P8_H10	-0.054462014391	green3	2	0.15445	1.4558
MGH53_P8_H11	NA	black	0	0	0.9115
MGH53_P8_H12	-0.251134692267	green3	2	0.27143	1.9542
MGH53_P1_A03	NA	black	0	0	0.47508
MGH53_P1_A04	NA	black	0	0	0.88049
MGH53_P1_A06	0.156335682501	green3	2	0.096262	1.0607
MGH53_P1_A07	1.22556657923	black	0	1.2792	4.0548
MGH53_P1_A08	NA	black	0	0	0.24732
MGH53_P1_B04	-0.372985231664	green3	2	0.2762	2.2311
MGH53_P1_B08	0.0953734551865	green3	2	0.12697	1.1648
MGH53_P1_B09	0.172664696307	green3	2	0.097611	1.0293
MGH53_P1_B11	NA	black	0	0	1.0264
MGH53_P1_C03	0.11596043202	green3	2	0.13093	1.123
MGH53_P1_C06	0.00130018847983	green3	2	0.56949	1.3477
MGH53_P1_C09	NA	black	0	0	1.4351
MGH53_P1_C10	NA	black	0	0	1.157
MGH53_P1_D01	NA	black	0	0	3.9011
MGH53_P1_D05	0.0313453005934	green3	2	0.18015	1.2833
MGH53_P1_D12	NA	black	0	0	0.65352
MGH53_P1_E09	NA	black	0	0	0.86473
MGH53_P1_E12	0.0562971651438	green3	2	0.32193	1.1852
MGH53_P12_A01	NA	black	0	0	0.67717
MGH53_P12_A02	NA	black	0	0	0.76299
MGH53_P12_A03	0.41191298662	green3	2	0.10702	0.54498
MGH53_P12_A04	NA	black	0	0	1.2666
MGH53_P12_A05	NA	black	0	0	0.92372
MGH53_P12_A06	NA	black	0	0	0.43403
MGH53_P12_A08	NA	black	0	0	1.7887
MGH53_P12_A09	NA	black	0	0	0.44679
MGH53_P12_A10	0.226608164454	green3	2	0.12829	0.90227
MGH53_P12_A11	-0.0192456460179	green3	2	0.12168	1.3835
MGH53_P12_A12	NA	black	0	0	0.58785
MGH53_P12_B01	-0.0918440196525	green3	2	0.11503	1.515
MGH53_P12_B02	NA	black	0	0	1.4515
MGH53_P12_B03	NA	black	0	0	0.74846
MGH53_P12_B04	NA	black	0	0	1.6508
MGH53_P12_B05	NA	black	0	0	0.59741
MGH53_P12_B06	-0.0507112630266	green3	2	0.1177	1.441
MGH53_P12_B07	0.0276394066332	green3	2	0.10165	1.2969
MGH53_P12_B08	-0.342052360293	green3	2	0.34028	2.2901
MGH53_P12_B09	NA	black	0	0	1.9426
MGH53_P12_B11	NA	black	0	0	0.37518
MGH53_P12_B12	0.0135621706472	green3	2	0.46989	1.2887
MGH53_P12_C01	NA	black	0	0	1.7433
MGH53_P12_C02	NA	black	0	0	0.86156
MGH53_P12_C03	NA	black	0	0	1.263
MGH53_P12_C04	NA	black	0	0	1.4885
MGH53_P12_C05	NA	black	0	0	0.82293
MGH53_P12_C06	-0.398264318359	green3	2	0.23879	2.2175
MGH53_P12_C07	0.121559135865	green3	2	0.17377	1.0922
MGH53_P12_C08	-2.51240145596	black	0	4.3042	0.74588
MGH53_P12_C09	NA	black	0	0	0.89375
MGH53_P12_C10	0.115909355459	green3	2	0.15186	1.1144
MGH53_P12_C11	NA	black	0	0	0.53406
MGH53_P12_C12	NA	black	0	0	1.0349
MGH53_P12_D01	NA	black	0	0	0.35502
MGH53_P12_D02	NA	black	0	0	2.2669
MGH53_P12_D03	-0.0934384292486	green3	2	0.23511	1.5656
MGH53_P12_D04	NA	black	0	0	1.0108
MGH53_P12_D05	NA	black	0	0	0.96347
MGH53_P12_D06	NA	black	0	0	1.364
MGH53_P12_D07	NA	black	0	0	0.31267
MGH53_P12_D08	NA	black	0	0	1.1557
MGH53_P12_D09	NA	black	0	0	0.41576
MGH53_P12_D10	NA	black	0	0	0.44573
MGH53_P12_D11	0.135153534729	green3	2	0.12697	1.0868
MGH53_P12_D12	NA	black	0	0	1.0264
MGH53_P12_E01	NA	black	0	0	1.2302
MGH53_P12_E02	NA	black	0	0	0.78073
MGH53_P12_E03	0.178076618007	green3	2	0.20539	0.94186
MGH53_P12_E04	NA	black	0	4.9143	0
MGH53_P12_E05	0.0164846306786	green3	2	1.0405	1.4212
MGH53_P12_E06	NA	black	0	0	0.97085
MGH53_P12_E07	NA	black	0	0	0.56852
MGH53_P12_E08	NA	black	0	0	0.98039
MGH53_P12_E09	NA	black	0	0	0.70487
MGH53_P12_E10	NA	black	0	0	0.90149
MGH53_P12_E12	NA	black	0	0	0.85997
MGH53_P12_F01	-0.0154704722057	green3	2	0.082703	1.3735
MGH53_P12_F02	NA	black	0	0	3.5363
MGH53_P12_F03	NA	black	0	0	0.78827
MGH53_P12_F04	NA	black	0	0	0.95754
MGH53_P12_F06	NA	black	0	0	1.4378
MGH53_P12_F07	NA	black	0	0	0.93357
MGH53_P12_F08	0.0132795257965	green3	2	0.13225	1.3225
MGH53_P12_F09	NA	black	0	0	0.61542
MGH53_P12_F10	0.382148436634	green3	2	0.098958	0.61824
MGH53_P12_F11	NA	black	0	0	1.0384
MGH53_P12_F12	NA	black	0	0	0.94561
MGH53_P12_G01	0.166375442709	green3	2	0.13619	1.0193
MGH53_P12_G03	NA	black	0	0	0.17505
MGH53_P12_G04	NA	black	0	0	1.0307
MGH53_P12_G07	-0.0791296311351	green3	2	0.20038	1.5195
MGH53_P12_G08	0.21331776409	green3	2	0.21661	0.84398
MGH53_P12_G09	-0.227576452554	green3	2	0.18523	1.8106
MGH53_P12_G10	0.425268393205	green3	2	0.025738	0.63041
MGH53_P12_G11	NA	black	0	0	0
MGH53_P12_G12	NA	black	0	0	0.3115
MGH53_P12_H01	NA	black	0	0	1.0115
MGH53_P12_H02	NA	black	0	0	0.90843
MGH53_P12_H03	NA	black	0	0	0.60597
MGH53_P12_H04	0.354187545833	green3	2	0.15834	0.5888
MGH53_P12_H05	0.0200299592001	green3	2	0.1137	1.3103
MGH53_P12_H06	NA	black	0	0	1.2851
MGH53_P12_H07	NA	black	0	0	1.0607
MGH53_P12_H08	-0.767499695682	black	0	1.9538	0.78409
MGH53_P12_H09	NA	black	0	0	0
MGH53_P12_H10	NA	black	0	0	0.52507
MGH53_P12_H11	0.243173619661	green3	2	0.15575	0.84157
MGH53_P12_H12	NA	black	0	0	0.88049
MGH53_P2_A09	0.142516701908	green3	2	0.13619	1.0676
MGH53_P2_A11	-0.125014056718	green3	2	0.18269	1.606
MGH53_P2_A12	0.309210721209	green3	2	0.14796	0.70576
MGH53_P2_B05	0.185051118006	green3	2	0.10969	0.99856
MGH53_P2_B07	-0.19412339647	green3	2	0.24732	1.7991
MGH53_P2_B09	NA	black	0	0	1.1865
MGH53_P2_B10	-0.331242920573	green3	2	0.19535	2.0218
MGH53_P2_C01	0.535565325924	green3	2	0.082703	0.33113
MGH53_P2_C02	0.473467629563	green3	2	0.088142	0.4489
MGH53_P2_C03	0.0520009584688	green3	2	0.10299	1.2522
MGH53_P2_C07	-0.0616093943577	green3	2	0.52306	1.7307
MGH53_P2_C09	NA	black	0	0	1.5405
MGH53_P2_D01	NA	black	0	0	1.4049
MGH53_P2_D02	0.302100488742	green3	2	0.25942	0.52707
MGH53_P2_D07	0.6285902472	green3	2	4.742	1.6392
MGH53_P2_D08	0.231023830251	green3	2	0.23511	0.774
MGH53_P2_D12	NA	black	0	0	0.6248
MGH53_P2_E04	NA	black	0	0	3.2126
MGH53_P2_E10	NA	black	0	0	0.9381
MGH53_P2_F02	-0.359764398438	green3	2	0.15963	2.0307
MGH53_P2_F03	-1.32354123823	black	0	0.10836	3.4275
MGH53_P2_F04	0.0829324740196	green3	2	0.10702	1.1941
MGH53_P2_F05	-0.18993736809	green3	2	0.34369	1.9038
MGH53_P2_G02	-0.216760160264	green3	2	0.25096	1.8528
MGH53_P2_G07	NA	black	0	0	1.8339
MGH53_P2_H01	NA	black	0	0	1.474
MGH53_P10_A01	NA	black	0	0	1.148
MGH53_P10_A02	NA	black	0	0	1.281
MGH53_P10_A03	NA	black	0	0	0.81229
MGH53_P10_A04	NA	black	0	0	0.37851
MGH53_P10_A05	NA	black	0	0	0.68796
MGH53_P10_A06	0.391744756394	green3	2	0.16607	0.48646
MGH53_P10_A07	NA	black	0	0	0.78994
MGH53_P10_A08	NA	black	0	0	1.3121
MGH53_P10_A09	NA	black	0	0	0.7031
MGH53_P10_A10	0.250018417531	green3	2	0.123	0.85917
MGH53_P10_A11	-0.122823115641	green3	2	0.1375	1.5801
MGH53_P10_A12	0.537432608907	green3	2	0.073135	0.34596
MGH53_P10_B01	0.210965609447	green3	2	0.22157	0.84398
MGH53_P10_B02	0.0997280500961	green3	2	0.17632	1.1382
MGH53_P10_B03	0.290127652468	green3	2	0.21785	0.64524
MGH53_P10_B04	NA	black	0	0	0.87814
MGH53_P10_B05	0.216852432835	green3	2	0.24245	0.80157
MGH53_P10_B06	NA	black	0	0	0.69777
MGH53_P10_B07	NA	black	0	0	1.2054
MGH53_P10_B08	NA	black	0	0	1.121
