Cell_name	Zvalue	Color	Cluster	IGF1	NCOR1
93_P3_B09	-0.135307994602	red	1	0.22033	4.0607
93_P6_A04	NA	black	0	0	3.5126
93_P6_B02	0.0722336084243	red	1	0.38957	3.8398
93_P6_E05	0.0951539193861	red	1	0.50284	3.2912
93_P6_B09	0.189947672301	red	1	0.42438	4.6068
93_P6_H11	0.379926971348	red	1	0.16864	0.38957
93_P5_E06	-0.0450942730959	red	1	0.27858	3.7584
93_P5_C05	0.00125248284098	red	1	0.15445	2.7645
93_P5_H06	NA	black	0	0	2.1884
93_P5_G05	0.0179231612174	red	1	0.338	3.9629
93_P5_C09	NA	black	0	0	4.8042
93_P6_D09	-0.305383184411	red	1	0.096262	4.0909
93_P5_H04	-0.0324876672863	red	1	0.16221	2.9688
93_P6_A06	-0.221834472268	red	1	0.41034	0.21785
93_P6_F03	NA	black	0	0	4.1101
93_P6_B05	NA	black	0	0	3.563
93_P6_C11	-0.0206692786185	red	1	0.28688	3.3234
93_P5_H09	NA	black	0	0	2.9121
93_P5_G03	NA	black	0	0	3.283
93_P5_F04	NA	black	0	0	3.3508
93_P6_H12	-0.0213494097753	red	1	0.24853	3.0498
93_P5_G07	NA	black	0	0	2.7638
93_P6_C05	-0.0650032657076	red	1	0.11503	3.0771
93_P6_D05	-0.299802641937	red	1	0.037031	3.7983
93_P5_C12	NA	black	0	0	2.9349
93_P6_A03	0.00329189916911	red	1	0.29748	2.6494
93_P5_E08	0.101738255197	red	1	0.39177	4.224
93_P6_A08	-0.104816341585	red	1	0.24367	4.0632
93_P6_A10	NA	black	0	0	0.38515
93_P6_A02	-0.0458747917663	red	1	0.28806	4.0505
93_P5_G12	NA	black	0	0	3.4856
93_P5_E01	NA	black	0	0	3.4648
93_P6_A09	-0.209916121791	red	1	0.1635	4.06
93_P6_H05	NA	black	0	0	3.5502
93_P6_H10	0.453503750571	green3	2	0.14405	0.31499
93_P5_C08	NA	black	0	0	1.461
93_P5_A09	NA	black	0	0	1.5331
93_P5_B09	NA	black	0	0	3.9038
93_P5_A05	NA	black	0	0	3.9744
93_P6_E04	-0.107614311968	red	1	0.14143	3.3508
93_P5_A04	NA	black	0	0	4.1102
93_P6_A11	0.141346735565	red	1	0.13881	2.0247
93_P5_B12	NA	black	0	0	3.0847
93_P5_F12	NA	black	0	0	4.0534
93_P5_H08	NA	black	0	0	0
93_P6_C08	0.0559546696929	red	1	0.123	2.499
93_P5_F10	NA	black	0	0	3.1117
93_P5_E11	0.241696893715	red	1	0.14926	1.4201
93_P6_B03	NA	black	0	0	2.8566
93_P6_C02	-0.158657767961	red	1	0.10969	3.4991
93_P6_B04	NA	black	0	0	2.9069
93_P5_D10	-0.223198770779	red	1	0.11103	3.8022
93_P6_F04	NA	black	0	0	0
93_P6_H04	NA	black	0	0	4.0226
93_P6_C01	NA	black	0	0	3.0201
93_P5_G06	NA	black	0	0	4.2971
93_P6_A07	NA	black	0	0	2.2594
93_P5_H10	-0.191375727312	red	1	0.13356	3.76
93_P6_F08	NA	black	0	0	1.2339
93_P5_H01	NA	black	0	0	0.52907
93_P5_B02	NA	black	0	0	2.1603
93_P5_G01	NA	black	0	0	2.5306
93_P6_A12	NA	black	0	0	3.04
93_P5_G11	NA	black	0	0	0
93_P6_E11	0.272380771566	red	1	0.50792	4.2158
93_P5_D07	0.142428203755	red	1	0.18396	1.7774
93_P6_E02	-0.00513898058405	red	1	0.090853	2.7935
93_P6_E09	NA	black	0	0	3.157
93_P5_F09	0.0220160222818	red	1	0.1177	2.6672
93_P6_E06	NA	black	0	0	3.0102
93_P5_A06	0.258455361866	red	1	0.53207	3.984
93_P5_D04	-0.35485000033	red	1	0.15704	4.8707
93_P5_H07	NA	black	0	0	1.8844
93_P6_D06	-0.0972493636305	red	1	0.53207	2.3127
93_P6_C07	NA	black	0	0	2.5729
93_P5_F07	NA	black	0	0	3.9071
93_P5_C04	NA	black	0	0	4.7376
93_P5_A02	-0.14552436878	red	1	0.26303	5.1649
93_P5_A07	-0.121713037564	red	1	0.4489	1.8135
93_P5_A08	NA	black	0	0	0.43403
93_P6_B12	-0.417481363308	red	1	0.76469	1.8412
93_P5_G04	0.170304403751	red	1	0.21039	1.3098
93_P5_H11	NA	black	0	0	0
93_P6_E03	NA	black	0	0	3.9336
93_P6_B07	-0.0634355836063	red	1	0.12697	3.0878
93_P5_D02	-0.146525746714	red	1	0.15186	3.6087
93_P6_D08	NA	black	0	0.29514	0
93_P6_A01	NA	black	0	0	3.3443
93_P5_E12	0.000179521660151	red	1	0.32423	1.6933
93_P5_A03	NA	black	0	0.42438	0
93_P5_F02	-0.0366465615178	red	1	0.25942	3.3313
93_P6_F06	-0.0165706296376	red	1	0.21785	2.9249
93_P5_F08	NA	black	0	0	3.1276
93_P6_C10	-0.120424238792	red	1	0.097611	3.2941
93_P5_G08	NA	black	0	0	3.2725
93_P6_D07	NA	black	0	0	2.2179
93_P6_F05	-0.605384812821	red	1	0.66721	1.0377
93_P5_C07	-0.0743218318239	red	1	0.28096	4.5051
93_P5_B03	-0.0367603031297	red	1	0.29042	3.867
93_P6_E10	-0.0769143928501	red	1	0.1137	3.1308
93_P5_A11	NA	black	0	0	2.5857
93_P5_F01	NA	black	0	0	3.265
93_P5_C03	0.0369894309226	red	1	0.36177	3.7156
93_P6_B10	NA	black	0	0.34937	0
93_P5_E03	-0.106189416982	red	1	0.50691	2.2016
93_P5_G09	NA	black	0	0	4.4181
93_P5_C10	NA	black	0	0	3.441
93_P5_E10	-0.0375208126397	red	1	0.19535	3.0581
93_P5_D08	0.0944844153362	red	1	0.2857	0.41576
MGH93_P7_D06	NA	black	0	0	0
MGH93_P7_G08	NA	black	0	0	4.7856
MGH93_P7_D02	NA	black	0	0	0
MGH93_P7_A03	NA	black	0	0	1.4993
MGH93_P7_B06	0.0630294036279	red	1	0.37295	4.0138
MGH93_P7_C09	NA	black	0	0	4.4655
MGH93_P7_F07	NA	black	0	0	3.1247
MGH93_P7_B02	NA	black	0	0	1.3482
MGH93_P7_H05	NA	black	0	0	3.7502
MGH93_P7_H09	-0.180122770059	red	1	0.15575	3.8252
MGH93_P7_D10	NA	black	0	0	2.5736
MGH93_P7_B11	NA	black	0	0	2.9441
MGH93_P7_F11	NA	black	0	0	2.2041
MGH93_P7_C04	NA	black	0	0	0
MGH93_P7_F02	-0.137352914585	red	1	0.39287	0.79161
MGH93_P7_D12	NA	black	0	0	3.6024
MGH93_P7_G04	-0.0422838633213	red	1	0.14274	3.0007
MGH93_P7_A10	NA	black	0	0	2.7463
MGH93_P7_G09	NA	black	0	0	2.0915
MGH93_P7_F06	-0.00271294644131	red	1	0.22651	2.7989
MGH93_P7_H08	0.241844180855	red	1	0.10434	1.6947
MGH93_P7_A11	NA	black	0	0	3.2463
MGH93_P7_G10	-0.126087807192	red	1	0.15963	3.5259
MGH93_P7_G03	NA	black	0	0	4.5315
MGH93_P7_G07	NA	black	0	0	3.4477
MGH93_P7_A12	NA	black	0	0	0.51702
MGH93_P7_A06	NA	black	0	0	1.692
MGH93_P7_A08	0.00578652096311	red	1	0.10702	2.7457
MGH93_P7_H10	NA	black	0	0	3.8096
MGH93_P7_C05	NA	black	0	0	0.8536
MGH93_P7_C12	NA	black	0	0	3.3186
MGH93_P7_C07	NA	black	0	0	4.0353
MGH93_P7_B03	NA	black	0	0	3.6952
MGH93_P7_A07	NA	black	0	0	1.9771
MGH93_P7_E10	-0.140682142785	red	1	0.2558	4.8295
MGH93_P7_F04	0.0403913739659	red	1	0.13881	2.558
MGH93_P7_A09	-0.248064758496	red	1	0.066261	3.7175
MGH93_P7_E06	NA	black	0	0	4.8013
MGH93_P7_C02	NA	black	0	0	4.2848
MGH93_P7_F10	NA	black	0	0	2.5094
MGH93_P7_C10	NA	black	0	0	0.61542
MGH93_P7_H07	0.021644420762	red	1	0.34596	3.7109
MGH93_P7_H01	NA	black	0	0	2.3757
MGH93_P7_B10	0.241576078204	red	1	0.20664	0.76808
MGH93_P7_F12	NA	black	0	0	4.3566
MGH93_P7_F08	NA	black	0	0	3.1857
MGH93_P7_A01	NA	black	0	0.17121	0
MGH93_P7_E11	NA	black	0	0	5.3326
MGH93_P7_E09	NA	black	0	0	5.7963
MGH93_P7_E05	-0.0624370410548	red	1	0.27143	3.9521
MGH93_P7_D08	-0.397341442625	red	1	0.62667	1.4818
MGH93_P7_D01	-0.0407130014021	red	1	0.20163	3.0985
MGH93_P7_H11	NA	black	0	0	2.2135
MGH93_P7_H12	NA	black	0	0	2.6823
MGH93_P7_D05	0.107157083998	red	1	0.23266	1.6271
MGH93_P7_E04	0.369107252582	red	1	0.097611	1.1782
MGH93_P7_D04	NA	black	0	0	0.7137
MGH93_P7_C06	-0.0362006405412	red	1	0.16479	2.9949
MGH93_P7_E12	NA	black	0	0	3.2333
MGH93_P7_G06	NA	black	0	0	3.9181
MGH93_P7_B04	NA	black	0	0	3.2531
MGH93_P7_F03	-0.327982835935	red	1	0.14666	4.5958
MGH93_P7_B12	NA	black	0	0	3.1843
MGH93_P7_H04	NA	black	0	0	3.7222
MGH93_P7_A05	NA	black	0	0	2.1836
MGH93_P7_D07	NA	black	0	0	3.4534
MGH93_P7_F01	-0.0600929383507	red	1	0.36625	1.3584
MGH93_P7_F05	0.0208739490672	red	1	0.42761	2.9681
93_P10_H10	NA	black	0	0	2.0339
93_P10_E02	0.344045910187	red	1	0.0043216	1.7185
93_P9_C04	-0.101198285554	red	1	0.082703	3.1835
93_P9_A08	NA	black	0	0	3.5991
93_P9_G06	-0.170026625157	red	1	0.051024	3.3834
93_P8_F09	NA	black	0	0	4.0119
93_P8_G06	NA	black	0	0	0.95084
93_P9_E04	NA	black	0	0	0.32077
93_P10_D06	-0.0424918416294	red	1	0.50386	2.5395
93_P9_B07	NA	black	0	0.14666	0
93_P9_G08	-0.0989808192408	red	1	0.15056	3.3324
93_P9_D04	0.0237261323458	red	1	0.35727	3.46
93_P8_E07	0.190007885263	red	1	0.15186	1.6924
93_P9_H01	NA	black	0	0	3.1813
93_P9_B08	NA	black	0	0	2.7816
93_P10_E03	NA	black	0	0	3.0716
93_P8_H09	NA	black	0	0	4.4405
93_P10_B02	0.0469630873228	red	1	0.30685	0.24975
93_P8_B06	NA	black	0	0	3.5697
93_P10_E05	NA	black	0	0	0.91839
93_P8_E06	NA	black	0	0	3.0854
93_P10_A02	NA	black	0	0	2.1817
93_P8_B04	NA	black	0	0	4.2365
93_P8_C05	NA	black	0	0	4.0548
93_P9_F12	0.433124170189	green3	2	0.13356	0.55287
93_P10_A01	NA	black	0	0	2.6953
93_P8_A10	NA	black	0	0	1.7084
93_P9_B06	NA	black	0	0	2.683
93_P10_D12	-0.413607977278	red	1	0.082703	4.4592
93_P8_D04	NA	black	0	0	1.1699
93_P9_B10	NA	black	0	0	0.053806
93_P9_E12	0.172651473681	red	1	0.092207	2.0426
93_P9_B02	NA	black	0	0	3.0321
93_P8_G11	NA	black	0	0	3.6811
93_P10_H08	NA	black	0	0	0.30217
93_P10_B04	NA	black	0	0	0.40381
93_P9_C12	0.206668921772	red	1	0.1375	1.688
93_P8_D11	NA	black	0	0	3.405
93_P8_A03	-0.0158531833882	red	1	0.2762	3.0986
93_P9_F02	0.0844942880916	red	1	0.15186	2.291
93_P10_F03	0.0548767284308	red	1	0.25942	1.9422
93_P9_G11	NA	black	0	0	3.4105
93_P8_B09	NA	black	0	0	4.1132
93_P9_E05	-0.283023751083	red	1	0.13356	4.2353
93_P8_E09	NA	black	0	0	2.9987
93_P8_G03	NA	black	0	0	1.9057
93_P9_C10	NA	black	0	0	3.3281
93_P8_D06	NA	black	0	0	1.8307
93_P8_C06	NA	black	0	0	3.7142
93_P10_C01	NA	black	0	0	2.5323
93_P8_A05	NA	black	0	0.35952	0
93_P8_C11	0.00673444746213	red	1	0.26183	2.6652
93_P8_E08	NA	black	0	0	1.6229
93_P8_G12	0.302082951836	red	1	0.15704	1.0058
93_P9_D09	-0.0503119609395	red	1	0.24245	3.3795
93_P8_D05	0.0559620121978	red	1	0.085425	2.542
93_P9_F04	-0.129634066651	red	1	0.077243	3.2876
93_P10_H12	NA	black	0	0	0
93_P9_H09	NA	black	0	0	2.1782
93_P10_E06	-0.148890178261	red	1	0.10165	3.4295
93_P10_D07	NA	black	0	0	1.3857
93_P8_G05	0.0686003662339	red	1	0.37295	4.1222
93_P9_A03	NA	black	0	0.1903	0
93_P10_E10	NA	black	0	0.14143	0
93_P10_G11	-0.227438980586	red	1	0.12697	3.9073
93_P10_F08	NA	black	0	0	3.4853
93_P8_F07	NA	black	0	0	0
93_P10_E01	0.36514445002	red	1	0.071763	1.3561
93_P9_E07	NA	black	0	0	4.335
93_P9_E03	NA	black	0	0	3.4094
93_P9_D12	0.0471322475303	red	1	0.1375	2.5241
93_P8_E03	NA	black	0	0	0
93_P10_E12	NA	black	0	0	3.8848
93_P8_F11	NA	black	0	0	4.2222
93_P9_B03	NA	black	0	0	1.0559
93_P9_H10	NA	black	0	0	0.65352
93_P10_E04	-0.177726879136	red	1	0.075875	3.4753
93_P8_A07	NA	black	0	0	2.7801
93_P8_F08	NA	black	0	0	0
93_P10_C11	NA	black	0	0.20163	0
93_P10_H07	-0.616088431388	red	1	0.10969	5.6127
93_P9_E02	NA	black	0	0	3.7949
93_P10_H05	NA	black	0	0	3.4588
93_P9_B11	NA	black	0	0	2.8703
93_P9_G10	NA	black	0	0	1.7596
93_P10_F05	NA	black	0	0	2.8288
93_P9_F10	NA	black	0	0.14666	0
93_P9_A02	NA	black	0	0	3.295
93_P8_D10	NA	black	0	0	2.2833
93_P10_G04	-0.113683804612	red	1	0.086784	3.2423
93_P10_C05	NA	black	0	0	0
93_P8_C07	NA	black	0	0	2.8697
93_P9_E06	NA	black	0	0	0.10836
93_P8_B11	NA	black	0	0	0
93_P10_H01	NA	black	0	0	3.4042
93_P8_H05	NA	black	0	0	2.9616
93_P9_B09	0.0576005513879	red	1	0.23389	2.1463
93_P8_H07	NA	black	0	0	0
93_P10_C10	-0.0146169121772	red	1	0.26664	3.0224
93_P8_D12	NA	black	0	0	3.1608
93_P8_C03	NA	black	0	0	3.2925
93_P10_C03	NA	black	0	0	0.5955
93_P8_D08	-0.0101193644047	red	1	0.20163	2.8528
93_P8_E10	0.0449269043228	red	1	0.26903	1.9742
93_P10_A12	NA	black	0	0	3.4493
93_P10_F10	0.192943815309	red	1	0.14926	1.692
93_P9_F07	NA	black	0	0	1.1712
93_P8_B03	NA	black	0	0	3.6915
93_P9_G05	-0.327123443051	red	1	0.14405	4.5643
93_P10_A05	NA	black	0	0	3.2596
93_P9_C06	0.170117205042	red	1	0.15445	1.7904
93_P8_A02	0.344584601173	red	1	0.18523	0.35502
93_P8_F01	0.615668012671	green3	2	0.76723	4.1295
93_P8_G04	NA	black	0	0	0.71545
93_P9_D06	NA	black	0	0	4.5329
93_P10_A11	-0.0256826286413	red	1	0.16221	2.9275
93_P10_B12	-0.262158603618	red	1	0.18523	4.6383
93_P8_B02	NA	black	0	0	1.2762
93_P8_C09	NA	black	0	0	3.6877
93_P8_B07	-0.00352697814693	red	1	0.86631	2.7638
93_P8_C02	NA	black	0	0	5.0221
93_P10_B09	-0.0726510623486	red	1	0.086784	3.0724
93_P9_A12	NA	black	0	0	3.4897
93_P8_E05	NA	black	0	0	3.9343
93_P10_C08	0.46044974063	green3	2	0.14796	0.2228
93_P9_H02	NA	black	0	0	2.904
93_P9_H05	-0.215189826316	red	1	0.098958	3.7116
93_P9_G02	NA	black	0	0	2.1814
93_P9_A04	0.00474018544987	red	1	0.2558	2.7033
93_P10_C04	NA	black	0	0	1.8278
93_P10_H11	NA	black	0	0	0.32884
93_P9_D10	NA	black	0	0	1.8691
93_P8_E12	NA	black	0	0	0.11636
93_P9_D07	-0.035716552931	red	1	0.16221	2.9884
93_P10_G05	NA	black	0	0	2.9009
93_P10_F06	-0.00221245185347	red	1	0.096262	2.7814
93_P10_C07	0.13037616934	red	1	0.37629	5.1553
93_P9_D08	NA	black	0	0	0.22157
93_P10_G06	NA	black	0	0	0.31267
93_P10_G09	-0.126482470522	red	1	0.17377	3.5999
93_P8_F02	NA	black	0	0	3.0426
93_P8_G08	NA	black	0	0	3.0566
93_P10_H02	NA	black	0	0	2.4489
93_P10_H03	0.10511198709	red	1	0.22897	1.692
93_P8_E01	NA	black	0	0	0
93_P9_H11	NA	black	0	0	3.0282
93_P9_H03	NA	black	0	0	3.0126
93_P9_C02	0.124014344086	red	1	0.44148	3.7999
93_P8_F06	0.00459645094896	red	1	0.4957	2.7972
93_P9_G07	-0.560955794262	red	1	0.09356	5.1732
93_P10_E08	NA	black	0	0	2.9407
93_P10_D02	NA	black	0	0	3.5868
93_P10_A09	NA	black	0	0	0
93_P10_G07	0.480119494749	green3	2	0.07861	0.85997
93_P8_E11	NA	black	0	0	4.279
93_P10_C12	0.264123276055	red	1	0.21412	0.43616
93_P9_B12	NA	black	0	0	3.0791
93_P8_H03	NA	black	0	0	0.2461
93_P9_G12	NA	black	0	0	1.067
93_P10_B06	-0.402786023968	red	1	0.11237	4.6474
93_P8_D02	NA	black	0	0	2.9088
93_P9_A10	0.0206306991606	red	1	0.28333	2.2756
93_P9_G01	0.320277764585	red	1	0.097611	1.3885
93_P9_H12	-0.21097944849	red	1	0.20038	4.4582
93_P10_F12	NA	black	0	0	4.6357
93_P10_G03	-0.0736234358055	red	1	0.21661	3.4465
93_P9_F08	0.209488326356	red	1	0.098958	1.8608
93_P10_C06	0.121806381575	red	1	0.053806	2.3303
93_P10_D04	NA	black	0	0	1.949
93_P9_C11	0.00251870539272	red	1	0.28333	2.7106
93_P9_A01	-0.105490239959	red	1	0.18015	3.4929
93_P9_B05	0.244138136451	red	1	0.12168	1.5917
93_P9_A06	-0.118901386037	red	1	0.07861	3.2475
93_P10_A10	-0.12121896831	red	1	0.028569	3.1746
93_P10_F07	NA	black	0	0	4.6712
93_P9_B04	-0.296817381843	red	1	0.13881	4.3509
93_P10_H04	-0.186892085708	red	1	0.18903	4.1373
93_P10_B11	0.00612055672668	red	1	0.31962	1.5351
93_P9_D01	NA	black	0	0	3.0827
93_P8_A11	NA	black	0	0	0.43829
93_P9_F11	NA	black	0	0	4.9469
93_P8_G09	NA	black	0	0	1.7895
93_P10_G01	0.199089148816	red	1	0.20539	1.1355
93_P8_D07	NA	black	0	0	3.119
93_P8_G01	NA	black	0	0	3.7709
93_P9_H04	NA	black	0	0	1.7386
93_P10_B10	-0.232066620774	red	1	0.075875	3.6908
93_P9_G04	NA	black	0	0	0.067639
93_P8_D01	NA	black	0	0	1.426
93_P8_F03	NA	black	0	0	2.791
93_P10_D03	NA	black	0	0	0.50792
93_P10_H06	NA	black	0	0	4.4069
93_P8_B12	NA	black	0	0	2.6036
93_P8_D09	NA	black	0	0	3.8495
93_P9_D11	-0.235669660645	red	1	0.13488	3.9981
93_P10_G08	NA	black	0	0	3.3438
93_P8_H06	NA	black	0	0	0.91073
93_P9_C07	NA	black	0	0	3.5451
93_P8_A12	NA	black	0	0	2.4041
93_P8_C01	NA	black	0	0	3.1321
93_P9_F06	-0.0142121043759	red	1	0.13093	2.844
