Cell_name	Zvalue	Color	Cluster	HTT	SP1
MGH36_P7_E04	NA	black	0	0	0
MGH36_P7_E05	NA	black	0	0	0
MGH36_P7_E07	NA	black	0	0	0
MGH36_P7_E08	NA	black	0	0.22897	0
MGH36_P7_E10	NA	black	0	1.201	0
MGH36_P7_E12	NA	black	0	0	0
MGH36_P7_F01	NA	black	0	0	0
MGH36_P7_F02	NA	black	0	0	0
MGH36_P7_F03	NA	black	0	0	0
MGH36_P7_F04	NA	black	0	0	0
MGH36_P7_F06	NA	black	0	2.4563	0
MGH36_P7_F08	NA	black	0	0	0
MGH36_P7_F09	NA	black	0	0	0
MGH36_P7_F10	NA	black	0	0	0
MGH36_P7_F11	NA	black	0	0	0
MGH36_P7_F12	NA	black	0	0.15963	0
MGH36_P7_G01	NA	black	0	0	0
MGH36_P7_G02	NA	black	0	0	0
MGH36_P7_G03	NA	black	0	0	0
MGH36_P7_G04	NA	black	0	0	0
MGH36_P7_G05	NA	black	0	0.75958	0
MGH36_P7_G06	NA	black	0	1.5331	0
MGH36_P7_G08	NA	black	0	0	0
MGH36_P7_G09	NA	black	0	0	0
MGH36_P7_G10	NA	black	0	0	1.2768
MGH36_P7_G11	NA	black	0	0	0
MGH36_P7_H01	NA	black	0	0	0
MGH36_P7_H02	NA	black	0	0	0
MGH36_P7_H03	NA	black	0	0	0
MGH36_P7_H04	NA	black	0	0	0
MGH36_P7_H07	NA	black	0	0	0
MGH36_P7_H08	NA	black	0	0	0
MGH36_P7_H10	NA	black	0	0	0
MGH36_P7_H11	NA	black	0	0	0
MGH36_P7_H12	NA	black	0	0	0
MGH36_P5_A02	NA	black	0	0	0
MGH36_P5_A03	NA	black	0	0	0
MGH36_P5_A05	NA	black	0	2.1859	0
MGH36_P5_A06	NA	black	0	1.3813	0
MGH36_P5_A07	NA	black	0	0	0
MGH36_P5_A08	0.51065431618	green3	2	0.5724	0.36961
MGH36_P5_A09	NA	black	0	1.0724	0
MGH36_P5_B02	NA	black	0	0	0
MGH36_P5_B03	NA	black	0	0	0
MGH36_P5_B04	NA	black	0	0	0
MGH36_P5_B05	NA	black	0	0	0.63413
MGH36_P5_B06	NA	black	0	0	2.6353
MGH36_P5_B07	NA	black	0	0	0
MGH36_P5_B08	NA	black	0	0	0
MGH36_P5_B09	NA	black	0	0	0
MGH36_P5_B10	NA	black	0	0	0
MGH36_P5_B11	NA	black	0	0	0
MGH36_P5_C01	NA	black	0	0	0
MGH36_P5_C02	NA	black	0	0.24975	0
MGH36_P5_C03	NA	black	0	2.85	0
MGH36_P5_C04	NA	black	0	0	0
MGH36_P5_C05	NA	black	0	0	0
MGH36_P5_C06	NA	black	0	0	0
MGH36_P5_C09	NA	black	0	0	0
MGH36_P5_C11	NA	black	0	0	0
MGH36_P5_C12	NA	black	0	0	0
MGH36_P5_D01	NA	black	0	0	0
MGH36_P5_D02	NA	black	0	1.6178	0
MGH36_P5_D03	NA	black	0	0.08134	0
MGH36_P5_D04	0.860355296246	green3	2	0.34255	0.1375
MGH36_P5_D06	NA	black	0	0	0
MGH36_P5_D07	NA	black	0	0.80157	0
MGH36_P5_D08	NA	black	0	0	0
MGH36_P5_D09	NA	black	0	0	0
MGH36_P5_D11	NA	black	0	0	0
MGH36_P5_D12	NA	black	0	0	0
MGH36_P5_E01	NA	black	0	0	0
MGH36_P5_E02	NA	black	0	0.062122	0
MGH36_P5_E03	NA	black	0	0	0
MGH36_P5_E05	NA	black	0	0	0
MGH36_P5_E07	NA	black	0	0	0
MGH36_P5_E08	NA	black	0	0	0
MGH36_P5_E09	NA	black	0	0	0
MGH36_P5_E10	NA	black	0	0	0
MGH36_P5_E11	NA	black	0	0.21039	0
MGH36_P5_F02	NA	black	0	1.6955	0
MGH36_P5_F04	NA	black	0	0	0
MGH36_P5_F05	NA	black	0	0	0
MGH36_P5_F06	NA	black	0	0.60407	0
MGH36_P5_F07	NA	black	0	0.010064	0
MGH36_P5_F08	NA	black	0	0	0
MGH36_P5_F09	NA	black	0	0	0
MGH36_P5_F10	NA	black	0	0	1.0834
MGH36_P5_F11	NA	black	0	0.21164	0
MGH36_P5_G01	NA	black	0	0	0
MGH36_P5_G02	NA	black	0	0	0
MGH36_P5_G04	NA	black	0	0	0
MGH36_P5_G06	NA	black	0	0	0
MGH36_P5_G07	NA	black	0	0	0
MGH36_P5_G08	NA	black	0	0.19409	0
MGH36_P5_G09	NA	black	0	0	0
MGH36_P5_G10	NA	black	0	0	0
MGH36_P5_G11	NA	black	0	0	0
MGH36_P5_H02	NA	black	0	0.12565	0
MGH36_P5_H03	NA	black	0	0	0
MGH36_P5_H05	NA	black	0	0	0
MGH36_P5_H06	NA	black	0	0	0
MGH36_P5_H07	NA	black	0	0	2.7983
MGH36_P5_H09	NA	black	0	0	0
MGH36_P10_A02	NA	black	0	1.9767	0
MGH36_P10_A04	NA	black	0	0.11636	0
MGH36_P10_A05	NA	black	0	0	0
MGH36_P10_A06	NA	black	0	0	0
MGH36_P10_A07	NA	black	0	0	0
MGH36_P10_A09	NA	black	0	0	0
MGH36_P10_A11	NA	black	0	0	0
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	NA	black	0	2.1506	0
MGH36_P10_B03	NA	black	0	0.20289	0
MGH36_P10_B05	NA	black	0	0	0
MGH36_P10_B07	NA	black	0	0.070389	0
MGH36_P10_B08	NA	black	0	0	2.2434
MGH36_P10_B10	NA	black	0	0	1.3028
MGH36_P10_B11	NA	black	0	0	0
MGH36_P10_C01	NA	black	0	0	0
MGH36_P10_C03	NA	black	0	0	0
MGH36_P10_C04	-0.746186447585	green3	2	1.8262	0.26424
MGH36_P10_C06	NA	black	0	0	0
MGH36_P10_C07	NA	black	0	0	0
MGH36_P10_C08	NA	black	0	1.5883	0
MGH36_P10_C09	NA	black	0	0	0
MGH36_P10_C10	NA	black	0	0	0
MGH36_P10_C12	NA	black	0	0	0
MGH36_P10_D01	0.191901050825	green3	2	0.53107	1.1184
MGH36_P10_D02	NA	black	0	0	0
MGH36_P10_D03	NA	black	0	0	0
MGH36_P10_D04	NA	black	0	0	0
MGH36_P10_D05	NA	black	0	0	0
MGH36_P10_D07	NA	black	0	0	0
MGH36_P10_D09	NA	black	0	0	0
MGH36_P10_D10	NA	black	0	0	0
MGH36_P10_D11	NA	black	0	1.3329	0
MGH36_P10_D12	NA	black	0	0.58015	0
MGH36_P10_E02	NA	black	0	1.6871	0
MGH36_P10_E03	NA	black	0	0.044044	0
MGH36_P10_E04	NA	black	0	0	0
MGH36_P10_E05	NA	black	0	0	1.1486
MGH36_P10_E07	NA	black	0	0	0
MGH36_P10_E10	NA	black	0	0	0
MGH36_P10_E11	NA	black	0	1.3334	0
MGH36_P10_E12	NA	black	0	0.037031	0
MGH36_P10_F02	NA	black	0	0	0.70752
MGH36_P10_F03	NA	black	0	0	0
MGH36_P10_F05	NA	black	0	0	0
MGH36_P10_F06	NA	black	0	0	0
MGH36_P10_F08	NA	black	0	0	0.18777
MGH36_P10_F09	NA	black	0	0	0
MGH36_P10_F10	NA	black	0	0	0
MGH36_P10_F11	NA	black	0	0.7433	0
MGH36_P10_F12	NA	black	0	0	0.61164
MGH36_P10_G01	NA	black	0	1.8992	0
MGH36_P10_G02	NA	black	0	0	0.7866
MGH36_P10_G03	NA	black	0	1.6248	0
MGH36_P10_G05	NA	black	0	0	0
MGH36_P10_G06	NA	black	0	0	0
MGH36_P10_G07	NA	black	0	0.79077	0
MGH36_P10_G08	NA	black	0	0	0
MGH36_P10_G09	NA	black	0	0	0
MGH36_P10_G10	NA	black	0	0	0
MGH36_P10_G11	NA	black	0	0	0.34028
MGH36_P10_H01	NA	black	0	0	0
MGH36_P10_H03	NA	black	0	0	0
MGH36_P10_H04	NA	black	0	0	0
MGH36_P10_H05	NA	black	0	0	0
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	NA	black	0	2.498	0
MGH36_P10_H11	0.723329163745	green3	2	0.31846	0.39835
MGH36_P10_H12	0.340729315443	green3	2	0.41359	0.92372
MGH36_P8_A01	NA	black	0	0	0
MGH36_P8_A03	0.921376997209	green3	2	0.1137	0.37407
MGH36_P8_A04	NA	black	0	0.10568	0
MGH36_P8_A06	NA	black	0	0	0
MGH36_P8_A07	NA	black	0	1.5592	0
MGH36_P8_A08	NA	black	0	0.91073	0
MGH36_P8_A09	NA	black	0	0.81394	0
MGH36_P8_A11	NA	black	0	0	0.6332
MGH36_P8_A12	NA	black	0	0	0
MGH36_P8_B01	NA	black	0	0	0
MGH36_P8_B02	NA	black	0	0	2.7935
MGH36_P8_B03	NA	black	0	0	0.079975
MGH36_P8_B04	NA	black	0	0	0
MGH36_P8_B05	NA	black	0	0.097611	0
MGH36_P8_B08	NA	black	0	0	0
MGH36_P8_B09	0.159646814438	green3	2	0.97379	0.12035
MGH36_P8_B10	NA	black	0	0	0
MGH36_P8_B11	NA	black	0	0.075875	0
MGH36_P8_B12	NA	black	0	0	2.648
MGH36_P8_C01	NA	black	0	0.49467	0
MGH36_P8_C02	NA	black	0	0	2.069
MGH36_P8_C03	NA	black	0	0	0
MGH36_P8_C05	NA	black	0	0	1.6196
MGH36_P8_C06	NA	black	0	0	0
MGH36_P8_C09	NA	black	0	0	0
MGH36_P8_C10	NA	black	0	0	0
MGH36_P8_C12	NA	black	0	0.32884	0
MGH36_P8_D01	NA	black	0	0.064883	0
MGH36_P8_D03	NA	black	0	0.24853	0
MGH36_P8_D04	NA	black	0	0	0.123
MGH36_P8_D05	NA	black	0	0	0.70752
MGH36_P8_D07	NA	black	0	0	0
MGH36_P8_D08	NA	black	0	0	1.3618
MGH36_P8_D09	NA	black	0	0	0
MGH36_P8_D10	NA	black	0	0	0
MGH36_P8_D11	NA	black	0	0	0
MGH36_P8_D12	NA	black	0	0.15834	0
MGH36_P8_E01	NA	black	0	0	0
MGH36_P8_E02	NA	black	0	0	1.9657
MGH36_P8_E03	NA	black	0	0	0
MGH36_P8_E04	NA	black	0	0	0
MGH36_P8_E05	NA	black	0	0	0
MGH36_P8_E06	NA	black	0	0	0
MGH36_P8_E08	NA	black	0	0	0.33228
MGH36_P8_E10	NA	black	0	1.9119	0
MGH36_P8_F02	NA	black	0	0	0
MGH36_P8_F04	NA	black	0	0	0
MGH36_P8_F05	NA	black	0	0	0
MGH36_P8_F07	NA	black	0	0	0
MGH36_P8_F09	NA	black	0	0	0
MGH36_P8_G01	NA	black	0	0	0
MGH36_P8_G02	NA	black	0	0	0
MGH36_P8_G03	NA	black	0	0	0
MGH36_P8_G04	0.731116539655	green3	2	0.21412	0.514
MGH36_P8_G05	NA	black	0	0	0
MGH36_P8_G06	NA	black	0	0	0
MGH36_P8_G07	NA	black	0	0	0
MGH36_P8_G08	NA	black	0	0	0
MGH36_P8_G09	-0.431162901627	green3	2	0.067639	1.9575
MGH36_P8_G10	NA	black	0	0	0.42116
MGH36_P8_G12	NA	black	0	0	0.20038
MGH36_P8_H01	NA	black	0	0	2.4764
MGH36_P8_H03	NA	black	0	0	0.95606
MGH36_P8_H04	NA	black	0	0	0
MGH36_P8_H06	NA	black	0	0	0
MGH36_P8_H07	NA	black	0	0	0
MGH36_P8_H09	NA	black	0	1.5115	0
MGH36_P8_H10	NA	black	0	0.37851	0
MGH36_P8_H11	NA	black	0	0	0.99349
MGH36_P9_A01	NA	black	0	0	0
MGH36_P9_A02	NA	black	0	0	0
MGH36_P9_A03	NA	black	0	0	0
MGH36_P9_A05	NA	black	0	0	0
MGH36_P9_A06	NA	black	0	0	1.2345
MGH36_P9_A07	-0.0886087932523	green3	2	0.54498	1.6731
MGH36_P9_A09	NA	black	0	0	0
MGH36_P9_A10	NA	black	0	0.060739	0
MGH36_P9_A11	NA	black	0	0.22033	0
MGH36_P9_A12	NA	black	0	0	0
MGH36_P9_B01	NA	black	0	0.4844	0
MGH36_P9_B04	NA	black	0	0	0
MGH36_P9_B06	NA	black	0	0	2.082
MGH36_P9_B07	NA	black	0	0	2.1619
MGH36_P9_B08	1.05106459096	green3	2	0.13619	0.18142
MGH36_P9_B09	0.00719841731353	green3	2	1.211	1.6955
MGH36_P9_B10	NA	black	0	0	0
MGH36_P9_B11	NA	black	0	1.771	0
MGH36_P9_B12	NA	black	0	0	0
MGH36_P9_C01	NA	black	0	0	0
MGH36_P9_C02	NA	black	0	0	0
MGH36_P9_C03	NA	black	0	0	0
MGH36_P9_C05	NA	black	0	0	0
MGH36_P9_C07	NA	black	0	0	0.10568
MGH36_P9_C08	NA	black	0	0	0
MGH36_P9_C09	NA	black	0	0	0.93282
MGH36_P9_C11	NA	black	0	0	0.43829
MGH36_P9_C12	NA	black	0	0.71282	0
MGH36_P9_D05	NA	black	0	0	0
MGH36_P9_D07	NA	black	0	0	0.21785
MGH36_P9_D08	NA	black	0	0	0
MGH36_P9_D09	0.324441991382	green3	2	0.31383	1.0151
MGH36_P9_D10	NA	black	0	0	0
MGH36_P9_D11	NA	black	0	0	0
MGH36_P9_E01	NA	black	0	0	0
MGH36_P9_E02	NA	black	0	0	0
MGH36_P9_E03	NA	black	0	0	0
MGH36_P9_E04	NA	black	0	0	0
MGH36_P9_E05	NA	black	0	0.30801	0
MGH36_P9_E06	NA	black	0	0	0
MGH36_P9_E07	NA	black	0	0	0
MGH36_P9_E08	NA	black	0	0	0
MGH36_P9_E10	NA	black	0	0	0
MGH36_P9_E11	NA	black	0	0	1.0165
MGH36_P9_E12	NA	black	0	0	0
MGH36_P9_F02	NA	black	0	1.886	0
MGH36_P9_F03	NA	black	0	0.060739	0
MGH36_P9_F04	NA	black	0	1.1557	0
MGH36_P9_F08	NA	black	0	0	2.4888
MGH36_P9_F09	NA	black	0	0	2.334
MGH36_P9_F10	1.13652265054	green3	2	2.2345	2.885
MGH36_P9_F11	NA	black	0	0	0
MGH36_P9_F12	NA	black	0	0	0
MGH36_P9_G03	NA	black	0	0.82944	0
MGH36_P9_G04	NA	black	0	0.67265	0
MGH36_P9_G05	NA	black	0	0	0
MGH36_P9_G06	NA	black	0	0	0
MGH36_P9_G07	NA	black	0	0	0
MGH36_P9_G08	NA	black	0	1.7596	0
MGH36_P9_G09	NA	black	0	0	0
MGH36_P9_G10	NA	black	0	1.0272	0
MGH36_P9_G11	NA	black	0	1.2792	0
MGH36_P9_H01	NA	black	0	0	0.36513
MGH36_P9_H02	NA	black	0	0	0
MGH36_P9_H03	NA	black	0	0	0
MGH36_P9_H04	NA	black	0	0	0
MGH36_P9_H06	NA	black	0	0	0
MGH36_P9_H07	NA	black	0	0	0
MGH36_P9_H08	NA	black	0	0	1.0731
MGH36_P9_H10	NA	black	0	0	0
MGH36_P9_H11	NA	black	0	0	1.6897
MGH36_P9_H12	NA	black	0	0	0
MGH36_P2_A01	NA	black	0	0	0
MGH36_P2_A03	NA	black	0	0	0
MGH36_P2_A04	NA	black	0	0	0
MGH36_P2_A05	NA	black	0	0.014355	0
MGH36_P2_A06	NA	black	0	0	0
MGH36_P2_A07	NA	black	0	0	2.7968
MGH36_P2_A08	NA	black	0	0	0
MGH36_P2_A11	NA	black	0	0	2.4265
MGH36_P2_B03	NA	black	0	0	0
MGH36_P2_B04	NA	black	0	0	0
MGH36_P2_B05	NA	black	0	0	0
MGH36_P2_B06	NA	black	0	0	0.084064
MGH36_P2_B07	NA	black	0	2.0486	0
MGH36_P2_B08	NA	black	0	1.2277	0
MGH36_P2_B09	NA	black	0	0	0
MGH36_P2_B10	NA	black	0	0	0
MGH36_P2_B11	NA	black	0	0	0
MGH36_P2_B12	NA	black	0	0	0
MGH36_P2_C02	NA	black	0	0	0
MGH36_P2_C03	NA	black	0	0	1.992
MGH36_P2_C04	0.974272765115	green3	2	0.16864	0.23879
MGH36_P2_C07	NA	black	0	1.4457	0
MGH36_P2_C08	NA	black	0	0	0
MGH36_P2_C09	NA	black	0	0	0
MGH36_P2_C10	NA	black	0	0	0
MGH36_P2_C11	NA	black	0	0	1.0942
MGH36_P2_C12	NA	black	0	0	0
MGH36_P2_D01	NA	black	0	0	1.4201
MGH36_P2_D02	NA	black	0	0	0
MGH36_P2_D04	NA	black	0	0.38847	0
MGH36_P2_D05	NA	black	0	0	0.082703
MGH36_P2_D06	NA	black	0	2.1734	0
MGH36_P2_D07	NA	black	0	0	0
MGH36_P2_D08	NA	black	0	0.28333	0
MGH36_P2_D09	NA	black	0	0	0.1635
MGH36_P2_D10	NA	black	0	0.19912	0
MGH36_P2_D11	NA	black	0	0	0
MGH36_P2_E01	0.080450857899	green3	2	1.0158	0.65444
MGH36_P2_E02	NA	black	0	0	0
MGH36_P2_E03	-0.16428530445	green3	2	0.11902	1.6758
MGH36_P2_E04	NA	black	0	0	0
MGH36_P2_E06	NA	black	0	0	0
MGH36_P2_E07	NA	black	0	0.025738	0
MGH36_P2_E08	NA	black	0	0	0
MGH36_P2_E09	NA	black	0	0	2.5566
MGH36_P2_E10	NA	black	0	0	0
MGH36_P2_F02	NA	black	0	0.16607	0
MGH36_P2_F03	NA	black	0	0	0
MGH36_P2_F04	NA	black	0	0	0
MGH36_P2_F06	NA	black	0	0.16221	0
MGH36_P2_F07	NA	black	0	0	0
MGH36_P2_F08	NA	black	0	0	0
MGH36_P2_F10	NA	black	0	0	0
MGH36_P2_F11	NA	black	0	0.15316	0
MGH36_P2_F12	NA	black	0	0	1.148
MGH36_P2_G01	NA	black	0	0	0
MGH36_P2_G02	NA	black	0	0	0
MGH36_P2_G03	NA	black	0	0	0
MGH36_P2_G04	NA	black	0	0	0
MGH36_P2_G05	NA	black	0	0	0
MGH36_P2_G07	NA	black	0	0	0
MGH36_P2_G08	NA	black	0	0	0
MGH36_P2_G09	NA	black	0	2.2045	0
MGH36_P2_G11	NA	black	0	0	0
MGH36_P2_G12	NA	black	0	0	0
MGH36_P2_H01	NA	black	0	0	0
MGH36_P2_H02	NA	black	0	0	0
MGH36_P2_H03	NA	black	0	0	1.886
MGH36_P2_H04	NA	black	0	2.4756	0
MGH36_P2_H05	NA	black	0	0	0
MGH36_P2_H06	NA	black	0	0	0
MGH36_P2_H07	NA	black	0	0	0
MGH36_P2_H10	NA	black	0	0	0
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	0	0
MGH53_P5_A04	NA	black	0	0	0.66357
MGH53_P5_A06	NA	black	0	0.37629	0
MGH53_P5_A07	NA	black	0	2.3225	0
MGH53_P5_A08	NA	black	0	0.16092	0
MGH53_P5_A09	NA	black	0	0	0
MGH53_P5_A11	NA	black	0	0.21537	0
MGH53_P5_B01	NA	black	0	0	0
MGH53_P5_B03	NA	black	0	0	0
MGH53_P5_B04	NA	black	0	1.0129	0
MGH53_P5_B05	NA	black	0	0	0
MGH53_P5_B06	NA	black	0	0	0
MGH53_P5_B07	0.88549435691	green3	2	2.9616	2.1808
MGH53_P5_B08	NA	black	0	1.4265	0
MGH53_P5_B09	NA	black	0	0	0
MGH53_P5_B10	NA	black	0	2.5298	0
MGH53_P5_B11	NA	black	0	0	0
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	0.323784242	green3	2	2.3068	1.9015
MGH53_P5_C02	NA	black	0	0	4.4183
MGH53_P5_C03	NA	black	0	2.7879	0
MGH53_P5_C04	NA	black	0	4.0468	0
MGH53_P5_C05	NA	black	0	0	0
MGH53_P5_C06	NA	black	0	0	0
MGH53_P5_C07	6.00227272613	black	0	3.8313	4.4492
MGH53_P5_C08	NA	black	0	0	0
MGH53_P5_C09	NA	black	0	0.18396	0
MGH53_P5_C10	NA	black	0	0	0
MGH53_P5_C11	NA	black	0	0	0
MGH53_P5_D01	NA	black	0	0	0
MGH53_P5_D02	NA	black	0	0	0
MGH53_P5_D04	NA	black	0	0	0
MGH53_P5_D05	NA	black	0	1.107	0
MGH53_P5_D07	NA	black	0	0.44255	0
MGH53_P5_D08	NA	black	0	0	0
MGH53_P5_D09	NA	black	0	0.23389	0
MGH53_P5_D11	NA	black	0	0.24732	0
MGH53_P5_E01	NA	black	0	0.25217	0
MGH53_P5_E02	NA	black	0	0	0
MGH53_P5_E03	NA	black	0	0	1.4033
MGH53_P5_E04	NA	black	0	2.9226	0
MGH53_P5_E06	NA	black	0	0	3.207
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	NA	black	0	0	0
MGH53_P5_E11	NA	black	0	0.62761	0
MGH53_P5_F01	NA	black	0	0.98112	0
MGH53_P5_F03	NA	black	0	0	0
MGH53_P5_F05	NA	black	0	0	0
MGH53_P5_F06	NA	black	0	3.8421	0
MGH53_P5_F07	NA	black	0	0.123	0
MGH53_P5_F08	NA	black	0	0.21661	0
MGH53_P5_F10	NA	black	0	0	3.794
MGH53_P5_F11	NA	black	0	0	0
MGH53_P5_G01	NA	black	0	0	3.8262
MGH53_P5_G04	NA	black	0	0	2.0956
MGH53_P5_G05	NA	black	0	0	0
MGH53_P5_G07	NA	black	0	4.2787	0
MGH53_P5_G08	NA	black	0	1.2612	0
MGH53_P5_G09	0.130952862199	green3	2	3.9121	1.6677
MGH53_P5_G10	NA	black	0	0	0
MGH53_P5_G11	NA	black	0	0.20664	0
MGH53_P5_H02	NA	black	0	4.5953	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	NA	black	0	0.20664	0
MGH53_P5_H05	NA	black	0	0	0
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	NA	black	0	0	2.4699
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	NA	black	0	0	0.11237
MGH53_P6_A01	NA	black	0	0	0
MGH53_P6_A02	-0.8166734534	green3	2	0.60407	3.1484
MGH53_P6_A03	NA	black	0	0	2.7251
MGH53_P6_A04	NA	black	0	2.7047	0
MGH53_P6_A05	NA	black	0	0	0
MGH53_P6_A06	NA	black	0	0	0
MGH53_P6_A07	-0.227720725706	green3	2	0.64155	2.0229
MGH53_P6_A08	NA	black	0	0	3.0954
MGH53_P6_A09	NA	black	0	0	0.088142
MGH53_P6_A10	NA	black	0	0	0
MGH53_P6_A11	NA	black	0	0	0
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	NA	black	0	0	0
MGH53_P6_B03	NA	black	0	0	0
MGH53_P6_B04	NA	black	0	0.78073	0
MGH53_P6_B05	-2.36470346323	black	0	3.0449	0.09356
MGH53_P6_B06	NA	black	0	0	0
MGH53_P6_B07	NA	black	0	0.20289	0
MGH53_P6_B09	NA	black	0	0	1.5331
MGH53_P6_B10	NA	black	0	0	0
MGH53_P6_C01	NA	black	0	2.7321	0
MGH53_P6_C03	NA	black	0	0	0
MGH53_P6_C04	NA	black	0	0	0
MGH53_P6_C05	0.369859737254	green3	2	1.4787	3.179
MGH53_P6_C06	NA	black	0	0	0.1903
MGH53_P6_C07	NA	black	0	0	0
MGH53_P6_C08	NA	black	0	0	0
MGH53_P6_C09	NA	black	0	0	0
MGH53_P6_C10	NA	black	0	0	1.8115
MGH53_P6_C11	NA	black	0	0.8536	0
MGH53_P6_C12	NA	black	0	2.4433	0
MGH53_P6_D01	NA	black	0	0	0.72072
MGH53_P6_D02	NA	black	0	0	2.1577
MGH53_P6_D03	NA	black	0	0.54597	0
MGH53_P6_D05	0.678290470501	green3	2	0.46676	0.22897
MGH53_P6_D07	NA	black	0	0	0
MGH53_P6_D08	NA	black	0	0	0
MGH53_P6_D09	NA	black	0	3.9209	0
MGH53_P6_D10	NA	black	0	0	0
MGH53_P6_D11	NA	black	0	0.10836	0
MGH53_P6_D12	NA	black	0	3.0272	0
MGH53_P6_E01	NA	black	0	0	0
MGH53_P6_E02	NA	black	0	0	0.064883
MGH53_P6_E03	NA	black	0	0.17505	0
MGH53_P6_E04	NA	black	0	0	0
MGH53_P6_E05	NA	black	0	0	0
MGH53_P6_E06	NA	black	0	0	0
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	NA	black	0	0	0
MGH53_P6_E09	NA	black	0	0	0
MGH53_P6_E10	NA	black	0	0	0
MGH53_P6_F01	NA	black	0	0	0
MGH53_P6_F02	NA	black	0	0	3.4768
MGH53_P6_F03	NA	black	0	0	2.2836
MGH53_P6_F04	NA	black	0	0.31846	0
MGH53_P6_F05	-0.650058805933	green3	2	3.7634	1.3022
MGH53_P6_F06	NA	black	0	0	0
MGH53_P6_F07	NA	black	0	3.5299	0
MGH53_P6_F08	NA	black	0	0	0
MGH53_P6_F09	NA	black	0	0.21785	0
MGH53_P6_F10	NA	black	0	0	0
MGH53_P6_G01	0.665155164117	green3	2	0.50589	0.17121
MGH53_P6_G02	NA	black	0	0.18777	0
MGH53_P6_G03	NA	black	0	0	0.74846
MGH53_P6_G04	-1.35138839161	red	1	3.7452	0.97306
MGH53_P6_G05	NA	black	0	0.1776	0
MGH53_P6_G06	NA	black	0	0.15186	0
MGH53_P6_G07	NA	black	0	0.16736	0
MGH53_P6_G08	NA	black	0	0	0
MGH53_P6_G09	NA	black	0	4.2205	0
MGH53_P6_G10	NA	black	0	2.115	0
MGH53_P6_G11	NA	black	0	0	0
MGH53_P6_H01	NA	black	0	0	0
MGH53_P6_H02	NA	black	0	0	0
MGH53_P6_H03	NA	black	0	0	0
MGH53_P6_H04	NA	black	0	0	0
MGH53_P6_H05	NA	black	0	0	0
MGH53_P6_H07	NA	black	0	0	0
MGH53_P6_H09	NA	black	0	0	0
MGH53_P6_H10	NA	black	0	0	0
MGH53_P6_H11	NA	black	0	2.2937	0
MGH53_P7_A01	NA	black	0	0	0
MGH53_P7_A02	0.146540739733	green3	2	2.1164	1.7368
MGH53_P7_A03	NA	black	0	0	0
MGH53_P7_A04	NA	black	0	0	0.30685
MGH53_P7_A05	1.07849115522	green3	2	0.032806	0.27501
MGH53_P7_A06	NA	black	0	0	0
MGH53_P7_A07	-1.72125048367	red	1	0.049631	3.2847
MGH53_P7_A09	NA	black	0	0	0
MGH53_P7_A11	NA	black	0	0	0
MGH53_P7_A12	NA	black	0	0	0
MGH53_P7_B01	NA	black	0	0	0
MGH53_P7_B02	NA	black	0	0	0
MGH53_P7_B03	NA	black	0	0	0.67627
MGH53_P7_B04	NA	black	0	0	0.11237
MGH53_P7_B05	NA	black	0	0	0
MGH53_P7_B06	NA	black	0	0.08134	0
MGH53_P7_B07	NA	black	0	0	0
MGH53_P7_B08	NA	black	0	0	0
MGH53_P7_B10	NA	black	0	0	1.6285
MGH53_P7_B11	NA	black	0	0	0
MGH53_P7_B12	NA	black	0	0	0.36625
MGH53_P7_C01	-2.01778876138	black	0	0.28096	4.0677
MGH53_P7_C02	NA	black	0	0	3.4849
MGH53_P7_C03	NA	black	0	0	0
MGH53_P7_C04	NA	black	0	0	0
MGH53_P7_C05	NA	black	0	0	0.35727
MGH53_P7_C06	NA	black	0	0	0
MGH53_P7_C07	NA	black	0	0	0
MGH53_P7_C09	NA	black	0	0	0
MGH53_P7_C11	NA	black	0	0	0
MGH53_P7_C12	NA	black	0	0.1137	0
MGH53_P7_D01	NA	black	0	1.1998	0
MGH53_P7_D02	NA	black	0	0	0
MGH53_P7_D03	NA	black	0	0	0
MGH53_P7_D04	NA	black	0	0	0
MGH53_P7_D05	NA	black	0	0	1.8824
MGH53_P7_D06	NA	black	0	0	0
MGH53_P7_D07	-0.114058998833	green3	2	0.28214	1.6475
MGH53_P7_D10	NA	black	0	0	2.9046
MGH53_P7_D11	NA	black	0	0	0
MGH53_P7_D12	NA	black	0	0	0
MGH53_P7_E01	NA	black	0	0	0
MGH53_P7_E02	NA	black	0	0	0
MGH53_P7_E03	NA	black	0	0	0
MGH53_P7_E04	NA	black	0	0	0
MGH53_P7_E05	NA	black	0	0	0
MGH53_P7_E06	NA	black	0	0	1.3651
MGH53_P7_E07	-0.410896382216	green3	2	1.754	0.73812
MGH53_P7_E08	NA	black	0	0	0
MGH53_P7_E09	NA	black	0	0	0
