Cell_name	Zvalue	Color	Cluster	ETV5	ICAM1
MGH36_P6_E05	NA	black	0	0	0
MGH36_P6_E06	NA	black	0	0	0
MGH36_P6_E07	-0.29313457188	red	1	4.0508	0.10836
MGH36_P6_E08	0.134610308477	red	1	2.6069	0.14274
MGH36_P6_E09	NA	black	0	0.82619	0
MGH36_P6_E10	NA	black	0	2.9681	0
MGH36_P6_E11	NA	black	0	3.9485	0
MGH36_P6_E12	NA	black	0	1.359	0
MGH36_P6_F01	NA	black	0	3.4651	0
MGH36_P6_F04	NA	black	0	0	0
MGH36_P6_F06	NA	black	0	0	0
MGH36_P6_F07	NA	black	0	3.0628	0
MGH36_P6_F08	NA	black	0	0.079975	0
MGH36_P6_F10	NA	black	0	0	0
MGH36_P6_F12	NA	black	0	1.8544	0
MGH36_P6_G01	-0.0145372985731	red	1	3.0709	0.1003
MGH36_P6_G02	-2.2163014036	black	0	0.97746	4.9394
MGH36_P6_G03	NA	black	0	2.6353	0
MGH36_P6_G04	NA	black	0	0.10702	0
MGH36_P6_G05	NA	black	0	1.4911	0
MGH36_P6_G06	-0.208969087206	red	1	3.9967	0.31846
MGH36_P6_G07	NA	black	0	0	0
MGH36_P6_G08	0.841365345366	green3	2	0.7476	0.19283
MGH36_P6_G09	NA	black	0	0	0.19787
MGH36_P6_G10	NA	black	0	3.9305	0
MGH36_P6_G11	NA	black	0	0	0.13225
MGH36_P6_G12	NA	black	0	0	0
MGH36_P6_H06	NA	black	0	2.5338	0
MGH36_P6_H07	-0.356474224596	red	1	4.5898	0.21909
MGH36_P6_H10	NA	black	0	4.0969	0
MGH36_P6_H12	NA	black	0	0	0.95531
MGH36_P7_A01	-0.288848686746	red	1	4.0542	0.123
MGH36_P7_A02	NA	black	0	0	0
MGH36_P7_A03	1.15803259386	green3	2	0.12697	0.16993
MGH36_P7_A04	NA	black	0	0.90227	0
MGH36_P7_A06	NA	black	0	2.8903	0
MGH36_P7_A07	NA	black	0	2.117	0
MGH36_P7_A08	NA	black	0	0	0
MGH36_P7_A09	NA	black	0	0	0
MGH36_P7_A10	NA	black	0	0	0
MGH36_P7_A11	NA	black	0	3.1549	0
MGH36_P7_A12	NA	black	0	0	0
MGH36_P7_B01	NA	black	0	1.5651	0
MGH36_P7_B02	0.989480355513	green3	2	0.47508	0.16864
MGH36_P7_B03	NA	black	0	0	0
MGH36_P7_B04	NA	black	0	0.2762	0
MGH36_P7_B06	NA	black	0	2.6796	0
MGH36_P7_B07	-0.0432582791679	red	1	3.1675	0.1776
MGH36_P7_B08	0.813298440715	green3	2	0.7866	0.20539
MGH36_P7_B09	0.227300519216	red	1	2.3063	0.18523
MGH36_P7_B10	NA	black	0	0	0
MGH36_P7_B11	NA	black	0	0.44255	0
MGH36_P7_B12	-0.312597384364	red	1	4.4827	0.26784
MGH36_P7_C11	NA	black	0	0.31962	0
MGH36_P7_D01	NA	black	0	0	0
MGH36_P7_D02	NA	black	0	0	0
MGH36_P7_D03	1.15204232412	green3	2	0.13619	0.17121
MGH36_P7_D05	-0.126106382244	red	1	3.4845	0.20789
MGH36_P7_D06	NA	black	0	0	0
MGH36_P7_D07	NA	black	0	0	0
MGH36_P7_D08	NA	black	0	0	0
MGH36_P7_D09	NA	black	0	0.092207	0
MGH36_P7_D10	NA	black	0	2.7439	0
MGH36_P7_D11	NA	black	0	0	0
MGH36_P7_E01	NA	black	0	0	0
MGH36_P7_E03	NA	black	0	0	0.24001
MGH36_P7_E04	NA	black	0	0.69153	0
MGH36_P7_E05	NA	black	0	4.7276	0
MGH36_P7_E07	NA	black	0	0	0.13225
MGH36_P7_E08	NA	black	0	0.89142	0
MGH36_P7_E10	0.96815598109	green3	2	0.57337	0.14143
MGH36_P7_E12	NA	black	0	0	0
MGH36_P7_F01	NA	black	0	0	0
MGH36_P7_F02	0.972636159886	green3	2	0.56657	0.14012
MGH36_P7_F03	NA	black	0	0.26544	0
MGH36_P7_F04	NA	black	0	3.8424	0
MGH36_P7_F06	NA	black	0	0	0
MGH36_P7_F08	NA	black	0	1.1117	0
MGH36_P7_F09	NA	black	0	0.08134	0
MGH36_P7_F10	NA	black	0	0.17887	0
MGH36_P7_F11	NA	black	0	0	0
MGH36_P7_F12	NA	black	0	2.7532	0
MGH36_P7_G01	NA	black	0	0	0.14666
MGH36_P7_G02	NA	black	0	3.2481	0
MGH36_P7_G03	NA	black	0	3.5472	0
MGH36_P7_G04	0.747749887331	green3	2	0.83188	0.26063
MGH36_P7_G05	NA	black	0	0	0
MGH36_P7_G06	NA	black	0	0	0
MGH36_P7_G08	NA	black	0	2.0201	0
MGH36_P7_G09	NA	black	0	2.903	0
MGH36_P7_G10	NA	black	0	0	0.55974
MGH36_P7_G11	NA	black	0	3.2829	0
MGH36_P7_H01	NA	black	0	0	0
MGH36_P7_H02	NA	black	0	0	0.10165
MGH36_P7_H03	NA	black	0	0	0
MGH36_P7_H04	0.969274650791	green3	2	0.17887	0.32308
MGH36_P7_H07	-0.212538071165	red	1	3.7966	0.16607
MGH36_P7_H08	0.425818490167	red	1	1.8339	0.12433
MGH36_P7_H10	0.30427827554	red	1	2.1638	0.10568
MGH36_P7_H11	NA	black	0	0	0
MGH36_P7_H12	NA	black	0	0	0
MGH36_P5_A02	NA	black	0	0.97085	0
MGH36_P5_A03	NA	black	0	0	0
MGH36_P5_A05	0.117205214608	red	1	0.87735	1.0419
MGH36_P5_A06	NA	black	0	0	0
MGH36_P5_A07	NA	black	0	1.0186	0
MGH36_P5_A08	0.81547532303	green3	2	0.74071	0.22651
MGH36_P5_A09	-0.232116213006	red	1	4.0206	0.26424
MGH36_P5_B02	NA	black	0	0.91227	0
MGH36_P5_B03	-0.365982551867	red	1	4.3612	0.11103
MGH36_P5_B04	NA	black	0	0.21909	0
MGH36_P5_B05	-0.283709642074	red	1	4.9163	0.40272
MGH36_P5_B06	NA	black	0	0	0.098958
MGH36_P5_B07	NA	black	0	0	0.28806
MGH36_P5_B08	NA	black	0	0	0
MGH36_P5_B09	NA	black	0	2.9188	0
MGH36_P5_B10	NA	black	0	3.8741	0
MGH36_P5_B11	NA	black	0	0	0.13619
MGH36_P5_C01	NA	black	0	0	0
MGH36_P5_C02	NA	black	0	0	0
MGH36_P5_C03	0.493050144484	red	1	1.6848	0.11103
MGH36_P5_C04	NA	black	0	1.1795	0
MGH36_P5_C05	-0.238322869963	red	1	4.0286	0.25096
MGH36_P5_C06	NA	black	0	0	0.029983
MGH36_P5_C09	NA	black	0	2.7784	0
MGH36_P5_C11	NA	black	0	0	0
MGH36_P5_C12	NA	black	0	0	0
MGH36_P5_D01	NA	black	0	0	0
MGH36_P5_D02	NA	black	0	0.26424	0
MGH36_P5_D03	NA	black	0	2.7124	0
MGH36_P5_D04	1.19200787213	green3	2	0.15186	0.12697
MGH36_P5_D06	NA	black	0	0	0
MGH36_P5_D07	NA	black	0	3.9902	0
MGH36_P5_D08	NA	black	0	4.1939	0
MGH36_P5_D09	NA	black	0	0.27858	0
MGH36_P5_D11	NA	black	0	0	0.12829
MGH36_P5_D12	NA	black	0	0	0
MGH36_P5_E01	NA	black	0	0	0
MGH36_P5_E02	-0.325190444695	red	1	4.487	0.24489
MGH36_P5_E03	NA	black	0	0.11902	0
MGH36_P5_E05	NA	black	0	0.12961	0
MGH36_P5_E07	NA	black	0	0	0.048236
MGH36_P5_E08	NA	black	0	0	0.4678
MGH36_P5_E09	NA	black	0	3.237	0
MGH36_P5_E10	1.22723682184	green3	2	0.2228	0.059355
MGH36_P5_E11	NA	black	0	0	0.10702
MGH36_P5_F02	NA	black	0	3.3086	0
MGH36_P5_F04	NA	black	0	0	0
MGH36_P5_F05	NA	black	0	0	0.032806
MGH36_P5_F06	0.30386855535	red	1	2.1564	0.11503
MGH36_P5_F07	NA	black	0	1.7437	0
MGH36_P5_F08	-0.243490339646	red	1	3.8775	0.12697
MGH36_P5_F09	NA	black	0	1.6763	0
MGH36_P5_F10	NA	black	0	0	1.4505
MGH36_P5_F11	NA	black	0	3.2963	0
MGH36_P5_G01	NA	black	0	2.0093	0
MGH36_P5_G02	0.646864598448	green3	2	1.4179	0.045443
MGH36_P5_G04	0.778826587929	green3	2	0.15316	0.51299
MGH36_P5_G06	1.31841157357	black	0	0.12168	0.025738
MGH36_P5_G07	NA	black	0	0	0
MGH36_P5_G08	NA	black	0	0	0.21537
MGH36_P5_G09	NA	black	0	0	0.14274
MGH36_P5_G10	NA	black	0	0	0.20539
MGH36_P5_G11	NA	black	0	0	0.20539
MGH36_P5_H02	NA	black	0	4.2614	0
MGH36_P5_H03	NA	black	0	2.0731	0
MGH36_P5_H05	NA	black	0	0	0.28806
MGH36_P5_H06	0.455692493027	red	1	1.774	0.11237
MGH36_P5_H07	NA	black	0	0	0
MGH36_P5_H09	NA	black	0	0	0
MGH36_P10_A02	NA	black	0	4.0819	0
MGH36_P10_A04	NA	black	0	3.3159	0
MGH36_P10_A05	0.114751438549	red	1	2.5238	0.38073
MGH36_P10_A06	NA	black	0	0	0
MGH36_P10_A07	NA	black	0	0.9381	0
MGH36_P10_A09	NA	black	0	2.3813	0
MGH36_P10_A11	NA	black	0	0	0
MGH36_P10_A12	NA	black	0	2.0444	0
MGH36_P10_B01	NA	black	0	0	0.32654
MGH36_P10_B03	NA	black	0	0	0
MGH36_P10_B05	NA	black	0	2.8184	0
MGH36_P10_B07	-0.285785606453	red	1	3.972	0.069015
MGH36_P10_B08	NA	black	0	0.77989	0
MGH36_P10_B10	NA	black	0	1.4174	0
MGH36_P10_B11	NA	black	0	0	0
MGH36_P10_C01	NA	black	0	0	0
MGH36_P10_C03	NA	black	0	3.2334	0
MGH36_P10_C04	NA	black	0	0	0
MGH36_P10_C06	NA	black	0	0	0
MGH36_P10_C07	NA	black	0	2.7106	0
MGH36_P10_C08	NA	black	0	0	0
MGH36_P10_C09	NA	black	0	0	0
MGH36_P10_C10	NA	black	0	2.2732	0
MGH36_P10_C12	NA	black	0	3.4494	0
MGH36_P10_D01	NA	black	0	2.0268	0
MGH36_P10_D02	NA	black	0	1.7866	0
MGH36_P10_D03	NA	black	0	0.6248	0
MGH36_P10_D04	NA	black	0	2.7649	0
MGH36_P10_D05	NA	black	0	0	0
MGH36_P10_D07	NA	black	0	0	0
MGH36_P10_D09	NA	black	0	0.67627	0
MGH36_P10_D10	NA	black	0	2.6922	0
MGH36_P10_D11	NA	black	0	3.2919	0
MGH36_P10_D12	NA	black	0	1.3323	0
MGH36_P10_E02	0.317252768279	red	1	2.07	0.16736
MGH36_P10_E03	NA	black	0	3.5404	0
MGH36_P10_E04	NA	black	0	0.20789	0
MGH36_P10_E05	NA	black	0	4.3556	0
MGH36_P10_E07	NA	black	0	0.28924	0
MGH36_P10_E10	NA	black	0	0	0
MGH36_P10_E11	NA	black	0	0.70752	0
MGH36_P10_E12	NA	black	0	2.0594	0
MGH36_P10_F02	NA	black	0	0	0
MGH36_P10_F03	NA	black	0	1.1916	0
MGH36_P10_F05	0.997156334395	green3	2	0.46676	0.16479
MGH36_P10_F06	NA	black	0	4.9843	0
MGH36_P10_F08	0.944675304234	green3	2	0.46989	0.21785
MGH36_P10_F09	NA	black	0	3.9076	0
MGH36_P10_F10	NA	black	0	1.6978	0
MGH36_P10_F11	NA	black	0	4.0629	0
MGH36_P10_F12	NA	black	0	0.74416	0
MGH36_P10_G01	NA	black	0	4.176	0
MGH36_P10_G02	NA	black	0	0	0
MGH36_P10_G03	NA	black	0	2.816	0
MGH36_P10_G05	NA	black	0	3.3981	0
MGH36_P10_G06	NA	black	0	3.2856	0
MGH36_P10_G07	NA	black	0	1.5912	0
MGH36_P10_G08	NA	black	0	0.57143	0
MGH36_P10_G09	NA	black	0	1.127	0
MGH36_P10_G10	NA	black	0	4.8591	0
MGH36_P10_G11	NA	black	0	3.2997	0
MGH36_P10_H01	NA	black	0	1.516	0
MGH36_P10_H03	NA	black	0	0	0
MGH36_P10_H04	NA	black	0	0.88753	0
MGH36_P10_H05	NA	black	0	2.8986	0
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	NA	black	0	0.14405	0
MGH36_P10_H11	NA	black	0	0.4351	0
MGH36_P10_H12	1.9059789795	black	0	3.6567	5.6496
MGH36_P8_A01	NA	black	0	2.5423	0
MGH36_P8_A03	NA	black	0	2.8111	0
MGH36_P8_A04	-0.0465385201505	red	1	3.5363	0.71545
MGH36_P8_A06	NA	black	0	1.9324	0
MGH36_P8_A07	0.704763056395	green3	2	0.89142	0.28333
MGH36_P8_A08	NA	black	0	4.2181	0
MGH36_P8_A09	NA	black	0	3.9674	0
MGH36_P8_A11	NA	black	0	0	1.9264
MGH36_P8_A12	NA	black	0	0	0
MGH36_P8_B01	NA	black	0	1.4589	0
MGH36_P8_B02	NA	black	0	1.7527	0
MGH36_P8_B03	NA	black	0	3.4626	0
MGH36_P8_B04	NA	black	0	1.4931	0
MGH36_P8_B05	NA	black	0	0	0.20038
MGH36_P8_B08	1.05848098037	green3	2	0.18777	0.23511
MGH36_P8_B09	NA	black	0	1.9587	0
MGH36_P8_B10	NA	black	0	3.5904	0
MGH36_P8_B11	NA	black	0	2.3654	0
MGH36_P8_B12	NA	black	0	0	0
MGH36_P8_C01	NA	black	0	1.8976	0
MGH36_P8_C02	NA	black	0	2.9467	0
MGH36_P8_C03	NA	black	0	0	0
MGH36_P8_C05	NA	black	0	1.6116	0
MGH36_P8_C06	NA	black	0	2.1454	0
MGH36_P8_C09	NA	black	0	0	0
MGH36_P8_C10	NA	black	0	1.8193	0
MGH36_P8_C12	NA	black	0	0	0
MGH36_P8_D01	NA	black	0	1.722	0
MGH36_P8_D03	NA	black	0	1.0286	0
MGH36_P8_D04	NA	black	0	1.5695	0
MGH36_P8_D05	NA	black	0	0.9092	0
MGH36_P8_D07	NA	black	0	0.81394	0
MGH36_P8_D08	0.357248692699	red	1	1.9464	0.18142
MGH36_P8_D09	NA	black	0	3.8532	0
MGH36_P8_D10	NA	black	0	3.537	0
MGH36_P8_D11	NA	black	0	1.782	0
MGH36_P8_D12	NA	black	0	0	0
MGH36_P8_E01	NA	black	0	0	0
MGH36_P8_E02	NA	black	0	0	0
MGH36_P8_E03	NA	black	0	3.8112	0
MGH36_P8_E04	NA	black	0	0.97453	0
MGH36_P8_E05	NA	black	0	2.9933	0
MGH36_P8_E06	NA	black	0	0	0
MGH36_P8_E08	NA	black	0	2.118	0
MGH36_P8_E10	NA	black	0	0	0
MGH36_P8_F02	NA	black	0	1.8726	0
MGH36_P8_F04	NA	black	0	0	0
MGH36_P8_F05	NA	black	0	1.7795	0
MGH36_P8_F07	NA	black	0	0	0
MGH36_P8_F09	NA	black	0	2.971	0
MGH36_P8_G01	NA	black	0	0	0
MGH36_P8_G02	NA	black	0	0	0
MGH36_P8_G03	NA	black	0	0.79077	0
MGH36_P8_G04	NA	black	0	0	0
MGH36_P8_G05	NA	black	0	0.54003	0
MGH36_P8_G06	NA	black	0	1.7489	0
MGH36_P8_G07	NA	black	0	0	0
MGH36_P8_G08	1.0874451507	green3	2	0.26424	0.17249
MGH36_P8_G09	NA	black	0	0.8472	0
MGH36_P8_G10	NA	black	0	3.759	0
MGH36_P8_G12	-0.580983929643	red	1	0.63877	1.9366
MGH36_P8_H01	NA	black	0	0.27262	0
MGH36_P8_H03	NA	black	0	0	0
MGH36_P8_H04	NA	black	0	0	0.29514
MGH36_P8_H06	NA	black	0	0	0
MGH36_P8_H07	NA	black	0	0	0
MGH36_P8_H09	NA	black	0	0.2228	0
MGH36_P8_H10	NA	black	0	4.0916	0
MGH36_P8_H11	NA	black	0	2.6817	0
MGH36_P9_A01	NA	black	0	3.1052	0
MGH36_P9_A02	NA	black	0	0	0
MGH36_P9_A03	NA	black	0	3.8174	0
MGH36_P9_A05	NA	black	0	0.33113	0
MGH36_P9_A06	NA	black	0	0.27262	0
MGH36_P9_A07	NA	black	0	2.336	0
MGH36_P9_A09	NA	black	0	1.2277	0
MGH36_P9_A10	-0.0381492746943	red	1	3.1545	0.23143
MGH36_P9_A11	NA	black	0	2.8588	0
MGH36_P9_A12	NA	black	0	1.1616	0
MGH36_P9_B01	0.110628398441	red	1	3.5378	1.4249
MGH36_P9_B04	NA	black	0	1.9023	0
MGH36_P9_B06	NA	black	0	0.62574	0
MGH36_P9_B07	NA	black	0	0	0
MGH36_P9_B08	NA	black	0	2.7214	0
MGH36_P9_B09	NA	black	0	0	0.38957
MGH36_P9_B10	-0.0554015122179	red	1	3.3277	0.51197
MGH36_P9_B11	NA	black	0	0.38847	0
MGH36_P9_B12	NA	black	0	0.60407	0
MGH36_P9_C01	NA	black	0	0	0
MGH36_P9_C02	NA	black	0	0	0
MGH36_P9_C03	NA	black	0	2.7651	0
MGH36_P9_C05	NA	black	0	2.5629	0
MGH36_P9_C07	NA	black	0	2.5016	0
MGH36_P9_C08	NA	black	0	0	0
MGH36_P9_C09	NA	black	0	0	0
MGH36_P9_C11	NA	black	0	2.2379	0
MGH36_P9_C12	NA	black	0	2.5348	0
MGH36_P9_D05	NA	black	0	2.4576	0
MGH36_P9_D07	NA	black	0	4.2991	0
MGH36_P9_D08	NA	black	0	3.6921	0
MGH36_P9_D09	NA	black	0	3.2687	0
MGH36_P9_D10	NA	black	0	3.0748	0
MGH36_P9_D11	NA	black	0	2.3173	0
MGH36_P9_E01	NA	black	0	0	0
MGH36_P9_E02	NA	black	0	1.6924	0
MGH36_P9_E03	NA	black	0	0	0
MGH36_P9_E04	NA	black	0	0.40054	0
MGH36_P9_E05	0.175138053887	red	1	2.4014	0.26424
MGH36_P9_E06	NA	black	0	1.4136	0
MGH36_P9_E07	NA	black	0	0.82863	0
MGH36_P9_E08	NA	black	0	0	0
MGH36_P9_E10	NA	black	0	3.4009	0
MGH36_P9_E11	NA	black	0	0.42975	0
MGH36_P9_E12	NA	black	0	2.2443	0
MGH36_P9_F02	NA	black	0	0.35727	0
MGH36_P9_F03	0.484942362786	red	1	1.5241	0.24245
MGH36_P9_F04	NA	black	0	0	0
MGH36_P9_F08	NA	black	0	4.4223	0
MGH36_P9_F09	NA	black	0	0	0
MGH36_P9_F10	NA	black	0	0.44784	0
MGH36_P9_F11	NA	black	0	0.52005	0
MGH36_P9_F12	NA	black	0	0	0
MGH36_P9_G03	NA	black	0	3.0752	0
MGH36_P9_G04	NA	black	0	0	0
MGH36_P9_G05	NA	black	0	0	0
MGH36_P9_G06	NA	black	0	2.5881	0
MGH36_P9_G07	NA	black	0	2.3874	0
MGH36_P9_G08	NA	black	0	0	0
MGH36_P9_G09	NA	black	0	0	0
MGH36_P9_G10	NA	black	0	1.0621	0
MGH36_P9_G11	NA	black	0	1.4568	0
MGH36_P9_H01	NA	black	0	0	0
MGH36_P9_H02	NA	black	0	4.6964	0
MGH36_P9_H03	NA	black	0	0.41684	0
MGH36_P9_H04	NA	black	0	2.0475	0
MGH36_P9_H06	NA	black	0	0.71545	0
MGH36_P9_H07	NA	black	0	0	0
MGH36_P9_H08	-0.114213349371	red	1	3.5199	0.33457
MGH36_P9_H10	NA	black	0	0	0
MGH36_P9_H11	0.198707295797	red	1	2.4212	0.14274
MGH36_P9_H12	NA	black	0	0.72159	0
MGH36_P2_A01	-0.481318740272	red	1	5.1001	0.15575
MGH36_P2_A03	-0.12934373737	red	1	3.4892	0.19409
MGH36_P2_A04	0.379953982883	red	1	1.937	0.13619
MGH36_P2_A05	0.210562411614	red	1	2.4449	0.059355
MGH36_P2_A06	NA	black	0	0	0.28688
MGH36_P2_A07	NA	black	0	2.0507	0
MGH36_P2_A08	NA	black	0	3.0699	0
MGH36_P2_A11	0.289564123	red	1	2.2265	0.077243
MGH36_P2_B03	NA	black	0	0	0
MGH36_P2_B04	0.226042843254	red	1	2.3491	0.13619
MGH36_P2_B05	0.625074948868	green3	2	1.1454	0.25338
MGH36_P2_B06	0.500197852052	red	1	1.642	0.13093
MGH36_P2_B07	0.0541269881367	red	1	2.872	0.062122
MGH36_P2_B08	1.1540792648	green3	2	0.30217	0.089498
MGH36_P2_B09	NA	black	0	0.04684	0
MGH36_P2_B10	NA	black	0	0	0.15445
MGH36_P2_B11	NA	black	0	0.62199	0
MGH36_P2_B12	NA	black	0	0	0
MGH36_P2_C02	NA	black	0	1.4683	0
MGH36_P2_C03	NA	black	0	2.2501	0
MGH36_P2_C04	0.684178452792	green3	2	1.1097	0.19156
MGH36_P2_C07	1.2351781544	green3	2	0.24367	0.041243
MGH36_P2_C08	NA	black	0	0	0.21288
MGH36_P2_C09	NA	black	0	0	0
MGH36_P2_C10	0.414848792277	red	1	1.875	0.11237
MGH36_P2_C11	0.594707608938	green3	2	1.4463	0.10969
MGH36_P2_C12	0.808862760014	green3	2	1.0086	0.085425
MGH36_P2_D01	NA	black	0	2.9811	0
MGH36_P2_D02	-0.0474992775223	red	1	3.1857	0.20414
MGH36_P2_D04	NA	black	0	0	0.28214
MGH36_P2_D05	NA	black	0	0	0
MGH36_P2_D06	1.02382235233	green3	2	0.53804	0.1003
MGH36_P2_D07	NA	black	0	4.2051	0
MGH36_P2_D08	NA	black	0	0	0
MGH36_P2_D09	0.260979793672	red	1	2.3161	0.056584
MGH36_P2_D10	NA	black	0	0	0.077243
MGH36_P2_D11	NA	black	0	0	0.9855
MGH36_P2_E01	NA	black	0	3.0604	0
MGH36_P2_E02	NA	black	0	0	0.17377
MGH36_P2_E03	NA	black	0	0	0.056584
MGH36_P2_E04	0.603688986893	green3	2	1.4179	0.11503
MGH36_P2_E06	-0.502207663604	red	1	4.8451	0.056584
MGH36_P2_E07	-0.0992144811005	red	1	3.3245	0.032806
MGH36_P2_E08	NA	black	0	0.51197	0
MGH36_P2_E09	NA	black	0	0	0
MGH36_P2_E10	NA	black	0	0	0.11103
MGH36_P2_F02	0.512992858207	red	1	1.6074	0.13356
MGH36_P2_F03	NA	black	0	0	0
MGH36_P2_F04	0.352919462509	red	1	2.1147	0.02432
MGH36_P2_F06	NA	black	0	0	0.084064
MGH36_P2_F07	-0.06076066069	red	1	3.2085	0.028569
MGH36_P2_F08	NA	black	0	2.986	0
MGH36_P2_F10	NA	black	0	0	0
MGH36_P2_F11	NA	black	0	0	0
MGH36_P2_F12	0.246694062377	red	1	2.2182	0.22033
MGH36_P2_G01	NA	black	0	0.58304	0
MGH36_P2_G02	1.19370052023	green3	2	0.17632	0.1137
MGH36_P2_G03	NA	black	0	0.18396	0
MGH36_P2_G04	NA	black	0	0	0
MGH36_P2_G05	NA	black	0	0	0
MGH36_P2_G07	NA	black	0	4.2955	0
MGH36_P2_G08	NA	black	0	3.7691	0
MGH36_P2_G09	0.64159769794	green3	2	1.4558	0.025738
MGH36_P2_G11	NA	black	0	0	0.098958
MGH36_P2_G12	NA	black	0	0.27858	0
MGH36_P2_H01	NA	black	0	0	0
MGH36_P2_H02	1.03671254117	green3	2	0.53007	0.090853
MGH36_P2_H03	NA	black	0	0.79244	0
MGH36_P2_H04	-0.183157743486	red	1	3.607	0.066261
MGH36_P2_H05	NA	black	0	0	0.031395
MGH36_P2_H06	0.10600029197	red	1	2.7312	0.048236
MGH36_P2_H07	NA	black	0	0	0.12829
MGH36_P2_H10	NA	black	0	3.247	0
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	3.8654	0
MGH53_P5_A04	NA	black	0	3.6467	0
MGH53_P5_A06	NA	black	0	0	0
MGH53_P5_A07	NA	black	0	3.8987	0
MGH53_P5_A08	NA	black	0	2.4141	0
MGH53_P5_A09	NA	black	0	0	0.44996
MGH53_P5_A11	0.110017344432	red	1	2.0718	0.74674
MGH53_P5_B01	NA	black	0	0	0
MGH53_P5_B03	NA	black	0	3.0142	0
MGH53_P5_B04	NA	black	0	0	0
MGH53_P5_B05	NA	black	0	4.4137	0
MGH53_P5_B06	NA	black	0	2.0416	0
MGH53_P5_B07	NA	black	0	0	0.2461
MGH53_P5_B08	NA	black	0	2.0423	0
MGH53_P5_B09	0.402443960841	red	1	1.254	0.52507
MGH53_P5_B10	NA	black	0	3.1294	0
MGH53_P5_B11	NA	black	0	0.46467	0
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	NA	black	0	4.5997	0
MGH53_P5_C02	0.00224878034114	red	1	2.9258	1.419
MGH53_P5_C03	NA	black	0	0	0
MGH53_P5_C04	NA	black	0	0	0
MGH53_P5_C05	NA	black	0	0	0
MGH53_P5_C06	NA	black	0	4.0083	0
MGH53_P5_C07	NA	black	0	2.2216	0
MGH53_P5_C08	NA	black	0	3.2045	0
MGH53_P5_C09	NA	black	0	0	0
MGH53_P5_C10	NA	black	0	3.4467	0
MGH53_P5_C11	NA	black	0	4.6477	0
MGH53_P5_D01	NA	black	0	2.189	0
MGH53_P5_D02	NA	black	0	4.2257	0
MGH53_P5_D04	NA	black	0	4.8885	0
MGH53_P5_D05	NA	black	0	0	0
MGH53_P5_D07	NA	black	0	0	0
MGH53_P5_D08	NA	black	0	2.9503	0
MGH53_P5_D09	NA	black	0	0	0
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	NA	black	0	2.6036	0
MGH53_P5_E02	NA	black	0	2.5775	0
MGH53_P5_E03	NA	black	0	0	0
MGH53_P5_E04	NA	black	0	3.0047	0
MGH53_P5_E06	NA	black	0	1.4436	0
MGH53_P5_E08	NA	black	0	4.6045	0
MGH53_P5_E09	NA	black	0	1.2104	0
MGH53_P5_E11	NA	black	0	0	0
MGH53_P5_F01	NA	black	0	0	0
MGH53_P5_F03	NA	black	0	0	0
MGH53_P5_F05	NA	black	0	5.1559	0
MGH53_P5_F06	NA	black	0	4.8876	0
MGH53_P5_F07	NA	black	0	0	0
MGH53_P5_F08	NA	black	0	4.8163	0
MGH53_P5_F10	NA	black	0	0	0
MGH53_P5_F11	NA	black	0	2.3271	0
MGH53_P5_G01	NA	black	0	0	0
MGH53_P5_G04	NA	black	0	1.4792	0
MGH53_P5_G05	NA	black	0	0	0
MGH53_P5_G07	NA	black	0	3.3907	0
MGH53_P5_G08	NA	black	0	3.7669	0
MGH53_P5_G09	NA	black	0	0.47093	0
MGH53_P5_G10	0.299543834731	red	1	2.0573	0.22651
MGH53_P5_G11	NA	black	0	1.6069	0
MGH53_P5_H02	NA	black	0	5.7436	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	NA	black	0	0	0
MGH53_P5_H05	NA	black	0	0	1.269
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	NA	black	0	0	0
MGH53_P5_H10	NA	black	0	3.7713	0
MGH53_P5_H11	NA	black	0	0	0.16736
MGH53_P6_A01	NA	black	0	0	0
MGH53_P6_A02	NA	black	0	0	0
MGH53_P6_A03	NA	black	0	4.0561	0
MGH53_P6_A04	NA	black	0	3.7079	0
MGH53_P6_A05	NA	black	0	0	0
MGH53_P6_A06	NA	black	0	2.8647	0
MGH53_P6_A07	NA	black	0	5.1429	0
MGH53_P6_A08	0.0424172491361	red	1	2.7679	0.4957
MGH53_P6_A09	NA	black	0	2.128	0
MGH53_P6_A10	0.102619320678	red	1	2.7141	0.11503
MGH53_P6_A11	NA	black	0	0	0
MGH53_P6_A12	NA	black	0	0.38957	0
MGH53_P6_B02	0.279727130773	red	1	1.2035	0.73205
MGH53_P6_B03	NA	black	0	3.4136	0
MGH53_P6_B04	NA	black	0	2.8637	0
MGH53_P6_B05	NA	black	0	0	0
MGH53_P6_B06	NA	black	0	0	0
MGH53_P6_B07	NA	black	0	0	0
MGH53_P6_B09	NA	black	0	0.55385	0
MGH53_P6_B10	NA	black	0	0	0
MGH53_P6_C01	NA	black	0	0	0
MGH53_P6_C03	NA	black	0	0.15704	0
MGH53_P6_C04	NA	black	0	0	0.25459
MGH53_P6_C05	0.428599724858	red	1	1.2642	0.48027
