Cell_name	Zvalue	Color	Cluster	CREB1	STMN1
MGH53_P6_B07	-0.508082382808	red	1	0.14274	5.5617
MGH53_P6_B09	NA	black	0	0	6.335
MGH53_P6_B10	-0.572496751094	red	1	1.4657	0.41792
MGH53_P6_C01	NA	black	0	0	0
MGH53_P6_C03	NA	black	0	0	0.67536
MGH53_P6_C04	-1.03729083224	red	1	0.044044	6.6026
MGH53_P6_C05	0.872613801267	red	1	3.7166	5.3927
MGH53_P6_C06	-1.90831996892	red	1	3.0772	1.9332
MGH53_P6_C07	1.59484999083	green3	2	0.063503	0.26183
MGH53_P6_C08	NA	black	0	0.36625	0
MGH53_P6_C09	NA	black	0	0	0
MGH53_P6_C10	-0.409018718806	red	1	0.077243	5.2593
MGH53_P6_C11	-0.557685301696	red	1	0.1137	5.6436
MGH53_P6_C12	NA	black	0	0	5.9546
MGH53_P6_D01	-3.44865168428	black	0	3.4826	0.73292
MGH53_P6_D02	-0.887072184085	red	1	0.20539	6.5934
MGH53_P6_D03	-0.311627916826	red	1	0.21909	5.1479
MGH53_P6_D05	0.562236757644	red	1	0.67446	0.9115
MGH53_P6_D07	NA	black	0	0	6.293
MGH53_P6_D08	-0.155733342508	red	1	0.4351	4.8653
MGH53_P6_D09	0.0833933101634	red	1	0.096262	4.1017
MGH53_P6_D10	0.186908356881	red	1	3.2046	4.7087
MGH53_P6_D11	-0.629215865463	red	1	0.18777	5.9216
MGH53_P6_D12	NA	black	0	0	5.6708
MGH53_P6_E01	NA	black	0	0	3.7512
MGH53_P6_E02	NA	black	0	0	0.39397
MGH53_P6_E03	NA	black	0	0	0
MGH53_P6_E04	NA	black	0	0	4.8804
MGH53_P6_E05	0.35981928827	red	1	0.36401	3.1228
MGH53_P6_E06	NA	black	0	0	0
MGH53_P6_E07	NA	black	0	0	4.6832
MGH53_P6_E08	NA	black	0	0	5.2923
MGH53_P6_E09	-0.574697814815	red	1	0.2228	5.8391
MGH53_P6_E10	2.76745371242	black	0	3.9395	7.154
MGH53_P6_F01	0.0132162384767	red	1	0.097611	4.2723
MGH53_P6_F02	1.33826807183	green3	2	0.20038	0.40926
MGH53_P6_F03	NA	black	0	0	6.9532
MGH53_P6_F04	NA	black	0	0	4.2654
MGH53_P6_F05	1.38694240533	green3	2	0.04684	0.88518
MGH53_P6_F06	1.0349852668	red	1	2.8622	6.0686
MGH53_P6_F07	NA	black	0	3.0495	0
MGH53_P6_F08	0.0731335451905	red	1	0.21909	4.1101
MGH53_P6_F09	-0.108494938109	red	1	3.3262	4.3459
MGH53_P6_F10	-0.998631615429	red	1	0.36737	7.3303
MGH53_P6_G01	NA	black	0	0	0
MGH53_P6_G02	NA	black	0	0	5.3023
MGH53_P6_G03	NA	black	0	0	5.5704
MGH53_P6_G04	-0.326065751266	red	1	0.096262	5.0822
MGH53_P6_G05	0.037700139367	red	1	2.0356	4.5207
MGH53_P6_G06	-0.0606679053537	red	1	0.95084	5.0306
MGH53_P6_G07	NA	black	0	0	5.854
MGH53_P6_G08	NA	black	0	0	0.80983
MGH53_P6_G09	0.52810549191	red	1	2.8482	5.275
MGH53_P6_G10	NA	black	0	0	3.5762
MGH53_P6_G11	0.849856888723	red	1	4.0405	5.2871
MGH53_P6_H01	0.331346368221	red	1	0.3471	3.2431
MGH53_P6_H02	0.549282136031	red	1	2.724	5.3718
MGH53_P6_H03	NA	black	0	0	0.52707
MGH53_P6_H04	NA	black	0	0	0
MGH53_P6_H05	-0.162493090702	red	1	0.19912	4.7409
MGH53_P6_H07	NA	black	0	1.976	0
MGH53_P6_H09	-0.553121826277	red	1	0.038436	5.5443
MGH53_P6_H10	-0.5262024004	red	1	0.090853	5.5429
MGH53_P6_H11	NA	black	0	0	7.2372
MGH53_P7_A01	NA	black	0	0	6.7654
MGH53_P7_A02	-0.522154024381	red	1	0.17377	5.6355
MGH53_P7_A03	NA	black	0	0	6.9013
MGH53_P7_A04	-0.20455465884	red	1	2.7523	4.1119
MGH53_P7_A05	0.0292467005524	red	1	1.6323	4.5509
MGH53_P7_A06	NA	black	0	0	5.2282
MGH53_P7_A07	0.0184671796726	red	1	1.2376	5.3219
MGH53_P7_A09	0.360462277348	red	1	4.383	4.8244
MGH53_P7_A11	NA	black	0	0	0
MGH53_P7_A12	1.10726646781	green3	2	0.1635	1.2654
MGH53_P7_B01	-2.40139856957	black	0	2.7527	0.68527
MGH53_P7_B02	NA	black	0	0.10299	0
MGH53_P7_B03	NA	black	0	0	0.90997
MGH53_P7_B04	NA	black	0	0.096262	0
MGH53_P7_B05	1.4929531405	green3	2	0.08134	0.46989
MGH53_P7_B06	NA	black	0	0	0.23511
MGH53_P7_B07	0.236695865352	red	1	0.77905	2.6119
MGH53_P7_B08	NA	black	0	0	6.7547
MGH53_P7_B10	0.768930971259	red	1	2.1894	6.4512
MGH53_P7_B11	0.677562758231	red	1	0.59072	0.87814
MGH53_P7_B12	NA	black	0	0	5.6184
MGH53_P7_C01	-0.308782448157	red	1	0.69777	5.9313
MGH53_P7_C02	NA	black	0	0	0
MGH53_P7_C03	NA	black	0	0	5.2641
MGH53_P7_C04	NA	black	0	0	5.5667
MGH53_P7_C05	-0.241882116017	red	1	0.1003	4.8858
MGH53_P7_C06	NA	black	0	0	2.8901
MGH53_P7_C07	1.08824643057	green3	2	3.2815	5.8284
MGH53_P7_C09	1.3223200868	green3	2	0.22404	0.34596
MGH53_P7_C11	0.933162433973	red	1	2.8718	5.8987
MGH53_P7_C12	-0.474209945547	red	1	0.53007	6.1516
MGH53_P7_D01	NA	black	0	0.17505	0
MGH53_P7_D02	NA	black	0	0	0
MGH53_P7_D03	0.884385621641	red	1	3.242	5.5912
MGH53_P7_D04	1.16445257711	green3	2	0.23511	0.81311
MGH53_P7_D05	NA	black	0	2.5991	0
MGH53_P7_D06	-0.274640127205	red	1	0.14143	4.9915
MGH53_P7_D07	NA	black	0	0	5.412
MGH53_P7_D10	NA	black	0	0.20539	0
MGH53_P7_D11	-0.408096640481	red	1	0.13356	5.3102
MGH53_P7_D12	NA	black	0	0	5.0144
MGH53_P7_E01	NA	black	0	0.11902	0
MGH53_P7_E02	NA	black	0	0.22774	0
MGH53_P7_E03	NA	black	0	0	2.9117
MGH53_P7_E04	NA	black	0	0	6.8177
MGH53_P7_E05	NA	black	0	0	7.1804
MGH53_P7_E06	-0.014889974282	red	1	0.38847	4.3693
MGH53_P7_E07	-0.54381166229	red	1	0.067639	5.5564
MGH53_P7_E08	-1.20158837726	red	1	0.13093	7.1572
MGH53_P7_E09	-0.254114579705	red	1	0.60975	5.466
MGH53_P7_E10	-0.973745807044	red	1	0.16864	6.7206
MGH53_P7_E11	1.05880945167	red	1	0.075875	1.6613
MGH53_P7_E12	-0.44029625432	red	1	0.053806	5.309
MGH53_P7_F01	NA	black	0	3.7732	0
MGH53_P7_F02	NA	black	0	0	5.6537
MGH53_P7_F04	1.3561550267	green3	2	0.20914	0.30918
MGH53_P7_F05	NA	black	0	0	0
MGH53_P7_F06	-0.561043999944	red	1	0.21537	5.7925
MGH53_P7_F08	NA	black	0	0	6.6059
MGH53_P7_F09	NA	black	0	0	6.406
MGH53_P7_F10	-3.90566905035	black	0	3.4759	0.24001
MGH53_P7_F11	-3.84890688906	black	0	4.2887	1.384
MGH53_P7_F12	-0.2568956421	red	1	0.62854	5.5157
MGH53_P7_G01	-0.040782251673	red	1	0.20414	4.4195
MGH53_P7_G03	0.770950261135	red	1	3.7881	5.2697
MGH53_P7_G04	NA	black	0	0	5.1677
MGH53_P7_G05	NA	black	0	0	0
MGH53_P7_G06	NA	black	0	0	5.1318
MGH53_P7_G07	NA	black	0	0	5.6075
MGH53_P7_G08	-0.55443128008	red	1	0.084064	5.5997
MGH53_P7_G09	NA	black	0	0	6.8819
MGH53_P7_G10	NA	black	0	0	5.6706
MGH53_P7_G11	0.364192450841	red	1	0.044044	3.4482
MGH53_P7_G12	1.31095507225	green3	2	2.6702	6.78
MGH53_P7_H01	-1.20201511291	red	1	0.20414	7.3553
MGH53_P7_H02	1.23708157114	green3	2	3.6606	5.7968
MGH53_P7_H03	NA	black	0	0	0
MGH53_P7_H04	-0.349680914057	red	1	0.49262	5.6188
MGH53_P7_H05	NA	black	0	0	5.2278
MGH53_P7_H06	-0.853940896316	red	1	0.1375	6.374
MGH53_P7_H07	NA	black	0	0	0
MGH53_P7_H08	NA	black	0	0	6.2404
MGH53_P7_H10	NA	black	0	0	0.4049
MGH53_P7_H11	1.21110352749	green3	2	2.7353	6.5053
MGH53_P7_H12	0.659882605929	red	1	0.22651	2.4179
MGH53_P8_A01	0.179874128122	red	1	1.7891	5.1656
MGH53_P8_A02	-0.866626040899	red	1	0.064883	6.2711
MGH53_P8_A03	1.64544420057	green3	2	0.04684	0.19409
MGH53_P8_A04	NA	black	0	0	2.5462
MGH53_P8_A05	-0.844944557359	red	1	2.426	2.7297
MGH53_P8_A06	NA	black	0	0	0
MGH53_P8_A07	-0.691796964764	red	1	0.053806	5.869
MGH53_P8_A08	-0.562353565944	red	1	0.096262	5.6327
MGH53_P8_A09	-1.41059721419	red	1	0.21785	7.8957
MGH53_P8_A10	-0.922952088097	red	1	0.10434	6.4686
MGH53_P8_A11	1.27372528325	green3	2	0.21164	0.56365
MGH53_P8_A12	NA	black	0	0	0
MGH53_P8_B03	NA	black	0	0	2.6064
MGH53_P8_B04	NA	black	0	0	4.066
MGH53_P8_B08	NA	black	0	0	5.1483
MGH53_P8_B09	NA	black	0	0	5.1445
MGH53_P8_B10	NA	black	0	0	6.0646
MGH53_P8_B11	-1.12577548472	red	1	0.038436	6.7794
MGH53_P8_B12	NA	black	0	0	6.4029
MGH53_P8_C01	-0.380529756147	red	1	0.12961	5.2399
MGH53_P8_C02	0.506979992798	red	1	0.19409	2.9201
MGH53_P8_C03	-0.555284659513	red	1	0.08134	5.5984
MGH53_P8_C04	-2.50557805841	black	0	4.2663	2.4521
MGH53_P8_C08	-0.0472621711107	red	1	1.2491	3.1852
MGH53_P8_C09	NA	black	0	0	6.2954
MGH53_P8_C10	-0.0856036878878	red	1	1.2969	2.9482
MGH53_P8_C11	NA	black	0	0.31267	0
MGH53_P8_C12	-1.15678058274	red	1	0.23389	7.3314
MGH53_P8_D01	2.04305913221	green3	2	3.5545	6.7552
MGH53_P8_D02	NA	black	0	0	0.15963
MGH53_P8_D03	NA	black	0	0	6.4811
MGH53_P8_D04	0.592882397511	red	1	0.10702	2.8139
MGH53_P8_D05	1.37401158665	green3	2	0.028569	0.97966
MGH53_P8_D06	-0.745412208741	red	1	2.7696	3.2557
MGH53_P8_D07	1.28932986954	green3	2	2.1545	8.0795
MGH53_P8_D08	NA	black	0	0	5.55
MGH53_P8_D09	NA	black	0	0	3.7801
MGH53_P8_D10	NA	black	0	0	4.9728
MGH53_P8_D11	NA	black	0	0	5.3941
MGH53_P8_E01	NA	black	0	0	4.4431
MGH53_P8_E03	NA	black	0	0	3.7994
MGH53_P8_E04	-0.20483391844	red	1	0.26424	4.8936
MGH53_P8_E05	-0.864360894445	red	1	1.7429	0.90381
MGH53_P8_E06	0.750189724951	red	1	3.2308	5.4244
MGH53_P8_E07	NA	black	0	0	3.91
MGH53_P8_E08	0.768433533189	red	1	3.225	5.4503
MGH53_P8_E09	NA	black	0	0	4.8049
MGH53_P8_E10	NA	black	0	0	5.1187
MGH53_P8_E11	NA	black	0	0	4.4475
MGH53_P8_F01	1.17841769592	green3	2	0.24975	0.70133
MGH53_P8_F02	0.00383723435025	red	1	0.59646	4.3135
MGH53_P8_F04	NA	black	0	0	3.3773
MGH53_P8_F05	NA	black	0	0	0.55876
MGH53_P8_F06	-0.379923389829	red	1	0.22897	5.3384
MGH53_P8_F07	NA	black	0	0	6.5659
MGH53_P8_F08	NA	black	0	0	5.1429
MGH53_P8_F09	NA	black	0	0	6.7792
MGH53_P8_F11	0.954747126013	red	1	0.12433	1.8148
MGH53_P8_G01	0.644532374803	red	1	0.2461	2.4222
MGH53_P8_G02	0.0524824422929	red	1	1.5768	4.7223
MGH53_P8_G03	-0.209218202338	red	1	0.14796	4.8336
MGH53_P8_G04	NA	black	0	0	1.4082
MGH53_P8_G05	NA	black	0	0	4.6658
MGH53_P8_G06	0.271136332596	red	1	0.55778	3.1304
MGH53_P8_G07	NA	black	0	0	0.51702
MGH53_P8_G08	NA	black	0	1.9115	0
MGH53_P8_G09	NA	black	0	0.10836	0
MGH53_P8_G10	NA	black	0	1.4714	0
MGH53_P8_G11	0.246089294901	red	1	0.10165	3.6992
MGH53_P8_G12	-0.447029736866	red	1	0.31615	5.6364
MGH53_P8_H01	0.853463295444	red	1	0.38847	1.2388
MGH53_P8_H02	-0.197456424229	red	1	0.089498	4.7747
MGH53_P8_H03	-0.527581439673	red	1	0.10836	5.5666
MGH53_P8_H04	NA	black	0	0	1.2875
MGH53_P8_H05	NA	black	0	0	0
MGH53_P8_H06	0.235935371201	red	1	3.6612	4.7404
MGH53_P8_H07	NA	black	0	4.993	0
MGH53_P8_H08	0.0836793140731	red	1	0.29278	4.0654
MGH53_P8_H09	-4.30215926207	black	0	3.758	0.31499
MGH53_P8_H10	1.17295523338	green3	2	2.6318	6.5825
MGH53_P8_H11	0.354773418623	red	1	0.073135	3.4494
MGH53_P8_H12	-0.38421165003	red	1	0.79494	6.7125
MGH53_P1_A03	0.827749179734	red	1	2.4764	6.1169
MGH53_P1_A04	NA	black	0	0	4.9191
MGH53_P1_A06	1.34884743636	green3	2	3.054	6.357
MGH53_P1_A07	-0.85695273836	red	1	0.12961	6.366
MGH53_P1_A08	2.03266849324	green3	2	4.255	6.2562
MGH53_P1_B04	NA	black	0	0	0.59264
MGH53_P1_B08	NA	black	0	0	5.4775
MGH53_P1_B09	NA	black	0	0	5.6105
MGH53_P1_B11	0.20652353765	red	1	0.14535	3.7777
MGH53_P1_C03	0.120340777477	red	1	0.056584	4.0199
MGH53_P1_C06	-3.03690138151	black	0	3.6613	1.4049
MGH53_P1_C09	NA	black	0	0	4.1667
MGH53_P1_C10	NA	black	0	0	4.8678
MGH53_P1_D01	0.014759881669	red	1	0.21537	4.2704
MGH53_P1_D05	NA	black	0	0	3.9835
MGH53_P1_D12	NA	black	0	0	0
MGH53_P1_E09	0.368697479224	red	1	0.12433	3.373
MGH53_P1_E12	1.35754804692	green3	2	0.071763	0.87735
MGH53_P12_A01	NA	black	0	2.147	0
MGH53_P12_A02	-1.13423985883	red	1	0.088142	6.905
MGH53_P12_A03	0.781082231199	red	1	3.0409	5.5568
MGH53_P12_A04	-0.753687891856	red	1	0.025738	5.9642
MGH53_P12_A05	NA	black	0	0	4.8667
MGH53_P12_A06	NA	black	0	0	6.6633
MGH53_P12_A08	-0.666012443294	red	1	1.6164	1.0236
MGH53_P12_A09	NA	black	0	0	7.1605
MGH53_P12_A10	-0.0894151691663	red	1	1.0649	6.0475
MGH53_P12_A11	-0.214373805641	red	1	2.0759	3.8046
MGH53_P12_A12	-0.723188489165	red	1	0.10836	6.0203
MGH53_P12_B01	1.60328391873	green3	2	3.223	6.5385
MGH53_P12_B02	NA	black	0	0	0
MGH53_P12_B03	NA	black	0	0	0.60881
MGH53_P12_B04	1.49484619541	green3	2	0.12697	0.26903
MGH53_P12_B05	0.52949223857	red	1	3.1574	5.1633
MGH53_P12_B06	NA	black	0	0.052416	0
MGH53_P12_B07	1.54709994304	green3	2	0.053806	0.43189
MGH53_P12_B08	NA	black	0	0	5.974
MGH53_P12_B09	0.0146596821305	red	1	0.051024	4.2678
MGH53_P12_B11	-1.82995511765	red	1	3.1587	2.1339
MGH53_P12_B12	1.1331520918	green3	2	0.28451	0.69243
MGH53_P12_C01	-0.030022421561	red	1	0.064883	4.3731
MGH53_P12_C02	NA	black	0	0	6.4441
MGH53_P12_C03	-3.8365904932	black	0	3.8891	0.93433
MGH53_P12_C04	NA	black	0	3.3248	0
MGH53_P12_C05	NA	black	0	0	5.4553
MGH53_P12_C06	-0.526363208226	red	1	0.25338	5.7599
MGH53_P12_C07	NA	black	0	0	6.8428
MGH53_P12_C08	-0.767650059542	red	1	0.10568	6.118
MGH53_P12_C09	NA	black	0	0	5.6826
MGH53_P12_C10	NA	black	0	0	0
MGH53_P12_C11	-0.425342139786	red	1	0.10165	5.32
MGH53_P12_C12	1.47265747272	green3	2	3.7168	6.016
MGH53_P12_D01	NA	black	0	0	0
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	-0.972592358931	red	1	0.25096	6.9174
MGH53_P12_D04	NA	black	0	0	0.51602
MGH53_P12_D05	NA	black	0	0	6.0225
MGH53_P12_D06	-0.290178363666	red	1	0.09356	4.9958
MGH53_P12_D07	0.479296706002	red	1	0.041243	3.1757
MGH53_P12_D08	NA	black	0	0	6.2066
MGH53_P12_D09	-0.347371751185	red	1	0.3115	5.3431
MGH53_P12_D10	0.73458242179	red	1	2.8335	5.6114
MGH53_P12_D11	-0.244177804648	red	1	0.066261	4.8717
MGH53_P12_D12	-0.0999317118654	red	1	0.77737	4.9825
MGH53_P12_E01	NA	black	0	0	2.3179
MGH53_P12_E02	NA	black	0	0	0.86076
MGH53_P12_E03	NA	black	0	1.4657	0
MGH53_P12_E04	-0.516684626008	red	1	0.34255	5.882
MGH53_P12_E05	-0.735698399363	red	1	0.13488	6.0924
MGH53_P12_E06	NA	black	0	0	6.9628
MGH53_P12_E07	NA	black	0	0	6.3804
MGH53_P12_E08	NA	black	0	0	0
MGH53_P12_E09	NA	black	0	0	5.6036
MGH53_P12_E10	0.0565946310561	red	1	1.3242	5.4663
MGH53_P12_E12	-0.781094440789	red	1	0.034216	6.0356
MGH53_P12_F01	-0.179383813252	red	1	0.26063	4.8201
MGH53_P12_F02	NA	black	0	0	6.0567
MGH53_P12_F03	NA	black	0	0	5.0191
MGH53_P12_F04	1.14586390962	green3	2	3.9791	5.5781
MGH53_P12_F06	-0.110182030189	red	1	0.04684	4.5554
MGH53_P12_F07	1.1139001452	green3	2	0.17377	1.2104
MGH53_P12_F08	-0.594912940464	red	1	2.9338	3.589
MGH53_P12_F09	-4.04684981007	black	0	4.2642	1.1991
MGH53_P12_F10	-0.359994691089	red	1	0.25338	5.3118
MGH53_P12_F11	-0.114634605032	red	1	0.8496	5.2284
MGH53_P12_F12	-0.567270744064	red	1	0.79244	7.6727
MGH53_P12_G01	NA	black	0	0	7.6821
MGH53_P12_G03	NA	black	0	0	5.8437
MGH53_P12_G04	-0.133764492628	red	1	0.070389	4.6172
MGH53_P12_G07	-0.256554848463	red	1	0.12168	4.9341
MGH53_P12_G08	1.67416668906	green3	2	5.3252	5.6354
MGH53_P12_G09	1.57395597171	green3	2	0.070389	0.29042
MGH53_P12_G10	1.81547047991	green3	2	3.2759	6.76
MGH53_P12_G11	0.602985453784	red	1	4.6683	4.9966
MGH53_P12_G12	-0.169768388769	red	1	0.35389	4.8518
MGH53_P12_H01	-0.847043926872	red	1	0.29748	6.7087
MGH53_P12_H02	-0.10242057694	red	1	1	5.7119
MGH53_P12_H03	0.683222494514	red	1	2.9968	5.4393
MGH53_P12_H04	NA	black	0	3.438	0
MGH53_P12_H05	NA	black	0	0	4.3402
MGH53_P12_H06	-0.519541415992	red	1	0.044044	5.4762
MGH53_P12_H07	0.510417055355	red	1	2.176	5.7658
MGH53_P12_H08	NA	black	0	0	4.1022
MGH53_P12_H09	1.14831254351	green3	2	0.26063	0.75275
MGH53_P12_H10	0.553967371999	red	1	2.3926	5.6244
MGH53_P12_H11	-0.336768175636	red	1	0.070389	5.0876
MGH53_P12_H12	-0.918524917237	red	1	0.085425	6.4227
MGH53_P2_A09	0.0336844668613	red	1	0.074505	4.2231
MGH53_P2_A11	0.0749352546591	red	1	0.066261	4.1257
MGH53_P2_A12	-0.770503666772	red	1	0.08134	6.085
MGH53_P2_B05	-1.0289173942	red	1	0.074505	6.645
MGH53_P2_B07	NA	black	0	0.074505	0
MGH53_P2_B09	0.745392135835	red	1	2.0837	6.631
MGH53_P2_B10	0.647903746121	red	1	0.57046	1.1916
MGH53_P2_C01	NA	black	0	0	6.5728
MGH53_P2_C02	0.438223804195	red	1	0.048236	3.2677
MGH53_P2_C03	NA	black	0	0	5.0075
MGH53_P2_C07	NA	black	0	0.43936	0
MGH53_P2_C09	NA	black	0	0	6.2263
MGH53_P2_D01	-4.24956770893	black	0	3.7848	0.40599
MGH53_P2_D02	0.4842695816	red	1	2.3366	5.52
MGH53_P2_D07	NA	black	0	0	4.8903
MGH53_P2_D08	NA	black	0	0.73898	0
MGH53_P2_D12	-0.110793620223	red	1	0.90997	5.378
MGH53_P2_E04	0.0425784880351	red	1	3.1447	4.5226
MGH53_P2_E10	0.450055642506	red	1	3.799	4.9473
MGH53_P2_F02	-0.542016342857	red	1	1.9111	2.5936
MGH53_P2_F03	-0.565522941492	red	1	0.092207	5.635
MGH53_P2_F04	-0.622483403294	red	1	3.0241	3.5973
MGH53_P2_F05	1.23512638957	green3	2	2.7757	6.4938
MGH53_P2_G02	NA	black	0	0.11902	0
MGH53_P2_G07	0.210883915439	red	1	2.2765	4.9188
MGH53_P2_H01	0.735011894369	red	1	2.7231	5.6913
MGH53_P10_A01	0.0866771136938	red	1	0.98768	2.8673
MGH53_P10_A02	NA	black	0	0	7.4046
MGH53_P10_A03	NA	black	0	0	6.5485
MGH53_P10_A04	-0.267584906107	red	1	0.071763	4.929
MGH53_P10_A05	NA	black	0	0	0.66357
MGH53_P10_A06	NA	black	0	0	5.5031
MGH53_P10_A07	NA	black	0	0	0
MGH53_P10_A08	NA	black	0	0.098958	0
MGH53_P10_A09	1.16240904457	green3	2	2.5221	6.7408
MGH53_P10_A10	1.27938832137	green3	2	0.24001	0.40926
MGH53_P10_A11	0.137867165104	red	1	0.075875	3.9738
MGH53_P10_A12	NA	black	0	0	4.3558
MGH53_P10_B01	NA	black	0	0	0
MGH53_P10_B02	0.777557930337	red	1	3.4563	5.3726
MGH53_P10_B03	NA	black	0	0	6.0273
MGH53_P10_B04	NA	black	0	0	5.8295
MGH53_P10_B05	NA	black	0	0	6.1697
MGH53_P10_B06	-0.247456875844	red	1	0.91609	6.5212
MGH53_P10_B07	NA	black	0	0	5.1873
MGH53_P10_B08	-0.525751438768	red	1	0.24489	5.7453
MGH53_P10_B09	NA	black	0	0.08134	0
MGH53_P10_B10	NA	black	0	0	0
MGH53_P10_B11	NA	black	0	0	4.7992
MGH53_P10_B12	-0.883325000393	red	1	0.067639	6.3126
MGH53_P10_C01	0.856883319423	red	1	2.5772	6.0521
MGH53_P10_C02	NA	black	0	0.059355	0
MGH53_P10_C03	NA	black	0	0	0
MGH53_P10_C04	NA	black	0	0	6.014
MGH53_P10_C05	NA	black	0	0	0
MGH53_P10_C06	NA	black	0	0	0
MGH53_P10_C07	NA	black	0	0	6.3728
MGH53_P10_C08	NA	black	0	0	5.3698
MGH53_P10_C09	-1.20317266611	red	1	0.123	7.1408
MGH53_P10_C10	NA	black	0	0.18396	0
MGH53_P10_C11	-1.13051137277	red	1	0.24489	7.2984
MGH53_P10_C12	1.25473682034	green3	2	0.20163	0.66903
MGH53_P10_D01	NA	black	0	0	7.2811
MGH53_P10_D02	-0.669474732222	red	1	0.082703	5.8595
MGH53_P10_D03	NA	black	0	0	6.1477
MGH53_P10_D04	NA	black	0	0	4.907
MGH53_P10_D05	NA	black	0	0	0.96051
MGH53_P10_D06	NA	black	0	0	4.6116
MGH53_P10_D07	-0.650593022131	red	1	0.11636	5.8643
MGH53_P10_D08	NA	black	0	0	6.6608
MGH53_P10_D09	1.1023036825	green3	2	3.0864	5.9795
MGH53_P10_D12	NA	black	0	0	7.6444
MGH53_P10_E01	NA	black	0	0.13093	0
MGH53_P10_E03	0.257963799243	red	1	2.4735	4.948
MGH53_P10_E04	1.00568976916	red	1	0.029983	1.9084
MGH53_P10_E05	NA	black	0	2.7575	0
MGH53_P10_E06	1.54731120168	green3	2	0.089498	0.28333
MGH53_P10_E07	0.0409287218319	red	1	1.2987	5.3232
MGH53_P10_E08	NA	black	0	0	3.8157
MGH53_P10_E09	NA	black	0	0	4.9443
MGH53_P10_E10	-0.530704445716	red	1	0.10702	5.5723
MGH53_P10_E11	-0.777106746705	red	1	0.074505	6.0889
MGH53_P10_E12	NA	black	0	0.1776	0
MGH53_P10_F01	NA	black	0	3.318	0
MGH53_P10_F02	0.00162980314033	red	1	1.2035	5.9966
MGH53_P10_F03	NA	black	0	0	4.8079
MGH53_P10_F04	0.11122953712	red	1	3.03	4.6159
MGH53_P10_F05	-1.41267021511	red	1	0.13093	7.6301
MGH53_P10_F06	NA	black	0	0	0.55189
MGH53_P10_F07	1.53326690205	green3	2	0.086784	0.33457
MGH53_P10_F08	0.242367460959	red	1	2.9577	4.8097
MGH53_P10_F09	-1.4908717416	red	1	2.0282	0.29278
MGH53_P10_F10	-0.144686355537	red	1	0.14274	4.6702
MGH53_P10_F12	NA	black	0	0	0.18396
MGH53_P10_G01	NA	black	0	0	0.23634
MGH53_P10_G02	1.52352382123	green3	2	0.1137	0.24489
MGH53_P10_G03	NA	black	0	0.053806	0
MGH53_P10_G04	NA	black	0	0	4.4226
MGH53_P10_G05	NA	black	0	3.0249	0
MGH53_P10_G07	NA	black	0	0	5.7307
MGH53_P10_G08	-0.0537788305234	red	1	0.15704	4.4451
MGH53_P10_G09	1.25656775644	green3	2	3.2008	6.101
MGH53_P10_G11	-0.327358537426	red	1	0.041243	5.0452
MGH53_P10_H01	-0.407593949396	red	1	3.1629	3.9398
MGH53_P10_H02	NA	black	0	0	5.5501
MGH53_P10_H04	1.49484619541	green3	2	0.12697	0.26903
MGH53_P10_H05	0.372900845886	red	1	2.6362	5.105
MGH53_P10_H06	-1.28234591359	red	1	0.085425	7.2216
MGH53_P10_H07	-0.419365241924	red	1	0.070389	5.2768
MGH53_P10_H08	-0.250454358517	red	1	0.082703	4.8957
MGH53_P10_H09	-0.648881199556	red	1	3.945	3.9048
MGH53_P10_H10	-0.421206938377	red	1	0.077243	5.2873
MGH53_P10_H11	-0.375257169623	red	1	0.21412	5.3101
MGH53_P11_A01	NA	black	0	0	0.18269
MGH53_P11_A02	NA	black	0	0.28214	0
MGH53_P11_A03	0.381259745342	red	1	3.1434	4.9703
MGH53_P11_A04	0.907352605723	red	1	2.4908	6.2633
MGH53_P11_A06	NA	black	0	0	3.449
MGH53_P11_A08	-0.893092729146	red	1	0.14535	6.4809
MGH53_P11_A09	0.228735602154	red	1	0.053806	3.7644
MGH53_P11_A10	0.841360053828	red	1	2.5168	6.0935
MGH53_P11_A11	NA	black	0	0	0.69777
MGH53_P11_A12	-3.77677020308	black	0	3.4756	0.37518
MGH53_P11_B01	NA	black	0	0	5.3132
MGH53_P11_B02	-0.643208971841	red	1	0.15316	5.9017
MGH53_P11_B04	NA	black	0	0	5.0945
MGH53_P11_B05	NA	black	0	0	6.1099
MGH53_P11_B06	1.16049364319	green3	2	0.12961	1.2253
MGH53_P11_B07	1.46814241307	green3	2	0.11103	0.41684
MGH53_P11_B08	0.396944962839	red	1	1.6475	6.7735
MGH53_P11_B09	1.19094603245	green3	2	3.4316	5.8652
MGH53_P11_B11	NA	black	0	0	4.2466
MGH53_P11_B12	0.665007551205	red	1	2.0618	6.432
MGH53_P11_C01	-0.732181188405	red	1	0.11636	6.0538
MGH53_P11_C02	NA	black	0	0	5.4154
MGH53_P11_C03	NA	black	0	0	5.6335
MGH53_P11_C04	1.29734818644	green3	2	2.5876	6.8948
MGH53_P11_C05	-0.548243296027	red	1	0.25217	5.8163
MGH53_P11_C06	-0.162513242678	red	1	0.11103	4.7009
MGH53_P11_C07	-0.425583825075	red	1	1.3846	0.57725
MGH53_P11_C08	-2.83188682766	black	0	2.8466	0.27262
MGH53_P11_C09	0.0748646843164	red	1	1.3127	6.1553
