Cell_name	Zvalue	Color	Cluster	PARP1	SH3BP2
MGH36_P7_H12	NA	black	0	0	0.32308
MGH36_P5_A02	NA	black	0	3.1557	0
MGH36_P5_A03	-0.121478693904	red	1	2.9993	0.9486
MGH36_P5_A05	0.156344533193	red	1	1.9742	0.29983
MGH36_P5_A06	-0.0602368363725	red	1	5.6081	0.38184
MGH36_P5_A07	-0.0456807867758	red	1	3.6024	0.22651
MGH36_P5_A08	NA	black	0	0	0.36177
MGH36_P5_A09	NA	black	0	0	1.9195
MGH36_P5_B02	-0.427399927801	red	1	5.5993	0.18142
MGH36_P5_B03	-0.308709875793	red	1	4.3381	0.044044
MGH36_P5_B04	NA	black	0	0	0.60502
MGH36_P5_B05	0.495735756986	green3	2	1.4463	0.12168
MGH36_P5_B06	NA	black	0	0	0.15963
MGH36_P5_B07	NA	black	0	0	0.094912
MGH36_P5_B08	NA	black	0	0	0.13488
MGH36_P5_B09	0.203504858662	red	1	2.6201	0.084064
MGH36_P5_B10	NA	black	0	0	0
MGH36_P5_B11	0.637941103445	green3	2	1.338	0.052416
MGH36_P5_C01	NA	black	0	2.8819	0
MGH36_P5_C02	NA	black	0	0	0.090853
MGH36_P5_C03	NA	black	0	0	0.049631
MGH36_P5_C04	-0.28702977639	red	1	4.2765	0.048236
MGH36_P5_C05	-0.273043861962	red	1	4.3702	0.098958
MGH36_P5_C06	-0.304450485494	red	1	4.2886	0.029983
MGH36_P5_C09	-0.15771846238	red	1	3.9684	0.12168
MGH36_P5_C11	-0.284033476371	red	1	5.1375	0.22404
MGH36_P5_C12	NA	black	0	0.12697	0
MGH36_P5_D01	NA	black	0	4.2187	0
MGH36_P5_D02	1.00586642008	green3	2	0.096262	0.073135
MGH36_P5_D03	-0.195888844253	red	1	3.987	0.056584
MGH36_P5_D04	-0.637450614411	red	1	5.3787	0.029983
MGH36_P5_D06	2.18417600251	black	0	5.139	1.8536
MGH36_P5_D07	0.975258807851	green3	2	4.7932	1.2197
MGH36_P5_D08	0.936462185003	green3	2	0.044044	0.10568
MGH36_P5_D09	NA	black	0	0	0.088142
MGH36_P5_D11	NA	black	0	0	0.13225
MGH36_P5_D12	NA	black	0	0	0
MGH36_P5_E01	0.0255673205045	red	1	3.5949	0.54201
MGH36_P5_E02	0.0359081854561	red	1	3.2043	0.084064
MGH36_P5_E03	NA	black	0	0	0.097611
MGH36_P5_E05	NA	black	0	0	0.27381
MGH36_P5_E07	0.970068955929	green3	2	0.03984	0.09356
MGH36_P5_E08	-0.309115528075	red	1	4.898	0.17632
MGH36_P5_E09	NA	black	0	0	1.3098
MGH36_P5_E10	-0.320414291461	red	1	4.6753	0.12697
MGH36_P5_E11	-0.35298713514	red	1	5.2087	0.18523
MGH36_P5_F02	-0.552158751915	red	1	5.3916	0.084064
MGH36_P5_F04	0.693839761407	green3	2	0.42546	0.15963
MGH36_P5_F05	0.572719616509	green3	2	1.4179	0.077243
MGH36_P5_F06	NA	black	0	0	0.062122
MGH36_P5_F07	NA	black	0	0	0.088142
MGH36_P5_F08	0.194576030039	red	1	2.6093	0.10434
MGH36_P5_F09	NA	black	0	0	0.10165
MGH36_P5_F10	-0.0991005828561	red	1	3.1341	1.2945
MGH36_P5_F11	NA	black	0	0	0.63506
MGH36_P5_G01	0.537669611117	green3	2	0.95233	0.17121
MGH36_P5_G02	NA	black	0	4.4128	0
MGH36_P5_G04	NA	black	0	4.4095	0
MGH36_P5_G06	0.772569331554	green3	2	0.25822	0.14535
MGH36_P5_G07	NA	black	0	0	0.32769
MGH36_P5_G08	-0.475247034844	red	1	5.2707	0.1137
MGH36_P5_G09	-0.61326827272	red	1	5.2542	0.02148
MGH36_P5_G10	-0.316120332991	red	1	4.3782	0.049631
MGH36_P5_G11	NA	black	0	0	0.14796
MGH36_P5_H02	-0.170716940601	red	1	3.8759	0.038436
MGH36_P5_H03	0.945760816349	green3	2	0.60027	0.025738
MGH36_P5_H05	-0.0127004833109	red	1	3.4103	0.24975
MGH36_P5_H06	NA	black	0	0	0.14143
MGH36_P5_H07	NA	black	0	0	0.32769
MGH36_P5_H09	NA	black	0	0	0
MGH36_P10_A02	-2.19723712587	black	0	1.7416	2.2747
MGH36_P10_A04	0.0511093828471	red	1	4.1593	0.5008
MGH36_P10_A05	NA	black	0	4.7382	0
MGH36_P10_A06	0.54745869835	green3	2	0.47093	0.21785
MGH36_P10_A07	0.104671449142	red	1	2.6656	0.24123
MGH36_P10_A09	NA	black	0	0	0
MGH36_P10_A11	NA	black	0	0	0.53804
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	NA	black	0	4.038	0
MGH36_P10_B03	-0.399854700126	red	1	4.7781	0.07861
MGH36_P10_B05	NA	black	0	2.5705	0
MGH36_P10_B07	-0.429596527065	red	1	2.8361	1.6969
MGH36_P10_B08	NA	black	0	4.6367	0
MGH36_P10_B10	NA	black	0	3.2962	0
MGH36_P10_B11	0.290130450993	red	1	0.79992	0.31034
MGH36_P10_C01	NA	black	0	0	0.085425
MGH36_P10_C03	0.48485101931	green3	2	0.66903	0.22774
MGH36_P10_C04	NA	black	0	0	0
MGH36_P10_C06	NA	black	0	3.9084	0
MGH36_P10_C07	NA	black	0	0	0
MGH36_P10_C08	NA	black	0	0	0
MGH36_P10_C09	1.09399154962	green3	2	4.4012	1.6149
MGH36_P10_C10	-0.231475007908	red	1	4.4018	0.15704
MGH36_P10_C12	NA	black	0	3.4619	0
MGH36_P10_D01	NA	black	0	6.5797	0
MGH36_P10_D02	NA	black	0	0	0
MGH36_P10_D03	NA	black	0	0.45628	0
MGH36_P10_D04	NA	black	0	2.2588	0
MGH36_P10_D05	NA	black	0	0	0
MGH36_P10_D07	-0.809537416474	red	1	6.2459	0.064883
MGH36_P10_D09	NA	black	0	0	0
MGH36_P10_D10	NA	black	0	4.2485	0
MGH36_P10_D11	-0.307829609437	red	1	4.8021	0.16221
MGH36_P10_D12	0.376402004223	red	1	0.47612	0.2916
MGH36_P10_E02	-0.197206094096	red	1	3.9702	0.044044
MGH36_P10_E03	NA	black	0	2.4785	0
MGH36_P10_E04	-0.25007245334	red	1	2.8807	1.211
MGH36_P10_E05	NA	black	0	0	0
MGH36_P10_E07	NA	black	0	3.4825	0
MGH36_P10_E10	-1.85899165207	black	0	0.23879	1.2154
MGH36_P10_E11	NA	black	0	2.0339	0
MGH36_P10_E12	NA	black	0	3.0097	0
MGH36_P10_F02	NA	black	0	0	0
MGH36_P10_F03	NA	black	0	4.2636	0
MGH36_P10_F05	NA	black	0	4.885	0
MGH36_P10_F06	NA	black	0	0.26183	0
MGH36_P10_F08	NA	black	0	0	0.08134
MGH36_P10_F09	NA	black	0	0	0.15186
MGH36_P10_F10	NA	black	0	2.6152	0
MGH36_P10_F11	NA	black	0	0	0
MGH36_P10_F12	-0.332892480082	red	1	2.9776	1.9723
MGH36_P10_G01	0.455193680805	green3	2	1.2881	0.17249
MGH36_P10_G02	NA	black	0	3.1486	0
MGH36_P10_G03	0.233931066983	red	1	2.546	0.070389
MGH36_P10_G05	0.508899088107	green3	2	4.3087	1.0426
MGH36_P10_G06	NA	black	0	2.9826	0
MGH36_P10_G07	NA	black	0	0.6526	0
MGH36_P10_G08	-0.0505137460819	red	1	2.9782	0.62574
MGH36_P10_G09	-0.113532134402	red	1	3.7222	0.069015
MGH36_P10_G10	-0.0889414730807	red	1	3.6275	0.056584
MGH36_P10_G11	NA	black	0	4.678	0
MGH36_P10_H01	NA	black	0	0	0
MGH36_P10_H03	NA	black	0	1.3242	0
MGH36_P10_H04	NA	black	0	1.263	0
MGH36_P10_H05	NA	black	0	0.63599	0
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	-0.863271218365	red	1	2.708	2.5261
MGH36_P10_H11	NA	black	0	3.6567	0
MGH36_P10_H12	-0.0491233023125	red	1	3.8747	0.31846
MGH36_P8_A01	NA	black	0	5.1746	0
MGH36_P8_A03	0.695629853875	green3	2	0.3584	0.16607
MGH36_P8_A04	NA	black	0	3.0496	0
MGH36_P8_A06	NA	black	0	3.1497	0
MGH36_P8_A07	0.250934512891	red	1	4.1907	0.77484
MGH36_P8_A08	NA	black	0	4.6973	0
MGH36_P8_A09	NA	black	0	2.3677	0
MGH36_P8_A11	NA	black	0	2.9336	0
MGH36_P8_A12	NA	black	0	0	0.34596
MGH36_P8_B01	NA	black	0	1.4859	0
MGH36_P8_B02	NA	black	0	3.6312	0
MGH36_P8_B03	-0.000886429424515	red	1	3.3353	0.066261
MGH36_P8_B04	0.514783637829	green3	2	1.5205	0.094912
MGH36_P8_B05	NA	black	0	3.1821	0
MGH36_P8_B08	NA	black	0	3.2192	0
MGH36_P8_B09	NA	black	0	0.22033	0
MGH36_P8_B10	NA	black	0	4.1133	0
MGH36_P8_B11	0.429496265733	red	1	3.9719	1.1979
MGH36_P8_B12	NA	black	0	1.8286	0
MGH36_P8_C01	-0.51173680591	red	1	2.1862	1.0165
MGH36_P8_C02	-0.141047743316	red	1	3.9098	0.12697
MGH36_P8_C03	-0.98607169537	red	1	1.3408	1.0766
MGH36_P8_C05	0.685082014022	green3	2	0.70929	0.12961
MGH36_P8_C06	NA	black	0	0	0.22651
MGH36_P8_C09	2.78983131544	black	0	4.6242	2.8677
MGH36_P8_C10	-0.360560369316	red	1	4.6749	0.089498
MGH36_P8_C12	NA	black	0	0	0
MGH36_P8_D01	NA	black	0	2.7744	0
MGH36_P8_D03	NA	black	0	0	0.64062
MGH36_P8_D04	NA	black	0	0	0
MGH36_P8_D05	NA	black	0	4.633	0
MGH36_P8_D07	0.00343633666667	red	1	3.3592	0.52206
MGH36_P8_D08	NA	black	0	1.6173	0
MGH36_P8_D09	-0.29218646297	red	1	4.6234	0.14274
MGH36_P8_D10	-0.183587763001	red	1	4.0181	0.096262
MGH36_P8_D11	NA	black	0	2.2525	0
MGH36_P8_D12	NA	black	0	0.26183	0
MGH36_P8_E01	NA	black	0	0.33113	0
MGH36_P8_E02	-0.0192468505876	red	1	2.0104	0.46153
MGH36_P8_E03	-2.89076182858	black	0	0.43616	1.7273
MGH36_P8_E04	NA	black	0	0	0.60122
MGH36_P8_E05	0.0249990583617	red	1	2.8629	0.36849
MGH36_P8_E06	NA	black	0	0	0.27262
MGH36_P8_E08	NA	black	0	3.6697	0
MGH36_P8_E10	0.421259567853	red	1	0.59741	0.26303
MGH36_P8_F02	NA	black	0	5.2132	0
MGH36_P8_F04	NA	black	0	4.179	0
MGH36_P8_F05	0.680835120048	green3	2	4.4744	1.1322
MGH36_P8_F07	NA	black	0	2.3051	0
MGH36_P8_F09	0.35984171021	red	1	2.0254	0.10165
MGH36_P8_G01	NA	black	0	3.5184	0
MGH36_P8_G02	-0.368182656844	red	1	2.9298	1.8548
MGH36_P8_G03	-3.52052183087	black	0	0.16993	1.8766
MGH36_P8_G04	NA	black	0	0.63134	0
MGH36_P8_G05	0.0925830029322	red	1	2.6895	0.25701
MGH36_P8_G06	-5.12798200764	black	0	0.57143	2.8766
MGH36_P8_G07	-0.196797114536	red	1	4.5753	0.22774
MGH36_P8_G08	NA	black	0	0	0
MGH36_P8_G09	0.342154599359	red	1	0.22033	0.32077
MGH36_P8_G10	0.663579455783	green3	2	3.7301	2.1094
MGH36_P8_G12	NA	black	0	2.978	0
MGH36_P8_H01	NA	black	0	3.8811	0
MGH36_P8_H03	NA	black	0	2.451	0
MGH36_P8_H04	NA	black	0	0	0
MGH36_P8_H06	NA	black	0	0	0
MGH36_P8_H07	NA	black	0	4.4908	0
MGH36_P8_H09	-0.145287176591	red	1	4.0102	0.1635
MGH36_P8_H10	0.0657877613106	red	1	2.9797	0.20038
MGH36_P8_H11	NA	black	0	3.7155	0
MGH36_P9_A01	NA	black	0	1.3601	0
MGH36_P9_A02	NA	black	0	0	0
MGH36_P9_A03	0.970816449659	green3	2	0.21288	0.071763
MGH36_P9_A05	NA	black	0	3.5713	0
MGH36_P9_A06	NA	black	0	0	0.24489
MGH36_P9_A07	0.235503955429	red	1	2.3702	0.13619
MGH36_P9_A09	NA	black	0	0.42868	0
MGH36_P9_A10	-0.0269675058047	red	1	3.4288	0.089498
MGH36_P9_A11	NA	black	0	0.64616	0
MGH36_P9_A12	NA	black	0	1.7194	0
MGH36_P9_B01	0.0316158520639	red	1	2.6929	0.37518
MGH36_P9_B04	-0.790326717007	red	1	0.39287	0.79327
MGH36_P9_B06	NA	black	0	0	0.56949
MGH36_P9_B07	NA	black	0	5.5118	0
MGH36_P9_B08	NA	black	0	5.1562	0
MGH36_P9_B09	NA	black	0	1.1731	0
MGH36_P9_B10	NA	black	0	4.4619	0
MGH36_P9_B11	NA	black	0	0	0.096262
MGH36_P9_B12	NA	black	0	2.247	0
MGH36_P9_C01	NA	black	0	0	0.34483
MGH36_P9_C02	-0.120716346561	red	1	3.1247	1.4725
MGH36_P9_C03	NA	black	0	0.62574	0
MGH36_P9_C05	NA	black	0	4.1531	0
MGH36_P9_C07	NA	black	0	2.8005	0
MGH36_P9_C08	0.301928203067	red	1	2.409	0.035624
MGH36_P9_C09	NA	black	0	0	0.52406
MGH36_P9_C11	-0.012221959348	red	1	3.5756	0.37184
MGH36_P9_C12	0.884425210471	green3	2	4.0802	1.757
MGH36_P9_D05	NA	black	0	2.336	0
MGH36_P9_D07	NA	black	0	0	1.0915
MGH36_P9_D08	NA	black	0	0	0.42653
MGH36_P9_D09	NA	black	0	0	0.3115
MGH36_P9_D10	NA	black	0	4.7273	0
MGH36_P9_D11	NA	black	0	0	0.10836
MGH36_P9_E01	NA	black	0	3.4187	0
MGH36_P9_E02	NA	black	0	3.7458	0
MGH36_P9_E03	NA	black	0	0	0.13225
MGH36_P9_E04	1.11490877675	green3	2	0.077243	0.034216
MGH36_P9_E05	NA	black	0	3.8147	0
MGH36_P9_E06	NA	black	0	0.57531	0
MGH36_P9_E07	0.0494308279098	red	1	2.9477	0.27262
MGH36_P9_E08	NA	black	0	3.7114	0
MGH36_P9_E10	NA	black	0	5.817	0
MGH36_P9_E11	NA	black	0	0	0
MGH36_P9_E12	NA	black	0	0	0
MGH36_P9_F02	NA	black	0	0	0
MGH36_P9_F03	NA	black	0	3.7374	0
MGH36_P9_F04	0.453491423622	green3	2	1.0384	0.20539
MGH36_P9_F08	NA	black	0	2.9855	0
MGH36_P9_F09	-0.975144121143	red	1	2.5465	2.1931
MGH36_P9_F10	NA	black	0	3.6563	0
MGH36_P9_F11	0.871174954194	green3	2	0.37629	0.090853
MGH36_P9_F12	NA	black	0	1.051	0
MGH36_P9_G03	0.655467452614	green3	2	0.86394	0.123
MGH36_P9_G04	NA	black	0	0	0
MGH36_P9_G05	0.370242059034	red	1	1.9298	0.11636
MGH36_P9_G06	0.637425813613	green3	2	0.87184	0.13093
MGH36_P9_G07	0.0417146272491	red	1	3.0211	0.26424
MGH36_P9_G08	0.113400796472	red	1	2.9462	0.071763
MGH36_P9_G09	-0.077737597505	red	1	3.5875	0.052416
MGH36_P9_G10	0.384231399732	red	1	2.1463	0.041243
MGH36_P9_G11	NA	black	0	2.6436	0
MGH36_P9_H01	NA	black	0	0	0.30918
MGH36_P9_H02	NA	black	0	0	0
MGH36_P9_H03	NA	black	0	0	0
MGH36_P9_H04	0.0513891948332	red	1	2.2987	0.37851
MGH36_P9_H06	NA	black	0	0.99422	0
MGH36_P9_H07	NA	black	0	4.4422	0
MGH36_P9_H08	NA	black	0	0	0
MGH36_P9_H10	-0.105284752754	red	1	3.8417	0.17505
MGH36_P9_H11	0.00435285977675	red	1	3.2294	0.37295
MGH36_P9_H12	NA	black	0	3.8591	0
MGH36_P2_A01	NA	black	0	0	0.073135
MGH36_P2_A03	-0.634100675488	red	1	2.5316	1.5074
MGH36_P2_A04	-0.393571371137	red	1	4.847	0.098958
MGH36_P2_A05	0.293427951172	red	1	2.4531	0.027154
MGH36_P2_A06	0.0984793648714	red	1	2.8538	0.17887
MGH36_P2_A07	0.471082788856	green3	2	1.85	0.051024
MGH36_P2_A08	0.327908163676	red	1	2.2765	0.056584
MGH36_P2_A11	-0.182526097986	red	1	4.4225	0.21785
MGH36_P2_B03	-0.243612170398	red	1	4.5916	0.18396
MGH36_P2_B04	NA	black	0	0	0.051024
MGH36_P2_B05	NA	black	0	0	0.075875
MGH36_P2_B06	-0.282954968942	red	1	4.2594	0.04684
MGH36_P2_B07	0.131580250659	red	1	2.8381	0.10568
MGH36_P2_B08	0.0964558007441	red	1	2.9527	0.11902
MGH36_P2_B09	-0.221188134817	red	1	4.2731	0.13488
MGH36_P2_B10	NA	black	0	0	0.18015
MGH36_P2_B11	-0.499136941535	red	1	5.3097	0.10434
MGH36_P2_B12	0.710625606591	green3	2	0.10299	0.18523
MGH36_P2_C02	0.187242533869	red	1	2.7604	0.032806
MGH36_P2_C03	1.09578793938	green3	2	0.14012	0.032806
MGH36_P2_C04	1.02192924062	green3	2	0.20664	0.052416
MGH36_P2_C07	-0.0609340817302	red	1	3.5414	0.070389
MGH36_P2_C08	-0.0813054466961	red	1	3.6396	0.10434
MGH36_P2_C09	-0.261325175128	red	1	4.5395	0.15575
MGH36_P2_C10	0.850109142149	green3	2	0.58976	0.070389
MGH36_P2_C11	-0.171148215683	red	1	4.151	0.16864
MGH36_P2_C12	0.830430550791	green3	2	0.26183	0.12168
MGH36_P2_D01	-0.0626205331265	red	1	3.6019	0.14666
MGH36_P2_D02	NA	black	0	0	0.063503
MGH36_P2_D04	NA	black	0	3.4118	0
MGH36_P2_D05	-0.220216959688	red	1	4.3092	0.14666
MGH36_P2_D06	0.447514248652	green3	2	1.629	0.12035
MGH36_P2_D07	NA	black	0	0	0.13619
MGH36_P2_D08	0.036538887701	red	1	3.2043	0.07861
MGH36_P2_D09	-2.56586577065	black	0	0.17632	1.4875
MGH36_P2_D10	NA	black	0	0	0.14274
MGH36_P2_D11	-0.288996264641	red	1	2.0569	0.73031
MGH36_P2_E01	-0.00184869176334	red	1	3.3384	0.071763
MGH36_P2_E02	0.904711121506	green3	2	0.50995	0.05797
MGH36_P2_E03	1.07050870035	green3	2	0.045443	0.055196
MGH36_P2_E04	0.250022513412	red	1	2.5919	0.02148
MGH36_P2_E06	NA	black	0	0	0.025738
MGH36_P2_E07	NA	black	0	0	0.088142
MGH36_P2_E08	-0.276241438178	red	1	4.3242	0.079975
MGH36_P2_E09	-0.0118025968847	red	1	3.3704	0.032806
MGH36_P2_E10	0.844374298826	green3	2	0.57918	0.074505
MGH36_P2_F02	-0.411427019183	red	1	4.7799	0.069015
MGH36_P2_F03	NA	black	0	0	0.29866
MGH36_P2_F04	0.284758101506	red	1	2.4607	0.035624
MGH36_P2_F06	0.290784720998	red	1	2.1057	0.14796
MGH36_P2_F07	-0.198284365328	red	1	3.9624	0.037031
MGH36_P2_F08	NA	black	0	0	0.18396
MGH36_P2_F10	NA	black	0	0	0.1865
MGH36_P2_F11	0.0257762639659	red	1	3.2541	0.032806
MGH36_P2_F12	-0.344011452202	red	1	4.57	0.07861
MGH36_P2_G01	-0.424516265702	red	1	4.7479	0.049631
MGH36_P2_G02	-0.612995679482	red	1	5.3897	0.04684
MGH36_P2_G03	0.354675003551	red	1	2.0535	0.098958
MGH36_P2_G04	-0.286262876509	red	1	4.7156	0.16607
MGH36_P2_G05	0.493322705763	green3	2	4.8057	0.82619
MGH36_P2_G07	-1.89124690218	black	0	2.2848	3.0126
MGH36_P2_G08	NA	black	0	0	0.064883
MGH36_P2_G09	-0.088288948283	red	1	3.6624	0.1003
MGH36_P2_G11	NA	black	0	0	0.096262
MGH36_P2_G12	-0.241205552891	red	1	4.1441	0.05797
MGH36_P2_H01	0.780549353886	green3	2	0.21661	0.14666
MGH36_P2_H02	-0.498294493813	red	1	4.9776	0.044044
MGH36_P2_H03	-0.175044654509	red	1	3.9991	0.10299
MGH36_P2_H04	-0.202754990591	red	1	4.0417	0.073135
MGH36_P2_H05	-4.12312122016	black	0	0.29278	2.1969
MGH36_P2_H06	0.771042850457	green3	2	0.50995	0.11636
MGH36_P2_H07	-0.249327822549	red	1	4.5878	0.1776
MGH36_P2_H10	0.454022686035	green3	2	1.7506	0.089498
MGH53_P5_A02	NA	black	0	1.545	0
MGH53_P5_A03	NA	black	0	0	0
MGH53_P5_A04	NA	black	0	0	0
MGH53_P5_A06	-0.0574743840021	red	1	3.8328	0.28924
MGH53_P5_A07	-0.129217197542	red	1	4.6022	0.29748
MGH53_P5_A08	NA	black	0	0	0
MGH53_P5_A09	NA	black	0	0	0.18015
MGH53_P5_A11	NA	black	0	0	0.31034
MGH53_P5_B01	NA	black	0	0	0
MGH53_P5_B03	NA	black	0	5.2112	0
MGH53_P5_B04	-0.29126926839	red	1	4.7264	0.1635
MGH53_P5_B05	NA	black	0	1.8355	0
MGH53_P5_B06	0.078886959865	red	1	2.1798	0.35614
MGH53_P5_B07	NA	black	0	0	0.18142
MGH53_P5_B08	NA	black	0	0	0
MGH53_P5_B09	0.188428186649	red	1	3.5911	1.1852
MGH53_P5_B10	NA	black	0	4.6409	0
MGH53_P5_B11	NA	black	0	2.0461	0
MGH53_P5_B12	NA	black	0	3.5567	0
MGH53_P5_C01	NA	black	0	0	0.53804
MGH53_P5_C02	NA	black	0	0	0.66448
MGH53_P5_C03	NA	black	0	3.3176	0
MGH53_P5_C04	0.0345710077542	red	1	2.8637	0.34255
MGH53_P5_C05	NA	black	0	6.149	0
MGH53_P5_C06	-7.56566647926	black	0	0.61918	4.1973
MGH53_P5_C07	0.00202040049012	red	1	3.3301	0.55778
MGH53_P5_C08	NA	black	0	1.7945	0
MGH53_P5_C09	NA	black	0	0	0
MGH53_P5_C10	NA	black	0	5.9681	0
MGH53_P5_C11	NA	black	0	2.6617	0
MGH53_P5_D01	NA	black	0	0	0.48336
MGH53_P5_D02	NA	black	0	3.4765	0
MGH53_P5_D04	-5.8932325758	black	0	1.4688	4.9431
MGH53_P5_D05	0.0638043423578	red	1	2.3057	0.36289
MGH53_P5_D07	NA	black	0	0	0.24123
MGH53_P5_D08	NA	black	0	5.6296	0
MGH53_P5_D09	NA	black	0	0	0.42975
MGH53_P5_D11	NA	black	0	0	0.3774
MGH53_P5_E01	NA	black	0	6.0808	0
MGH53_P5_E02	NA	black	0	0	0.8024
MGH53_P5_E03	NA	black	0	0	0
MGH53_P5_E04	NA	black	0	0	1.1117
MGH53_P5_E06	NA	black	0	5.7104	0
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	NA	black	0	0	0
MGH53_P5_E11	NA	black	0	1.9264	0
MGH53_P5_F01	NA	black	0	0	0.62667
MGH53_P5_F03	NA	black	0	5.128	0
MGH53_P5_F05	NA	black	0	5.2158	0
MGH53_P5_F06	NA	black	0	3.5817	0
MGH53_P5_F07	NA	black	0	1.9023	0
MGH53_P5_F08	NA	black	0	0	0
MGH53_P5_F10	-0.441230485224	red	1	6.1321	0.21537
MGH53_P5_F11	NA	black	0	0	0
MGH53_P5_G01	NA	black	0	0	0
MGH53_P5_G04	NA	black	0	0	0
MGH53_P5_G05	NA	black	0	4.8776	0
MGH53_P5_G07	NA	black	0	6.4892	0
MGH53_P5_G08	NA	black	0	5.4164	0
MGH53_P5_G09	NA	black	0	4.7773	0
MGH53_P5_G10	2.33416211884	black	0	4.7911	2.2798
MGH53_P5_G11	0.2646040398	red	1	0.6107	0.33342
MGH53_P5_H02	NA	black	0	3.5978	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	NA	black	0	6.325	0
MGH53_P5_H05	NA	black	0	0	0
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	NA	black	0	0	0.32193
MGH53_P5_H10	NA	black	0	5.3254	0
MGH53_P5_H11	NA	black	0	0	0.10299
MGH53_P6_A01	-0.0681175212458	red	1	3.8079	0.25459
MGH53_P6_A02	NA	black	0	0	0
MGH53_P6_A03	0.686940582665	green3	2	1.2197	0.04684
MGH53_P6_A04	NA	black	0	0	2.976
MGH53_P6_A05	NA	black	0	0	0.123
MGH53_P6_A06	-0.178425638231	red	1	4.2185	0.1776
MGH53_P6_A07	NA	black	0	5.0737	0
MGH53_P6_A08	0.326133196031	red	1	1.7799	0.18396
MGH53_P6_A09	NA	black	0	0	0
MGH53_P6_A10	-0.464480168392	red	1	4.8564	0.042644
MGH53_P6_A11	0.240137036749	red	1	2.5632	0.052416
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	NA	black	0	2.0776	0
MGH53_P6_B03	NA	black	0	0	0.15704
MGH53_P6_B04	NA	black	0	0	0.25942
MGH53_P6_B05	NA	black	0	0	2.0687
MGH53_P6_B06	NA	black	0	0	0
MGH53_P6_B07	0.0393522533627	red	1	2.9915	0.28806
MGH53_P6_B09	NA	black	0	0	0
MGH53_P6_B10	NA	black	0	0	0
MGH53_P6_C01	NA	black	0	0	0
MGH53_P6_C03	1.60312759448	black	0	5.4419	1.3329
MGH53_P6_C04	0.0695803116928	red	1	3.0774	0.094912
MGH53_P6_C05	-0.420431604551	red	1	5.2438	0.14535
MGH53_P6_C06	NA	black	0	4.9151	0
MGH53_P6_C07	NA	black	0	1.8714	0
MGH53_P6_C08	NA	black	0	0	0.086784
MGH53_P6_C09	NA	black	0	0	0.074505
MGH53_P6_C10	NA	black	0	0	0
MGH53_P6_C11	-0.484548281491	red	1	5.348	0.11902
MGH53_P6_C12	NA	black	0	1.9538	0
MGH53_P6_D01	0.556966923553	green3	2	4.2237	1.159
MGH53_P6_D02	NA	black	0	1.2091	0
MGH53_P6_D03	NA	black	0	0	2.6558
MGH53_P6_D05	NA	black	0	0	0.098958
MGH53_P6_D07	NA	black	0	5.9526	0
MGH53_P6_D08	NA	black	0	0	0.29514
MGH53_P6_D09	NA	black	0	5.9596	0
MGH53_P6_D10	NA	black	0	0	0
MGH53_P6_D11	0.140700342768	red	1	2.7889	0.11503
MGH53_P6_D12	0.210439434088	red	1	1.9946	0.24732
MGH53_P6_E01	-0.228279442964	red	1	4.3178	0.13881
MGH53_P6_E02	-0.110777886876	red	1	3.7545	0.10568
MGH53_P6_E03	NA	black	0	0	0.19156
MGH53_P6_E04	0.409933507009	red	1	1.5211	0.16607
MGH53_P6_E05	-0.0172977111768	red	1	4.1113	0.39944
MGH53_P6_E06	0.0917037834438	red	1	2.9742	0.11636
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	NA	black	0	4.1761	0
MGH53_P6_E09	NA	black	0	0	0.085425
MGH53_P6_E10	NA	black	0	0	0.12168
MGH53_P6_F01	NA	black	0	0	0
MGH53_P6_F02	-0.655320958999	red	1	5.611	0.05797
MGH53_P6_F03	NA	black	0	4.5904	0
MGH53_P6_F04	-0.562192022519	red	1	6.187	0.16607
MGH53_P6_F05	NA	black	0	3.8929	0
MGH53_P6_F06	NA	black	0	0	0.21785
MGH53_P6_F07	NA	black	0	0	0.30801
MGH53_P6_F08	NA	black	0	4.8694	0
MGH53_P6_F09	NA	black	0	4.9287	0
MGH53_P6_F10	NA	black	0	0	0
MGH53_P6_G01	NA	black	0	0	0
MGH53_P6_G02	NA	black	0	0	0
MGH53_P6_G03	NA	black	0	1.0902	0
MGH53_P6_G04	NA	black	0	0	0.086784
MGH53_P6_G05	-0.186794125442	red	1	4.7763	0.26183
MGH53_P6_G06	NA	black	0	0	1.2041
MGH53_P6_G07	-0.0880482700956	red	1	4.4877	0.32998
MGH53_P6_G08	NA	black	0	0	0.44573
MGH53_P6_G09	0.867890425002	green3	2	0.23634	0.10969
MGH53_P6_G10	NA	black	0	0	0
MGH53_P6_G11	NA	black	0	0	1.9745
MGH53_P6_H01	NA	black	0	0	0
MGH53_P6_H02	0.0173933915148	red	1	3.3796	0.7137
MGH53_P6_H03	NA	black	0	0	0.14666
MGH53_P6_H04	0.272222728462	red	1	1.1903	0.2916
