Cell_name	Zvalue	Color	Cluster	CTNNB1	NELFCD
MGH36_P2_G07	NA	black	0	2.5654	0
MGH36_P2_G08	2.78079180476	black	0	6.2495	7.1104
MGH36_P2_G09	0.307270179678	green3	2	2.4417	3.3087
MGH36_P2_G11	NA	black	0	4.5366	0
MGH36_P2_G12	NA	black	0	3.4222	0
MGH36_P2_H01	-0.640918664069	green3	2	2.7011	5.333
MGH36_P2_H02	0.0149193472009	green3	2	3.7102	3.5823
MGH36_P2_H03	NA	black	0	4.2752	0
MGH36_P2_H04	NA	black	0	3.9018	0
MGH36_P2_H05	NA	black	0	4.6338	0
MGH36_P2_H06	NA	black	0	5.5952	0
MGH36_P2_H07	NA	black	0	0.92296	0
MGH36_P2_H10	0.0168124971606	green3	2	4.2629	4.0449
MGH53_P5_A02	-1.04009049212	green3	2	1.6649	5.1071
MGH53_P5_A03	-0.41615486564	green3	2	3.0351	5.2171
MGH53_P5_A04	2.61580247255	black	0	0.76043	1.5748
MGH53_P5_A06	0.571954329643	green3	2	5.153	5.1243
MGH53_P5_A07	NA	black	0	4.8983	0
MGH53_P5_A08	NA	black	0	5.9231	0
MGH53_P5_A09	1.13460396385	green3	2	0.4489	2.9546
MGH53_P5_A11	-0.142366967727	green3	2	3.642	5.5309
MGH53_P5_B01	-0.174555425795	green3	2	3.4596	5.0549
MGH53_P5_B03	NA	black	0	0	5.4206
MGH53_P5_B04	2.04881889897	black	0	0.41143	2.2507
MGH53_P5_B05	0.422919891244	green3	2	4.5757	5.5228
MGH53_P5_B06	NA	black	0	4.1867	0
MGH53_P5_B07	NA	black	0	0	2.8504
MGH53_P5_B08	0.130868696805	green3	2	4.5304	4.4484
MGH53_P5_B09	NA	black	0	3.5783	0
MGH53_P5_B10	-0.712916939409	green3	2	1.7377	4.753
MGH53_P5_B11	NA	black	0	3.9808	0
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	NA	black	0	4.269	0
MGH53_P5_C02	NA	black	0	0	0
MGH53_P5_C03	-1.31539522714	red	1	5.2011	1.5656
MGH53_P5_C04	0.886312954769	green3	2	0.67175	3.106
MGH53_P5_C05	NA	black	0	3.1878	0
MGH53_P5_C06	NA	black	0	0	2.9197
MGH53_P5_C07	-2.45641999313	black	0	0.54992	5.769
MGH53_P5_C08	0.0625541167496	green3	2	3.5649	3.2705
MGH53_P5_C09	NA	black	0	3.0817	0
MGH53_P5_C10	-0.368171052297	green3	2	2.9419	4.9545
MGH53_P5_C11	NA	black	0	2.2789	0
MGH53_P5_D01	NA	black	0	3.152	0
MGH53_P5_D02	NA	black	0	3.9932	0
MGH53_P5_D04	-0.919568158776	green3	2	1.2916	4.798
MGH53_P5_D05	-0.865636735381	green3	2	0.48954	4.5126
MGH53_P5_D07	NA	black	0	3.216	0
MGH53_P5_D08	NA	black	0	0	0
MGH53_P5_D09	NA	black	0	0	6.1818
MGH53_P5_D11	NA	black	0	0	1.0841
MGH53_P5_E01	NA	black	0	3.8406	0
MGH53_P5_E02	NA	black	0	0	4.6337
MGH53_P5_E03	NA	black	0	2.936	0
MGH53_P5_E04	NA	black	0	4.8374	0
MGH53_P5_E06	NA	black	0	0	0
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	-1.96733488649	black	0	1.9146	6.4699
MGH53_P5_E11	0.600848326786	green3	2	2.918	2.0952
MGH53_P5_F01	NA	black	0	5.3729	0
MGH53_P5_F03	NA	black	0	1.6159	0
MGH53_P5_F05	-0.331492879557	green3	2	4.537	2.7723
MGH53_P5_F06	-2.10642464597	black	0	1.2744	5.9689
MGH53_P5_F07	NA	black	0	0	0
MGH53_P5_F08	NA	black	0	0	0
MGH53_P5_F10	NA	black	0	0.96938	0
MGH53_P5_F11	NA	black	0	4.4302	0
MGH53_P5_G01	NA	black	0	0.69332	0
MGH53_P5_G04	-0.524432675556	green3	2	1.1738	4.3707
MGH53_P5_G05	NA	black	0	0	4.1559
MGH53_P5_G07	NA	black	0	2.0963	0
MGH53_P5_G08	NA	black	0	4.9916	0
MGH53_P5_G09	-0.150088613756	green3	2	3.8923	1.0307
MGH53_P5_G10	NA	black	0	4.5553	0
MGH53_P5_G11	0.116560046357	green3	2	4.0474	5.7431
MGH53_P5_H02	-0.481874980393	green3	2	4.3566	1.7761
MGH53_P5_H03	-0.732227124288	green3	2	5.0051	2.3865
MGH53_P5_H04	NA	black	0	0	3.2197
MGH53_P5_H05	-0.345796456221	green3	2	3.5145	6.3047
MGH53_P5_H07	NA	black	0	3.5542	0
MGH53_P5_H08	NA	black	0	0	0
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	NA	black	0	2.9826	0
MGH53_P6_A01	-1.05473648918	green3	2	5.5201	2.3829
MGH53_P6_A02	-0.783016796561	green3	2	1.8012	4.8697
MGH53_P6_A03	-1.6499680472	red	1	0.24001	5.0234
MGH53_P6_A04	NA	black	0	0	6.4802
MGH53_P6_A05	NA	black	0	1.0663	0
MGH53_P6_A06	0.0308986176611	green3	2	3.9778	4.5573
MGH53_P6_A07	NA	black	0	0	0
MGH53_P6_A08	NA	black	0	0	3.0738
MGH53_P6_A09	-4.08757296303	black	0	0.37184	6.8597
MGH53_P6_A10	NA	black	0	5.1006	0
MGH53_P6_A11	NA	black	0	4.0737	0
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	0.150276284686	green3	2	0.41143	3.7217
MGH53_P6_B03	1.43572175798	green3	2	1.2945	2.3587
MGH53_P6_B04	-0.95886238771	green3	2	2.2726	5.4537
MGH53_P6_B05	-1.15036468999	green3	2	2.0363	5.5168
MGH53_P6_B06	NA	black	0	6.1608	0
MGH53_P6_B07	0.033029627267	green3	2	5.5201	4.028
MGH53_P6_B09	NA	black	0	0	5.0588
MGH53_P6_B10	0.198057434247	green3	2	3.5852	0.81311
MGH53_P6_C01	NA	black	0	0.39177	0
MGH53_P6_C03	-1.86639219952	black	0	0.65901	5.363
MGH53_P6_C04	NA	black	0	0	0
MGH53_P6_C05	NA	black	0	6.6422	0
MGH53_P6_C06	NA	black	0	7.0454	0
MGH53_P6_C07	NA	black	0	3.7117	0
MGH53_P6_C08	NA	black	0	0	0
MGH53_P6_C09	NA	black	0	6.057	0
MGH53_P6_C10	NA	black	0	0.2228	0
MGH53_P6_C11	1.77755453934	black	0	1.4217	1.8945
MGH53_P6_C12	0.05140820537	green3	2	3.9663	5.2885
MGH53_P6_D01	-0.810804755594	green3	2	2.9311	6.1171
MGH53_P6_D02	NA	black	0	4.8944	0
MGH53_P6_D03	NA	black	0	0	0
MGH53_P6_D05	NA	black	0	0	3.1624
MGH53_P6_D07	NA	black	0	6.4074	0
MGH53_P6_D08	NA	black	0	1.9906	0
MGH53_P6_D09	NA	black	0	2.9415	0
MGH53_P6_D10	NA	black	0	0	0
MGH53_P6_D11	-2.40589501328	black	0	0.14796	5.5182
MGH53_P6_D12	0.102283651507	green3	2	4.1254	4.9375
MGH53_P6_E01	NA	black	0	2.3109	0
MGH53_P6_E02	NA	black	0	0	0
MGH53_P6_E03	NA	black	0	4.7391	0
MGH53_P6_E04	-0.565511585967	green3	2	2.6246	5.0904
MGH53_P6_E05	NA	black	0	6.356	0
MGH53_P6_E06	-0.571450425001	green3	2	3.1205	5.8698
MGH53_P6_E07	NA	black	0	0	1.0172
MGH53_P6_E08	NA	black	0	0	3.4734
MGH53_P6_E09	NA	black	0	0.42546	0
MGH53_P6_E10	NA	black	0	4.5054	0
MGH53_P6_F01	-1.54356339105	red	1	0.22897	4.9435
MGH53_P6_F02	1.11032252143	green3	2	6.3157	5.1819
MGH53_P6_F03	1.32189497141	green3	2	4.9369	7.3609
MGH53_P6_F04	NA	black	0	1.0236	0
MGH53_P6_F05	NA	black	0	0	5.3268
MGH53_P6_F06	NA	black	0	0	0
MGH53_P6_F07	NA	black	0	5.1484	0
MGH53_P6_F08	NA	black	0	0	0
MGH53_P6_F09	NA	black	0	2.4244	0
MGH53_P6_F10	NA	black	0	2.4407	0
MGH53_P6_G01	0.0404898274125	green3	2	3.9378	6.266
MGH53_P6_G02	2.01583934776	black	0	6.6541	5.9093
MGH53_P6_G03	NA	black	0	0	0
MGH53_P6_G04	NA	black	0	0.39944	0
MGH53_P6_G05	NA	black	0	0.63134	0
MGH53_P6_G06	-1.5129167354	red	1	1.9415	5.9137
MGH53_P6_G07	NA	black	0	0	0
MGH53_P6_G08	NA	black	0	0.59072	0
MGH53_P6_G09	NA	black	0	0.28451	0
MGH53_P6_G10	-2.7914889249	black	0	0.50995	6.0014
MGH53_P6_G11	NA	black	0	5.4491	0
MGH53_P6_H01	NA	black	0	0	5.5083
MGH53_P6_H02	0.784557857209	green3	2	5.3606	5.3456
MGH53_P6_H03	0.526388730671	green3	2	5.8117	4.6861
MGH53_P6_H04	NA	black	0	0	0
MGH53_P6_H05	0.435707068132	green3	2	6.1253	4.4928
MGH53_P6_H07	-1.49595881336	red	1	2.0895	6.0565
MGH53_P6_H09	-2.51298951284	black	0	0.11503	5.5764
MGH53_P6_H10	NA	black	0	0	3.7286
MGH53_P6_H11	NA	black	0	5.2306	0
MGH53_P7_A01	NA	black	0	0.71896	0
MGH53_P7_A02	NA	black	0	0	6.101
MGH53_P7_A03	NA	black	0	4.548	0
MGH53_P7_A04	NA	black	0	5.2473	0
MGH53_P7_A05	NA	black	0	2.4539	0
MGH53_P7_A06	NA	black	0	0	1.8548
MGH53_P7_A07	NA	black	0	2.2639	0
MGH53_P7_A09	NA	black	0	0	5.7691
MGH53_P7_A11	NA	black	0	0	0
MGH53_P7_A12	NA	black	0	4.1596	0
MGH53_P7_B01	NA	black	0	3.4717	0
MGH53_P7_B02	NA	black	0	5.596	0
MGH53_P7_B03	NA	black	0	0	5.3208
MGH53_P7_B04	NA	black	0	0	0
MGH53_P7_B05	2.2864872779	black	0	6.4877	6.3071
MGH53_P7_B06	0.0695436629155	green3	2	4.0495	4.8774
MGH53_P7_B07	NA	black	0	4.2792	0
MGH53_P7_B08	0.138054162904	green3	2	3.0692	3.4291
MGH53_P7_B10	0.211125021588	green3	2	5.0885	4.408
MGH53_P7_B11	-0.829619182568	green3	2	4.7185	1.6622
MGH53_P7_B12	NA	black	0	0.1177	0
MGH53_P7_C01	NA	black	0	4.0574	0
MGH53_P7_C02	NA	black	0	0	0
MGH53_P7_C03	NA	black	0	0	0
MGH53_P7_C04	NA	black	0	5.0591	0
MGH53_P7_C05	-0.302060022216	green3	2	5.3392	3.4529
MGH53_P7_C06	NA	black	0	4.77	0
MGH53_P7_C07	NA	black	0	0	0
MGH53_P7_C09	0.690492429803	green3	2	4.7798	5.9713
MGH53_P7_C11	NA	black	0	0	4.088
MGH53_P7_C12	NA	black	0	0	4.3701
MGH53_P7_D01	-3.14161988485	black	0	0.83188	6.5261
MGH53_P7_D02	NA	black	0	0	7.6066
MGH53_P7_D03	NA	black	0	0	0
MGH53_P7_D04	4.35409573979	black	0	0.23389	0.58688
MGH53_P7_D05	NA	black	0	0	0
MGH53_P7_D06	NA	black	0	6.8146	0
MGH53_P7_D07	NA	black	0	0.92524	0
MGH53_P7_D10	NA	black	0	2.7897	0
MGH53_P7_D11	1.89983596406	black	0	5.6212	6.8782
MGH53_P7_D12	-0.0206515631544	green3	2	4.4506	3.8606
MGH53_P7_E01	NA	black	0	0	6.0063
MGH53_P7_E02	NA	black	0	4.0895	0
MGH53_P7_E03	NA	black	0	4.1805	0
MGH53_P7_E04	NA	black	0	0	0
MGH53_P7_E05	NA	black	0	1.419	0
MGH53_P7_E06	NA	black	0	4.8228	0
MGH53_P7_E07	-1.04783112611	green3	2	0.36625	4.6216
MGH53_P7_E08	-0.823901014266	green3	2	2.7007	5.726
MGH53_P7_E09	NA	black	0	0	5.7667
MGH53_P7_E10	NA	black	0	5.6184	0
MGH53_P7_E11	NA	black	0	0.7277	0
MGH53_P7_E12	NA	black	0	0.85519	0
MGH53_P7_F01	NA	black	0	4.1799	0
MGH53_P7_F02	0.0855109183491	green3	2	4.1605	4.6606
MGH53_P7_F04	NA	black	0	0	0
MGH53_P7_F05	-2.34393376928	black	0	0.46362	5.6337
MGH53_P7_F06	NA	black	0	0	0.43082
MGH53_P7_F08	3.85965093855	black	0	0.8844	0.3115
MGH53_P7_F09	NA	black	0	4.8685	0
MGH53_P7_F10	NA	black	0	4.2711	0
MGH53_P7_F11	1.38828678481	green3	2	5.3262	6.5125
MGH53_P7_F12	-1.63231159077	red	1	0.54399	5.1257
MGH53_P7_G01	NA	black	0	1.774	0
MGH53_P7_G03	NA	black	0	0	0
MGH53_P7_G04	0.367970319398	green3	2	5.9908	4.4376
MGH53_P7_G05	NA	black	0	0.20163	0
MGH53_P7_G06	NA	black	0	1.03	0
MGH53_P7_G07	NA	black	0	5.8627	0
MGH53_P7_G08	NA	black	0	0.54102	0
MGH53_P7_G09	NA	black	0	0	0
MGH53_P7_G10	NA	black	0	3.4327	0
MGH53_P7_G11	-2.49157095801	black	0	0.24732	5.6275
MGH53_P7_G12	-0.772959788802	green3	2	4.7748	1.9268
MGH53_P7_H01	NA	black	0	0.30217	0
MGH53_P7_H02	-1.72305342422	red	1	1.0517	5.4509
MGH53_P7_H03	1.85712483465	black	0	6.5708	5.8097
MGH53_P7_H04	4.24453674263	black	0	0.4678	0.44573
MGH53_P7_H05	NA	black	0	2.2992	0
MGH53_P7_H06	-0.440127240306	green3	2	3.4874	6.6853
MGH53_P7_H07	-0.81713163217	green3	2	0.20664	4.4182
MGH53_P7_H08	NA	black	0	0	5.0686
MGH53_P7_H10	0.379115044442	green3	2	4.6151	5.2747
MGH53_P7_H11	-0.881704745695	green3	2	3.1119	6.8095
MGH53_P7_H12	2.05875222482	black	0	0.41034	2.2434
MGH53_P8_A01	NA	black	0	0	6.7874
MGH53_P8_A02	NA	black	0	4.7955	0
MGH53_P8_A03	2.68949747504	black	0	7.0786	6.226
MGH53_P8_A04	NA	black	0	4.3364	0
MGH53_P8_A05	3.340665668	black	0	0.32654	1.2922
MGH53_P8_A06	NA	black	0	0	0.81229
MGH53_P8_A07	-0.231553159739	green3	2	4.5197	3.0971
MGH53_P8_A08	-0.0332465891233	green3	2	3.885	2.8562
MGH53_P8_A09	-0.7677217747	green3	2	5.9801	3.0657
MGH53_P8_A10	-3.14978823784	black	0	0.24732	6.0947
MGH53_P8_A11	NA	black	0	0	4.4838
MGH53_P8_A12	NA	black	0	0	3.6719
MGH53_P8_B03	0.0615610799227	green3	2	2.8775	3.7351
MGH53_P8_B04	0.81261760349	green3	2	4.8833	6.0915
MGH53_P8_B08	NA	black	0	5.4065	0
MGH53_P8_B09	NA	black	0	1.6471	0
MGH53_P8_B10	0.197037991806	green3	2	4.303	5.1114
MGH53_P8_B11	-0.400778816709	green3	2	4.8963	2.9984
MGH53_P8_B12	1.4848848903	green3	2	2.4452	0.92903
MGH53_P8_C01	NA	black	0	0	4.6669
MGH53_P8_C02	0.44676777992	green3	2	4.5496	5.6857
MGH53_P8_C03	NA	black	0	0	5.3828
MGH53_P8_C04	NA	black	0	0	0
MGH53_P8_C08	NA	black	0	5.6443	0
MGH53_P8_C09	NA	black	0	4.895	0
MGH53_P8_C10	NA	black	0	0	0
MGH53_P8_C11	NA	black	0	0	5.5425
MGH53_P8_C12	NA	black	0	1.2582	0
MGH53_P8_D01	NA	black	0	0.7966	0
MGH53_P8_D02	NA	black	0	0	6.6114
MGH53_P8_D03	-0.273779391587	green3	2	3.7097	7.3301
MGH53_P8_D04	0.27283532346	green3	2	4.3994	5.2841
MGH53_P8_D05	-0.700039892415	green3	2	4.256	0.39177
MGH53_P8_D06	NA	black	0	3.702	0
MGH53_P8_D07	NA	black	0	5.2353	0
MGH53_P8_D08	NA	black	0	0.36961	0
MGH53_P8_D09	0.363836133161	green3	2	5.609	4.5185
MGH53_P8_D10	NA	black	0	0	1.3173
MGH53_P8_D11	NA	black	0	0.32308	0
MGH53_P8_E01	-0.739753810571	green3	2	2.2513	5.0863
MGH53_P8_E03	0.422637184263	green3	2	5.0836	4.8638
MGH53_P8_E04	NA	black	0	5.8525	0
MGH53_P8_E05	NA	black	0	4.8158	0
MGH53_P8_E06	0.754355963214	green3	2	5.6564	5.0782
MGH53_P8_E07	-0.253736968346	green3	2	1.6365	4.1712
MGH53_P8_E08	NA	black	0	4.0469	0
MGH53_P8_E09	NA	black	0	0	5.9965
MGH53_P8_E10	-2.08168202241	black	0	1.0144	5.7521
MGH53_P8_E11	0.182282447717	green3	2	4.228	5.2573
MGH53_P8_F01	3.1255841188	black	0	6.3991	7.297
MGH53_P8_F02	0.0173776177769	green3	2	3.7408	3.3294
MGH53_P8_F04	1.84900617509	black	0	6.3195	5.9835
MGH53_P8_F05	NA	black	0	5.6775	0
MGH53_P8_F06	NA	black	0	3.2906	0
MGH53_P8_F07	NA	black	0	0	0
MGH53_P8_F08	-3.62049308312	black	0	0.42653	6.5631
MGH53_P8_F09	NA	black	0	1.0307	0
MGH53_P8_F11	NA	black	0	5.2147	0
MGH53_P8_G01	NA	black	0	1.5941	0
MGH53_P8_G02	0.666828002798	green3	2	4.6275	6.3268
MGH53_P8_G03	NA	black	0	0	0
MGH53_P8_G04	-2.60065964257	black	0	1.3167	6.4944
MGH53_P8_G05	-1.35343746591	red	1	4.96	1.0222
MGH53_P8_G06	NA	black	0	0	5.8284
MGH53_P8_G07	NA	black	0	0.90149	0
MGH53_P8_G08	-1.90953821812	black	0	2.5193	7.4503
MGH53_P8_G09	NA	black	0	0	0
MGH53_P8_G10	NA	black	0	0	6.2251
MGH53_P8_G11	NA	black	0	0.36737	0
MGH53_P8_G12	NA	black	0	0	0
MGH53_P8_H01	-0.596481075878	green3	2	2.5553	5.0872
MGH53_P8_H02	NA	black	0	0.67446	0
MGH53_P8_H03	NA	black	0	0.65352	0
MGH53_P8_H04	4.42182754632	black	0	0.21785	0.54992
MGH53_P8_H05	NA	black	0	0.57918	0
MGH53_P8_H06	NA	black	0	0	5.3874
MGH53_P8_H07	NA	black	0	1.115	0
MGH53_P8_H08	NA	black	0	0	0
MGH53_P8_H09	NA	black	0	5.2852	0
MGH53_P8_H10	2.30460588503	black	0	1.9088	0.59837
MGH53_P8_H11	NA	black	0	3.34	0
MGH53_P8_H12	NA	black	0	0	2.5036
MGH53_P1_A03	NA	black	0	4.5529	0
MGH53_P1_A04	0.0899869766504	green3	2	4.9073	4.1798
MGH53_P1_A06	0.799593854214	green3	2	5.3294	5.4024
MGH53_P1_A07	NA	black	0	4.1199	0
MGH53_P1_A08	-0.123607133026	green3	2	5.9459	3.836
MGH53_P1_B04	NA	black	0	2.3609	0
MGH53_P1_B08	NA	black	0	2.2415	0
MGH53_P1_B09	-0.404678522938	green3	2	5.6651	3.4086
MGH53_P1_B11	NA	black	0	6.8846	0
MGH53_P1_C03	NA	black	0	4.573	0
MGH53_P1_C06	-0.79046443634	green3	2	1.91	4.9373
MGH53_P1_C09	NA	black	0	4.7057	0
MGH53_P1_C10	0.220491902992	green3	2	4.9565	4.4798
MGH53_P1_D01	-0.216207263871	green3	2	4.479	3.1038
MGH53_P1_D05	0.0912519094569	green3	2	4.1523	4.7348
MGH53_P1_D12	0.246359051702	green3	2	4.6927	4.7195
MGH53_P1_E09	1.87701218285	black	0	2.2901	0.51299
MGH53_P1_E12	-0.0494380640942	green3	2	3.758	5.1501
MGH53_P12_A01	4.65338362117	black	0	0.32654	0.26303
MGH53_P12_A02	-0.986565917755	green3	2	1.5341	4.9757
MGH53_P12_A03	0.199444918675	green3	2	4.3386	5.0336
MGH53_P12_A04	-2.49844819772	black	0	5.4978	0.26544
MGH53_P12_A05	0.0307120990683	green3	2	3.4994	3.6756
MGH53_P12_A06	0.0798674695244	green3	2	1.7416	3.7732
MGH53_P12_A08	NA	black	0	1.8448	0
MGH53_P12_A09	-2.64373550323	black	0	0.94035	6.1935
MGH53_P12_A10	NA	black	0	5.7378	0
MGH53_P12_A11	-1.34237052283	red	1	2.1467	5.9034
MGH53_P12_A12	2.0944223311	black	0	1.8476	1.0086
MGH53_P12_B01	-0.973471611068	green3	2	5.1904	2.1574
MGH53_P12_B02	0.331106717391	green3	2	5.6374	4.4626
MGH53_P12_B03	-0.00451153059314	green3	2	4.5034	3.9314
MGH53_P12_B04	NA	black	0	4.5817	0
MGH53_P12_B05	0.267631352101	green3	2	2.3793	3.4052
MGH53_P12_B06	-0.533729534454	green3	2	2.8143	5.2279
MGH53_P12_B07	NA	black	0	3.0604	0
MGH53_P12_B08	0.663528296241	green3	2	1.211	3.1925
MGH53_P12_B09	1.66017321723	green3	2	2.3901	0.69688
MGH53_P12_B11	-0.208236668208	green3	2	3.9471	1.0587
MGH53_P12_B12	NA	black	0	2.7575	0
MGH53_P12_C01	0.36816006603	green3	2	4.7389	5.0502
MGH53_P12_C02	-1.02650631171	green3	2	4.5773	0.71282
MGH53_P12_C03	NA	black	0	6.5253	0
MGH53_P12_C04	0.202009673605	green3	2	3.2856	2.9013
MGH53_P12_C05	0.000260556275215	green3	2	3.8539	4.741
MGH53_P12_C06	NA	black	0	4.3881	0
MGH53_P12_C07	0.235850160475	green3	2	0.50182	3.6537
MGH53_P12_C08	NA	black	0	3.336	0
MGH53_P12_C09	0.00989763849453	green3	2	4.3807	3.9928
MGH53_P12_C10	0.0238853626642	green3	2	2.0528	3.8466
MGH53_P12_C11	NA	black	0	5.1675	0
MGH53_P12_C12	0.350807400537	green3	2	5.4919	4.5331
MGH53_P12_D01	NA	black	0	1.6257	0
MGH53_P12_D02	NA	black	0	0	3.8932
MGH53_P12_D03	-0.729728069718	green3	2	1.9605	4.884
MGH53_P12_D04	-0.0952215941641	green3	2	5.1357	3.7762
MGH53_P12_D05	NA	black	0	2.7461	0
MGH53_P12_D06	NA	black	0	5.3617	0
MGH53_P12_D07	-1.67490722695	red	1	4.9424	0.32308
MGH53_P12_D08	NA	black	0	5.8541	0
MGH53_P12_D09	0.372917758597	green3	2	2.8606	2.8728
MGH53_P12_D10	-0.275777721306	green3	2	0.67807	4.0722
MGH53_P12_D11	NA	black	0	5.4637	0
MGH53_P12_D12	-1.48986124053	red	1	5.6109	1.8556
MGH53_P12_E01	0.622760697796	green3	2	4.6142	6.2001
MGH53_P12_E02	-0.0645529487832	green3	2	3.6462	4.74
MGH53_P12_E03	NA	black	0	0	0
MGH53_P12_E04	NA	black	0	2.5924	0
MGH53_P12_E05	NA	black	0	6.4994	0
MGH53_P12_E06	1.48892757263	green3	2	5.7246	6.1005
MGH53_P12_E07	0.319399659792	green3	2	4.4683	5.3381
MGH53_P12_E08	1.35931776135	green3	2	5.4927	6.1924
MGH53_P12_E09	NA	black	0	6.1976	0
MGH53_P12_E10	-1.07816583193	green3	2	4.4857	0.19156
MGH53_P12_E12	NA	black	0	1.8887	0
MGH53_P12_F01	NA	black	0	4.6661	0
MGH53_P12_F02	-0.142737559526	green3	2	4.7315	3.5455
MGH53_P12_F03	-1.79460544129	red	1	1.1003	5.5462
MGH53_P12_F04	0.639183590838	green3	2	3.2567	0.47923
MGH53_P12_F06	NA	black	0	4.6728	0
MGH53_P12_F07	NA	black	0	2.4071	0
MGH53_P12_F08	NA	black	0	5.6236	0
MGH53_P12_F09	NA	black	0	6.8966	0
MGH53_P12_F10	0.750050483193	green3	2	5.095	5.5698
MGH53_P12_F11	-0.893987133009	green3	2	4.9726	2.0007
MGH53_P12_F12	NA	black	0	3.8397	0
MGH53_P12_G01	NA	black	0	1.3868	0
MGH53_P12_G03	-0.581570024947	green3	2	6.8184	3.5055
MGH53_P12_G04	-0.332139072972	green3	2	3.236	5.2878
MGH53_P12_G07	-0.203795096459	green3	2	3.306	4.882
MGH53_P12_G08	0.373158387872	green3	2	7.2882	4.3083
MGH53_P12_G09	NA	black	0	4.5504	0
MGH53_P12_G10	0.673272751604	green3	2	6.2863	4.7204
MGH53_P12_G11	-0.145083647042	green3	2	3.0573	4.3906
MGH53_P12_G12	-2.02778478113	black	0	5.2164	0.3774
MGH53_P12_H01	NA	black	0	0.74674	0
MGH53_P12_H02	-0.0161714812596	green3	2	3.3563	4.0058
MGH53_P12_H03	NA	black	0	5.2613	0
MGH53_P12_H04	1.73276305206	green3	2	1.9646	1.3657
MGH53_P12_H05	-0.535646843169	green3	2	0.8504	4.3165
MGH53_P12_H06	0.533843861856	green3	2	5.4761	4.8357
MGH53_P12_H07	-0.160494971062	green3	2	2.8504	4.3259
MGH53_P12_H08	-1.32410909943	red	1	5.447	1.9007
MGH53_P12_H09	-0.234746545726	green3	2	4.988	3.4379
MGH53_P12_H10	-0.22249875992	green3	2	4.8801	3.4121
MGH53_P12_H11	-0.039129744599	green3	2	3.9508	3.1925
MGH53_P12_H12	-0.0461005151342	green3	2	5.0833	3.8688
MGH53_P2_A09	NA	black	0	4.203	0
MGH53_P2_A11	NA	black	0	4.7226	0
MGH53_P2_A12	NA	black	0	5.9365	0
MGH53_P2_B05	-0.933101589453	green3	2	1.4906	4.8961
MGH53_P2_B07	NA	black	0	6.0496	0
MGH53_P2_B09	NA	black	0	3.5758	0
MGH53_P2_B10	NA	black	0	4.1508	0
MGH53_P2_C01	NA	black	0	5.5672	0
MGH53_P2_C02	3.19802566814	black	0	1.0186	0.79244
MGH53_P2_C03	-0.144547510796	green3	2	3.4643	4.8819
MGH53_P2_C07	NA	black	0	0	1.8379
MGH53_P2_C09	0.0946188940271	green3	2	4.4463	4.3568
MGH53_P2_D01	-0.475586350371	green3	2	5.6498	3.3033
MGH53_P2_D02	0.0356873418019	green3	2	4.4805	4.0929
MGH53_P2_D07	NA	black	0	3.3363	0
MGH53_P2_D08	NA	black	0	5.2771	0
MGH53_P2_D12	NA	black	0	5.2312	0
MGH53_P2_E04	0.325750833077	green3	2	5.782	4.4231
MGH53_P2_E10	1.28874249923	green3	2	2.6592	0.81558
MGH53_P2_F02	-0.330576019157	green3	2	2.8687	4.7798
MGH53_P2_F03	NA	black	0	5.5058	0
MGH53_P2_F04	1.05239658421	green3	2	5.6892	5.4944
MGH53_P2_F05	1.93267337738	black	0	0.88362	2.1087
MGH53_P2_G02	NA	black	0	0	0
MGH53_P2_G07	NA	black	0	4.9382	0
MGH53_P2_H01	0.0620636266089	green3	2	4.0253	4.8992
MGH53_P10_A01	-1.42194844662	red	1	0.99349	5.1471
MGH53_P10_A02	NA	black	0	6.5951	0
MGH53_P10_A03	NA	black	0	0	5.0481
MGH53_P10_A04	-1.44867827588	red	1	6.725	2.7155
MGH53_P10_A05	-0.115480365487	green3	2	2.8012	4.1927
MGH53_P10_A06	NA	black	0	5.2601	0
MGH53_P10_A07	0.295699566529	green3	2	4.3882	5.4386
MGH53_P10_A08	NA	black	0	1.4911	0
MGH53_P10_A09	NA	black	0	2.1117	0
MGH53_P10_A10	1.19381402921	green3	2	5.9438	5.4939
MGH53_P10_A11	-2.22202174003	black	0	0.85997	5.7721
MGH53_P10_A12	-1.05665442307	green3	2	1.8335	5.2335
MGH53_P10_B01	NA	black	0	5.2281	0
MGH53_P10_B02	1.67167443263	green3	2	1.7841	1.6794
MGH53_P10_B03	NA	black	0	0	0
MGH53_P10_B04	0.692233074012	green3	2	5.2515	5.2748
MGH53_P10_B05	-0.0407555232185	green3	2	5.3269	3.9004
MGH53_P10_B06	-0.204611696618	green3	2	2.4103	4.2649
MGH53_P10_B07	NA	black	0	5.6063	0
MGH53_P10_B08	-0.644007568478	green3	2	3.0059	5.829
MGH53_P10_B09	0.158735614786	green3	2	4.0914	5.9353
MGH53_P10_B10	-0.80797456995	green3	2	5.0382	2.2744
MGH53_P10_B11	NA	black	0	0.22651	0
MGH53_P10_B12	NA	black	0	1.121	0
MGH53_P10_C01	NA	black	0	6.0327	0
MGH53_P10_C02	NA	black	0	0	5.7238
MGH53_P10_C03	2.29813804272	black	0	0.95531	1.7212
