Cell_name	Zvalue	Color	Cluster	CREB1	SLC39A1
MGH54_P14_F02	NA	black	0	0	1.2327
MGH54_P14_F03	NA	black	0	0.15056	0
MGH54_P14_F04	NA	black	0	0.1003	0
MGH54_P14_F06	NA	black	0	0	0
MGH54_P14_F07	NA	black	0	0	0
MGH54_P14_F08	NA	black	0	1.1296	0
MGH54_P14_F09	NA	black	0	0	0
MGH54_P14_F10	NA	black	0	0	0
MGH54_P14_F11	NA	black	0	0	4.7557
MGH54_P14_G01	NA	black	0	0	0
MGH54_P14_G02	0.910517895712	red	1	2.9564	4.9152
MGH54_P14_G03	NA	black	0	3.9675	0
MGH54_P14_G04	NA	black	0	0	0
MGH54_P14_G05	NA	black	0	0.66812	0
MGH54_P14_G06	NA	black	0	0	3.8477
MGH54_P14_G07	NA	black	0	0	0
MGH54_P14_G08	NA	black	0	0.15445	0
MGH54_P14_G09	0.0213793433191	red	1	1.1622	5.1796
MGH54_P14_G10	NA	black	0	0	0
MGH54_P14_G11	NA	black	0	0	0
MGH54_P14_G12	NA	black	0	0	5.7241
MGH54_P14_H01	NA	black	0	0	0
MGH54_P14_H02	NA	black	0	0	0
MGH54_P14_H03	NA	black	0	0	2.9908
MGH54_P14_H04	NA	black	0	0.2461	0
MGH54_P14_H05	NA	black	0	0	0
MGH54_P14_H06	NA	black	0	1.54	0
MGH54_P14_H07	NA	black	0	0	0
MGH54_P14_H08	NA	black	0	0	0
MGH54_P14_H09	NA	black	0	0.1137	0
MGH54_P14_H10	NA	black	0	0	0
MGH54_P14_H11	NA	black	0	0	0
MGH54_P14_H12	NA	black	0	0.20789	0
MGH54_P15_A02	-0.654370356523	red	1	0.27977	5.3635
MGH54_P15_A03	-0.989884611435	red	1	0.24489	6.0578
MGH54_P15_A04	NA	black	0	2.1606	0
MGH54_P15_A05	NA	black	0	0	4.7765
MGH54_P15_A06	NA	black	0	0	0
MGH54_P15_A07	NA	black	0	0	0
MGH54_P15_A08	NA	black	0	2.7088	0
MGH54_P15_A09	NA	black	0	0.082703	0
MGH54_P15_A10	NA	black	0	0.15575	0
MGH54_P15_A11	NA	black	0	0	0
MGH54_P15_A12	NA	black	0	0.14143	0
MGH54_P15_B01	NA	black	0	0	5.0715
MGH54_P15_B02	NA	black	0	0	4.7642
MGH54_P15_B03	NA	black	0	0	0
MGH54_P15_B04	NA	black	0	0	0
MGH54_P15_B05	NA	black	0	0	5.5328
MGH54_P15_B06	NA	black	0	0	0
MGH54_P15_B07	NA	black	0	0.25942	0
MGH54_P15_B09	NA	black	0	0	0
MGH54_P15_B10	NA	black	0	0.60407	0
MGH54_P15_B11	NA	black	0	2.8873	0
MGH54_P15_C01	NA	black	0	0	0
MGH54_P15_C02	-0.390937474209	red	1	0.26903	4.7146
MGH54_P15_C03	NA	black	0	0	0
MGH54_P15_C04	NA	black	0	0.37072	0
MGH54_P15_C05	NA	black	0	0.47093	0
MGH54_P15_C06	-0.107494627896	red	1	0.83269	4.5691
MGH54_P15_C07	NA	black	0	0.15316	0
MGH54_P15_C08	1.26958145522	green3	2	0.21661	0.41143
MGH54_P15_C09	NA	black	0	0	0
MGH54_P15_C10	NA	black	0	0.7137	0
MGH54_P15_C11	NA	black	0	0	0
MGH54_P15_C12	NA	black	0	0.09356	0
MGH54_P15_D01	NA	black	0	0	0
MGH54_P15_D02	NA	black	0	0	0
MGH54_P15_D03	NA	black	0	0	0
MGH54_P15_D04	NA	black	0	0	0
MGH54_P15_D05	NA	black	0	0	0
MGH54_P15_D07	NA	black	0	0	0
MGH54_P15_D08	NA	black	0	0	0
MGH54_P15_D09	NA	black	0	0.11636	0
MGH54_P15_D10	NA	black	0	0	0.87657
MGH54_P15_D11	NA	black	0	0	5.6272
MGH54_P15_D12	NA	black	0	0.088142	0
MGH54_P15_E01	0.837329544671	red	1	2.201	5.494
MGH54_P15_E02	NA	black	0	0.28688	0
MGH54_P15_E03	NA	black	0	1.4792	0
MGH54_P15_E04	NA	black	0	1.8016	0
MGH54_P15_E05	NA	black	0	0.18015	0
MGH54_P15_E06	0.495319218792	red	1	0.123	2.6346
MGH54_P15_E07	NA	black	0	0	4.7155
MGH54_P15_E08	NA	black	0	0.43936	0
MGH54_P15_E09	NA	black	0	0.38294	0
MGH54_P15_E10	NA	black	0	0	5.1886
MGH54_P15_E11	-3.65931567026	black	0	4.2918	1.5266
MGH54_P15_E12	-2.63424641418	black	0	2.6381	0.38957
MGH54_P15_F01	NA	black	0	0	0
MGH54_P15_F02	NA	black	0	0	0
MGH54_P15_F03	NA	black	0	2.1935	0
MGH54_P15_F04	NA	black	0	0.45838	0
MGH54_P15_F05	-0.0364943647886	red	1	1.0179	4.5613
MGH54_P15_F06	NA	black	0	0.031395	0
MGH54_P15_F07	0.727812758202	red	1	0.17505	1.9982
MGH54_P15_F08	NA	black	0	0	0
MGH54_P15_F09	NA	black	0	2.4468	0
MGH54_P15_F10	1.27479981329	green3	2	0.10702	0.82212
MGH54_P15_F11	NA	black	0	3.7863	0
MGH54_P15_F12	NA	black	0	0.54893	0
MGH54_P15_G03	NA	black	0	1.0566	0
MGH54_P15_G04	NA	black	0	0	0
MGH54_P15_G05	NA	black	0	0	0
MGH54_P15_G06	NA	black	0	3.5039	0
MGH54_P15_G07	0.0143183012891	red	1	1.4568	3.8813
MGH54_P15_G08	NA	black	0	2.7604	0
MGH54_P15_G09	NA	black	0	3.4615	0
MGH54_P15_G10	NA	black	0	2.1217	0
MGH54_P15_G11	NA	black	0	0	4.6696
MGH54_P15_G12	NA	black	0	0	0
MGH54_P15_H01	NA	black	0	2.0058	0
MGH54_P15_H03	NA	black	0	0	0.31846
MGH54_P15_H04	0.10817286364	red	1	1.94	4.092
MGH54_P15_H05	-1.96687638286	red	1	3.8942	2.4292
MGH54_P15_H06	NA	black	0	0	5.7073
MGH54_P15_H07	NA	black	0	0.42653	0
MGH54_P15_H08	NA	black	0	0	4.8414
MGH54_P15_H09	NA	black	0	0	0
MGH54_P15_H10	NA	black	0	2.698	0
MGH54_P15_H11	NA	black	0	0	0
MGH54_P15_H12	NA	black	0	0.18015	0
MGH54_P16_A01	-1.07144649631	red	1	1.8086	0.88049
MGH54_P16_A02	NA	black	0	0	0
MGH54_P16_A04	NA	black	0	0.1137	0
MGH54_P16_A05	NA	black	0	0	0
MGH54_P16_A06	NA	black	0	0	0
MGH54_P16_A07	NA	black	0	0	0
MGH54_P16_A08	NA	black	0	0	0
MGH54_P16_A09	NA	black	0	0	0
MGH54_P16_A10	NA	black	0	0.20664	0
MGH54_P16_A11	NA	black	0	0.079975	0
MGH54_P16_A12	NA	black	0	0	0.52707
MGH54_P16_B01	NA	black	0	0	2.4022
MGH54_P16_B02	NA	black	0	0.27381	0
MGH54_P16_B03	NA	black	0	0.096262	0
MGH54_P16_B04	NA	black	0	2.9428	0
MGH54_P16_B05	NA	black	0	0	0
MGH54_P16_B06	NA	black	0	0	0
MGH54_P16_B07	NA	black	0	0.39944	0
MGH54_P16_B08	NA	black	0	0	0
MGH54_P16_B09	NA	black	0	0.10299	0
MGH54_P16_B10	NA	black	0	0	0
MGH54_P16_B11	NA	black	0	1.3874	0
MGH54_P16_B12	-0.0432920063166	red	1	0.56852	3.9278
MGH54_P16_C01	NA	black	0	0	0
MGH54_P16_C02	0.89335054612	red	1	0.19661	1.5221
MGH54_P16_C03	NA	black	0	0	0
MGH54_P16_C04	NA	black	0	0	0
MGH54_P16_C05	NA	black	0	2.5871	0
MGH54_P16_C06	NA	black	0	2.0043	0
MGH54_P16_C07	NA	black	0	0	0.36513
MGH54_P16_C08	NA	black	0	2.6844	0
MGH54_P16_C09	NA	black	0	2.9523	0
MGH54_P16_C10	NA	black	0	0.075875	0
MGH54_P16_C11	NA	black	0	0	0
MGH54_P16_C12	NA	black	0	0	6.6698
MGH54_P16_D01	NA	black	0	0.17249	0
MGH54_P16_D02	NA	black	0	0	0
MGH54_P16_D03	NA	black	0	0	0
MGH54_P16_D04	NA	black	0	0	0
MGH54_P16_D05	NA	black	0	0.3173	0
MGH54_P16_D06	NA	black	0	3.7321	0
MGH54_P16_D07	NA	black	0	3.5505	0
MGH54_P16_D09	NA	black	0	0	0
MGH54_P16_D10	NA	black	0	0	0
MGH54_P16_D11	NA	black	0	0	0
MGH54_P16_D12	NA	black	0	0	4.2847
MGH54_P16_E01	NA	black	0	0	0
MGH54_P16_E02	NA	black	0	0	0
MGH54_P16_E03	NA	black	0	0	0
MGH54_P16_E04	NA	black	0	2.0932	0
MGH54_P16_E05	NA	black	0	0.99349	0
MGH54_P16_E06	NA	black	0	0	0
MGH54_P16_E07	NA	black	0	0	0
MGH54_P16_E08	NA	black	0	0	0
MGH54_P16_E09	NA	black	0	0	0
MGH54_P16_E10	NA	black	0	2.8756	0
MGH54_P16_E11	NA	black	0	0	4.9416
MGH54_P16_E12	NA	black	0	0	0.82293
MGH54_P16_F01	NA	black	0	0.090853	0
MGH54_P16_F03	NA	black	0	2.9906	0
MGH54_P16_F04	0.54538527892	red	1	2.2032	4.898
MGH54_P16_F05	NA	black	0	0.20414	0
MGH54_P16_F06	NA	black	0	0.077243	0
MGH54_P16_F07	NA	black	0	0	0
MGH54_P16_F08	NA	black	0	0	0
MGH54_P16_F09	NA	black	0	0.92752	0
MGH54_P16_F10	-0.855483542963	red	1	0.10836	5.4951
MGH54_P16_F11	NA	black	0	0	0
MGH54_P16_G01	NA	black	0	0	0
MGH54_P16_G02	0.555452010095	red	1	2.319	4.8161
MGH54_P16_G03	NA	black	0	2.1293	0
MGH54_P16_G04	0.712908962188	red	1	2.9566	4.6845
MGH54_P16_G05	NA	black	0	2.044	0
MGH54_P16_G06	NA	black	0	1.515	0
MGH54_P16_G07	NA	black	0	2.4792	0
MGH54_P16_G08	NA	black	0	0.064883	0
MGH54_P16_G09	NA	black	0	0	0
MGH54_P16_G10	NA	black	0	0.1865	0
MGH54_P16_G11	1.1539337078	green3	2	0.067639	1.2284
MGH54_P16_G12	NA	black	0	0	0
MGH54_P16_H01	NA	black	0	0	0
MGH54_P16_H02	0.386300749404	red	1	0.123	2.8821
MGH54_P16_H03	NA	black	0	0.092207	0
MGH54_P16_H04	NA	black	0	0.067639	0
MGH54_P16_H05	-0.248964639591	red	1	0.074505	4.2429
MGH54_P16_H06	NA	black	0	0.28688	0
MGH54_P16_H07	NA	black	0	0.15575	0
MGH54_P16_H08	0.73299366543	red	1	2.6309	4.8774
MGH54_P16_H09	0.487594392665	red	1	2.2415	4.7511
MGH54_P16_H10	NA	black	0	0	0
MGH54_P16_H11	-0.260131892655	red	1	0.067639	4.2617
MGH54_P16_H12	-0.465890642394	red	1	0.25701	4.8795
MGH54_P17_A01	NA	black	0	0.38847	0
MGH54_P17_A02	NA	black	0	2.5541	0
MGH54_P17_A03	NA	black	0	0.13356	0
MGH54_P17_A04	-0.308508047408	red	1	0.28333	4.5273
MGH54_P17_A05	NA	black	0	0.16864	0
MGH54_P17_A06	-0.351434590328	red	1	0.48749	4.9197
MGH54_P17_A07	NA	black	0	0	0
MGH54_P17_A08	NA	black	0	0.22157	0
MGH54_P17_A09	NA	black	0	0.123	0
MGH54_P17_A10	0.477719735148	red	1	2.6998	4.4895
MGH54_P17_A11	NA	black	0	0	0
MGH54_P17_A12	NA	black	0	0	0
MGH54_P17_B01	-0.895502514405	red	1	0.19661	5.7428
MGH54_P17_B02	NA	black	0	3.2973	0
MGH54_P17_B03	NA	black	0	1.4109	0
MGH54_P17_B05	NA	black	0	0.14535	0
MGH54_P17_B06	NA	black	0	0	0
MGH54_P17_B07	NA	black	0	2.7995	0
MGH54_P17_B08	NA	black	0	0	0
MGH54_P17_B09	NA	black	0	0	0
MGH54_P17_B10	-0.288346390117	red	1	0.23511	4.4354
MGH54_P17_B11	NA	black	0	2.4665	0
MGH54_P17_B12	NA	black	0	0	0
MGH54_P17_C02	NA	black	0	0	0
MGH54_P17_C03	NA	black	0	0	3.2331
MGH54_P17_C04	-0.5048240501	red	1	0.10702	4.7881
MGH54_P17_C05	NA	black	0	0	0
MGH54_P17_C06	NA	black	0	0	0
MGH54_P17_C07	NA	black	0	0	6.0547
MGH54_P17_C08	NA	black	0	0	0
MGH54_P17_C09	0.0755416796219	red	1	0.24975	3.5529
MGH54_P17_C10	NA	black	0	0	0
MGH54_P17_C11	NA	black	0	0.13093	0
MGH54_P17_C12	NA	black	0	0	0
MGH54_P17_D01	NA	black	0	0	0
MGH54_P17_D02	NA	black	0	0	5.5394
MGH54_P17_D03	NA	black	0	0	0
MGH54_P17_D04	NA	black	0	2.7914	0
MGH54_P17_D05	NA	black	0	3.0895	0
MGH54_P17_D06	NA	black	0	0	3.4382
MGH54_P17_D07	NA	black	0	0.11103	0
MGH54_P17_D09	NA	black	0	0	0
MGH54_P17_D10	NA	black	0	0	0
MGH54_P17_D12	NA	black	0	0.13356	0
MGH54_P17_E01	NA	black	0	2.1067	0
MGH54_P17_E02	NA	black	0	0	0
MGH54_P17_E03	NA	black	0	0	0
MGH54_P17_E04	NA	black	0	0	0.80653
MGH54_P17_E05	NA	black	0	0.12433	0
MGH54_P17_E06	NA	black	0	0	0
MGH54_P17_E07	2.75868971794	black	0	4.8063	5.545
MGH54_P17_E08	NA	black	0	0	0
MGH54_P17_E09	0.130749072661	red	1	2.4857	4.0426
MGH54_P17_E10	NA	black	0	0	0
MGH54_P17_E11	NA	black	0	3.1622	0
MGH54_P17_E12	NA	black	0	0.085425	0
MGH54_P17_F01	NA	black	0	2.2875	0
MGH54_P17_F02	NA	black	0	2.766	0
MGH54_P17_F03	NA	black	0	1.3741	0
MGH54_P17_F04	NA	black	0	0	0
MGH54_P17_F05	-0.505169012592	red	1	0.20914	4.9079
MGH54_P17_F07	NA	black	0	0	0
MGH54_P17_F08	3.0758806096	black	0	3.9984	6.2044
MGH54_P17_F09	NA	black	0	0	0
MGH54_P17_F10	NA	black	0	0.09356	0
MGH54_P17_F11	NA	black	0	0	0
MGH54_P17_F12	NA	black	0	0.070389	0
MGH54_P17_G01	NA	black	0	3.4757	0
MGH54_P17_G02	NA	black	0	0.8335	0
MGH54_P17_G03	NA	black	0	0	0
MGH54_P17_G04	NA	black	0	1.3668	0
MGH54_P17_G05	-0.369603896827	red	1	0.12035	4.5216
MGH54_P17_G06	NA	black	0	0	0
MGH54_P17_G07	-0.0126053022141	red	1	2.5003	3.824
MGH54_P17_G08	NA	black	0	0	0
MGH54_P17_G09	NA	black	0	0	0
MGH54_P17_G10	-0.693394238799	red	1	0.079975	5.1325
MGH54_P17_G11	NA	black	0	0.14143	0
MGH54_P17_G12	NA	black	0	0.13881	0
MGH54_P17_H01	NA	black	0	0	0
MGH54_P17_H02	NA	black	0	0	0
MGH54_P17_H05	NA	black	0	2.5064	0
MGH54_P17_H06	NA	black	0	0	4.3132
MGH54_P17_H07	NA	black	0	1.3443	0
MGH54_P17_H08	NA	black	0	0	0
MGH54_P17_H09	NA	black	0	0	1.7229
MGH54_P17_H10	NA	black	0	0.24489	0
MGH54_P17_H11	-2.65665328949	black	0	3.6662	1.739
MGH54_P17_H12	NA	black	0	0.123	0
MGH54_P6_A01	NA	black	0	0	0
MGH54_P6_A02	NA	black	0	0	0
MGH54_P6_A03	NA	black	0	2.6643	0
MGH54_P6_A04	NA	black	0	2.103	0
MGH54_P6_A05	NA	black	0	2.8225	0
MGH54_P6_A06	NA	black	0	2.8492	0
MGH54_P6_A07	NA	black	0	0.14535	0
MGH54_P6_A08	NA	black	0	1.6489	0
MGH54_P6_A09	-0.472944578636	red	1	0.24975	4.8866
MGH54_P6_A10	NA	black	0	0	0
MGH54_P6_A11	NA	black	0	0.70752	0
MGH54_P6_A12	NA	black	0	0	0
MGH54_P6_B01	NA	black	0	0	4.8166
MGH54_P6_B02	NA	black	0	0.32423	0
MGH54_P6_B03	NA	black	0	0	0
MGH54_P6_B04	NA	black	0	2.7427	0
MGH54_P6_B05	NA	black	0	0	0.59072
MGH54_P6_B06	NA	black	0	0.16993	0
MGH54_P6_B07	0.0813396065697	red	1	1.4895	4.2498
MGH54_P6_B08	NA	black	0	2.559	0
MGH54_P6_B09	NA	black	0	0.24367	0
MGH54_P6_B10	NA	black	0	0.43403	0
MGH54_P6_B11	NA	black	0	0.15186	0
MGH54_P6_B12	NA	black	0	0	0
MGH54_P6_C01	NA	black	0	0	0
MGH54_P6_C02	NA	black	0	0.94636	0
MGH54_P6_C03	NA	black	0	0.18142	0
MGH54_P6_C04	NA	black	0	0	0
MGH54_P6_C06	-0.0518059830595	red	1	0.29631	3.8802
MGH54_P6_C07	NA	black	0	1.996	0
MGH54_P6_C08	NA	black	0	0	0
MGH54_P6_C09	NA	black	0	1.125	0
MGH54_P6_C10	-0.406101288576	red	1	0.26303	4.7442
MGH54_P6_C11	NA	black	0	0.56852	0
MGH54_P6_C12	NA	black	0	0	0
MGH54_P6_D01	NA	black	0	0.010064	0
MGH54_P6_D02	NA	black	0	0	0
MGH54_P6_D03	NA	black	0	3.294	0
MGH54_P6_D04	NA	black	0	3.2783	0
MGH54_P6_D05	NA	black	0	0	0
MGH54_P6_D07	NA	black	0	0.11902	0
MGH54_P6_D08	NA	black	0	0.32884	0
MGH54_P6_D09	NA	black	0	0	0
MGH54_P6_D10	NA	black	0	0.12829	0
MGH54_P6_D11	-0.371005873836	red	1	0.28451	4.6836
MGH54_P6_D12	NA	black	0	0	4.7256
MGH54_P6_E02	NA	black	0	1.4688	0
MGH54_P6_E03	NA	black	0	0	5.0364
MGH54_P6_E04	-0.766279613536	red	1	1.537	0.60692
MGH54_P6_E05	NA	black	0	2.4407	0
MGH54_P6_E07	-1.36199912668	red	1	2.2182	1.3718
MGH54_P6_E08	NA	black	0	0	0
MGH54_P6_E09	2.24693882355	black	0	2.9588	6.5096
MGH54_P6_E10	-0.331790852451	red	1	0.14405	4.4605
MGH54_P6_E11	NA	black	0	0	0
MGH54_P6_E12	NA	black	0	0.49774	0
MGH54_P6_F01	NA	black	0	0.65535	0
MGH54_P6_F02	NA	black	0	0	0
MGH54_P6_F03	NA	black	0	0.16607	0
MGH54_P6_F05	NA	black	0	0	0
MGH54_P6_F06	NA	black	0	1.5695	0
MGH54_P6_F07	0.460711461213	red	1	2.6756	4.4751
MGH54_P6_F08	-0.224172914161	red	1	0.24732	4.2911
MGH54_P6_F09	NA	black	0	0	0
MGH54_P6_F10	NA	black	0	0.1003	0
MGH54_P6_F11	NA	black	0	0	0
MGH54_P6_F12	NA	black	0	0	0
MGH54_P6_G01	NA	black	0	0.17249	0
MGH54_P6_G02	NA	black	0	0.46989	0
MGH54_P6_G03	NA	black	0	0	0
MGH54_P6_G04	NA	black	0	1.275	0
MGH54_P6_G06	NA	black	0	3.0512	0
MGH54_P6_G07	NA	black	0	0	0
MGH54_P6_G08	NA	black	0	2.6821	0
MGH54_P6_G09	NA	black	0	3.4035	0
MGH54_P6_G10	NA	black	0	0	0
MGH54_P6_G11	NA	black	0	2.9964	0
MGH54_P6_G12	NA	black	0	2.8109	0
MGH54_P6_H01	0.973695034657	red	1	0.35727	0.68437
MGH54_P6_H03	NA	black	0	0.21537	0
MGH54_P6_H05	NA	black	0	0.21537	0
MGH54_P6_H06	NA	black	0	0	0
MGH54_P6_H07	NA	black	0	0	0
MGH54_P6_H08	NA	black	0	0	0
MGH54_P6_H09	-0.214562284713	red	1	0.88206	5.5438
MGH54_P6_H10	NA	black	0	2.9302	0
MGH54_P6_H11	NA	black	0	0.81558	0
MGH54_P6_H12	NA	black	0	0	0
MGH54_P7_A02	NA	black	0	4.5851	0
MGH54_P7_A03	-0.670311403191	red	1	0.088142	5.0979
MGH54_P7_A04	1.00339237755	green3	2	2.0542	6.1763
MGH54_P7_A06	0.74033593291	red	1	0.069015	2.1587
MGH54_P7_A07	-1.07239790931	red	1	0.07861	5.8622
MGH54_P7_A08	1.26983707725	green3	2	2.9778	5.3217
MGH54_P7_A10	NA	black	0	0	0
MGH54_P7_A11	NA	black	0	3.6829	0
MGH54_P7_A12	NA	black	0	0.66812	0
MGH54_P7_B01	NA	black	0	0	0
MGH54_P7_B03	NA	black	0	0.14796	0
MGH54_P7_B04	NA	black	0	0	0
MGH54_P7_B05	NA	black	0	0	0
MGH54_P7_B06	NA	black	0	0.23143	0
MGH54_P7_B07	NA	black	0	0	0
MGH54_P7_B08	NA	black	0	0	0
MGH54_P7_B09	-0.985555913607	red	1	0.10165	5.7391
MGH54_P7_B10	NA	black	0	0	0
MGH54_P7_B12	NA	black	0	0	0
MGH54_P7_C01	NA	black	0	0	0
MGH54_P7_C03	NA	black	0	0.070389	0
MGH54_P7_C04	NA	black	0	0.098958	0
MGH54_P7_C05	NA	black	0	0.17121	0
MGH54_P7_C06	NA	black	0	0.10299	0
MGH54_P7_C07	NA	black	0	0	2.5418
MGH54_P7_C08	NA	black	0	0	0
MGH54_P7_C09	NA	black	0	0	0
MGH54_P7_C10	NA	black	0	0.074505	0
MGH54_P7_C11	NA	black	0	0.15575	0
MGH54_P7_C12	NA	black	0	0	0
MGH54_P7_D01	NA	black	0	0.10969	0
MGH54_P7_D02	NA	black	0	0.46989	0
MGH54_P7_D03	-0.89739557634	red	1	0.22651	5.8106
MGH54_P7_D04	NA	black	0	0.37295	0
MGH54_P7_D05	NA	black	0	0	0
MGH54_P7_D06	NA	black	0	2.8564	0
MGH54_P7_D08	NA	black	0	0	0
MGH54_P7_D11	NA	black	0	0	0
MGH54_P7_D12	NA	black	0	0	0
MGH54_P7_E01	NA	black	0	0	0
MGH54_P7_E02	-1.30530427529	red	1	0.025738	6.1848
MGH54_P7_E03	NA	black	0	0	0
MGH54_P7_E04	NA	black	0	0	0
MGH54_P7_E05	NA	black	0	0.17249	0
MGH54_P7_E06	NA	black	0	0.30451	0
MGH54_P7_E08	NA	black	0	0	0
MGH54_P7_E09	NA	black	0	0.086784	0
MGH54_P7_E10	NA	black	0	0.12168	0
MGH54_P7_E11	NA	black	0	0.20038	0
MGH54_P7_E12	NA	black	0	0.10836	0
MGH54_P7_F01	NA	black	0	0.42438	0
MGH54_P7_F02	NA	black	0	0.15445	0
MGH54_P7_F03	NA	black	0	0.11902	0
MGH54_P7_F04	NA	black	0	0	0
MGH54_P7_F05	NA	black	0	0	0
MGH54_P7_F06	NA	black	0	0	0
MGH54_P7_F08	NA	black	0	0.38405	0
MGH54_P7_F10	NA	black	0	0	0
MGH54_P7_F11	NA	black	0	0	0
MGH54_P7_G01	2.44120498545	black	0	2.9973	6.6866
MGH54_P7_G02	NA	black	0	0	0
MGH54_P7_G03	NA	black	0	0.086784	0
MGH54_P7_G04	NA	black	0	1.3561	0
MGH54_P7_G06	NA	black	0	0	0
MGH54_P7_G07	NA	black	0	0.10165	0
MGH54_P7_G08	NA	black	0	1.6586	0
MGH54_P7_G09	NA	black	0	0.20539	0
MGH54_P7_G10	1.0335244143	green3	2	0.1137	1.3901
MGH54_P7_G11	NA	black	0	4.4562	0
MGH54_P7_H01	NA	black	0	0	0
MGH54_P7_H02	NA	black	0	0.1003	0
MGH54_P7_H04	NA	black	0	0	0
MGH54_P7_H05	NA	black	0	0	1.5563
MGH54_P7_H09	NA	black	0	0.33914	0
MGH54_P7_H10	NA	black	0	0	0
MGH54_P8_A01	0.426474484605	red	1	0.18396	2.7279
MGH54_P8_A06	NA	black	0	4.2743	0
MGH54_P8_A07	NA	black	0	0.067639	0
MGH54_P8_A09	NA	black	0	0.12565	0
MGH54_P8_A10	NA	black	0	0.20789	0
MGH54_P8_A11	1.57203796067	green3	2	0.066261	0.24367
MGH54_P8_A12	-0.417013706263	red	1	1.3901	1.251
MGH54_P8_B01	NA	black	0	0.19912	0
MGH54_P8_B02	NA	black	0	0	0
MGH54_P8_B04	NA	black	0	0.073135	0
MGH54_P8_B08	NA	black	0	0	0
MGH54_P8_B09	NA	black	0	0	0
MGH54_P8_B12	NA	black	0	0.041243	0
MGH54_P8_C02	NA	black	0	0	0
MGH54_P8_C04	NA	black	0	0.069015	0
MGH54_P8_C06	NA	black	0	0.13356	0
MGH54_P8_C07	NA	black	0	0.051024	0
MGH54_P8_C09	NA	black	0	0	0
MGH54_P8_C12	NA	black	0	0.16607	0
MGH54_P8_D01	NA	black	0	0	0
MGH54_P8_D03	NA	black	0	0.10969	0
MGH54_P8_D04	NA	black	0	0	0
MGH54_P8_D05	NA	black	0	3.4439	0
MGH54_P8_D06	NA	black	0	0.062122	0
MGH54_P8_D07	NA	black	0	0.10165	0
MGH54_P8_D08	NA	black	0	0	0
MGH54_P8_D10	NA	black	0	0.064883	0
MGH54_P8_D11	NA	black	0	4.3262	0
MGH54_P8_D12	NA	black	0	0.66812	0
MGH54_P8_E01	NA	black	0	0.086784	0
MGH54_P8_E04	NA	black	0	0	0
MGH54_P8_E05	NA	black	0	0.17249	0
MGH54_P8_E07	NA	black	0	0.042644	0
MGH54_P8_E08	NA	black	0	3.5326	0
MGH54_P8_E10	NA	black	0	1.517	0
MGH54_P8_F01	NA	black	0	0	6.2448
MGH54_P8_F02	NA	black	0	3.3734	0
MGH54_P8_F04	NA	black	0	0	0
MGH54_P8_F05	NA	black	0	0.049631	0
MGH54_P8_F06	NA	black	0	3.8764	0
MGH54_P8_F08	NA	black	0	0.066261	0
MGH54_P8_F09	NA	black	0	0.053806	0
MGH54_P8_F10	NA	black	0	0.18396	0
MGH54_P8_F11	NA	black	0	0.10836	0
MGH54_P8_F12	NA	black	0	0.045443	0
MGH54_P8_G01	NA	black	0	0	0
MGH54_P8_G03	NA	black	0	0.11103	0
MGH54_P8_G04	NA	black	0	0	5.7249
MGH54_P8_G05	NA	black	0	1.6112	0
MGH54_P8_G06	NA	black	0	0	0
MGH54_P8_G07	NA	black	0	0	0
MGH54_P8_G08	-1.38929373159	red	1	0.051024	6.3931
MGH54_P8_G09	NA	black	0	4.1387	0
MGH54_P8_G10	NA	black	0	0	0
MGH54_P8_G11	NA	black	0	0.04684	0
MGH54_P8_G12	NA	black	0	0.2762	0
MGH54_P8_H01	NA	black	0	0.18396	0
MGH54_P8_H03	NA	black	0	0.025738	0
MGH54_P8_H04	NA	black	0	0.18269	0
MGH54_P8_H06	NA	black	0	0.073135	0
MGH54_P8_H07	NA	black	0	0.051024	0
MGH54_P8_H08	NA	black	0	0	5.6015
MGH54_P8_H10	-0.951778532659	red	1	0.045443	5.5747
MGH54_P8_H12	NA	black	0	0	0
MGH54_P10_A01	NA	black	0	0	0
MGH54_P10_A02	NA	black	0	4.6988	0
MGH54_P10_A03	NA	black	0	1.0807	0
MGH54_P10_A04	1.40382896869	green3	2	2.5366	5.9842
MGH54_P10_A05	NA	black	0	0	0
MGH54_P10_A06	NA	black	0	0	0
MGH54_P10_A07	NA	black	0	0.23756	0
MGH54_P10_A09	NA	black	0	1.406	0
MGH54_P10_A10	NA	black	0	0.079975	0
MGH54_P10_A11	NA	black	0	0.11237	0
MGH54_P10_A12	NA	black	0	0.14143	0
MGH54_P10_B01	NA	black	0	0	0
MGH54_P10_B02	NA	black	0	0	0
MGH54_P10_B03	NA	black	0	0	0
MGH54_P10_B05	NA	black	0	1.4076	0
MGH54_P10_B06	NA	black	0	0.36513	0
MGH54_P10_B07	NA	black	0	3.0009	0
MGH54_P10_B08	NA	black	0	1.129	0
MGH54_P10_B09	NA	black	0	0.23266	0
MGH54_P10_B10	NA	black	0	0.59264	0
MGH54_P10_B11	NA	black	0	0.13093	0
MGH54_P10_B12	NA	black	0	0.077243	0
MGH54_P10_C01	NA	black	0	0.11503	0
MGH54_P10_C02	NA	black	0	0.11902	0
MGH54_P10_C03	NA	black	0	0.83915	0
MGH54_P10_C04	0.61964502549	red	1	0.55385	1.0503
MGH54_P10_C05	NA	black	0	0	0
MGH54_P10_C07	NA	black	0	2.8629	0
MGH54_P10_C08	NA	black	0	0	0
