Cell_name	Zvalue	Color	Cluster	ATM	MTF1
MGH36_P6_A12	NA	black	0	0	0
MGH36_P6_H09	NA	black	0	0.36625	0
MGH53_P4_G04	0.118677756352	blue	3	0.38847	0.28688
MGH36_P10_G12	NA	black	0	1.3437	0
MGH53_P2_H12	0.164844487656	blue	3	1.058	1.7596
MGH53_P4_D10	-0.52151007176	green3	2	2.1233	0.16736
MGH53_P4_D01	NA	black	0	0.39726	0
MGH36_P6_B07	0.0286571297882	blue	3	0.809	0.18269
MGH36_P10_B12	0.282515702172	blue	3	0.10299	0.17377
MGH53_P2_G11	-1.14655715569	black	0	3.0642	0.098958
MGH53_P1_E04	1.18083481151	black	0	1.4746	2.5415
MGH54_P2_C12	-0.619303633091	green3	2	2.1609	0.1137
MGH53_P4_B07	NA	black	0	0.17505	0
MGH53_P4_F09	0.131609723501	blue	3	0.32308	0.28924
MGH36_P2_H11	NA	black	0	0.035624	0
MGH36_P5_A11	0.110895680167	blue	3	0.48852	0.25459
MGH53_P1_A09	-0.544275113211	green3	2	2.1606	0.1635
MGH53_P2_B02	-0.100568527733	green3	2	1.157	0.18777
MGH53_P4_E04	0.019036597645	blue	3	0.83754	0.16221
MGH53_P4_D08	-0.295595614662	green3	2	1.6003	0.16221
MGH36_P1_F07	0.118218647716	blue	3	0.2916	0.31846
MGH53_P2_E11	-1.44344075597	black	0	3.9114	0.15963
MGH36_P1_G06	-0.85983861276	green3	2	2.5607	0.098958
MGH36_P6_F03	-1.11105344155	green3	2	4.0987	0.2762
MGH54_P2_H06	0.116396787429	blue	3	0.4678	0.25459
MGH36_P8_H12	NA	black	0	0.95829	0
MGH53_P1_B06	NA	black	0	4.1497	0
MGH53_P4_F12	0.245729574124	blue	3	0.20163	0.1776
MGH53_P4_G12	-0.000684043977076	blue	3	0.90458	0.73292
MGH53_P2_E08	-0.0162433530076	green3	2	1.7916	0.50589
MGH53_P1_F06	0.199445316993	blue	3	0.46153	0.085425
MGH53_P1_D02	NA	black	0	0	1.0129
MGH36_P9_D01	NA	black	0	0.15186	0
MGH36_P6_F02	-1.46218157015	black	0	3.658	0.11103
MGH53_P2_E07	NA	black	0	2.3383	0
MGH53_P4_H08	0.0535480303502	blue	3	0.54992	0.35952
MGH36_P6_F11	-0.0447319898041	green3	2	1.4818	0.4489
MGH36_P8_C08	NA	black	0	0	0.21785
MGH53_P2_D10	-0.687272679589	green3	2	3.6598	0.3505
MGH53_P4_D03	NA	black	0	4.1566	0
MGH53_P2_C04	-0.326751782774	green3	2	1.7303	0.18777
MGH53_P1_E08	NA	black	0	2.4439	0
MGH54_P2_A08	-0.224170535653	green3	2	1.4335	0.16221
MGH36_P4_H07	-1.08164280959	green3	2	0.48027	2.3931
MGH36_P9_D06	1.14610936857	black	0	2.3513	1.224
MGH53_P4_C04	0.304130966564	blue	3	0.060739	0.16607
MGH53_P1_E10	0.101123293491	blue	3	0.24367	0.35276
MGH53_P2_E09	-0.857655829573	green3	2	2.9404	0.18903
MGH36_P3_C10	0.160822972861	blue	3	0.25217	0.27023
MGH53_P2_F01	-0.664388087779	green3	2	2.4782	0.17887
MGH53_P4_H05	0.189583494535	blue	3	0.16736	0.25942
MGH53_P4_G10	0.127979665428	blue	3	0.49978	0.20914
MGH54_P2_D07	-0.903014103233	green3	2	2.5566	0.075875
MGH53_P2_D09	0.0347292500385	blue	3	1.0384	0.73118
MGH53_P1_D09	0.210320557477	blue	3	0.08134	0.25942
MGH54_P2_B08	NA	black	0	2.4552	0
MGH54_P2_G05	-0.872383931966	green3	2	2.7939	0.15186
MGH53_P2_F06	-0.519443744447	green3	2	2.8379	0.31615
MGH36_P3_E01	0.297341498513	blue	3	0.037031	0.18142
MGH36_P5_E12	0.118589566776	blue	3	0.22527	0.33342
MGH53_P4_A12	-0.680956416763	green3	2	3.3073	0.31383
MGH36_P9_F01	NA	black	0	0	0
MGH36_P3_H10	-0.925667441572	green3	2	2.8059	0.13093
MGH36_P3_H02	-0.983755963936	green3	2	3.5487	0.24367
MGH36_P5_C10	NA	black	0	0.36401	0
MGH54_P2_B05	-0.9872169643	green3	2	0.63413	2.8963
MGH36_P2_F09	-1.24178209141	black	0	3.2328	0.1003
MGH53_P4_A05	0.243580014974	blue	3	0.3774	0.075875
MGH54_P2_H10	0.358846220601	blue	3	0.15056	0.063503
MGH53_P4_E06	-0.0761472262718	green3	2	0.1375	0.56949
MGH53_P4_D12	0.0822421790249	blue	3	0.32539	0.36401
MGH54_P2_H07	0.184374815809	blue	3	0.055196	0.29278
MGH53_P2_E03	NA	black	0	0	0.10702
MGH53_P1_A05	2.74650878866	black	0	2.2268	2.4076
MGH36_P7_D12	NA	black	0	0.092207	0
MGH53_P4_H03	0.124188921398	blue	3	0.58304	0.14143
MGH53_P2_E05	NA	black	0	2.33	0
MGH36_P4_H11	0.338188821448	blue	3	0.15834	0.084064
MGH53_P1_B01	0.343265458786	blue	3	0.0043216	0.14666
MGH54_P2_G03	NA	black	0	0.10702	0
MGH53_P2_F12	-0.128092330598	green3	2	1.4297	0.30918
MGH36_P4_C09	0.321915169942	blue	3	0.1776	0.09356
MGH36_P5_C08	-0.170254542688	green3	2	2.6017	0.45418
MGH36_P4_H06	NA	black	0	1.6173	0
MGH36_P10_E01	NA	black	0	0.10165	0
MGH36_P8_E12	0.248237148097	blue	3	0.11103	0.20914
MGH53_P2_C10	-1.75367332741	black	0	4.0005	0.088142
MGH36_P4_H08	NA	black	0	0.17505	0
MGH36_P7_F07	-0.2539278061	green3	2	1.8663	0.29983
MGH54_P2_A09	-1.02734870735	green3	2	2.6232	0.034216
MGH36_P6_H11	0.213744361064	blue	3	0.062122	0.26063
MGH53_P2_E12	0.0504380142233	blue	3	0.14405	0.42653
MGH53_P1_F08	0.289898670918	blue	3	0.30334	0.05797
MGH36_P6_D12	-0.0770019992459	green3	2	1.0929	0.18523
MGH36_P2_H09	0.183077296515	blue	3	0.16092	0.26903
MGH53_P1_C01	0.19341996417	blue	3	0.15575	0.25822
MGH53_P2_F11	0.129268743364	blue	3	0.20414	0.32423
MGH36_P6_H04	-0.818030142729	green3	2	2.6325	0.13881
MGH36_P5_G05	0.429995257937	blue	3	0.04684	0.03984
MGH53_P4_B04	0.334655552276	blue	3	0.26183	0.0229
MGH53_P1_E05	0.237346601122	blue	3	0.30801	0.13488
MGH36_P10_A08	NA	black	0	0.15963	0
MGH36_P9_G01	NA	black	0	1.8883	0
MGH53_P4_A06	0.0343969669463	blue	3	0.29748	0.43829
MGH36_P6_B09	NA	black	0	2.5452	0
MGH54_P2_D09	0.237558478873	blue	3	0.39506	0.071763
MGH53_P1_E06	NA	black	0	0.07861	0
MGH36_P4_A10	-0.523406897142	green3	2	2.568	0.27143
MGH36_P6_B02	0.2560227564	blue	3	0.073135	0.21288
MGH53_P4_G06	NA	black	0	0.37407	0
MGH36_P8_F01	NA	black	0	0	0
MGH36_P9_F06	0.213363989098	blue	3	0.082703	0.2558
MGH36_P5_H04	0.293029630667	blue	3	0.21785	0.10836
MGH53_P1_B03	-1.31248372231	black	0	3.2444	0.077243
MGH53_P2_D05	-1.00698100429	green3	2	3.0623	0.15316
MGH36_P4_G12	0.306436512459	blue	3	0.088142	0.15316
MGH53_P2_D11	-1.05656798663	green3	2	3.0127	0.123
MGH53_P4_C02	0.321580307232	blue	3	0.056584	0.14926
MGH53_P4_F04	0.354242389962	blue	3	0.094912	0.097611
MGH36_P3_D10	NA	black	0	0.24489	0
MGH54_P2_F04	0.297922215428	blue	3	0.085425	0.1635
MGH36_P6_A03	-1.72354237225	black	0	3.7568	0.051024
MGH53_P1_F07	-0.208038902671	green3	2	0.14926	0.71984
MGH36_P5_H08	NA	black	0	0.017209	0
MGH54_P2_A04	NA	black	0	0.33685	0
MGH53_P4_E11	-0.792587906332	green3	2	2.614	0.14666
MGH53_P2_G03	0.309621205919	blue	3	0.26664	0.055196
MGH36_P3_F04	-1.14740674196	black	0	3.1077	0.10836
MGH54_P2_B02	NA	black	0	0.22033	0
MGH36_P5_C07	-0.451924899918	green3	2	1.9873	0.17377
MGH53_P2_E02	-0.741692285284	green3	2	3.1316	0.26784
MGH54_P2_F09	-0.692668729498	green3	2	2.1355	0.055196
MGH36_P3_D05	-0.0145906920837	blue	3	1.6318	0.5008
MGH36_P5_F12	-0.520921162293	green3	2	2.0587	0.14666
MGH53_P2_H09	-1.25401738044	black	0	0.10702	1.7668
MGH54_P2_F07	0.0215138273679	blue	3	0.80488	0.28333
MGH36_P5_D10	0.417081180243	blue	3	0.017209	0.067639
MGH54_P2_F11	NA	black	0	0.052416	0
MGH53_P2_H04	0.101921287451	blue	3	0.44148	0.29631
MGH36_P6_F09	0.0740597703801	blue	3	0.11902	0.40163
MGH36_P9_F05	NA	black	0	0.51299	0
MGH36_P8_G11	0.312886780099	blue	3	0.086784	0.14666
MGH54_P2_A07	0.25444069306	blue	3	0.041243	0.22404
MGH36_P7_H06	0.353249597442	blue	3	0.052416	0.1177
MGH53_P1_A01	NA	black	0	2.1773	0
MGH53_P1_A02	0.28577568392	blue	3	0.17377	0.14012
MGH54_P2_E07	0.344553069901	blue	3	0.035624	0.13356
MGH53_P4_F07	NA	black	0	0	0.15445
MGH53_P2_C05	NA	black	0	0.14012	0
MGH53_P4_H07	0.334901721838	blue	3	0.094912	0.11902
MGH53_P2_C06	-0.427266154962	green3	2	2.0929	0.22404
MGH36_P3_F03	0.29127582217	blue	3	0.10434	0.1635
MGH36_P2_A10	NA	black	0	1.7286	0
MGH53_P4_E03	NA	black	0	2.2135	0
MGH36_P9_D12	-0.344778029106	green3	2	2.0363	0.26903
MGH54_P2_H03	NA	black	0	0.7137	0
MGH36_P4_D06	0.388467139694	blue	3	0.10836	0.052416
MGH53_P2_B03	0.00132909910776	blue	3	0.926	0.54597
MGH53_P4_F03	0.252604050184	blue	3	0.13619	0.19535
MGH36_P10_E09	-0.399859425162	green3	2	1.8282	0.15834
MGH53_P1_G02	0.308378698185	blue	3	0.23143	0.079975
MGH54_P2_A02	-0.01262405109	blue	3	0.10165	0.49672
MGH36_P3_A07	-0.755425087883	green3	2	0.31034	1.5231
MGH53_P4_E12	-0.543495437759	green3	2	2.0983	0.14405
MGH54_P2_A03	NA	black	0	1.858	0
MGH53_P4_E10	-0.311637029636	green3	2	1.4957	0.07861
MGH54_P2_D08	0.228858472441	blue	3	0.41792	0.067639
MGH36_P8_A02	NA	black	0	3.7352	0
MGH54_P2_B07	0.339279359666	blue	3	0.16092	0.08134
MGH53_P1_B10	-1.31095922344	black	0	0.27381	2.1296
MGH53_P2_F08	-0.86109913058	green3	2	3.6366	0.29396
MGH36_P10_A01	-0.920792923225	green3	2	0.07861	1.4082
MGH36_P10_F01	-0.622148037905	green3	2	2.0676	0.077243
MGH53_P4_G03	-0.967354615315	green3	2	2.7111	0.088142
MGH53_P1_F12	-1.05032950704	green3	2	3.4007	0.19912
MGH36_P4_B03	-0.292153692715	green3	2	2.6521	0.39835
MGH54_P2_C07	0.200597025079	blue	3	0.089498	0.26784
MGH53_P1_B02	-0.843394901629	green3	2	2.8785	0.18269
MGH54_P2_D05	0.351551593565	blue	3	0.13881	0.07861
MGH53_P2_C08	-0.054919352052	green3	2	1.0307	0.1776
MGH53_P4_H09	-0.66170757834	green3	2	0.123	1.1922
MGH36_P8_H02	NA	black	0	2.7757	0
MGH36_P10_H10	0.243087492266	blue	3	0.056584	0.23143
MGH53_P1_A12	-0.927520144414	green3	2	2.5298	0.055196
MGH36_P8_F08	NA	black	0	0	0
MGH53_P1_D10	-0.662893969915	green3	2	2.1664	0.086784
MGH53_P4_A09	0.304648592868	blue	3	0.25459	0.070389
MGH53_P2_H08	0.817916701845	cyan	4	1.7364	1.3923
MGH36_P4_A09	0.294515631522	blue	3	0.24001	0.09356
MGH53_P4_C08	-1.44828739561	black	0	3.3852	0.060739
MGH36_P5_E04	0.290714453217	blue	3	0.071763	0.17632
MGH53_P2_A07	1.90263345164	black	0	2.5218	1.5695
MGH54_P2_G10	NA	black	0	0.45312	0
MGH36_P7_E06	0.368898796952	blue	3	0.11636	0.070389
MGH36_P9_D04	-0.134962888287	green3	2	1.2744	0.21039
MGH53_P1_C12	-1.2933150444	black	0	3.7974	0.18523
MGH36_P8_F06	-2.24683906411	black	0	0.0229	2.5122
MGH36_P1_G11	0.439015094348	blue	3	0.025738	0.041243
MGH53_P1_F02	0.139170578686	blue	3	0.46467	0.20914
MGH54_P2_D10	NA	black	0	0.65901	0
MGH36_P9_A08	NA	black	0	2.5211	0
MGH53_P2_H03	-0.309497512552	green3	2	1.6457	0.16864
MGH53_P4_B03	2.77738806363	black	0	2.9402	1.7429
MGH53_P1_F10	NA	black	0	3.9207	0
MGH53_P4_B05	NA	black	0	0	0
MGH53_P2_B08	0.304620510415	blue	3	0.13619	0.13488
MGH36_P3_B06	0.210944445191	blue	3	0.31499	0.17121
MGH36_P10_C02	NA	black	0	0	0.26303
MGH36_P2_E05	-0.951621588741	green3	2	2.6064	0.066261
MGH54_P2_G09	0.391410523102	blue	3	0.12961	0.037031
MGH54_P2_D12	NA	black	0	1.4797	0
MGH53_P2_H02	0.437714089174	blue	3	0.1003	0.001442
MGH36_P8_F11	-0.170964470111	green3	2	1.3923	0.22157
MGH53_P2_A10	-0.979658471437	green3	2	3.0284	0.15704
MGH54_P2_E09	0.279848197285	blue	3	0.075875	0.1865
MGH36_P3_H06	0.261982943802	blue	3	0.15056	0.17887
MGH36_P5_D05	0.282911975572	blue	3	0.12168	0.16607
MGH54_P2_A11	-0.89469619854	green3	2	2.4626	0.051024
MGH54_P2_G04	0.262229189921	blue	3	0.24001	0.1375
MGH36_P6_C01	-1.08409582843	green3	2	2.8057	0.060739
MGH53_P2_E06	-0.528999049667	green3	2	2.6243	0.27858
MGH53_P1_E01	NA	black	0	3.6943	0
MGH36_P1_B01	-0.873053736836	green3	2	2.5748	0.096262
MGH54_P2_H04	0.369446971782	blue	3	0.14535	0.053806
MGH36_P2_C05	0.174798735757	blue	3	0.086784	0.29631
MGH36_P6_H05	0.332752120828	blue	3	0.075875	0.12961
MGH36_P10_E06	-0.841101684423	green3	2	2.3904	0.056584
MGH54_P2_F03	-1.00652680468	green3	2	2.6738	0.059355
MGH36_P4_B10	0.448091370172	blue	3	0.001442	0.044044
MGH54_P2_F02	0.223426446214	blue	3	0.07861	0.2461
MGH36_P2_E11	0.360812552218	blue	3	0.14143	0.066261
MGH54_P2_D11	-0.495996589946	green3	2	1.797	0.056584
MGH54_P2_G01	2.41300048113	black	0	2.633	1.7685
MGH36_P9_D02	-0.272260884926	green3	2	1.6262	0.20163
MGH54_P2_E06	NA	black	0	0.088142	0
MGH54_P16_F12	NA	black	0	0	0
MGH53_P5_C12	-0.336005557767	green3	2	0.40708	1.0531
MGH54_P12_C10	NA	black	0	0	0
MGH54_P16_F02	NA	black	0	0	0
MGH54_P11_C11	NA	black	0	0.059355	0
MGH53_P1_E03	0.240548490148	blue	3	0.36513	0.090853
MGH54_P15_D06	-2.35501573125	black	0	0.1865	3.0002
MGH54_P14_F05	NA	black	0	0	0
MGH54_P16_A03	0.484616491852	blue	3	1.461	1.294
MGH53_P4_G11	-2.19751349306	black	0	0.27381	3.1057
MGH53_P7_B09	1.35085582753	black	0	1.3984	3.5041
MGH54_P17_D11	NA	black	0	0.063503	0
MGH54_P10_G04	-0.193899670239	green3	2	1.315	0.12433
MGH54_P10_C06	NA	black	0	0.2302	0
MGH53_P2_A02	-1.4970735645	black	0	0.10836	2.0025
MGH53_P4_F06	0.169705589865	blue	3	0.096262	0.29983
MGH53_P7_F07	0.316184427622	blue	3	0.22774	0.071763
MGH53_P11_F06	-2.35222026391	black	0	0.19661	3.0264
MGH53_P5_G02	NA	black	0	1.614	0
MGH53_P1_F09	-3.35539095646	black	0	0.12565	3.7201
MGH53_P11_H03	0.334125304546	blue	3	0.07861	0.12697
MGH53_P10_D11	0.223217883864	blue	3	0.19409	0.20914
MGH53_P1_A10	0.389370604228	blue	3	0.090853	0.060739
MGH53_P4_B12	-0.239307043546	green3	2	0.11237	0.74157
MGH53_P5_H09	0.0713025862387	blue	3	0.11636	0.4049
MGH53_P9_D07	8.92802393126	black	0	3.187	4.1271
MGH53_P11_E03	NA	black	0	0.50894	0
MGH53_P1_C02	-0.0834238264003	green3	2	0.13488	0.57725
MGH53_P10_F11	NA	black	0	1.3414	0
MGH53_P1_E02	-1.3502567567	black	0	0.76129	4.5503
MGH53_P1_D07	NA	black	0	0	0.54597
MGH53_P6_B01	0.261143054692	blue	3	0.090853	0.20163
MGH53_P2_G04	-0.442713448869	green3	2	2.0659	0.20539
MGH53_P1_C05	-3.76337927763	black	0	0.094912	3.9604
MGH53_P2_G09	1.31716476822	black	0	3.3035	1.03
MGH53_P5_A05	11.4975702563	black	0	3.6959	4.3001
MGH53_P5_F04	NA	black	0	0	0.64247
MGH53_P10_H03	-1.08619275685	green3	2	3.3465	0.1776
MGH53_P11_F08	0.291737088031	blue	3	0.24853	0.092207
MGH54_P7_F12	0.349453391778	blue	3	0.097611	0.10165
MGH53_P8_F03	NA	black	0	0.86948	0
MGH53_P11_A07	0.317677398619	blue	3	0.086784	0.14143
MGH53_P6_B11	-0.950701062651	green3	2	2.7916	0.11636
MGH53_P4_C07	0.213276049632	blue	3	0.092207	0.25338
MGH53_P6_H06	0.306513761842	blue	3	0.08134	0.15575
MGH36_P1_A01	NA	black	0	0.123	0
MGH36_P1_A02	NA	black	0	0	0.060739
MGH36_P1_A03	0.35751794227	blue	3	0.1177	0.082703
MGH36_P1_A04	-0.248601069596	green3	2	1.3231	0.028569
MGH36_P1_A05	0.331918446917	blue	3	0.23756	0.044044
MGH36_P1_A06	0.237311288284	blue	3	0.12565	0.21661
MGH36_P1_A08	NA	black	0	1.4558	0
MGH36_P1_A10	-0.535725420233	green3	2	2.2157	0.18523
MGH36_P1_A12	NA	black	0	0.12829	0
MGH36_P1_B02	0.128417753553	blue	3	0.55582	0.15963
MGH36_P1_B03	0.262748250466	blue	3	0.12168	0.18903
MGH36_P1_B04	0.398299077332	blue	3	0.079975	0.056584
MGH36_P1_B06	0.382462622206	blue	3	0.075875	0.075875
MGH36_P1_B07	0.392963618023	blue	3	0.04684	0.07861
MGH36_P1_B08	0.369227789354	blue	3	0.074505	0.090853
MGH36_P1_B09	-0.452981685398	green3	2	1.6736	0.028569
MGH36_P1_B10	0.43420763634	blue	3	0.015783	0.051024
MGH36_P1_B11	-3.03621676563	black	0	0.031395	3.1822
MGH36_P1_B12	0.373820525942	blue	3	0.10568	0.070389
MGH36_P1_C01	0.401584673896	blue	3	0.062122	0.062122
MGH36_P1_C03	-0.526200742503	green3	2	1.9027	0.08134
MGH36_P1_C05	0.347254816079	blue	3	0.028569	0.13356
MGH36_P1_C06	0.447567987312	blue	3	0.044044	0.0229
MGH36_P1_C07	0.428188219635	blue	3	0.069015	0.029983
MGH36_P1_C08	0.381541476482	blue	3	0.05797	0.085425
MGH36_P1_C09	0.444510204389	blue	3	0.025738	0.035624
MGH36_P1_C10	0.232792334576	blue	3	0.44255	0.035624
MGH36_P1_C11	0.261993104236	blue	3	0.0229	0.22157
MGH36_P1_D01	-1.92643355936	black	0	0.28688	2.8554
MGH36_P1_D02	0.109906531734	blue	3	0.67356	0.042644
MGH36_P1_D03	NA	black	0	2.0165	0
MGH36_P1_D04	-0.721881852819	green3	2	0.66993	2.5348
MGH36_P1_D06	-0.126964986464	green3	2	1.1322	0.070389
MGH36_P1_D07	NA	black	0	0.13881	0
MGH36_P1_D08	0.235763427922	blue	3	0.39726	0.073135
MGH36_P1_D09	0.382513575488	blue	3	0.086784	0.070389
MGH36_P1_D11	NA	black	0	1.3956	0
MGH36_P1_F01	0.32610820312	blue	3	0.067639	0.14012
MGH36_P1_F02	-0.468033378152	green3	2	2.0047	0.16736
MGH36_P1_F03	-0.170691038654	green3	2	1.2222	0.077243
MGH36_P1_F04	0.331642444537	blue	3	0.10299	0.11902
MGH36_P1_F05	0.243945115133	blue	3	0.26063	0.15186
MGH36_P1_F06	NA	black	0	1.2098	0
MGH36_P1_F08	NA	black	0	0	0.05797
MGH36_P1_F11	9.8009992783	black	0	3.9028	3.4884
MGH36_P1_F12	0.43285601045	blue	3	0.02432	0.048236
MGH36_P1_G02	0.222670810865	blue	3	0.28924	0.16736
MGH36_P1_G03	NA	black	0	0.060739	0
MGH36_P1_G04	0.102839076263	blue	3	0.68077	0.05797
MGH36_P1_G07	NA	black	0	0.027154	0
MGH36_P1_G08	0.370708491515	blue	3	0.059355	0.096262
MGH36_P1_G09	0.445886727344	blue	3	0.025738	0.034216
MGH36_P1_H02	0.466491764608	blue	3	0.031395	0.010064
MGH36_P1_H03	NA	black	0	1.1473	0
MGH36_P1_H04	0.398118109883	blue	3	0.12829	0.029983
MGH36_P1_H05	0.386734157103	blue	3	0.060739	0.07861
MGH36_P1_H06	3.50569410413	black	0	2.5874	2.4008
MGH36_P1_H07	0.4328112547	blue	3	0.035624	0.042644
MGH36_P1_H09	0.606135298313	blue	3	1.3829	1.6942
MGH36_P1_H10	NA	black	0	0	0.044044
MGH36_P3_A01	0.342235104125	blue	3	0.20163	0.053806
MGH36_P3_A02	NA	black	0	0.19912	0
MGH36_P3_A03	NA	black	0	1.4276	0
MGH36_P3_A04	-2.98785900057	black	0	0.052416	3.1972
MGH36_P3_A05	NA	black	0	0.052416	0
MGH36_P3_A08	0.635133991258	blue	3	3.285	0.78492
MGH36_P3_A09	0.284691582242	blue	3	0.29514	0.071763
MGH36_P3_A10	0.19355505814	blue	3	0.27977	0.21412
MGH36_P3_A12	-2.34119901567	black	0	0.25217	3.1849
MGH36_P3_B02	NA	black	0	0	0
MGH36_P3_B03	NA	black	0	0.36849	0
MGH36_P3_B04	-0.110822670486	green3	2	2.4319	0.47405
MGH36_P3_B09	-0.161972881445	green3	2	1.2546	0.13356
MGH36_P3_B10	NA	black	0	0	0.15834
MGH36_P3_B11	0.290893295312	blue	3	0.27381	0.077243
MGH36_P3_B12	-0.258557185302	green3	2	2.0377	0.33342
MGH36_P3_C01	0.260515220264	blue	3	0.1003	0.19912
MGH36_P3_C03	0.357321732352	blue	3	0.14143	0.070389
MGH36_P3_C04	NA	black	0	0.28688	0
MGH36_P3_C05	-0.541604695813	green3	2	2.4795	0.24489
MGH36_P3_C06	0.280086651262	blue	3	0.14535	0.15963
MGH36_P3_C08	0.152910352581	blue	3	0.27858	0.27262
MGH36_P3_C11	0.32058299288	blue	3	0.10702	0.12961
MGH36_P3_C12	0.0662405997252	blue	3	1.0454	0.9396
MGH36_P3_D01	0.0723217482886	blue	3	0.23756	0.39177
MGH36_P3_D02	NA	black	0	0	0
MGH36_P3_D03	NA	black	0	2.6385	0
MGH36_P3_D04	-0.168384341998	green3	2	1.5869	0.30918
MGH36_P3_D07	-0.475391917348	green3	2	2.8047	0.33113
MGH36_P3_D08	NA	black	0	0.31499	0
MGH36_P3_D09	0.210102379014	blue	3	0.44996	0.074505
MGH36_P3_D11	0.343444552939	blue	3	0.13356	0.090853
MGH36_P3_E02	NA	black	0	0.10702	0
MGH36_P3_E04	0.0433521307888	blue	3	0.77568	0.16092
MGH36_P3_E05	0.180708689735	blue	3	0.18777	0.26424
MGH36_P3_E06	NA	black	0	0.056584	0
MGH36_P3_E07	-0.221187279075	green3	2	1.4324	0.16607
MGH36_P3_E08	0.342769414029	blue	3	0.1776	0.067639
MGH36_P3_E09	-0.779920118624	green3	2	2.499	0.123
MGH36_P3_E10	0.219104976165	blue	3	0.073135	0.25217
MGH36_P3_E11	NA	black	0	0	0
MGH36_P3_E12	0.232625692407	blue	3	0.14535	0.21537
MGH36_P3_F01	0.26218540665	blue	3	0.094912	0.19912
MGH36_P3_F02	-0.0465964000331	green3	2	1.5445	0.45418
MGH36_P3_F05	0.235822545629	blue	3	0.29631	0.14405
MGH36_P3_F06	0.103587406515	blue	3	0.66993	0.07861
MGH36_P3_F07	-0.10729658627	green3	2	1.157	0.16736
MGH36_P3_F08	0.234799873481	blue	3	0.18903	0.19661
MGH36_P3_F09	0.316895433139	blue	3	0.052416	0.15575
MGH36_P3_F10	NA	black	0	0.17632	0
MGH36_P3_F11	NA	black	0	0.29866	0
MGH36_P3_F12	NA	black	0	0	0
MGH36_P3_G01	0.23072558496	blue	3	0.31615	0.14012
MGH36_P3_G02	NA	black	0	0	0.16736
MGH36_P3_G03	-0.433819741906	green3	2	0.25942	1.051
MGH36_P3_G04	0.319560645269	blue	3	0.088142	0.13881
MGH36_P3_G05	0.312376299058	blue	3	0.071763	0.15316
MGH36_P3_G06	-2.53970388611	black	0	0.26544	3.4316
MGH36_P3_G08	0.368898796952	blue	3	0.11636	0.070389
MGH36_P3_G09	0.412591688331	blue	3	0.066261	0.048236
MGH36_P3_G10	-0.0917519226592	green3	2	0.18903	0.5955
MGH36_P3_G11	0.31810632361	blue	3	0.1635	0.10568
MGH36_P3_G12	-0.565335166359	green3	2	2.1437	0.14405
MGH36_P3_H03	NA	black	0	0	0.094912
MGH36_P3_H04	-1.10759841099	green3	2	2.8701	0.067639
MGH36_P3_H05	0.317497924735	blue	3	0.084064	0.14274
MGH36_P3_H07	NA	black	0	0.1776	0
MGH36_P3_H08	0.0869619829202	blue	3	0.071763	0.39177
MGH36_P3_H11	0.24053533323	blue	3	0.30217	0.13356
MGH36_P3_H12	0.108149725723	blue	3	0.584	0.18777
MGH36_P4_A01	0.372592272201	blue	3	0.092207	0.07861
MGH36_P4_A02	-2.49748050576	black	0	0.16479	3.0736
MGH36_P4_A03	0.154220687191	blue	3	0.4782	0.16736
MGH36_P4_A04	0.171330997815	blue	3	0.31846	0.2302
MGH36_P4_A06	NA	black	0	1.9027	0
MGH36_P4_A07	0.340920222053	blue	3	0.038436	0.13619
MGH36_P4_A08	0.279325700695	blue	3	0.11237	0.17377
MGH36_P4_A11	0.142096317567	blue	3	0.28214	0.28688
MGH36_P4_A12	0.218436472695	blue	3	0.17632	0.22157
MGH36_P4_B02	0.243537524268	blue	3	0.1375	0.20539
MGH36_P4_B04	0.262995871559	blue	3	0.12433	0.18777
MGH36_P4_B05	4.68112710551	black	0	3.0678	2.4701
MGH36_P4_B06	NA	black	0	2.1306	0
MGH36_P4_B08	0.351015964783	blue	3	0.12433	0.086784
MGH36_P4_B09	-0.167082464357	green3	2	1.4854	0.27381
MGH36_P4_B12	0.381261646677	blue	3	0.092207	0.069015
MGH36_P4_C02	0.145061292404	blue	3	0.10969	0.32423
MGH36_P4_C03	NA	black	0	0	0.2302
MGH36_P4_C04	NA	black	0	0	0.094912
MGH36_P4_C05	-0.879219850918	green3	2	2.5067	0.073135
MGH36_P4_C06	0.127609525884	blue	3	0.16221	0.33457
MGH36_P4_C07	0.161466975302	blue	3	0.13356	0.301
MGH36_P4_C08	-0.364925391986	green3	2	1.8722	0.20539
MGH36_P4_C10	0.131784777698	blue	3	0.40163	0.25822
MGH36_P4_C11	NA	black	0	0.073135	0
MGH36_P4_C12	0.321861566517	blue	3	0.052416	0.15056
MGH36_P4_D01	0.248524451577	blue	3	0.12829	0.20289
MGH36_P4_D02	NA	black	0	0.17887	0
MGH36_P4_D05	0.0151597731232	blue	3	0.60502	0.44996
MGH36_P4_D07	0.207694141397	blue	3	0.17505	0.23511
MGH36_P4_D08	0.331153103342	blue	3	0.079975	0.12961
MGH36_P4_D09	0.00304231314111	blue	3	0.81147	0.46884
MGH36_P4_D10	0.0198974408745	blue	3	1.229	0.56071
MGH36_P4_D11	NA	black	0	0	0.2302
MGH36_P4_D12	0.318495515592	blue	3	0.12697	0.123
MGH36_P4_E01	0.354284976503	blue	3	0.037031	0.123
MGH36_P4_E02	0.331463085991	blue	3	0.11503	0.1137
