Cell_name	Zvalue	Color	Cluster	POU2AF1	POU2F1
MGH36_P2_G01	-0.155194494719	green3	2	0.47923	0.16993
MGH36_P2_G02	NA	black	0	0	0.014355
MGH36_P2_G03	0.55657124293	green3	2	0.22033	0.011496
MGH36_P2_G04	-1.72394949058	black	0	0.1137	2.9214
MGH36_P2_G05	-1.15804077997	green3	2	0.064883	2.1667
MGH36_P2_G07	NA	black	0	0.25217	0
MGH36_P2_G08	-0.276502788839	green3	2	0.52507	0.15704
MGH36_P2_G09	0.835296547772	green3	2	0.11902	0.010064
MGH36_P2_G11	0.862508218231	green3	2	0.098958	0.042644
MGH36_P2_G12	-0.904868717651	green3	2	0.28451	3.0411
MGH36_P2_H01	0.711876823329	green3	2	0.12565	0.14926
MGH36_P2_H02	0.323555273064	green3	2	0.18777	0.54794
MGH36_P2_H03	-0.901191433807	green3	2	0.20539	2.4364
MGH36_P2_H04	0.650398317738	green3	2	0.18269	0.028569
MGH36_P2_H05	0.657909269562	green3	2	0.1635	0.096262
MGH36_P2_H06	0.545167289749	green3	2	0.19787	0.14274
MGH36_P2_H07	-0.466461359167	green3	2	0.5888	0.11237
MGH36_P2_H10	0.587612361066	green3	2	0.20914	0.011496
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	0	3.2945
MGH53_P5_A04	NA	black	0	0	1.2792
MGH53_P5_A06	NA	black	0	0	3.6174
MGH53_P5_A07	4.71765171767	black	0	1.3668	3.1215
MGH53_P5_A08	NA	black	0	0	0
MGH53_P5_A09	NA	black	0	0	2.6232
MGH53_P5_A11	-0.863346777906	green3	2	1.2951	0.83915
MGH53_P5_B01	0.665023079672	green3	2	0.75275	1.9115
MGH53_P5_B03	NA	black	0	0	1.766
MGH53_P5_B04	-1.06095581605	green3	2	0.80323	0.12829
MGH53_P5_B05	NA	black	0	0	0
MGH53_P5_B06	NA	black	0	0	0
MGH53_P5_B07	NA	black	0	0	1.1686
MGH53_P5_B08	2.93756215583	black	0	1.1859	2.6576
MGH53_P5_B09	-0.71381843813	green3	2	0.82782	0.4957
MGH53_P5_B10	NA	black	0	0	0.81885
MGH53_P5_B11	NA	black	0	0.59168	0
MGH53_P5_B12	NA	black	0	2.5211	0
MGH53_P5_C01	NA	black	0	1.257	0
MGH53_P5_C02	NA	black	0	0	0
MGH53_P5_C03	-0.0289959812276	green3	2	1.3092	1.1947
MGH53_P5_C04	NA	black	0	0	0
MGH53_P5_C05	NA	black	0	0	2.7828
MGH53_P5_C06	NA	black	0	0.79327	0
MGH53_P5_C07	NA	black	0	0	0.14796
MGH53_P5_C08	NA	black	0	0	0.38184
MGH53_P5_C09	1.04921919453	green3	2	0.94111	1.9264
MGH53_P5_C10	NA	black	0	0.84077	0
MGH53_P5_C11	NA	black	0	0	1.763
MGH53_P5_D01	2.99260299522	black	0	1.5003	2.2774
MGH53_P5_D02	NA	black	0	0	0
MGH53_P5_D04	NA	black	0	0	3.6452
MGH53_P5_D05	NA	black	0	0	0
MGH53_P5_D07	NA	black	0	0	0
MGH53_P5_D08	NA	black	0	0	3.7066
MGH53_P5_D09	NA	black	0	0	1.6215
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	-3.98296170273	black	0	1.8456	0.24732
MGH53_P5_E02	NA	black	0	0	2.8546
MGH53_P5_E03	-0.926150384802	green3	2	0.79826	0.24123
MGH53_P5_E04	NA	black	0	1.044	0
MGH53_P5_E06	NA	black	0	0	0
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	0.0604816217023	green3	2	0.85838	1.1979
MGH53_P5_E11	NA	black	0	0	0
MGH53_P5_F01	0.0222818211847	green3	2	0.35276	0.96791
MGH53_P5_F03	NA	black	0	0	0.36737
MGH53_P5_F05	NA	black	0	0.68257	0
MGH53_P5_F06	NA	black	0	0	0.22157
MGH53_P5_F07	0.879125750769	green3	2	0.85519	1.923
MGH53_P5_F08	NA	black	0	0	0
MGH53_P5_F10	NA	black	0	0	0
MGH53_P5_F11	NA	black	0	0	0.36737
MGH53_P5_G01	1.16630904967	green3	2	0.94636	2.0058
MGH53_P5_G04	NA	black	0	0	0.60502
MGH53_P5_G05	NA	black	0	0	0
MGH53_P5_G07	NA	black	0	0	0.18015
MGH53_P5_G08	-0.37866652655	green3	2	0.55385	0.090853
MGH53_P5_G09	-0.00586547236174	green3	2	0.33571	1.0983
MGH53_P5_G10	-0.884190280062	green3	2	0.14274	2.1355
MGH53_P5_G11	NA	black	0	0	0
MGH53_P5_H02	NA	black	0	0	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	NA	black	0	0	0.20414
MGH53_P5_H05	-0.993871047198	green3	2	0.81394	0.21661
MGH53_P5_H07	NA	black	0	0	0.4678
MGH53_P5_H08	NA	black	0	0.53406	0
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	-0.745817273045	green3	2	0.28096	2.7
MGH53_P6_A01	0.22607488198	green3	2	0.66084	1.4854
MGH53_P6_A02	NA	black	0	0	0
MGH53_P6_A03	NA	black	0	0	0.55189
MGH53_P6_A04	NA	black	0	0	0.20914
MGH53_P6_A05	-0.00778085313587	green3	2	0.43082	1.648
MGH53_P6_A06	NA	black	0	0	0.048236
MGH53_P6_A07	-1.86720080566	black	0	1.0861	0.14926
MGH53_P6_A08	0.217466330272	green3	2	0.49262	3.3433
MGH53_P6_A09	0.350538273177	green3	2	0.58111	2.0257
MGH53_P6_A10	-0.357139320177	green3	2	0.27501	1.8691
MGH53_P6_A11	NA	black	0	0	0
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	NA	black	0	0	0
MGH53_P6_B03	0.0393628735593	green3	2	0.95382	1.1865
MGH53_P6_B04	-0.119662707343	green3	2	0.47093	0.25338
MGH53_P6_B05	0.0158598248098	green3	2	0.4049	0.79992
MGH53_P6_B06	NA	black	0	0.85758	0
MGH53_P6_B07	NA	black	0	0.39397	0
MGH53_P6_B09	NA	black	0	0	0
MGH53_P6_B10	-1.82608695885	black	0	1.0222	0.059355
MGH53_P6_C01	NA	black	0	0	0
MGH53_P6_C03	0.574923564242	green3	2	0.20664	0.048236
MGH53_P6_C04	-0.411592978344	green3	2	0.17377	1.6309
MGH53_P6_C05	0.277134595194	green3	2	0.59359	1.7621
MGH53_P6_C06	NA	black	0	0	2.0007
MGH53_P6_C07	0.14943147051	green3	2	0.36289	0.044044
MGH53_P6_C08	0.307041336429	green3	2	0.24853	0.40708
MGH53_P6_C09	NA	black	0	0	3.3825
MGH53_P6_C10	NA	black	0	0	0
MGH53_P6_C11	1.08156997116	green3	2	0.60597	3.9212
MGH53_P6_C12	NA	black	0	0	0
MGH53_P6_D01	NA	black	0	0	0.097611
MGH53_P6_D02	0.120216503448	green3	2	0.32654	0.61636
MGH53_P6_D03	NA	black	0	0	0.52907
MGH53_P6_D05	NA	black	0	0	0.12829
MGH53_P6_D07	NA	black	0	0.94935	0
MGH53_P6_D08	NA	black	0	0	1.4027
MGH53_P6_D09	-0.886180283432	green3	2	0.2916	3.0801
MGH53_P6_D10	-1.11512440267	green3	2	0.28214	3.4048
MGH53_P6_D11	NA	black	0	0.16736	0
MGH53_P6_D12	NA	black	0	0	0
MGH53_P6_E01	NA	black	0	0.8024	0
MGH53_P6_E02	NA	black	0	0	3.5994
MGH53_P6_E03	0.616680099718	green3	2	0.19156	0.045443
MGH53_P6_E04	2.49749139302	black	0	1.0165	2.7908
MGH53_P6_E05	NA	black	0	0	0
MGH53_P6_E06	NA	black	0	0.33228	0
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	NA	black	0	0	0
MGH53_P6_E09	-0.375511340029	green3	2	0.61447	0.40163
MGH53_P6_E10	0.189660027464	green3	2	0.34142	0.15834
MGH53_P6_F01	NA	black	0	0	0
MGH53_P6_F02	0.20650909836	green3	2	0.49774	2.6271
MGH53_P6_F03	0.667456624132	green3	2	0.17377	0.03984
MGH53_P6_F04	NA	black	0	0	0.11237
MGH53_P6_F05	NA	black	0	0.18142	0
MGH53_P6_F06	NA	black	0	0	0
MGH53_P6_F07	NA	black	0	0.44361	0
MGH53_P6_F08	0.0616805603638	green3	2	0.34028	0.80983
MGH53_P6_F09	NA	black	0	0	2.169
MGH53_P6_F10	NA	black	0	0.95084	0
MGH53_P6_G01	NA	black	0	0	0
MGH53_P6_G02	NA	black	0	0	0
MGH53_P6_G03	NA	black	0	0	0
MGH53_P6_G04	-0.535644283672	green3	2	0.34369	2.9032
MGH53_P6_G05	NA	black	0	0	1.7398
MGH53_P6_G06	NA	black	0	0	0.40926
MGH53_P6_G07	0.927980399678	green3	2	0.67897	2.5977
MGH53_P6_G08	NA	black	0	0	0.16092
MGH53_P6_G09	-0.865516588711	green3	2	0.30334	3.1723
MGH53_P6_G10	NA	black	0	0	0.70487
MGH53_P6_G11	NA	black	0	0	0
MGH53_P6_H01	NA	black	0	0	0
MGH53_P6_H02	NA	black	0	0	0.97453
MGH53_P6_H03	-0.692441080981	green3	2	0.71809	0.2762
MGH53_P6_H04	0.0831477870229	green3	2	0.23143	0.90458
MGH53_P6_H05	NA	black	0	0	3.8887
MGH53_P6_H07	NA	black	0	0	0.13093
MGH53_P6_H09	NA	black	0	0	3.3734
MGH53_P6_H10	NA	black	0	0	0
MGH53_P6_H11	0.285424390416	green3	2	0.53506	2.2467
MGH53_P7_A01	NA	black	0	0	0
MGH53_P7_A02	NA	black	0	0	3.7799
MGH53_P7_A03	NA	black	0	0	0.10702
MGH53_P7_A04	NA	black	0	0	0.22651
MGH53_P7_A05	-0.4630216862	green3	2	0.14666	1.6383
MGH53_P7_A06	NA	black	0	0	1.545
MGH53_P7_A07	NA	black	0	0	3.0045
MGH53_P7_A09	NA	black	0	0	0
MGH53_P7_A11	-0.199007775861	green3	2	0.49365	0.14012
MGH53_P7_A12	-0.797877767114	green3	2	0.82375	0.41359
MGH53_P7_B01	NA	black	0	0	0
MGH53_P7_B02	NA	black	0	0	0
MGH53_P7_B03	0.243650761188	green3	2	0.2857	0.40381
MGH53_P7_B04	-0.00451081341651	green3	2	0.42331	0.43082
MGH53_P7_B05	0.974027824318	green3	2	0.62106	3.29
MGH53_P7_B06	0.459755125025	green3	2	0.1776	0.35614
MGH53_P7_B07	-0.0370286780523	green3	2	0.34142	1.2284
MGH53_P7_B08	-0.100867747896	green3	2	0.38073	1.7394
MGH53_P7_B10	-0.964948024121	green3	2	0.14796	2.2507
MGH53_P7_B11	0.056523098675	green3	2	0.47405	1.6369
MGH53_P7_B12	NA	black	0	0	0.11503
MGH53_P7_C01	NA	black	0	0	0
MGH53_P7_C02	-0.289875578491	green3	2	0.63599	0.61542
MGH53_P7_C03	NA	black	0	0	2.9454
MGH53_P7_C04	0.226214886595	green3	2	0.32193	0.20789
MGH53_P7_C05	NA	black	0	0.32423	0
MGH53_P7_C06	0.213985140605	green3	2	0.7536	1.3768
MGH53_P7_C07	NA	black	0	0.39397	0
MGH53_P7_C09	-0.261957428653	green3	2	0.24975	1.583
MGH53_P7_C11	NA	black	0	0.085425	0
MGH53_P7_C12	-1.14497690879	green3	2	0.24732	3.1015
MGH53_P7_D01	NA	black	0	0	0
MGH53_P7_D02	NA	black	0	0	0
MGH53_P7_D03	NA	black	0	0.8024	0
MGH53_P7_D04	-0.770633706821	green3	2	0.25338	2.5286
MGH53_P7_D05	NA	black	0	0	3.99
MGH53_P7_D06	NA	black	0	0	0.077243
MGH53_P7_D07	NA	black	0	0	0.14535
MGH53_P7_D10	NA	black	0	0.16607	0
MGH53_P7_D11	NA	black	0	0	3.5699
MGH53_P7_D12	NA	black	0	0	1.0881
MGH53_P7_E01	NA	black	0	0	0.082703
MGH53_P7_E02	NA	black	0	0.2228	0
MGH53_P7_E03	NA	black	0	0	0.54696
MGH53_P7_E04	NA	black	0	0	0
MGH53_P7_E05	NA	black	0	0.24853	0
MGH53_P7_E06	NA	black	0	0	0.89685
MGH53_P7_E07	-0.904844067734	green3	2	0.72421	0.048236
MGH53_P7_E08	-0.0357880648918	green3	2	0.42868	0.048236
MGH53_P7_E09	-0.524432624208	green3	2	0.61259	0.12697
MGH53_P7_E10	NA	black	0	1.099	0
MGH53_P7_E11	NA	black	0	0.42546	0
MGH53_P7_E12	0.214684943567	green3	2	0.32077	0.26784
MGH53_P7_F01	0.204382800743	green3	2	0.49057	3.3071
MGH53_P7_F02	NA	black	0	0.5568	0
MGH53_P7_F04	-1.23560905469	green3	2	0.25701	3.3389
MGH53_P7_F05	NA	black	0	0	0
MGH53_P7_F06	NA	black	0	0.33685	0
MGH53_P7_F08	-0.919078065036	green3	2	0.24123	2.6902
MGH53_P7_F09	NA	black	0	0	1.0545
MGH53_P7_F10	0.215615015049	green3	2	0.33914	0.044044
MGH53_P7_F11	0.762415033254	green3	2	0.13488	0.051024
MGH53_P7_F12	0.226165804593	green3	2	0.33571	0.038436
MGH53_P7_G01	NA	black	0	0.60597	0
MGH53_P7_G03	NA	black	0	0	0
MGH53_P7_G04	-0.965227721567	green3	2	0.23143	2.6933
MGH53_P7_G05	NA	black	0	0	0.14405
MGH53_P7_G06	NA	black	0	0	0
MGH53_P7_G07	NA	black	0	0	0.035624
MGH53_P7_G08	0.102932775448	green3	2	0.37629	0.16092
MGH53_P7_G09	-0.0803897536355	green3	2	0.44467	0.055196
MGH53_P7_G10	NA	black	0	0	0
MGH53_P7_G11	NA	black	0	0	0
MGH53_P7_G12	NA	black	0	0	0
MGH53_P7_H01	NA	black	0	0	0
MGH53_P7_H02	NA	black	0	0.65718	0
MGH53_P7_H03	NA	black	0	0	0
MGH53_P7_H04	-0.754783517871	green3	2	0.3505	3.608
MGH53_P7_H05	NA	black	0	0	0.04684
MGH53_P7_H06	NA	black	0	0	0.60502
MGH53_P7_H07	0.357154845986	green3	2	0.25096	0.28214
MGH53_P7_H08	NA	black	0	0	0.067639
MGH53_P7_H10	NA	black	0	0	0.40926
MGH53_P7_H11	NA	black	0	0	0
MGH53_P7_H12	NA	black	0	0.23511	0
MGH53_P8_A01	NA	black	0	0	0
MGH53_P8_A02	NA	black	0	0	2.2048
MGH53_P8_A03	0.62735199097	green3	2	0.1903	0.032806
MGH53_P8_A04	NA	black	0	0	0.067639
MGH53_P8_A05	NA	black	0	0	0.084064
MGH53_P8_A06	1.04838229641	green3	2	0.6526	3.0547
MGH53_P8_A07	-0.773258452952	green3	2	0.16864	2.0946
MGH53_P8_A08	NA	black	0	0	0
MGH53_P8_A09	0.209319814364	green3	2	0.33914	0.079975
MGH53_P8_A10	0.416013659261	green3	2	0.24489	0.1776
MGH53_P8_A11	NA	black	0	0	0.46467
MGH53_P8_A12	NA	black	0	0	1.5534
MGH53_P8_B03	NA	black	0	0	0
MGH53_P8_B04	NA	black	0	0	3.8462
MGH53_P8_B08	NA	black	0	0	2.059
MGH53_P8_B09	-0.550988612201	green3	2	0.80653	0.6107
MGH53_P8_B10	NA	black	0	0	1.8156
MGH53_P8_B11	0.728014258937	green3	2	0.13619	0.09356
MGH53_P8_B12	NA	black	0	0	1.1622
MGH53_P8_C01	NA	black	0	0	0
MGH53_P8_C02	NA	black	0	0	0
MGH53_P8_C03	NA	black	0	0	0.18142
MGH53_P8_C04	NA	black	0	0	0
MGH53_P8_C08	NA	black	0	0	0
MGH53_P8_C09	NA	black	0	0	0.089498
MGH53_P8_C10	-0.349702340045	green3	2	0.41576	3.818
MGH53_P8_C11	NA	black	0	0	0.35502
MGH53_P8_C12	NA	black	0	0	0.32077
MGH53_P8_D01	NA	black	0	1.3707	0
MGH53_P8_D02	-0.304397986763	green3	2	0.52005	0.027154
MGH53_P8_D03	NA	black	0	0	0
MGH53_P8_D04	NA	black	0	0	0.077243
MGH53_P8_D05	NA	black	0	0	0
MGH53_P8_D06	NA	black	0	0	0.063503
MGH53_P8_D07	NA	black	0	0	0.4351
MGH53_P8_D08	-0.0851771228957	green3	2	0.46153	4.46
MGH53_P8_D09	-0.0827257278591	green3	2	0.46467	0.4049
MGH53_P8_D10	NA	black	0	0	1.037
MGH53_P8_D11	0.109040337186	green3	2	0.37629	0.082703
MGH53_P8_E01	NA	black	0	0.7433	0
MGH53_P8_E03	NA	black	0	0	0
MGH53_P8_E04	-0.0424457727364	green3	2	0.41034	1.6844
MGH53_P8_E05	NA	black	0	0	0.18777
MGH53_P8_E06	NA	black	0	0	1.364
MGH53_P8_E07	NA	black	0	0	3.7919
MGH53_P8_E08	NA	black	0	0	0.93584
MGH53_P8_E09	NA	black	0	0	0.71896
MGH53_P8_E10	NA	black	0	0	0.30568
MGH53_P8_E11	NA	black	0	0.29748	0
MGH53_P8_F01	NA	black	0	0	3.9211
MGH53_P8_F02	NA	black	0	0	0
MGH53_P8_F04	NA	black	0	0	0.075875
MGH53_P8_F05	-0.152305217672	green3	2	0.42975	3.2429
MGH53_P8_F06	0.088603075257	green3	2	0.34596	0.65718
MGH53_P8_F07	1.81186081063	black	0	0.80735	3.0208
MGH53_P8_F08	NA	black	0	0	0.073135
MGH53_P8_F09	NA	black	0	0.20289	0
MGH53_P8_F11	0.586445730419	green3	2	0.20289	0.045443
MGH53_P8_G01	NA	black	0	0	0
MGH53_P8_G02	-0.0267172607818	green3	2	0.42653	0.096262
MGH53_P8_G03	-0.182719774403	green3	2	0.76469	0.93433
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	0.115760956404	green3	2	0.47508	2.9986
MGH53_P8_G06	0.0646387393272	green3	2	0.46884	1.8867
MGH53_P8_G07	NA	black	0	0	2.8476
MGH53_P8_G08	-0.00878722955804	green3	2	0.8953	1.144
MGH53_P8_G09	NA	black	0	0	0
MGH53_P8_G10	NA	black	0	0	0
MGH53_P8_G11	0.340862870089	green3	2	0.29631	0.020058
MGH53_P8_G12	NA	black	0	0	2.3488
MGH53_P8_H01	NA	black	0	0	0.2857
MGH53_P8_H02	NA	black	0	0	0.066261
MGH53_P8_H03	0.106772774268	green3	2	0.37518	0.14796
MGH53_P8_H04	0.106316882466	green3	2	0.37184	0.24123
MGH53_P8_H05	NA	black	0	0	0.301
MGH53_P8_H06	NA	black	0	0	0.077243
MGH53_P8_H07	NA	black	0	0	0.3505
MGH53_P8_H08	0.771097558563	green3	2	0.56657	3.859
MGH53_P8_H09	0.104124936142	green3	2	0.35163	0.53406
MGH53_P8_H10	-0.877866221896	green3	2	0.73552	0.11636
MGH53_P8_H11	0.106437140505	green3	2	0.3774	0.077243
MGH53_P8_H12	-0.595609997673	green3	2	0.66721	0.24001
MGH53_P1_A03	NA	black	0	0	0
MGH53_P1_A04	NA	black	0	0	0.063503
MGH53_P1_A06	-0.914382937579	green3	2	0.15186	2.2057
MGH53_P1_A07	0.366875193541	green3	2	0.60217	1.9407
MGH53_P1_A08	NA	black	0	0	0
MGH53_P1_B04	0.13393363116	green3	2	0.47923	3.4428
MGH53_P1_B08	-0.589001407026	green3	2	0.21661	2.0257
MGH53_P1_B09	NA	black	0	0	1.5835
MGH53_P1_B11	NA	black	0	0	0
MGH53_P1_C03	-1.97847127942	black	0	0.04684	2.8385
MGH53_P1_C06	NA	black	0	0	0.085425
MGH53_P1_C09	-0.733790682551	green3	2	0.22651	2.3007
MGH53_P1_C10	NA	black	0	0	0.1003
MGH53_P1_D01	0.445719101075	green3	2	0.24489	0.10969
MGH53_P1_D05	0.235046687709	green3	2	0.50589	2.5785
MGH53_P1_D12	NA	black	0	0.27739	0
MGH53_P1_E09	NA	black	0	0	0
MGH53_P1_E12	0.883896134926	green3	2	0.77821	2.1006
MGH53_P12_A01	NA	black	0	0	1.8624
MGH53_P12_A02	NA	black	0	0.26664	0
MGH53_P12_A03	0.384314894102	green3	2	0.20539	0.40054
MGH53_P12_A04	NA	black	0	0	0.092207
MGH53_P12_A05	0.0106311926966	green3	2	0.41251	0.077243
MGH53_P12_A06	NA	black	0	0	0.055196
MGH53_P12_A08	NA	black	0	0	0
MGH53_P12_A09	NA	black	0	0.08134	0
MGH53_P12_A10	0.478295650182	green3	2	0.24245	0.049631
MGH53_P12_A11	NA	black	0	0.20664	0
MGH53_P12_A12	NA	black	0	0	0
MGH53_P12_B01	0.132688152272	green3	2	0.36737	0.086784
MGH53_P12_B02	5.84855866424	black	0	1.472	3.3564
MGH53_P12_B03	-0.721420810905	green3	2	0.1865	2.0952
MGH53_P12_B04	-0.24077424217	green3	2	0.20539	1.4457
MGH53_P12_B05	0.564851909067	green3	2	0.18903	0.14535
MGH53_P12_B06	-0.118649397182	green3	2	0.29396	1.384
MGH53_P12_B07	NA	black	0	0	1.4463
MGH53_P12_B08	NA	black	0	0	0
MGH53_P12_B09	0.0314574330809	green3	2	0.4049	0.071763
MGH53_P12_B11	NA	black	0	0	0.97085
MGH53_P12_B12	-0.0042399854951	green3	2	0.40817	1.157
MGH53_P12_C01	0.598070769684	green3	2	0.19912	0.042644
MGH53_P12_C02	NA	black	0	0	0.14274
MGH53_P12_C03	0.731621963665	green3	2	0.14405	0.060739
MGH53_P12_C04	NA	black	0	0	0.097611
MGH53_P12_C05	NA	black	0	0	0.12433
MGH53_P12_C06	NA	black	0	0	0
MGH53_P12_C07	NA	black	0	0.53406	0
MGH53_P12_C08	-0.0696764260828	green3	2	0.38515	1.5931
MGH53_P12_C09	NA	black	0	0.48954	0
MGH53_P12_C10	NA	black	0	0	3.6637
MGH53_P12_C11	3.14033520764	black	0	1.0936	2.982
MGH53_P12_C12	NA	black	0	0	0.17887
MGH53_P12_D01	NA	black	0	0	0
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	NA	black	0	0	0
MGH53_P12_D04	NA	black	0	0.96791	0
MGH53_P12_D05	NA	black	0	0.063503	0
MGH53_P12_D06	-1.06505705382	green3	2	0.26183	3.104
MGH53_P12_D07	NA	black	0	0	0.77062
MGH53_P12_D08	-0.0403916463997	green3	2	0.44148	0.38957
MGH53_P12_D09	NA	black	0	0.39287	0
MGH53_P12_D10	NA	black	0	0	2.3508
MGH53_P12_D11	NA	black	0	0	0.13093
MGH53_P12_D12	0.661605386177	green3	2	0.16864	0.070389
MGH53_P12_E01	NA	black	0	0	0.12433
MGH53_P12_E02	NA	black	0	0	0.6526
MGH53_P12_E03	0.683223444977	green3	2	0.62199	2.5511
MGH53_P12_E04	0.479731607871	green3	2	0.23266	0.10299
MGH53_P12_E05	NA	black	0	0	0.87892
MGH53_P12_E06	NA	black	0	0.42008	0
MGH53_P12_E07	NA	black	0	0.25096	0
MGH53_P12_E08	NA	black	0	0.40163	0
MGH53_P12_E09	NA	black	0	0	0.074505
MGH53_P12_E10	0.721005190689	green3	2	0.14666	0.066261
MGH53_P12_E12	NA	black	0	0.15316	0
MGH53_P12_F01	0.707609981619	green3	2	0.15186	0.066261
MGH53_P12_F02	NA	black	0	0	2.9871
MGH53_P12_F03	NA	black	0	0	2.1303
MGH53_P12_F04	NA	black	0	0	3.3199
MGH53_P12_F06	-1.34735886201	red	1	0.15186	2.717
MGH53_P12_F07	NA	black	0	0	0.063503
MGH53_P12_F08	-0.2343387437	green3	2	0.24001	1.5059
MGH53_P12_F09	NA	black	0	0	0
MGH53_P12_F10	NA	black	0	0	0
MGH53_P12_F11	-0.164863344261	green3	2	0.34937	1.7655
MGH53_P12_F12	-0.873482004348	green3	2	0.16479	2.207
MGH53_P12_G01	NA	black	0	0.42653	0
MGH53_P12_G03	-0.313628774182	green3	2	0.52507	0.044044
MGH53_P12_G04	NA	black	0	0.60407	0
MGH53_P12_G07	NA	black	0	0	0
MGH53_P12_G08	0.044887137485	green3	2	0.33914	0.88675
MGH53_P12_G09	-0.579514944482	green3	2	0.61636	0.049631
MGH53_P12_G10	NA	black	0	0	0.027154
MGH53_P12_G11	NA	black	0	0	0
MGH53_P12_G12	0.332925313826	green3	2	0.29396	0.069015
MGH53_P12_H01	0.0687305321314	green3	2	0.39177	0.032806
MGH53_P12_H02	NA	black	0	0	1.3516
MGH53_P12_H03	NA	black	0	0.1776	0
MGH53_P12_H04	NA	black	0	0.29983	0
MGH53_P12_H05	NA	black	0	0.64801	0
MGH53_P12_H06	0.578756421394	green3	2	0.14012	0.2857
MGH53_P12_H07	NA	black	0	0.31962	0
MGH53_P12_H08	-1.09502328946	green3	2	0.12829	2.3214
MGH53_P12_H09	NA	black	0	0	2.1184
MGH53_P12_H10	NA	black	0	0	1.2768
MGH53_P12_H11	-0.107586728614	green3	2	0.21909	1.2461
MGH53_P12_H12	-0.031682654628	green3	2	0.35163	1.2247
MGH53_P2_A09	NA	black	0	0.23634	0
MGH53_P2_A11	-1.39126303181	black	0	0.88206	0.051024
MGH53_P2_A12	-0.117605429233	green3	2	0.42975	2.9851
MGH53_P2_B05	NA	black	0	0	1.0827
MGH53_P2_B07	NA	black	0	0	0.049631
MGH53_P2_B09	NA	black	0	0	0.077243
MGH53_P2_B10	0.204978762224	green3	2	0.33571	0.15186
MGH53_P2_C01	-0.551866491035	green3	2	0.14405	1.7416
MGH53_P2_C02	0.50362769501	green3	2	0.16221	0.33228
MGH53_P2_C03	0.200018679384	green3	2	0.34483	0.042644
MGH53_P2_C07	-0.161657288155	green3	2	0.5568	0.65901
MGH53_P2_C09	NA	black	0	0	1.7049
MGH53_P2_D01	0.255221941972	green3	2	0.32539	0.037031
MGH53_P2_D02	NA	black	0	0.29983	0
MGH53_P2_D07	NA	black	0	0	0.094912
MGH53_P2_D08	NA	black	0	0	1.9046
MGH53_P2_D12	NA	black	0	0	0.44255
MGH53_P2_E04	NA	black	0	0	2.4877
MGH53_P2_E10	NA	black	0	0	0
MGH53_P2_F02	NA	black	0	0.55385	0
MGH53_P2_F03	NA	black	0	0.80488	0
MGH53_P2_F04	-0.263967747795	green3	2	0.34142	2.051
MGH53_P2_F05	NA	black	0	0.52807	0
MGH53_P2_G02	-2.13389885631	black	0	1.1414	0.1003
MGH53_P2_G07	NA	black	0	0	0
MGH53_P2_H01	-0.0352186982073	green3	2	0.41034	1.6026
MGH53_P10_A01	NA	black	0	0	3.5199
MGH53_P10_A02	NA	black	0	0	0.04684
MGH53_P10_A03	0.431926992151	green3	2	0.25822	0.059355
MGH53_P10_A04	NA	black	0	0	0.23266
MGH53_P10_A05	NA	black	0	0.3505	0
MGH53_P10_A06	0.153581356417	green3	2	0.27858	0.67897
MGH53_P10_A07	-2.31801426361	black	0	0.085425	3.3381
MGH53_P10_A08	0.976590065939	green3	2	0.042644	0.074505
MGH53_P10_A09	0.159179583354	green3	2	0.35952	0.041243
MGH53_P10_A10	0.0255902161462	green3	2	0.37518	0.89763
MGH53_P10_A11	NA	black	0	0	3.2222
MGH53_P10_A12	NA	black	0	0	2.4457
MGH53_P10_B01	NA	black	0	0	2.0264
MGH53_P10_B02	1.22325786879	green3	2	0.63599	3.6953
MGH53_P10_B03	NA	black	0	0.41576	0
MGH53_P10_B04	NA	black	0	0	0
MGH53_P10_B05	0.418892797543	green3	2	0.584	2.1994
MGH53_P10_B06	NA	black	0	0.63041	0
MGH53_P10_B07	NA	black	0	0	3.8389
MGH53_P10_B08	NA	black	0	0	0
MGH53_P10_B09	NA	black	0	0	0.05797
MGH53_P10_B10	NA	black	0	0.5509	0
MGH53_P10_B11	-0.00264821791127	green3	2	0.44996	2.8217
MGH53_P10_B12	NA	black	0	0	0
MGH53_P10_C01	NA	black	0	0	0.04684
MGH53_P10_C02	NA	black	0	0	0
MGH53_P10_C03	NA	black	0	0	0.35727
MGH53_P10_C04	-0.939940316614	green3	2	0.21039	2.5205
MGH53_P10_C05	NA	black	0	0	0
MGH53_P10_C06	NA	black	0	0	1.4131
MGH53_P10_C07	0.0373661055106	green3	2	0.40272	0.096262
MGH53_P10_C08	NA	black	0	0	2.7788
MGH53_P10_C09	-2.12921862177	black	0	0.015783	2.8335
MGH53_P10_C10	NA	black	0	0	0
MGH53_P10_C11	NA	black	0	0	0
