Cell_name	Zvalue	Color	Cluster	BRCA1	STAT3
MGH36_P7_B09	-0.627497937811	red	1	0.17249	4.3245
MGH36_P7_B10	-0.681850990243	red	1	0.15186	4.4211
MGH36_P7_B11	0.65987420432	green3	2	0.09356	0.14143
MGH36_P7_B12	NA	black	0	0	0.18523
MGH36_P7_C11	NA	black	0	0	2.6204
MGH36_P7_D01	-0.681846453813	red	1	0.10836	4.2696
MGH36_P7_D02	NA	black	0	0	4.8401
MGH36_P7_D03	NA	black	0	0	0.22404
MGH36_P7_D05	-0.354448973222	red	1	0.10165	3.286
MGH36_P7_D06	0.563817402706	green3	2	0.15704	0.23634
MGH36_P7_D07	-0.352136049957	red	1	0.11902	3.31
MGH36_P7_D08	NA	black	0	0	0.38184
MGH36_P7_D09	-1.35454267302	red	1	1.8383	0.064883
MGH36_P7_D10	NA	black	0	0	0.55974
MGH36_P7_D11	NA	black	0	0	0.31615
MGH36_P7_E01	NA	black	0	0	0.40926
MGH36_P7_E03	0.371067936475	green3	2	0.21412	0.77315
MGH36_P7_E04	-0.0286332342373	red	1	0.15575	2.3109
MGH36_P7_E05	NA	black	0	1.8679	0
MGH36_P7_E07	0.350140078061	red	1	0.21412	0.85679
MGH36_P7_E08	-0.670664095501	red	1	0.29631	5.0754
MGH36_P7_E10	NA	black	0	0	0.18523
MGH36_P7_E12	-2.35605715512	black	0	2.6971	0.09356
MGH36_P7_F01	NA	black	0	0	5.2209
MGH36_P7_F02	-0.89768444357	red	1	0.12565	4.9698
MGH36_P7_F03	-0.334144596295	red	1	0.10434	3.2299
MGH36_P7_F04	NA	black	0	0	0
MGH36_P7_F06	-0.372112872567	red	1	0.2461	3.6774
MGH36_P7_F08	NA	black	0	0	3.5233
MGH36_P7_F09	NA	black	0	0	4.8533
MGH36_P7_F10	0.34323825072	red	1	0.19912	0.92524
MGH36_P7_F11	NA	black	0	0	2.3214
MGH36_P7_F12	NA	black	0	0	0.25338
MGH36_P7_G01	NA	black	0	0	1.4818
MGH36_P7_G02	NA	black	0	0	0.24245
MGH36_P7_G03	NA	black	0	0	4.9148
MGH36_P7_G04	-1.10781155261	red	1	0.23143	6.2429
MGH36_P7_G05	0.437177099639	green3	2	0.018634	1.0072
MGH36_P7_G06	0.153353627087	red	1	0.2302	1.6098
MGH36_P7_G08	NA	black	0	0.19156	0
MGH36_P7_G09	0.454536472308	green3	2	0.27023	0.18903
MGH36_P7_G10	NA	black	0	0	0
MGH36_P7_G11	NA	black	0	0	0.11503
MGH36_P7_H01	NA	black	0	0	4.3869
MGH36_P7_H02	NA	black	0	0	3.5352
MGH36_P7_H03	-0.516362783011	red	1	0.11237	3.792
MGH36_P7_H04	NA	black	0	0	0.07861
MGH36_P7_H07	NA	black	0	0	4.6281
MGH36_P7_H08	0.494609584421	green3	2	0.21288	0.27858
MGH36_P7_H10	-2.85304695862	black	0	3.2421	0.20914
MGH36_P7_H11	NA	black	0	0	4.5471
MGH36_P7_H12	NA	black	0	0.39067	0
MGH36_P5_A02	NA	black	0	0	0
MGH36_P5_A03	NA	black	0	0	0.56365
MGH36_P5_A05	-0.228233490058	red	1	0.24732	3.1248
MGH36_P5_A06	NA	black	0	0	6.0685
MGH36_P5_A07	NA	black	0	0	4.5582
MGH36_P5_A08	-0.670894492857	red	1	0.20163	4.5855
MGH36_P5_A09	1.4724779194	blue	3	4.3916	3.0762
MGH36_P5_B02	NA	black	0	0	1.6262
MGH36_P5_B03	0.31132586037	red	1	0.41576	0.08134
MGH36_P5_B04	-0.579764105628	red	1	0.24123	4.4369
MGH36_P5_B05	-1.05506645695	red	1	0.079975	5.2152
MGH36_P5_B06	NA	black	0	0	3.785
MGH36_P5_B07	-0.586540185034	red	1	0.32769	4.9202
MGH36_P5_B08	-0.43530876168	red	1	0.29278	4.096
MGH36_P5_B09	-0.154902741488	red	1	0.070389	2.6624
MGH36_P5_B10	NA	black	0	0	1.7294
MGH36_P5_B11	NA	black	0	0	0.18903
MGH36_P5_C01	NA	black	0	0	0
MGH36_P5_C02	NA	black	0	0.47301	0
MGH36_P5_C03	0.491569250015	green3	2	0.097611	0.67265
MGH36_P5_C04	-0.655540439507	red	1	0.30918	5.0947
MGH36_P5_C05	-0.0850502301308	red	1	0.055196	2.4539
MGH36_P5_C06	0.746774275006	red	1	0.051024	0.020058
MGH36_P5_C09	0.689700679587	red	1	0.028569	0.26303
MGH36_P5_C11	-0.141623754269	red	1	0.067639	2.6222
MGH36_P5_C12	NA	black	0	0	1.9419
MGH36_P5_D01	-0.805855953188	red	1	1.5553	0.51299
MGH36_P5_D02	-0.129667826581	red	1	0.1003	2.6086
MGH36_P5_D03	0.161810820002	red	1	0.19535	1.6196
MGH36_P5_D04	-3.29752333681	black	0	3.4975	0.10969
MGH36_P5_D06	NA	black	0	0	1.918
MGH36_P5_D07	0.479827828487	green3	2	0.2302	0.26544
MGH36_P5_D08	0.350316994999	red	1	0.38184	0.079975
MGH36_P5_D09	NA	black	0	0	0.23389
MGH36_P5_D11	NA	black	0	0.123	0
MGH36_P5_D12	-0.0844394419341	red	1	0.42761	2.774
MGH36_P5_E01	0.120738698227	red	1	0.848	4.0545
MGH36_P5_E02	-1.07130710463	red	1	3.2693	1.518
MGH36_P5_E03	0.688002754811	red	1	0.085425	0.079975
MGH36_P5_E05	0.447154463496	green3	2	0.26664	0.24123
MGH36_P5_E07	0.619126947215	green3	2	0.053806	0.39726
MGH36_P5_E08	-0.707531808363	red	1	0.038436	4.1319
MGH36_P5_E09	-1.16583823684	red	1	0.10299	5.6317
MGH36_P5_E10	NA	black	0	0	3.601
MGH36_P5_E11	-2.4086280101	black	0	3.168	0.4782
MGH36_P5_F02	-0.557872778098	red	1	0.098958	3.8797
MGH36_P5_F04	-0.2184029353	red	1	0.11103	2.8887
MGH36_P5_F05	0.686101398742	red	1	0.079975	0.10568
MGH36_P5_F06	-1.19073745302	red	1	0.07861	5.5777
MGH36_P5_F07	0.159990987168	red	1	0.10836	1.7111
MGH36_P5_F08	-0.69831345236	red	1	0.16607	4.5279
MGH36_P5_F09	0.40939991866	green3	2	0.26183	0.43616
MGH36_P5_F10	0.000946068991575	red	1	1.8548	2.2609
MGH36_P5_F11	NA	black	0	0	0
MGH36_P5_G01	NA	black	0	0	0
MGH36_P5_G02	NA	black	0	0	3.5078
MGH36_P5_G04	-0.799341729508	red	1	0.17121	4.8722
MGH36_P5_G06	-0.833339851441	red	1	0.17632	5.0048
MGH36_P5_G07	0.692108677153	red	1	0.056584	0.16736
MGH36_P5_G08	NA	black	0	0	4.8586
MGH36_P5_G09	-0.775336712502	red	1	0.10969	4.5471
MGH36_P5_G10	-0.303133619446	red	1	0.2857	3.5203
MGH36_P5_G11	-1.17554634972	red	1	0.1776	6.0916
MGH36_P5_H02	NA	black	0	0	3.5281
MGH36_P5_H03	0.53754452075	green3	2	0.15056	0.35502
MGH36_P5_H05	0.500873985986	green3	2	0.22404	0.20414
MGH36_P5_H06	0.459604426591	green3	2	0.082703	0.81065
MGH36_P5_H07	0.553325393438	green3	2	0.19283	0.12961
MGH36_P5_H09	NA	black	0	0	0.35163
MGH36_P10_A02	0.764799949961	red	1	3.8624	2.7664
MGH36_P10_A04	NA	black	0	0	0.65901
MGH36_P10_A05	NA	black	0	0	1.683
MGH36_P10_A06	NA	black	0	0	2.3285
MGH36_P10_A07	-0.0643904576852	red	1	0.28924	2.5031
MGH36_P10_A09	NA	black	0	0	1.6267
MGH36_P10_A11	NA	black	0	0	1.4399
MGH36_P10_A12	NA	black	0	0	2.6581
MGH36_P10_B01	2.83113696527	black	0	2.9879	4.6313
MGH36_P10_B03	NA	black	0	0	3.553
MGH36_P10_B05	NA	black	0	0	3.1298
MGH36_P10_B07	-0.0404644191284	red	1	0.22774	2.373
MGH36_P10_B08	-0.0606417352171	red	1	0.26903	2.4738
MGH36_P10_B10	NA	black	0	0	0
MGH36_P10_B11	NA	black	0	0	3.586
MGH36_P10_C01	0.18082327347	red	1	0.20414	1.537
MGH36_P10_C03	-0.403219596724	red	1	0.27858	3.9084
MGH36_P10_C04	-1.69739090201	black	0	2.3674	0.38515
MGH36_P10_C06	NA	black	0	0	4.0514
MGH36_P10_C07	NA	black	0	0	0
MGH36_P10_C08	NA	black	0	0	3.9669
MGH36_P10_C09	4.33125590116	black	0	4.4551	4.5054
MGH36_P10_C10	NA	black	0	0	0.14926
MGH36_P10_C12	NA	black	0	0.15056	0
MGH36_P10_D01	NA	black	0	0	0
MGH36_P10_D02	NA	black	0	0	3.5937
MGH36_P10_D03	NA	black	0	0	3.82
MGH36_P10_D04	0.265709491652	red	1	0.21164	1.1966
MGH36_P10_D05	0.299022050534	red	1	0.41576	0.17249
MGH36_P10_D07	-0.321196339264	red	1	0.15056	3.2708
MGH36_P10_D09	NA	black	0	0	5.4252
MGH36_P10_D10	NA	black	0	0	3.3111
MGH36_P10_D11	NA	black	0	0	0.15445
MGH36_P10_D12	NA	black	0	0.1903	0
MGH36_P10_E02	NA	black	0	0	2.6109
MGH36_P10_E03	NA	black	0	0	0
MGH36_P10_E04	NA	black	0	0	0
MGH36_P10_E05	NA	black	0	0	4.137
MGH36_P10_E07	NA	black	0	0	0.23143
MGH36_P10_E10	-0.539840072558	red	1	0.25701	4.357
MGH36_P10_E11	NA	black	0	0	4.0948
MGH36_P10_E12	NA	black	0	0	1.9142
MGH36_P10_F02	NA	black	0	0	3.4162
MGH36_P10_F03	NA	black	0	0	3.6927
MGH36_P10_F05	NA	black	0	0	4.1758
MGH36_P10_F06	-0.650562329	red	1	0.28096	4.9047
MGH36_P10_F08	NA	black	0	0	4.3518
MGH36_P10_F09	NA	black	0	0	4.1952
MGH36_P10_F10	-4.39867233367	black	0	4.5406	0.19156
MGH36_P10_F11	-0.0895891642122	red	1	0.21039	2.5497
MGH36_P10_F12	NA	black	0	0	3.1416
MGH36_P10_G01	NA	black	0	0	4.6419
MGH36_P10_G02	NA	black	0	0	1.6631
MGH36_P10_G03	NA	black	0	0	0
MGH36_P10_G05	NA	black	0	0	3.1391
MGH36_P10_G06	-2.721563774	black	0	2.9888	0.08134
MGH36_P10_G07	NA	black	0	0	3.0738
MGH36_P10_G08	NA	black	0	0.18396	0
MGH36_P10_G09	0.00248638768548	red	1	0.14012	2.2057
MGH36_P10_G10	NA	black	0	0	3.4658
MGH36_P10_G11	0.578401296996	green3	2	0.17121	0.12565
MGH36_P10_H01	NA	black	0	0	0
MGH36_P10_H03	NA	black	0	0	0.32998
MGH36_P10_H04	NA	black	0	0	4.2649
MGH36_P10_H05	NA	black	0	0	2.2573
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	NA	black	0	0	2.872
MGH36_P10_H11	NA	black	0	0	4.3687
MGH36_P10_H12	NA	black	0	0	3.9808
MGH36_P8_A01	NA	black	0	0	1.9664
MGH36_P8_A03	3.76765471958	black	0	3.0979	5.2735
MGH36_P8_A04	0.11958126426	red	1	0.22404	1.7506
MGH36_P8_A06	NA	black	0	0	3.1601
MGH36_P8_A07	-0.00330066984506	red	1	0.6581	2.3499
MGH36_P8_A08	NA	black	0	0	3.2759
MGH36_P8_A09	NA	black	0	0	0
MGH36_P8_A11	-0.0666223593116	red	1	0.24975	2.4867
MGH36_P8_A12	-0.150807058434	red	1	0.22774	2.7958
MGH36_P8_B01	-0.0562698102246	red	1	1.119	1.9866
MGH36_P8_B02	-0.190430515037	red	1	0.52707	4.0249
MGH36_P8_B03	NA	black	0	0	0
MGH36_P8_B04	NA	black	0	0	2.2525
MGH36_P8_B05	NA	black	0	0	2.7596
MGH36_P8_B08	NA	black	0	0.39067	0
MGH36_P8_B09	NA	black	0	0	2.9309
MGH36_P8_B10	NA	black	0	0	5.3446
MGH36_P8_B11	-0.764073242282	red	1	0.26544	5.248
MGH36_P8_B12	NA	black	0	0	3.7324
MGH36_P8_C01	0.231644412109	red	1	0.12433	1.4636
MGH36_P8_C02	NA	black	0	0	0
MGH36_P8_C03	NA	black	0	0	3.4382
MGH36_P8_C05	NA	black	0	0	3.0656
MGH36_P8_C06	NA	black	0	0	0
MGH36_P8_C09	NA	black	0	0	2.5888
MGH36_P8_C10	NA	black	0	0	2.7176
MGH36_P8_C12	NA	black	0	0	3.6901
MGH36_P8_D01	NA	black	0	0	2.5328
MGH36_P8_D03	-0.3859341973	red	1	0.32884	4.038
MGH36_P8_D04	0.607362543738	green3	2	2.9588	2.7933
MGH36_P8_D05	NA	black	0	0	4.5316
MGH36_P8_D07	NA	black	0	0	2.9071
MGH36_P8_D08	-0.111588876264	red	1	0.56267	3.5494
MGH36_P8_D09	NA	black	0	0	4.1573
MGH36_P8_D10	NA	black	0	0.24245	0
MGH36_P8_D11	0.207593694005	red	1	1.2869	2.9193
MGH36_P8_D12	NA	black	0	0	0
MGH36_P8_E01	-0.0903607847443	red	1	0.64062	4.2031
MGH36_P8_E02	NA	black	0	0	5.0459
MGH36_P8_E03	0.939114725556	red	1	3.2766	2.9815
MGH36_P8_E04	NA	black	0	1.5553	0
MGH36_P8_E05	-0.432900588971	red	1	0.16864	3.6757
MGH36_P8_E06	NA	black	0	0	3.8328
MGH36_P8_E08	-0.446859708668	red	1	0.10568	3.569
MGH36_P8_E10	NA	black	0	0	1.6121
MGH36_P8_F02	NA	black	0	0	4.3755
MGH36_P8_F04	-0.107483817703	red	1	0.16736	2.5833
MGH36_P8_F05	-1.30806301832	red	1	3.0409	1.2485
MGH36_P8_F07	3.14161449976	black	0	3.2194	4.6537
MGH36_P8_F09	0.216010216118	red	1	1.7442	2.6462
MGH36_P8_G01	NA	black	0	0	0
MGH36_P8_G02	1.24544885306	red	1	3.5326	3.1299
MGH36_P8_G03	1.30006969182	red	1	1.7954	4.5316
MGH36_P8_G04	-0.181592177691	red	1	0.19535	2.8687
MGH36_P8_G05	NA	black	0	0	1.3219
MGH36_P8_G06	1.75727006261	black	0	2.1741	4.5367
MGH36_P8_G07	NA	black	0	0	0
MGH36_P8_G08	NA	black	0	0	5.7451
MGH36_P8_G09	NA	black	0	0	0.85917
MGH36_P8_G10	NA	black	0	0	3.9981
MGH36_P8_G12	NA	black	0	0	3.3864
MGH36_P8_H01	NA	black	0	0	0
MGH36_P8_H03	NA	black	0	0	2.7521
MGH36_P8_H04	NA	black	0	0	4.5586
MGH36_P8_H06	0.496696820097	green3	2	1.7381	3.1622
MGH36_P8_H07	NA	black	0	0	2.183
MGH36_P8_H09	NA	black	0	2.059	0
MGH36_P8_H10	NA	black	0	0	0
MGH36_P8_H11	0.630729840478	green3	2	0.1137	0.16479
MGH36_P9_A01	NA	black	0	0	3.6534
MGH36_P9_A02	4.89989576457	black	0	3.7542	5.3482
MGH36_P9_A03	NA	black	0	0	2.7216
MGH36_P9_A05	NA	black	0	0	0
MGH36_P9_A06	2.43776042362	black	0	2.9499	4.3364
MGH36_P9_A07	NA	black	0	0.37407	0
MGH36_P9_A09	-0.0530175990121	red	1	0.45943	2.6152
MGH36_P9_A10	NA	black	0	2.5261	0
MGH36_P9_A11	-1.54271782671	red	1	2.2007	0.36401
MGH36_P9_A12	-0.0109435545219	red	1	0.8528	2.0939
MGH36_P9_B01	NA	black	0	0	2.4615
MGH36_P9_B04	NA	black	0	0	0
MGH36_P9_B06	NA	black	0	0	2.7897
MGH36_P9_B07	-0.104242505715	red	1	0.4813	3.054
MGH36_P9_B08	-1.45381566566	red	1	2.228	0.50487
MGH36_P9_B09	NA	black	0	0	2.8148
MGH36_P9_B10	NA	black	0	0	0.36065
MGH36_P9_B11	NA	black	0	0	3.0836
MGH36_P9_B12	NA	black	0	0	0
MGH36_P9_C01	NA	black	0	0	4.3459
MGH36_P9_C02	-0.400110921084	red	1	0.26664	3.853
MGH36_P9_C03	-0.0627266805151	red	1	0.66812	4.2405
MGH36_P9_C05	-0.21678168094	red	1	0.1375	2.9149
MGH36_P9_C07	NA	black	0	0	0
MGH36_P9_C08	NA	black	0	0	3.3927
MGH36_P9_C09	NA	black	0	0	2.1447
MGH36_P9_C11	0.213916737413	red	1	1.1991	3.0657
MGH36_P9_C12	NA	black	0	0	0
MGH36_P9_D05	0.857319672561	red	1	2.6404	3.1112
MGH36_P9_D07	NA	black	0	0	3.9924
MGH36_P9_D08	NA	black	0	0	0.43403
MGH36_P9_D09	NA	black	0	0	0
MGH36_P9_D10	NA	black	0	0	3.8732
MGH36_P9_D11	-0.428177671987	red	1	0.25459	3.9201
MGH36_P9_E01	NA	black	0	0	2.2299
MGH36_P9_E02	NA	black	0	0	0.7966
MGH36_P9_E03	NA	black	0	0	0.12168
MGH36_P9_E04	-1.02625240069	red	1	1.9957	0.79327
MGH36_P9_E05	NA	black	0	0	0.35163
MGH36_P9_E06	0.0739155520688	red	1	0.60407	0.66903
MGH36_P9_E07	0.0365382122295	red	1	0.2302	2.0731
MGH36_P9_E08	-0.210539956869	red	1	0.33228	3.2394
MGH36_P9_E10	NA	black	0	0	0.28806
MGH36_P9_E11	NA	black	0	0	3.3639
MGH36_P9_E12	NA	black	0	0	3.3528
MGH36_P9_F02	NA	black	0	0	5.4421
MGH36_P9_F03	NA	black	0	0	2.7209
MGH36_P9_F04	NA	black	0	0	2.3802
MGH36_P9_F08	NA	black	0	0	2.8705
MGH36_P9_F09	0.115871160855	red	1	0.81147	4.9982
MGH36_P9_F10	-0.44784650393	red	1	0.26664	4.0412
MGH36_P9_F11	NA	black	0	0	0.42223
MGH36_P9_F12	NA	black	0	0	0
MGH36_P9_G03	NA	black	0	0	3.2405
MGH36_P9_G04	NA	black	0	0	0
MGH36_P9_G05	NA	black	0	0	1.1596
MGH36_P9_G06	NA	black	0	0	0.93584
MGH36_P9_G07	NA	black	0	0	0.31034
MGH36_P9_G08	NA	black	0	0	2.9991
MGH36_P9_G09	NA	black	0	0.37184	0
MGH36_P9_G10	-0.209799378411	red	1	0.098958	2.8494
MGH36_P9_G11	NA	black	0	0	3.2116
MGH36_P9_H01	NA	black	0	0	3.8364
MGH36_P9_H02	NA	black	0	0	0
MGH36_P9_H03	NA	black	0	0	3.353
MGH36_P9_H04	NA	black	0	0	2.669
MGH36_P9_H06	NA	black	0	0	2.1868
MGH36_P9_H07	NA	black	0	0	2.1309
MGH36_P9_H08	NA	black	0	0	0.44042
MGH36_P9_H10	-0.031364766108	red	1	1.736	2.1994
MGH36_P9_H11	NA	black	0	0	0.74502
MGH36_P9_H12	NA	black	0	0	3.9986
MGH36_P2_A01	0.14265929421	red	1	0.26544	1.6074
MGH36_P2_A03	NA	black	0	0	0.18777
MGH36_P2_A04	0.697804040227	red	1	0.08134	0.063503
MGH36_P2_A05	-0.0406420280154	red	1	0.10165	2.3377
MGH36_P2_A06	-0.754294167741	red	1	0.24367	5.0849
MGH36_P2_A07	-0.945787368775	red	1	0.16479	5.3022
MGH36_P2_A08	NA	black	0	0	2.2485
MGH36_P2_A11	-0.411216616397	red	1	2.9218	1.9415
MGH36_P2_B03	NA	black	0	0	3.8639
MGH36_P2_B04	-0.227456389037	red	1	0.19156	3.0254
MGH36_P2_B05	NA	black	0	0	4.4667
MGH36_P2_B06	-0.0376741626513	red	1	0.0028825	2.3098
MGH36_P2_B07	-1.79994325759	black	0	2.4268	0.34142
MGH36_P2_B08	-0.219032519891	red	1	0.30685	3.2146
MGH36_P2_B09	-0.386333848145	red	1	0.052416	3.2945
MGH36_P2_B10	NA	black	0	0	0.5656
MGH36_P2_B11	NA	black	0	0	3.4026
MGH36_P2_B12	NA	black	0	0	0.71017
MGH36_P2_C02	2.42037602985	black	0	2.7058	4.5682
MGH36_P2_C03	-0.320170551224	red	1	0.077243	3.1465
MGH36_P2_C04	0.400569776483	green3	2	1.7172	3.0004
MGH36_P2_C07	-0.601851949701	red	1	0.035624	3.8445
MGH36_P2_C08	0.441204281098	green3	2	0.25217	0.33571
MGH36_P2_C09	NA	black	0	0	2.5741
MGH36_P2_C10	-0.266605079078	red	1	0.15186	3.0958
MGH36_P2_C11	0.650072127869	green3	2	0.048236	0.32077
MGH36_P2_C12	0.684681690562	red	1	0.07861	0.11503
MGH36_P2_D01	3.92480454962	black	0	4.2987	4.3818
MGH36_P2_D02	-0.633276966528	red	1	0.082703	4.052
MGH36_P2_D04	-1.64380747247	black	0	3.8947	1.3516
MGH36_P2_D05	NA	black	0	0	0.2461
MGH36_P2_D06	NA	black	0	0	4.947
MGH36_P2_D07	0.70196589223	red	1	0.063503	0.1137
MGH36_P2_D08	0.711225611556	red	1	0.028569	0.20038
MGH36_P2_D09	0.110533680468	red	1	0.097611	1.873
MGH36_P2_D10	0.687003621966	red	1	0.059355	0.17377
MGH36_P2_D11	-0.609398860095	red	1	0.16736	4.2473
MGH36_P2_E01	0.470453303464	green3	2	0.16092	0.56169
MGH36_P2_E02	NA	black	0	0	4.739
MGH36_P2_E03	-2.19332219234	black	0	2.5051	0.025738
MGH36_P2_E04	2.70791688416	black	0	2.9294	4.5867
MGH36_P2_E06	-1.15876005709	red	1	0.049631	5.3578
MGH36_P2_E07	-0.279264339876	red	1	0.18269	3.1903
MGH36_P2_E08	0.608205224838	green3	2	0.16092	0.05797
MGH36_P2_E09	-0.336246716372	red	1	0.020058	3.1117
MGH36_P2_E10	0.480295593679	green3	2	0.25822	0.13093
MGH36_P2_F02	0.636042509009	green3	2	0.12565	0.10165
MGH36_P2_F03	NA	black	0	0	5.1204
MGH36_P2_F04	NA	black	0	0	0.36625
MGH36_P2_F06	0.387514242177	green3	2	0.10434	0.99132
MGH36_P2_F07	0.641869995307	green3	2	0.11237	0.13225
MGH36_P2_F08	0.543202635862	green3	2	0.21164	0.085425
MGH36_P2_F10	0.368566604068	green3	2	0.23266	0.72421
MGH36_P2_F11	0.565158367378	green3	2	0.20289	0.037031
MGH36_P2_F12	-0.494636615072	red	1	0.10969	3.7205
MGH36_P2_G01	NA	black	0	0.11237	0
MGH36_P2_G02	0.590483687636	green3	2	0.14666	0.18015
MGH36_P2_G03	0.665392463959	red	1	0.063503	0.22651
MGH36_P2_G04	0.47091552512	green3	2	0.1903	0.46048
MGH36_P2_G05	0.738028908137	red	1	0.032806	0.10836
MGH36_P2_G07	0.74477187765	red	1	0.03984	0.064883
MGH36_P2_G08	0.668862898699	red	1	0.11636	0.025738
MGH36_P2_G09	0.744502536585	red	1	0.0229	0.12168
MGH36_P2_G11	0.565588080178	green3	2	0.17121	0.17377
MGH36_P2_G12	NA	black	0	0	0.20038
MGH36_P2_H01	NA	black	0	0	0.1903
MGH36_P2_H02	NA	black	0	1.2363	0
MGH36_P2_H03	0.168608426161	red	1	0.19787	1.5912
MGH36_P2_H04	-3.06265415002	black	0	3.3387	0.14012
MGH36_P2_H05	0.623121793696	green3	2	0.05797	0.37295
MGH36_P2_H06	-2.37369753554	black	0	2.8331	0.21909
MGH36_P2_H07	0.291682618991	red	1	0.39397	0.38294
MGH36_P2_H10	NA	black	0	0	0.1137
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	0	0
MGH53_P5_A04	0.00258776932597	red	1	0.68975	1.8918
MGH53_P5_A06	NA	black	0	0	0
MGH53_P5_A07	-0.000703201939328	red	1	0.71984	2.1322
MGH53_P5_A08	-0.00998501750697	red	1	0.52507	2.3257
MGH53_P5_A09	-3.15936678561	black	0	4.0306	0.54696
MGH53_P5_A11	NA	black	0	0	0.5568
MGH53_P5_B01	NA	black	0	0	0
MGH53_P5_B03	NA	black	0	0	0
MGH53_P5_B04	NA	black	0	4.0049	0
MGH53_P5_B05	-0.414569897924	red	1	0.48336	5.2834
MGH53_P5_B06	NA	black	0	0	0
MGH53_P5_B07	0.523297902295	green3	2	0.19283	0.24732
MGH53_P5_B08	NA	black	0	0	0
MGH53_P5_B09	NA	black	0	0	3.259
MGH53_P5_B10	NA	black	0	0	0
MGH53_P5_B11	NA	black	0	0	0
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	NA	black	0	0	6.0762
MGH53_P5_C02	NA	black	0	0	0
MGH53_P5_C03	0.756558914224	red	1	1.7723	3.5978
MGH53_P5_C04	NA	black	0	0	4.8531
MGH53_P5_C05	NA	black	0	0	3.2991
MGH53_P5_C06	NA	black	0	0	0
MGH53_P5_C07	NA	black	0	0	1.1738
MGH53_P5_C08	0.0478612921188	red	1	0.81885	3.0941
MGH53_P5_C09	NA	black	0	0	0
MGH53_P5_C10	NA	black	0	0	1.3945
MGH53_P5_C11	NA	black	0	0.32308	0
MGH53_P5_D01	NA	black	0	0	2.8018
MGH53_P5_D02	4.83997029612	black	0	4.6145	4.6676
MGH53_P5_D04	NA	black	0	0	0.82212
MGH53_P5_D05	NA	black	0	0	0
MGH53_P5_D07	NA	black	0	0	0.59072
MGH53_P5_D08	NA	black	0	0	5.007
MGH53_P5_D09	NA	black	0	0	0
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	NA	black	0	0	0
MGH53_P5_E02	-0.137483423947	red	1	1.5099	1.9321
MGH53_P5_E03	NA	black	0	0	0
MGH53_P5_E04	NA	black	0	0	0.76893
MGH53_P5_E06	NA	black	0	0	0.78994
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	-0.0608193437775	red	1	0.57434	3.0321
MGH53_P5_E11	NA	black	0	0	0
MGH53_P5_F01	NA	black	0	0	1.2485
MGH53_P5_F03	NA	black	0	0.44784	0
MGH53_P5_F05	NA	black	0	0	2.9773
MGH53_P5_F06	NA	black	0	0	0
MGH53_P5_F07	NA	black	0	0	1.7778
MGH53_P5_F08	NA	black	0	0	2.3846
MGH53_P5_F10	-0.216511908349	red	1	0.64432	6.24
MGH53_P5_F11	NA	black	0	0	1.4125
MGH53_P5_G01	NA	black	0	0	0
MGH53_P5_G04	NA	black	0	0	3.1447
MGH53_P5_G05	NA	black	0	0	4.9814
MGH53_P5_G07	NA	black	0	0	1.9749
MGH53_P5_G08	-0.578618996519	red	1	0.3173	4.8224
MGH53_P5_G09	NA	black	0	0	1.6313
MGH53_P5_G10	0.59455441448	green3	2	0.16736	0.08134
MGH53_P5_G11	NA	black	0	0	0.51904
MGH53_P5_H02	NA	black	0	0	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	-0.104645977835	red	1	0.6526	4.7236
MGH53_P5_H05	-0.0734733938511	red	1	0.69866	5.6139
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	NA	black	0	0	4.2284
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	NA	black	0	0.21039	0
MGH53_P6_A01	-0.0701277578151	red	1	0.76384	0.4489
MGH53_P6_A02	NA	black	0	0.34937	0
MGH53_P6_A03	NA	black	0	0	0.085425
MGH53_P6_A04	NA	black	0	0	0
MGH53_P6_A05	0.467470358305	green3	2	0.24367	0.25822
MGH53_P6_A06	-0.317553813418	red	1	0.17249	3.3009
MGH53_P6_A07	NA	black	0	0	0.13356
MGH53_P6_A08	0.497547949567	green3	2	0.15056	0.49774
MGH53_P6_A09	-3.79867489619	black	0	3.9513	0.1375
MGH53_P6_A10	-0.330253022365	red	1	0.19661	3.3953
MGH53_P6_A11	0.250813912065	red	1	0.14926	1.364
MGH53_P6_A12	NA	black	0	0	0.61164
MGH53_P6_B02	NA	black	0	0	0
MGH53_P6_B03	NA	black	0	0	3.3067
MGH53_P6_B04	NA	black	0	0	2.2513
MGH53_P6_B05	-0.882215833044	red	1	0.19535	5.2603
MGH53_P6_B06	-0.561302117212	red	1	0.21412	4.2586
MGH53_P6_B07	NA	black	0	0.35502	0
MGH53_P6_B09	-3.13257891859	black	0	3.5718	0.27381
MGH53_P6_B10	0.536763455145	green3	2	0.20038	0.16221
MGH53_P6_C01	NA	black	0	0	0.28688
MGH53_P6_C03	NA	black	0	0.32884	0
MGH53_P6_C04	-1.79947032805	black	0	2.2995	0.18777
