Cell_name	Zvalue	Color	Cluster	JUN	STMN1
MGH36_P4_G06	0.079336677138	green3	2	5.9971	4.6198
MGH36_P4_G08	-0.134135672014	green3	2	3.7053	5.0036
MGH36_P4_G09	-2.39103816954	black	0	7.7709	0.035624
MGH36_P4_G10	0.198465665536	green3	2	6.0768	5.0239
MGH36_P4_G11	0.205713318823	green3	2	4.2566	2.9153
MGH36_P4_H01	NA	black	0	0	5.0425
MGH36_P4_H02	NA	black	0	0	0.30918
MGH36_P4_H03	1.16346418853	green3	2	7.4529	6.2292
MGH36_P4_H04	NA	black	0	0	0
MGH36_P4_H05	-2.34447483341	black	0	7.8717	0.28096
MGH36_P4_H09	-0.0808135127952	green3	2	5.1266	2.0293
MGH36_P4_H12	NA	black	0	0	0
MGH36_P6_A02	-2.29930463037	black	0	0.59264	7.2395
MGH36_P6_A04	NA	black	0	5.2472	0
MGH36_P6_A05	NA	black	0	0	0.80323
MGH36_P6_A07	1.12291575901	green3	2	8.3761	5.6419
MGH36_P6_A08	0.00172838788149	green3	2	4.8274	4.7102
MGH36_P6_A09	0.781800371631	green3	2	6.9614	5.9061
MGH36_P6_A10	NA	black	0	0	5.3202
MGH36_P6_A11	1.09439526106	green3	2	3.8562	0.18269
MGH36_P6_B03	-1.09146620785	green3	2	6.4959	0.76129
MGH36_P6_B04	NA	black	0	0	4.5381
MGH36_P6_B05	0.12211254686	green3	2	2.8588	4.1731
MGH36_P6_B06	NA	black	0	0	4.746
MGH36_P6_B10	-0.263458907389	green3	2	6.4738	3.508
MGH36_P6_B11	-0.324752701908	green3	2	2.4198	5.132
MGH36_P6_B12	0.022706311012	green3	2	4.7917	6.0098
MGH36_P6_C02	-0.0192720338134	green3	2	5.3292	4.1557
MGH36_P6_C03	1.54483472398	black	0	8.8759	5.9147
MGH36_P6_C04	0.0602882383081	green3	2	5.7065	4.6359
MGH36_P6_C05	-1.53950988561	black	0	7.0083	0.55876
MGH36_P6_C06	0.310167770899	green3	2	6.3252	5.2284
MGH36_P6_C07	-1.62629145704	black	0	7.0422	0.39616
MGH36_P6_C08	0.115326448601	green3	2	5.9287	4.7891
MGH36_P6_C09	NA	black	0	7.8924	0
MGH36_P6_C11	-2.80034993173	black	0	8.512	0.36177
MGH36_P6_C12	0.954286041491	green3	2	4.0257	0.13093
MGH36_P6_D01	-0.00143277705952	green3	2	4.4756	4.4017
MGH36_P6_D02	NA	black	0	0.67536	0
MGH36_P6_D03	NA	black	0	0	0
MGH36_P6_D04	0.100778556389	green3	2	5.8104	4.7837
MGH36_P6_D05	NA	black	0	0	4.3122
MGH36_P6_D06	0.324620862718	green3	2	6.9966	4.9471
MGH36_P6_D07	-0.0927939635746	green3	2	4.3556	5.4691
MGH36_P6_D08	-1.97127838268	black	0	7.5011	0.43723
MGH36_P6_D10	0.623123068171	green3	2	7.7702	5.1949
MGH36_P6_D11	0.907971749595	green3	2	7.2029	5.9703
MGH36_P6_E02	NA	black	0	0	0
MGH36_P6_E03	NA	black	0	0	3.8536
MGH36_P6_E04	0.10860435299	green3	2	5.973	4.7429
MGH36_P6_E05	-0.662595003915	green3	2	7.089	2.8186
MGH36_P6_E06	0.0874521643502	green3	2	5.4604	4.9456
MGH36_P6_E07	-0.0289886985625	green3	2	3.7829	4.5491
MGH36_P6_E08	0.363072787038	green3	2	4.6528	0.26063
MGH36_P6_E09	0.197470522256	green3	2	5.842	5.1838
MGH36_P6_E10	0.170653707498	green3	2	5.2578	5.8757
MGH36_P6_E11	-0.0249517311393	green3	2	6.961	4.2027
MGH36_P6_E12	0.392020983213	green3	2	6.1263	5.6366
MGH36_P6_F01	NA	black	0	0	5.3596
MGH36_P6_F04	-0.950887962422	green3	2	1.111	5.7823
MGH36_P6_F06	0.1053411542	green3	2	5.9341	4.7462
MGH36_P6_F07	-0.000908723693928	green3	2	4.8592	3.9544
MGH36_P6_F08	4.56572501652	black	0	0.098958	0.2762
MGH36_P6_F10	NA	black	0	0	0
MGH36_P6_F12	NA	black	0	5.6781	0
MGH36_P6_G01	-0.0150137388373	green3	2	5.3848	4.2088
MGH36_P6_G02	NA	black	0	7.4255	0
MGH36_P6_G03	0.217766306221	green3	2	7.2887	4.6537
MGH36_P6_G04	0.0365410163668	green3	2	5.0971	4.9134
MGH36_P6_G05	0.33179823052	green3	2	6.1415	5.4281
MGH36_P6_G06	NA	black	0	0	5.3324
MGH36_P6_G07	0.086402968632	green3	2	4.9227	6.2768
MGH36_P6_G08	-1.05465705824	green3	2	6.312	0.31499
MGH36_P6_G09	0.521852730891	green3	2	7.7329	5.0506
MGH36_P6_G10	0.0648746606851	green3	2	5.5359	4.7443
MGH36_P6_G11	1.08440444598	green3	2	7.2432	6.2569
MGH36_P6_G12	-1.08847353807	green3	2	7.1545	1.9061
MGH36_P6_H06	0.350658727327	green3	2	6.0605	5.563
MGH36_P6_H07	0.715749614964	green3	2	0.3115	3.8501
MGH36_P6_H10	-0.294819231728	green3	2	5.4051	0.12697
MGH36_P6_H12	0.366619967213	green3	2	6.0766	5.6013
MGH36_P7_A01	NA	black	0	0	1.6581
MGH36_P7_A02	-0.124257637754	green3	2	4.2813	5.6408
MGH36_P7_A03	2.11807744193	black	0	7.9637	7.2172
MGH36_P7_A04	-2.29492284694	black	0	8.779	1.3063
MGH36_P7_A06	NA	black	0	0	4.7485
MGH36_P7_A07	NA	black	0	0	0
MGH36_P7_A08	-0.892896782677	green3	2	0.57337	5.5822
MGH36_P7_A09	NA	black	0	0	6.5965
MGH36_P7_A10	-1.31456912731	red	1	1.6736	6.5686
MGH36_P7_A11	0.278406372011	green3	2	3.7626	3.2581
MGH36_P7_A12	-2.53712748742	black	0	8.5408	0.77231
MGH36_P7_B01	NA	black	0	0	0
MGH36_P7_B02	0.001486379789	green3	2	4.7514	5.6845
MGH36_P7_B03	-2.53277484445	black	0	8.0593	0.21661
MGH36_P7_B04	0.373158948036	green3	2	6.8244	5.1219
MGH36_P7_B06	NA	black	0	0	5.6072
MGH36_P7_B07	-2.00187097509	black	0	7.4996	0.36961
MGH36_P7_B08	0.741233530994	green3	2	7.4114	5.546
MGH36_P7_B09	0.584842694892	green3	2	6.8705	5.5602
MGH36_P7_B10	NA	black	0	0	0
MGH36_P7_B11	NA	black	0	0	4.8596
MGH36_P7_B12	NA	black	0	5.9498	0
MGH36_P7_C11	-0.477463427361	green3	2	0.38626	5.0978
MGH36_P7_D01	NA	black	0	0	0
MGH36_P7_D02	0.680486640239	green3	2	6.9532	5.7059
MGH36_P7_D03	NA	black	0	5.173	0
MGH36_P7_D05	0.743122229772	green3	2	7.6557	5.4294
MGH36_P7_D06	0.122957475852	green3	2	5.2041	5.6178
MGH36_P7_D07	NA	black	0	4.09	0
MGH36_P7_D08	NA	black	0	0	0
MGH36_P7_D09	NA	black	0	0	3.177
MGH36_P7_D10	0.352629560175	green3	2	4.6587	0.29866
MGH36_P7_D11	-2.1397947487	black	0	7.8449	0.6173
MGH36_P7_E01	NA	black	0	0	0.44148
MGH36_P7_E03	-2.80312773544	black	0	8.5136	0.35952
MGH36_P7_E04	NA	black	0	0	0.46571
MGH36_P7_E05	0.226321992117	green3	2	5.9776	5.1913
MGH36_P7_E07	-0.148570774995	green3	2	4.3686	6.5137
MGH36_P7_E08	NA	black	0	0	0.73118
MGH36_P7_E10	NA	black	0	0	0.3471
MGH36_P7_E12	NA	black	0	0	7.3511
MGH36_P7_F01	1.33081588017	green3	2	6.8201	7.1585
MGH36_P7_F02	0.805284296277	green3	2	6.8096	6.0784
MGH36_P7_F03	NA	black	0	0	0
MGH36_P7_F04	NA	black	0	0	0
MGH36_P7_F06	1.18251155121	green3	2	2.7027	2.0136
MGH36_P7_F08	NA	black	0	0	0.73379
MGH36_P7_F09	NA	black	0	5.4775	0
MGH36_P7_F10	NA	black	0	4.1602	0
MGH36_P7_F11	NA	black	0	0	5.4783
MGH36_P7_F12	0.242345943106	green3	2	3.8197	3.3464
MGH36_P7_G01	0.0953286059231	green3	2	4.2651	3.6488
MGH36_P7_G02	0.680265041405	green3	2	6.3479	6.2433
MGH36_P7_G03	NA	black	0	0	6.1748
MGH36_P7_G04	-1.7430794664	black	0	7.1731	0.36513
MGH36_P7_G05	0.059972404735	green3	2	0.15575	4.538
MGH36_P7_G06	NA	black	0	0	5.3184
MGH36_P7_G08	NA	black	0	0	6.2801
MGH36_P7_G09	NA	black	0	0	5.5123
MGH36_P7_G10	1.07999713138	green3	2	7.0657	6.401
MGH36_P7_G11	1.65323048757	black	0	3.2253	0.2302
MGH36_P7_H01	NA	black	0	0	6.6877
MGH36_P7_H02	NA	black	0	0	4.5783
MGH36_P7_H03	NA	black	0	0	0
MGH36_P7_H04	-1.75113627449	black	0	7.2899	0.5656
MGH36_P7_H07	0.948594628543	green3	2	7.1998	6.0466
MGH36_P7_H08	-0.282428259462	green3	2	5.4956	1.7638
MGH36_P7_H10	NA	black	0	0	5.5492
MGH36_P7_H11	0.108823767015	green3	2	5.1411	5.6498
MGH36_P7_H12	NA	black	0	0.42868	0
MGH36_P5_A02	NA	black	0	0	5.3365
MGH36_P5_A03	0.117272389134	green3	2	1.9727	4.3146
MGH36_P5_A05	NA	black	0	0	0
MGH36_P5_A06	NA	black	0	4.5093	0
MGH36_P5_A07	0.269080813281	green3	2	7.0195	4.8237
MGH36_P5_A08	0.90367460135	green3	2	3.8694	0.77568
MGH36_P5_A09	-0.606639207908	green3	2	2.7845	5.9309
MGH36_P5_B02	-0.0746188253763	green3	2	3.6022	4.7178
MGH36_P5_B03	-0.235698938596	green3	2	0.66084	4.8412
MGH36_P5_B04	-1.2940225227	red	1	6.6236	0.38184
MGH36_P5_B05	-2.24125140807	black	0	7.6508	0.12961
MGH36_P5_B06	-2.22218855903	black	0	7.7817	0.37518
MGH36_P5_B07	0.262733211169	green3	2	5.4504	6.0355
MGH36_P5_B08	-2.01819859872	black	0	0.18142	6.7047
MGH36_P5_B09	NA	black	0	0	3.8094
MGH36_P5_B10	NA	black	0	0	0.18396
MGH36_P5_B11	-2.3042127338	black	0	7.7711	0.20289
MGH36_P5_C01	-0.296732914482	green3	2	5.4807	1.4457
MGH36_P5_C02	0.0315554587048	green3	2	4.996	0.774
MGH36_P5_C03	-0.0907821526163	green3	2	4.3748	5.5035
MGH36_P5_C04	NA	black	0	6.2627	0
MGH36_P5_C05	-0.371676348211	green3	2	5.789	2.233
MGH36_P5_C06	NA	black	0	0	0.25338
MGH36_P5_C09	NA	black	0	0	5.1458
MGH36_P5_C11	-0.843147020538	green3	2	6.0218	0.10969
MGH36_P5_C12	NA	black	0	5.4268	0
MGH36_P5_D01	NA	black	0	0	1.6365
MGH36_P5_D02	0.417306203813	green3	2	7.4204	4.9796
MGH36_P5_D03	0.091808557839	green3	2	5.1708	5.4042
MGH36_P5_D04	-0.92151050912	green3	2	0.58785	5.6178
MGH36_P5_D06	NA	black	0	0	5.1133
MGH36_P5_D07	-0.590025445396	green3	2	8.8117	3.4601
MGH36_P5_D08	NA	black	0	0	5.5688
MGH36_P5_D09	NA	black	0	0	1.8246
MGH36_P5_D11	-1.03288602535	green3	2	6.2733	0.26424
MGH36_P5_D12	-1.14944806755	red	1	3.2314	8.4451
MGH36_P5_E01	0.228986968199	green3	2	9.2255	4.389
MGH36_P5_E02	0.297910899256	green3	2	5.9879	5.4464
MGH36_P5_E03	NA	black	0	0	4.6861
MGH36_P5_E05	0.751115788229	green3	2	7.4626	5.5361
MGH36_P5_E07	0.0376753471301	green3	2	6.9599	4.3408
MGH36_P5_E08	0.084657152772	green3	2	6.4876	4.5193
MGH36_P5_E09	NA	black	0	0	0.54399
MGH36_P5_E10	3.79571863753	black	0	0.96347	0.21039
MGH36_P5_E11	-0.861553457645	green3	2	6.0565	0.18777
MGH36_P5_F02	1.73783043515	black	0	3.1543	0.18777
MGH36_P5_F04	1.2959092535	green3	2	7.1128	6.7561
MGH36_P5_F05	NA	black	0	0	0.085425
MGH36_P5_F06	-1.6491689312	black	0	0.038436	6.2641
MGH36_P5_F07	-0.755348280503	green3	2	1.5499	5.6385
MGH36_P5_F08	0.482290493122	green3	2	7.5	5.0648
MGH36_P5_F09	NA	black	0	0	0.6951
MGH36_P5_F10	-0.216518099335	green3	2	5.341	1.2992
MGH36_P5_F11	NA	black	0	0.12829	0
MGH36_P5_G01	NA	black	0	0	4.7605
MGH36_P5_G02	1.90219450146	black	0	3.0514	0.045443
MGH36_P5_G04	NA	black	0	0	1.0587
MGH36_P5_G06	-1.24392350191	red	1	6.478	0.10702
MGH36_P5_G07	-2.06700989178	black	0	7.4655	0.16864
MGH36_P5_G08	0.759156102547	green3	2	6.7311	6.0469
MGH36_P5_G09	0.370146294076	green3	2	6.012	5.6792
MGH36_P5_G10	NA	black	0	0	5.7919
MGH36_P5_G11	NA	black	0	0	0.23266
MGH36_P5_H02	NA	black	0	0	1.5356
MGH36_P5_H03	NA	black	0	0	6.1794
MGH36_P5_H05	-0.323884942288	green3	2	2.9422	5.2918
MGH36_P5_H06	-1.28445013126	red	1	0.79494	6.1046
MGH36_P5_H07	NA	black	0	0	4.5875
MGH36_P5_H09	NA	black	0	0	2.0528
MGH36_P10_A02	NA	black	0	0	3.7867
MGH36_P10_A04	NA	black	0	0	3.6799
MGH36_P10_A05	-1.64057900164	black	0	7.133	0.54399
MGH36_P10_A06	NA	black	0	4.8971	0
MGH36_P10_A07	0.231365608812	green3	2	6.8813	4.7839
MGH36_P10_A09	NA	black	0	2.861	0
MGH36_P10_A11	NA	black	0	7.2372	0
MGH36_P10_A12	NA	black	0	3.1283	0
MGH36_P10_B01	-0.0218729331297	green3	2	7.5103	4.1919
MGH36_P10_B03	-0.516296629926	green3	2	6.056	2.0912
MGH36_P10_B05	0.456015877123	green3	2	2.1731	3.7013
MGH36_P10_B07	-0.193237198821	green3	2	5.8834	3.406
MGH36_P10_B08	0.545091785299	green3	2	1.9328	3.6369
MGH36_P10_B10	0.0765022870833	green3	2	5.2706	5.078
MGH36_P10_B11	-0.51894254287	green3	2	3.2444	6.0942
MGH36_P10_C01	NA	black	0	0	4.547
MGH36_P10_C03	0.574583720906	green3	2	6.6407	5.698
MGH36_P10_C04	0.186455891988	green3	2	5.2015	6.1576
MGH36_P10_C06	0.347279511072	green3	2	6.1831	5.4434
MGH36_P10_C07	NA	black	0	3.5797	0
MGH36_P10_C08	NA	black	0	0	5.2648
MGH36_P10_C09	-0.198630034829	green3	2	4.1494	6.0156
MGH36_P10_C10	-2.1657544503	black	0	7.6672	0.30801
MGH36_P10_C12	0.0113449079065	green3	2	2.7493	4.443
MGH36_P10_D01	NA	black	0	0	4.1044
MGH36_P10_D02	NA	black	0	0	0.90072
MGH36_P10_D03	-1.74973088266	black	0	7.2082	0.41792
MGH36_P10_D04	-0.086135818458	green3	2	6.6898	4.0523
MGH36_P10_D05	0.857079582329	green3	2	7.2792	5.8264
MGH36_P10_D07	-0.0901065729996	green3	2	7.1774	4.0657
MGH36_P10_D09	NA	black	0	6.9789	0
MGH36_P10_D10	NA	black	0	0	3.8281
MGH36_P10_D11	NA	black	0	0	3.8453
MGH36_P10_D12	NA	black	0	0	4.0859
MGH36_P10_E02	-0.741499062533	green3	2	5.9927	0.62293
MGH36_P10_E03	NA	black	0	0	5.1839
MGH36_P10_E04	0.850929374549	green3	2	7.6072	5.6247
MGH36_P10_E05	0.473686451933	green3	2	6.8806	5.3152
MGH36_P10_E07	NA	black	0	0	0
MGH36_P10_E10	NA	black	0	0	6.8066
MGH36_P10_E11	0.0442565262973	green3	2	4.7488	3.0272
MGH36_P10_E12	0.305427079113	green3	2	5.6504	5.889
MGH36_P10_F02	0.0169227129193	green3	2	5.1875	4.5588
MGH36_P10_F03	NA	black	0	0	1.669
MGH36_P10_F05	NA	black	0	0	0
MGH36_P10_F06	NA	black	0	0.77989	0
MGH36_P10_F08	0.0529451139246	green3	2	6.2338	4.4699
MGH36_P10_F09	NA	black	0	0	0
MGH36_P10_F10	-0.412521367862	green3	2	5.7762	1.9134
MGH36_P10_F11	0.0012781765521	green3	2	4.8146	4.1191
MGH36_P10_F12	1.1311789582	green3	2	3.7804	0.28214
MGH36_P10_G01	NA	black	0	6.1841	0
MGH36_P10_G02	-0.957832977624	green3	2	0.30685	5.6044
MGH36_P10_G03	-0.904136144224	green3	2	0.35276	5.5546
MGH36_P10_G05	-0.0306058819337	green3	2	5.3843	4.0718
MGH36_P10_G06	NA	black	0	0	4.0385
MGH36_P10_G07	0.45519141961	green3	2	3.3151	3.0912
MGH36_P10_G08	0.505780074183	green3	2	7.0175	5.3114
MGH36_P10_G09	1.00773405925	green3	2	1.2363	3.2484
MGH36_P10_G10	1.39144810935	green3	2	2.9073	1.3414
MGH36_P10_G11	-0.906112929895	green3	2	6.1329	0.31034
MGH36_P10_H01	NA	black	0	0	6.2352
MGH36_P10_H03	NA	black	0	4.3985	0
MGH36_P10_H04	-0.00361010486164	green3	2	4.7509	5.2951
MGH36_P10_H05	1.5434740516	black	0	3.1701	0.58496
MGH36_P10_H06	0.818034789394	green3	2	3.3787	2.0126
MGH36_P10_H09	1.19475157063	green3	2	3.6287	0.48543
MGH36_P10_H11	-0.276683448037	green3	2	2.1207	4.9877
MGH36_P10_H12	-0.0090851074611	green3	2	4.7218	5.3864
MGH36_P8_A01	NA	black	0	0	5.3986
MGH36_P8_A03	-0.0145288266298	green3	2	4.6877	5.1091
MGH36_P8_A04	-0.419485780566	green3	2	7.4315	3.4624
MGH36_P8_A06	0.0376460998175	green3	2	5.6121	4.5468
MGH36_P8_A07	NA	black	0	0	3.2853
MGH36_P8_A08	NA	black	0	0	4.3039
MGH36_P8_A09	NA	black	0	0	0
MGH36_P8_A11	0.297125772591	green3	2	3.5519	3.3799
MGH36_P8_A12	0.992832560325	green3	2	7.379	5.9964
MGH36_P8_B01	NA	black	0	0	5.779
MGH36_P8_B02	0.114695862406	green3	2	5.7111	4.9067
MGH36_P8_B03	NA	black	0	0	4.3275
MGH36_P8_B04	0.595933714471	green3	2	7.0692	5.4644
MGH36_P8_B05	-0.0720882421625	green3	2	4.2801	5.0656
MGH36_P8_B08	0.219908167243	green3	2	4.162	3.0076
MGH36_P8_B09	-0.0746241972434	green3	2	5.4381	3.7253
MGH36_P8_B10	NA	black	0	6.7747	0
MGH36_P8_B11	-0.273905952073	green3	2	6.532	3.5025
MGH36_P8_B12	0.721553388877	green3	2	7.7027	5.3746
MGH36_P8_C01	0.452226276091	green3	2	2.3156	3.6575
MGH36_P8_C02	NA	black	0	0	4.0699
MGH36_P8_C03	NA	black	0	0	5.8369
MGH36_P8_C05	0.49276553694	green3	2	6.2228	5.8519
MGH36_P8_C06	NA	black	0	0	6.4309
MGH36_P8_C09	0.695045256835	green3	2	6.6265	5.9943
MGH36_P8_C10	NA	black	0	0	4.8256
MGH36_P8_C12	0.0913178383905	green3	2	5.1643	5.4143
MGH36_P8_D01	0.00548347532832	green3	2	5.9466	4.3316
MGH36_P8_D03	2.09698241756	black	0	1.3488	1.8205
MGH36_P8_D04	0.222391164752	green3	2	5.294	6.1555
MGH36_P8_D05	-0.998663817287	green3	2	2.3199	6.4621
MGH36_P8_D07	-0.216004779677	green3	2	2.6102	4.9412
MGH36_P8_D08	-0.024291973764	green3	2	4.0069	4.5472
MGH36_P8_D09	NA	black	0	0	6.6259
MGH36_P8_D10	-0.0303494366717	green3	2	5.9815	4.1825
MGH36_P8_D11	-0.0237794585721	green3	2	5.4911	4.1608
MGH36_P8_D12	2.06208866574	black	0	0.56462	2.3637
MGH36_P8_E01	0.0904032126706	green3	2	5.839	4.7239
MGH36_P8_E02	NA	black	0	0	5.9338
MGH36_P8_E03	0.292564478252	green3	2	6.7494	4.9693
MGH36_P8_E04	-0.0113676735259	green3	2	2.4722	4.5054
MGH36_P8_E05	-0.0684607697513	green3	2	4.2943	5.0482
MGH36_P8_E06	NA	black	0	7.4614	0
MGH36_P8_E08	-0.0534130814507	green3	2	4.5687	5.9041
MGH36_P8_E10	NA	black	0	0	6.0203
MGH36_P8_F02	-0.0097904902073	green3	2	4.6699	6.6246
MGH36_P8_F04	NA	black	0	0	0
MGH36_P8_F05	NA	black	0	4.3703	0
MGH36_P8_F07	NA	black	0	0	0
MGH36_P8_F09	-0.108001508752	green3	2	5.188	0.40817
MGH36_P8_G01	-0.0296627489708	green3	2	4.434	4.7643
MGH36_P8_G02	NA	black	0	0	5.8634
MGH36_P8_G03	-0.0557240189731	green3	2	4.1607	4.8087
MGH36_P8_G04	0.140127470768	green3	2	2.7958	4.144
MGH36_P8_G05	0.230199880196	green3	2	5.3075	6.1724
MGH36_P8_G06	0.168253534698	green3	2	5.8383	5.0629
MGH36_P8_G07	-0.602951635443	green3	2	6.4401	2.3937
MGH36_P8_G08	1.15716347197	green3	2	6.8433	6.7787
MGH36_P8_G09	0.624941852463	green3	2	6.7932	5.6998
MGH36_P8_G10	0.5450814705	green3	2	7.0964	5.3499
MGH36_P8_G12	-0.466526482975	green3	2	0.42761	5.0887
MGH36_P8_H01	-0.0532594349237	green3	2	6.1479	4.1073
MGH36_P8_H03	0.358452249402	green3	2	6.7186	5.1379
MGH36_P8_H04	0.83935437546	green3	2	6.8154	6.146
MGH36_P8_H06	0.232724877302	green3	2	4.3079	2.6264
MGH36_P8_H07	0.00350812336265	green3	2	4.9224	4.5141
MGH36_P8_H09	NA	black	0	3.4501	0
MGH36_P8_H10	NA	black	0	0	0
MGH36_P8_H11	NA	black	0	0	3.938
MGH36_P9_A01	0.0704801878472	green3	2	4.4736	3.5527
MGH36_P9_A02	0.361188493821	green3	2	7.9372	4.7502
MGH36_P9_A03	-0.0400672732603	green3	2	5.823	4.1236
MGH36_P9_A05	NA	black	0	0	2.1349
MGH36_P9_A06	NA	black	0	0	2.1782
MGH36_P9_A07	0.117991786034	green3	2	3.9312	3.8111
MGH36_P9_A09	NA	black	0	0	0.70133
MGH36_P9_A10	0.327565920997	green3	2	5.9493	5.5931
MGH36_P9_A11	0.000670065907587	green3	2	4.8649	4.4334
MGH36_P9_A12	NA	black	0	0	5.6545
MGH36_P9_B01	NA	black	0	2.3542	0
MGH36_P9_B04	-5.37999098337e-05	green3	2	4.8165	4.4194
MGH36_P9_B06	-0.042710247205	green3	2	6.052	4.1381
MGH36_P9_B07	0.433731940787	green3	2	6.4513	5.4865
MGH36_P9_B08	-1.30304486172	red	1	0.9396	6.1812
MGH36_P9_B09	NA	black	0	6.259	0
MGH36_P9_B10	0.591984925723	green3	2	7.057	5.4634
MGH36_P9_B11	0.264261671148	green3	2	2.9793	3.7965
MGH36_P9_B12	0.396824698256	green3	2	5.9456	5.8501
MGH36_P9_C01	NA	black	0	0	0
MGH36_P9_C02	0.143133421207	green3	2	6.8775	4.5874
MGH36_P9_C03	NA	black	0	8.5982	0
MGH36_P9_C05	0.3102543633	green3	2	6.1135	5.3803
MGH36_P9_C07	0.0865719524458	green3	2	6.6506	4.4951
MGH36_P9_C08	1.11670417182	green3	2	7.2899	6.2761
MGH36_P9_C09	0.0780445932173	green3	2	5.1037	5.4225
MGH36_P9_C11	-0.663729729156	green3	2	2.0419	5.6568
MGH36_P9_C12	0.533915369635	green3	2	6.1245	6.0883
MGH36_P9_D05	NA	black	0	5.886	0
MGH36_P9_D07	-0.0200227022073	green3	2	6.4668	4.225
MGH36_P9_D08	0.110550650615	green3	2	7.0569	4.4849
MGH36_P9_D09	NA	black	0	0	5.7563
MGH36_P9_D10	-0.0808584274674	green3	2	5.7302	3.8866
MGH36_P9_D11	0.0910434853048	green3	2	5.2119	5.3095
MGH36_P9_E01	0.122346572288	green3	2	5.3558	5.3158
MGH36_P9_E02	-0.123786572681	green3	2	3.9961	5.1501
MGH36_P9_E03	0.40029153935	green3	2	6.4036	5.4306
MGH36_P9_E04	-0.52264809661	green3	2	1.4425	5.2722
MGH36_P9_E05	-0.0626372344559	green3	2	3.2113	4.6298
MGH36_P9_E06	NA	black	0	0	3.632
MGH36_P9_E07	NA	black	0	2.8791	0
MGH36_P9_E08	-0.584489638716	green3	2	7.2681	3.0825
MGH36_P9_E10	NA	black	0	0	5.2059
MGH36_P9_E11	0.452908787108	green3	2	5.723	6.4064
MGH36_P9_E12	-0.324035702643	green3	2	3.1557	5.3953
MGH36_P9_F02	NA	black	0	0	4.7277
MGH36_P9_F03	-0.0382793875834	green3	2	2.825	4.5554
MGH36_P9_F04	NA	black	0	0	0
MGH36_P9_F08	0.0711903430772	green3	2	2.7793	4.304
MGH36_P9_F09	0.0243073948624	green3	2	7.1533	4.2973
MGH36_P9_F10	0.348491000894	green3	2	5.7367	5.9462
MGH36_P9_F11	-0.302067122106	green3	2	7.4251	3.6802
MGH36_P9_F12	-0.202902261793	green3	2	1.8408	4.8368
MGH36_P9_G03	-0.0583120951162	green3	2	4.3911	5.0881
MGH36_P9_G04	NA	black	0	0	6.1502
MGH36_P9_G05	-0.0593981513686	green3	2	5.1093	0.94336
MGH36_P9_G06	0.0761749523002	green3	2	3.8824	4.0398
MGH36_P9_G07	NA	black	0	0	1.7497
MGH36_P9_G08	NA	black	0	0	3.7713
MGH36_P9_G09	-0.0728290095707	green3	2	4.3867	5.2788
MGH36_P9_G10	0.0230996325903	green3	2	4.9897	4.9061
MGH36_P9_G11	-0.000430648512978	green3	2	4.8472	4.2231
MGH36_P9_H01	0.371409698582	green3	2	4.235	2.0025
MGH36_P9_H02	NA	black	0	0	5.0349
MGH36_P9_H03	0.369457400306	green3	2	5.9963	5.6937
MGH36_P9_H04	-0.0189016945105	green3	2	6.0071	4.23
MGH36_P9_H06	NA	black	0	0	4.4406
MGH36_P9_H07	-0.930257425768	green3	2	0.29042	5.572
MGH36_P9_H08	-0.542286036526	green3	2	2.9769	5.9083
MGH36_P9_H10	1.71979687684	black	0	3.0397	0.44573
MGH36_P9_H11	-0.0117468952208	green3	2	4.7094	5.3968
MGH36_P9_H12	NA	black	0	0	6.3078
MGH36_P2_A01	-0.144686506262	green3	2	5.235	0.22897
MGH36_P2_A03	NA	black	0	0	0.38736
MGH36_P2_A04	0.558464140132	green3	2	6.3234	5.9374
MGH36_P2_A05	0.82414956893	green3	2	0.1137	3.784
MGH36_P2_A06	0.0600286896954	green3	2	3.7692	4.1536
MGH36_P2_A07	0.825924132361	green3	2	7.2389	5.7965
MGH36_P2_A08	0.038444552414	green3	2	4.9009	5.5774
MGH36_P2_A11	0.460170517093	green3	2	8.9363	4.6826
MGH36_P2_B03	2.48044224305	black	0	2.3403	0.21661
MGH36_P2_B04	-0.0670653186259	green3	2	5.1438	0.28924
MGH36_P2_B05	NA	black	0	0	5.4905
MGH36_P2_B06	0.309896040924	green3	2	2.7448	3.7804
MGH36_P2_B07	NA	black	0	0	4.4674
MGH36_P2_B08	-0.136028257048	green3	2	5.9509	3.7213
MGH36_P2_B09	0.0477067832179	green3	2	5.351	4.7464
MGH36_P2_B10	NA	black	0	0	7.9641
MGH36_P2_B11	-0.954891105595	green3	2	2.8246	6.8907
MGH36_P2_B12	3.78628697414	black	0	0.61447	0.55974
MGH36_P2_C02	0.0415235777041	green3	2	7.5671	4.2987
MGH36_P2_C03	0.0297782399471	green3	2	5.4434	4.5557
MGH36_P2_C04	0.67025206189	green3	2	6.8626	5.7479
MGH36_P2_C07	0.65847234836	green3	2	4.3523	0.1137
MGH36_P2_C08	0.0675307224674	green3	2	5.714	4.6697
MGH36_P2_C09	-0.101124198962	green3	2	5.6596	3.7273
MGH36_P2_C10	-0.554189829551	green3	2	0.09356	5.158
MGH36_P2_C11	-0.0590579028151	green3	2	5.0821	2.0786
MGH36_P2_C12	1.23558210667	green3	2	3.5892	0.46571
MGH36_P2_D01	-0.0577325696575	green3	2	4.1585	4.8227
MGH36_P2_D02	1.05000488198	green3	2	6.9762	6.4266
