Cell_name	Zvalue	Color	Cluster	F3	REL
MGH54_P14_G01	NA	black	0	0	0
MGH54_P14_G02	NA	black	0	0	0
MGH54_P14_G03	NA	black	0	0	0.8953
MGH54_P14_G04	NA	black	0	0	3.119
MGH54_P14_G05	NA	black	0	0	0
MGH54_P14_G06	NA	black	0	0	0
MGH54_P14_G07	-0.0630026280312	blue	3	2.3832	1.0922
MGH54_P14_G08	-1.0764579463	black	0	4.0516	0.48954
MGH54_P14_G09	NA	black	0	0	0.3584
MGH54_P14_G10	NA	black	0	0	1.3068
MGH54_P14_G11	0.216644717001	blue	3	0.44042	0.38294
MGH54_P14_G12	NA	black	0	0	0
MGH54_P14_H01	NA	black	0	5.6911	0
MGH54_P14_H02	NA	black	0	0	0
MGH54_P14_H03	NA	black	0	0	1.7853
MGH54_P14_H04	NA	black	0	0	0
MGH54_P14_H05	NA	black	0	0	0.70576
MGH54_P14_H06	NA	black	0	0	0.69955
MGH54_P14_H07	NA	black	0	0	0.25338
MGH54_P14_H08	NA	black	0	0	0
MGH54_P14_H09	NA	black	0	0	0
MGH54_P14_H10	NA	black	0	0	0
MGH54_P14_H11	NA	black	0	0	0.75702
MGH54_P14_H12	-1.35042359789	black	0	5.0306	0.53007
MGH54_P15_A02	NA	black	0	0	0
MGH54_P15_A03	NA	black	0	0	0.65535
MGH54_P15_A04	NA	black	0	0	0.35614
MGH54_P15_A05	NA	black	0	0.90458	0
MGH54_P15_A06	NA	black	0	0	0.94111
MGH54_P15_A07	0.0693469331413	blue	3	0.72944	0.64524
MGH54_P15_A08	NA	black	0	0	0
MGH54_P15_A09	NA	black	0	0	0
MGH54_P15_A10	NA	black	0	0	0.52907
MGH54_P15_A11	NA	black	0	0	4.1099
MGH54_P15_A12	0.150915906431	blue	3	0.55189	0.4844
MGH54_P15_B01	NA	black	0	0	0
MGH54_P15_B02	NA	black	0	0	0
MGH54_P15_B03	NA	black	0	0	0.24123
MGH54_P15_B04	-0.0802043766276	blue	3	1.6388	0.92903
MGH54_P15_B05	NA	black	0	0	2.058
MGH54_P15_B06	NA	black	0	0	0
MGH54_P15_B07	NA	black	0	0	0.97526
MGH54_P15_B09	NA	black	0	0	0
MGH54_P15_B10	NA	black	0	0	2.6243
MGH54_P15_B11	NA	black	0	0	0.27858
MGH54_P15_C01	NA	black	0	0	0
MGH54_P15_C02	NA	black	0	0	0
MGH54_P15_C03	NA	black	0	0.4049	0
MGH54_P15_C04	NA	black	0	0	0
MGH54_P15_C05	NA	black	0	0	0.58304
MGH54_P15_C06	NA	black	0	0	0
MGH54_P15_C07	-0.0572542306147	blue	3	0.59264	1.4531
MGH54_P15_C08	NA	black	0	0	0.70044
MGH54_P15_C09	NA	black	0	0	0
MGH54_P15_C10	NA	black	0	0	0.40599
MGH54_P15_C11	NA	black	0	0	0.42438
MGH54_P15_C12	0.202161052849	blue	3	0.34142	0.54794
MGH54_P15_D01	NA	black	0	0	0
MGH54_P15_D02	NA	black	0	0	0
MGH54_P15_D03	NA	black	0	1.1916	0
MGH54_P15_D04	NA	black	0	0.53306	0
MGH54_P15_D05	-0.0288595633241	blue	3	1.1283	0.74674
MGH54_P15_D07	NA	black	0	0	0
MGH54_P15_D08	NA	black	0	0	0.45312
MGH54_P15_D09	-0.417247392004	red	1	0.48027	2.7536
MGH54_P15_D10	NA	black	0	0	0.24853
MGH54_P15_D11	NA	black	0	0	0.4678
MGH54_P15_D12	NA	black	0	0	0
MGH54_P15_E01	NA	black	0	0	0
MGH54_P15_E02	NA	black	0	0	0.88049
MGH54_P15_E03	NA	black	0	1.3051	0
MGH54_P15_E04	NA	black	0	0	0.8528
MGH54_P15_E05	NA	black	0	0.38736	0
MGH54_P15_E06	NA	black	0	0	0
MGH54_P15_E07	0.197634468759	blue	3	0.51904	0.33228
MGH54_P15_E08	0.0548604033786	blue	3	0.84479	0.42331
MGH54_P15_E09	NA	black	0	0	0
MGH54_P15_E10	0.138753576045	blue	3	0.43189	0.67536
MGH54_P15_E11	NA	black	0	0	0.38073
MGH54_P15_E12	NA	black	0	0.35502	0
MGH54_P15_F01	NA	black	0	0	0
MGH54_P15_F02	NA	black	0	0	0
MGH54_P15_F03	0.142443611888	blue	3	0.43829	0.65627
MGH54_P15_F04	NA	black	0	0	0
MGH54_P15_F05	NA	black	0	0	0
MGH54_P15_F06	NA	black	0	0	0.27023
MGH54_P15_F07	NA	black	0	0	1.9396
MGH54_P15_F08	0.332840262202	blue	3	0.042644	0.46571
MGH54_P15_F09	NA	black	0	0	0.71282
MGH54_P15_F10	NA	black	0	0	0.37407
MGH54_P15_F11	NA	black	0	0	0.21661
MGH54_P15_F12	NA	black	0	0	0
MGH54_P15_G03	0.186047076941	blue	3	0.36401	0.57725
MGH54_P15_G04	NA	black	0	0	0
MGH54_P15_G05	NA	black	0	0	0.60597
MGH54_P15_G06	NA	black	0	0	0
MGH54_P15_G07	NA	black	0	0	0
MGH54_P15_G08	NA	black	0	0	0
MGH54_P15_G09	NA	black	0	0	0.37629
MGH54_P15_G10	NA	black	0	0	0.18269
MGH54_P15_G11	0.156620933006	blue	3	0.62947	0.30334
MGH54_P15_G12	NA	black	0	0	0
MGH54_P15_H01	NA	black	0	0	0
MGH54_P15_H03	NA	black	0	0	0.30334
MGH54_P15_H04	0.277564316204	blue	3	0.34937	0.30334
MGH54_P15_H05	NA	black	0	0	0
MGH54_P15_H06	NA	black	0	0	0
MGH54_P15_H07	NA	black	0	0	0
MGH54_P15_H08	NA	black	0	0	0
MGH54_P15_H09	NA	black	0	0.54893	0
MGH54_P15_H10	0.137046616138	blue	3	0.33685	0.75189
MGH54_P15_H11	NA	black	0	0	6.0608
MGH54_P15_H12	0.0816181199151	blue	3	0.64524	0.70221
MGH54_P16_A01	NA	black	0	0	0
MGH54_P16_A02	NA	black	0	0	0
MGH54_P16_A04	NA	black	0	0	0
MGH54_P16_A05	NA	black	0	0	0.52406
MGH54_P16_A06	NA	black	0	0.30451	0
MGH54_P16_A07	-0.7962215309	red	1	0.59741	4.9269
MGH54_P16_A08	NA	black	0	0	0.36849
MGH54_P16_A09	NA	black	0	0	0.3173
MGH54_P16_A10	NA	black	0	0	0.65627
MGH54_P16_A11	0.17051463089	blue	3	0.60407	0.28806
MGH54_P16_A12	NA	black	0	2.9538	0
MGH54_P16_B01	NA	black	0	0	0
MGH54_P16_B02	0.0618126948786	blue	3	1.1124	2.3188
MGH54_P16_B03	NA	black	0	0.38957	0
MGH54_P16_B04	NA	black	0	0	0
MGH54_P16_B05	NA	black	0	1.8848	0
MGH54_P16_B06	NA	black	0	0	0.72159
MGH54_P16_B07	NA	black	0	0	0.41792
MGH54_P16_B08	NA	black	0	0	0
MGH54_P16_B09	-0.591110776517	red	1	0.419	3.1702
MGH54_P16_B10	NA	black	0	0.31962	0
MGH54_P16_B11	NA	black	0	0	0.27023
MGH54_P16_B12	NA	black	0	0	0.66903
MGH54_P16_C01	NA	black	0	0	0
MGH54_P16_C02	NA	black	0	0	0.63877
MGH54_P16_C03	0.257747191122	blue	3	0.3774	0.32884
MGH54_P16_C04	0.267759217682	blue	3	0.36289	0.31615
MGH54_P16_C05	NA	black	0	0.34823	0
MGH54_P16_C06	NA	black	0	0	0
MGH54_P16_C07	-1.08476290307	black	0	3.5644	0.3471
MGH54_P16_C08	NA	black	0	0.32423	0
MGH54_P16_C09	NA	black	0	0	0
MGH54_P16_C10	NA	black	0	0	0.27381
MGH54_P16_C11	NA	black	0	0	0
MGH54_P16_C12	NA	black	0	0	0.51602
MGH54_P16_D01	NA	black	0	0.65901	0
MGH54_P16_D02	NA	black	0	0	0
MGH54_P16_D03	NA	black	0	0	0.33914
MGH54_P16_D04	NA	black	0	5.3722	0
MGH54_P16_D05	NA	black	0	0	2.0328
MGH54_P16_D06	NA	black	0	1.2085	0
MGH54_P16_D07	NA	black	0	0	0
MGH54_P16_D09	NA	black	0	0	0
MGH54_P16_D10	NA	black	0	0	0
MGH54_P16_D11	NA	black	0	0.26424	0
MGH54_P16_D12	NA	black	0	0	0.52206
MGH54_P16_E01	NA	black	0	0.46362	0
MGH54_P16_E02	NA	black	0	4.8299	0
MGH54_P16_E03	NA	black	0	0	0
MGH54_P16_E04	NA	black	0	0	0
MGH54_P16_E05	NA	black	0	0	0.5955
MGH54_P16_E06	NA	black	0	0	0
MGH54_P16_E07	NA	black	0	0	1.3573
MGH54_P16_E08	NA	black	0	0	0
MGH54_P16_E09	NA	black	0	0	0
MGH54_P16_E10	NA	black	0	0	0
MGH54_P16_E11	NA	black	0	4.9513	0
MGH54_P16_E12	0.105046903066	blue	3	0.75958	0.26063
MGH54_P16_F01	NA	black	0	0	0
MGH54_P16_F03	NA	black	0	0	0
MGH54_P16_F04	NA	black	0	0	0
MGH54_P16_F05	NA	black	0	0	0.66721
MGH54_P16_F06	NA	black	0	0	0
MGH54_P16_F07	NA	black	0	1.0086	0
MGH54_P16_F08	NA	black	0	0	0
MGH54_P16_F09	NA	black	0	0	0
MGH54_P16_F10	-2.48507624539	black	0	7.0757	0.39177
MGH54_P16_F11	NA	black	0	0.29042	0
MGH54_P16_G01	NA	black	0	5.6847	0
MGH54_P16_G02	NA	black	0	0	0
MGH54_P16_G03	0.264002905264	blue	3	0.2302	0.47508
MGH54_P16_G04	NA	black	0	0	0
MGH54_P16_G05	0.204509222031	blue	3	0.45733	0.40381
MGH54_P16_G06	NA	black	0	0.24123	0
MGH54_P16_G07	NA	black	0	0	0.2228
MGH54_P16_G08	NA	black	0	0	0.98039
MGH54_P16_G09	NA	black	0	0	0.18269
MGH54_P16_G10	NA	black	0	0	0.543
MGH54_P16_G11	NA	black	0	0	0.24245
MGH54_P16_G12	NA	black	0	0	0
MGH54_P16_H01	NA	black	0	0	0
MGH54_P16_H02	NA	black	0	0	0.75788
MGH54_P16_H03	NA	black	0	0	0.32308
MGH54_P16_H04	NA	black	0	0	0
MGH54_P16_H05	NA	black	0	0	1.0621
MGH54_P16_H06	NA	black	0	0	0.57337
MGH54_P16_H07	NA	black	0	0	1.5768
MGH54_P16_H08	NA	black	0	0	0
MGH54_P16_H09	NA	black	0	0	0.41792
MGH54_P16_H10	NA	black	0	0	0
MGH54_P16_H11	NA	black	0	0	0.24367
MGH54_P16_H12	NA	black	0	0	0
MGH54_P17_A01	NA	black	0	0	1.1382
MGH54_P17_A02	NA	black	0	0	0
MGH54_P17_A03	NA	black	0	1.6794	0
MGH54_P17_A04	NA	black	0	0	0
MGH54_P17_A05	NA	black	0	0	0
MGH54_P17_A06	NA	black	0	0	0
MGH54_P17_A07	NA	black	0	0.43082	0
MGH54_P17_A08	0.0541557870105	blue	3	0.45733	0.96864
MGH54_P17_A09	0.0116297330989	blue	3	0.8504	1.0122
MGH54_P17_A10	NA	black	0	0	4.4638
MGH54_P17_A11	NA	black	0	0.10165	0
MGH54_P17_A12	0.0201781164726	blue	3	1.0321	2.858
MGH54_P17_B01	NA	black	0	0	0.75189
MGH54_P17_B02	NA	black	0	0	0
MGH54_P17_B03	NA	black	0	0	0
MGH54_P17_B05	NA	black	0	0.97306	0
MGH54_P17_B06	NA	black	0	0	1.6681
MGH54_P17_B07	NA	black	0	1.7562	0
MGH54_P17_B08	NA	black	0	0	0
MGH54_P17_B09	NA	black	0	0	0
MGH54_P17_B10	NA	black	0	0.34028	0
MGH54_P17_B11	NA	black	0	0	0.64801
MGH54_P17_B12	0.242251947007	blue	3	0.38184	0.37407
MGH54_P17_C02	NA	black	0	0	0
MGH54_P17_C03	NA	black	0	0	0
MGH54_P17_C04	NA	black	0	0	0
MGH54_P17_C05	0.103252367199	blue	3	0.37962	0.8335
MGH54_P17_C06	NA	black	0	3.949	0
MGH54_P17_C07	NA	black	0	0	5.4911
MGH54_P17_C08	0.10500605917	blue	3	0.48749	0.75531
MGH54_P17_C09	NA	black	0	0	0.82375
MGH54_P17_C10	NA	black	0	0	0
MGH54_P17_C11	0.170775315023	blue	3	0.51602	0.45207
MGH54_P17_C12	NA	black	0	0	0
MGH54_P17_D01	0.197753738058	blue	3	0.46989	0.41143
MGH54_P17_D02	NA	black	0	0	0
MGH54_P17_D03	NA	black	0	0	0
MGH54_P17_D04	0.195351194385	blue	3	0.47405	0.41468
MGH54_P17_D05	NA	black	0	0.49057	0
MGH54_P17_D06	-0.375921363189	red	1	0.41576	2.4452
MGH54_P17_D07	NA	black	0	0	0.40163
MGH54_P17_D09	NA	black	0	0	0.34142
MGH54_P17_D10	NA	black	0	0	0
MGH54_P17_D12	NA	black	0	0.52607	0
MGH54_P17_E01	NA	black	0	0	1.7031
MGH54_P17_E02	NA	black	0	0	0
MGH54_P17_E03	NA	black	0	0.62574	0
MGH54_P17_E04	NA	black	0	0	0
MGH54_P17_E05	NA	black	0	0	0
MGH54_P17_E06	NA	black	0	0	0
MGH54_P17_E07	NA	black	0	0	0
MGH54_P17_E08	NA	black	0	0	1.9712
MGH54_P17_E09	NA	black	0	0	0.33342
MGH54_P17_E10	NA	black	0	0	0
MGH54_P17_E11	NA	black	0	0	0.41034
MGH54_P17_E12	NA	black	0	0	0
MGH54_P17_F01	NA	black	0	0	0
MGH54_P17_F02	0.0356524889223	blue	3	0.64062	0.97012
MGH54_P17_F03	NA	black	0	0	0
MGH54_P17_F04	NA	black	0	0	0.5509
MGH54_P17_F05	-1.12433376154	black	0	3.8565	0.40708
MGH54_P17_F07	NA	black	0	0	0
MGH54_P17_F08	NA	black	0	0	0.95159
MGH54_P17_F09	0.244331833543	blue	3	0.28096	0.4813
MGH54_P17_F10	NA	black	0	0	0
MGH54_P17_F11	NA	black	0	0.42223	0
MGH54_P17_F12	NA	black	0	0	0
MGH54_P17_G01	NA	black	0	0	0
MGH54_P17_G02	NA	black	0	0	0.79077
MGH54_P17_G03	NA	black	0	0	0
MGH54_P17_G04	NA	black	0	0	0
MGH54_P17_G05	NA	black	0	0.48027	0
MGH54_P17_G06	NA	black	0	0	0.33228
MGH54_P17_G07	NA	black	0	0	0.301
MGH54_P17_G08	NA	black	0	0	0
MGH54_P17_G09	NA	black	0	0	0
MGH54_P17_G10	NA	black	0	0	0.49467
MGH54_P17_G11	0.0564131504654	blue	3	0.76299	0.68167
MGH54_P17_G12	NA	black	0	0	0
MGH54_P17_H01	NA	black	0	0	4.7302
MGH54_P17_H02	0.0293339443427	blue	3	0.44467	1.0635
MGH54_P17_H05	NA	black	0	0	0
MGH54_P17_H06	NA	black	0	0	0.36513
MGH54_P17_H07	NA	black	0	0	0.8922
MGH54_P17_H08	NA	black	0	0	0.38184
MGH54_P17_H09	NA	black	0	0	0
MGH54_P17_H10	NA	black	0	0.35727	0
MGH54_P17_H11	NA	black	0	0	0
MGH54_P17_H12	NA	black	0	0	0.56169
MGH54_P6_A01	-0.171655692649	blue	3	2.7566	0.99059
MGH54_P6_A02	NA	black	0	0	1.8918
MGH54_P6_A03	NA	black	0	0	0
MGH54_P6_A04	NA	black	0	0	0.44361
MGH54_P6_A05	NA	black	0	0.99059	0
MGH54_P6_A06	NA	black	0	0	0
MGH54_P6_A07	NA	black	0	0.57821	0
MGH54_P6_A08	NA	black	0	0	0
MGH54_P6_A09	NA	black	0	0	0
MGH54_P6_A10	NA	black	0	0	0.49672
MGH54_P6_A11	-0.650808153856	red	1	5.1132	0.8844
MGH54_P6_A12	NA	black	0	0	0.79161
MGH54_P6_B01	NA	black	0	0	0.71984
MGH54_P6_B02	NA	black	0	0	0
MGH54_P6_B03	NA	black	0	0	0.7866
MGH54_P6_B04	NA	black	0	0	0
MGH54_P6_B05	NA	black	0	0	0
MGH54_P6_B06	NA	black	0	5.6163	0
MGH54_P6_B07	NA	black	0	0	0
MGH54_P6_B08	NA	black	0	0	0
MGH54_P6_B09	NA	black	0	0	3.7362
MGH54_P6_B10	NA	black	0	0	0.7433
MGH54_P6_B11	NA	black	0	0	0.50995
MGH54_P6_B12	-0.141493140692	blue	3	0.61636	1.9057
MGH54_P6_C01	NA	black	0	0.41359	0
MGH54_P6_C02	NA	black	0	0	1.934
MGH54_P6_C03	NA	black	0	0	1.3465
MGH54_P6_C04	NA	black	0	0	0
MGH54_P6_C06	NA	black	0	4.8307	0
MGH54_P6_C07	-0.0158864497931	blue	3	0.61918	1.2552
MGH54_P6_C08	0.233654930696	blue	3	0.46048	0.28806
MGH54_P6_C09	NA	black	0	0.97012	0
MGH54_P6_C10	NA	black	0	0	0.30568
MGH54_P6_C11	NA	black	0	0.62199	0
MGH54_P6_C12	NA	black	0	0.7031	0
MGH54_P6_D01	NA	black	0	0	0.9396
MGH54_P6_D02	NA	black	0	0	0
MGH54_P6_D03	NA	black	0	0	3.1844
MGH54_P6_D04	NA	black	0	0.66357	0
MGH54_P6_D05	NA	black	0	0	0
MGH54_P6_D07	NA	black	0	0	1.873
MGH54_P6_D08	NA	black	0	0	0
MGH54_P6_D09	NA	black	0	0	4.2853
MGH54_P6_D10	-0.230439441045	red	1	2.3702	0.848
MGH54_P6_D11	-0.0521656139925	blue	3	0.57046	1.4147
MGH54_P6_D12	NA	black	0	1.1164	0
MGH54_P6_E02	NA	black	0	0	3.1817
MGH54_P6_E03	NA	black	0	0	0.36289
MGH54_P6_E04	NA	black	0	0	0
MGH54_P6_E05	0.0442430348928	blue	3	0.61636	0.93734
MGH54_P6_E07	-0.032423876527	blue	3	0.56365	1.3202
MGH54_P6_E08	NA	black	0	0	0.74846
MGH54_P6_E09	0.0811481904587	blue	3	0.54003	0.81311
MGH54_P6_E10	NA	black	0	0	0.48954
MGH54_P6_E11	NA	black	0	0	0
MGH54_P6_E12	NA	black	0	0	1.3668
MGH54_P6_F01	-0.507439493792	red	1	0.5509	3.3745
MGH54_P6_F02	NA	black	0	0	0
MGH54_P6_F03	NA	black	0	0.59455	0
MGH54_P6_F05	NA	black	0	0	0
MGH54_P6_F06	NA	black	0	0	0.5568
MGH54_P6_F07	NA	black	0	0	0.41143
MGH54_P6_F08	0.178048015175	blue	3	0.50284	0.44148
MGH54_P6_F09	NA	black	0	0	0.68706
MGH54_P6_F10	NA	black	0	1.3426	0
MGH54_P6_F11	NA	black	0	0	0.8512
MGH54_P6_F12	NA	black	0	0	0
MGH54_P6_G01	NA	black	0	0	1.6462
MGH54_P6_G02	NA	black	0	0	0
MGH54_P6_G03	NA	black	0	0	0
MGH54_P6_G04	NA	black	0	0	3.1015
MGH54_P6_G06	NA	black	0	0	0.90227
MGH54_P6_G07	NA	black	0	0	0.56365
MGH54_P6_G08	NA	black	0	0	0.86711
MGH54_P6_G09	NA	black	0	0	1.0172
MGH54_P6_G10	NA	black	0	0	1.0759
MGH54_P6_G11	NA	black	0	0	1.113
MGH54_P6_G12	NA	black	0	0	0.45523
MGH54_P6_H01	NA	black	0	0	0.67446
MGH54_P6_H03	0.454889898099	blue	3	2.3835	1.8412
MGH54_P6_H05	NA	black	0	0	1.2339
MGH54_P6_H06	NA	black	0	0.63134	0
MGH54_P6_H07	NA	black	0	0	0
MGH54_P6_H08	NA	black	0	1.107	0
MGH54_P6_H09	NA	black	0	0	0
MGH54_P6_H10	NA	black	0	0	0
MGH54_P6_H11	NA	black	0	0	3.3042
MGH54_P6_H12	NA	black	0	0	0
MGH54_P7_A02	0.331708286232	blue	3	0.27381	0.24245
MGH54_P7_A03	0.137178582939	blue	3	0.64247	0.38405
MGH54_P7_A04	NA	black	0	0.36513	0
MGH54_P7_A06	NA	black	0	0.28451	0
MGH54_P7_A07	0.0936190928538	blue	3	0.57821	0.71984
MGH54_P7_A08	NA	black	0	0	0.67175
MGH54_P7_A10	-0.289921619549	red	1	0.43082	2.1824
MGH54_P7_A11	NA	black	0	0	0.27501
MGH54_P7_A12	NA	black	0	0	0.48233
MGH54_P7_B01	NA	black	0	0	0
MGH54_P7_B03	NA	black	0	0	0.44255
MGH54_P7_B04	0.20739969685	blue	3	0.338	0.53506
MGH54_P7_B05	NA	black	0	0	0
MGH54_P7_B06	0.123200444691	blue	3	0.46362	0.70487
MGH54_P7_B07	NA	black	0	0	0.95159
MGH54_P7_B08	NA	black	0	0	0.32884
MGH54_P7_B09	-0.0271758692329	blue	3	0.40708	1.2618
MGH54_P7_B10	-0.9296503177	black	0	0.35276	3.9769
MGH54_P7_B12	NA	black	0	0	0
MGH54_P7_C01	0.292525109793	blue	3	0.29514	0.32769
MGH54_P7_C03	NA	black	0	0	0
MGH54_P7_C04	0.158431590406	blue	3	0.6248	0.30451
MGH54_P7_C05	NA	black	0	0	1.0813
MGH54_P7_C06	0.169321741634	blue	3	0.41143	0.58688
MGH54_P7_C07	0.0145056744349	blue	3	0.52907	1.1084
MGH54_P7_C08	-0.079661212231	blue	3	0.32998	1.4076
MGH54_P7_C09	NA	black	0	0	0
MGH54_P7_C10	0.147911264417	blue	3	0.5568	0.49057
MGH54_P7_C11	NA	black	0	0	2.4014
MGH54_P7_C12	NA	black	0	0.54399	0
MGH54_P7_D01	NA	black	0	0	0.51096
MGH54_P7_D02	0.0331701863887	blue	3	0.71809	0.93206
MGH54_P7_D03	-0.0244705589275	blue	3	1.06	0.46048
MGH54_P7_D04	NA	black	0	0	0
MGH54_P7_D05	NA	black	0	0	0
MGH54_P7_D06	NA	black	0	0	0
MGH54_P7_D08	NA	black	0	0.56657	0
MGH54_P7_D11	NA	black	0	0	0.069015
MGH54_P7_D12	NA	black	0	0	0.11636
MGH54_P7_E01	NA	black	0	0	0.80157
MGH54_P7_E02	NA	black	0	0	0
MGH54_P7_E03	NA	black	0	0	0.45733
MGH54_P7_E04	0.224715135935	blue	3	0.38294	0.43082
MGH54_P7_E05	NA	black	0	0	0.83754
MGH54_P7_E06	0.222247952879	blue	3	0.43082	0.37629
MGH54_P7_E08	NA	black	0	0	0.84639
MGH54_P7_E09	NA	black	0	0	1.7562
MGH54_P7_E10	NA	black	0	0	0
MGH54_P7_E11	NA	black	0	0	0.36401
MGH54_P7_E12	0.010902835094	blue	3	0.94636	0.70752
MGH54_P7_F01	NA	black	0	0	0.4489
MGH54_P7_F02	0.295262879355	blue	3	0.32539	0.28096
MGH54_P7_F03	0.219953540958	blue	3	0.45101	0.35502
MGH54_P7_F04	0.134225899314	blue	3	0.39067	0.72421
MGH54_P7_F05	NA	black	0	0	0
MGH54_P7_F06	0.192041473621	blue	3	0.35614	0.5656
MGH54_P7_F08	0.00853878989277	blue	3	0.96643	0.49774
MGH54_P7_F10	NA	black	0	0	0.43296
MGH54_P7_F11	NA	black	0	0	0.29278
MGH54_P7_G01	0.322364218069	blue	3	0.33685	0.18142
MGH54_P7_G02	NA	black	0	0	0.38515
MGH54_P7_G03	NA	black	0	0	0.62199
MGH54_P7_G04	0.107615271158	blue	3	0.61918	0.59455
MGH54_P7_G06	0.0634964653776	blue	3	0.49365	0.91686
MGH54_P7_G07	-0.680404964832	red	1	2.9079	0.47612
MGH54_P7_G08	NA	black	0	0	0.31962
MGH54_P7_G09	NA	black	0	0	0.81147
MGH54_P7_G10	0.358023378365	blue	3	0.24245	0.21039
MGH54_P7_G11	-2.30651174175	black	0	6.5148	0.37072
MGH54_P7_H01	NA	black	0	0	0.33342
MGH54_P7_H02	NA	black	0	1.9601	0
MGH54_P7_H04	NA	black	0	0	0
MGH54_P7_H05	NA	black	0	0.34255	0
MGH54_P7_H09	NA	black	0	0	0.41684
MGH54_P7_H10	NA	black	0	0.32077	0
MGH54_P8_A01	0.268819573566	blue	3	0.39944	0.25942
MGH54_P8_A06	NA	black	0	0	0.49365
MGH54_P8_A07	NA	black	0	0	0.24123
MGH54_P8_A09	-1.02599048013	black	0	0.20914	3.7203
MGH54_P8_A10	NA	black	0	0	1.1223
MGH54_P8_A11	NA	black	0	0	0.19283
MGH54_P8_A12	0.384474384615	blue	3	0.14926	0.25338
MGH54_P8_B01	NA	black	0	0	0.41576
MGH54_P8_B02	NA	black	0	0	0
MGH54_P8_B04	0.148740520398	blue	3	0.51501	0.54696
MGH54_P8_B08	-0.879205746433	black	0	3.892	0.58592
MGH54_P8_B09	NA	black	0	0	3.076
MGH54_P8_B12	NA	black	0	0.16221	0
MGH54_P8_C02	NA	black	0	0	0.75189
MGH54_P8_C04	NA	black	0	0	0.29983
MGH54_P8_C06	NA	black	0	0	0.20539
MGH54_P8_C07	0.214135484091	blue	3	0.21288	0.61918
MGH54_P8_C09	0.161934877501	blue	3	0.45733	0.56462
MGH54_P8_C12	0.125265045093	blue	3	0.53207	0.62667
MGH54_P8_D01	NA	black	0	0	0.34596
MGH54_P8_D03	NA	black	0	0	0
MGH54_P8_D04	NA	black	0	0	0.28806
MGH54_P8_D05	0.137405313108	blue	3	0.25701	0.79577
MGH54_P8_D06	0.237356852625	blue	3	0.46884	0.25942
MGH54_P8_D07	NA	black	0	0	0.35502
MGH54_P8_D08	0.2932627806	blue	3	0.12961	0.48749
MGH54_P8_D10	0.187760192079	blue	3	0.25217	0.66175
MGH54_P8_D11	NA	black	0	0	0.19156
MGH54_P8_D12	0.101470964145	blue	3	0.52507	0.73725
MGH54_P8_E01	0.0677305178784	blue	3	0.83188	0.31846
MGH54_P8_E04	NA	black	0	0.31962	0
MGH54_P8_E05	NA	black	0	0	0.28924
MGH54_P8_E07	0.334614627019	blue	3	0.32308	0.16479
MGH54_P8_E08	NA	black	0	0.5888	0
MGH54_P8_E10	0.290288403943	blue	3	0.18903	0.44467
MGH54_P8_F01	0.32732213643	blue	3	0.28333	0.24245
MGH54_P8_F02	0.11810872803	blue	3	0.46153	0.72596
MGH54_P8_F04	NA	black	0	0.25338	0
MGH54_P8_F05	NA	black	0	0	0.17505
MGH54_P8_F06	NA	black	0	0	0.20789
MGH54_P8_F08	0.241018557322	blue	3	0.49774	0.1903
MGH54_P8_F09	0.28918910214	blue	3	0.40054	0.18777
MGH54_P8_F10	0.183187646105	blue	3	0.4813	0.45207
MGH54_P8_F11	NA	black	0	3.7881	0
MGH54_P8_F12	NA	black	0	0	0.44679
MGH54_P8_G01	NA	black	0	0	0
MGH54_P8_G03	NA	black	0	0	0.94785
MGH54_P8_G04	NA	black	0	0	0.24245
MGH54_P8_G05	0.089770122366	blue	3	0.78827	0.28333
MGH54_P8_G06	NA	black	0	0	0.29631
MGH54_P8_G07	NA	black	0	0	0.99132
MGH54_P8_G08	0.203556251983	blue	3	0.23756	0.62947
MGH54_P8_G09	NA	black	0	0	0
MGH54_P8_G10	0.345678868841	blue	3	0.18015	0.31499
MGH54_P8_G11	0.306552062078	blue	3	0.37295	0.17505
MGH54_P8_G12	0.238864520764	blue	3	0.40599	0.35276
MGH54_P8_H01	-0.0457927536105	blue	3	1.1473	0.584
MGH54_P8_H03	-0.0283649126361	blue	3	1.0956	0.62387
MGH54_P8_H04	NA	black	0	0	0
MGH54_P8_H06	0.308824594657	blue	3	0.30568	0.26664
MGH54_P8_H07	-1.22626142013	black	0	0.20789	4.2028
MGH54_P8_H08	NA	black	0	0	0
MGH54_P8_H10	0.0908684650938	blue	3	0.73898	0.45207
MGH54_P8_H12	NA	black	0	0	3.8623
MGH54_P10_A01	0.144855013245	blue	3	0.54597	0.52105
MGH54_P10_A02	0.151133207161	blue	3	0.32193	0.71896
MGH54_P10_A03	-0.19618973123	red	1	0.84318	3.4913
MGH54_P10_A04	2.79625294785	black	0	5.1081	2.5695
MGH54_P10_A05	0.267178931097	blue	3	0.3505	0.33457
MGH54_P10_A06	NA	black	0	0	0
MGH54_P10_A07	NA	black	0	0	1.2558
MGH54_P10_A09	NA	black	0	0	0.56169
MGH54_P10_A10	NA	black	0	0	0.41684
MGH54_P10_A11	NA	black	0	0	0.38957
MGH54_P10_A12	NA	black	0	0	1.8512
MGH54_P10_B01	-0.486324136682	red	1	0.39506	2.7583
MGH54_P10_B02	0.0967512520236	blue	3	0.66721	0.57628
MGH54_P10_B03	-0.574808759008	red	1	0.38405	3.0093
