Cell_name	Zvalue	Color	Cluster	ATM	BRCA1
MGH60_P4_D03	NA	black	0	1.4988	0
MGH60_P4_D04	NA	black	0	0.096262	0
MGH60_P4_D05	-1.07058830171	red	1	0.34142	2.4785
MGH60_P4_D06	NA	black	0	0	0
MGH60_P4_D07	-0.0371025634366	red	1	1.184	0.54696
MGH60_P4_D08	NA	black	0	0.89685	0
MGH60_P4_D10	NA	black	0	0.123	0
MGH60_P4_D12	-0.564670622526	red	1	2.11	0.22157
MGH60_P4_E01	NA	black	0	0	0.1776
MGH60_P4_E02	NA	black	0	0.58785	0
MGH60_P4_E03	NA	black	0	0.18142	0
MGH60_P4_E04	NA	black	0	1.3724	0
MGH60_P4_E05	NA	black	0	0.1903	0
MGH60_P4_E06	0.213279522005	green3	2	0.1865	0.338
MGH60_P4_E07	NA	black	0	0	0
MGH60_P4_E08	NA	black	0	2.1167	0
MGH60_P4_E09	NA	black	0	0.94186	0
MGH60_P4_E11	NA	black	0	0	0
MGH60_P4_E12	0.293139885854	green3	2	0.14012	0.24123
MGH60_P4_F01	0.294530226464	green3	2	0.07861	0.26903
MGH60_P4_F02	NA	black	0	0.72944	0
MGH60_P4_F03	NA	black	0	0.30685	0
MGH60_P4_F04	-0.341098040301	red	1	1.751	0.27977
MGH60_P4_F05	NA	black	0	3.0519	0
MGH60_P4_F06	NA	black	0	0.38073	0
MGH60_P4_F07	0.0973157992932	green3	2	0.35389	0.47508
MGH60_P4_F08	NA	black	0	1.9767	0
MGH60_P4_F09	NA	black	0	0.14926	0
MGH60_P4_F10	NA	black	0	0.75958	0
MGH60_P4_F11	13.5757807832	black	0	4.6825	4.8871
MGH60_P4_F12	NA	black	0	0	0
MGH60_P4_G01	0.366165490636	green3	2	0.084064	0.16993
MGH60_P4_G02	-0.880311012181	red	1	2.9441	0.28688
MGH60_P4_G03	NA	black	0	1.7904	0
MGH60_P4_G04	-0.51193597119	red	1	1.7937	0.1003
MGH60_P4_G05	-0.0852401830515	red	1	1.8821	0.62106
MGH60_P4_G06	NA	black	0	0.20038	0
MGH60_P4_G07	NA	black	0	0.64524	0
MGH60_P4_G08	-0.840531747719	red	1	2.922	0.30217
MGH60_P4_G09	NA	black	0	0.31962	0
MGH60_P4_G10	NA	black	0	0.15186	0
MGH60_P4_G11	NA	black	0	0.69421	0
MGH60_P4_G12	NA	black	0	1.3294	0
MGH60_P4_H01	-1.54984260978	black	0	0.13881	2.6367
MGH60_P4_H03	2.54976687909	black	0	3.246	1.9642
MGH60_P4_H04	NA	black	0	0	0.25822
MGH60_P4_H06	NA	black	0	1.1322	0
MGH60_P4_H07	NA	black	0	0	0
MGH60_P4_H08	-0.0874519906354	red	1	0.13356	0.77737
MGH60_P4_H09	NA	black	0	0.26664	0
MGH60_P4_H10	NA	black	0	0.10969	0
MGH60_P4_H11	-0.792489501884	red	1	0.32998	2.0165
MGH60_P4_H12	0.178841691482	green3	2	0.44042	0.24732
MGH60_P5_A01	-0.312821983856	red	1	0.95754	4.4626
MGH60_P5_A02	NA	black	0	0.70044	0
MGH60_P5_A03	NA	black	0	0.089498	0
MGH60_P5_A04	0.0368594450161	green3	2	0.4049	0.58785
MGH60_P5_A05	NA	black	0	0.48027	0
MGH60_P5_A06	NA	black	0	0	0
MGH60_P5_A07	0.299967505756	green3	2	0.073135	0.26424
MGH60_P5_A08	NA	black	0	0.50691	0
MGH60_P5_A09	0.224197544949	green3	2	0.052416	0.37072
MGH60_P5_A10	NA	black	0	0.05797	0
MGH60_P5_A11	-1.15898279373	red	1	3.5354	0.29631
MGH60_P5_A12	NA	black	0	0.15963	0
MGH60_P5_B01	NA	black	0	0.34028	0
MGH60_P5_B02	NA	black	0	1.8428	0
MGH60_P5_B03	NA	black	0	0	0
MGH60_P5_B04	-1.72069836028	black	0	0.46362	3.9545
MGH60_P5_B05	NA	black	0	0.55876	0
MGH60_P5_B06	NA	black	0	0.66266	0
MGH60_P5_B07	0.0155636343958	green3	2	1.4103	0.73379
MGH60_P5_B08	NA	black	0	0	0
MGH60_P5_B09	NA	black	0	1.8785	0
MGH60_P5_B10	NA	black	0	1.91	0
MGH60_P5_B12	-2.28116682849	black	0	0.08134	3.3154
MGH60_P5_C01	NA	black	0	0.16221	0
MGH60_P5_C02	-0.706984456278	red	1	2.6749	0.31267
MGH60_P5_C03	NA	black	0	0.070389	0
MGH60_P5_C04	NA	black	0	1.3225	0
MGH60_P5_C05	-0.731018986382	red	1	3.0824	0.39397
MGH60_P5_C06	NA	black	0	0.41251	0
MGH60_P5_C07	NA	black	0	2.4324	0
MGH60_P5_C08	NA	black	0	0.72159	0
MGH60_P5_C09	-0.377466142321	red	1	3.3095	0.59359
MGH60_P5_C10	NA	black	0	2.7759	0
MGH60_P5_C11	NA	black	0	3.1722	0
MGH60_P5_C12	NA	black	0	4.6772	0
MGH60_P5_D01	-0.00471159967085	green3	2	0.58785	0.68796
MGH60_P5_D02	NA	black	0	0.49365	0
MGH60_P5_D03	NA	black	0	2.2552	0
MGH60_P5_D04	NA	black	0	3.5238	0
MGH60_P5_D05	NA	black	0	0	0
MGH60_P5_D06	NA	black	0	3.7523	0
MGH60_P5_D07	NA	black	0	2.1167	0
MGH60_P5_D08	NA	black	0	1.8323	0
MGH60_P5_D09	NA	black	0	3.0398	0
MGH60_P5_D10	0.03144093702	green3	2	0.82049	0.24732
MGH60_P5_D11	NA	black	0	3.8461	0
MGH60_P5_D12	NA	black	0	0.032806	0
MGH60_P5_E01	-0.301424411849	red	1	1.7407	0.32423
MGH60_P5_E02	0.0789532816954	green3	2	0.6397	0.3505
MGH60_P5_E03	NA	black	0	0	0
MGH60_P5_E04	NA	black	0	0.25338	0
MGH60_P5_E05	-1.8965134756	black	0	0.2302	3.2976
MGH60_P5_E06	-0.653803378403	red	1	3.1669	0.44679
MGH60_P5_E07	0.159457459308	green3	2	0.13225	0.4351
MGH60_P5_E08	NA	black	0	0	3.656
MGH60_P5_E09	NA	black	0	2.4141	0
MGH60_P5_E10	NA	black	0	0.70221	0
MGH60_P5_E11	NA	black	0	3.4186	0
MGH60_P5_E12	0.373384574302	green3	2	0.17505	0.098958
MGH60_P5_F01	NA	black	0	0.1635	0
MGH60_P5_F02	NA	black	0	2.0824	0
MGH60_P5_F03	NA	black	0	0	0
MGH60_P5_F04	NA	black	0	0.12961	0
MGH60_P5_F05	NA	black	0	0	0
MGH60_P5_F06	NA	black	0	3.2746	0
MGH60_P5_F07	NA	black	0	1.315	0
MGH60_P5_F08	-0.448921496889	red	1	1.9826	0.27262
MGH60_P5_F09	NA	black	0	0.44784	0
MGH60_P5_F11	NA	black	0	0	0
MGH60_P5_F12	-0.86686402903	red	1	2.4518	0.13488
MGH60_P5_G01	NA	black	0	0.98039	0
MGH60_P5_G02	NA	black	0	0.4678	0
MGH60_P5_G03	NA	black	0	0.30217	0
MGH60_P5_G04	0.141235469604	green3	2	1.9971	0.86076
MGH60_P5_G05	0.0944970660181	green3	2	0.67807	0.21164
MGH60_P5_G06	NA	black	0	0	0.41684
MGH60_P5_G07	0.702495154754	green3	2	3.0072	1.1177
MGH60_P5_G08	NA	black	0	2.2957	0
MGH60_P5_G09	NA	black	0	3.2002	0
MGH60_P5_G10	-3.20516552964	black	0	0.062122	4.2052
MGH60_P5_G11	-0.142477621314	red	1	0.97746	3.8595
MGH60_P5_G12	-0.774595761013	red	1	2.1667	0.070389
MGH60_P5_H01	NA	black	0	0	0
MGH60_P5_H02	0.0245580695163	green3	2	0.72247	0.53506
MGH60_P5_H03	0.0796578265884	green3	2	0.092207	0.5509
MGH60_P5_H04	NA	black	0	0.05797	0
MGH60_P5_H05	-0.539102868252	red	1	2.1658	0.26664
MGH60_P5_H06	NA	black	0	0	0
MGH60_P5_H07	NA	black	0	1.0969	0
MGH60_P5_H08	NA	black	0	0.10165	0
MGH60_P5_H09	-0.274156226965	red	1	0.27858	1.1157
MGH60_P5_H10	NA	black	0	0.10568	0
MGH60_P5_H11	NA	black	0	0.053806	0
MGH60_P5_H12	-0.374496832359	red	1	1.4931	0.032806
MGH60_P6_A01	0.520422035155	green3	2	1.3208	2.3004
MGH60_P6_A02	-1.50581071153	black	0	3.2909	0.085425
MGH60_P6_A03	NA	black	0	3.8058	0
MGH60_P6_A04	2.41598094472	black	0	1.7828	4.2227
MGH60_P6_A05	0.247250842779	green3	2	0.16993	0.29396
MGH60_P6_A06	NA	black	0	0.08134	0
MGH60_P6_A07	0.387584011236	green3	2	0.089498	0.1375
MGH60_P6_A08	NA	black	0	0.97453	0
MGH60_P6_A09	0.154815544895	green3	2	0.23879	0.41034
MGH60_P6_A10	0.255688746387	green3	2	1.818	1.0222
MGH60_P6_A11	0.357607999534	green3	2	0.097611	0.17377
MGH60_P6_A12	0.268557606814	green3	2	0.13881	0.27739
MGH60_P6_B01	NA	black	0	3.2566	0
MGH60_P6_B03	NA	black	0	1.0587	0
MGH60_P6_B04	NA	black	0	0	0
MGH60_P6_B05	0.214025000076	green3	2	0.4957	0.089498
MGH60_P6_B06	NA	black	0	0.38515	0
MGH60_P6_B07	NA	black	0	1.1382	0
MGH60_P6_B08	NA	black	0	2.0909	0
MGH60_P6_B09	NA	black	0	1.6781	0
MGH60_P6_B10	NA	black	0	0	0.76553
MGH60_P6_B11	NA	black	0	4.3894	0
MGH60_P6_B12	0.386313590829	green3	2	0.16864	0.084064
MGH60_P6_C02	NA	black	0	0	1.4998
MGH60_P6_C03	NA	black	0	3.0298	0
MGH60_P6_C05	NA	black	0	2.5998	0
MGH60_P6_C06	NA	black	0	0	0
MGH60_P6_C07	NA	black	0	0	0
MGH60_P6_C08	0.0327851657543	green3	2	0.60027	0.55876
MGH60_P6_C09	NA	black	0	0.8472	0
MGH60_P6_C10	NA	black	0	0	0.41468
MGH60_P6_C11	NA	black	0	0.63041	0
MGH60_P6_D01	1.95275737744	black	0	1.6749	3.9818
MGH60_P6_D03	NA	black	0	0.55483	0
MGH60_P6_D04	NA	black	0	0	0
MGH60_P6_D05	NA	black	0	0	0
MGH60_P6_D06	NA	black	0	0	0
MGH60_P6_D07	NA	black	0	3.0252	0
MGH60_P6_D08	0.264932933393	green3	2	0.23143	0.23266
MGH60_P6_D09	-0.163573096892	red	1	1.2696	0.22157
MGH60_P6_D11	NA	black	0	1.9268	0
MGH60_P6_D12	-0.0945343326564	red	1	1.067	0.10165
MGH60_P6_E01	NA	black	0	0.4489	0
MGH60_P6_E02	-0.0302211112048	red	1	0.76977	0.89297
MGH60_P6_E03	NA	black	0	0.42008	0
MGH60_P6_E04	NA	black	0	0.16092	0
MGH60_P6_E05	0.0191189163912	green3	2	0.98841	2.4628
MGH60_P6_E06	-0.343635788568	red	1	1.9516	0.36513
MGH60_P6_E07	NA	black	0	0	0.61918
MGH60_P6_E08	NA	black	0	0.69777	0
MGH60_P6_E09	NA	black	0	1.6947	0
MGH60_P6_E10	NA	black	0	0	0
MGH60_P6_E11	NA	black	0	1.9694	0
MGH60_P6_E12	NA	black	0	2.2317	0
MGH60_P6_F02	NA	black	0	1.6485	0
MGH60_P6_F03	NA	black	0	0.60027	0
MGH60_P6_F04	-0.704753804674	red	1	4.4074	0.58207
MGH60_P6_F05	NA	black	0	0.18015	0
MGH60_P6_F06	NA	black	0	0	0
MGH60_P6_F07	5.91012843431	black	0	3.3529	3.4962
MGH60_P6_F08	0.0681186282872	green3	2	0.27739	0.54597
MGH60_P6_F09	NA	black	0	0.15316	0
MGH60_P6_F10	0.13976071276	green3	2	1.0724	2.06
MGH60_P6_F11	NA	black	0	0.33342	0
MGH60_P6_F12	0.129935271377	green3	2	0.65352	0.090853
MGH60_P6_G01	NA	black	0	0	0
MGH60_P6_G02	NA	black	0	4.0592	0
MGH60_P6_G03	-0.26823439693	red	1	1.5782	0.27977
MGH60_P6_G04	NA	black	0	0.22033	0
MGH60_P6_G05	0.203866116537	green3	2	0.37962	0.24245
MGH60_P6_G06	NA	black	0	0.40054	0
MGH60_P6_G07	NA	black	0	0.075875	0
MGH60_P6_G08	NA	black	0	0	0
MGH60_P6_G10	NA	black	0	0	0
MGH60_P6_G11	NA	black	0	0.38847	0
MGH60_P6_G12	NA	black	0	0.094912	0
MGH60_P6_H01	0.35185589981	green3	2	0.1003	0.18015
MGH60_P6_H02	0.0744736749299	green3	2	0.73725	0.17249
MGH60_P6_H03	NA	black	0	1.6938	0
MGH60_P6_H04	NA	black	0	0	4.6829
MGH60_P6_H06	NA	black	0	2.3816	0
MGH60_P6_H07	-0.350861958518	red	1	1.5777	0.15186
MGH60_P6_H08	NA	black	0	0.37407	0
MGH60_P6_H09	NA	black	0	0.48027	0
MGH60_P6_H10	NA	black	0	0.18523	0
MGH60_P6_H11	NA	black	0	2.7689	0
MGH60_P6_H12	-2.00497481097	black	0	0.070389	2.9928
MGH60_P7_A01	-1.58640185906	black	0	0.37184	3.3552
MGH60_P7_A02	NA	black	0	0.64432	0
MGH60_P7_A03	NA	black	0	0.10836	0
MGH60_P7_A04	NA	black	0	1.1177	0
MGH60_P7_A05	NA	black	0	2.7666	0
MGH60_P7_A06	NA	black	0	0.12035	0
MGH60_P7_A07	0.132752334589	green3	2	0.54696	0.26544
MGH60_P7_A08	NA	black	0	0	0
MGH60_P7_A09	-0.00504351763191	green3	2	0.96125	0.57821
MGH60_P7_A10	-1.33692485594	black	0	0.42008	3.1494
MGH60_P7_A11	0.33105477219	green3	2	0.29866	0.062122
MGH60_P7_A12	NA	black	0	0.038436	0
MGH60_P7_B02	NA	black	0	2.5864	0
MGH60_P7_B03	NA	black	0	0.055196	0
MGH60_P7_B04	NA	black	0	3.2302	0
MGH60_P7_B05	NA	black	0	2.9373	0
MGH60_P7_B06	NA	black	0	2.5707	0
MGH60_P7_B07	NA	black	0	0.032806	0
MGH60_P7_B08	-0.244941442982	red	1	1.659	0.35952
MGH60_P7_B09	0.271693144023	green3	2	0.11103	0.2857
MGH60_P7_B10	NA	black	0	0.082703	0
MGH60_P7_B11	-0.182858585319	red	1	1.4201	0.32077
MGH60_P7_B12	-1.98195220031	black	0	4.7496	0.25459
MGH60_P7_C01	NA	black	0	0.12565	0
MGH60_P7_C02	NA	black	0	0.17632	0
MGH60_P7_C03	-0.303260383205	red	1	2.2485	0.4844
MGH60_P7_C04	-0.0659811038487	red	1	1.0915	0.31615
MGH60_P7_C05	NA	black	0	0	0.49876
MGH60_P7_C06	-0.00151164920904	green3	2	0.90997	0.40272
MGH60_P7_C07	0.235748580844	green3	2	0.37851	0.17505
MGH60_P7_C08	1.63737697095	black	0	2.3962	1.9609
MGH60_P7_C09	0.296146149027	green3	2	0.14796	0.23266
MGH60_P7_C10	NA	black	0	0.12829	0
MGH60_P7_C11	NA	black	0	0.30217	0
MGH60_P7_C12	NA	black	0	0	0
MGH60_P7_D01	-0.812884141047	red	1	2.5041	0.19156
MGH60_P7_D02	NA	black	0	0.092207	0
MGH60_P7_D03	-0.139315297338	red	1	1.2479	0.26424
MGH60_P7_D04	NA	black	0	0.13356	0
MGH60_P7_D05	NA	black	0	0	5.0008
MGH60_P7_D06	NA	black	0	0.15186	0
MGH60_P7_D08	0.0851953651876	green3	2	0.088142	0.54399
MGH60_P7_D09	0.232054629815	green3	2	0.36625	0.19409
MGH60_P7_D10	NA	black	0	0.14535	0
MGH60_P7_D11	NA	black	0	1.1718	0
MGH60_P7_D12	NA	black	0	1.0356	0
MGH60_P7_E01	NA	black	0	0	0
MGH60_P7_E02	0.34946965973	green3	2	0.13356	0.1635
MGH60_P7_E03	NA	black	0	1.8742	0
MGH60_P7_E04	NA	black	0	2.6929	0
MGH60_P7_E05	NA	black	0	0.88284	0
MGH60_P7_E06	-0.0183261732894	green3	2	0.36065	0.70044
MGH60_P7_E07	3.43714203191	black	0	3.317	2.3462
MGH60_P7_E08	NA	black	0	2.8191	0
MGH60_P7_E09	NA	black	0	2.5361	0
MGH60_P7_E11	NA	black	0	0.33457	0
MGH60_P7_E12	-0.918910684228	red	1	2.7353	0.20539
MGH60_P7_F01	-1.27565296197	red	1	2.7407	0.001442
MGH60_P7_F03	-1.16549019337	red	1	3.1734	0.20664
MGH60_P7_F04	NA	black	0	2.6891	0
MGH60_P7_F05	-0.12613580759	red	1	2.1699	0.6173
MGH60_P7_F06	NA	black	0	2.6857	0
MGH60_P7_F07	NA	black	0	2.5489	0
MGH60_P7_F08	1.52512310994	black	0	2.6911	1.6866
MGH60_P7_F10	NA	black	0	0.53207	0
MGH60_P7_F11	NA	black	0	3.2898	0
MGH60_P7_F12	0.30385066787	green3	2	0.17121	0.20789
MGH60_P7_G01	NA	black	0	0.38957	0
MGH60_P7_G02	NA	black	0	0	0.22651
MGH60_P7_G03	NA	black	0	2.7757	0
MGH60_P7_G04	-0.337578687208	red	1	1.9657	0.37629
MGH60_P7_G05	NA	black	0	0	0
MGH60_P7_G06	NA	black	0	0.03984	0
MGH60_P7_G07	-1.14058434412	red	1	0.11103	2.0973
MGH60_P7_G08	NA	black	0	0.10836	0
MGH60_P7_G09	NA	black	0	0.82538	0
MGH60_P7_G10	NA	black	0	0.13488	0
MGH60_P7_G11	NA	black	0	1.4131	0
MGH60_P7_G12	-0.387201406651	red	1	1.7229	0.20539
MGH60_P7_H01	NA	black	0	0.11503	0
MGH60_P7_H02	NA	black	0	0.42975	0
MGH60_P7_H03	0.0345050541298	green3	2	0.83512	0.0057593
MGH60_P7_H04	NA	black	0	0.031395	0
MGH60_P7_H05	NA	black	0	0	0.30334
MGH60_P7_H06	NA	black	0	0	0
MGH60_P7_H07	NA	black	0	3.785	0
MGH60_P7_H08	0.125061710206	green3	2	0.60786	0.20789
MGH60_P7_H09	0.247471690908	green3	2	0.42868	0.09356
MGH60_P7_H10	NA	black	0	0.19787	0
MGH60_P7_H11	-0.78822859576	red	1	2.2916	0.12168
MGH60_P7_H12	0.408530632353	green3	2	0.084064	0.11237
MGH60_P3_A01	NA	black	0	0	0
MGH60_P3_A02	NA	black	0	0	0
MGH60_P3_A03	NA	black	0	0	0
MGH60_P3_A06	NA	black	0	2.3231	0
MGH60_P3_A07	NA	black	0	2.3525	0
MGH60_P3_A08	NA	black	0	1.1603	0
MGH60_P3_A09	NA	black	0	2.2931	0
MGH60_P3_A10	NA	black	0	0.77653	0
MGH60_P3_A11	NA	black	0	0.40163	0
MGH60_P3_A12	NA	black	0	0.40054	0
MGH60_P3_B01	NA	black	0	0	0
MGH60_P3_B04	NA	black	0	0	0
MGH60_P3_B06	NA	black	0	0	0
MGH60_P3_B07	0.115608819	green3	2	1.1454	1.2833
MGH60_P3_B10	NA	black	0	0	0
MGH60_P3_B11	-0.0614356366509	red	1	0.52406	0.83754
MGH60_P3_B12	NA	black	0	0	0
MGH60_P3_C03	NA	black	0	0.42546	0
MGH60_P3_C04	NA	black	0	0	0
MGH60_P3_C07	NA	black	0	0.85758	0
MGH60_P3_C08	NA	black	0	0	2.389
MGH60_P3_C09	NA	black	0	0	0
MGH60_P3_D01	NA	black	0	0	0
MGH60_P3_D03	NA	black	0	2.2342	0
MGH60_P3_D04	NA	black	0	0	0
MGH60_P3_D07	NA	black	0	1.8303	0
MGH60_P3_D08	-0.949893337467	red	1	0.64339	3.4569
MGH60_P3_D09	NA	black	0	0	3.5107
MGH60_P3_D10	NA	black	0	0	0
MGH60_P3_D11	NA	black	0	0.29396	0
MGH60_P3_E02	NA	black	0	0	0
MGH60_P3_E03	NA	black	0	0	0
MGH60_P3_E04	NA	black	0	1.518	0
MGH60_P3_E06	NA	black	0	0	0
MGH60_P3_E07	NA	black	0	0.8213	0
MGH60_P3_E08	-0.0172151010146	green3	2	0.94186	1.9027
MGH60_P3_E09	NA	black	0	0	0
MGH60_P3_E10	NA	black	0	0.65076	0
MGH60_P3_E11	NA	black	0	1.8262	0
MGH60_P3_E12	NA	black	0	0.16092	0
MGH60_P3_F01	NA	black	0	0	0
MGH60_P3_F02	-0.557336957538	red	1	0.43189	1.8168
MGH60_P3_F03	NA	black	0	2.1725	0
MGH60_P3_F04	-0.616140971702	red	1	0.40817	1.8774
MGH60_P3_F06	NA	black	0	0.63227	0
MGH60_P3_F07	NA	black	0	2.4052	0
MGH60_P3_F08	-0.413129367673	red	1	0.61164	1.9546
MGH60_P3_F09	-0.312321762499	red	1	0.10969	1.0676
MGH60_P3_F10	NA	black	0	1.0517	0
MGH60_P3_F11	-0.0388602270043	red	1	0.87263	1.3323
MGH60_P3_F12	NA	black	0	0	0
MGH60_P3_G02	NA	black	0	0	0
MGH60_P3_G04	NA	black	0	0	0
MGH60_P3_G05	NA	black	0	0	0
MGH60_P3_G06	NA	black	0	0.55483	0
MGH60_P3_G07	NA	black	0	0	0
MGH60_P3_G08	NA	black	0	0	0
MGH60_P3_G10	NA	black	0	1.7424	0
MGH60_P3_G11	NA	black	0	0	0
MGH60_P3_H02	NA	black	0	0.38184	0
MGH60_P3_H03	-0.0411691356062	red	1	1.5246	0.63134
MGH60_P3_H04	NA	black	0	0.72596	0
MGH60_P3_H06	NA	black	0	0.17505	0
MGH60_P3_H07	NA	black	0	0	0
MGH60_P3_H08	NA	black	0	0.54003	0
MGH60_P3_H09	NA	black	0	0.76384	0
MGH60_P3_H10	NA	black	0	0	0
MGH60_P3_H11	NA	black	0	0.42975	0
MGH60_P3_H12	NA	black	0	0	0
97_P3_G07	0.119739465743	green3	2	1.216	1.1447
97_P3_G10	0.246162972817	green3	2	0.10299	0.32423
97_P3_H02	NA	black	0	2.3813	0
97_P3_A07	NA	black	0	1.06	0
97_P3_C03	NA	black	0	0	2.5801
97_P3_H09	NA	black	0	1.6964	0
97_P3_H12	NA	black	0	0.13093	0
97_P3_H08	NA	black	0	1.8254	0
97_P3_E02	NA	black	0	0	0
97_P3_E07	NA	black	0	0.49876	0
97_P3_C07	NA	black	0	0.91073	0
97_P3_E04	NA	black	0	0.0229	0
97_P3_C04	NA	black	0	1.3127	0
97_P3_F10	NA	black	0	2.7437	0
97_P3_F03	NA	black	0	0.073135	0
97_P3_A09	NA	black	0	0.9313	0
97_P3_G04	NA	black	0	0.60692	0
97_P3_E09	NA	black	0	0	0
97_P3_B08	NA	black	0	0	0
97_P3_B12	NA	black	0	0.038436	0
97_P3_E05	0.0902342212741	green3	2	1.0963	1.294
97_P3_D03	NA	black	0	0.19787	0
97_P3_D11	-0.0866250224508	red	1	1.107	0.24245
97_P3_H11	1.608294414	black	0	2.3752	1.9561
97_P3_C10	NA	black	0	0	0
97_P3_G08	NA	black	0	0.63134	0
97_P3_F06	NA	black	0	2.281	0
97_P3_C01	NA	black	0	0.85917	0
97_P3_A04	NA	black	0	0	0
97_P3_C09	NA	black	0	3.127	0
97_P3_D10	NA	black	0	0.060739	0
97_P3_H07	NA	black	0	0.063503	0
97_P3_E01	-0.108931264496	red	1	1.4505	0.48543
97_P3_E03	NA	black	0	2.3978	0
97_P3_B10	-0.0130471815598	green3	2	0.92296	0.16607
97_P3_F05	NA	black	0	0	0
97_P3_G12	NA	black	0	0	0.28806
97_P3_B04	NA	black	0	2.6019	0
97_P3_B02	NA	black	0	1.4921	0
97_P3_B07	NA	black	0	1.06	0
97_P3_G02	NA	black	0	3.2313	0
97_P3_G11	NA	black	0	0.29748	0
97_P3_F11	NA	black	0	2.6608	0
97_P3_H03	-0.253048227175	red	1	1.9441	0.45523
97_P3_C02	NA	black	0	2.7814	0
97_P3_G06	NA	black	0	2.051	0
97_P3_B01	NA	black	0	0	0
97_P3_B05	NA	black	0	1.6897	0
97_P3_E10	-0.368687619669	red	1	1.8832	0.3115
97_P3_G01	NA	black	0	0.60027	0
97_P3_A08	NA	black	0	1.5671	0
97_P3_A03	NA	black	0	3.4332	0
97_P3_B03	NA	black	0	1.52	0
97_P3_D01	NA	black	0	0	0
97_P3_G03	NA	black	0	0.32193	0
97_P3_E11	0.271493707698	green3	2	0.23756	0.21785
97_P3_D04	NA	black	0	2.5008	0
97_P3_A11	NA	black	0	2.8034	0
97_P3_C12	NA	black	0	0	0
97_P3_D02	NA	black	0	2.9581	0
97_P3_E08	NA	black	0	1.4688	0
97_P3_D05	NA	black	0	0.096262	0
97_P3_D12	NA	black	0	2.0844	0
97_P3_D09	-0.190684562326	red	1	1.3852	0.2762
97_P3_F01	NA	black	0	0.13881	0
97_P3_F07	NA	black	0	0.21785	0
97_P3_B11	NA	black	0	2.2287	0
97_P3_H05	NA	black	0	0	0.3115
97_P3_F12	-0.391392508648	red	1	2.1033	0.37184
97_P3_F04	-0.255253666221	red	1	0.67897	1.6911
97_P3_C11	0.313548928856	green3	2	0.14666	0.20789
97_P3_F08	-0.673794516495	red	1	2.3702	0.23879
97_P3_C05	NA	black	0	1.856	0
97_P3_F09	NA	black	0	0.78994	0
97_P3_G05	NA	black	0	2.2409	0
97_P3_A10	NA	black	0	2.26	0
97_P3_A05	NA	black	0	2.5351	0
97_P3_C06	NA	black	0	1.0731	0
97_P3_F02	NA	black	0	2.4158	0
97_P3_D07	-0.544824668821	red	1	2.5787	0.38847
97_P3_C08	NA	black	0	1.3929	0
97_P3_A01	NA	black	0	0.089498	0
97_P3_H04	0.461319685542	green3	2	0.082703	0.041243
97_P3_D08	NA	black	0	1.1322	0
97_P3_E06	NA	black	0	2.7636	0
97_P3_E12	NA	black	0	0.10434	0
97_P3_A02	NA	black	0	0.51096	0
97_P3_B06	NA	black	0	0	0
97_P3_H10	NA	black	0	0.73466	0
97_P5_B09	NA	black	0	1.0072	0
97_P5_C06	NA	black	0	2.0986	0
97_P5_B10	-0.0232210121818	green3	2	0.98404	0.37629
97_P6_G02	-0.125843857396	red	1	1.269	0.32654
97_P6_E06	-0.0428123612896	red	1	0.99639	0.21909
97_P6_A03	-0.365292730273	red	1	1.5965	0.14535
97_P5_F07	-0.609397056356	red	1	2.2696	0.24975
97_P5_B05	-1.17170039471	red	1	0.15704	2.2147
97_P6_B11	NA	black	0	2.1177	0
97_P6_E08	NA	black	0	0.54399	0
97_P6_A09	-0.911837123715	red	1	2.9435	0.27023
97_P6_B04	NA	black	0	0.5008	0
97_P5_A02	NA	black	0	1.797	0
97_P5_C02	-0.235963129045	red	1	1.6608	0.37295
97_P6_F09	-0.0330041922324	red	1	0.48749	0.75189
97_P5_A04	NA	black	0	3.8575	0
97_P5_C04	NA	black	0	0.42975	0
97_P6_D07	NA	black	0	1.54	0
97_P6_A12	-0.599570867285	red	1	2.0817	0.1776
97_P6_C06	NA	black	0	0.98914	0
97_P6_H04	-0.174887172926	red	1	1.9549	0.53804
97_P5_D09	NA	black	0	0.88362	0
97_P6_F03	NA	black	0	0.27501	0
97_P6_F11	0.273741223996	green3	2	0.088142	0.29278
97_P6_H09	-0.219762636806	red	1	1.3956	0.22404
97_P6_B08	NA	black	0	0.086784	0
97_P5_A10	0.0131490163961	green3	2	0.85519	0.38957
97_P6_H07	NA	black	0	0.14535	0
97_P6_C09	NA	black	0	0.084064	0
97_P5_G04	NA	black	0	0.72072	0
97_P6_H01	NA	black	0	0	2.3448
97_P5_B06	NA	black	0	0.92448	0
97_P5_E04	0.301908531751	green3	2	0.1903	0.19912
97_P6_B10	NA	black	0	2.0728	0
97_P6_F04	-0.412105486569	red	1	1.8119	0.22774
97_P5_E07	NA	black	0	0.54992	0
97_P5_G02	NA	black	0	1.3929	0
97_P5_C11	NA	black	0	0.15316	0
97_P5_A03	-0.534863198414	red	1	1.9195	0.15445
97_P6_B02	NA	black	0	0.91456	0
97_P6_H12	-0.508035165539	red	1	0.082703	1.2969
97_P6_F12	NA	black	0	0.42868	0
97_P6_A02	-0.090580851467	red	1	0.27977	0.81476
97_P5_C12	NA	black	0	2.4916	0
97_P5_C01	NA	black	0	0.54597	0
97_P5_B07	0.308384085887	green3	2	0.17632	0.19787
97_P5_A08	NA	black	0	1.33	0
97_P6_H08	NA	black	0	0.07861	0
