Cell_name	Zvalue	Color	Cluster	ANGPT2	VHL
MGH54_P11_F06	-0.247592102106	blue	3	0.36737	2.8963
MGH54_P11_F07	NA	black	0	0	0.84318
MGH54_P11_F08	NA	black	0	0	0.76723
MGH54_P11_F09	NA	black	0	0	1.9928
MGH54_P11_F10	0.0769462678237	cyan	4	0.12829	1.0566
MGH54_P11_F11	NA	black	0	0	0.23143
MGH54_P11_F12	-1.06942885486	black	0	0.2302	4.7064
MGH54_P11_G01	NA	black	0	0.49262	0
MGH54_P11_G02	NA	black	0	0	2.6672
MGH54_P11_G03	NA	black	0	0	3.8703
MGH54_P11_G04	0.247877387669	cyan	4	0.0028825	0.78157
MGH54_P11_G05	NA	black	0	0	0.47923
MGH54_P11_G06	NA	black	0	0	1.3103
MGH54_P11_G07	NA	black	0	0	0.15834
MGH54_P11_G08	0.258756636112	cyan	4	0.19661	0.44148
MGH54_P11_G09	0.35741917918	cyan	4	0.926	2.0426
MGH54_P11_G10	NA	black	0	0	0.55385
MGH54_P11_G11	-1.11022003603	black	0	2.2945	0.70841
MGH54_P11_G12	0.192202805457	cyan	4	0.15834	0.72072
MGH54_P11_H01	NA	black	0	0	0.48852
MGH54_P11_H02	NA	black	0	0	0
MGH54_P11_H03	-0.0590316455771	cyan	4	0.46362	2.5717
MGH54_P11_H04	NA	black	0	0	0.73205
MGH54_P11_H05	NA	black	0	0	0.76043
MGH54_P11_H06	NA	black	0	0.13619	0
MGH54_P11_H07	NA	black	0	0	0.4813
MGH54_P11_H08	NA	black	0	0	0.17505
MGH54_P11_H09	NA	black	0	0	0.58976
MGH54_P11_H10	NA	black	0	0	0.8883
MGH54_P11_H11	NA	black	0	0	0.29866
MGH54_P11_H12	NA	black	0	0	0.44255
MGH54_P12_A01	NA	black	0	0	0.67807
MGH54_P12_A02	NA	black	0	0	0
MGH54_P12_A03	0.270685759809	cyan	4	0.14796	0.52406
MGH54_P12_A04	NA	black	0	0	2.1641
MGH54_P12_A05	NA	black	0	0	2.7901
MGH54_P12_A06	0.0579465506758	cyan	4	0.28214	1.0014
MGH54_P12_A07	NA	black	0	0	0.53804
MGH54_P12_A08	-0.0748298791094	cyan	4	0.48027	3.5293
MGH54_P12_A09	-0.618619945742	blue	3	0.1177	2.7264
MGH54_P12_A10	-0.187041407964	blue	3	0.13881	1.7299
MGH54_P12_A11	NA	black	0	0	1.237
MGH54_P12_B01	NA	black	0	0	2.1463
MGH54_P12_B02	-2.09531664579	black	0	2.5799	0.35276
MGH54_P12_B03	NA	black	0	0	0.43082
MGH54_P12_B04	NA	black	0	0	1.0854
MGH54_P12_B05	NA	black	0	0	2.5368
MGH54_P12_B06	NA	black	0	0	0.24123
MGH54_P12_B07	0.0807871617533	cyan	4	0.26664	0.92524
MGH54_P12_B08	NA	black	0	0	0.63041
MGH54_P12_B09	-0.460102113728	blue	3	3.0163	1.121
MGH54_P12_B10	NA	black	0	0	1.802
MGH54_P12_B11	NA	black	0	0	0.60975
MGH54_P12_C01	NA	black	0	0	1.1686
MGH54_P12_C02	NA	black	0	0	1.0222
MGH54_P12_C03	NA	black	0	0	0
MGH54_P12_C04	NA	black	0	0	0
MGH54_P12_C05	NA	black	0	0	3.7925
MGH54_P12_C06	-0.490444896656	blue	3	2.9917	1.1077
MGH54_P12_C07	NA	black	0	0	0
MGH54_P12_C08	NA	black	0	0	1.5632
MGH54_P12_C09	0.870942734263	magenta	5	0.90072	3.3258
MGH54_P12_C11	-0.0306312346219	cyan	4	0.28688	1.3868
MGH54_P12_C12	NA	black	0	4.6601	0
MGH54_P12_D01	NA	black	0	0	4.2137
MGH54_P12_D02	0.827254383667	magenta	5	2.0489	1.7727
MGH54_P12_D04	NA	black	0	0	2.3199
MGH54_P12_D05	0.207234366051	cyan	4	0.14405	0.70221
MGH54_P12_D06	NA	black	0	0	1.177
MGH54_P12_D07	NA	black	0	0	1.8926
MGH54_P12_D08	NA	black	0	0	1.3185
MGH54_P12_D09	NA	black	0	0	0.6526
MGH54_P12_D10	0.11959387769	cyan	4	0.23756	0.8213
MGH54_P12_D11	NA	black	0	0	0.89995
MGH54_P12_D12	0.0466906577742	cyan	4	0.42223	0.65076
MGH54_P12_E01	NA	black	0	0	0.50995
MGH54_P12_E02	0.174750321144	cyan	4	0.27143	0.52206
MGH54_P12_E03	-0.626657436172	blue	3	2.0796	0.91073
MGH54_P12_E04	NA	black	0	0	2.9304
MGH54_P12_E05	NA	black	0	0	3.4797
MGH54_P12_E06	-2.12156797831	black	0	2.2403	0.15445
MGH54_P12_E07	0.290345574562	cyan	4	1.1985	1.6503
MGH54_P12_E08	-0.250682861355	blue	3	0.24489	2.1528
MGH54_P12_E09	NA	black	0	0	0.16736
MGH54_P12_E10	2.95889371823	black	0	2.2082	2.8939
MGH54_P12_E11	0.145965384819	cyan	4	0.12961	0.88049
MGH54_P12_E12	NA	black	0	0	0
MGH54_P12_F01	NA	black	0	0	0.41792
MGH54_P12_F02	-0.874562393496	red	1	1.3138	0.28096
MGH54_P12_F03	NA	black	0	0	0.32077
MGH54_P12_F04	0.144456271284	cyan	4	0.16479	0.84559
MGH54_P12_F05	NA	black	0	0	0.4678
MGH54_P12_F06	NA	black	0	0	2.5311
MGH54_P12_F07	NA	black	0	0	3.0312
MGH54_P12_F08	0.17884785514	cyan	4	0.32998	0.22651
MGH54_P12_F09	0.107236624467	cyan	4	0.17887	0.93734
MGH54_P12_F10	NA	black	0	0	0.36737
MGH54_P12_F11	-0.0389934424961	cyan	4	0.26903	1.4098
MGH54_P12_F12	NA	black	0	0	0.62012
MGH54_P12_G01	1.16077774478	black	0	1.1744	2.8772
MGH54_P12_G02	NA	black	0	0	1.4797
MGH54_P12_G03	NA	black	0	0	0.30801
MGH54_P12_G04	NA	black	0	0	3.3482
MGH54_P12_G05	NA	black	0	0	1.0868
MGH54_P12_G06	NA	black	0	0	0.3505
MGH54_P12_G07	0.0812944757719	cyan	4	0.30568	0.85519
MGH54_P12_G08	NA	black	0	0	0.27143
MGH54_P12_G09	NA	black	0	0	0.84318
MGH54_P12_G10	NA	black	0	0	3.5982
MGH54_P12_G11	0.327856031634	cyan	4	0.10702	0.46258
MGH54_P12_H01	NA	black	0	0	0.80983
MGH54_P12_H02	NA	black	0	0	0.51602
MGH54_P12_H03	NA	black	0	0	0.49057
MGH54_P12_H04	NA	black	0	0	1.211
MGH54_P12_H05	NA	black	0	0	0.38736
MGH54_P12_H06	-1.24493411973	black	0	1.7727	0.37184
MGH54_P12_H07	NA	black	0	0	0.78492
MGH54_P12_H09	NA	black	0	0	2.5563
MGH54_P12_H10	NA	black	0	0	0.44573
MGH54_P12_H11	NA	black	0	0	0.3115
MGH54_P9_A01	NA	black	0	0	0.27143
MGH54_P9_A02	NA	black	0	0	3.8247
MGH54_P9_A03	-0.378481485254	blue	3	0.29278	2.8899
MGH54_P9_A04	0.126830704342	cyan	4	0.20664	0.84398
MGH54_P9_A05	NA	black	0	0	4.105
MGH54_P9_A06	NA	black	0	0	1.4005
MGH54_P9_A07	-0.907021382049	red	1	0.12565	3.4372
MGH54_P9_A08	NA	black	0	0	2.766
MGH54_P9_A09	NA	black	0	0	0.65627
MGH54_P9_A10	NA	black	0	0	0.86711
MGH54_P9_A11	-0.0604768345245	cyan	4	0.61353	0.78576
MGH54_P9_A12	NA	black	0	0	3.2337
MGH54_P9_B01	NA	black	0	0	0.64985
MGH54_P9_B02	NA	black	0	0	2.6124
MGH54_P9_B03	NA	black	0	0	0.22157
MGH54_P9_B04	-1.42534664569	black	0	2.7124	0.68975
MGH54_P9_B05	0.234705397682	cyan	4	0.26183	0.30685
MGH54_P9_B06	NA	black	0	0	2.342
MGH54_P9_B07	NA	black	0	0	4.1724
MGH54_P9_B10	-1.80181797508	black	0	2.4555	0.43082
MGH54_P9_B11	-0.299496579612	blue	3	1.3735	0.95159
MGH54_P9_B12	NA	black	0	0	3.4012
MGH54_P9_C01	-0.0111551358015	cyan	4	0.33228	1.3156
MGH54_P9_C02	NA	black	0	0	0
MGH54_P9_C03	NA	black	0	0	2.5415
MGH54_P9_C04	NA	black	0	0	0.39287
MGH54_P9_C05	NA	black	0	0	0.51904
MGH54_P9_C06	NA	black	0	0	3.2155
MGH54_P9_C07	4.38942334764	black	0	2.2016	3.692
MGH54_P9_C08	NA	black	0	0	0.61918
MGH54_P9_C09	NA	black	0	0	0.90227
MGH54_P9_C10	NA	black	0	0	0.30568
MGH54_P9_C11	NA	black	0	0	3.3367
MGH54_P9_C12	0.152719676082	cyan	4	0.27023	0.61918
MGH54_P9_D01	-0.406996638775	blue	3	2.8327	1.1263
MGH54_P9_D03	NA	black	0	0	1.2339
MGH54_P9_D04	NA	black	0	0	0
MGH54_P9_D05	NA	black	0	0	0.43296
MGH54_P9_D07	-0.591035297905	blue	3	3.6309	1.1237
MGH54_P9_D08	0.316856369844	cyan	4	0.20289	0.23389
MGH54_P9_D09	0.174287002735	cyan	4	0.20664	0.68975
MGH54_P9_D10	NA	black	0	0	1.6686
MGH54_P9_D11	NA	black	0	0	3.5122
MGH54_P9_D12	NA	black	0	0	0.94035
MGH54_P9_E01	NA	black	0	0	0.44996
MGH54_P9_E02	NA	black	0	0	1.7133
MGH54_P9_E03	NA	black	0	0	0
MGH54_P9_E04	0.100356608294	cyan	4	0.37962	0.43082
MGH54_P9_E05	-0.740495181956	red	1	0.24489	3.8189
MGH54_P9_E06	NA	black	0	0	0.98841
MGH54_P9_E07	NA	black	0	0	0.71896
MGH54_P9_E08	NA	black	0	0	0.43723
MGH54_P9_E09	NA	black	0	0	3.9273
MGH54_P9_E10	NA	black	0	0	1.2768
MGH54_P9_E11	NA	black	0	0	1.2023
MGH54_P9_E12	-0.149086567444	cyan	4	0.24123	1.7845
MGH54_P9_F01	NA	black	0	0	0
MGH54_P9_F02	NA	black	0	0	3.0897
MGH54_P9_F03	NA	black	0	0	1.7238
MGH54_P9_F04	NA	black	0	0	5.2296
MGH54_P9_F05	-0.0770713971404	cyan	4	0.59072	0.52507
MGH54_P9_F06	-0.148590504834	cyan	4	0.18903	1.6938
MGH54_P9_F07	NA	black	0	0	4.3347
MGH54_P9_F08	NA	black	0	0	0.81476
MGH54_P9_F09	NA	black	0	0	4.1302
MGH54_P9_F10	NA	black	0	0	1.3477
MGH54_P9_F11	NA	black	0	0	0.88518
MGH54_P9_F12	NA	black	0	0	0
MGH54_P9_G01	NA	black	0	0	3.0447
MGH54_P9_G02	2.44934679285	black	0	1.7832	3.0554
MGH54_P9_G03	NA	black	0	0	1.0573
MGH54_P9_G04	NA	black	0	0.75189	0
MGH54_P9_G05	-1.52087793953	black	0	2.0115	0.34823
MGH54_P9_G06	NA	black	0	0	2.9477
MGH54_P9_G07	0.23251601184	cyan	4	0.59072	4.0664
MGH54_P9_G08	-1.70981769057	black	0	0.12433	5.2578
MGH54_P9_G09	-0.0850087441716	cyan	4	0.28806	1.6248
MGH54_P9_G10	-1.05165154933	black	0	0.19156	4.2679
MGH54_P9_G12	NA	black	0	0	0.40163
MGH54_P9_H01	NA	black	0	0	3.7677
MGH54_P9_H02	NA	black	0	0	0
MGH54_P9_H03	-0.329851028258	blue	3	0.2461	2.4354
MGH54_P9_H04	NA	black	0	0	3.4555
MGH54_P9_H05	0.0369305094189	cyan	4	0.30217	1.0766
MGH54_P9_H06	-2.35276646978	black	0	2.5425	0.21909
MGH54_P9_H07	NA	black	0	0	1.2357
MGH54_P9_H08	NA	black	0	0	0.21785
MGH54_P9_H09	NA	black	0	0	0.60975
MGH54_P9_H10	NA	black	0	0	0.64616
MGH54_P9_H11	0.157417344036	cyan	4	0.22404	0.71194
MGH54_P9_H12	NA	black	0	0	0.7966
MGH54_P2_A05	NA	black	0	0	1.1545
MGH54_P2_A06	NA	black	0	0	0.47093
MGH54_P2_A10	NA	black	0	0	2.0942
MGH54_P2_B03	0.0300833161823	cyan	4	0.52306	3.3336
MGH54_P2_B04	0.125509082293	cyan	4	0.32884	0.54597
MGH54_P2_B06	NA	black	0	0	0.80818
MGH54_P2_B09	NA	black	0	0	0.91227
MGH54_P2_B10	-0.163060094965	blue	3	0.10165	1.6295
MGH54_P2_B11	NA	black	0	0	2.0604
MGH54_P2_C01	NA	black	0	0	1.7044
MGH54_P2_C02	NA	black	0	0	0.90843
MGH54_P2_C04	0.171686865999	cyan	4	0.27023	0.53903
MGH54_P2_C05	NA	black	0	0	3.5142
MGH54_P2_C09	-0.778388618681	red	1	0.36625	5.8364
MGH54_P2_C10	NA	black	0	0	0.2857
MGH54_P2_C11	-2.43131665928	black	0	4.498	0.74416
MGH54_P2_D01	-1.01404419592	black	0	2.0208	0.66084
MGH54_P2_D02	-2.08923585039	black	0	2.6215	0.37407
MGH54_P2_D03	0.0652446412705	cyan	4	0.24001	1.0158
MGH54_P2_D04	NA	black	0	0	4.1063
MGH54_P2_E01	-0.225265805513	blue	3	1.1909	0.96495
MGH54_P2_E02	NA	black	0	0	3.6053
MGH54_P2_E03	NA	black	0	0	1.3098
MGH54_P2_E04	0.197054536149	cyan	4	0.21039	0.60692
MGH54_P2_E05	NA	black	0	0	0.13225
MGH54_P2_E08	NA	black	0	0	3.0061
MGH54_P2_E11	-1.27017449882	black	0	0.26424	5.8003
MGH54_P2_E12	NA	black	0	0	1.0101
MGH54_P2_F05	-0.839734669986	red	1	1.7185	0.63691
MGH54_P2_F06	NA	black	0	0	0.20539
MGH54_P2_F08	NA	black	0	0	0.42761
MGH54_P2_F10	NA	black	0	0	0.54102
MGH54_P2_F12	NA	black	0	0	4.5152
MGH54_P2_G02	0.038744653625	cyan	4	0.34028	1.0229
MGH54_P2_G06	0.138905194498	cyan	4	0.26784	0.68347
MGH54_P2_G07	NA	black	0	0	0.30801
MGH54_P2_G08	0.409444417253	cyan	4	0.075875	0.338
MGH54_P2_G11	NA	black	0	0	1.0058
MGH54_P2_G12	0.376731685787	cyan	4	0.11636	0.32077
MGH54_P2_H02	0.273716400952	cyan	4	0.23389	0.26784
MGH54_P2_H08	0.34222969176	cyan	4	0.10702	0.42761
MGH54_P2_H09	NA	black	0	0	1.005
MGH54_P2_H11	NA	black	0	0	0.19409
MGH54_P5_A02	NA	black	0	0	0.20664
MGH54_P5_A03	0.246892575841	cyan	4	0.25217	0.29748
MGH54_P5_A04	11.4082711238	black	0	4.2168	4.1871
MGH54_P5_A05	NA	black	0	0	4.0018
MGH54_P5_A06	-0.64410568165	blue	3	1.1184	0.3115
MGH54_P5_A07	0.281231070827	cyan	4	0.16221	0.46258
MGH54_P5_A08	-0.152668876052	cyan	4	0.1776	1.6897
MGH54_P5_A09	NA	black	0	0	0.52105
MGH54_P5_A10	NA	black	0	0	3.9548
MGH54_P5_A11	NA	black	0	0	0.51803
MGH54_P5_A12	0.0633551990398	cyan	4	0.38847	0.69866
MGH54_P5_B02	NA	black	0	0	1.1349
MGH54_P5_B03	0.193731958702	cyan	4	0.12035	0.77062
MGH54_P5_B04	-0.347286182278	blue	3	0.36289	3.4388
MGH54_P5_B05	NA	black	0	0	0.81065
MGH54_P5_B06	NA	black	0	0	4.4991
MGH54_P5_B07	-0.716944814815	red	1	1.4372	0.56462
MGH54_P5_B08	0.326683381595	cyan	4	0.20289	0.20163
MGH54_P5_B09	NA	black	0	0	0.33342
MGH54_P5_B10	NA	black	0	0	0.71017
MGH54_P5_B11	-0.138923562337	cyan	4	0.72509	0.70133
MGH54_P5_B12	-1.10338741165	black	0	0.14274	4.011
MGH54_P5_C01	NA	black	0	0	4.0304
MGH54_P5_C02	NA	black	0	0	0.67897
MGH54_P5_C03	NA	black	0	0	1.0151
MGH54_P5_C04	NA	black	0	0	0
MGH54_P5_C05	NA	black	0	0	0.69064
MGH54_P5_C06	0.294284509027	cyan	4	0.16092	0.42868
MGH54_P5_C07	0.0200399001258	cyan	4	0.43082	0.96864
MGH54_P5_C08	NA	black	0	0	0.68077
MGH54_P5_C09	NA	black	0	0	0.47508
MGH54_P5_C10	NA	black	0	0	0.37295
MGH54_P5_C11	NA	black	0	0	4.2316
MGH54_P5_C12	NA	black	0	0	0
MGH54_P5_D01	NA	black	0	0	1.0841
MGH54_P5_D02	0.333936643318	cyan	4	0.19156	0.21909
MGH54_P5_D03	NA	black	0	0	4.6111
MGH54_P5_D04	0.152442888015	cyan	4	0.20539	0.76299
MGH54_P5_D05	NA	black	0	0	0.27143
MGH54_P5_D06	-0.00780119591191	cyan	4	0.21785	1.2774
MGH54_P5_D08	NA	black	0	0	0
MGH54_P5_D09	-0.985256521827	black	0	0.092207	3.4354
MGH54_P5_D10	-0.334867036898	blue	3	0.37295	3.5086
MGH54_P5_D11	NA	black	0	0	0.3471
MGH54_P5_D12	NA	black	0	0	4.4346
MGH54_P5_E01	NA	black	0	0	0.90535
MGH54_P5_E02	0.200300388323	cyan	4	0.23143	0.543
MGH54_P5_E03	-0.245986770955	blue	3	1.177	0.93055
MGH54_P5_E04	NA	black	0	0	0
MGH54_P5_E05	NA	black	0	0	3.4128
MGH54_P5_E06	0.0211921546869	cyan	4	0.082703	1.2023
MGH54_P5_E07	NA	black	0	0	0.21785
MGH54_P5_E08	1.12618215025	black	0	1.6206	2.2054
MGH54_P5_E09	0.433473571429	cyan	4	0.090853	0.24732
MGH54_P5_E10	NA	black	0	0	0.82701
MGH54_P5_E11	NA	black	0	0	0.35276
MGH54_P5_E12	NA	black	0	0.14012	0
MGH54_P5_F01	NA	black	0	0	0.22774
MGH54_P5_F02	NA	black	0	0	0.61636
MGH54_P5_F03	0.15391336887	cyan	4	0.13356	0.85599
MGH54_P5_F04	NA	black	0	0	0
MGH54_P5_F05	NA	black	0	0	0.79244
MGH54_P5_F06	NA	black	0	0	0.40054
MGH54_P5_F07	NA	black	0	0	0.4957
MGH54_P5_F08	NA	black	0	0	0.95977
MGH54_P5_F10	-0.18121115271	blue	3	0.15704	1.7398
MGH54_P5_F11	NA	black	0	0	3.8204
MGH54_P5_F12	NA	black	0	0	4.4213
MGH54_P5_G01	-0.165865595429	blue	3	0.43936	3.4263
MGH54_P5_G02	NA	black	0	0	1.1003
MGH54_P5_G03	NA	black	0	0	0.84479
MGH54_P5_G04	NA	black	0	0	2.4177
MGH54_P5_G05	NA	black	0	0	1.2277
MGH54_P5_G06	NA	black	0	0	1.6295
MGH54_P5_G07	NA	black	0	0	0.54696
MGH54_P5_G08	NA	black	0	0	0.93734
MGH54_P5_G09	NA	black	0	0	3.4023
MGH54_P5_G10	0.264710323194	cyan	4	0.12961	0.57628
MGH54_P5_G11	0.292915543988	cyan	4	0.11103	0.54003
MGH54_P5_G12	NA	black	0	0	0.7536
MGH54_P5_H01	NA	black	0	0	3.1736
MGH54_P5_H02	NA	black	0	0	3.1426
MGH54_P5_H03	-0.19333003886	blue	3	0.71809	0.46362
MGH54_P5_H04	4.98799989088	black	0	3.173	3.034
MGH54_P5_H05	NA	black	0	0	1.5675
MGH54_P5_H06	0.327126110788	cyan	4	0.15834	0.34255
MGH54_P5_H07	NA	black	0	0	0.54794
MGH54_P5_H08	0.280020366164	cyan	4	0.15704	0.4782
MGH54_P5_H09	-1.0486861303	black	0	2.3885	0.76808
MGH54_P5_H10	-0.360613832002	blue	3	0.88127	0.40163
MGH54_P5_H11	NA	black	0	0	0.72159
MGH54_P5_H12	-0.365115228907	blue	3	0.8922	0.41468
MGH54_P13_A02	-0.750816267169	red	1	0.15316	3.2074
MGH54_P13_A03	NA	black	0	0	0.57531
MGH54_P13_A04	NA	black	0	0	0.7476
MGH54_P13_A05	NA	black	0	2.8807	0
MGH54_P13_A06	NA	black	0	0	0.73031
MGH54_P13_A07	0.261207775655	cyan	4	0.18015	0.47716
MGH54_P13_A09	0.097148891316	cyan	4	0.38405	0.42438
MGH54_P13_A10	NA	black	0	0	0.63691
MGH54_P13_A11	NA	black	0	0	0.82782
MGH54_P13_B01	NA	black	0	0	0.58496
MGH54_P13_B02	NA	black	0	0	1.2491
MGH54_P13_B03	NA	black	0	0	0
MGH54_P13_B04	NA	black	0	0	2.5253
MGH54_P13_B05	NA	black	0	0	0
MGH54_P13_B06	NA	black	0	1.8608	0
MGH54_P13_B07	NA	black	0	0	0.32308
MGH54_P13_B08	NA	black	0	0	3.6856
MGH54_P13_B10	NA	black	0	0	0
MGH54_P13_B11	NA	black	0	0	0
MGH54_P13_B12	NA	black	0	0	0
MGH54_P13_C01	NA	black	0	0	0
MGH54_P13_C02	-0.326875326899	blue	3	0.24245	2.409
MGH54_P13_C03	NA	black	0	0	0.88675
MGH54_P13_C04	NA	black	0	0	0.27262
MGH54_P13_C05	NA	black	0	0	0
MGH54_P13_C06	NA	black	0	0	0.66266
MGH54_P13_C07	NA	black	0	0	3.0119
MGH54_P13_C09	NA	black	0	0	2.2948
MGH54_P13_C10	NA	black	0	0	0.56169
MGH54_P13_C11	NA	black	0	0	2.9797
MGH54_P13_C12	0.0948556268531	cyan	4	0.33914	0.68616
MGH54_P13_D01	NA	black	0	0	0.53007
MGH54_P13_D02	0.178052555382	cyan	4	0.30568	0.36849
MGH54_P13_D03	NA	black	0	0	2.1706
MGH54_P13_D04	NA	black	0	0	0
MGH54_P13_D05	-0.423450514735	blue	3	0.29748	3.1142
MGH54_P13_D06	NA	black	0	0	0.85519
MGH54_P13_D07	NA	black	0	0	0.39944
MGH54_P13_D09	NA	black	0	0	0.24245
MGH54_P13_D10	NA	black	0	0	3.4907
MGH54_P13_D11	NA	black	0	0	1.4425
MGH54_P13_D12	NA	black	0	0	0.84559
MGH54_P13_E01	NA	black	0	0	0.46989
MGH54_P13_E02	3.63492672087	black	0	2.2004	3.275
MGH54_P13_E03	-0.106857542245	cyan	4	0.11636	1.5089
MGH54_P13_E04	NA	black	0	0	2.6976
MGH54_P13_E05	NA	black	0	0	2.0268
MGH54_P13_E06	NA	black	0	0	2.9762
MGH54_P13_E07	NA	black	0	0	0.32769
MGH54_P13_E08	NA	black	0	0	2.7262
MGH54_P13_E09	NA	black	0	0	3.6903
MGH54_P13_E10	NA	black	0	0	3.0521
MGH54_P13_E11	NA	black	0	0	2.1207
MGH54_P13_E12	-0.596369550736	blue	3	0.18903	2.9864
MGH54_P13_F01	NA	black	0	0	1
MGH54_P13_F02	NA	black	0	0	0.45838
MGH54_P13_F03	NA	black	0	0	3.5486
MGH54_P13_F04	0.115763783997	cyan	4	0.34369	0.53605
MGH54_P13_F05	NA	black	0	0	0.17505
MGH54_P13_F06	NA	black	0	0	0.65444
MGH54_P13_F07	NA	black	0	0	0.74416
MGH54_P13_F08	NA	black	0	0	0.66266
MGH54_P13_F09	-0.0951765696417	cyan	4	0.24245	1.595
MGH54_P13_F10	-0.773280369742	red	1	0.16221	3.3151
MGH54_P13_F11	-0.575458080439	blue	3	0.24367	3.2611
MGH54_P13_F12	0.217982170107	cyan	4	0.2762	0.31615
MGH54_P13_G01	NA	black	0	0	0
MGH54_P13_G02	NA	black	0	0	1.4378
MGH54_P13_G03	-3.08714207074	black	0	3.3013	0.27262
MGH54_P13_G05	NA	black	0	0	0.70841
MGH54_P13_G06	-1.0598674427	black	0	1.4297	0.22157
MGH54_P13_G07	NA	black	0	0	1.1157
MGH54_P13_G08	0.317276579186	cyan	4	0.69599	2.8106
MGH54_P13_G09	NA	black	0	0	1.8111
MGH54_P13_G10	NA	black	0	0	0.69866
MGH54_P13_G11	0.083426883663	cyan	4	0.22897	0.96199
MGH54_P13_G12	NA	black	0	0	0.40817
MGH54_P13_H02	NA	black	0	0	0.77484
MGH54_P13_H03	0.000768208604767	cyan	4	0.30217	1.2491
MGH54_P13_H04	0.366681295957	cyan	4	0.084064	0.41792
MGH54_P13_H05	NA	black	0	0	0
MGH54_P13_H06	0.102678683922	cyan	4	0.20789	0.92067
MGH54_P13_H07	0.062346515796	cyan	4	0.123	1.0956
MGH54_P13_H08	NA	black	0	0	0
MGH54_P13_H09	NA	black	0	0	0.4351
MGH54_P13_H10	NA	black	0	0	2.4893
MGH54_P13_H11	NA	black	0	0	1.0614
MGH60_P4_A01	NA	black	0	0	1.2116
MGH60_P4_A02	NA	black	0	0.78073	0
MGH60_P4_A03	NA	black	0	0	1.3757
MGH60_P4_A04	NA	black	0	0	1.3374
MGH60_P4_A05	NA	black	0	0	0.56852
MGH60_P4_A06	0.240404530137	cyan	4	0.20289	0.48336
MGH60_P4_A07	0.173043367521	cyan	4	0.18396	0.73466
MGH60_P4_A08	NA	black	0	0	0.86948
MGH60_P4_A09	NA	black	0	0	0.27023
MGH60_P4_A10	0.281298709467	cyan	4	0.25942	0.12565
MGH60_P4_A11	NA	black	0	0	1.0186
MGH60_P4_A12	NA	black	0	0	0.30217
MGH60_P4_B01	-0.576230566719	blue	3	1.2546	0.56462
MGH60_P4_B02	NA	black	0	0.42975	0
MGH60_P4_B03	-3.14491181605	black	0	4.065	0.4844
MGH60_P4_B04	NA	black	0	0.23634	0
MGH60_P4_B05	NA	black	0	0	3.3293
MGH60_P4_B06	NA	black	0	0	1.2916
MGH60_P4_B07	NA	black	0	0	0.95382
MGH60_P4_B08	NA	black	0	0.42008	0
MGH60_P4_B09	NA	black	0	0	1.8045
MGH60_P4_B10	NA	black	0	0	0.32423
MGH60_P4_B11	NA	black	0	0	0.56365
MGH60_P4_B12	NA	black	0	0	3.8285
MGH60_P4_C01	0.214396187929	cyan	4	0.16736	0.64247
MGH60_P4_C02	NA	black	0	0	0.97159
MGH60_P4_C03	NA	black	0	0	1.1197
MGH60_P4_C04	NA	black	0	0	2.4428
MGH60_P4_C05	NA	black	0	0	0.91686
MGH60_P4_C06	0.216539268523	cyan	4	0.2857	0.27858
MGH60_P4_C07	NA	black	0	0	1.7519
MGH60_P4_C09	NA	black	0	0	0.34823
MGH60_P4_C11	NA	black	0	0	0.98404
MGH60_P4_C12	-0.279007252668	blue	3	0.15445	1.9949
MGH60_P4_D01	NA	black	0	0.26544	0
MGH60_P4_D02	NA	black	0	0	0
MGH60_P4_D03	NA	black	0	0	0.60692
MGH60_P4_D04	NA	black	0	0	1.2129
MGH60_P4_D05	NA	black	0	0	0.59837
MGH60_P4_D06	NA	black	0	0	0
MGH60_P4_D07	NA	black	0	0	0.80735
MGH60_P4_D08	NA	black	0	0	0.8984
MGH60_P4_D10	NA	black	0	0	0.63784
MGH60_P4_D12	NA	black	0	0	1.334
MGH60_P4_E01	NA	black	0	0	1.6996
MGH60_P4_E02	NA	black	0	0	1.2135
MGH60_P4_E03	-0.0434524955385	cyan	4	0.29514	1.4505
MGH60_P4_E04	0.0987360769411	cyan	4	0.20289	0.93885
MGH60_P4_E05	NA	black	0	0	1.1712
MGH60_P4_E06	0.37633187318	cyan	4	0.059355	0.44467
MGH60_P4_E07	NA	black	0	0.77989	0
MGH60_P4_E08	-0.0367996293013	cyan	4	0.54696	0.61636
MGH60_P4_E09	NA	black	0	0	1.0628
MGH60_P4_E11	NA	black	0	0	0
MGH60_P4_E12	NA	black	0	0	3.6513
MGH60_P4_F01	NA	black	0	0	0.46048
MGH60_P4_F02	0.337896574394	cyan	4	0.15445	0.32308
MGH60_P4_F03	NA	black	0	0	1.782
MGH60_P4_F04	0.174490977519	cyan	4	0.20539	0.69153
MGH60_P4_F05	0.10922367064	cyan	4	0.32308	0.66084
MGH60_P4_F06	0.0196109599104	cyan	4	0.47301	0.28451
MGH60_P4_F07	-0.133981962659	cyan	4	0.63784	0.40381
MGH60_P4_F08	NA	black	0	0	0
MGH60_P4_F09	-3.41882030207	black	0	4.6611	0.54696
MGH60_P4_F10	0.234785457667	cyan	4	0.1865	0.54201
MGH60_P4_F11	0.0680637941244	cyan	4	1.0363	1.3802
MGH60_P4_F12	NA	black	0	0	1.3202
MGH60_P4_G01	NA	black	0	0	0.73898
MGH60_P4_G02	-1.61798380882	black	0	2.1903	0.39506
