Cell_name	Zvalue	Color	Cluster	ATM	TNFRSF10B
MGH36_P6_A12	NA	black	0	0	0.28806
MGH36_P6_H09	-0.29311945954	red	1	0.36625	2.7655
MGH53_P4_G04	0.402823927065	green3	2	0.38847	0.32423
MGH36_P10_G12	0.396173078053	green3	2	1.3437	4.1702
MGH53_P2_H12	0.0647732109319	green3	2	1.058	4.0209
MGH53_P4_D10	NA	black	0	2.1233	0
MGH53_P4_D01	NA	black	0	0.39726	0
MGH36_P6_B07	-0.253585550579	red	1	0.809	4.4049
MGH36_P10_B12	NA	black	0	0.10299	0
MGH53_P2_G11	-1.88926832887	red	1	3.0642	0.18903
MGH53_P1_E04	0.68875110455	green3	2	1.4746	4.8523
MGH54_P2_C12	1.90875098144	blue	3	2.1609	5.2513
MGH53_P4_B07	0.314377458742	green3	2	0.17505	0.97746
MGH53_P4_F09	-0.957228636808	red	1	0.32308	4.5895
MGH36_P2_H11	0.654957074111	green3	2	0.035624	0.32654
MGH36_P5_A11	0.227352028099	green3	2	0.48852	0.80653
MGH53_P1_A09	1.39473309688	green3	2	2.1606	4.3138
MGH53_P2_B02	0.123261427145	green3	2	1.157	3.2802
MGH53_P4_E04	0.0115405319663	green3	2	0.83754	1.6355
MGH53_P4_D08	-0.520286094274	red	1	1.6003	0.32308
MGH36_P1_F07	0.549423808437	green3	2	0.2916	0.073135
MGH53_P2_E11	-2.48076212757	red	1	3.9114	0.33914
MGH36_P1_G06	3.0007677166	black	0	2.5607	5.8519
MGH36_P6_F03	NA	black	0	4.0987	0
MGH54_P2_H06	NA	black	0	0.4678	0
MGH36_P8_H12	-0.00742335992637	green3	2	0.95829	0.93055
MGH53_P1_B06	NA	black	0	4.1497	0
MGH53_P4_F12	0.58556443634	green3	2	0.20163	0.18777
MGH53_P4_G12	-0.0351796032363	green3	2	0.90458	2.8123
MGH53_P2_E08	NA	black	0	1.7916	0
MGH53_P1_F06	0.397478934778	green3	2	0.46153	0.10568
MGH53_P1_D02	NA	black	0	0	4.1814
MGH36_P9_D01	-0.975799917214	red	1	0.15186	4.0908
MGH36_P6_F02	4.23177887562	black	0	3.658	5.1979
MGH53_P2_E07	2.69542479339	black	0	2.3383	6.0518
MGH53_P4_H08	-0.204562010651	red	1	0.54992	2.7744
MGH36_P6_F11	0.720425719464	green3	2	1.4818	4.9544
MGH36_P8_C08	NA	black	0	0	4.1571
MGH53_P2_D10	-2.09275300142	red	1	3.6598	0.45523
MGH53_P4_D03	6.37824274185	black	0	4.1566	6.1105
MGH53_P2_C04	-0.64863717226	red	1	1.7303	0.26424
MGH53_P1_E08	NA	black	0	2.4439	0
MGH54_P2_A08	-0.227078266297	red	1	1.4335	0.94261
MGH36_P4_H07	-1.32589194487	red	1	0.48027	6.5109
MGH36_P9_D06	NA	black	0	2.3513	0
MGH53_P4_C04	-1.8359684711	red	1	0.060739	5.5834
MGH53_P1_E10	0.496998965447	green3	2	0.24367	0.35614
MGH53_P2_E09	-0.838651149028	red	1	2.9404	1.1097
MGH36_P3_C10	-0.27651465557	red	1	0.25217	2.5658
MGH53_P2_F01	2.00267450583	blue	3	2.4782	4.6484
MGH53_P4_H05	NA	black	0	0.16736	0
MGH53_P4_G10	NA	black	0	0.49978	0
MGH54_P2_D07	3.22044143998	black	0	2.5566	6.167
MGH53_P2_D09	0.0356912098985	green3	2	1.0384	4.9359
MGH53_P1_D09	NA	black	0	0.08134	0
MGH54_P2_B08	NA	black	0	2.4552	0
MGH54_P2_G05	-1.54134040613	red	1	2.7939	0.28924
MGH53_P2_F06	1.44344725655	blue	3	2.8379	3.503
MGH36_P3_E01	0.264888579803	green3	2	0.037031	1.206
MGH36_P5_E12	-1.38366400322	red	1	0.22527	5.2687
MGH53_P4_A12	2.30970913112	blue	3	3.3073	3.9682
MGH36_P9_F01	NA	black	0	0	0.67175
MGH36_P3_H10	-1.68062768088	red	1	2.8059	0.15445
MGH36_P3_H02	NA	black	0	3.5487	0
MGH36_P5_C10	-1.59706559588	red	1	0.36401	6.4995
MGH54_P2_B05	-0.591338395368	red	1	0.63413	4.9202
MGH36_P2_F09	-1.87098701397	red	1	3.2328	0.34142
MGH53_P4_A05	0.38323941586	green3	2	0.3774	0.42868
MGH54_P2_H10	-2.14332092879	red	1	0.15056	6.5806
MGH53_P4_E06	-1.49954259378	red	1	0.1375	5.1867
MGH53_P4_D12	0.481451297759	green3	2	0.32539	0.21039
MGH54_P2_H07	-1.19820475223	red	1	0.055196	4.3099
MGH53_P2_E03	NA	black	0	0	0
MGH53_P1_A05	-1.11792179748	red	1	2.2268	0.1903
MGH36_P7_D12	0.704787699907	green3	2	0.092207	0.10434
MGH53_P4_H03	0.268674353847	green3	2	0.58304	0.27143
MGH53_P2_E05	NA	black	0	2.33	0
MGH36_P4_H11	NA	black	0	0.15834	0
MGH53_P1_B01	-2.62360826573	black	0	0.0043216	6.8034
MGH54_P2_G03	-0.153364813678	green3	2	0.10702	2.148
MGH53_P2_F12	0.344620732131	green3	2	1.4297	3.4208
MGH36_P4_C09	0.630163524087	green3	2	0.1776	0.11636
MGH36_P5_C08	-0.127329547948	green3	2	2.6017	1.7757
MGH36_P4_H06	1.0343901422	green3	2	1.6173	5.3517
MGH36_P10_E01	NA	black	0	0.10165	0
MGH36_P8_E12	-0.790110832222	red	1	0.11103	3.5844
MGH53_P2_C10	-2.49099175401	red	1	4.0005	0.38515
MGH36_P4_H08	-0.990108637678	red	1	0.17505	4.1863
MGH36_P7_F07	-0.843902505201	red	1	1.8663	0.096262
MGH54_P2_A09	1.35245132744	green3	2	2.6232	3.586
MGH36_P6_H11	NA	black	0	0.062122	0
MGH53_P2_E12	NA	black	0	0.14405	0
MGH53_P1_F08	-1.03822914899	red	1	0.30334	4.7292
MGH36_P6_D12	0.122334973082	green3	2	1.0929	5.7687
MGH36_P2_H09	-0.367611975766	red	1	0.16092	2.696
MGH53_P1_C01	-0.848784852498	red	1	0.15575	3.8132
MGH53_P2_F11	-1.12272789222	red	1	0.20414	4.5822
MGH36_P6_H04	-1.52756782332	red	1	2.6325	0.14274
MGH36_P5_G05	0.753481862735	green3	2	0.04684	0.077243
MGH53_P4_B04	-0.821518304838	red	1	0.26183	4.0254
MGH53_P1_E05	NA	black	0	0.30801	0
MGH36_P10_A08	-0.457249336155	red	1	0.15963	2.9088
MGH36_P9_G01	0.426526051134	green3	2	1.8883	2.8244
MGH53_P4_A06	-0.425035433504	red	1	0.29748	3.0433
MGH36_P6_B09	NA	black	0	2.5452	0
MGH54_P2_D09	0.00527886317816	green3	2	0.39506	1.7883
MGH53_P1_E06	-1.33962576542	red	1	0.07861	4.6606
MGH36_P4_A10	NA	black	0	2.568	0
MGH36_P6_B02	NA	black	0	0.073135	0
MGH53_P4_G06	-1.45654163553	red	1	0.37407	6.1878
MGH36_P8_F01	NA	black	0	0	0
MGH36_P9_F06	-0.552902348659	red	1	0.082703	3.0192
MGH36_P5_H04	0.617869869839	green3	2	0.21785	0.055196
MGH53_P1_B03	NA	black	0	3.2444	0
MGH53_P2_D05	-1.47216428699	red	1	3.0623	0.57337
MGH36_P4_G12	-1.34505173426	red	1	0.088142	4.7003
MGH53_P2_D11	-1.26460521464	red	1	3.0127	0.73552
MGH53_P4_C02	0.166811788761	green3	2	0.056584	1.4158
MGH53_P4_F04	0.651937988074	green3	2	0.094912	0.2302
MGH36_P3_D10	NA	black	0	0.24489	0
MGH54_P2_F04	-1.23711561804	red	1	0.085425	4.4707
MGH36_P6_A03	NA	black	0	3.7568	0
MGH53_P1_F07	0.581773085881	green3	2	0.14926	0.30685
MGH36_P5_H08	0.703081998422	green3	2	0.017209	0.24732
MGH54_P2_A04	NA	black	0	0.33685	0
MGH53_P4_E11	NA	black	0	2.614	0
MGH53_P2_G03	0.552778247437	green3	2	0.26664	0.12961
MGH36_P3_F04	2.64440670372	black	0	3.1077	4.4741
MGH54_P2_B02	-0.342950159154	red	1	0.22033	2.7049
MGH36_P5_C07	-0.932843678407	red	1	1.9873	0.13881
MGH53_P2_E02	NA	black	0	3.1316	0
MGH54_P2_F09	NA	black	0	2.1355	0
MGH36_P3_D05	-0.357265554071	red	1	1.6318	0.84479
MGH36_P5_F12	-1.05320651937	red	1	2.0587	0.044044
MGH53_P2_H09	NA	black	0	0.10702	0
MGH54_P2_F07	-0.257347516762	red	1	0.80488	4.3922
MGH36_P5_D10	0.695057308741	green3	2	0.017209	0.26544
MGH54_P2_F11	-1.40854296617	red	1	0.052416	4.721
MGH53_P2_H04	0.402626165459	green3	2	0.44148	0.15704
MGH36_P6_F09	-1.08802333216	red	1	0.11902	4.2497
MGH36_P9_F05	-0.547346128645	red	1	0.51299	4.0604
MGH36_P8_G11	NA	black	0	0.086784	0
MGH54_P2_A07	-2.04047442579	red	1	0.041243	5.8983
MGH36_P7_H06	NA	black	0	0.052416	0
MGH53_P1_A01	NA	black	0	2.1773	0
MGH53_P1_A02	0.573932366352	green3	2	0.17377	0.27977
MGH54_P2_E07	0.754620816782	green3	2	0.035624	0.096262
MGH53_P4_F07	NA	black	0	0	6.8891
MGH53_P2_C05	NA	black	0	0.14012	0
MGH53_P4_H07	0.558541314878	green3	2	0.094912	0.46048
MGH53_P2_C06	NA	black	0	2.0929	0
MGH36_P3_F03	0.704476473313	green3	2	0.10434	0.079975
MGH36_P2_A10	-0.715483268911	red	1	1.7286	0.1003
MGH53_P4_E03	1.74479573814	blue	3	2.2135	4.8119
MGH36_P9_D12	-0.553453570536	red	1	2.0363	0.88986
MGH54_P2_H03	0.184446192915	green3	2	0.7137	0.096262
MGH36_P4_D06	NA	black	0	0.10836	0
MGH53_P2_B03	-0.0969838101668	green3	2	0.926	4.3178
MGH53_P4_F03	-1.46520219527	red	1	0.13619	5.1092
MGH36_P10_E09	NA	black	0	1.8282	0
MGH53_P1_G02	-1.00896861854	red	1	0.23143	4.4003
MGH54_P2_A02	0.00387214077393	green3	2	0.10165	1.7816
MGH36_P3_A07	NA	black	0	0.31034	0
MGH53_P4_E12	-1.01694024043	red	1	2.0983	0.16736
MGH54_P2_A03	-0.439401895311	red	1	1.858	0.9313
MGH53_P4_E10	0.898042384361	green3	2	1.4957	5.7182
MGH54_P2_D08	-1.08854915632	red	1	0.41792	5.3969
MGH36_P8_A02	NA	black	0	3.7352	0
MGH54_P2_B07	-0.94353328219	red	1	0.16092	4.0417
MGH53_P1_B10	-0.604108849721	red	1	0.27381	3.4868
MGH53_P2_F08	-1.31788508877	red	1	3.6366	1.0101
MGH36_P10_A01	-1.16001712044	red	1	0.07861	4.2934
MGH36_P10_F01	1.075993215	green3	2	2.0676	3.9063
MGH53_P4_G03	NA	black	0	2.7111	0
MGH53_P1_F12	1.70200705944	blue	3	3.4007	3.384
MGH36_P4_B03	-1.44671775497	red	1	2.6521	0.2558
MGH54_P2_C07	0.688853303974	green3	2	0.089498	0.14926
MGH53_P1_B02	3.09158243388	black	0	2.8785	5.2733
MGH54_P2_D05	-0.203762347524	red	1	0.13881	2.2839
MGH53_P2_C08	0.0253895876004	green3	2	1.0307	4.8546
MGH53_P4_H09	0.0612914319077	green3	2	0.123	1.6448
MGH36_P8_H02	2.9484474775	black	0	2.7757	5.3002
MGH36_P10_H10	-0.644437945088	red	1	0.056584	3.1765
MGH53_P1_A12	1.99691190503	blue	3	2.5298	4.548
MGH36_P8_F08	NA	black	0	0	0.27858
MGH53_P1_D10	NA	black	0	2.1664	0
MGH53_P4_A09	0.488948358422	green3	2	0.25459	0.35727
MGH53_P2_H08	NA	black	0	1.7364	0
MGH36_P4_A09	0.545043241552	green3	2	0.24001	0.21909
MGH53_P4_C08	-1.72327244133	red	1	3.3852	0.56852
MGH36_P5_E04	-1.17675739616	red	1	0.071763	4.3097
MGH53_P2_A07	0.109347074111	green3	2	2.5218	2.0659
MGH54_P2_G10	-0.194004802287	red	1	0.45312	2.5568
MGH36_P7_E06	0.0442678270284	green3	2	0.11636	1.6862
MGH36_P9_D04	-0.289240620155	red	1	1.2744	0.18777
MGH53_P1_C12	-2.67904601253	black	0	3.7974	0.13093
MGH36_P8_F06	-0.452620196863	red	1	0.0229	2.7351
MGH36_P1_G11	-1.76518842862	red	1	0.025738	5.324
MGH53_P1_F02	NA	black	0	0.46467	0
MGH54_P2_D10	-0.296117617375	red	1	0.65901	3.6025
MGH36_P9_A08	0.208837008692	green3	2	2.5211	2.1938
MGH53_P2_H03	0.6213342511	green3	2	1.6457	3.7808
MGH53_P4_B03	3.64909249893	black	0	2.9402	5.7697
MGH53_P1_F10	1.71419559298	blue	3	3.9207	3.1706
MGH53_P4_B05	NA	black	0	0	4.3905
MGH53_P2_B08	-1.64992525634	red	1	0.13619	5.4981
MGH36_P3_B06	-1.04501965632	red	1	0.31499	4.7933
MGH36_P10_C02	NA	black	0	0	3.5354
MGH36_P2_E05	2.38274599048	blue	3	2.6064	4.9223
MGH54_P2_G09	-1.45114770706	red	1	0.12961	5.0562
MGH54_P2_D12	-0.209646845266	red	1	1.4797	1.0854
MGH53_P2_H02	-2.40074035566	red	1	0.1003	6.8429
MGH36_P8_F11	-0.268543030038	red	1	1.3923	0.68437
MGH53_P2_A10	1.84807251329	blue	3	3.0284	3.769
MGH54_P2_E09	0.420731653362	green3	2	0.075875	0.81721
MGH36_P3_H06	0.205044893286	green3	2	0.15056	1.2804
MGH36_P5_D05	NA	black	0	0.12168	0
MGH54_P2_A11	2.11510763913	blue	3	2.4626	4.8386
MGH54_P2_G04	0.522986703147	green3	2	0.24001	0.2857
MGH36_P6_C01	-1.71305733534	red	1	2.8057	0.12035
MGH53_P2_E06	0.0116770588347	green3	2	2.6243	1.9456
MGH53_P1_E01	3.10038631113	black	0	3.6943	4.2952
MGH36_P1_B01	0.954164261333	green3	2	2.5748	3.1252
MGH54_P2_H04	-0.865498672402	red	1	0.14535	3.8266
MGH36_P2_C05	NA	black	0	0.086784	0
MGH36_P6_H05	NA	black	0	0.075875	0
MGH36_P10_E06	-1.17139842457	red	1	2.3904	0.31615
MGH54_P2_F03	3.28640773745	black	0	2.6738	5.9401
MGH36_P4_B10	-1.31346122701	red	1	0.001442	4.3972
MGH54_P2_F02	-0.8082293396	red	1	0.07861	3.5594
MGH36_P2_E11	-0.0279981313736	green3	2	0.14143	1.8612
MGH54_P2_D11	1.68439367759	blue	3	1.797	6.3384
MGH54_P2_G01	-1.34277423654	red	1	2.633	0.35614
MGH36_P9_D02	-0.585531559478	red	1	1.6262	0.20038
MGH54_P2_E06	NA	black	0	0.088142	0
MGH54_P16_F12	NA	black	0	0	0
MGH53_P5_C12	NA	black	0	0.40708	0
MGH54_P12_C10	NA	black	0	0	0
MGH54_P16_F02	NA	black	0	0	0
MGH54_P11_C11	0.697776046708	green3	2	0.059355	0.18523
MGH53_P1_E03	0.45710163328	green3	2	0.36513	0.18523
MGH54_P15_D06	NA	black	0	0.1865	0
MGH54_P14_F05	NA	black	0	0	0
MGH54_P16_A03	NA	black	0	1.461	0
MGH53_P4_G11	0.555207766743	green3	2	0.27381	0.10299
MGH53_P7_B09	NA	black	0	1.3984	0
MGH54_P17_D11	0.691898193487	green3	2	0.063503	0.19156
MGH54_P10_G04	-0.321244000576	red	1	1.315	0.19912
MGH54_P10_C06	0.561838218777	green3	2	0.2302	0.19156
MGH53_P2_A02	0.636879580017	green3	2	0.10836	0.24245
MGH53_P4_F06	0.601412687814	green3	2	0.096262	0.35276
MGH53_P7_F07	NA	black	0	0.22774	0
MGH53_P11_F06	0.56425989759	green3	2	0.19661	0.25942
MGH53_P5_G02	NA	black	0	1.614	0
MGH53_P1_F09	0.662987019532	green3	2	0.12565	0.14143
MGH53_P11_H03	0.306043299781	green3	2	0.07861	1.0841
MGH53_P10_D11	NA	black	0	0.19409	0
MGH53_P1_A10	NA	black	0	0.090853	0
MGH53_P4_B12	0.657428440973	green3	2	0.11237	0.18269
MGH53_P5_H09	NA	black	0	0.11636	0
MGH53_P9_D07	NA	black	0	3.187	0
MGH53_P11_E03	0.328979244376	green3	2	0.50894	0.25217
MGH53_P1_C02	0.625383962941	green3	2	0.13488	0.22033
MGH53_P10_F11	NA	black	0	1.3414	0
MGH53_P1_E02	NA	black	0	0.76129	0
MGH53_P1_D07	NA	black	0	0	0
MGH53_P6_B01	NA	black	0	0.090853	0
MGH53_P2_G04	-1.00449660196	red	1	2.0659	0.13881
MGH53_P1_C05	0.624752617613	green3	2	0.094912	0.29748
MGH53_P2_G09	NA	black	0	3.3035	0
MGH53_P5_A05	-2.07384309097	red	1	3.6959	0.49057
MGH53_P5_F04	NA	black	0	0	1.1063
MGH53_P10_H03	NA	black	0	3.3465	0
MGH53_P11_F08	0.458827125967	green3	2	0.24853	0.46153
MGH54_P7_F12	NA	black	0	0.097611	0
MGH53_P8_F03	NA	black	0	0.86948	0
MGH53_P11_A07	0.693666050547	green3	2	0.086784	0.14274
MGH53_P6_B11	-1.64998308445	red	1	2.7916	0.17249
MGH53_P4_C07	0.674224487829	green3	2	0.092207	0.18015
MGH53_P6_H06	NA	black	0	0.08134	0
MGH36_P1_A01	NA	black	0	0.123	0
MGH36_P1_A02	NA	black	0	0	0
MGH36_P1_A03	NA	black	0	0.1177	0
MGH36_P1_A04	-0.35858665547	red	1	1.3231	0.056584
MGH36_P1_A05	-0.00464870130471	green3	2	0.23756	1.8111
MGH36_P1_A06	-1.12876811376	red	1	0.12565	4.3558
MGH36_P1_A08	NA	black	0	1.4558	0
MGH36_P1_A10	-0.678639012954	red	1	2.2157	0.84639
MGH36_P1_A12	0.686066401607	green3	2	0.12829	0.075875
MGH36_P1_B02	NA	black	0	0.55582	0
MGH36_P1_B03	NA	black	0	0.12168	0
MGH36_P1_B04	0.69805228496	green3	2	0.079975	0.14535
MGH36_P1_B06	0.730990564457	green3	2	0.075875	0.073135
MGH36_P1_B07	-0.309505074219	red	1	0.04684	2.4568
MGH36_P1_B08	0.700813741552	green3	2	0.074505	0.14926
MGH36_P1_B09	NA	black	0	1.6736	0
MGH36_P1_B10	NA	black	0	0.015783	0
MGH36_P1_B11	-1.05433997633	red	1	0.031395	3.9654
MGH36_P1_B12	NA	black	0	0.10568	0
MGH36_P1_C01	NA	black	0	0.062122	0
MGH36_P1_C03	-0.822556293612	red	1	1.9027	0.20539
MGH36_P1_C05	-1.93477345837	red	1	0.028569	5.6523
MGH36_P1_C06	0.658492635198	green3	2	0.044044	0.30451
MGH36_P1_C07	NA	black	0	0.069015	0
MGH36_P1_C08	0.705294950189	green3	2	0.05797	0.16993
MGH36_P1_C09	0.786070389006	green3	2	0.025738	0.042644
MGH36_P1_C10	0.41495718937	green3	2	0.44255	0.098958
MGH36_P1_C11	0.751064275559	green3	2	0.0229	0.12829
MGH36_P1_D01	NA	black	0	0.28688	0
MGH36_P1_D02	0.176931620737	green3	2	0.67356	0.46362
MGH36_P1_D03	-0.917193708577	red	1	2.0165	0.21412
MGH36_P1_D04	NA	black	0	0.66993	0
MGH36_P1_D06	-0.175337330968	red	1	1.1322	0.13881
MGH36_P1_D07	0.646468918689	green3	2	0.13881	0.15704
MGH36_P1_D08	0.43182362773	green3	2	0.39726	0.18396
MGH36_P1_D09	NA	black	0	0.086784	0
MGH36_P1_D11	NA	black	0	1.3956	0
MGH36_P1_F01	0.749332371917	green3	2	0.067639	0.045443
MGH36_P1_F02	NA	black	0	2.0047	0
MGH36_P1_F03	0.0630560040003	green3	2	1.2222	2.3482
MGH36_P1_F04	0.720948787207	green3	2	0.10299	0.041243
MGH36_P1_F05	0.173680391229	green3	2	0.26063	1.2957
MGH36_P1_F06	NA	black	0	1.2098	0
MGH36_P1_F08	NA	black	0	0	0.10165
MGH36_P1_F11	0.405331963156	green3	2	3.9028	2.2789
MGH36_P1_F12	0.791554467541	green3	2	0.02432	0.032806
MGH36_P1_G02	-0.154135924988	green3	2	0.28924	2.2555
MGH36_P1_G03	0.71780819424	green3	2	0.060739	0.13488
MGH36_P1_G04	0.215652899746	green3	2	0.68077	0.069015
MGH36_P1_G07	-0.717004897063	red	1	0.027154	3.2807
MGH36_P1_G08	-0.877461613874	red	1	0.059355	3.6663
MGH36_P1_G09	0.79526419123	green3	2	0.025738	0.02148
MGH36_P1_H02	-0.256066930554	red	1	0.031395	2.3326
MGH36_P1_H03	-0.197711377034	red	1	1.1473	0.064883
MGH36_P1_H04	-0.0950560691394	green3	2	0.12829	2.0197
MGH36_P1_H05	0.727230367696	green3	2	0.060739	0.11237
MGH36_P1_H06	1.49762403256	blue	3	2.5874	3.8075
MGH36_P1_H07	NA	black	0	0.035624	0
MGH36_P1_H09	NA	black	0	1.3829	0
MGH36_P1_H10	NA	black	0	0	4.1471
MGH36_P3_A01	NA	black	0	0.20163	0
MGH36_P3_A02	NA	black	0	0.19912	0
MGH36_P3_A03	-0.25555590143	red	1	1.4276	0.81885
MGH36_P3_A04	NA	black	0	0.052416	0
MGH36_P3_A05	-0.942924346374	red	1	0.052416	3.7865
MGH36_P3_A08	NA	black	0	3.285	0
MGH36_P3_A09	-0.32825529033	red	1	0.29514	2.7643
MGH36_P3_A10	-0.793215759868	red	1	0.27977	4.0045
MGH36_P3_A12	0.560793359052	green3	2	0.25217	0.14143
MGH36_P3_B02	NA	black	0	0	0
MGH36_P3_B03	NA	black	0	0.36849	0
MGH36_P3_B04	NA	black	0	2.4319	0
MGH36_P3_B09	-0.261040427278	red	1	1.2546	0.25217
MGH36_P3_B10	NA	black	0	0	0.2302
MGH36_P3_B11	0.462764098528	green3	2	0.27381	0.39726
MGH36_P3_B12	-0.950764530213	red	1	2.0377	0.18777
MGH36_P3_C01	0.674541327799	green3	2	0.1003	0.1635
MGH36_P3_C03	0.65128219483	green3	2	0.14143	0.13881
MGH36_P3_C04	0.455859962888	green3	2	0.28688	0.39067
MGH36_P3_C05	-1.39544485532	red	1	2.4795	0.12829
MGH36_P3_C06	0.596223467878	green3	2	0.14535	0.2762
MGH36_P3_C08	0.466089940921	green3	2	0.27858	0.37629
MGH36_P3_C11	-1.30051058773	red	1	0.10702	4.6657
MGH36_P3_C12	-0.0267988648791	green3	2	1.0454	1.291
MGH36_P3_D01	0.386314858975	green3	2	0.23756	0.69688
MGH36_P3_D02	NA	black	0	0	3.9091
MGH36_P3_D03	-1.24954812973	red	1	2.6385	0.46884
MGH36_P3_D04	-0.538587212422	red	1	1.5869	0.23879
MGH36_P3_D07	-1.45212362843	red	1	2.8047	0.39287
MGH36_P3_D08	-0.388108325245	red	1	0.31499	2.9686
MGH36_P3_D09	0.387119820533	green3	2	0.44996	0.19535
MGH36_P3_D11	NA	black	0	0.13356	0
MGH36_P3_E02	-0.7293780515	red	1	0.10702	3.4436
MGH36_P3_E04	0.124948378978	green3	2	0.77568	0.19661
MGH36_P3_E05	0.615250957098	green3	2	0.18777	0.13488
MGH36_P3_E06	0.702615155773	green3	2	0.056584	0.17887
MGH36_P3_E07	-0.445212804822	red	1	1.4324	0.10702
MGH36_P3_E08	0.623970823103	green3	2	0.1776	0.13356
MGH36_P3_E09	1.61330061024	blue	3	2.499	4.0735
MGH36_P3_E10	0.663352274162	green3	2	0.073135	0.24245
MGH36_P3_E11	NA	black	0	0	0.72509
MGH36_P3_E12	NA	black	0	0.14535	0
MGH36_P3_F01	-0.897029341911	red	1	0.094912	3.7816
MGH36_P3_F02	-0.458527474349	red	1	1.5445	0.3774
MGH36_P3_F05	NA	black	0	0.29631	0
MGH36_P3_F06	0.21916367099	green3	2	0.66993	0.12168
MGH36_P3_F07	-0.199150513642	red	1	1.157	0.12035
MGH36_P3_F08	0.526913013434	green3	2	0.18903	0.37962
MGH36_P3_F09	0.665043739397	green3	2	0.052416	0.27501
MGH36_P3_F10	-1.37553385762	red	1	0.17632	5.0602
MGH36_P3_F11	0.474958938506	green3	2	0.29866	0.301
MGH36_P3_F12	NA	black	0	0	0
MGH36_P3_G01	0.517604530171	green3	2	0.31615	0.11103
MGH36_P3_G02	NA	black	0	0	4.9227
MGH36_P3_G03	0.425823052279	green3	2	0.25942	0.54102
MGH36_P3_G04	NA	black	0	0.088142	0
MGH36_P3_G05	0.720450668239	green3	2	0.071763	0.10702
MGH36_P3_G06	NA	black	0	0.26544	0
MGH36_P3_G08	0.632778655664	green3	2	0.11636	0.23756
MGH36_P3_G09	0.645968352567	green3	2	0.066261	0.29631
MGH36_P3_G10	0.498955699341	green3	2	0.18903	0.45733
MGH36_P3_G11	0.650572391636	green3	2	0.1635	0.092207
MGH36_P3_G12	-1.08563899558	red	1	2.1437	0.123
MGH36_P3_H03	NA	black	0	0	0.52005
MGH36_P3_H04	-1.70730712696	red	1	2.8701	0.18903
MGH36_P3_H05	0.615503311976	green3	2	0.084064	0.33914
MGH36_P3_H07	NA	black	0	0.1776	0
MGH36_P3_H08	NA	black	0	0.071763	0
MGH36_P3_H11	0.484876694099	green3	2	0.30217	0.25942
MGH36_P3_H12	-0.392372823571	red	1	0.584	3.7312
MGH36_P4_A01	0.634382263388	green3	2	0.092207	0.27858
MGH36_P4_A02	NA	black	0	0.16479	0
MGH36_P4_A03	NA	black	0	0.4782	0
MGH36_P4_A04	0.423206922493	green3	2	0.31846	0.42761
MGH36_P4_A06	0.950810141487	green3	2	1.9027	3.9897
MGH36_P4_A07	-1.35353158555	red	1	0.038436	4.5728
MGH36_P4_A08	0.576438929337	green3	2	0.11237	0.38736
MGH36_P4_A11	0.5067634455	green3	2	0.28214	0.23756
MGH36_P4_A12	NA	black	0	0.17632	0
MGH36_P4_B02	0.617732480143	green3	2	0.1375	0.23511
MGH36_P4_B04	0.660010563169	green3	2	0.12433	0.15186
MGH36_P4_B05	-1.94156155124	red	1	3.0678	0.14405
MGH36_P4_B06	NA	black	0	2.1306	0
MGH36_P4_B08	NA	black	0	0.12433	0
MGH36_P4_B09	-0.43327558399	red	1	1.4854	0.30918
MGH36_P4_B12	0.658484018273	green3	2	0.092207	0.21909
MGH36_P4_C02	0.680994360617	green3	2	0.10969	0.12829
MGH36_P4_C03	NA	black	0	0	0.27262
MGH36_P4_C04	NA	black	0	0	0
MGH36_P4_C05	-1.36597625056	red	1	2.5067	0.19661
MGH36_P4_C06	-0.857960141407	red	1	0.16221	3.8496
MGH36_P4_C07	0.640343476032	green3	2	0.13356	0.18396
MGH36_P4_C08	-0.8401647742	red	1	1.8722	0.11503
MGH36_P4_C10	0.432783890762	green3	2	0.40163	0.16607
MGH36_P4_C11	0.675603222752	green3	2	0.073135	0.21288
MGH36_P4_C12	-1.12536195846	red	1	0.052416	4.1564
MGH36_P4_D01	0.662881348319	green3	2	0.12829	0.13619
MGH36_P4_D02	-1.40600153324	red	1	0.17887	5.1373
MGH36_P4_D05	NA	black	0	0.60502	0
MGH36_P4_D07	0.614277269928	green3	2	0.17505	0.16607
MGH36_P4_D08	-1.38452037428	red	1	0.079975	4.7558
MGH36_P4_D09	0.0861147782919	green3	2	0.81147	0.40926
MGH36_P4_D10	NA	black	0	1.229	0
MGH36_P4_D11	NA	black	0	0	0.123
MGH36_P4_D12	0.629997702669	green3	2	0.12697	0.22404
MGH36_P4_E01	0.742530282318	green3	2	0.037031	0.12168
MGH36_P4_E02	NA	black	0	0.11503	0
MGH36_P4_E04	0.597359400768	green3	2	0.14012	0.28333
MGH36_P4_E06	0.607707331182	green3	2	0.044044	0.42223
MGH36_P4_E07	-2.23399998131	red	1	3.3633	0.14012
MGH36_P4_E08	NA	black	0	0	0.27501
MGH36_P4_E09	-1.64821052811	red	1	0.14405	5.5256
MGH36_P4_E10	NA	black	0	0.23511	0
MGH36_P4_E11	0.594359039451	green3	2	0.07861	0.39944
MGH36_P4_E12	-3.21951570796	black	0	4.7646	0.36961
MGH36_P4_F01	NA	black	0	0.096262	0
MGH36_P4_F02	0.581303889751	green3	2	0.22033	0.15704
MGH36_P4_F03	0.593287176754	green3	2	0.22033	0.12168
