Cell_name	Zvalue	Color	Cluster	BRCA1	IGF1
MGH53_P5_D01	NA	black	0	0	0
MGH53_P5_D02	NA	black	0	4.6145	0
MGH53_P5_D04	NA	black	0	0	0.70664
MGH53_P5_D05	NA	black	0	0	0
MGH53_P5_D07	NA	black	0	0	0
MGH53_P5_D08	NA	black	0	0	0.81639
MGH53_P5_D09	NA	black	0	0	0
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	NA	black	0	0	0
MGH53_P5_E02	NA	black	0	1.5099	0
MGH53_P5_E03	NA	black	0	0	0.76043
MGH53_P5_E04	NA	black	0	0	0
MGH53_P5_E06	NA	black	0	0	0
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	NA	black	0	0.57434	0
MGH53_P5_E11	NA	black	0	0	0
MGH53_P5_F01	NA	black	0	0	0.31499
MGH53_P5_F03	NA	black	0	0.44784	0
MGH53_P5_F05	NA	black	0	0	0
MGH53_P5_F06	NA	black	0	0	0.70664
MGH53_P5_F07	NA	black	0	0	0
MGH53_P5_F08	NA	black	0	0	0.54201
MGH53_P5_F10	NA	black	0	0.64432	0
MGH53_P5_F11	NA	black	0	0	0.64985
MGH53_P5_G01	NA	black	0	0	0.3505
MGH53_P5_G04	NA	black	0	0	0
MGH53_P5_G05	NA	black	0	0	0.338
MGH53_P5_G07	NA	black	0	0	0
MGH53_P5_G08	NA	black	0	0.3173	0
MGH53_P5_G09	NA	black	0	0	0.14143
MGH53_P5_G10	0.169332094527	green3	2	0.16736	0.053806
MGH53_P5_G11	NA	black	0	0	0.36401
MGH53_P5_H02	NA	black	0	0	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	-9.5484081341e-05	green3	2	0.6526	0.36737
MGH53_P5_H05	NA	black	0	0.69866	0
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	NA	black	0	0	0
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	NA	black	0	0.21039	0
MGH53_P6_A01	0.00944131337694	green3	2	0.76384	0.4489
MGH53_P6_A02	0.0612597855297	green3	2	0.34937	0.18777
MGH53_P6_A03	NA	black	0	0	0
MGH53_P6_A04	NA	black	0	0	0.13881
MGH53_P6_A05	0.103438313454	green3	2	0.24367	0.14143
MGH53_P6_A06	0.104099423677	green3	2	0.17249	0.17377
MGH53_P6_A07	NA	black	0	0	0.14405
MGH53_P6_A08	0.0356644856959	green3	2	0.15056	0.30334
MGH53_P6_A09	-1.04181021863	black	0	3.9513	0.17887
MGH53_P6_A10	0.114624294172	green3	2	0.19661	0.14274
MGH53_P6_A11	NA	black	0	0.14926	0
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	NA	black	0	0	0
MGH53_P6_B03	NA	black	0	0	0
MGH53_P6_B04	NA	black	0	0	0
MGH53_P6_B05	NA	black	0	0.19535	0
MGH53_P6_B06	0.101471266404	green3	2	0.21412	0.16092
MGH53_P6_B07	NA	black	0	0.35502	0
MGH53_P6_B09	NA	black	0	3.5718	0
MGH53_P6_B10	0.0648257226401	green3	2	0.20038	0.24001
MGH53_P6_C01	NA	black	0	0	0
MGH53_P6_C03	0.0676860616613	green3	2	0.32884	0.18142
MGH53_P6_C04	-0.680229943976	black	0	2.2995	0.062122
MGH53_P6_C05	NA	black	0	0.23143	0
MGH53_P6_C06	NA	black	0	0.19409	0
MGH53_P6_C07	NA	black	0	0	0.077243
MGH53_P6_C08	NA	black	0	0.20664	0
MGH53_P6_C09	NA	black	0	0	0.09356
MGH53_P6_C10	NA	black	0	0	0.23756
MGH53_P6_C11	NA	black	0	0	0
MGH53_P6_C12	NA	black	0	0	0.33571
MGH53_P6_D01	NA	black	0	0	0
MGH53_P6_D02	NA	black	0	0	0.49876
MGH53_P6_D03	NA	black	0	0	0.67717
MGH53_P6_D05	NA	black	0	0	0
MGH53_P6_D07	NA	black	0	0	0
MGH53_P6_D08	0.0874309311686	green3	2	0.33457	0.12035
MGH53_P6_D09	NA	black	0	0	0
MGH53_P6_D10	NA	black	0	0	0
MGH53_P6_D11	0.0781352583128	green3	2	0.2461	0.19661
MGH53_P6_D12	NA	black	0	0.94411	0
MGH53_P6_E01	NA	black	0	0	0.17249
MGH53_P6_E02	NA	black	0	0.12961	0
MGH53_P6_E03	0.184642525358	green3	2	0.16221	0.028569
MGH53_P6_E04	NA	black	0	0	0
MGH53_P6_E05	NA	black	0	0	0
MGH53_P6_E06	NA	black	0	0.27739	0
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	NA	black	0	0	0.38184
MGH53_P6_E09	NA	black	0	0	0.18777
MGH53_P6_E10	NA	black	0	0	0
MGH53_P6_F01	NA	black	0	0	0
MGH53_P6_F02	NA	black	0	0	0.31615
MGH53_P6_F03	NA	black	0	0	0.074505
MGH53_P6_F04	NA	black	0	0	0.38294
MGH53_P6_F05	NA	black	0	0	0.16479
MGH53_P6_F06	NA	black	0	0	0.092207
MGH53_P6_F07	NA	black	0	0	0.20163
MGH53_P6_F08	NA	black	0	0	0
MGH53_P6_F09	NA	black	0	0.1635	0
MGH53_P6_F10	NA	black	0	0	0
MGH53_P6_G01	NA	black	0	0	0
MGH53_P6_G02	NA	black	0	0	0.048236
MGH53_P6_G03	0.063849639607	green3	2	0.23266	0.23266
MGH53_P6_G04	0.137274316697	green3	2	0.12961	0.13225
MGH53_P6_G05	NA	black	0	0	0
MGH53_P6_G06	NA	black	0	0	0
MGH53_P6_G07	NA	black	0	0	0.38847
MGH53_P6_G08	NA	black	0	0	0.29514
MGH53_P6_G09	NA	black	0	0	0
MGH53_P6_G10	NA	black	0	0	0
MGH53_P6_G11	NA	black	0	0	0.066261
MGH53_P6_H01	NA	black	0	0.46989	0
MGH53_P6_H02	0.14468837841	green3	2	0.17887	0.09356
MGH53_P6_H03	NA	black	0	0	0
MGH53_P6_H04	NA	black	0	0	0
MGH53_P6_H05	NA	black	0	0.24489	0
MGH53_P6_H07	NA	black	0	0.43189	0
MGH53_P6_H09	NA	black	0	0	0.018634
MGH53_P6_H10	NA	black	0	0	0
MGH53_P6_H11	-0.687074919278	black	0	3.8146	0.26063
MGH53_P7_A01	NA	black	0	0	0
MGH53_P7_A02	NA	black	0	0	0
MGH53_P7_A03	NA	black	0	0	0.23756
MGH53_P7_A04	0.123532630306	green3	2	0.21661	0.1137
MGH53_P7_A05	NA	black	0	0	0.10568
MGH53_P7_A06	NA	black	0	0	0.12565
MGH53_P7_A07	NA	black	0	0	0
MGH53_P7_A09	NA	black	0	0	0
MGH53_P7_A11	0.0595265107609	green3	2	0.21288	0.24732
MGH53_P7_A12	NA	black	0	0.52406	0
MGH53_P7_B01	NA	black	0	0	0
MGH53_P7_B02	NA	black	0	0.47923	0
MGH53_P7_B03	NA	black	0	0	0
MGH53_P7_B04	NA	black	0	0	0
MGH53_P7_B05	NA	black	0	0	0
MGH53_P7_B06	NA	black	0	0	0.21909
MGH53_P7_B07	0.170217205534	green3	2	0.14274	0.067639
MGH53_P7_B08	NA	black	0	0	0
MGH53_P7_B10	-0.378166794392	black	0	1.5548	0.044044
MGH53_P7_B11	NA	black	0	0	0
MGH53_P7_B12	NA	black	0	0	0.12433
MGH53_P7_C01	NA	black	0	0	0.18269
MGH53_P7_C02	NA	black	0	0	0
MGH53_P7_C03	NA	black	0	0.92752	0
MGH53_P7_C04	0.0952539848997	green3	2	0.28214	0.1375
MGH53_P7_C05	NA	black	0	3.1755	0
MGH53_P7_C06	NA	black	0	0	0.14405
MGH53_P7_C07	NA	black	0	0	0.1776
MGH53_P7_C09	NA	black	0	0.21785	0
MGH53_P7_C11	0.141865908541	green3	2	0.12961	0.12433
MGH53_P7_C12	NA	black	0	0	0
MGH53_P7_D01	NA	black	0	0.43082	0
MGH53_P7_D02	NA	black	0	0	0
MGH53_P7_D03	NA	black	0	0	0.20789
MGH53_P7_D04	NA	black	0	0	0.21537
MGH53_P7_D05	NA	black	0	0	0.419
MGH53_P7_D06	NA	black	0	0	0.18903
MGH53_P7_D07	NA	black	0	0	0
MGH53_P7_D10	0.227076770669	green3	2	0.049631	0.028569
MGH53_P7_D11	NA	black	0	0	0.61259
MGH53_P7_D12	NA	black	0	0	0
MGH53_P7_E01	NA	black	0	0.29042	0
MGH53_P7_E02	NA	black	0	0	0
MGH53_P7_E03	NA	black	0	0	0
MGH53_P7_E04	NA	black	0	0	0
MGH53_P7_E05	NA	black	0	0	0
MGH53_P7_E06	0.00022773471213	green3	2	0.35163	0.36961
MGH53_P7_E07	NA	black	0	0	0.10165
MGH53_P7_E08	0.0984356250358	green3	2	0.32998	0.092207
MGH53_P7_E09	NA	black	0	0	0.079975
MGH53_P7_E10	NA	black	0	0.18777	0
MGH53_P7_E11	NA	black	0	0	0
MGH53_P7_E12	NA	black	0	0	0.073135
MGH53_P7_F01	NA	black	0	0.21661	0
MGH53_P7_F02	NA	black	0	0.47197	0
MGH53_P7_F04	NA	black	0	0	0.08134
MGH53_P7_F05	0.1305965427	green3	2	0.2228	0.094912
MGH53_P7_F06	NA	black	0	0	0.27977
MGH53_P7_F08	NA	black	0	0	0.10568
MGH53_P7_F09	NA	black	0	0	0.37184
MGH53_P7_F10	NA	black	0	0.20914	0
MGH53_P7_F11	NA	black	0	0	0.11503
MGH53_P7_F12	NA	black	0	0	0.1177
MGH53_P7_G01	NA	black	0	0	0.45101
MGH53_P7_G03	NA	black	0	0	0
MGH53_P7_G04	NA	black	0	0.19156	0
MGH53_P7_G05	NA	black	0	0	0.09356
MGH53_P7_G06	NA	black	0	0	0.08134
MGH53_P7_G07	NA	black	0	0.12961	0
MGH53_P7_G08	NA	black	0	0	0.16736
MGH53_P7_G09	NA	black	0	0	0.10434
MGH53_P7_G10	NA	black	0	0	0
MGH53_P7_G11	NA	black	0	0.11237	0
MGH53_P7_G12	NA	black	0	0	0.15186
MGH53_P7_H01	0.0372860803642	green3	2	0.49774	0.14274
MGH53_P7_H02	NA	black	0	0	0.1903
MGH53_P7_H03	NA	black	0	0	0.36289
MGH53_P7_H04	NA	black	0	0.29278	0
MGH53_P7_H05	NA	black	0	0	0.11902
MGH53_P7_H06	NA	black	0	0	0.09356
MGH53_P7_H07	NA	black	0	0	0
MGH53_P7_H08	NA	black	0	0	0
MGH53_P7_H10	NA	black	0	0.24975	0
MGH53_P7_H11	NA	black	0	0	0
MGH53_P7_H12	NA	black	0	0	0.10299
MGH53_P8_A01	NA	black	0	0	0
MGH53_P8_A02	0.124317938218	green3	2	0.16607	0.13881
MGH53_P8_A03	0.10624051592	green3	2	0.11902	0.18903
MGH53_P8_A04	NA	black	0	0	0
MGH53_P8_A05	NA	black	0	0	0
MGH53_P8_A06	NA	black	0	0	0.16221
MGH53_P8_A07	0.0371001791843	green3	2	0.41792	0.22774
MGH53_P8_A08	NA	black	0	0	0
MGH53_P8_A09	NA	black	0	0	0
MGH53_P8_A10	0.0933056158804	green3	2	0.22033	0.17505
MGH53_P8_A11	NA	black	0	0.1865	0
MGH53_P8_A12	NA	black	0	0	0
MGH53_P8_B03	NA	black	0	0	0.47405
MGH53_P8_B04	NA	black	0	0	0
MGH53_P8_B08	NA	black	0	0	0
MGH53_P8_B09	NA	black	0	0	0
MGH53_P8_B10	NA	black	0	0	0
MGH53_P8_B11	NA	black	0	2.6717	0
MGH53_P8_B12	NA	black	0	0	0
MGH53_P8_C01	NA	black	0	0	0.1635
MGH53_P8_C02	NA	black	0	0	0
MGH53_P8_C03	NA	black	0	0	0
MGH53_P8_C04	NA	black	0	0	0
MGH53_P8_C08	0.107109281318	green3	2	0.21412	0.14926
MGH53_P8_C09	NA	black	0	0	0.10836
MGH53_P8_C10	0.123105862181	green3	2	0.22033	0.11237
MGH53_P8_C11	NA	black	0	0	0
MGH53_P8_C12	NA	black	0	0.61824	0
MGH53_P8_D01	NA	black	0	1.7506	0
MGH53_P8_D02	0.159683866847	green3	2	0.19283	0.055196
MGH53_P8_D03	NA	black	0	0	0.419
MGH53_P8_D04	NA	black	0	0	0.22157
MGH53_P8_D05	NA	black	0	0	0.15186
MGH53_P8_D06	NA	black	0	0.22774	0
MGH53_P8_D07	NA	black	0	0	0
MGH53_P8_D08	NA	black	0	0	0.14143
MGH53_P8_D09	NA	black	0	0	0
MGH53_P8_D10	NA	black	0	0	0
MGH53_P8_D11	NA	black	0	0	0
MGH53_P8_E01	NA	black	0	0	0
MGH53_P8_E03	NA	black	0	0	0
MGH53_P8_E04	0.0632724003946	green3	2	0.34369	0.18523
MGH53_P8_E05	NA	black	0	0	0
MGH53_P8_E06	NA	black	0	0	3.5318
MGH53_P8_E07	NA	black	0	0	0.39726
MGH53_P8_E08	NA	black	0	0	0.16221
MGH53_P8_E09	NA	black	0	0	0
MGH53_P8_E10	NA	black	0	0	0
MGH53_P8_E11	NA	black	0	0	0
MGH53_P8_F01	NA	black	0	0	0.17249
MGH53_P8_F02	NA	black	0	0	0.46258
MGH53_P8_F04	NA	black	0	0	0
MGH53_P8_F05	NA	black	0	0	0.19409
MGH53_P8_F06	0.130644397705	green3	2	0.20539	0.10568
MGH53_P8_F07	NA	black	0	0	0
MGH53_P8_F08	0.0731996874457	green3	2	0.39726	0.10702
MGH53_P8_F09	0.204001003381	green3	2	0.085425	0.044044
MGH53_P8_F11	NA	black	0	0.16736	0
MGH53_P8_G01	NA	black	0	0	0.17121
MGH53_P8_G02	NA	black	0	0	0
MGH53_P8_G03	NA	black	0	0.63877	0
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	NA	black	0	0	0
MGH53_P8_G06	NA	black	0	0	0
MGH53_P8_G07	NA	black	0	0	0
MGH53_P8_G08	NA	black	0	0	0
MGH53_P8_G09	NA	black	0	0.17887	0
MGH53_P8_G10	NA	black	0	0	0
MGH53_P8_G11	-0.400110201125	black	0	2.0925	0.17249
MGH53_P8_G12	NA	black	0	0	0
MGH53_P8_H01	NA	black	0	0	0
MGH53_P8_H02	NA	black	0	0	0.12168
MGH53_P8_H03	NA	black	0	0	0.16993
MGH53_P8_H04	0.0335350054992	green3	2	0.51702	0.13225
MGH53_P8_H05	NA	black	0	0	0
MGH53_P8_H06	NA	black	0	0	0.14535
MGH53_P8_H07	NA	black	0	0	0
MGH53_P8_H08	NA	black	0	0.4782	0
MGH53_P8_H09	0.194431152837	green3	2	0.1003	0.051024
MGH53_P8_H10	0.0300237833009	green3	2	0.21412	0.30685
MGH53_P8_H11	NA	black	0	0	0
MGH53_P8_H12	NA	black	0	0	1.1003
MGH53_P1_A03	NA	black	0	0	0.20289
MGH53_P1_A04	NA	black	0	0.16736	0
MGH53_P1_A06	0.078294682925	green3	2	0.12168	0.23511
MGH53_P1_A07	0.150734047298	green3	2	0.14666	0.1003
MGH53_P1_A08	NA	black	0	0.15316	0
MGH53_P1_B04	NA	black	0	0.42008	0
MGH53_P1_B08	NA	black	0	0	0.2302
MGH53_P1_B09	NA	black	0	0.29631	0
MGH53_P1_B11	0.135790054032	green3	2	0.18777	0.10568
MGH53_P1_C03	NA	black	0	0	0
MGH53_P1_C06	NA	black	0	0.15834	0
MGH53_P1_C09	0.0708039437006	green3	2	0.40054	0.11237
MGH53_P1_C10	NA	black	0	0	0
MGH53_P1_D01	NA	black	0	0	0
MGH53_P1_D05	NA	black	0	0	0
MGH53_P1_D12	NA	black	0	0	0.15056
MGH53_P1_E09	0.00595928862679	green3	2	0.61164	0.18142
MGH53_P1_E12	0.161596371234	green3	2	0.13093	0.089498
MGH53_P12_A01	NA	black	0	0.17632	0
MGH53_P12_A02	NA	black	0	0	0.13881
MGH53_P12_A03	NA	black	0	0	0
MGH53_P12_A04	0.0973778142636	green3	2	0.30801	0.1137
MGH53_P12_A05	NA	black	0	0	0.09356
MGH53_P12_A06	NA	black	0	0	0
MGH53_P12_A08	NA	black	0	0	0.12035
MGH53_P12_A09	NA	black	0	0.12433	0
MGH53_P12_A10	NA	black	0	0	0.37072
MGH53_P12_A11	NA	black	0	0.17121	0
MGH53_P12_A12	NA	black	0	0	0.079975
MGH53_P12_B01	NA	black	0	0	0.12829
MGH53_P12_B02	NA	black	0	0	0
MGH53_P12_B03	NA	black	0	0	0
MGH53_P12_B04	0.107950050411	green3	2	0.16736	0.16864
MGH53_P12_B05	NA	black	0	0	0
MGH53_P12_B06	0.0644023889208	green3	2	0.055196	0.26903
MGH53_P12_B07	NA	black	0	0	0
MGH53_P12_B08	NA	black	0	0	0
MGH53_P12_B09	NA	black	0	0.13093	0
MGH53_P12_B11	NA	black	0	0	0
MGH53_P12_B12	NA	black	0	0.15186	0
MGH53_P12_C01	NA	black	0	0	0.086784
MGH53_P12_C02	NA	black	0	0	0.26424
MGH53_P12_C03	NA	black	0	0.24123	0
MGH53_P12_C04	0.051541008061	green3	2	0.44573	0.14012
MGH53_P12_C05	NA	black	0	0	0.12697
MGH53_P12_C06	NA	black	0	0.10299	0
MGH53_P12_C07	NA	black	0	0	0.12433
MGH53_P12_C08	NA	black	0	0	0
MGH53_P12_C09	NA	black	0	0	0
MGH53_P12_C10	NA	black	0	0	0
MGH53_P12_C11	NA	black	0	0	0
MGH53_P12_C12	NA	black	0	0	0
MGH53_P12_D01	NA	black	0	0	0
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	NA	black	0	0	0
MGH53_P12_D04	NA	black	0	0	0
MGH53_P12_D05	NA	black	0	0	0
MGH53_P12_D06	NA	black	0	0	0
MGH53_P12_D07	NA	black	0	0	0.055196
MGH53_P12_D08	0.130842403763	green3	2	0.19787	0.10969
MGH53_P12_D09	NA	black	0	0	0
MGH53_P12_D10	NA	black	0	0.18015	0
MGH53_P12_D11	0.12048153211	green3	2	0.16736	0.14535
MGH53_P12_D12	NA	black	0	0	0.071763
MGH53_P12_E01	0.0460446184879	green3	2	0.15445	0.28451
MGH53_P12_E02	NA	black	0	0	0
MGH53_P12_E03	NA	black	0	0	0.14926
MGH53_P12_E04	NA	black	0	0	0
MGH53_P12_E05	NA	black	0	0	0.18903
MGH53_P12_E06	NA	black	0	0	0
MGH53_P12_E07	NA	black	0	3.4733	0
MGH53_P12_E08	0.160882151549	green3	2	0.14796	0.08134
MGH53_P12_E09	NA	black	0	0	0
MGH53_P12_E10	NA	black	0	0	0.063503
MGH53_P12_E12	NA	black	0	0	0
MGH53_P12_F01	NA	black	0	0	0
MGH53_P12_F02	NA	black	0	0	0.15186
MGH53_P12_F03	NA	black	0	0.17887	0
MGH53_P12_F04	NA	black	0	0	0.31267
MGH53_P12_F06	0.100510485179	green3	2	0.24367	0.14796
MGH53_P12_F07	NA	black	0	0	0.12829
MGH53_P12_F08	NA	black	0	0	0.27262
MGH53_P12_F09	NA	black	0	0	0.088142
MGH53_P12_F10	0.131993735463	green3	2	0.14143	0.13619
MGH53_P12_F11	0.175974029664	green3	2	0.13488	0.062122
MGH53_P12_F12	0.202154518098	green3	2	0.073135	0.053806
MGH53_P12_G01	-0.973434077052	black	0	3.2217	0.10969
MGH53_P12_G03	0.189688457746	green3	2	0.16092	0.020058
MGH53_P12_G04	NA	black	0	0	0.21039
MGH53_P12_G07	NA	black	0	0	0
MGH53_P12_G08	0.15301444713	green3	2	0.1635	0.086784
MGH53_P12_G09	0.0314363515093	green3	2	0.37184	0.27023
MGH53_P12_G10	NA	black	0	0	0
MGH53_P12_G11	NA	black	0	0	0.1003
MGH53_P12_G12	NA	black	0	0	0.1177
MGH53_P12_H01	NA	black	0	0	0.086784
MGH53_P12_H02	NA	black	0	2.4346	0
MGH53_P12_H03	NA	black	0	0	0
MGH53_P12_H04	NA	black	0	0	0.40381
MGH53_P12_H05	NA	black	0	0	0
MGH53_P12_H06	NA	black	0	0.41684	0
MGH53_P12_H07	NA	black	0	0	0.071763
MGH53_P12_H08	NA	black	0	0	0.29631
MGH53_P12_H09	NA	black	0	0	0
MGH53_P12_H10	NA	black	0	0	0.22404
MGH53_P12_H11	NA	black	0	0	0
MGH53_P12_H12	NA	black	0	1.5792	0
MGH53_P2_A09	0.0605744377096	green3	2	0.44467	0.098958
MGH53_P2_A11	0.144432848767	green3	2	0.1865	0.089498
MGH53_P2_A12	NA	black	0	0	0
MGH53_P2_B05	0.113160565812	green3	2	0.29631	0.08134
MGH53_P2_B07	0.0354500496839	green3	2	0.34255	0.26784
MGH53_P2_B09	0.165945472641	green3	2	0.14405	0.074505
MGH53_P2_B10	NA	black	0	0	0
MGH53_P2_C01	0.218918400312	green3	2	0.010064	0.060739
MGH53_P2_C02	NA	black	0	0	0
MGH53_P2_C03	NA	black	0	0	0.088142
MGH53_P2_C07	-0.0134660111529	green3	2	0.71017	0.21537
MGH53_P2_C09	NA	black	0	0.34142	0
MGH53_P2_D01	0.182767328801	green3	2	0.12433	0.056584
MGH53_P2_D02	NA	black	0	0	0
MGH53_P2_D07	NA	black	0	0	0
MGH53_P2_D08	NA	black	0	0	0
MGH53_P2_D12	NA	black	0	0	0.11503
MGH53_P2_E04	0.150100454615	green3	2	0.1635	0.092207
MGH53_P2_E10	NA	black	0	0	0.10969
MGH53_P2_F02	NA	black	0	0	0.1177
MGH53_P2_F03	0.121775151455	green3	2	0.2228	0.1137
MGH53_P2_F04	NA	black	0	0	0.22157
MGH53_P2_F05	NA	black	0	0	0.57337
MGH53_P2_G02	NA	black	0	0	0.35952
MGH53_P2_G07	NA	black	0	3.8347	0
MGH53_P2_H01	0.0376772966977	green3	2	0.11636	0.30334
MGH53_P10_A01	0.0309309324153	green3	2	0.40817	0.25701
MGH53_P10_A02	-0.0246724726081	green3	2	0.71458	0.10969
MGH53_P10_A03	-1.48084929507	black	0	5.4231	0.21412
MGH53_P10_A04	NA	black	0	0	0.09356
MGH53_P10_A05	NA	black	0	0	0
MGH53_P10_A06	0.163196920379	green3	2	0.052416	0.123
MGH53_P10_A07	NA	black	0	0.0086303	0
MGH53_P10_A08	NA	black	0	0	0
MGH53_P10_A09	NA	black	0	0	0.084064
MGH53_P10_A10	NA	black	0	0	0.24367
MGH53_P10_A11	0.055107169912	green3	2	0.36401	0.19787
MGH53_P10_A12	NA	black	0	0	0.052416
MGH53_P10_B01	NA	black	0	0	0.15963
MGH53_P10_B02	0.117171710928	green3	2	0.15445	0.15704
MGH53_P10_B03	NA	black	0	0	0
MGH53_P10_B04	NA	black	0	0	0.36849
MGH53_P10_B05	NA	black	0	0	0.14274
MGH53_P10_B06	-1.07850251469	black	0	4.4201	0.21412
MGH53_P10_B07	NA	black	0	0	0
MGH53_P10_B08	NA	black	0	0	0
MGH53_P10_B09	NA	black	0	0	0.10969
MGH53_P10_B10	NA	black	0	0	0
MGH53_P10_B11	NA	black	0	0.20163	0
MGH53_P10_B12	0.147272642651	green3	2	0.17505	0.090853
MGH53_P10_C01	NA	black	0	0	0
MGH53_P10_C02	0.0608894592665	green3	2	0.42116	0.12829
MGH53_P10_C03	NA	black	0	0	0.084064
MGH53_P10_C04	0.147667026735	green3	2	0.17377	0.090853
MGH53_P10_C05	NA	black	0	0	0.18523
MGH53_P10_C06	0.086718956045	green3	2	0.18269	0.20289
MGH53_P10_C07	NA	black	0	0	0.34028
MGH53_P10_C08	0.137530434091	green3	2	0.21288	0.086784
MGH53_P10_C09	NA	black	0	0	0
MGH53_P10_C10	0.0761484697449	green3	2	0.33113	0.15575
MGH53_P10_C11	0.145077957524	green3	2	0.15834	0.10434
MGH53_P10_C12	NA	black	0	0.22033	0
MGH53_P10_D01	NA	black	0	0	0.089498
MGH53_P10_D02	NA	black	0	0.1903	0
MGH53_P10_D03	NA	black	0	0.97453	0
MGH53_P10_D04	0.147938992121	green3	2	0.19912	0.074505
MGH53_P10_D05	-0.00680484075884	green3	2	0.53605	0.42761
MGH53_P10_D06	NA	black	0	0	0
MGH53_P10_D07	NA	black	0	0	0.14012
MGH53_P10_D08	NA	black	0	0	0
MGH53_P10_D09	NA	black	0	0	0.089498
MGH53_P10_D12	0.128969486062	green3	2	0.20664	0.10836
MGH53_P10_E01	0.146634478732	green3	2	0.17249	0.09356
MGH53_P10_E03	NA	black	0	0	0.15186
MGH53_P10_E04	NA	black	0	0.20664	0
MGH53_P10_E05	NA	black	0	0	0
MGH53_P10_E06	NA	black	0	0.39726	0
MGH53_P10_E07	NA	black	0	0	0.3115
MGH53_P10_E08	0.014075086332	green3	2	0.37629	0.32539
MGH53_P10_E09	NA	black	0	0	0.90149
MGH53_P10_E10	NA	black	0	0	0
MGH53_P10_E11	NA	black	0	0.097611	0
MGH53_P10_E12	NA	black	0	0.16221	0
MGH53_P10_F01	NA	black	0	0	0
MGH53_P10_F02	NA	black	0	0	0.1003
MGH53_P10_F03	NA	black	0	0	0.071763
MGH53_P10_F04	NA	black	0	0	0.38405
MGH53_P10_F05	NA	black	0	0	0.21661
MGH53_P10_F06	NA	black	0	0	0
MGH53_P10_F07	NA	black	0	0	0.092207
MGH53_P10_F08	NA	black	0	0	0.14143
MGH53_P10_F09	NA	black	0	0	0
MGH53_P10_F10	NA	black	0	0	0
MGH53_P10_F12	-1.16272677748	black	0	3.2717	0.055196
MGH53_P10_G01	NA	black	0	0.14666	0
MGH53_P10_G02	NA	black	0	0.15056	0
MGH53_P10_G03	NA	black	0	0	0.079975
MGH53_P10_G04	0.0652701998074	green3	2	0.34028	0.18142
MGH53_P10_G05	0.0984625995644	green3	2	0.18015	0.18142
MGH53_P10_G07	NA	black	0	0	0.10969
MGH53_P10_G08	0.105408108445	green3	2	0.28924	0.10702
MGH53_P10_G09	NA	black	0	0.22033	0
MGH53_P10_G11	NA	black	0	0	0.066261
MGH53_P10_H01	NA	black	0	0	0.10568
MGH53_P10_H02	NA	black	0	3.9033	0
MGH53_P10_H04	0.0486591960905	green3	2	0.30334	0.24489
MGH53_P10_H05	NA	black	0	0	0.064883
MGH53_P10_H06	NA	black	0	0	0.13225
MGH53_P10_H07	0.0987225117505	green3	2	0.17887	0.18142
MGH53_P10_H08	NA	black	0	0	0.20038
MGH53_P10_H09	NA	black	0	0	0.056584
MGH53_P10_H10	NA	black	0	0	0.26903
MGH53_P10_H11	NA	black	0	0	0.51904
MGH53_P11_A01	NA	black	0	0	0
MGH53_P11_A02	NA	black	0	0	0
MGH53_P11_A03	NA	black	0	0.12961	0
MGH53_P11_A04	NA	black	0	0	0.24001
MGH53_P11_A06	NA	black	0	0	0.15056
MGH53_P11_A08	NA	black	0	0	0.1003
MGH53_P11_A09	NA	black	0	0	0.18777
MGH53_P11_A10	NA	black	0	0.14535	0
MGH53_P11_A11	0.080574539667	green3	2	0.20664	0.20664
MGH53_P11_A12	0.113855956063	green3	2	0.15963	0.16092
MGH53_P11_B01	0.1740395341	green3	2	0.16864	0.044044
MGH53_P11_B02	NA	black	0	0.37851	0
MGH53_P11_B04	0.20016460786	green3	2	0.15963	0.001442
MGH53_P11_B05	NA	black	0	0	0.16864
MGH53_P11_B06	-0.358747685614	black	0	1.5926	0.075875
MGH53_P11_B07	NA	black	0	0	0.22774
MGH53_P11_B08	NA	black	0	0	0
MGH53_P11_B09	NA	black	0	0	0.22157
MGH53_P11_B11	NA	black	0	0	0.20414
MGH53_P11_B12	NA	black	0	0	0
MGH53_P11_C01	NA	black	0	0.15445	0
MGH53_P11_C02	NA	black	0	0	0
MGH53_P11_C03	NA	black	0	0	0.19661
MGH53_P11_C04	NA	black	0	0	0
MGH53_P11_C05	0.153339423788	green3	2	0.16479	0.085425
MGH53_P11_C06	NA	black	0	0	0
MGH53_P11_C07	NA	black	0	0.22527	0
MGH53_P11_C08	NA	black	0	0	0.085425
MGH53_P11_C09	NA	black	0	0	0
MGH53_P11_C10	NA	black	0	2.2966	0
MGH53_P11_C11	NA	black	0	0	0.13619
MGH53_P11_C12	NA	black	0	0	0
MGH53_P11_D01	0.0388045946953	green3	2	0.27501	0.27739
MGH53_P11_D02	NA	black	0	1.1725	0
