Cell_name	Zvalue	Color	Cluster	HLA-E	MYC
MGH36_P6_F06	NA	black	0	4.9632	0
MGH36_P6_F07	NA	black	0	0	4.4215
MGH36_P6_F08	NA	black	0	0	5.0588
MGH36_P6_F10	NA	black	0	5.4349	0
MGH36_P6_F12	NA	black	0	1.5331	0
MGH36_P6_G01	NA	black	0	0	3.7141
MGH36_P6_G02	NA	black	0	6.4697	0
MGH36_P6_G03	NA	black	0	0	0
MGH36_P6_G04	NA	black	0	0	0
MGH36_P6_G05	NA	black	0	0	0.42331
MGH36_P6_G06	NA	black	0	0	0
MGH36_P6_G07	NA	black	0	0.40381	0
MGH36_P6_G08	2.2354984184	black	0	7.4866	5.4186
MGH36_P6_G09	0.54479933098	green3	2	3.867	4.8827
MGH36_P6_G10	NA	black	0	4.1614	0
MGH36_P6_G11	NA	black	0	0.16479	0
MGH36_P6_G12	NA	black	0	4.9423	0
MGH36_P6_H06	NA	black	0	0.53804	0
MGH36_P6_H07	NA	black	0	0	0
MGH36_P6_H10	0.111758722618	green3	2	1.0115	2.9968
MGH36_P6_H12	-0.0318423212961	green3	2	2.0165	0.1375
MGH36_P7_A01	NA	black	0	0	0
MGH36_P7_A02	NA	black	0	0.012926	0
MGH36_P7_A03	NA	black	0	0.46571	0
MGH36_P7_A04	NA	black	0	6.1969	0
MGH36_P7_A06	NA	black	0	0.17505	0
MGH36_P7_A07	NA	black	0	0.74157	0
MGH36_P7_A08	NA	black	0	0.89685	0
MGH36_P7_A09	NA	black	0	3.4507	0
MGH36_P7_A10	NA	black	0	0	0
MGH36_P7_A11	NA	black	0	0	0
MGH36_P7_A12	NA	black	0	5.884	0
MGH36_P7_B01	NA	black	0	0	0
MGH36_P7_B02	NA	black	0	6.6339	0
MGH36_P7_B03	NA	black	0	0	0
MGH36_P7_B04	NA	black	0	0.27501	0
MGH36_P7_B06	NA	black	0	0	0
MGH36_P7_B07	NA	black	0	0	2.6875
MGH36_P7_B08	NA	black	0	5.6164	0
MGH36_P7_B09	NA	black	0	0	0
MGH36_P7_B10	NA	black	0	0.22157	0
MGH36_P7_B11	NA	black	0	0.25096	0
MGH36_P7_B12	NA	black	0	0	0
MGH36_P7_C11	-0.267098695158	green3	2	0.28688	4.1294
MGH36_P7_D01	NA	black	0	0	0
MGH36_P7_D02	NA	black	0	0	0
MGH36_P7_D03	NA	black	0	0	0
MGH36_P7_D05	NA	black	0	0.59359	0
MGH36_P7_D06	NA	black	0	6.2843	0
MGH36_P7_D07	-0.251296639513	green3	2	0.55582	4.2029
MGH36_P7_D08	NA	black	0	0	0
MGH36_P7_D09	NA	black	0	0	2.3374
MGH36_P7_D10	NA	black	0	0.12697	0
MGH36_P7_D11	NA	black	0	0	0
MGH36_P7_E01	NA	black	0	0.4916	0
MGH36_P7_E03	NA	black	0	0.6397	0
MGH36_P7_E04	NA	black	0	0	0
MGH36_P7_E05	NA	black	0	0.3584	0
MGH36_P7_E07	NA	black	0	0	0
MGH36_P7_E08	NA	black	0	0	0
MGH36_P7_E10	NA	black	0	0	0
MGH36_P7_E12	NA	black	0	6.2645	0
MGH36_P7_F01	NA	black	0	0	0
MGH36_P7_F02	-2.95705172057	black	0	5.92	0.1903
MGH36_P7_F03	NA	black	0	0.50284	0
MGH36_P7_F04	NA	black	0	0.24853	0
MGH36_P7_F06	NA	black	0	0	0
MGH36_P7_F08	NA	black	0	0.6951	0
MGH36_P7_F09	-0.102201615258	green3	2	4.3117	3.3173
MGH36_P7_F10	NA	black	0	0	0
MGH36_P7_F11	NA	black	0	0.17632	0
MGH36_P7_F12	NA	black	0	0	0
MGH36_P7_G01	NA	black	0	0	0
MGH36_P7_G02	NA	black	0	0	0
MGH36_P7_G03	NA	black	0	0	0
MGH36_P7_G04	NA	black	0	0	0
MGH36_P7_G05	NA	black	0	0	0
MGH36_P7_G06	0.887476517647	blue	3	6.4604	4.4513
MGH36_P7_G08	NA	black	0	5.7875	0
MGH36_P7_G09	NA	black	0	0.6173	0
MGH36_P7_G10	NA	black	0	0.37851	0
MGH36_P7_G11	NA	black	0	0.36961	0
MGH36_P7_H01	NA	black	0	6.5274	0
MGH36_P7_H02	NA	black	0	0.12433	0
MGH36_P7_H03	NA	black	0	3.9014	0
MGH36_P7_H04	NA	black	0	0	0
MGH36_P7_H07	NA	black	0	1.2522	0
MGH36_P7_H08	NA	black	0	1.0144	0
MGH36_P7_H10	NA	black	0	0	0
MGH36_P7_H11	NA	black	0	0	0
MGH36_P7_H12	NA	black	0	6.3151	0
MGH36_P5_A02	NA	black	0	0	1.4212
MGH36_P5_A03	NA	black	0	0	0
MGH36_P5_A05	NA	black	0	0	0
MGH36_P5_A06	NA	black	0	0	0
MGH36_P5_A07	0.191337911799	green3	2	5.9552	3.7595
MGH36_P5_A08	NA	black	0	5.3278	0
MGH36_P5_A09	NA	black	0	2.0659	0
MGH36_P5_B02	NA	black	0	0.25459	0
MGH36_P5_B03	NA	black	0	0.34823	0
MGH36_P5_B04	0.93665038492	blue	3	0.23511	1.101
MGH36_P5_B05	NA	black	0	1.08	0
MGH36_P5_B06	3.41646558306	black	0	5.4826	8.1739
MGH36_P5_B07	NA	black	0	0.46048	0
MGH36_P5_B08	NA	black	0	4.8472	0
MGH36_P5_B09	-0.0937453413016	green3	2	0.10568	3.6766
MGH36_P5_B10	NA	black	0	0.14535	0
MGH36_P5_B11	NA	black	0	6.848	0
MGH36_P5_C01	NA	black	0	0	0
MGH36_P5_C02	-2.83943237188	black	0	5.8778	0.28688
MGH36_P5_C03	NA	black	0	0	0
MGH36_P5_C04	0.443185541598	green3	2	3.2319	5.258
MGH36_P5_C05	-0.289481902519	green3	2	0.37518	4.2223
MGH36_P5_C06	NA	black	0	0.19661	0
MGH36_P5_C09	NA	black	0	0	0
MGH36_P5_C11	NA	black	0	0	0
MGH36_P5_C12	0.423970407675	green3	2	0.59359	2.1545
MGH36_P5_D01	NA	black	0	0	0
MGH36_P5_D02	2.9781116072	black	0	6.3201	6.7341
MGH36_P5_D03	NA	black	0	0.25942	0
MGH36_P5_D04	1.217857233	blue	3	0.16864	0.47197
MGH36_P5_D06	NA	black	0	0.65718	0
MGH36_P5_D07	NA	black	0	4.0206	0
MGH36_P5_D08	0.209750740865	green3	2	0.4782	2.8738
MGH36_P5_D09	NA	black	0	0.14926	0
MGH36_P5_D11	NA	black	0	5.6589	0
MGH36_P5_D12	NA	black	0	0.82944	0
MGH36_P5_E01	NA	black	0	0	0
MGH36_P5_E02	NA	black	0	0	0
MGH36_P5_E03	1.00482861425	blue	3	0.45628	0.53804
MGH36_P5_E05	NA	black	0	1.3499	0
MGH36_P5_E07	NA	black	0	0.80818	0
MGH36_P5_E08	-0.534188410951	green3	2	0.16221	4.6955
MGH36_P5_E09	NA	black	0	0.089498	0
MGH36_P5_E10	1.16306278427	blue	3	0.20539	0.55189
MGH36_P5_E11	NA	black	0	0.015783	0
MGH36_P5_F02	1.12818997553	blue	3	0.20038	0.65168
MGH36_P5_F04	-2.45720609057	black	0	5.6453	0.54003
MGH36_P5_F05	NA	black	0	0.044044	0
MGH36_P5_F06	NA	black	0	0	0
MGH36_P5_F07	NA	black	0	0	0
MGH36_P5_F08	-0.0442341783299	green3	2	0.32423	3.5799
MGH36_P5_F09	-2.94181465831	black	0	6.7264	0.77484
MGH36_P5_F10	NA	black	0	1.9019	0
MGH36_P5_F11	NA	black	0	0.15834	0
MGH36_P5_G01	NA	black	0	0	0
MGH36_P5_G02	NA	black	0	0	0
MGH36_P5_G04	1.2533482921	blue	3	0.23389	0.25942
MGH36_P5_G06	0.940991046672	blue	3	0.73812	0.071763
MGH36_P5_G07	NA	black	0	0.57434	0
MGH36_P5_G08	NA	black	0	1.1499	0
MGH36_P5_G09	NA	black	0	0.59168	0
MGH36_P5_G10	1.07461638183	blue	3	0.24001	0.72857
MGH36_P5_G11	NA	black	0	0.059355	0
MGH36_P5_H02	NA	black	0	0	0
MGH36_P5_H03	0.558339115744	green3	2	1.0419	0.86156
MGH36_P5_H05	NA	black	0	0.22033	0
MGH36_P5_H06	NA	black	0	0	0
MGH36_P5_H07	NA	black	0	4.2086	0
MGH36_P5_H09	NA	black	0	0	0
MGH36_P10_A02	NA	black	0	3.868	0
MGH36_P10_A04	NA	black	0	0	0
MGH36_P10_A05	NA	black	0	5.259	0
MGH36_P10_A06	NA	black	0	4.9316	0
MGH36_P10_A07	-0.0776300191278	green3	2	4.6781	3.3918
MGH36_P10_A09	NA	black	0	0	0
MGH36_P10_A11	NA	black	0	1.3791	0
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	NA	black	0	0	4.2624
MGH36_P10_B03	0.479449120994	green3	2	5.946	4.0921
MGH36_P10_B05	NA	black	0	0	3.1514
MGH36_P10_B07	NA	black	0	0.35163	0
MGH36_P10_B08	NA	black	0	0	2.6487
MGH36_P10_B10	NA	black	0	0	0
MGH36_P10_B11	NA	black	0	0	0
MGH36_P10_C01	NA	black	0	0	0
MGH36_P10_C03	NA	black	0	0.53406	0
MGH36_P10_C04	NA	black	0	0	0
MGH36_P10_C06	0.399781157693	green3	2	1.3277	0.7966
MGH36_P10_C07	NA	black	0	0	0
MGH36_P10_C08	NA	black	0	4.448	0
MGH36_P10_C09	NA	black	0	4.4099	0
MGH36_P10_C10	NA	black	0	4.8	0
MGH36_P10_C12	NA	black	0	0	0
MGH36_P10_D01	NA	black	0	0.46467	0
MGH36_P10_D02	NA	black	0	0	0
MGH36_P10_D03	-0.168604270731	green3	2	6.0322	3.3523
MGH36_P10_D04	NA	black	0	0.23511	0
MGH36_P10_D05	NA	black	0	5.6489	0
MGH36_P10_D07	NA	black	0	6.0946	0
MGH36_P10_D09	0.262033609748	green3	2	5.4718	3.877
MGH36_P10_D10	NA	black	0	0	4.3087
MGH36_P10_D11	0.252614297489	green3	2	0.28451	2.828
MGH36_P10_D12	NA	black	0	0	0.28924
MGH36_P10_E02	NA	black	0	0	0.59455
MGH36_P10_E03	NA	black	0	0	0
MGH36_P10_E04	NA	black	0	4.7907	0
MGH36_P10_E05	NA	black	0	0	0
MGH36_P10_E07	NA	black	0	0	0
MGH36_P10_E10	NA	black	0	0.5509	0
MGH36_P10_E11	-1.63479398155	red	1	4.2837	0.35389
MGH36_P10_E12	1.07107243824	blue	3	0.514	0.20163
MGH36_P10_F02	NA	black	0	0	1.0172
MGH36_P10_F03	NA	black	0	0	0
MGH36_P10_F05	NA	black	0	0.27262	0
MGH36_P10_F06	NA	black	0	0	0
MGH36_P10_F08	NA	black	0	0.29866	0
MGH36_P10_F09	NA	black	0	0.23879	0
MGH36_P10_F10	NA	black	0	0	0
MGH36_P10_F11	NA	black	0	4.8986	0
MGH36_P10_F12	NA	black	0	4.4205	0
MGH36_P10_G01	0.377654343185	green3	2	4.5229	4.2093
MGH36_P10_G02	NA	black	0	0	1.2259
MGH36_P10_G03	NA	black	0	0	4.031
MGH36_P10_G05	NA	black	0	5.4615	0
MGH36_P10_G06	0.776232634636	green3	2	4.1984	5.1676
MGH36_P10_G07	NA	black	0	0	2.9247
MGH36_P10_G08	NA	black	0	0	5.6694
MGH36_P10_G09	NA	black	0	0.15963	0
MGH36_P10_G10	NA	black	0	0	3.8116
MGH36_P10_G11	NA	black	0	5.6218	0
MGH36_P10_H01	NA	black	0	0	0
MGH36_P10_H03	NA	black	0	0	0
MGH36_P10_H04	NA	black	0	0	0
MGH36_P10_H05	NA	black	0	0	0
MGH36_P10_H06	NA	black	0	1.4244	0
MGH36_P10_H09	NA	black	0	3.0854	0
MGH36_P10_H11	NA	black	0	0.60407	0
MGH36_P10_H12	NA	black	0	5.6167	0
MGH36_P8_A01	NA	black	0	0	0
MGH36_P8_A03	NA	black	0	5.2976	0
MGH36_P8_A04	NA	black	0	0	0
MGH36_P8_A06	NA	black	0	0	2.7362
MGH36_P8_A07	-0.439681620381	green3	2	4.0455	2.542
MGH36_P8_A08	NA	black	0	0	3.8442
MGH36_P8_A09	NA	black	0	0	0
MGH36_P8_A11	NA	black	0	0	0
MGH36_P8_A12	NA	black	0	2.0208	0
MGH36_P8_B01	0.198110642014	green3	2	0.64616	2.8412
MGH36_P8_B02	NA	black	0	1.7557	0
MGH36_P8_B03	NA	black	0	0	2.9044
MGH36_P8_B04	NA	black	0	0.73552	0
MGH36_P8_B05	NA	black	0	0	2.4117
MGH36_P8_B08	NA	black	0	0.29042	0
MGH36_P8_B09	NA	black	0	0	0
MGH36_P8_B10	NA	black	0	6.0934	0
MGH36_P8_B11	NA	black	0	5.7142	0
MGH36_P8_B12	NA	black	0	5.0234	0
MGH36_P8_C01	NA	black	0	0	1.8805
MGH36_P8_C02	NA	black	0	0.59741	0
MGH36_P8_C03	NA	black	0	0	0
MGH36_P8_C05	NA	black	0	0	0
MGH36_P8_C06	NA	black	0	0	0
MGH36_P8_C09	NA	black	0	5.7202	0
MGH36_P8_C10	NA	black	0	0	0
MGH36_P8_C12	NA	black	0	1.2197	0
MGH36_P8_D01	NA	black	0	0	2.9032
MGH36_P8_D03	NA	black	0	0	0
MGH36_P8_D04	NA	black	0	0	0
MGH36_P8_D05	NA	black	0	0	0
MGH36_P8_D07	NA	black	0	0	0
MGH36_P8_D08	NA	black	0	0	0
MGH36_P8_D09	NA	black	0	0.55582	0
MGH36_P8_D10	NA	black	0	0.31034	0
MGH36_P8_D11	-0.0806965760779	green3	2	2.3132	2.2324
MGH36_P8_D12	0.727803401559	green3	2	0.67897	1.0122
MGH36_P8_E01	NA	black	0	0	0
MGH36_P8_E02	NA	black	0	0	0
MGH36_P8_E03	NA	black	0	2.8562	0
MGH36_P8_E04	NA	black	0	0.81476	0
MGH36_P8_E05	0.832610716249	blue	3	4.5794	5.0177
MGH36_P8_E06	NA	black	0	0	0
MGH36_P8_E08	NA	black	0	0	3.154
MGH36_P8_E10	NA	black	0	0.91915	0
MGH36_P8_F02	NA	black	0	0	0
MGH36_P8_F04	NA	black	0	0.48233	0
MGH36_P8_F05	0.156906333169	green3	2	4.7013	3.7891
MGH36_P8_F07	NA	black	0	0.27739	0
MGH36_P8_F09	1.1401055929	blue	3	0.32998	0.38736
MGH36_P8_G01	NA	black	0	0	3.0085
MGH36_P8_G02	NA	black	0	4.4486	0
MGH36_P8_G03	NA	black	0	0.25217	0
MGH36_P8_G04	NA	black	0	0	3.641
MGH36_P8_G05	NA	black	0	3.7713	0
MGH36_P8_G06	NA	black	0	0	1.9657
MGH36_P8_G07	NA	black	0	0	0.74244
MGH36_P8_G08	NA	black	0	1.3351	0
MGH36_P8_G09	NA	black	0	0	0
MGH36_P8_G10	-0.00390037144658	green3	2	1.9309	3.6174
MGH36_P8_G12	NA	black	0	0.96347	0
MGH36_P8_H01	0.227198788924	green3	2	0.73118	2.7009
MGH36_P8_H03	NA	black	0	0	0
MGH36_P8_H04	NA	black	0	6.1222	0
MGH36_P8_H06	NA	black	0	0	5.7273
MGH36_P8_H07	-0.325223050219	green3	2	0.514	4.3899
MGH36_P8_H09	NA	black	0	0.16736	0
MGH36_P8_H10	NA	black	0	0	0
MGH36_P8_H11	-0.235566329795	green3	2	0.17249	4.0154
MGH36_P9_A01	NA	black	0	0	4.0335
MGH36_P9_A02	NA	black	0	1.1204	0
MGH36_P9_A03	NA	black	0	0.36289	0
MGH36_P9_A05	NA	black	0	0	0
MGH36_P9_A06	NA	black	0	0	0
MGH36_P9_A07	NA	black	0	0.23143	0
MGH36_P9_A09	NA	black	0	0	0
MGH36_P9_A10	NA	black	0	0	4.1662
MGH36_P9_A11	NA	black	0	0.22897	0
MGH36_P9_A12	NA	black	0	0.48336	0
MGH36_P9_B01	0.127626662189	green3	2	1.4563	2.5023
MGH36_P9_B04	NA	black	0	0	0
MGH36_P9_B06	NA	black	0	0	0
MGH36_P9_B07	NA	black	0	0	1.3265
MGH36_P9_B08	NA	black	0	0.17887	0
MGH36_P9_B09	NA	black	0	0	0
MGH36_P9_B10	NA	black	0	1.6187	0
MGH36_P9_B11	NA	black	0	0	2.2615
MGH36_P9_B12	NA	black	0	0	0
MGH36_P9_C01	NA	black	0	0	0
MGH36_P9_C02	NA	black	0	5.078	0
MGH36_P9_C03	NA	black	0	0	0
MGH36_P9_C05	-1.19012587564	green3	2	3.6794	0.38736
MGH36_P9_C07	NA	black	0	0.67446	0
MGH36_P9_C08	0.214387976067	green3	2	0.96347	2.5881
MGH36_P9_C09	NA	black	0	0	0
MGH36_P9_C11	NA	black	0	0	0
MGH36_P9_C12	NA	black	0	3.2572	0
MGH36_P9_D05	-0.110365744122	green3	2	2.7364	2.7908
MGH36_P9_D07	NA	black	0	0	4.4016
MGH36_P9_D08	NA	black	0	0	0
MGH36_P9_D09	NA	black	0	4.844	0
MGH36_P9_D10	NA	black	0	0	0
MGH36_P9_D11	NA	black	0	0	0
MGH36_P9_E01	NA	black	0	0	0
MGH36_P9_E02	NA	black	0	0	0
MGH36_P9_E03	0.063040486442	green3	2	3.0416	3.7904
MGH36_P9_E04	NA	black	0	0	1.4265
MGH36_P9_E05	0.234713015838	green3	2	0.2302	2.8908
MGH36_P9_E06	NA	black	0	0	3.6161
MGH36_P9_E07	0.0707425739118	green3	2	0.31267	3.2863
MGH36_P9_E08	NA	black	0	4.8065	0
MGH36_P9_E10	0.716034561385	green3	2	5.1523	4.5705
MGH36_P9_E11	NA	black	0	4.3442	0
MGH36_P9_E12	NA	black	0	0	0
MGH36_P9_F02	NA	black	0	0	0
MGH36_P9_F03	NA	black	0	0	0
MGH36_P9_F04	NA	black	0	0	4.3383
MGH36_P9_F08	1.23091262158	blue	3	0.18269	0.41359
MGH36_P9_F09	0.0652907725305	green3	2	2.2385	6.2547
MGH36_P9_F10	NA	black	0	0.35952	0
MGH36_P9_F11	NA	black	0	0	3.8555
MGH36_P9_F12	NA	black	0	0	0
MGH36_P9_G03	0.218012011956	green3	2	2.8123	4.8542
MGH36_P9_G04	NA	black	0	0	2.5556
MGH36_P9_G05	0.0862416044915	green3	2	4.1787	3.6987
MGH36_P9_G06	NA	black	0	0	0
MGH36_P9_G07	NA	black	0	0.46258	0
MGH36_P9_G08	NA	black	0	0	1.8452
MGH36_P9_G09	-0.0672466713232	green3	2	0.66084	3.6839
MGH36_P9_G10	0.587765844328	green3	2	0.17121	2.0535
MGH36_P9_G11	0.391353906327	green3	2	0.44679	2.3707
MGH36_P9_H01	NA	black	0	0	0
MGH36_P9_H02	NA	black	0	0	0.56267
MGH36_P9_H03	NA	black	0	0	0
MGH36_P9_H04	NA	black	0	0	0
MGH36_P9_H06	NA	black	0	0	0
MGH36_P9_H07	NA	black	0	2.8649	0
MGH36_P9_H08	NA	black	0	0	0
MGH36_P9_H10	NA	black	0	0	0
MGH36_P9_H11	0.308275253183	green3	2	0.17887	2.729
MGH36_P9_H12	NA	black	0	0	0
MGH36_P2_A01	NA	black	0	0.21412	0
MGH36_P2_A03	-0.0319146628678	green3	2	0.16221	3.5394
MGH36_P2_A04	NA	black	0	0	0
MGH36_P2_A05	NA	black	0	0.18903	0
MGH36_P2_A06	NA	black	0	0.34255	0
MGH36_P2_A07	NA	black	0	5.5845	0
MGH36_P2_A08	0.97717981861	blue	3	0.16607	1.0902
MGH36_P2_A11	NA	black	0	3.9591	0
MGH36_P2_B03	NA	black	0	0.067639	0
MGH36_P2_B04	-0.468439813857	green3	2	0.15834	4.5439
MGH36_P2_B05	NA	black	0	0.60597	0
MGH36_P2_B06	0.252002640987	green3	2	0.10836	2.8856
MGH36_P2_B07	NA	black	0	0	0
MGH36_P2_B08	-0.713152306216	green3	2	4.7506	2.3573
MGH36_P2_B09	NA	black	0	0.074505	0
MGH36_P2_B10	NA	black	0	0.35502	0
MGH36_P2_B11	NA	black	0	0.073135	0
MGH36_P2_B12	NA	black	0	0.52607	0
MGH36_P2_C02	NA	black	0	4.5875	0
MGH36_P2_C03	NA	black	0	4.0721	0
MGH36_P2_C04	NA	black	0	2.1276	0
MGH36_P2_C07	NA	black	0	0.19912	0
MGH36_P2_C08	1.24210161644	blue	3	0.051024	0.60217
MGH36_P2_C09	-0.355174749965	green3	2	0.24489	4.325
MGH36_P2_C10	NA	black	0	0	0
MGH36_P2_C11	0.17965285192	green3	2	0.35614	2.9953
MGH36_P2_C12	NA	black	0	0	0
MGH36_P2_D01	NA	black	0	0.61164	0
MGH36_P2_D02	NA	black	0	0.14796	0
MGH36_P2_D04	NA	black	0	0	0
MGH36_P2_D05	NA	black	0	0.30451	0
MGH36_P2_D06	0.333282686458	green3	2	3.6543	4.4555
MGH36_P2_D07	NA	black	0	0.071763	0
MGH36_P2_D08	-0.00668852504556	green3	2	2.1157	3.0405
MGH36_P2_D09	NA	black	0	0.062122	0
MGH36_P2_D10	NA	black	0	6.206	0
MGH36_P2_D11	0.278322663505	green3	2	3.4729	4.3995
MGH36_P2_E01	-0.224547423299	green3	2	0.069015	3.9616
MGH36_P2_E02	NA	black	0	0.13619	0
MGH36_P2_E03	NA	black	0	0	0
MGH36_P2_E04	-0.0493723992814	green3	2	1.5782	3.9269
MGH36_P2_E06	NA	black	0	0.45943	0
MGH36_P2_E07	-0.414076684644	green3	2	0.40054	4.5583
MGH36_P2_E08	NA	black	0	0	0
MGH36_P2_E09	-0.966398766233	green3	2	5.0909	2.1253
MGH36_P2_E10	NA	black	0	0.21785	0
MGH36_P2_F02	-0.233565731973	green3	2	0.17632	4.0119
MGH36_P2_F03	NA	black	0	0	5.2748
MGH36_P2_F04	NA	black	0	0.031395	0
MGH36_P2_F06	NA	black	0	0.50894	0
MGH36_P2_F07	1.0633321856	blue	3	0.26544	0.71721
MGH36_P2_F08	1.44662082675	blue	3	0.084064	0.044044
MGH36_P2_F10	NA	black	0	0.11237	0
MGH36_P2_F11	NA	black	0	0.42331	0
MGH36_P2_F12	NA	black	0	0.28333	0
MGH36_P2_G01	NA	black	0	7.2953	0
MGH36_P2_G02	NA	black	0	0.11636	0
MGH36_P2_G03	NA	black	0	0.11103	0
MGH36_P2_G04	NA	black	0	0.47301	0
MGH36_P2_G05	0.977814733394	blue	3	0.67897	0.10165
MGH36_P2_G07	NA	black	0	5.2296	0
MGH36_P2_G08	NA	black	0	0.18269	0
MGH36_P2_G09	1.43627277047	blue	3	0.031395	0.16607
MGH36_P2_G11	NA	black	0	5.9409	0
MGH36_P2_G12	NA	black	0	0.54597	0
MGH36_P2_H01	NA	black	0	0.40708	0
MGH36_P2_H02	NA	black	0	0.27262	0
MGH36_P2_H03	NA	black	0	0.45418	0
MGH36_P2_H04	NA	black	0	0.123	0
MGH36_P2_H05	0.262520322231	green3	2	4.2845	4.0471
MGH36_P2_H06	NA	black	0	0.50386	0
MGH36_P2_H07	NA	black	0	0.35163	0
MGH36_P2_H10	NA	black	0	0	0
MGH53_P5_A02	NA	black	0	0	4.9225
MGH53_P5_A03	NA	black	0	0	0
MGH53_P5_A04	NA	black	0	0	0
MGH53_P5_A06	NA	black	0	0.82293	0
MGH53_P5_A07	NA	black	0	0	0
MGH53_P5_A08	NA	black	0	0	0
MGH53_P5_A09	NA	black	0	0	0
MGH53_P5_A11	NA	black	0	0	3.9121
MGH53_P5_B01	NA	black	0	0	0
MGH53_P5_B03	NA	black	0	0	1.251
MGH53_P5_B04	0.846427768601	blue	3	0.50589	0.93734
MGH53_P5_B05	NA	black	0	0	0
MGH53_P5_B06	NA	black	0	0	0
MGH53_P5_B07	NA	black	0	0	0.32998
MGH53_P5_B08	NA	black	0	0	0
MGH53_P5_B09	NA	black	0	0	3.5004
MGH53_P5_B10	NA	black	0	0	0
MGH53_P5_B11	NA	black	0	0	0
MGH53_P5_B12	NA	black	0	0	5.4507
MGH53_P5_C01	NA	black	0	0	2.6624
MGH53_P5_C02	NA	black	0	0	0
MGH53_P5_C03	NA	black	0	0	0
MGH53_P5_C04	NA	black	0	0	1.4038
MGH53_P5_C05	NA	black	0	0	0
MGH53_P5_C06	NA	black	0	0	0
MGH53_P5_C07	-0.440705164127	green3	2	0.9222	5.1332
MGH53_P5_C08	NA	black	0	0.70221	0
MGH53_P5_C09	NA	black	0	0	0
MGH53_P5_C10	NA	black	0	0	0
MGH53_P5_C11	-0.476764828206	green3	2	0.47612	4.7787
MGH53_P5_D01	NA	black	0	0	0
MGH53_P5_D02	NA	black	0	0	0
MGH53_P5_D04	NA	black	0	0	0
MGH53_P5_D05	NA	black	0	0	2.7207
MGH53_P5_D07	NA	black	0	0	0
MGH53_P5_D08	NA	black	0	0	0
MGH53_P5_D09	NA	black	0	0	0
MGH53_P5_D11	NA	black	0	0	5.6145
MGH53_P5_E01	0.308188889257	green3	2	2.7949	5.5129
MGH53_P5_E02	NA	black	0	0	0
MGH53_P5_E03	NA	black	0	0	0
MGH53_P5_E04	NA	black	0	0	1.2443
MGH53_P5_E06	NA	black	0	0	0
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	NA	black	0	0	0
MGH53_P5_E11	NA	black	0	0	5.5606
MGH53_P5_F01	NA	black	0	0	7.1838
MGH53_P5_F03	NA	black	0	0	0
MGH53_P5_F05	NA	black	0	1.7765	0
MGH53_P5_F06	NA	black	0	0	0
MGH53_P5_F07	NA	black	0	0	0
MGH53_P5_F08	NA	black	0	0	0
MGH53_P5_F10	NA	black	0	0.6248	0
MGH53_P5_F11	NA	black	0	0	0
MGH53_P5_G01	NA	black	0	0	4.9542
MGH53_P5_G04	NA	black	0	0	0
MGH53_P5_G05	NA	black	0	0	5.8042
MGH53_P5_G07	NA	black	0	0	6.6588
MGH53_P5_G08	NA	black	0	0	0
MGH53_P5_G09	NA	black	0	0	0
MGH53_P5_G10	NA	black	0	0.14926	0
MGH53_P5_G11	NA	black	0	0	0
MGH53_P5_H02	NA	black	0	0	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	NA	black	0	0	0
MGH53_P5_H05	NA	black	0	1.0752	0
MGH53_P5_H07	NA	black	0	0	2.7435
MGH53_P5_H08	NA	black	0	0	0
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	NA	black	0	0	0
MGH53_P6_A01	NA	black	0	0	0
MGH53_P6_A02	NA	black	0	0	0
MGH53_P6_A03	NA	black	0	0	0
MGH53_P6_A04	NA	black	0	0	0
MGH53_P6_A05	NA	black	0	0	0
MGH53_P6_A06	NA	black	0	0	5.5144
MGH53_P6_A07	-0.788458934033	green3	2	0.3173	5.4224
MGH53_P6_A08	NA	black	0	0	0
MGH53_P6_A09	NA	black	0	0.44573	0
MGH53_P6_A10	NA	black	0	0	0
MGH53_P6_A11	NA	black	0	0	0.22651
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	NA	black	0	0.37962	0
MGH53_P6_B03	NA	black	0	0	5.5862
MGH53_P6_B04	NA	black	0	0	3.8346
MGH53_P6_B05	NA	black	0	0.25096	0
MGH53_P6_B06	NA	black	0	0	0
MGH53_P6_B07	-0.333691248847	green3	2	1.0587	4.904
MGH53_P6_B09	NA	black	0	0	4.8268
MGH53_P6_B10	NA	black	0	0.59932	0
MGH53_P6_C01	NA	black	0	0	0
MGH53_P6_C03	NA	black	0	0	0.48646
MGH53_P6_C04	NA	black	0	0.32539	0
MGH53_P6_C05	0.354918305733	green3	2	0.41576	2.4936
MGH53_P6_C06	NA	black	0	0.2762	0
MGH53_P6_C07	-0.657204579642	green3	2	0.18777	4.9937
MGH53_P6_C08	-0.256656457977	green3	2	0.6248	4.2542
MGH53_P6_C09	NA	black	0	0.65076	0
MGH53_P6_C10	NA	black	0	0	0
MGH53_P6_C11	NA	black	0	0	5.4047
MGH53_P6_C12	NA	black	0	0	0
MGH53_P6_D01	NA	black	0	0.81639	0
MGH53_P6_D02	NA	black	0	0.3584	0
MGH53_P6_D03	-0.696031910377	green3	2	0.66812	5.6102
MGH53_P6_D05	NA	black	0	0	0
