Cell_name	Zvalue	Color	Cluster	ERCC4	FOS
MGH36_P2_D07	-0.512352775099	red	1	0.20163	9.7513
MGH36_P2_D08	-1.81127570005	black	0	3.249	5.0896
MGH36_P2_D09	-0.455876749248	red	1	1.85	5.989
MGH36_P2_D10	NA	black	0	2.8602	0
MGH36_P2_D11	2.89715020504	black	0	3.1633	11.09
MGH36_P2_E01	-0.00887934623474	red	1	0.17377	7.3667
MGH36_P2_E02	1.6125293911	black	0	3.6504	9.0692
MGH36_P2_E03	-0.727025011315	red	1	1.5821	4.4236
MGH36_P2_E04	0.60699127614	red	1	2.278	8.6023
MGH36_P2_E06	-0.56941410647	red	1	0.19409	9.9889
MGH36_P2_E07	-0.311290905649	red	1	0.10969	8.6145
MGH36_P2_E08	NA	black	0	0.070389	0
MGH36_P2_E09	1.72000319948	black	0	2.3981	10.651
MGH36_P2_E10	0.553566570364	red	1	0.03984	5.2271
MGH36_P2_F02	-0.00899392518715	red	1	1.3242	7.2776
MGH36_P2_F03	-0.903766147601	red	1	0.063503	10.835
MGH36_P2_F04	0.320955416314	red	1	0.07861	6.0479
MGH36_P2_F06	-0.298198655257	red	1	0.084064	8.5182
MGH36_P2_F07	0.274704938353	red	1	0.56657	4.2123
MGH36_P2_F08	-0.505921964542	red	1	0.22527	9.8134
MGH36_P2_F10	-0.429722813725	red	1	0.2228	9.4314
MGH36_P2_F11	-0.0949183698396	red	1	0.1903	7.7689
MGH36_P2_F12	0.161024621654	red	1	0.12035	6.6479
MGH36_P2_G01	-0.839349966775	red	1	0.11902	10.837
MGH36_P2_G02	0.294891397247	red	1	0.14143	6.0454
MGH36_P2_G03	0.372089639048	red	1	0.1375	5.7185
MGH36_P2_G04	-0.454028536446	red	1	0.2228	9.5501
MGH36_P2_G05	1.41767062036	green3	2	0.10702	1.4206
MGH36_P2_G07	NA	black	0	0.23266	0
MGH36_P2_G08	-0.274110177811	red	1	0.060739	8.3889
MGH36_P2_G09	NA	black	0	0.074505	0
MGH36_P2_G11	NA	black	0	3.0432	0
MGH36_P2_G12	0.934703403737	red	1	0.21288	2.7751
MGH36_P2_H01	2.88026209591	black	0	3.0941	11.182
MGH36_P2_H02	NA	black	0	0.066261	0
MGH36_P2_H03	1.30737825919	green3	2	2.9933	9.1639
MGH36_P2_H04	0.828311745515	red	1	0.4844	0.069015
MGH36_P2_H05	-0.659274457537	red	1	0.15186	10.218
MGH36_P2_H06	-0.22395423871	red	1	0.094912	8.2348
MGH36_P2_H07	-0.61885142768	red	1	0.18523	10.18
MGH36_P2_H10	-1.89734263613	black	0	3.129	4.8589
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	2.715	0
MGH53_P5_A04	-0.0980280640283	red	1	0.41251	8.0248
MGH53_P5_A06	NA	black	0	0	2.7495
MGH53_P5_A07	NA	black	0	0.44467	0
MGH53_P5_A08	NA	black	0	0.30334	0
MGH53_P5_A09	0.237644299043	red	1	0.22033	6.1618
MGH53_P5_A11	NA	black	0	0	9.1823
MGH53_P5_B01	NA	black	0	0	4.98
MGH53_P5_B03	NA	black	0	0.55974	0
MGH53_P5_B04	-0.259324485742	red	1	0.42008	9.201
MGH53_P5_B05	0.68557605434	red	1	2.5173	8.5643
MGH53_P5_B06	-0.129717538529	red	1	0.24853	7.9913
MGH53_P5_B07	-0.397138564345	red	1	0.3505	9.7825
MGH53_P5_B08	NA	black	0	0	0
MGH53_P5_B09	NA	black	0	0	10.277
MGH53_P5_B10	NA	black	0	3.0602	0
MGH53_P5_B11	0.992570555408	red	1	0.33342	1.3022
MGH53_P5_B12	NA	black	0	0	3.8499
MGH53_P5_C01	NA	black	0	0	8.0168
MGH53_P5_C02	0.00808598492706	red	1	0.84559	10.053
MGH53_P5_C03	-0.0243105322394	red	1	0.72857	8.0165
MGH53_P5_C04	NA	black	0	0	0
MGH53_P5_C05	NA	black	0	0	10.588
MGH53_P5_C06	NA	black	0	0	9.3164
MGH53_P5_C07	-0.386169918926	red	1	0.28806	9.4436
MGH53_P5_C08	NA	black	0	0.49876	0
MGH53_P5_C09	NA	black	0	0	1.2035
MGH53_P5_C10	1.02824095838	red	1	3.297	8.5998
MGH53_P5_C11	-0.0789042230744	red	1	0.32998	7.7968
MGH53_P5_D01	NA	black	0	0	7.0804
MGH53_P5_D02	-0.0114361728619	red	1	1.1296	7.2154
MGH53_P5_D04	NA	black	0	0	9.184
MGH53_P5_D05	NA	black	0	0	5.8619
MGH53_P5_D07	NA	black	0	0	6.3277
MGH53_P5_D08	NA	black	0	0	5.9233
MGH53_P5_D09	-0.318273685023	red	1	0.43616	9.7168
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	NA	black	0	0.46676	0
MGH53_P5_E02	NA	black	0	0	9.4876
MGH53_P5_E03	NA	black	0	0	0
MGH53_P5_E04	NA	black	0	0	0
MGH53_P5_E06	-0.0848427858319	red	1	0.74502	10.109
MGH53_P5_E08	NA	black	0	0	10.349
MGH53_P5_E09	2.35401832344	black	0	4.5505	9.2594
MGH53_P5_E11	-1.07116147617	red	1	2.2702	5.0995
MGH53_P5_F01	NA	black	0	0.31499	0
MGH53_P5_F03	-0.10233741533	red	1	0.47923	8.192
MGH53_P5_F05	NA	black	0	0	0
MGH53_P5_F06	NA	black	0	0.42008	0
MGH53_P5_F07	0.255220705423	red	1	0.4678	5.2248
MGH53_P5_F08	-0.256502652801	red	1	0.40599	9.1201
MGH53_P5_F10	NA	black	0	0	6.2681
MGH53_P5_F11	NA	black	0	0	10.835
MGH53_P5_G01	NA	black	0	0	10.179
MGH53_P5_G04	NA	black	0	1.216	0
MGH53_P5_G05	NA	black	0	0	0
MGH53_P5_G07	-0.0501793333238	red	1	0.31846	7.6192
MGH53_P5_G08	NA	black	0	0	2.8899
MGH53_P5_G09	0.78258339536	red	1	0.30217	2.8728
MGH53_P5_G10	NA	black	0	0.16864	0
MGH53_P5_G11	0.13032352342	red	1	0.20664	6.7022
MGH53_P5_H02	0.00247064793114	red	1	0.85917	7.6308
MGH53_P5_H03	0.142459664866	red	1	1.9377	7.7241
MGH53_P5_H04	NA	black	0	1.6608	0
MGH53_P5_H05	NA	black	0	0	0
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	-0.268803914525	red	1	4.1852	7.1072
MGH53_P5_H10	NA	black	0	3.2605	0
MGH53_P5_H11	-0.0374403993029	red	1	0.78492	9.5232
MGH53_P6_A01	-0.637903396023	red	1	0.35502	11.298
MGH53_P6_A02	-0.346981096743	red	1	0.37407	9.5827
MGH53_P6_A03	NA	black	0	0.060739	0
MGH53_P6_A04	2.89297702048	black	0	3.5111	10.6
MGH53_P6_A05	0.125785414658	red	1	0.14535	6.7773
MGH53_P6_A06	-0.350511507972	red	1	0.096262	8.7502
MGH53_P6_A07	NA	black	0	0.20789	0
MGH53_P6_A08	-0.365368952575	red	1	0.18903	9.0235
MGH53_P6_A09	0.120165095473	red	1	0.19787	6.7588
MGH53_P6_A10	NA	black	0	3.8743	0
MGH53_P6_A11	-0.22932883745	red	1	2.0635	6.7766
MGH53_P6_A12	NA	black	0	0.67807	0
MGH53_P6_B02	NA	black	0	0	8.3582
MGH53_P6_B03	0.745821041442	red	1	1.5539	10.46
MGH53_P6_B04	0.597698267709	red	1	0.33457	3.7092
MGH53_P6_B05	NA	black	0	0	10.569
MGH53_P6_B06	1.64045670757	black	0	0.12035	0.35163
MGH53_P6_B07	NA	black	0	2.7179	0
MGH53_P6_B09	NA	black	0	0	0
MGH53_P6_B10	NA	black	0	0.12168	0
MGH53_P6_C01	-0.801257946137	red	1	0.21039	11.165
MGH53_P6_C03	NA	black	0	0.18015	0
MGH53_P6_C04	1.85293350454	black	0	3.5426	9.4045
MGH53_P6_C05	-0.0514889822838	red	1	0.23511	7.5847
MGH53_P6_C06	0.132229408806	red	1	0.1177	6.7713
MGH53_P6_C07	NA	black	0	0.097611	0
MGH53_P6_C08	NA	black	0	0.1177	0
MGH53_P6_C09	NA	black	0	0	0
MGH53_P6_C10	0.0083706924115	red	1	0.12035	7.2908
MGH53_P6_C11	NA	black	0	0.2857	0
MGH53_P6_C12	NA	black	0	0	0
MGH53_P6_D01	-0.595401862067	red	1	0.19409	10.11
MGH53_P6_D02	-0.877704675114	red	1	0.15963	11.216
MGH53_P6_D03	NA	black	0	0	0
MGH53_P6_D05	NA	black	0	0	6.4773
MGH53_P6_D07	-0.652107044006	red	1	0.27023	10.782
MGH53_P6_D08	NA	black	0	0.14012	0
MGH53_P6_D09	NA	black	0	0	9.0863
MGH53_P6_D10	0.617034039568	red	1	0.13881	4.6511
MGH53_P6_D11	NA	black	0	0	9.9933
MGH53_P6_D12	NA	black	0	0	0
MGH53_P6_E01	-0.205717772317	red	1	0.18396	8.2754
MGH53_P6_E02	-0.0391069286833	red	1	0.11636	7.4896
MGH53_P6_E03	0.696204717549	red	1	0.089498	4.5075
MGH53_P6_E04	NA	black	0	0	10.713
MGH53_P6_E05	-0.295691727015	red	1	0.49978	9.9655
MGH53_P6_E06	NA	black	0	0	0
MGH53_P6_E07	NA	black	0	2.6604	0
MGH53_P6_E08	0.127755367353	red	1	0.40381	6.4344
MGH53_P6_E09	NA	black	0	0	0
MGH53_P6_E10	NA	black	0	0	8.3278
MGH53_P6_F01	-0.672116153251	red	1	0.11503	10.124
MGH53_P6_F02	NA	black	0	0.1865	0
MGH53_P6_F03	NA	black	0	0.079975	0
MGH53_P6_F04	0.279453247235	red	1	0.22404	5.9481
MGH53_P6_F05	-0.114779568159	red	1	0.62106	8.9353
MGH53_P6_F06	NA	black	0	0	6.5603
MGH53_P6_F07	NA	black	0	0	0
MGH53_P6_F08	NA	black	0	0	6.3986
MGH53_P6_F09	-5.85088515494	black	0	3.3199	0.27262
MGH53_P6_F10	NA	black	0	0	0
MGH53_P6_G01	NA	black	0	0	0.53007
MGH53_P6_G02	NA	black	0	0.18777	0
MGH53_P6_G03	NA	black	0	0.24975	0
MGH53_P6_G04	-0.639102652336	red	1	0.071763	9.8366
MGH53_P6_G05	-0.0416620774614	red	1	0.47923	7.6802
MGH53_P6_G06	NA	black	0	0	0
MGH53_P6_G07	NA	black	0	0	0
MGH53_P6_G08	NA	black	0	0.30918	0
MGH53_P6_G09	-0.66420186802	red	1	0.0057593	9.7278
MGH53_P6_G10	NA	black	0	0	5.8856
MGH53_P6_G11	NA	black	0	0	5.3888
MGH53_P6_H01	0.0426817212153	red	1	0.87578	10.655
MGH53_P6_H02	NA	black	0	0.13619	0
MGH53_P6_H03	-2.57918669268	black	0	2.9226	3.6335
MGH53_P6_H04	-0.705866475436	red	1	0.20289	10.67
MGH53_P6_H05	-1.78206289077	black	0	3.2046	5.0843
MGH53_P6_H07	NA	black	0	0	5.161
MGH53_P6_H09	0.36922637601	red	1	0.16092	5.6753
MGH53_P6_H10	NA	black	0	0	8.9539
MGH53_P6_H11	NA	black	0	0	0
MGH53_P7_A01	NA	black	0	0	0
MGH53_P7_A02	NA	black	0	0	6.4408
MGH53_P7_A03	-0.343319314047	red	1	0.20789	8.9692
MGH53_P7_A04	0.0673559334171	red	1	0.33914	6.9183
MGH53_P7_A05	NA	black	0	0.20664	0
MGH53_P7_A06	NA	black	0	0	9.8519
MGH53_P7_A07	-0.27702927578	red	1	0.27262	8.8051
MGH53_P7_A09	NA	black	0	0	0
MGH53_P7_A11	-0.401206589654	red	1	0.42008	10.22
MGH53_P7_A12	-0.581485187738	red	1	0.22774	10.195
MGH53_P7_B01	0.230729756835	red	1	0.36849	5.835
MGH53_P7_B02	NA	black	0	0	9.1144
MGH53_P7_B03	NA	black	0	0.1865	0
MGH53_P7_B04	0.0704565875442	red	1	0.70133	5.7192
MGH53_P7_B05	-0.314339458899	red	1	0.10969	8.6271
MGH53_P7_B06	NA	black	0	0.08134	0
MGH53_P7_B07	-0.785758818028	red	1	0.071763	10.411
MGH53_P7_B08	NA	black	0	0.17377	0
MGH53_P7_B10	-0.397176429669	red	1	0.067639	8.8793
MGH53_P7_B11	1.14582024528	green3	2	0.24245	1.4521
MGH53_P7_B12	-0.351676281563	red	1	0.052416	8.6748
MGH53_P7_C01	3.26169133308	black	0	3.467	11.077
MGH53_P7_C02	0.117464798769	red	1	0.22157	6.7502
MGH53_P7_C03	NA	black	0	1.4367	0
MGH53_P7_C04	0.244545931709	red	1	0.11503	6.3033
MGH53_P7_C05	-0.213335134493	red	1	0.14143	8.25
MGH53_P7_C06	NA	black	0	1.0093	0
MGH53_P7_C07	NA	black	0	0.09356	0
MGH53_P7_C09	NA	black	0	0.59264	0
MGH53_P7_C11	NA	black	0	0.071763	0
MGH53_P7_C12	NA	black	0	0.21785	0
MGH53_P7_D01	NA	black	0	0	0
MGH53_P7_D02	NA	black	0	0	0
MGH53_P7_D03	-0.184815888182	red	1	0.5656	9.3811
MGH53_P7_D04	-0.0103249453451	red	1	0.11636	7.3692
MGH53_P7_D05	-0.266554354809	red	1	0.1776	8.5437
MGH53_P7_D06	0.110556684313	red	1	0.584	5.9951
MGH53_P7_D07	NA	black	0	0	7.4189
MGH53_P7_D10	NA	black	0	3.4285	0
MGH53_P7_D11	0.0274048844321	red	1	0.18903	7.1988
MGH53_P7_D12	NA	black	0	0	5.4717
MGH53_P7_E01	NA	black	0	0	6.1812
MGH53_P7_E02	-0.14642668733	red	1	3.7352	7.1943
MGH53_P7_E03	NA	black	0	2.7042	0
MGH53_P7_E04	NA	black	0	0	9.6076
MGH53_P7_E05	NA	black	0	0.19661	0
MGH53_P7_E06	NA	black	0	0.39944	0
MGH53_P7_E07	-0.41744952239	red	1	0.18523	9.2535
MGH53_P7_E08	-0.55570321345	red	1	0.14012	9.7239
MGH53_P7_E09	NA	black	0	0.25096	0
MGH53_P7_E10	0.959071736744	red	1	0.41684	0.30918
MGH53_P7_E11	NA	black	0	0	0
MGH53_P7_E12	0.437414973889	red	1	0.14535	5.4139
MGH53_P7_F01	NA	black	0	0	0
MGH53_P7_F02	NA	black	0	0	0
MGH53_P7_F04	NA	black	0	0.13093	0
MGH53_P7_F05	NA	black	0	0	6.8121
MGH53_P7_F06	NA	black	0	0.43189	0
MGH53_P7_F08	NA	black	0	0.11103	0
MGH53_P7_F09	0.200605086821	red	1	2.3863	7.7271
MGH53_P7_F10	NA	black	0	0.15963	0
MGH53_P7_F11	NA	black	0	2.9281	0
MGH53_P7_F12	-0.492491137639	red	1	0.3505	10.369
MGH53_P7_G01	NA	black	0	3.6481	0
MGH53_P7_G03	NA	black	0	0	7.2462
MGH53_P7_G04	NA	black	0	3.3239	0
MGH53_P7_G05	-2.21079579048	black	0	3.7673	5.0799
MGH53_P7_G06	NA	black	0	0	8.0291
MGH53_P7_G07	NA	black	0	0	0
MGH53_P7_G08	-0.301096950697	red	1	0.20664	8.7647
MGH53_P7_G09	NA	black	0	4.2891	0
MGH53_P7_G10	1.67134176659	black	0	0.10969	0.32539
MGH53_P7_G11	1.631710712	black	0	0.123	0.36289
MGH53_P7_G12	0.345840601903	red	1	0.16092	5.7801
MGH53_P7_H01	0.110992935815	red	1	0.40163	6.5557
MGH53_P7_H02	NA	black	0	0	0
MGH53_P7_H03	NA	black	0	0	8.757
MGH53_P7_H04	1.36249070875	green3	2	0.19787	0.82701
MGH53_P7_H05	NA	black	0	0	5.3817
MGH53_P7_H06	-0.623976663944	red	1	0.27977	10.69
MGH53_P7_H07	NA	black	0	4.5745	0
MGH53_P7_H08	0.524882717788	red	1	0.1137	5.1315
MGH53_P7_H10	-0.448785914726	red	1	0.2228	9.5245
MGH53_P7_H11	NA	black	0	0.077243	0
MGH53_P7_H12	NA	black	0	0	0
MGH53_P8_A01	NA	black	0	0	0
MGH53_P8_A02	-0.588847829408	red	1	0.18903	10.058
MGH53_P8_A03	NA	black	0	0.18903	0
MGH53_P8_A04	4.55340392002	black	0	4.6988	10.905
MGH53_P8_A05	0.844976361823	red	1	0.45733	0.47197
MGH53_P8_A06	NA	black	0	0	0
MGH53_P8_A07	NA	black	0	0	6.4624
MGH53_P8_A08	NA	black	0	0	7.3193
MGH53_P8_A09	NA	black	0	0.43296	0
MGH53_P8_A10	NA	black	0	0	0
MGH53_P8_A11	0.049542437246	red	1	0.65718	6.4849
MGH53_P8_A12	NA	black	0	2.0115	0
MGH53_P8_B03	NA	black	0	0	10.742
MGH53_P8_B04	1.67579376146	black	0	2.2615	10.875
MGH53_P8_B08	NA	black	0	0	7.5476
MGH53_P8_B09	0.894694124306	red	1	2.989	8.5909
MGH53_P8_B10	NA	black	0	0	0
MGH53_P8_B11	0.424364185811	red	1	0.13881	5.4886
MGH53_P8_B12	-0.801972101725	red	1	0.13881	10.776
MGH53_P8_C01	NA	black	0	0	6.2805
MGH53_P8_C02	NA	black	0	3.5418	0
MGH53_P8_C03	NA	black	0	0	3.518
MGH53_P8_C04	-0.430085637992	red	1	0.03984	8.949
MGH53_P8_C08	NA	black	0	0	4.28
MGH53_P8_C09	-0.197538533851	red	1	0.090853	8.1233
MGH53_P8_C10	NA	black	0	0.51702	0
MGH53_P8_C11	NA	black	0	0	4.6131
MGH53_P8_C12	-1.34035450443	red	1	2.4114	4.7883
MGH53_P8_D01	NA	black	0	0.43723	0
MGH53_P8_D02	NA	black	0	0.36513	0
MGH53_P8_D03	NA	black	0	0	0
MGH53_P8_D04	NA	black	0	0	0
MGH53_P8_D05	NA	black	0	0	0.41576
MGH53_P8_D06	0.325988468537	red	1	0.45418	4.7351
MGH53_P8_D07	-1.07127760898	red	1	2.7662	5.6753
MGH53_P8_D08	NA	black	0	0	0
MGH53_P8_D09	NA	black	0	0	0
MGH53_P8_D10	-0.0919896661585	red	1	0.41576	7.987
MGH53_P8_D11	NA	black	0	0	0
MGH53_P8_E01	NA	black	0	0	0
MGH53_P8_E03	NA	black	0	0	10.417
MGH53_P8_E04	NA	black	0	4.3901	0
MGH53_P8_E05	NA	black	0	0.64155	0
MGH53_P8_E06	NA	black	0	0.43936	0
MGH53_P8_E07	NA	black	0	0	8.1374
MGH53_P8_E08	NA	black	0	2.7407	0
MGH53_P8_E09	NA	black	0	2.7485	0
MGH53_P8_E10	NA	black	0	0	0
MGH53_P8_E11	0.106750971221	red	1	2.497	7.5322
MGH53_P8_F01	NA	black	0	0	0
MGH53_P8_F02	1.65376623933	black	0	0.12168	0.28096
MGH53_P8_F04	NA	black	0	0.15316	0
MGH53_P8_F05	NA	black	0	0	0
MGH53_P8_F06	-0.476645088426	red	1	0.085425	9.2337
MGH53_P8_F07	NA	black	0	0	0
MGH53_P8_F08	NA	black	0	0.10702	0
MGH53_P8_F09	NA	black	0	0.062122	0
MGH53_P8_F11	0.0067513939762	red	1	0.33228	7.2868
MGH53_P8_G01	NA	black	0	0	0
MGH53_P8_G02	-0.367959893172	red	1	0.21661	9.1116
MGH53_P8_G03	NA	black	0	0.20914	0
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	NA	black	0	0	10.009
MGH53_P8_G06	NA	black	0	1.8996	0
MGH53_P8_G07	-0.699121763887	red	1	0.1865	10.555
MGH53_P8_G08	NA	black	0	0	0
MGH53_P8_G09	NA	black	0	3.4556	0
MGH53_P8_G10	NA	black	0	0	6.4814
MGH53_P8_G11	1.40157785194	green3	2	0.11503	1.4222
MGH53_P8_G12	NA	black	0	0	0
MGH53_P8_H01	NA	black	0	0	7.4002
MGH53_P8_H02	NA	black	0	0	0.38073
MGH53_P8_H03	NA	black	0	0.17121	0
MGH53_P8_H04	0.227482453558	red	1	0.62387	4.0332
MGH53_P8_H05	NA	black	0	0	0
MGH53_P8_H06	NA	black	0	0.32654	0
MGH53_P8_H07	-0.527531623754	red	1	0.35389	10.607
MGH53_P8_H08	-0.433084965674	red	1	0.14666	9.2137
MGH53_P8_H09	NA	black	0	3.6506	0
MGH53_P8_H10	-0.144908994921	red	1	0.23389	8.0509
MGH53_P8_H11	-0.169784284821	red	1	0.27739	8.2414
MGH53_P8_H12	0.59198624529	red	1	0.35389	3.5979
MGH53_P1_A03	-0.391719336383	red	1	0.26664	9.3933
MGH53_P1_A04	0.491314556376	red	1	2.6544	8.1517
MGH53_P1_A06	NA	black	0	1.537	0
MGH53_P1_A07	0.195526146703	red	1	1.1421	9.2501
MGH53_P1_A08	NA	black	0	0	0
MGH53_P1_B04	-0.361217621753	red	1	0.23511	9.1329
MGH53_P1_B08	NA	black	0	0	0
MGH53_P1_B09	NA	black	0	0	8.2159
MGH53_P1_B11	-7.03291545065	black	0	4.0643	0.79826
MGH53_P1_C03	-0.615163271815	red	1	0.15056	10.02
MGH53_P1_C06	NA	black	0	0.089498	0
MGH53_P1_C09	NA	black	0	0	9.278
MGH53_P1_C10	NA	black	0	0.1375	0
MGH53_P1_D01	NA	black	0	3.5888	0
MGH53_P1_D05	0.10299200984	red	1	0.94711	10.134
MGH53_P1_D12	NA	black	0	0.21537	0
MGH53_P1_E09	NA	black	0	0	9.1527
MGH53_P1_E12	3.73613376925	black	0	3.8672	11.059
MGH53_P12_A01	NA	black	0	0.20038	0
MGH53_P12_A02	NA	black	0	0.34369	0
MGH53_P12_A03	NA	black	0	0	4.7943
MGH53_P12_A04	0.373198007418	red	1	1.1661	10.742
MGH53_P12_A05	0.107275635273	red	1	0.93433	10.649
MGH53_P12_A06	NA	black	0	0.11103	0
MGH53_P12_A08	0.424575578626	red	1	0.1635	5.4198
MGH53_P12_A09	0.520934854984	red	1	0.19661	4.8634
MGH53_P12_A10	NA	black	0	0.36401	0
MGH53_P12_A11	-6.14605905052	black	0	3.4501	0.28451
MGH53_P12_A12	NA	black	0	0.15575	0
MGH53_P12_B01	NA	black	0	0.089498	0
MGH53_P12_B02	-0.330086448529	red	1	0.26183	9.0544
MGH53_P12_B03	NA	black	0	0.82863	0
MGH53_P12_B04	-0.538098890123	red	1	0.34255	10.596
MGH53_P12_B05	NA	black	0	0.070389	0
MGH53_P12_B06	-0.227760475781	red	1	0.22651	8.4505
MGH53_P12_B07	1.58613235587	black	0	0.15445	0.24001
MGH53_P12_B08	NA	black	0	0	0
MGH53_P12_B09	NA	black	0	0	7.1217
MGH53_P12_B11	NA	black	0	0	0.65992
MGH53_P12_B12	NA	black	0	0.30451	0
MGH53_P12_C01	-0.388975322198	red	1	0.4813	10.612
MGH53_P12_C02	-2.34899731488	black	0	2.6661	3.4919
MGH53_P12_C03	NA	black	0	0	0
MGH53_P12_C04	-0.699451955516	red	1	2.8961	6.3222
MGH53_P12_C05	NA	black	0	0.1903	0
MGH53_P12_C06	-0.551973563584	red	1	0.28451	10.329
MGH53_P12_C07	NA	black	0	0	0
MGH53_P12_C08	NA	black	0	2.667	0
MGH53_P12_C09	NA	black	0	3.011	0
MGH53_P12_C10	NA	black	0	0	0
MGH53_P12_C11	-0.0614513126366	red	1	0.50691	7.8912
MGH53_P12_C12	0.916485543716	red	1	0.18142	3.0822
MGH53_P12_D01	NA	black	0	0	0
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	-0.308751117365	red	1	0.19787	8.7809
MGH53_P12_D04	NA	black	0	0	0.9313
MGH53_P12_D05	1.09677085088	red	1	2.925	8.9197
MGH53_P12_D06	-0.0218941636963	red	1	0.81558	10.403
MGH53_P12_D07	NA	black	0	0.059355	0
MGH53_P12_D08	NA	black	0	0.11103	0
MGH53_P12_D09	0.0761279667786	red	1	0.98185	8.8946
MGH53_P12_D10	NA	black	0	0.1003	0
MGH53_P12_D11	-0.0543370938771	red	1	0.18015	7.5758
MGH53_P12_D12	1.30265327534	green3	2	0.071763	2.158
MGH53_P12_E01	-0.0517830213709	red	1	0.085425	7.5335
MGH53_P12_E02	-0.727953615311	red	1	0.16221	10.567
MGH53_P12_E03	0.192007338361	red	1	0.30801	6.229
MGH53_P12_E04	NA	black	0	0	0.31962
MGH53_P12_E05	NA	black	0	0	0
MGH53_P12_E06	-0.105262240968	red	1	0.25217	7.8695
MGH53_P12_E07	NA	black	0	0	5.4439
MGH53_P12_E08	0.95884258298	red	1	0.40817	0.45838
MGH53_P12_E09	NA	black	0	0	0.4351
MGH53_P12_E10	1.79289673472	black	0	0.070389	0.20414
MGH53_P12_E12	1.76483173589	black	0	0.060739	0.40599
MGH53_P12_F01	NA	black	0	0.1177	0
MGH53_P12_F02	-0.802749602854	red	1	0.2302	11.297
MGH53_P12_F03	NA	black	0	4.3295	0
MGH53_P12_F04	2.39591389529	black	0	3.6484	9.9093
MGH53_P12_F06	NA	black	0	0.13093	0
MGH53_P12_F07	NA	black	0	0.35389	0
MGH53_P12_F08	-0.389793333859	red	1	0.20038	9.169
MGH53_P12_F09	-0.686897814477	red	1	0.096262	10.113
MGH53_P12_F10	-0.0352403103119	red	1	0.63877	7.8691
MGH53_P12_F11	-0.0861829851808	red	1	0.1903	7.7282
MGH53_P12_F12	-0.673424679085	red	1	0.059355	9.9289
MGH53_P12_G01	-0.423775083028	red	1	0.28924	9.654
MGH53_P12_G03	NA	black	0	0.089498	0
MGH53_P12_G04	-0.766174647609	red	1	0.19661	10.919
MGH53_P12_G07	0.023553416004	red	1	0.5955	7.032
MGH53_P12_G08	NA	black	0	0.24489	0
MGH53_P12_G09	NA	black	0	0.25459	0
MGH53_P12_G10	NA	black	0	0.071763	0
MGH53_P12_G11	NA	black	0	0	7.3566
MGH53_P12_G12	1.1290447612	red	1	0.25822	1.3774
MGH53_P12_H01	0.00709237080997	red	1	0.1865	7.2935
MGH53_P12_H02	0.204292342973	red	1	0.12961	6.4542
MGH53_P12_H03	0.163882463511	red	1	0.15704	6.5986
MGH53_P12_H04	NA	black	0	0	9.9909
MGH53_P12_H05	0.113645384995	red	1	1.1846	8.3086
MGH53_P12_H06	0.585109677484	red	1	0.066261	5.0306
MGH53_P12_H07	0.08150534158	red	1	0.096262	6.994
MGH53_P12_H08	0.212596677396	red	1	1.3857	8.4932
MGH53_P12_H09	0.264067698926	red	1	1.4947	8.5366
MGH53_P12_H10	NA	black	0	0.16864	0
MGH53_P12_H11	-0.214450604909	red	1	0.19409	8.3313
MGH53_P12_H12	NA	black	0	0	2.9224
MGH53_P2_A09	0.0141340659679	red	1	0.33113	7.2428
MGH53_P2_A11	-0.207908039464	red	1	0.56365	9.6193
MGH53_P2_A12	-1.73746133191	black	0	3.0047	4.9376
MGH53_P2_B05	0.362245382382	red	1	0.37518	4.9457
MGH53_P2_B07	NA	black	0	0	0
MGH53_P2_B09	NA	black	0	0.16092	0
MGH53_P2_B10	0.23413481191	red	1	0.29631	6.0167
MGH53_P2_C01	0.183909625804	red	1	0.12697	6.5442
MGH53_P2_C02	NA	black	0	0.18142	0
MGH53_P2_C03	-0.489128176979	red	1	0.23879	9.7854
MGH53_P2_C07	NA	black	0	0.59168	0
MGH53_P2_C09	NA	black	0	0	10.577
MGH53_P2_D01	-0.129949330054	red	1	0.28096	8.0316
MGH53_P2_D02	-0.801361462604	red	1	2.6776	6.0345
MGH53_P2_D07	NA	black	0	0.35502	0
MGH53_P2_D08	NA	black	0	0.34937	0
MGH53_P2_D12	NA	black	0	0	0.28096
MGH53_P2_E04	NA	black	0	0.060739	0
MGH53_P2_E10	NA	black	0	0	0
MGH53_P2_F02	-0.470692023682	red	1	0.43723	10.862
MGH53_P2_F03	-0.900703434936	red	1	0.10165	11.004
MGH53_P2_F04	NA	black	0	0.23756	0
MGH53_P2_F05	-2.32947282227	black	0	2.0061	1.3852
MGH53_P2_G02	0.0679027325804	red	1	0.37295	6.8849
MGH53_P2_G07	-0.0949349484241	red	1	0.14405	7.7391
MGH53_P2_H01	-0.2321758687	red	1	0.066261	8.2329
MGH53_P10_A01	-0.133478034433	red	1	0.66812	9.7123
MGH53_P10_A02	0.597880585679	red	1	2.8057	8.2529
MGH53_P10_A03	NA	black	0	0.23389	0
MGH53_P10_A04	-0.855602513436	red	1	0.11237	10.872
