Cell_name	Zvalue	Color	Cluster	BRCA1	RBL1
MGH54_P17_C11	NA	black	0	0	4.3937
MGH54_P17_C12	NA	black	0	0	0
MGH54_P17_D01	1.3932817529	black	0	3.0234	1.6187
MGH54_P17_D02	NA	black	0	0	0.48646
MGH54_P17_D03	NA	black	0	0	0
MGH54_P17_D04	NA	black	0	0.29983	0
MGH54_P17_D05	NA	black	0	0	0.27143
MGH54_P17_D06	NA	black	0	0	0
MGH54_P17_D07	NA	black	0	0.28333	0
MGH54_P17_D09	NA	black	0	0.23143	0
MGH54_P17_D10	NA	black	0	0	0.26664
MGH54_P17_D12	NA	black	0	0	0.30685
MGH54_P17_E01	NA	black	0	0	0
MGH54_P17_E02	NA	black	0	0	0
MGH54_P17_E03	NA	black	0	0	0
MGH54_P17_E04	NA	black	0	0	0
MGH54_P17_E05	NA	black	0	0	0
MGH54_P17_E06	-0.728700961703	black	0	0.54597	3.7659
MGH54_P17_E07	NA	black	0	0	2.8398
MGH54_P17_E08	NA	black	0	0	0.2302
MGH54_P17_E09	NA	black	0	0	0
MGH54_P17_E10	NA	black	0	0	0
MGH54_P17_E11	NA	black	0	0	0
MGH54_P17_E12	NA	black	0	0	0.35952
MGH54_P17_F01	NA	black	0	0	0
MGH54_P17_F02	NA	black	0	0	0.51904
MGH54_P17_F03	NA	black	0	0	0.18777
MGH54_P17_F04	NA	black	0	0	0
MGH54_P17_F05	NA	black	0	0	0
MGH54_P17_F07	NA	black	0	0	0
MGH54_P17_F08	NA	black	0	0	0
MGH54_P17_F09	NA	black	0	0	0
MGH54_P17_F10	NA	black	0	0	0.23266
MGH54_P17_F11	NA	black	0	0	0
MGH54_P17_F12	NA	black	0	0	0
MGH54_P17_G01	NA	black	0	0	1.2672
MGH54_P17_G02	NA	black	0	3.7241	0
MGH54_P17_G03	NA	black	0	0	0
MGH54_P17_G04	NA	black	0	0	0
MGH54_P17_G05	NA	black	0	0	0
MGH54_P17_G06	NA	black	0	0	0.53007
MGH54_P17_G07	-2.52048249601	black	0	3.939	0.16993
MGH54_P17_G08	NA	black	0	0	0
MGH54_P17_G09	NA	black	0	0.27262	0
MGH54_P17_G10	NA	black	0	0	2.2234
MGH54_P17_G11	0.147927751128	blue	3	0.35502	0.16221
MGH54_P17_G12	NA	black	0	0	0.52206
MGH54_P17_H01	NA	black	0	0	0
MGH54_P17_H02	0.143596058205	blue	3	0.28096	0.31615
MGH54_P17_H05	NA	black	0	0	0
MGH54_P17_H06	NA	black	0	0	0
MGH54_P17_H07	NA	black	0	0	0.24001
MGH54_P17_H08	NA	black	0	0	0.2461
MGH54_P17_H09	-0.445261267551	black	0	1.7706	0.43616
MGH54_P17_H10	NA	black	0	0.2228	0
MGH54_P17_H11	NA	black	0	0	0.67536
MGH54_P17_H12	NA	black	0	0	2.5398
MGH54_P6_A01	NA	black	0	0.42761	0
MGH54_P6_A02	NA	black	0	0	4.2985
MGH54_P6_A03	NA	black	0	0	0
MGH54_P6_A04	0.135645485479	blue	3	0.32308	0.28214
MGH54_P6_A05	NA	black	0	0.37518	0
MGH54_P6_A06	NA	black	0	0	0.46989
MGH54_P6_A07	0.104972240364	blue	3	0.37295	0.32654
MGH54_P6_A08	NA	black	0	0	0.34823
MGH54_P6_A09	NA	black	0	0	0
MGH54_P6_A10	NA	black	0	0	0
MGH54_P6_A11	0.0559900583141	blue	3	0.42008	0.49876
MGH54_P6_A12	NA	black	0	0	0.52607
MGH54_P6_B01	NA	black	0	0	0.60502
MGH54_P6_B02	NA	black	0	0	0
MGH54_P6_B03	-1.16108898281	black	0	3.244	0.47405
MGH54_P6_B04	-0.291750825901	green3	2	0.36849	1.7307
MGH54_P6_B05	NA	black	0	3.2431	0
MGH54_P6_B06	-1.06094356306	black	0	4.2144	0.70133
MGH54_P6_B07	-1.4438006412	black	0	0.27501	3.7328
MGH54_P6_B08	NA	black	0	3.5797	0
MGH54_P6_B09	0.0377865540696	blue	3	0.38515	0.61824
MGH54_P6_B10	NA	black	0	0.96421	0
MGH54_P6_B11	NA	black	0	0	0
MGH54_P6_B12	NA	black	0	0	0
MGH54_P6_C01	NA	black	0	0	1.5563
MGH54_P6_C02	0.226063819436	blue	3	3.3327	1.0683
MGH54_P6_C03	NA	black	0	0	0
MGH54_P6_C04	-0.97112360782	black	0	0.48336	3.9275
MGH54_P6_C06	NA	black	0	0	0
MGH54_P6_C07	NA	black	0	0	0.35163
MGH54_P6_C08	NA	black	0	0	0.2558
MGH54_P6_C09	NA	black	0	0	0
MGH54_P6_C10	NA	black	0	0	0.68796
MGH54_P6_C11	NA	black	0	0	2.3651
MGH54_P6_C12	NA	black	0	0	0.38847
MGH54_P6_D01	NA	black	0	0	0.46048
MGH54_P6_D02	NA	black	0	0	0
MGH54_P6_D03	NA	black	0	0	0
MGH54_P6_D04	NA	black	0	0	0
MGH54_P6_D05	0.0851633650657	blue	3	0.14535	0.57337
MGH54_P6_D07	NA	black	0	0	0
MGH54_P6_D08	NA	black	0	1.0942	0
MGH54_P6_D09	NA	black	0	0	2.0538
MGH54_P6_D10	NA	black	0	0	0.28096
MGH54_P6_D11	NA	black	0	0.36849	0
MGH54_P6_D12	NA	black	0	0	0
MGH54_P6_E02	NA	black	0	0	0.85679
MGH54_P6_E03	NA	black	0	0.085425	0
MGH54_P6_E04	NA	black	0	0	0.31383
MGH54_P6_E05	NA	black	0	0	0.36961
MGH54_P6_E07	NA	black	0	0	0
MGH54_P6_E08	NA	black	0	0	0
MGH54_P6_E09	0.121588396773	blue	3	0.18903	0.46571
MGH54_P6_E10	NA	black	0	0	0.68077
MGH54_P6_E11	NA	black	0	0	0
MGH54_P6_E12	NA	black	0	0	2.6229
MGH54_P6_F01	NA	black	0	0.18777	0
MGH54_P6_F02	NA	black	0	0.62854	0
MGH54_P6_F03	0.0777162847862	blue	3	0.38515	0.43616
MGH54_P6_F05	NA	black	0	0	0.71721
MGH54_P6_F06	NA	black	0	0	3.8921
MGH54_P6_F07	NA	black	0	0	0
MGH54_P6_F08	NA	black	0	0	0
MGH54_P6_F09	NA	black	0	0	0
MGH54_P6_F10	NA	black	0	0.54201	0
MGH54_P6_F11	NA	black	0	0	0
MGH54_P6_F12	NA	black	0	0	0
MGH54_P6_G01	NA	black	0	0	0
MGH54_P6_G02	NA	black	0	0	0
MGH54_P6_G03	-0.275311331409	green3	2	1.1859	0.2857
MGH54_P6_G04	NA	black	0	0	0.62667
MGH54_P6_G06	NA	black	0	0	0
MGH54_P6_G07	NA	black	0	0	0
MGH54_P6_G08	0.139022004422	blue	3	0.3173	0.27858
MGH54_P6_G09	NA	black	0	0	0
MGH54_P6_G10	NA	black	0	0	0
MGH54_P6_G11	NA	black	0	0	0
MGH54_P6_G12	NA	black	0	0	2.2588
MGH54_P6_H01	NA	black	0	0.92752	0
MGH54_P6_H03	NA	black	0	0	0
MGH54_P6_H05	0.0720158171113	blue	3	0.49365	0.16221
MGH54_P6_H06	NA	black	0	0	0
MGH54_P6_H07	NA	black	0	0.38626	0
MGH54_P6_H08	NA	black	0	0	5.3338
MGH54_P6_H09	NA	black	0	0	0
MGH54_P6_H10	NA	black	0	0	0.62106
MGH54_P6_H11	NA	black	0	0	0
MGH54_P6_H12	NA	black	0	0	0
MGH54_P7_A02	NA	black	0	0	0
MGH54_P7_A03	NA	black	0	0	0.41359
MGH54_P7_A04	NA	black	0	0	0.22651
MGH54_P7_A06	NA	black	0	0	0.29396
MGH54_P7_A07	NA	black	0	0	2.0881
MGH54_P7_A08	NA	black	0	0	0.23634
MGH54_P7_A10	0.170166622663	blue	3	0.27262	0.23756
MGH54_P7_A11	0.188566554058	blue	3	0.18142	0.29866
MGH54_P7_A12	0.202128857233	blue	3	0.25701	0.15575
MGH54_P7_B01	NA	black	0	0	0.62106
MGH54_P7_B03	NA	black	0	0.18777	0
MGH54_P7_B04	NA	black	0	0	0
MGH54_P7_B05	NA	black	0	0.21412	0
MGH54_P7_B06	0.137933550803	blue	3	0.32193	0.27501
MGH54_P7_B07	0.141248441242	blue	3	0.30918	0.28333
MGH54_P7_B08	NA	black	0	0	0.30918
MGH54_P7_B09	NA	black	0	0.25701	0
MGH54_P7_B10	NA	black	0	0.42653	0
MGH54_P7_B12	0.193727788427	blue	3	0.25459	0.18777
MGH54_P7_C01	0.194371114097	blue	3	0.23389	0.21785
MGH54_P7_C03	NA	black	0	0	0.15704
MGH54_P7_C04	NA	black	0	0	0.514
MGH54_P7_C05	0.0776635753315	blue	3	0.22404	0.56267
MGH54_P7_C06	-0.0451476638153	blue	3	0.26063	0.89453
MGH54_P7_C07	NA	black	0	0	0.25822
MGH54_P7_C08	0.203771884202	blue	3	0.20664	0.22774
MGH54_P7_C09	NA	black	0	0	3.332
MGH54_P7_C10	NA	black	0	0.19156	0
MGH54_P7_C11	NA	black	0	0	0
MGH54_P7_C12	NA	black	0	0.19283	0
MGH54_P7_D01	NA	black	0	0	0.29631
MGH54_P7_D02	-1.17213009649	black	0	3.4154	0.51096
MGH54_P7_D03	NA	black	0	0	0
MGH54_P7_D04	NA	black	0	0	0
MGH54_P7_D05	NA	black	0	0	0
MGH54_P7_D06	NA	black	0	0	0
MGH54_P7_D08	NA	black	0	0	0
MGH54_P7_D11	NA	black	0	0	0.31499
MGH54_P7_D12	NA	black	0	0	0.45523
MGH54_P7_E01	NA	black	0	0.23756	0
MGH54_P7_E02	NA	black	0	0	0.45207
MGH54_P7_E03	NA	black	0	0	0.6526
MGH54_P7_E04	NA	black	0	0	0.4957
MGH54_P7_E05	NA	black	0	0	0.18523
MGH54_P7_E06	NA	black	0	0	0.43616
MGH54_P7_E08	NA	black	0	0	0.1137
MGH54_P7_E09	NA	black	0	0	0
MGH54_P7_E10	NA	black	0	0	0.24367
MGH54_P7_E11	NA	black	0	0	0.60122
MGH54_P7_E12	NA	black	0	0	0
MGH54_P7_F01	-0.0123729218197	blue	3	0.76299	0.68257
MGH54_P7_F02	NA	black	0	0	0.18523
MGH54_P7_F03	0.160163003944	blue	3	0.28688	0.24975
MGH54_P7_F04	NA	black	0	0.45733	0
MGH54_P7_F05	0.0636573581824	blue	3	0.44467	0.41251
MGH54_P7_F06	NA	black	0	0	0.36401
MGH54_P7_F08	0.110938080129	blue	3	0.36289	0.3173
MGH54_P7_F10	NA	black	0	0	0.28214
MGH54_P7_F11	NA	black	0	0	0.34596
MGH54_P7_G01	NA	black	0	0	0
MGH54_P7_G02	-2.37778642066	black	0	0.14535	4.4798
MGH54_P7_G03	NA	black	0	0	0.32077
MGH54_P7_G04	NA	black	0	0	0.19661
MGH54_P7_G06	NA	black	0	0	0
MGH54_P7_G07	NA	black	0	0	0.2228
MGH54_P7_G08	NA	black	0	0	0.34142
MGH54_P7_G09	0.161070769279	blue	3	0.30685	0.21164
MGH54_P7_G10	NA	black	0	0	0.16993
MGH54_P7_G11	0.0297130709443	blue	3	0.21412	0.69153
MGH54_P7_H01	-2.06446758955	black	0	0.24367	4.5061
MGH54_P7_H02	NA	black	0	0.25217	0
MGH54_P7_H04	NA	black	0	0	0.65627
MGH54_P7_H05	NA	black	0	0	0.24367
MGH54_P7_H09	-0.0296590654227	blue	3	0.68796	0.26183
MGH54_P7_H10	0.129127828164	blue	3	0.37518	0.20289
MGH54_P8_A01	0.195724882031	blue	3	0.25217	0.18523
MGH54_P8_A06	NA	black	0	0	0.32193
MGH54_P8_A07	0.0546276069974	blue	3	0.32539	0.58496
MGH54_P8_A09	0.121312134643	blue	3	0.15963	0.48336
MGH54_P8_A10	NA	black	0	0	1.3994
MGH54_P8_A11	-0.399557180706	red	1	0.37851	2.0552
MGH54_P8_A12	0.264506552359	blue	3	0.1776	0.1003
MGH54_P8_B01	NA	black	0	0	0.68347
MGH54_P8_B02	-0.0700568930442	blue	3	0.83269	0.41576
MGH54_P8_B04	NA	black	0	0.22897	0
MGH54_P8_B08	-0.0182231105683	blue	3	0.89142	0.7277
MGH54_P8_B09	0.0895613210197	blue	3	0.39726	0.35727
MGH54_P8_B12	NA	black	0	0	0.0086303
MGH54_P8_C02	NA	black	0	0	2.4212
MGH54_P8_C04	NA	black	0	0	0
MGH54_P8_C06	NA	black	0	0	0.12565
MGH54_P8_C07	NA	black	0	0	0.26544
MGH54_P8_C09	NA	black	0	0.12829	0
MGH54_P8_C12	NA	black	0	0	0.1375
MGH54_P8_D01	NA	black	0	0	0.2228
MGH54_P8_D03	NA	black	0	0	0.19535
MGH54_P8_D04	NA	black	0	0.21164	0
MGH54_P8_D05	0.108635228929	blue	3	0.38847	0.2762
MGH54_P8_D06	NA	black	0	0	0.21164
MGH54_P8_D07	0.146835090531	blue	3	0.26063	0.33113
MGH54_P8_D08	0.16421234253	blue	3	0.22774	0.31615
MGH54_P8_D10	0.297247635798	blue	3	0.090853	0.1375
MGH54_P8_D11	0.0456112405298	blue	3	0.50487	0.39616
MGH54_P8_D12	0.0300904488447	blue	3	0.338	0.66812
MGH54_P8_E01	NA	black	0	0	0
MGH54_P8_E04	NA	black	0	0	0.63877
MGH54_P8_E05	NA	black	0	0.20664	0
MGH54_P8_E07	-1.06378803723	black	0	2.7769	0.38736
MGH54_P8_E08	NA	black	0	0.12829	0
MGH54_P8_E10	0.142463622339	blue	3	0.067639	0.4813
MGH54_P8_F01	0.187525580442	blue	3	0.17249	0.31034
MGH54_P8_F02	NA	black	0	0	0
MGH54_P8_F04	NA	black	0	0	0.40708
MGH54_P8_F05	NA	black	0	0	0.10702
MGH54_P8_F06	0.13238185807	blue	3	0.38847	0.14796
MGH54_P8_F08	0.143661799616	blue	3	0.12829	0.4489
MGH54_P8_F09	NA	black	0	0.13225	0
MGH54_P8_F10	0.253395796491	blue	3	0.16736	0.14535
MGH54_P8_F11	NA	black	0	0	0.43296
MGH54_P8_F12	0.122610374813	blue	3	0.1177	0.5008
MGH54_P8_G01	NA	black	0	0	0.338
MGH54_P8_G03	NA	black	0	0	0
MGH54_P8_G04	NA	black	0	0	0.43403
MGH54_P8_G05	0.206757505696	blue	3	0.23756	0.17377
MGH54_P8_G06	NA	black	0	0	0.66084
MGH54_P8_G07	NA	black	0	0	0.4782
MGH54_P8_G08	0.128379045004	blue	3	0.14405	0.47508
MGH54_P8_G09	NA	black	0	0	0.28214
MGH54_P8_G10	NA	black	0	0.11103	0
MGH54_P8_G11	0.137283745015	blue	3	0.26544	0.35614
MGH54_P8_G12	NA	black	0	0	0
MGH54_P8_H01	0.000922902081599	blue	3	0.62761	0.31499
MGH54_P8_H03	NA	black	0	0.19535	0
MGH54_P8_H04	0.18692638009	blue	3	0.29748	0.13093
MGH54_P8_H06	NA	black	0	0	0.34483
MGH54_P8_H07	NA	black	0	0	0.42438
MGH54_P8_H08	0.0863439034135	blue	3	0.43723	0.28096
MGH54_P8_H10	NA	black	0	0	5.9594
MGH54_P8_H12	NA	black	0	0	0.4957
MGH54_P10_A01	NA	black	0	0	1.0772
MGH54_P10_A02	0.219455316724	blue	3	0.19409	0.20038
MGH54_P10_A03	NA	black	0	0	0.56657
MGH54_P10_A04	0.202832696132	blue	3	0.22651	0.20289
MGH54_P10_A05	-1.88900445304	black	0	0.25459	4.3112
MGH54_P10_A06	NA	black	0	0	0.32423
MGH54_P10_A07	NA	black	0	0.30918	0
MGH54_P10_A09	NA	black	0	0	0.17887
MGH54_P10_A10	NA	black	0	0	0
MGH54_P10_A11	NA	black	0	0.28214	0
MGH54_P10_A12	0.0707243219489	blue	3	0.44679	0.36065
MGH54_P10_B01	-0.519166266902	black	0	0.52707	3.0659
MGH54_P10_B02	NA	black	0	0	0.59646
MGH54_P10_B03	1.19763559742	black	0	2.0377	1.891
MGH54_P10_B05	NA	black	0	0	0.25217
MGH54_P10_B06	NA	black	0	1.9561	0
MGH54_P10_B07	NA	black	0	0	0
MGH54_P10_B08	-0.0358574457919	blue	3	0.70929	2.2708
MGH54_P10_B09	NA	black	0	0	0.68257
MGH54_P10_B10	0.0898995125819	blue	3	0.44573	0.22774
MGH54_P10_B11	0.156098070067	blue	3	0.26183	0.29983
MGH54_P10_B12	NA	black	0	0	0.085425
MGH54_P10_C01	NA	black	0	0	0.46467
MGH54_P10_C02	NA	black	0	0	0.31615
MGH54_P10_C03	0.181996551027	blue	3	0.1903	0.30685
MGH54_P10_C04	NA	black	0	0	0.43403
MGH54_P10_C05	NA	black	0	0	0.24245
MGH54_P10_C07	NA	black	0	0.6173	0
MGH54_P10_C08	NA	black	0	0	0.19661
MGH54_P10_C09	0.141255226738	blue	3	0.35163	0.20163
MGH54_P10_C10	NA	black	0	0	0.15445
MGH54_P10_C11	NA	black	0	0.26784	0
MGH54_P10_C12	NA	black	0	0	0
MGH54_P10_D01	NA	black	0	0	0.50995
MGH54_P10_D02	NA	black	0	0.5568	0
MGH54_P10_D03	NA	black	0	0	1.1744
MGH54_P10_D04	0.208798862726	blue	3	0.22033	0.19409
MGH54_P10_D05	NA	black	0	0	1.1648
MGH54_P10_D06	NA	black	0	0	0.50995
MGH54_P10_D07	-0.165823660125	green3	2	0.42761	1.4725
MGH54_P10_D09	NA	black	0	0	0
MGH54_P10_D10	NA	black	0	0	0.32769
MGH54_P10_D11	NA	black	0	0	0
MGH54_P10_D12	NA	black	0	0	0
MGH54_P10_E01	NA	black	0	0	0
MGH54_P10_E02	0.173490299038	blue	3	0.2762	0.22033
MGH54_P10_E03	-0.364174598671	green3	2	1.515	0.39616
MGH54_P10_E04	0.106945311843	blue	3	0.31383	0.4049
MGH54_P10_E05	0.0718875027146	blue	3	0.32193	0.52507
MGH54_P10_E06	NA	black	0	0	3.0426
MGH54_P10_E07	0.149343445916	blue	3	0.2916	0.28096
MGH54_P10_E08	NA	black	0	0	0
MGH54_P10_E09	0.0882249699171	blue	3	0.44679	0.23634
MGH54_P10_E10	NA	black	0	0	0
MGH54_P10_E11	NA	black	0	0	1.2922
MGH54_P10_E12	NA	black	0	0.20163	0
MGH54_P10_F01	NA	black	0	0	0
MGH54_P10_F02	NA	black	0	0.33571	0
MGH54_P10_F03	NA	black	0	0	0.19661
MGH54_P10_F04	-0.764161325561	black	0	0.61164	4.3598
MGH54_P10_F05	NA	black	0	0	0.76469
MGH54_P10_F06	NA	black	0	0	0.27501
MGH54_P10_F08	NA	black	0	0	0
MGH54_P10_F09	NA	black	0	0	0
MGH54_P10_F10	NA	black	0	0	0.22527
MGH54_P10_F11	0.198207319754	blue	3	0.23266	0.20789
MGH54_P10_F12	NA	black	0	0	0
MGH54_P10_G01	NA	black	0	0.39616	0
MGH54_P10_G02	NA	black	0	0	0
MGH54_P10_G03	NA	black	0	0.23143	0
MGH54_P10_G05	-2.51636176179	black	0	4.3821	0.29748
MGH54_P10_G06	NA	black	0	0	0.58015
MGH54_P10_G07	NA	black	0	0	0
MGH54_P10_G09	0.0235577500117	blue	3	0.38184	0.68077
MGH54_P10_G10	0.134644221712	blue	3	0.2228	0.40599
MGH54_P10_G11	NA	black	0	0	0.32884
MGH54_P10_G12	NA	black	0	0.5568	0
MGH54_P10_H02	0.104121624638	blue	3	0.42331	0.20664
MGH54_P10_H03	NA	black	0	0	0
MGH54_P10_H04	0.229784892487	blue	3	0.18523	0.18396
MGH54_P10_H05	NA	black	0	0	0.27977
MGH54_P10_H06	NA	black	0	0.24123	0
MGH54_P10_H07	0.167477038814	blue	3	0.27381	0.24489
MGH54_P10_H08	-0.2355425646	green3	2	0.7536	4.0657
MGH54_P10_H09	NA	black	0	0.34028	0
MGH54_P10_H10	NA	black	0	0	0.24853
MGH54_P10_H11	-1.79664513464	black	0	0.25822	4.1947
MGH54_P10_H12	NA	black	0	0.19661	0
MGH54_P11_A01	NA	black	0	0	4.3283
MGH54_P11_A02	0.0605998165736	blue	3	0.45838	0.40272
MGH54_P11_A03	NA	black	0	0	0
MGH54_P11_A04	NA	black	0	0	0
MGH54_P11_A05	NA	black	0	0	0.42438
MGH54_P11_A06	NA	black	0	0	0.50995
MGH54_P11_A08	0.0469148074839	blue	3	1.2376	0.92524
MGH54_P11_A09	NA	black	0	0	0.1865
MGH54_P11_A10	-2.30040751349	black	0	3.8313	0.21039
MGH54_P11_A11	NA	black	0	0	0
MGH54_P11_A12	0.0811126582684	blue	3	0.35727	0.45628
MGH54_P11_B01	NA	black	0	0	0
MGH54_P11_B02	NA	black	0	0	0
MGH54_P11_B03	NA	black	0	0	0.88908
MGH54_P11_B04	-0.854585063397	black	0	4.9331	0.85679
MGH54_P11_B05	NA	black	0	0	0.33228
MGH54_P11_B06	NA	black	0	0	0.2302
MGH54_P11_B08	NA	black	0	0	0.33457
MGH54_P11_B09	0.169815224059	blue	3	0.29514	0.20038
MGH54_P11_B10	NA	black	0	0	0
MGH54_P11_B11	NA	black	0	0.18523	0
MGH54_P11_B12	NA	black	0	0	0
MGH54_P11_C01	NA	black	0	0	0
MGH54_P11_C02	NA	black	0	0.44679	0
MGH54_P11_C03	NA	black	0	0	0.514
MGH54_P11_C04	NA	black	0	0.33914	0
MGH54_P11_C05	NA	black	0	0	0
MGH54_P11_C06	NA	black	0	0.29983	0
MGH54_P11_C07	NA	black	0	0	2.2363
MGH54_P11_C08	NA	black	0	0.25338	0
MGH54_P11_C09	NA	black	0	0	0.74846
MGH54_P11_C10	NA	black	0	0	0
MGH54_P11_C12	NA	black	0	0.27143	0
MGH54_P11_D01	NA	black	0	0	0.35389
MGH54_P11_D02	NA	black	0	0	0
MGH54_P11_D03	NA	black	0	0	0
MGH54_P11_D04	NA	black	0	0	0
MGH54_P11_D05	NA	black	0	0	0
MGH54_P11_D06	NA	black	0	0	0.39944
MGH54_P11_D07	NA	black	0	0.24489	0
MGH54_P11_D08	NA	black	0	0.28688	0
MGH54_P11_D09	NA	black	0	0	0.23511
MGH54_P11_D10	NA	black	0	0	0.15963
MGH54_P11_D11	NA	black	0	0	0
MGH54_P11_D12	NA	black	0	0	4.1809
MGH54_P11_E01	NA	black	0	0	0
MGH54_P11_E02	-0.000362047710285	blue	3	0.48749	0.78743
MGH54_P11_E03	NA	black	0	0	0.62106
MGH54_P11_E04	0.0133049150529	blue	3	0.33457	0.72857
MGH54_P11_E05	NA	black	0	0	1.378
MGH54_P11_E06	-1.92488885643	black	0	0.24001	4.2956
MGH54_P11_E07	-0.415804484343	green3	2	0.34028	1.9844
MGH54_P11_E08	NA	black	0	0	0
MGH54_P11_E09	NA	black	0	0	0.16221
MGH54_P11_E10	NA	black	0	0.18142	0
MGH54_P11_E11	NA	black	0	0	0
MGH54_P11_E12	NA	black	0	0.29042	0
MGH54_P11_F01	NA	black	0	0	0
MGH54_P11_F02	NA	black	0	0	0
MGH54_P11_F03	NA	black	0	0	0
MGH54_P11_F04	NA	black	0	0.45943	0
MGH54_P11_F05	NA	black	0	0	0
MGH54_P11_F06	NA	black	0	0	0.23266
MGH54_P11_F07	NA	black	0	0	0
MGH54_P11_F08	0.205327239316	blue	3	0.22651	0.19535
MGH54_P11_F09	0.00825599735498	blue	3	0.55974	0.68885
MGH54_P11_F10	NA	black	0	0	0
MGH54_P11_F11	0.273100793775	blue	3	0.14405	0.12697
MGH54_P11_F12	0.287998940428	blue	3	0.16092	0.063503
MGH54_P11_G01	NA	black	0	0	0
MGH54_P11_G02	NA	black	0	0	0.94111
MGH54_P11_G03	NA	black	0	0	0
MGH54_P11_G04	0.159291203214	blue	3	0.28806	0.25096
MGH54_P11_G05	NA	black	0	0	0
MGH54_P11_G06	0.207998135424	blue	3	0.21412	0.20539
MGH54_P11_G07	NA	black	0	0	0.31034
MGH54_P11_G08	NA	black	0	0	0
MGH54_P11_G09	NA	black	0	0	0.67084
MGH54_P11_G10	NA	black	0	0	0.40599
MGH54_P11_G11	NA	black	0	0	0.50894
MGH54_P11_G12	0.217629583734	blue	3	0.21039	0.18269
MGH54_P11_H01	NA	black	0	0	0
MGH54_P11_H02	-0.00346265829239	blue	3	0.66266	0.58592
MGH54_P11_H03	NA	black	0	0	0
MGH54_P11_H04	NA	black	0	0	0.29983
MGH54_P11_H05	NA	black	0	0	0
MGH54_P11_H06	NA	black	0	0	0.13619
MGH54_P11_H07	0.193869884	blue	3	0.15834	0.30801
MGH54_P11_H08	NA	black	0	0	0.18396
MGH54_P11_H09	NA	black	0	0	0
MGH54_P11_H10	NA	black	0	0	0
MGH54_P11_H11	0.13708269784	blue	3	0.14535	0.45418
MGH54_P11_H12	0.282572482059	blue	3	0.12565	0.12829
MGH54_P12_A01	NA	black	0	0	0
MGH54_P12_A02	NA	black	0	0	0
MGH54_P12_A03	NA	black	0	0	0
MGH54_P12_A04	NA	black	0	0.35727	0
MGH54_P12_A05	NA	black	0	0.33228	0
MGH54_P12_A06	-2.12888219402	black	0	4.565	0.45207
MGH54_P12_A07	NA	black	0	2.1994	0
MGH54_P12_A08	NA	black	0	0.46153	0
MGH54_P12_A09	NA	black	0	0.16092	0
MGH54_P12_A10	NA	black	0	0	0
MGH54_P12_A11	NA	black	0	0	0
MGH54_P12_B01	NA	black	0	0	0
MGH54_P12_B02	NA	black	0	0	4.3318
MGH54_P12_B03	NA	black	0	0.49467	0
MGH54_P12_B04	NA	black	0	0	0
MGH54_P12_B05	0.126167137823	blue	3	0.338	0.29514
MGH54_P12_B06	NA	black	0	0.26183	0
MGH54_P12_B07	-0.515353418807	black	0	0.33914	2.2209
MGH54_P12_B08	NA	black	0	0	1.8992
MGH54_P12_B09	0.135645485479	blue	3	0.32308	0.28214
MGH54_P12_B10	NA	black	0	0	0.57821
MGH54_P12_B11	0.0499601734937	blue	3	0.15575	0.65076
MGH54_P12_C01	NA	black	0	3.648	0
MGH54_P12_C02	NA	black	0	0	0
MGH54_P12_C03	NA	black	0	0	0.54696
MGH54_P12_C04	NA	black	0	0	1.3092
MGH54_P12_C05	NA	black	0	0	1.1329
MGH54_P12_C06	NA	black	0	0	0.67446
MGH54_P12_C07	NA	black	0	0	1.8643
MGH54_P12_C08	NA	black	0	0	0
MGH54_P12_C09	-0.390431954064	red	1	0.21537	1.6531
MGH54_P12_C11	NA	black	0	0	0.30451
MGH54_P12_C12	NA	black	0	0	0.809
MGH54_P12_D01	NA	black	0	0	1.4114
MGH54_P12_D02	NA	black	0	0	0.31962
MGH54_P12_D04	0.095772351709	blue	3	0.21537	0.51803
MGH54_P12_D05	NA	black	0	0	0.99856
MGH54_P12_D06	-1.93533738761	black	0	0.11103	3.7929
MGH54_P12_D07	3.86659501152	black	0	3.4347	2.5828
MGH54_P12_D08	NA	black	0	0	0.49774
MGH54_P12_D09	NA	black	0	0.56462	0
MGH54_P12_D10	NA	black	0	0	0.27739
MGH54_P12_D11	0.0165727778774	blue	3	0.16607	0.72596
MGH54_P12_D12	NA	black	0	0	0
MGH54_P12_E01	NA	black	0	0	3.2992
MGH54_P12_E02	0.141781268944	blue	3	0.30568	0.28688
MGH54_P12_E03	NA	black	0	0	0.41576
MGH54_P12_E04	NA	black	0	0	0
MGH54_P12_E05	NA	black	0	0	2.0597
MGH54_P12_E06	NA	black	0	0	0.12961
MGH54_P12_E07	NA	black	0	0	1.3707
MGH54_P12_E08	0.0232223974413	blue	3	0.35276	0.68975
MGH54_P12_E09	0.0887798875569	blue	3	0.40054	0.35502
MGH54_P12_E10	0.255185072324	blue	3	0.16864	0.13881
MGH54_P12_E11	NA	black	0	0	0.12433
MGH54_P12_E12	NA	black	0	0.70929	0
MGH54_P12_F01	0.00483243407058	blue	3	0.48852	0.75275
MGH54_P12_F02	NA	black	0	0	0
MGH54_P12_F03	NA	black	0	0	0
MGH54_P12_F04	NA	black	0	0	0
MGH54_P12_F05	0.033336781949	blue	3	0.54794	0.34823
MGH54_P12_F06	-0.086646004004	blue	3	0.40272	1.1322
MGH54_P12_F07	NA	black	0	3.7179	0
MGH54_P12_F08	0.0959663319581	blue	3	0.43936	0.20664
