Cell_name	Zvalue	Color	Cluster	POU2F1	STAT3
MGH53_P6_A04	NA	black	0	0.20914	0
MGH53_P6_A05	-0.562731803048	red	1	1.648	0.25822
MGH53_P6_A06	-0.680930587534	red	1	0.048236	3.3009
MGH53_P6_A07	1.06335657103	green3	2	0.14926	0.13356
MGH53_P6_A08	-2.23064467625	red	1	3.3433	0.49774
MGH53_P6_A09	-1.04260159403	red	1	2.0257	0.1375
MGH53_P6_A10	0.382232694834	red	1	1.8691	3.3953
MGH53_P6_A11	NA	black	0	0	1.364
MGH53_P6_A12	NA	black	0	0	0.61164
MGH53_P6_B02	NA	black	0	0	0
MGH53_P6_B03	-0.00965562479202	red	1	1.1865	3.3067
MGH53_P6_B04	-0.0240651204813	red	1	0.25338	2.2513
MGH53_P6_B05	-0.726835589187	red	1	0.79992	5.2603
MGH53_P6_B06	NA	black	0	0	4.2586
MGH53_P6_B07	NA	black	0	0	0
MGH53_P6_B09	NA	black	0	0	0.27381
MGH53_P6_B10	1.14288061528	red	1	0.059355	0.16221
MGH53_P6_C01	NA	black	0	0	0.28688
MGH53_P6_C03	NA	black	0	0.048236	0
MGH53_P6_C04	-0.564845781631	red	1	1.6309	0.18777
MGH53_P6_C05	0.362225229015	red	1	1.7621	3.538
MGH53_P6_C06	0.935956670313	green3	2	2.0007	4.6317
MGH53_P6_C07	1.22209132819	red	1	0.044044	0.045443
MGH53_P6_C08	NA	black	0	0.40708	0
MGH53_P6_C09	3.5615441463	black	0	3.3825	5.5795
MGH53_P6_C10	NA	black	0	0	0
MGH53_P6_C11	3.86840646267	black	0	3.9212	5.1798
MGH53_P6_C12	NA	black	0	0	0.91991
MGH53_P6_D01	NA	black	0	0.097611	0
MGH53_P6_D02	0.529811894011	red	1	0.61636	0.26424
MGH53_P6_D03	NA	black	0	0.52907	0
MGH53_P6_D05	NA	black	0	0.12829	0
MGH53_P6_D07	NA	black	0	0	0.90458
MGH53_P6_D08	-0.252368785631	red	1	1.4027	0.514
MGH53_P6_D09	NA	black	0	3.0801	0
MGH53_P6_D10	3.09273084259	black	0	3.4048	5.1191
MGH53_P6_D11	NA	black	0	0	4.5878
MGH53_P6_D12	NA	black	0	0	2.2488
MGH53_P6_E01	NA	black	0	0	0.42008
MGH53_P6_E02	3.81576392785	black	0	3.5994	5.5024
MGH53_P6_E03	NA	black	0	0.045443	0
MGH53_P6_E04	NA	black	0	2.7908	0
MGH53_P6_E05	NA	black	0	0	0
MGH53_P6_E06	NA	black	0	0	0
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	NA	black	0	0	0.73466
MGH53_P6_E09	-0.898431880359	red	1	0.40163	4.2628
MGH53_P6_E10	NA	black	0	0.15834	0
MGH53_P6_F01	NA	black	0	0	5.5627
MGH53_P6_F02	0.246793930178	red	1	2.6271	2.6801
MGH53_P6_F03	-2.02035991567	red	1	0.03984	5.3263
MGH53_P6_F04	-1.01340495705	red	1	0.11237	3.9204
MGH53_P6_F05	NA	black	0	0	5.1994
MGH53_P6_F06	NA	black	0	0	4.8726
MGH53_P6_F07	NA	black	0	0	0.29278
MGH53_P6_F08	NA	black	0	0.80983	0
MGH53_P6_F09	-1.15211250855	red	1	2.169	0.24245
MGH53_P6_F10	NA	black	0	0	0
MGH53_P6_G01	NA	black	0	0	2.3604
MGH53_P6_G02	NA	black	0	0	0.29748
MGH53_P6_G03	NA	black	0	0	0
MGH53_P6_G04	-1.96516099936	red	1	2.9032	0.2857
MGH53_P6_G05	0.147062882117	red	1	1.7398	2.8045
MGH53_P6_G06	-0.93338335816	red	1	0.40926	4.3567
MGH53_P6_G07	NA	black	0	2.5977	0
MGH53_P6_G08	NA	black	0	0.16092	0
MGH53_P6_G09	-2.18208006951	red	1	3.1723	0.37518
MGH53_P6_G10	NA	black	0	0.70487	0
MGH53_P6_G11	NA	black	0	0	0.35614
MGH53_P6_H01	NA	black	0	0	0
MGH53_P6_H02	0.164696632909	red	1	0.97453	0.1635
MGH53_P6_H03	NA	black	0	0.2762	0
MGH53_P6_H04	NA	black	0	0.90458	0
MGH53_P6_H05	-3.2404345418	black	0	3.8887	0.2228
MGH53_P6_H07	NA	black	0	0.13093	0
MGH53_P6_H09	-2.77357784628	black	0	3.3734	0.07861
MGH53_P6_H10	NA	black	0	0	5.5694
MGH53_P6_H11	-0.417481019821	red	1	2.2467	1.6064
MGH53_P7_A01	NA	black	0	0	0.32654
MGH53_P7_A02	1.32643772651	red	1	3.7799	3.405
MGH53_P7_A03	NA	black	0	0.10702	0
MGH53_P7_A04	0.784113807851	red	1	0.22651	0.56949
MGH53_P7_A05	0.132961329222	red	1	1.6383	2.8548
MGH53_P7_A06	0.516938821644	red	1	1.545	5.8091
MGH53_P7_A07	-1.99681916297	red	1	3.0045	0.37072
MGH53_P7_A09	NA	black	0	0	0.44679
MGH53_P7_A11	0.904832987145	red	1	0.14012	0.47197
MGH53_P7_A12	NA	black	0	0.41359	0
MGH53_P7_B01	NA	black	0	0	0.33914
MGH53_P7_B02	NA	black	0	0	0
MGH53_P7_B03	NA	black	0	0.40381	0
MGH53_P7_B04	-1.24562195572	red	1	0.43082	5.0863
MGH53_P7_B05	-2.55877459579	red	1	3.29	0.16864
MGH53_P7_B06	0.850407753438	red	1	0.35614	0.1137
MGH53_P7_B07	-0.00470862758677	red	1	1.2284	4.4239
MGH53_P7_B08	NA	black	0	1.7394	0
MGH53_P7_B10	0.518889040791	red	1	2.2507	3.2666
MGH53_P7_B11	-0.529248129267	red	1	1.6369	0.32998
MGH53_P7_B12	1.12111327295	red	1	0.11503	0.090853
MGH53_P7_C01	NA	black	0	0	0.23511
MGH53_P7_C02	NA	black	0	0.61542	0
MGH53_P7_C03	NA	black	0	2.9454	0
MGH53_P7_C04	0.889586371433	red	1	0.20789	0.37629
MGH53_P7_C05	NA	black	0	0	3.1434
MGH53_P7_C06	-0.0378656824815	red	1	1.3768	1.9317
MGH53_P7_C07	NA	black	0	0	0.25822
MGH53_P7_C09	-0.439065074258	red	1	1.583	0.45523
MGH53_P7_C11	NA	black	0	0	0.21039
MGH53_P7_C12	NA	black	0	3.1015	0
MGH53_P7_D01	NA	black	0	0	4.5362
MGH53_P7_D02	NA	black	0	0	0.67987
MGH53_P7_D03	NA	black	0	0	0.74846
MGH53_P7_D04	-1.23696329591	red	1	2.5286	0.67265
MGH53_P7_D05	NA	black	0	3.99	0
MGH53_P7_D06	1.06412911484	green3	2	0.077243	0.2762
MGH53_P7_D07	NA	black	0	0.14535	0
MGH53_P7_D10	NA	black	0	0	4.2219
MGH53_P7_D11	3.84887667187	black	0	3.5699	5.5693
MGH53_P7_D12	-0.0727339923526	red	1	1.0881	3.4137
MGH53_P7_E01	-2.25211436642	red	1	0.082703	5.7819
MGH53_P7_E02	NA	black	0	0	0
MGH53_P7_E03	0.00703524479243	red	1	0.54696	2.2001
MGH53_P7_E04	NA	black	0	0	0.66448
MGH53_P7_E05	NA	black	0	0	1.8821
MGH53_P7_E06	-0.585586832885	red	1	0.89685	5.3259
MGH53_P7_E07	-2.05270889859	red	1	0.048236	5.3947
MGH53_P7_E08	1.10357182556	green3	2	0.048236	0.2558
MGH53_P7_E09	-0.529175370088	red	1	0.12697	3.1252
MGH53_P7_E10	NA	black	0	0	4.355
MGH53_P7_E11	NA	black	0	0	4.8918
MGH53_P7_E12	0.724222321783	red	1	0.26784	0.62761
MGH53_P7_F01	-2.57112136321	red	1	3.3071	0.17632
MGH53_P7_F02	NA	black	0	0	4.2059
MGH53_P7_F04	-2.58957626733	red	1	3.3389	0.19409
MGH53_P7_F05	NA	black	0	0	0.17249
MGH53_P7_F06	NA	black	0	0	6.8079
MGH53_P7_F08	1.60980493918	red	1	2.6902	4.4465
MGH53_P7_F09	0.0391723702558	red	1	1.0545	1.5465
MGH53_P7_F10	NA	black	0	0.044044	0
MGH53_P7_F11	1.19292860444	red	1	0.051024	0.085425
MGH53_P7_F12	1.11923080368	red	1	0.038436	0.24489
MGH53_P7_G01	NA	black	0	0	0
MGH53_P7_G03	NA	black	0	0	0.48027
MGH53_P7_G04	-1.87895358461	red	1	2.6933	0.10299
MGH53_P7_G05	NA	black	0	0.14405	0
MGH53_P7_G06	NA	black	0	0	0.13619
MGH53_P7_G07	0.693737324584	red	1	0.035624	1.0079
MGH53_P7_G08	-0.840230829304	red	1	0.16092	3.7019
MGH53_P7_G09	-3.03069427666	black	0	0.055196	6.8139
MGH53_P7_G10	NA	black	0	0	0
MGH53_P7_G11	NA	black	0	0	0
MGH53_P7_G12	NA	black	0	0	1.2497
MGH53_P7_H01	NA	black	0	0	0
MGH53_P7_H02	NA	black	0	0	0.78409
MGH53_P7_H03	NA	black	0	0	0
MGH53_P7_H04	0.903077457076	red	1	3.608	3.1283
MGH53_P7_H05	1.17352577586	red	1	0.04684	0.12961
MGH53_P7_H06	-0.802892287879	red	1	0.60502	4.6209
MGH53_P7_H07	0.813967534152	red	1	0.28214	0.39067
MGH53_P7_H08	NA	black	0	0.067639	0
MGH53_P7_H10	-0.903415327128	red	1	0.40926	4.292
MGH53_P7_H11	NA	black	0	0	3.5105
MGH53_P7_H12	NA	black	0	0	4.9028
MGH53_P8_A01	NA	black	0	0	0.60312
MGH53_P8_A02	0.231781687414	red	1	2.2048	2.76
MGH53_P8_A03	1.16331901341	red	1	0.032806	0.17505
MGH53_P8_A04	0.885445145499	red	1	0.067639	0.6248
MGH53_P8_A05	0.979213603263	green3	2	0.084064	0.42438
MGH53_P8_A06	3.81738467693	black	0	3.0547	6.4603
MGH53_P8_A07	-1.13813586966	red	1	2.0946	0.11237
MGH53_P8_A08	NA	black	0	0	0
MGH53_P8_A09	1.09027080755	green3	2	0.079975	0.22157
MGH53_P8_A10	0.149570652019	red	1	0.1776	1.9123
MGH53_P8_A11	0.604252698743	red	1	0.46467	0.50792
MGH53_P8_A12	NA	black	0	1.5534	0
MGH53_P8_B03	NA	black	0	0	0
MGH53_P8_B04	2.631443015	red	1	3.8462	4.3364
MGH53_P8_B08	-1.03871265351	red	1	2.059	0.22033
MGH53_P8_B09	0.557461048094	red	1	0.6107	0.17505
MGH53_P8_B10	0.107813030693	red	1	1.8156	2.6271
MGH53_P8_B11	1.16765194567	red	1	0.09356	0.045443
MGH53_P8_B12	NA	black	0	1.1622	0
MGH53_P8_C01	NA	black	0	0	0.12961
MGH53_P8_C02	NA	black	0	0	0.13356
MGH53_P8_C03	-0.297073466588	red	1	0.18142	2.7534
MGH53_P8_C04	NA	black	0	0	0
MGH53_P8_C08	NA	black	0	0	0.38847
MGH53_P8_C09	1.13127183408	red	1	0.089498	0.12433
MGH53_P8_C10	2.62686387893	red	1	3.818	4.3522
MGH53_P8_C11	-1.00451799024	red	1	0.35502	4.3727
MGH53_P8_C12	0.757825100583	red	1	0.32077	0.44042
MGH53_P8_D01	NA	black	0	0	3.2753
MGH53_P8_D02	0.326436638951	red	1	0.027154	1.6443
MGH53_P8_D03	NA	black	0	0	5.8457
MGH53_P8_D04	-0.74175285389	red	1	0.077243	3.4297
MGH53_P8_D05	NA	black	0	0	0.21412
MGH53_P8_D06	0.346153042916	red	1	0.063503	1.5941
MGH53_P8_D07	-0.304356857413	red	1	0.4351	2.9694
MGH53_P8_D08	NA	black	0	4.46	0
MGH53_P8_D09	0.833775217997	red	1	0.4049	0.010064
MGH53_P8_D10	-0.16897004872	red	1	1.037	3.9836
MGH53_P8_D11	1.06698766741	green3	2	0.082703	0.26063
MGH53_P8_E01	NA	black	0	0	2.1293
MGH53_P8_E03	NA	black	0	0	0
MGH53_P8_E04	-0.329174938935	red	1	1.6844	1.1362
MGH53_P8_E05	NA	black	0	0.18777	0
MGH53_P8_E06	-0.205446771878	red	1	1.364	0.58592
MGH53_P8_E07	NA	black	0	3.7919	0
MGH53_P8_E08	0.196188357482	red	1	0.93584	0.31383
MGH53_P8_E09	NA	black	0	0.71896	0
MGH53_P8_E10	NA	black	0	0.30568	0
MGH53_P8_E11	NA	black	0	0	4.467
MGH53_P8_F01	NA	black	0	3.9211	0
MGH53_P8_F02	NA	black	0	0	0
MGH53_P8_F04	1.08723522341	green3	2	0.075875	0.23511
MGH53_P8_F05	1.24272577261	red	1	3.2429	3.5509
MGH53_P8_F06	0.512515387859	red	1	0.65718	0.15316
MGH53_P8_F07	1.11188331189	green3	2	3.0208	3.5413
MGH53_P8_F08	-0.773228917757	red	1	0.073135	3.476
MGH53_P8_F09	NA	black	0	0	0.066261
MGH53_P8_F11	-1.0453629416	red	1	0.045443	3.8708
MGH53_P8_G01	NA	black	0	0	0.25096
MGH53_P8_G02	0.658406535181	red	1	0.096262	1.0072
MGH53_P8_G03	NA	black	0	0.93433	0
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	1.76521110275	red	1	2.9986	4.2636
MGH53_P8_G06	-0.604239169063	red	1	1.8867	0.78241
MGH53_P8_G07	-1.72496435765	red	1	2.8476	0.47301
MGH53_P8_G08	-0.012302167114	red	1	1.144	0.45838
MGH53_P8_G09	NA	black	0	0	0.10969
MGH53_P8_G10	NA	black	0	0	4.4484
MGH53_P8_G11	-0.877793333858	red	1	0.020058	3.5782
MGH53_P8_G12	-0.647289085547	red	1	2.3488	1.3167
MGH53_P8_H01	NA	black	0	0.2857	0
MGH53_P8_H02	NA	black	0	0.066261	0
MGH53_P8_H03	1.05515823115	green3	2	0.14796	0.15316
MGH53_P8_H04	0.835043547134	red	1	0.24123	0.42868
MGH53_P8_H05	0.786892192803	red	1	0.301	0.41359
MGH53_P8_H06	-1.90639502215	red	1	0.077243	5.2506
MGH53_P8_H07	0.679584360602	red	1	0.3505	0.57143
MGH53_P8_H08	2.87866721705	black	0	3.859	4.5093
MGH53_P8_H09	0.59439328848	red	1	0.53406	0.33113
MGH53_P8_H10	1.00785066383	green3	2	0.11636	0.3115
MGH53_P8_H11	-0.36289224631	red	1	0.077243	2.8055
MGH53_P8_H12	0.726159799587	red	1	0.24001	0.67265
MGH53_P1_A03	NA	black	0	0	0.72159
MGH53_P1_A04	-0.70425449529	red	1	0.063503	3.354
MGH53_P1_A06	NA	black	0	2.2057	0
MGH53_P1_A07	-0.86359967313	red	1	1.9407	0.30801
MGH53_P1_A08	NA	black	0	0	2.5094
MGH53_P1_B04	NA	black	0	3.4428	0
MGH53_P1_B08	-0.967679102905	red	1	2.0257	0.2857
MGH53_P1_B09	0.33493295145	red	1	1.5835	4.0406
MGH53_P1_B11	NA	black	0	0	0.26424
MGH53_P1_C03	-1.81362447669	red	1	2.8385	0.36737
MGH53_P1_C06	NA	black	0	0.085425	0
MGH53_P1_C09	NA	black	0	2.3007	0
MGH53_P1_C10	-0.458008812996	red	1	0.1003	2.9813
MGH53_P1_D01	NA	black	0	0.10969	0
MGH53_P1_D05	1.50997042336	red	1	2.5785	4.4733
MGH53_P1_D12	NA	black	0	0	3.8961
MGH53_P1_E09	NA	black	0	0	0.26424
MGH53_P1_E12	0.730244922209	red	1	2.1006	3.8851
MGH53_P12_A01	NA	black	0	1.8624	0
MGH53_P12_A02	NA	black	0	0	0
MGH53_P12_A03	0.791954864338	red	1	0.40054	0.14274
MGH53_P12_A04	NA	black	0	0.092207	0
MGH53_P12_A05	0.902925195117	red	1	0.077243	0.57821
MGH53_P12_A06	NA	black	0	0.055196	0
MGH53_P12_A08	NA	black	0	0	0.61918
MGH53_P12_A09	NA	black	0	0	0
MGH53_P12_A10	0.810667084883	red	1	0.049631	0.78492
MGH53_P12_A11	NA	black	0	0	0
MGH53_P12_A12	NA	black	0	0	0.41792
MGH53_P12_B01	NA	black	0	0.086784	0
MGH53_P12_B02	NA	black	0	3.3564	0
MGH53_P12_B03	-0.262580798838	red	1	2.0952	1.7891
MGH53_P12_B04	0.194812393625	red	1	1.4457	3.9027
MGH53_P12_B05	-0.891107079032	red	1	0.14535	3.7664
MGH53_P12_B06	0.163314308545	red	1	1.384	4.2534
MGH53_P12_B07	NA	black	0	1.4463	0
MGH53_P12_B08	NA	black	0	0	0.39397
MGH53_P12_B09	-0.777748308784	red	1	0.071763	3.4817
MGH53_P12_B11	-0.21716408826	red	1	0.97085	3.8995
MGH53_P12_B12	-0.0508948778116	red	1	1.157	3.8436
MGH53_P12_C01	-1.48940550893	red	1	0.042644	4.5453
MGH53_P12_C02	-0.613041405969	red	1	0.14274	3.2857
MGH53_P12_C03	NA	black	0	0.060739	0
MGH53_P12_C04	-0.595858529416	red	1	0.097611	3.2107
MGH53_P12_C05	NA	black	0	0.12433	0
MGH53_P12_C06	NA	black	0	0	0.13488
MGH53_P12_C07	NA	black	0	0	3.8735
MGH53_P12_C08	-0.449320017886	red	1	1.5931	0.45418
MGH53_P12_C09	NA	black	0	0	0.14926
MGH53_P12_C10	NA	black	0	3.6637	0
MGH53_P12_C11	NA	black	0	2.982	0
MGH53_P12_C12	0.959887602127	green3	2	0.17887	0.2857
MGH53_P12_D01	NA	black	0	0	0
MGH53_P12_D02	NA	black	0	0	3.0853
MGH53_P12_D03	NA	black	0	0	3.8923
MGH53_P12_D04	NA	black	0	0	0.23879
MGH53_P12_D05	NA	black	0	0	0
MGH53_P12_D06	-2.16423118861	red	1	3.104	0.31962
MGH53_P12_D07	NA	black	0	0.77062	0
MGH53_P12_D08	NA	black	0	0.38957	0
MGH53_P12_D09	NA	black	0	0	2.2032
MGH53_P12_D10	NA	black	0	2.3508	0
MGH53_P12_D11	-1.58304767224	red	1	0.13093	4.8789
MGH53_P12_D12	1.02209750088	green3	2	0.070389	0.36737
MGH53_P12_E01	0.993157834522	green3	2	0.12433	0.32539
MGH53_P12_E02	NA	black	0	0.6526	0
MGH53_P12_E03	-1.60987209708	red	1	2.5511	0.22033
MGH53_P12_E04	1.0383193092	green3	2	0.10299	0.27739
MGH53_P12_E05	-0.307597202597	red	1	0.87892	3.9435
MGH53_P12_E06	NA	black	0	0	0
MGH53_P12_E07	NA	black	0	0	0.30685
MGH53_P12_E08	NA	black	0	0	0.41143
MGH53_P12_E09	NA	black	0	0.074505	0
MGH53_P12_E10	-1.01080765854	red	1	0.066261	3.8468
MGH53_P12_E12	NA	black	0	0	0.15704
MGH53_P12_F01	NA	black	0	0.066261	0
MGH53_P12_F02	-2.14468621991	red	1	2.9871	0.20539
MGH53_P12_F03	-1.08385197005	red	1	2.1303	0.2857
MGH53_P12_F04	-2.49535093768	red	1	3.3199	0.25338
MGH53_P12_F06	-1.70172670576	red	1	2.717	0.34028
MGH53_P12_F07	1.06612441807	green3	2	0.063503	0.29748
MGH53_P12_F08	-0.405494238841	red	1	1.5059	0.26784
MGH53_P12_F09	NA	black	0	0	0
MGH53_P12_F10	NA	black	0	0	0
MGH53_P12_F11	NA	black	0	1.7655	0
MGH53_P12_F12	0.686783335531	red	1	2.207	3.6322
MGH53_P12_G01	NA	black	0	0	0.28214
MGH53_P12_G03	0.119842773418	red	1	0.044044	1.9877
MGH53_P12_G04	NA	black	0	0	0.14143
MGH53_P12_G07	NA	black	0	0	1.2666
MGH53_P12_G08	NA	black	0	0.88675	0
MGH53_P12_G09	1.14878154838	red	1	0.049631	0.16993
MGH53_P12_G10	0.39611970748	red	1	0.027154	1.5266
MGH53_P12_G11	NA	black	0	0	0.27143
MGH53_P12_G12	1.15646191201	red	1	0.069015	0.1177
MGH53_P12_H01	NA	black	0	0.032806	0
MGH53_P12_H02	0.119703043737	red	1	1.3516	4.0187
MGH53_P12_H03	NA	black	0	0	3.3371
MGH53_P12_H04	NA	black	0	0	0.12829
MGH53_P12_H05	NA	black	0	0	4.5916
MGH53_P12_H06	NA	black	0	0.2857	0
MGH53_P12_H07	NA	black	0	0	0.14274
MGH53_P12_H08	-0.642059117658	red	1	2.3214	1.2998
MGH53_P12_H09	0.29228706081	red	1	2.1184	2.9201
MGH53_P12_H10	-0.0841145731978	red	1	1.2768	1.0524
MGH53_P12_H11	0.0141332953674	red	1	1.2461	2.7368
MGH53_P12_H12	0.00452980861745	red	1	1.2247	2.4678
MGH53_P2_A09	NA	black	0	0	0
MGH53_P2_A11	1.08136566533	green3	2	0.051024	0.2916
MGH53_P2_A12	1.53219439108	red	1	2.9851	4.0208
MGH53_P2_B05	0.0450267424259	red	1	1.0827	0.123
MGH53_P2_B07	1.17630525174	red	1	0.049631	0.11902
MGH53_P2_B09	1.15756805325	red	1	0.077243	0.098958
MGH53_P2_B10	0.832628169744	red	1	0.15186	0.59646
MGH53_P2_C01	0.60349485165	red	1	1.7416	4.5508
MGH53_P2_C02	-0.0503915928888	red	1	0.33228	2.3196
MGH53_P2_C03	NA	black	0	0.042644	0
MGH53_P2_C07	-0.300653416378	red	1	0.65901	3.2713
MGH53_P2_C09	0.278332302251	red	1	1.7049	3.3471
MGH53_P2_D01	-1.11896004502	red	1	0.037031	3.972
MGH53_P2_D02	NA	black	0	0	0.13619
MGH53_P2_D07	1.03515157123	green3	2	0.094912	0.29866
MGH53_P2_D08	0.35531724532	red	1	1.9046	3.265
MGH53_P2_D12	-1.14564635141	red	1	0.44255	4.9098
MGH53_P2_E04	0.662820702288	red	1	2.4877	3.3222
MGH53_P2_E10	NA	black	0	0	3.3683
MGH53_P2_F02	NA	black	0	0	3.1821
MGH53_P2_F03	NA	black	0	0	0.16736
MGH53_P2_F04	0.534511066868	red	1	2.051	3.5175
MGH53_P2_F05	NA	black	0	0	0
MGH53_P2_G02	-0.899022854155	red	1	0.1003	3.7152
MGH53_P2_G07	NA	black	0	0	0.5888
MGH53_P2_H01	-0.524718057706	red	1	1.6026	0.21661
MGH53_P10_A01	2.0614990159	red	1	3.5199	4.1109
MGH53_P10_A02	NA	black	0	0.04684	0
MGH53_P10_A03	0.949880218475	green3	2	0.059355	0.51904
MGH53_P10_A04	-1.37109640827	red	1	0.23266	4.767
MGH53_P10_A05	NA	black	0	0	4.6265
MGH53_P10_A06	0.0674486925723	red	1	0.67897	1.9705
MGH53_P10_A07	NA	black	0	3.3381	0
MGH53_P10_A08	1.10500342298	green3	2	0.074505	0.20414
MGH53_P10_A09	0.704417381151	red	1	0.041243	0.98331
MGH53_P10_A10	-0.218587529091	red	1	0.89763	3.5624
MGH53_P10_A11	3.47245373871	black	0	3.2222	5.7501
MGH53_P10_A12	-0.349322531407	red	1	2.4457	1.8294
MGH53_P10_B01	-0.876609686305	red	1	2.0264	0.46884
MGH53_P10_B02	-3.19200996426	black	0	3.6953	0.082703
MGH53_P10_B03	NA	black	0	0	0.25459
MGH53_P10_B04	NA	black	0	0	0.36961
MGH53_P10_B05	0.813328741363	red	1	2.1994	3.8944
MGH53_P10_B06	NA	black	0	0	0.16479
MGH53_P10_B07	NA	black	0	3.8389	0
MGH53_P10_B08	NA	black	0	0	1.8655
MGH53_P10_B09	0.926646937144	red	1	0.05797	0.56365
MGH53_P10_B10	NA	black	0	0	0
MGH53_P10_B11	1.25592270163	red	1	2.8217	3.8474
MGH53_P10_B12	NA	black	0	0	0.14012
MGH53_P10_C01	NA	black	0	0.04684	0
MGH53_P10_C02	NA	black	0	0	0.24853
MGH53_P10_C03	-0.919048444645	red	1	0.35727	4.2036
MGH53_P10_C04	-0.0812541882548	red	1	2.5205	2.2354
MGH53_P10_C05	NA	black	0	0	0.49876
MGH53_P10_C06	0.240646966466	red	1	1.4131	5.0286
MGH53_P10_C07	-1.9865212173	red	1	0.096262	5.4209
MGH53_P10_C08	NA	black	0	2.7788	0
MGH53_P10_C09	0.502073327046	red	1	2.8335	2.9482
MGH53_P10_C10	NA	black	0	0	0
MGH53_P10_C11	NA	black	0	0	0.30217
MGH53_P10_C12	NA	black	0	0	4.68
MGH53_P10_D01	NA	black	0	0.032806	0
MGH53_P10_D02	NA	black	0	0	0
MGH53_P10_D03	-1.43015817018	red	1	0.10969	4.5883
MGH53_P10_D04	NA	black	0	0	3.7236
MGH53_P10_D05	NA	black	0	3.247	0
MGH53_P10_D06	1.78452966338	red	1	2.6922	4.6795
MGH53_P10_D07	1.44140736096	red	1	2.409	4.6677
MGH53_P10_D08	NA	black	0	0	0
MGH53_P10_D09	NA	black	0	0.16479	0
MGH53_P10_D12	1.52189632136	red	1	2.3727	4.8865
MGH53_P10_E01	NA	black	0	0.04684	0
MGH53_P10_E03	NA	black	0	0	0.2228
MGH53_P10_E04	NA	black	0	0	0
MGH53_P10_E05	0.627162452066	red	1	0.54399	0.18015
MGH53_P10_E06	NA	black	0	0	0
MGH53_P10_E07	-0.238270530216	red	1	0.91686	3.7517
MGH53_P10_E08	NA	black	0	0	0
MGH53_P10_E09	-0.904678697165	red	1	0.069015	3.682
MGH53_P10_E10	NA	black	0	0	5.1802
MGH53_P10_E11	NA	black	0	0	0
MGH53_P10_E12	1.76180029553	red	1	3.9814	3.6467
MGH53_P10_F01	NA	black	0	0	4.6992
MGH53_P10_F02	NA	black	0	0	3.7757
MGH53_P10_F03	1.11302650448	green3	2	0.1137	0.10969
MGH53_P10_F04	0.505092616002	red	1	1.8061	3.9291
MGH53_P10_F05	-1.09302132004	red	1	0.33685	4.5057
MGH53_P10_F06	1.95097900058	red	1	3.2895	4.1855
MGH53_P10_F07	0.444252594184	red	1	1.5768	4.7924
MGH53_P10_F08	-1.48463365269	red	1	2.4367	0.20789
MGH53_P10_F09	NA	black	0	0.077243	0
MGH53_P10_F10	NA	black	0	1.9884	0
MGH53_P10_F12	-0.758167802384	red	1	0.029983	3.4039
MGH53_P10_G01	0.553961048784	red	1	0.60786	0.20163
MGH53_P10_G02	-1.64070149584	red	1	0.26424	5.3277
MGH53_P10_G03	NA	black	0	0.03984	0
MGH53_P10_G04	NA	black	0	2.7489	0
MGH53_P10_G05	0.659975490406	red	1	0.049631	1.0531
MGH53_P10_G07	-1.98803953281	red	1	2.9407	0.30685
MGH53_P10_G08	NA	black	0	0	0.097611
MGH53_P10_G09	NA	black	0	0.33457	0
MGH53_P10_G11	NA	black	0	0	0.089498
MGH53_P10_H01	-0.279122552297	red	1	0.96125	4.2268
MGH53_P10_H02	NA	black	0	2.629	0
MGH53_P10_H04	1.12566974214	red	1	0.092207	0.12961
MGH53_P10_H05	-0.804311901289	red	1	1.9705	0.50284
MGH53_P10_H06	NA	black	0	0	0.29396
MGH53_P10_H07	NA	black	0	0.053806	0
MGH53_P10_H08	NA	black	0	1.5622	0
MGH53_P10_H09	NA	black	0	0.029983	0
MGH53_P10_H10	NA	black	0	0	0.15834
MGH53_P10_H11	NA	black	0	0	0
MGH53_P11_A01	NA	black	0	0	0
MGH53_P11_A02	0.103796101884	red	1	1.9971	2.5566
MGH53_P11_A03	NA	black	0	0.041243	0
MGH53_P11_A04	0.94715834879	green3	2	0.1776	0.31499
MGH53_P11_A06	0.152693008192	red	1	0.57531	1.7334
MGH53_P11_A08	-0.43713754926	red	1	0.044044	2.9061
MGH53_P11_A09	NA	black	0	0.038436	0
MGH53_P11_A10	0.0169421980553	red	1	1.2382	3.0489
MGH53_P11_A11	1.14570121402	red	1	0.05797	0.15963
MGH53_P11_A12	NA	black	0	0	3.3723
MGH53_P11_B01	NA	black	0	0.067639	0
MGH53_P11_B02	NA	black	0	0	3.8058
MGH53_P11_B04	-0.260858036305	red	1	0.92448	3.9144
MGH53_P11_B05	1.13133584657	red	1	0.088142	0.12697
MGH53_P11_B06	NA	black	0	0.13093	0
MGH53_P11_B07	-0.0003986669061	red	1	1.1414	0.83996
MGH53_P11_B08	NA	black	0	0	0
MGH53_P11_B09	NA	black	0	0	0.14405
MGH53_P11_B11	NA	black	0	3.3885	0
MGH53_P11_B12	-0.0710661858414	red	1	0.07861	2.3127
MGH53_P11_C01	NA	black	0	0.0043216	0
MGH53_P11_C02	-0.36126175323	red	1	0.1003	2.817
MGH53_P11_C03	0.295489930582	red	1	1.5044	4.3136
MGH53_P11_C04	NA	black	0	0	4.324
MGH53_P11_C05	NA	black	0	0	0
