Cell_name	Zvalue	Color	Cluster	BRCA1	EGFR
MGH53_P12_E08	-1.32443298422	red	1	0.14796	7.3533
MGH53_P12_E09	NA	black	0	0	5.0756
MGH53_P12_E10	NA	black	0	0	4.7541
MGH53_P12_E12	NA	black	0	0	0.05797
MGH53_P12_F01	NA	black	0	0	2.2815
MGH53_P12_F02	NA	black	0	0	3.9114
MGH53_P12_F03	-0.828100898112	red	1	0.17887	6.1381
MGH53_P12_F04	NA	black	0	0	5.8114
MGH53_P12_F06	-0.627528063278	red	1	0.24367	5.7793
MGH53_P12_F07	NA	black	0	0	5.5326
MGH53_P12_F08	NA	black	0	0	4.5137
MGH53_P12_F09	NA	black	0	0	4.3644
MGH53_P12_F10	-0.565151298484	red	1	0.14143	5.2752
MGH53_P12_F11	0.897154631632	green3	2	0.13488	0.87342
MGH53_P12_F12	-0.674413096544	red	1	0.073135	5.3954
MGH53_P12_G01	-4.08571013312	black	0	3.2217	0.75446
MGH53_P12_G03	-0.451596960778	red	1	0.16092	4.998
MGH53_P12_G04	NA	black	0	0	5.4421
MGH53_P12_G07	NA	black	0	0	4.9291
MGH53_P12_G08	-0.999483848354	red	1	0.1635	6.5554
MGH53_P12_G09	NA	black	0	0.37184	0
MGH53_P12_G10	NA	black	0	0	3.5161
MGH53_P12_G11	NA	black	0	0	0
MGH53_P12_G12	NA	black	0	0	0
MGH53_P12_H01	NA	black	0	0	1.2455
MGH53_P12_H02	-3.35437641971	black	0	2.4346	0.15704
MGH53_P12_H03	NA	black	0	0	4.4598
MGH53_P12_H04	NA	black	0	0	5.1054
MGH53_P12_H05	NA	black	0	0	4.0353
MGH53_P12_H06	-0.134427614189	red	1	0.41684	4.3636
MGH53_P12_H07	NA	black	0	0	4.7831
MGH53_P12_H08	NA	black	0	0	4.89
MGH53_P12_H09	NA	black	0	0	3.0074
MGH53_P12_H10	NA	black	0	0	0.44996
MGH53_P12_H11	NA	black	0	0	3.8432
MGH53_P12_H12	0.27401913877	red	1	1.5792	4.3063
MGH53_P2_A09	-0.245640832389	red	1	0.44467	5.0238
MGH53_P2_A11	-1.18489598311	red	1	0.1865	7.1832
MGH53_P2_A12	NA	black	0	0	3.7718
MGH53_P2_B05	-0.693585139928	red	1	0.29631	6.2306
MGH53_P2_B07	-0.207041267725	red	1	0.34255	4.5463
MGH53_P2_B09	1.11164925803	green3	2	0.14405	0.094912
MGH53_P2_B10	NA	black	0	0	3.9379
MGH53_P2_C01	-0.191569329458	red	1	0.010064	4.1133
MGH53_P2_C02	NA	black	0	0	5.0986
MGH53_P2_C03	NA	black	0	0	3.7002
MGH53_P2_C07	-0.0953158972803	red	1	0.71017	5.9964
MGH53_P2_C09	-0.800052800854	red	1	0.34142	6.8731
MGH53_P2_D01	0.868484364964	green3	2	0.12433	1.0172
MGH53_P2_D02	NA	black	0	0	6.6777
MGH53_P2_D07	NA	black	0	0	2.7474
MGH53_P2_D08	NA	black	0	0	6.461
MGH53_P2_D12	NA	black	0	0	1.2485
MGH53_P2_E04	-0.986469935647	red	1	0.1635	6.5195
MGH53_P2_E10	NA	black	0	0	3.2976
MGH53_P2_F02	NA	black	0	0	4.2199
MGH53_P2_F03	-0.563956387028	red	1	0.2228	5.5031
MGH53_P2_F04	NA	black	0	0	3.7845
MGH53_P2_F05	NA	black	0	0	0
MGH53_P2_G02	NA	black	0	0	0
MGH53_P2_G07	0.00835057155919	red	1	3.8347	3.7621
MGH53_P2_H01	0.0463065559547	red	1	0.11636	3.5204
MGH53_P10_A01	-0.27240894611	red	1	0.40817	5.0203
MGH53_P10_A02	0.0191398425264	red	1	0.71458	1.461
MGH53_P10_A03	3.69779430713	black	0	5.4231	5.2614
MGH53_P10_A04	NA	black	0	0	5.8501
MGH53_P10_A05	NA	black	0	0	0
MGH53_P10_A06	-0.81593677862	red	1	0.052416	5.6909
MGH53_P10_A07	-0.250891523835	red	1	0.0086303	4.2544
MGH53_P10_A08	NA	black	0	0	4.5467
MGH53_P10_A09	NA	black	0	0	0.24853
MGH53_P10_A10	NA	black	0	0	5.984
MGH53_P10_A11	-0.714650510196	red	1	0.36401	6.6955
MGH53_P10_A12	NA	black	0	0	0
MGH53_P10_B01	NA	black	0	0	5.1555
MGH53_P10_B02	NA	black	0	0.15445	0
MGH53_P10_B03	NA	black	0	0	3.9144
MGH53_P10_B04	NA	black	0	0	3.3084
MGH53_P10_B05	NA	black	0	0	6.3942
MGH53_P10_B06	3.38437681234	black	0	4.4201	5.4741
MGH53_P10_B07	NA	black	0	0	4.9968
MGH53_P10_B08	NA	black	0	0	4.018
MGH53_P10_B09	NA	black	0	0	3.7427
MGH53_P10_B10	NA	black	0	0	4.6144
MGH53_P10_B11	NA	black	0	0.20163	0
MGH53_P10_B12	-0.485144262488	red	1	0.17505	5.1286
MGH53_P10_C01	NA	black	0	0	3.557
MGH53_P10_C02	-0.301106954859	red	1	0.42116	5.2095
MGH53_P10_C03	NA	black	0	0	4.0186
MGH53_P10_C04	-0.593614678531	red	1	0.17377	5.4434
MGH53_P10_C05	NA	black	0	0	0.91227
MGH53_P10_C06	-0.197078164802	red	1	0.18269	4.2716
MGH53_P10_C07	NA	black	0	0	4.2205
MGH53_P10_C08	0.553795099288	red	1	0.21288	1.7168
MGH53_P10_C09	NA	black	0	0	5.5364
MGH53_P10_C10	-0.458720445401	red	1	0.33113	5.5239
MGH53_P10_C11	-0.657992889399	red	1	0.15834	5.5826
MGH53_P10_C12	-0.22500866878	red	1	0.22033	4.4067
MGH53_P10_D01	NA	black	0	0	5.3764
MGH53_P10_D02	0.334364232602	red	1	0.1903	2.5536
MGH53_P10_D03	-0.110570002238	red	1	0.97453	2.7941
MGH53_P10_D04	-0.0963069197615	red	1	0.19912	3.9672
MGH53_P10_D05	-0.0543841662643	red	1	0.53605	4.1024
MGH53_P10_D06	NA	black	0	0	4.8495
MGH53_P10_D07	NA	black	0	0	0
MGH53_P10_D08	NA	black	0	0	5.6583
MGH53_P10_D09	NA	black	0	0	6.2047
MGH53_P10_D12	NA	black	0	0.20664	0
MGH53_P10_E01	NA	black	0	0.17249	0
MGH53_P10_E03	NA	black	0	0	4.9664
MGH53_P10_E04	0.366126434797	red	1	0.20664	2.4087
MGH53_P10_E05	NA	black	0	0	0
MGH53_P10_E06	NA	black	0	0.39726	0
MGH53_P10_E07	NA	black	0	0	0
MGH53_P10_E08	-0.90754113252	red	1	0.37629	7.5382
MGH53_P10_E09	NA	black	0	0	2.4939
MGH53_P10_E10	NA	black	0	0	6.0479
MGH53_P10_E11	-0.86988016975	red	1	0.097611	5.9603
MGH53_P10_E12	0.127020339312	red	1	0.16221	3.2615
MGH53_P10_F01	NA	black	0	0	5.9156
MGH53_P10_F02	NA	black	0	0	2.9525
MGH53_P10_F03	NA	black	0	0	0
MGH53_P10_F04	NA	black	0	0	2.121
MGH53_P10_F05	NA	black	0	0	1.659
MGH53_P10_F06	NA	black	0	0	2.3657
MGH53_P10_F07	NA	black	0	0	5.8773
MGH53_P10_F08	NA	black	0	0	4.4938
MGH53_P10_F09	NA	black	0	0	4.9638
MGH53_P10_F10	NA	black	0	0	4.2151
MGH53_P10_F12	1.78421692888	black	0	3.2717	5.0448
MGH53_P10_G01	NA	black	0	0.14666	0
MGH53_P10_G02	0.207509752914	red	1	0.15056	3.022
MGH53_P10_G03	NA	black	0	0	4.424
MGH53_P10_G04	-0.0499069747998	red	1	0.34028	3.8756
MGH53_P10_G05	-0.934010632614	red	1	0.18015	6.4454
MGH53_P10_G07	NA	black	0	0	3.7
MGH53_P10_G08	NA	black	0	0.28924	0
MGH53_P10_G09	-0.739672232353	red	1	0.22033	6.0412
MGH53_P10_G11	NA	black	0	0	6.7926
MGH53_P10_H01	NA	black	0	0	5.5033
MGH53_P10_H02	2.00081497171	black	0	3.9033	4.9266
MGH53_P10_H04	-0.209801566491	red	1	0.30334	4.4824
MGH53_P10_H05	NA	black	0	0	0
MGH53_P10_H06	NA	black	0	0	4.4711
MGH53_P10_H07	NA	black	0	0.17887	0
MGH53_P10_H08	NA	black	0	0	4.4777
MGH53_P10_H09	NA	black	0	0	4.5836
MGH53_P10_H10	NA	black	0	0	0
MGH53_P10_H11	NA	black	0	0	0
MGH53_P11_A01	NA	black	0	0	1.854
MGH53_P11_A02	NA	black	0	0	3.2713
MGH53_P11_A03	-0.164304835415	red	1	0.12961	4.1257
MGH53_P11_A04	NA	black	0	0	5.0618
MGH53_P11_A06	NA	black	0	0	4.7736
MGH53_P11_A08	NA	black	0	0	1.8476
MGH53_P11_A09	NA	black	0	0	0.8883
MGH53_P11_A10	-0.476913339729	red	1	0.14535	5.0367
MGH53_P11_A11	0.0490820592706	red	1	0.20664	3.4919
MGH53_P11_A12	1.000339065	green3	2	0.15963	0.38294
MGH53_P11_B01	-0.411888097582	red	1	0.16864	4.8981
MGH53_P11_B02	-0.249956577676	red	1	0.37851	4.8206
MGH53_P11_B04	-0.355278001867	red	1	0.15963	4.7148
MGH53_P11_B05	NA	black	0	0	3.1583
MGH53_P11_B06	0.402639664722	red	1	1.5926	4.5833
MGH53_P11_B07	NA	black	0	0	2.3805
MGH53_P11_B08	NA	black	0	0	5.7728
MGH53_P11_B09	NA	black	0	0	4.6526
MGH53_P11_B11	NA	black	0	0	6.4766
MGH53_P11_B12	NA	black	0	0	5.5747
MGH53_P11_C01	NA	black	0	0.15445	0
MGH53_P11_C02	NA	black	0	0	0.23756
MGH53_P11_C03	NA	black	0	0	3.9035
MGH53_P11_C04	NA	black	0	0	2.8296
MGH53_P11_C05	-0.610424187669	red	1	0.16479	5.4661
MGH53_P11_C06	NA	black	0	0	5.6665
MGH53_P11_C07	0.686726304852	red	1	0.22527	1.1596
MGH53_P11_C08	NA	black	0	0	0
MGH53_P11_C09	NA	black	0	0	4.5566
MGH53_P11_C10	1.25156471571	green3	2	2.2966	5.2137
MGH53_P11_C11	NA	black	0	0	5.7353
MGH53_P11_C12	NA	black	0	0	4.78
MGH53_P11_D01	0.857151590945	green3	2	0.27501	0.094912
MGH53_P11_D02	0.233437199264	red	1	1.1725	4.7377
MGH53_P11_D03	NA	black	0	0	4.9534
MGH53_P11_D04	0.193364894524	red	1	0.31499	2.8428
MGH53_P11_D05	NA	black	0	0	4.7793
MGH53_P11_D07	NA	black	0	0	0
MGH53_P11_D08	0.720785008871	green3	2	0.25338	0.85917
MGH53_P11_D09	NA	black	0	0	6.7369
MGH53_P11_D10	NA	black	0	0	4.4112
MGH53_P11_D11	NA	black	0	0	6.7136
MGH53_P11_D12	NA	black	0	0	1.442
MGH53_P11_E01	NA	black	0	0.24975	0
MGH53_P11_E02	NA	black	0	1.3051	0
MGH53_P11_E04	0.0227410743475	red	1	0.81885	4.4616
MGH53_P11_E06	NA	black	0	0	5.458
MGH53_P11_E08	NA	black	0	0	0.3505
MGH53_P11_E09	-1.13245282427	red	1	0.22404	7.2439
MGH53_P11_E10	-0.975723690429	red	1	0.23879	6.8544
MGH53_P11_E11	-0.591300938042	red	1	0.11636	5.2848
MGH53_P11_E12	NA	black	0	0	1.7604
MGH53_P11_F01	-0.428828729522	red	1	0.11636	4.8456
MGH53_P11_F02	-0.0845672079897	red	1	0.23879	3.9512
MGH53_P11_F03	NA	black	0	0	5.9059
MGH53_P11_F04	1.14263361133	green3	2	0.11902	0.15316
MGH53_P11_F05	NA	black	0	0	1.2654
MGH53_P11_F07	-0.111892409105	red	1	0.32884	4.1284
MGH53_P11_F10	NA	black	0	0	4.1405
MGH53_P11_F11	NA	black	0	0	5.1709
MGH53_P11_F12	NA	black	0	0	6.2858
MGH53_P11_G01	NA	black	0	0	1.3962
MGH53_P11_G02	NA	black	0	0	5.846
MGH53_P11_G03	NA	black	0	0	6.0106
MGH53_P11_G04	NA	black	0	0	0.77653
MGH53_P11_G05	-0.287378937012	red	1	0.33457	4.8575
MGH53_P11_G06	NA	black	0	0	0
MGH53_P11_G07	NA	black	0	0	4.8069
MGH53_P11_G08	-1.09411529459	red	1	0.15186	6.7606
MGH53_P11_G09	NA	black	0	0	0.93885
MGH53_P11_G10	NA	black	0	0	6.2012
MGH53_P11_G11	NA	black	0	0	4.5919
MGH53_P11_G12	NA	black	0	0	0.36961
MGH53_P11_H01	0.417669699579	red	1	3.6715	4.0146
MGH53_P11_H02	0.135168631857	red	1	0.26544	3.1493
MGH53_P11_H04	NA	black	0	0	4.4581
MGH53_P11_H05	NA	black	0	0	0
MGH53_P11_H06	0.29845173653	red	1	0.18903	2.6767
MGH53_P11_H07	NA	black	0	0	5.5472
MGH53_P11_H08	NA	black	0	0	0
MGH53_P11_H09	-1.18958311342	red	1	1.8663	1.7866
MGH53_P11_H10	NA	black	0	0	6.9984
MGH53_P11_H11	NA	black	0	0	5.6671
MGH53_P11_H12	NA	black	0	0	1.1296
MGH53_P9_A01	NA	black	0	0	4.3288
MGH53_P9_A02	NA	black	0	0	5.5989
MGH53_P9_A03	NA	black	0	0	6.0729
MGH53_P9_A04	NA	black	0	0	5.1124
MGH53_P9_A05	NA	black	0	0	4.6314
MGH53_P9_A06	-0.619252707571	red	1	0.24123	5.7434
MGH53_P9_A07	NA	black	0	0	4.6494
MGH53_P9_A08	NA	black	0	0	4.5209
MGH53_P9_A09	NA	black	0	0.20414	0
MGH53_P9_A10	NA	black	0	0	4.9301
MGH53_P9_A11	NA	black	0	0	0.88284
MGH53_P9_A12	NA	black	0	0	5.428
MGH53_P9_B01	NA	black	0	0	5.0197
MGH53_P9_B02	NA	black	0	0	2.2376
MGH53_P9_B03	NA	black	0	0	1.6135
MGH53_P9_B04	NA	black	0	0	1.6178
MGH53_P9_B05	-0.0873954322173	red	1	0.24123	3.9625
MGH53_P9_B06	NA	black	0	0	0
MGH53_P9_B07	NA	black	0	0	5.1613
MGH53_P9_B08	NA	black	0	0	6.6049
MGH53_P9_B09	NA	black	0	0	1.7549
MGH53_P9_B11	NA	black	0	0	3.992
MGH53_P9_B12	-0.677880383913	red	1	0.23511	5.9074
MGH53_P9_C01	NA	black	0	0	6.0085
MGH53_P9_C02	NA	black	0	0	2.2702
MGH53_P9_C03	-0.909073175353	red	1	4.1946	3.2845
MGH53_P9_C04	NA	black	0	0	3.3071
MGH53_P9_C05	NA	black	0	0	5.8483
MGH53_P9_C06	0.197710262208	red	1	0.99783	5.3045
MGH53_P9_C07	3.09961270435	black	0	3.5524	5.7933
MGH53_P9_C08	NA	black	0	0	6.1235
MGH53_P9_C09	-0.0614328078965	red	1	0.22404	3.8645
MGH53_P9_C10	NA	black	0	0	4.8222
MGH53_P9_C11	NA	black	0	0	2.8129
MGH53_P9_C12	NA	black	0	0	4.8484
MGH53_P9_D01	-0.0710824184065	red	1	0.21039	3.8908
MGH53_P9_D02	NA	black	0	0	4.4634
MGH53_P9_D03	NA	black	0	0	4.6089
MGH53_P9_D04	NA	black	0	0	4.5792
MGH53_P9_D05	NA	black	0	0	6.4645
MGH53_P9_D08	NA	black	0	0	1.3283
MGH53_P9_D09	NA	black	0	0	5.7566
MGH53_P9_D10	NA	black	0	0	0
MGH53_P9_D11	-1.01284595386	red	1	0.24975	7.0306
MGH53_P9_D12	-0.559546487534	red	1	0.19661	5.4088
MGH53_P9_F04	NA	black	0	0	0
MGH53_P9_F05	NA	black	0	0	5.9359
MGH53_P9_F06	-0.229207247689	red	1	0.55189	5.5041
MGH53_P9_F07	NA	black	0	0	5.7729
MGH53_P9_F08	NA	black	0	0	0
MGH53_P9_F09	NA	black	0	0	5.2387
MGH53_P9_F10	NA	black	0	0	6.4324
MGH53_P9_F11	0.136162739416	red	1	0.20163	3.2037
MGH53_P9_F12	NA	black	0	0	7.2395
MGH53_P9_G01	NA	black	0	0	0
MGH53_P9_G02	NA	black	0	0	4.4033
MGH53_P9_G03	-0.409515744507	red	1	0.26544	5.1225
MGH53_P9_G04	-0.484569165551	red	1	0.30685	5.5269
MGH53_P9_G07	NA	black	0	0	0.88986
MGH53_P9_G08	-0.0959496446	red	1	0.70221	5.8361
MGH53_P9_G09	NA	black	0	0	2.099
MGH53_P9_G12	NA	black	0	0	4.8076
MGH53_P9_H01	-0.139616856783	red	1	0.23266	4.1356
MGH53_P9_H02	NA	black	0	0	0
MGH53_P9_H03	NA	black	0	0	0
MGH53_P9_H04	NA	black	0	0	3.0822
MGH53_P9_H05	NA	black	0	0	0
MGH53_P9_H06	-0.514538845683	red	1	0.3505	5.8279
MGH53_P9_H07	NA	black	0	0	4.1926
MGH53_P9_H08	NA	black	0	0	6.1724
MGH53_P9_H09	NA	black	0	0	6.1442
MGH53_P9_H10	0.35665202957	red	1	0.21412	2.4244
MGH53_P9_H11	NA	black	0	0	6.3254
MGH53_P9_H12	-0.313701990429	red	1	0.16993	4.609
MGH53_P4_A07	-0.0263151384107	red	1	0.52206	3.8659
MGH53_P4_B01	0.512198461297	red	1	2.7353	4.1998
MGH53_P4_B02	-0.0416081167612	red	1	0.30568	3.825
MGH53_P4_B08	2.55700080034	black	0	3.9387	5.2375
MGH53_P4_B09	-0.468719996451	red	1	0.34255	5.6102
MGH53_P4_B10	NA	black	0	0	6.0173
MGH53_P4_B11	NA	black	0	0	0.074505
MGH53_P4_C03	-0.594551285209	red	1	0.38626	6.3506
MGH53_P4_C11	-0.268257087339	red	1	0.13488	4.4271
MGH53_P4_C12	0.129957355703	red	1	0.21288	3.2157
MGH53_P4_D04	-0.134979281695	red	1	0.15834	4.0611
MGH53_P4_D05	0.39661381652	red	1	0.18142	2.3637
MGH53_P4_D09	0.801540480786	green3	2	0.14143	1.157
MGH53_P4_E01	NA	black	0	0	4.1458
MGH53_P4_E02	NA	black	0	0	3.479
MGH53_P4_E07	-0.474937276519	red	1	0.38405	5.8302
MGH53_P4_E08	0.141566889198	red	1	0.17887	3.2038
MGH53_P4_E09	0.0350752157533	red	1	0.1776	3.5436
MGH53_P4_F01	NA	black	0	1.7757	0
MGH53_P4_F02	NA	black	0	0	5.6246
MGH53_P4_F08	-2.72992270872	black	0	2.8707	1.4033
MGH53_P4_F11	NA	black	0	0	6.5712
MGH53_P4_G02	NA	black	0	0	0
MGH53_P4_G05	NA	black	0	0	5.4309
MGH53_P4_G07	NA	black	0	0	4.3607
MGH53_P4_G08	NA	black	0	0	3.1968
MGH53_P4_G09	1.17931929129	green3	2	0.10299	0.13356
MGH53_P4_H10	NA	black	0	0	5.5465
MGH53_P4_H11	0.72899430516	green3	2	0.22033	1.0229
MGH53_P4_H12	-0.479391789159	red	1	0.28451	5.427
MGH54_P14_A01	NA	black	0	0	0
MGH54_P14_A02	NA	black	0	0	4.7482
MGH54_P14_A03	NA	black	0	0	4.6018
MGH54_P14_A04	NA	black	0	0	2.8858
MGH54_P14_A05	0.679221619152	red	1	0.18903	1.3629
MGH54_P14_A06	NA	black	0	0	0
MGH54_P14_A07	-0.282306251972	red	1	0.30451	4.7623
MGH54_P14_A08	NA	black	0	0	4.4387
MGH54_P14_A09	NA	black	0	0	5.8609
MGH54_P14_A10	NA	black	0	0	2.3533
MGH54_P14_A11	NA	black	0	0	0
MGH54_P14_A12	NA	black	0	0	0
MGH54_P14_B01	NA	black	0	0	2.4634
MGH54_P14_B02	NA	black	0	0	2.2317
MGH54_P14_B03	NA	black	0	0	0
MGH54_P14_B04	NA	black	0	0	1.9351
MGH54_P14_B05	NA	black	0	0.2461	0
MGH54_P14_B06	NA	black	0	0	2.8635
MGH54_P14_B07	NA	black	0	0	0.68975
MGH54_P14_B08	NA	black	0	0.31846	0
MGH54_P14_B09	NA	black	0	0.25942	0
MGH54_P14_B10	NA	black	0	0	0.60881
MGH54_P14_B11	NA	black	0	0	2.656
MGH54_P14_B12	NA	black	0	0	2.4014
MGH54_P14_C01	NA	black	0	0	0
MGH54_P14_C02	NA	black	0	0	2.2833
MGH54_P14_C03	NA	black	0	0.28806	0
MGH54_P14_C04	NA	black	0	0	0
MGH54_P14_C05	NA	black	0	0	3.5805
MGH54_P14_C06	NA	black	0	0	4.4852
MGH54_P14_C07	NA	black	0	0	0
MGH54_P14_C08	NA	black	0	0	0
MGH54_P14_C09	NA	black	0	0	2.9806
MGH54_P14_C10	-0.29473883806	red	1	0.2916	4.779
MGH54_P14_C11	NA	black	0	0	0
MGH54_P14_C12	NA	black	0	0	4.3689
MGH54_P14_D01	NA	black	0	0	3.943
MGH54_P14_D02	NA	black	0	0	4.4364
MGH54_P14_D03	NA	black	0	0	4.0093
MGH54_P14_D04	NA	black	0	0	0.92524
MGH54_P14_D05	0.713857968452	green3	2	0.33571	0.23143
MGH54_P14_D06	NA	black	0	0	3.9357
MGH54_P14_D07	-0.239309117989	red	1	0.20789	4.4358
MGH54_P14_D08	NA	black	0	0	6.254
MGH54_P14_D09	NA	black	0	0	0
MGH54_P14_D10	NA	black	0	0	5.6289
MGH54_P14_D11	NA	black	0	0	5.2035
MGH54_P14_D12	NA	black	0	0	3.2882
MGH54_P14_E01	NA	black	0	0	6.1762
MGH54_P14_E02	NA	black	0	0	6.5075
MGH54_P14_E03	NA	black	0	1.1117	0
MGH54_P14_E04	-0.0793240927237	red	1	0.31383	3.9813
MGH54_P14_E05	NA	black	0	0	5.5285
MGH54_P14_E06	NA	black	0	0	0
MGH54_P14_E07	-0.0679434037255	red	1	0.64524	4.6682
MGH54_P14_E08	NA	black	0	0	4.3734
MGH54_P14_E09	NA	black	0	0.19409	0
MGH54_P14_E10	NA	black	0	0	4.9441
MGH54_P14_E11	NA	black	0	0	5.7287
MGH54_P14_E12	1.00816092071	green3	2	1.976	5.2355
MGH54_P14_F01	NA	black	0	0	4.7162
MGH54_P14_F02	NA	black	0	0	5.3799
MGH54_P14_F03	NA	black	0	0	0
MGH54_P14_F04	NA	black	0	0	0
MGH54_P14_F06	NA	black	0	0	4.624
MGH54_P14_F07	NA	black	0	0	0
MGH54_P14_F08	NA	black	0	0	6.2477
MGH54_P14_F09	NA	black	0	0	0
MGH54_P14_F10	NA	black	0	0	5.2238
MGH54_P14_F11	0.612398310433	red	1	1.4185	5.4312
MGH54_P14_G01	NA	black	0	0	3.7958
MGH54_P14_G02	NA	black	0	0	0
MGH54_P14_G03	NA	black	0	0	3.8669
MGH54_P14_G04	-0.274323102948	red	1	0.53107	5.6652
MGH54_P14_G05	NA	black	0	0	0.52807
MGH54_P14_G06	NA	black	0	0	0
MGH54_P14_G07	-0.0358415618057	red	1	0.26424	3.7887
MGH54_P14_G08	NA	black	0	0	3.7851
MGH54_P14_G09	NA	black	0	0	1.605
MGH54_P14_G10	NA	black	0	0	1.8205
MGH54_P14_G11	-0.339112154046	red	1	0.35727	5.1396
MGH54_P14_G12	NA	black	0	0	0.64432
MGH54_P14_H01	NA	black	0	0	3.6331
MGH54_P14_H02	NA	black	0	0	1.2768
MGH54_P14_H03	NA	black	0	0	2.3724
MGH54_P14_H04	NA	black	0	0	5.6388
MGH54_P14_H05	0.352771224646	red	1	0.34028	2.0402
MGH54_P14_H06	NA	black	0	0	3.5356
MGH54_P14_H07	NA	black	0	0	0
MGH54_P14_H08	-0.375149861665	red	1	0.19912	4.8495
MGH54_P14_H09	NA	black	0	0	2.5276
MGH54_P14_H10	-0.336110172052	red	1	0.22404	4.7764
MGH54_P14_H11	NA	black	0	0.21412	0
MGH54_P14_H12	NA	black	0	0	4.4055
MGH54_P15_A02	NA	black	0	0	4.0144
MGH54_P15_A03	NA	black	0	1.1427	0
MGH54_P15_A04	NA	black	0	0	0
MGH54_P15_A05	NA	black	0	0	5.4422
MGH54_P15_A06	NA	black	0	0	4.5458
MGH54_P15_A07	-0.270900085189	red	1	0.47716	5.3107
MGH54_P15_A08	NA	black	0	0	4.7179
MGH54_P15_A09	NA	black	0	0	4.6627
MGH54_P15_A10	NA	black	0	0	3.6592
MGH54_P15_A11	NA	black	0	0	3.0885
MGH54_P15_A12	NA	black	0	0	1.3934
MGH54_P15_B01	NA	black	0	0	1.4536
MGH54_P15_B02	NA	black	0	0.35502	0
MGH54_P15_B03	NA	black	0	0.17121	0
MGH54_P15_B04	NA	black	0	0	5.3413
MGH54_P15_B05	NA	black	0	0	0
MGH54_P15_B06	NA	black	0	0	2.9477
MGH54_P15_B07	NA	black	0	0	4.2152
MGH54_P15_B09	-0.256758290273	red	1	0.26664	4.5895
MGH54_P15_B10	-0.632515829035	red	1	0.26303	5.8719
MGH54_P15_B11	0.0124192237221	red	1	0.24001	3.6121
MGH54_P15_C01	NA	black	0	0	4.202
MGH54_P15_C02	NA	black	0	0	6.6576
MGH54_P15_C03	NA	black	0	0	4.9291
MGH54_P15_C04	NA	black	0	0	0
MGH54_P15_C05	NA	black	0	0	0
MGH54_P15_C06	NA	black	0	0	2.8005
MGH54_P15_C07	-0.00548083799705	red	1	0.74588	4.2323
MGH54_P15_C08	NA	black	0	0	0
MGH54_P15_C09	NA	black	0	0	5.5523
MGH54_P15_C10	NA	black	0	0	0.14012
MGH54_P15_C11	NA	black	0	0	0
MGH54_P15_C12	NA	black	0	0	3.5199
MGH54_P15_D01	NA	black	0	0	6.0745
MGH54_P15_D02	NA	black	0	0	0
MGH54_P15_D03	NA	black	0	0	4.2538
MGH54_P15_D04	NA	black	0	0	0
MGH54_P15_D05	NA	black	0	0	4.5937
MGH54_P15_D07	NA	black	0	0	4.1004
MGH54_P15_D08	-0.376698064165	red	1	0.34369	5.2468
MGH54_P15_D09	NA	black	0	0	1.125
MGH54_P15_D10	NA	black	0	0	3.7522
MGH54_P15_D11	NA	black	0	0	6.0269
MGH54_P15_D12	NA	black	0	0	4.4519
MGH54_P15_E01	NA	black	0	0	0
MGH54_P15_E02	2.05420934266	black	0	2.7945	5.5881
MGH54_P15_E03	NA	black	0	0	0.73552
MGH54_P15_E04	NA	black	0	0	0
MGH54_P15_E05	NA	black	0	0	1.2259
MGH54_P15_E06	NA	black	0	0	4.367
MGH54_P15_E07	NA	black	0	0	3.3823
MGH54_P15_E08	NA	black	0	0	0
MGH54_P15_E09	NA	black	0	0	5.939
MGH54_P15_E10	NA	black	0	0	4.8651
MGH54_P15_E11	-0.29613791931	red	1	0.25701	4.7091
MGH54_P15_E12	NA	black	0	0	0.4049
MGH54_P15_F01	NA	black	0	0	3.7106
MGH54_P15_F02	NA	black	0	0	0
MGH54_P15_F03	NA	black	0	0	4.8973
MGH54_P15_F04	NA	black	0	0	0
MGH54_P15_F05	NA	black	0	0	1.7467
MGH54_P15_F06	NA	black	0	0	3.7407
MGH54_P15_F07	NA	black	0	0	5.3657
MGH54_P15_F08	-0.446918781367	red	1	0.17632	5.0183
MGH54_P15_F09	NA	black	0	0	5.3449
MGH54_P15_F10	0.0287872699436	red	1	0.55974	3.3945
MGH54_P15_F11	NA	black	0	0	4.9779
MGH54_P15_F12	NA	black	0	0	2.9877
MGH54_P15_G03	NA	black	0	0	4.8522
MGH54_P15_G04	NA	black	0	0	0
MGH54_P15_G05	NA	black	0	0	2.2705
MGH54_P15_G06	-0.554189804236	red	1	0.26063	5.6004
MGH54_P15_G07	NA	black	0	0	0
MGH54_P15_G08	NA	black	0	0	4.6209
MGH54_P15_G09	NA	black	0	0	2.6098
MGH54_P15_G10	NA	black	0	0	0
MGH54_P15_G11	NA	black	0	0	3.3682
MGH54_P15_G12	-1.10771346531	red	1	1.4087	0.74846
MGH54_P15_H01	NA	black	0	0	0
MGH54_P15_H03	NA	black	0	0	1.7398
MGH54_P15_H04	0.508044430982	red	1	0.21785	1.8663
MGH54_P15_H05	NA	black	0	0	4.6275
MGH54_P15_H06	NA	black	0	0	5.0861
MGH54_P15_H07	NA	black	0	0	6.0974
MGH54_P15_H08	NA	black	0	0	5.1804
MGH54_P15_H09	NA	black	0	0	0
MGH54_P15_H10	-0.132489369733	red	1	0.20914	4.0915
MGH54_P15_H11	-3.31722452869	black	0	5.5793	2.5472
MGH54_P15_H12	NA	black	0	0	0
