Cell_name	Zvalue	Color	Cluster	CLU	JUND
MGH36_P2_E07	0.563009825891	green3	2	9.7701	2.1154
MGH36_P2_E08	-0.423518876561	green3	2	6.1699	0.30568
MGH36_P2_E09	0.114851335529	green3	2	8.9117	1.8098
MGH36_P2_E10	-0.0710382191548	green3	2	5.5604	0.32654
MGH36_P2_F02	-0.0657012804189	green3	2	5.7956	0.79161
MGH36_P2_F03	1.87793507934	black	0	9.1205	3.3192
MGH36_P2_F04	-0.663295712889	green3	2	7.6912	0.93282
MGH36_P2_F06	-2.39070821475	black	0	9.2681	0.37851
MGH36_P2_F07	2.20990727043	black	0	0.6581	0.14666
MGH36_P2_F08	0.00489250135873	green3	2	6.4322	1.5792
MGH36_P2_F10	-0.0662009656883	green3	2	7.0898	1.4865
MGH36_P2_F11	0.766206620412	green3	2	9.3601	2.2747
MGH36_P2_F12	-1.35538343904	red	1	8.2653	0.59837
MGH36_P2_G01	2.93879200555	black	0	9.809	3.869
MGH36_P2_G02	NA	black	0	7.2362	0
MGH36_P2_G03	-2.88376741905	black	0	10.253	0.48852
MGH36_P2_G04	0.43712328261	green3	2	7.7092	2.2497
MGH36_P2_G05	-2.32481441783	black	0	9.1149	0.35389
MGH36_P2_G07	0.3211875717	green3	2	8.4008	1.9873
MGH36_P2_G08	1.36992220404	green3	2	8.7126	3.0119
MGH36_P2_G09	0.240620226032	green3	2	4.9659	0.2461
MGH36_P2_G11	NA	black	0	10.128	0
MGH36_P2_G12	-0.910277930878	green3	2	9.229	1.175
MGH36_P2_H01	0.652468122191	green3	2	7.6403	2.6996
MGH36_P2_H02	0.386627440015	green3	2	4.5281	0.58111
MGH36_P2_H03	-0.0398153222715	green3	2	6.994	1.52
MGH36_P2_H04	0.364536707536	green3	2	3.9235	0.93055
MGH36_P2_H05	1.79219273171	black	0	9.1271	3.2237
MGH36_P2_H06	-0.44761224803	green3	2	8.0938	1.2497
MGH36_P2_H07	-0.501596017248	green3	2	10.075	1.5405
MGH36_P2_H10	0.26058955109	green3	2	4.8714	0.57531
MGH53_P5_A02	NA	black	0	3.5564	0
MGH53_P5_A03	NA	black	0	5.6554	0
MGH53_P5_A04	-0.291880857303	green3	2	7.1448	1.1557
MGH53_P5_A06	NA	black	0	4.5331	0
MGH53_P5_A07	NA	black	0	5.7959	0
MGH53_P5_A08	NA	black	0	5.5076	0
MGH53_P5_A09	NA	black	0	4.1002	0
MGH53_P5_A11	NA	black	0	6.3708	0
MGH53_P5_B01	NA	black	0	5.6704	0
MGH53_P5_B03	NA	black	0	5.3694	0
MGH53_P5_B04	0.153714450454	green3	2	4.6915	1.1157
MGH53_P5_B05	NA	black	0	4.7715	0
MGH53_P5_B06	NA	black	0	4.9431	0
MGH53_P5_B07	0.198216046838	green3	2	5.0319	0.57725
MGH53_P5_B08	NA	black	0	3.1912	0
MGH53_P5_B09	NA	black	0	6.7581	0
MGH53_P5_B10	NA	black	0	0	0
MGH53_P5_B11	NA	black	0	7.1138	0
MGH53_P5_B12	NA	black	0	5.5348	0
MGH53_P5_C01	NA	black	0	8.9616	0
MGH53_P5_C02	NA	black	0	4.0235	0
MGH53_P5_C03	NA	black	0	4.4216	0
MGH53_P5_C04	NA	black	0	5.3112	0
MGH53_P5_C05	NA	black	0	5.6834	0
MGH53_P5_C06	NA	black	0	4.3099	0
MGH53_P5_C07	NA	black	0	0	0
MGH53_P5_C08	NA	black	0	5.7929	0
MGH53_P5_C09	NA	black	0	2.7801	0
MGH53_P5_C10	NA	black	0	5.0468	0
MGH53_P5_C11	0.014851789994	green3	2	5.4876	0.58785
MGH53_P5_D01	-3.74096227083	black	0	1.1953	2.8069
MGH53_P5_D02	NA	black	0	0	0
MGH53_P5_D04	NA	black	0	6.7656	0
MGH53_P5_D05	NA	black	0	4.6142	0
MGH53_P5_D07	NA	black	0	7.232	0
MGH53_P5_D08	NA	black	0	7.4903	0
MGH53_P5_D09	NA	black	0	4.9329	0
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	NA	black	0	6.8214	0
MGH53_P5_E02	NA	black	0	7.8484	0
MGH53_P5_E03	NA	black	0	7.1209	0
MGH53_P5_E04	NA	black	0	6.101	0
MGH53_P5_E06	NA	black	0	8.3579	0
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	NA	black	0	3.2082	0
MGH53_P5_E11	NA	black	0	0	0
MGH53_P5_F01	NA	black	0	0	1.4931
MGH53_P5_F03	NA	black	0	5.2031	0
MGH53_P5_F05	NA	black	0	6.3536	0
MGH53_P5_F06	NA	black	0	5.1981	0
MGH53_P5_F07	NA	black	0	0	0
MGH53_P5_F08	NA	black	0	4.1497	0
MGH53_P5_F10	NA	black	0	0	0
MGH53_P5_F11	NA	black	0	9.0471	0
MGH53_P5_G01	0.298849951844	green3	2	7.4624	2.099
MGH53_P5_G04	NA	black	0	4.8204	0
MGH53_P5_G05	NA	black	0	6.5858	0
MGH53_P5_G07	NA	black	0	4.7976	0
MGH53_P5_G08	NA	black	0	5.3342	0
MGH53_P5_G09	0.386146300295	green3	2	4.5787	0.51702
MGH53_P5_G10	NA	black	0	4.7787	0
MGH53_P5_G11	NA	black	0	4.6233	0
MGH53_P5_H02	NA	black	0	5.742	0
MGH53_P5_H03	NA	black	0	4.8164	0
MGH53_P5_H04	NA	black	0	6.1293	0
MGH53_P5_H05	NA	black	0	8.6256	0
MGH53_P5_H07	NA	black	0	7.5952	0
MGH53_P5_H08	NA	black	0	5.9076	0
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	-0.299710175826	green3	2	4.529	1.8805
MGH53_P6_A01	NA	black	0	0	0
MGH53_P6_A02	NA	black	0	6.2992	0
MGH53_P6_A03	NA	black	0	4.1821	0
MGH53_P6_A04	-0.652174760416	green3	2	4.8649	2.5064
MGH53_P6_A05	0.671436297624	green3	2	4.1272	0.25338
MGH53_P6_A06	NA	black	0	5.9709	0
MGH53_P6_A07	NA	black	0	0	0
MGH53_P6_A08	NA	black	0	0	0
MGH53_P6_A09	1.00112588994	green3	2	3.2795	0.33113
MGH53_P6_A10	NA	black	0	0	0.1903
MGH53_P6_A11	NA	black	0	0.98768	0
MGH53_P6_A12	NA	black	0	4.3381	0
MGH53_P6_B02	NA	black	0	5.1403	0
MGH53_P6_B03	0.0959978654177	green3	2	5.2897	0.5955
MGH53_P6_B04	-0.0464953745	green3	2	4.8322	1.5509
MGH53_P6_B05	-0.651580894415	green3	2	5.1952	2.7534
MGH53_P6_B06	NA	black	0	0	0.39944
MGH53_P6_B07	NA	black	0	0	0
MGH53_P6_B09	NA	black	0	0	0
MGH53_P6_B10	NA	black	0	5.6984	0
MGH53_P6_C01	NA	black	0	0.45838	0
MGH53_P6_C03	NA	black	0	0	0
MGH53_P6_C04	-0.160683205813	green3	2	5.6652	0.22527
MGH53_P6_C05	0.00102121532773	green3	2	5.8046	1.4505
MGH53_P6_C06	NA	black	0	4.3494	0
MGH53_P6_C07	NA	black	0	0.20789	0
MGH53_P6_C08	NA	black	0	0	0
MGH53_P6_C09	NA	black	0	4.4901	0
MGH53_P6_C10	NA	black	0	6.152	0
MGH53_P6_C11	NA	black	0	0	0
MGH53_P6_C12	NA	black	0	5.8129	0
MGH53_P6_D01	-0.249210182011	green3	2	5.3897	2.2336
MGH53_P6_D02	0.125307864012	green3	2	5.2104	0.49057
MGH53_P6_D03	NA	black	0	6.715	0
MGH53_P6_D05	NA	black	0	4.9125	0
MGH53_P6_D07	NA	black	0	7.6482	0
MGH53_P6_D08	NA	black	0	0	0
MGH53_P6_D09	NA	black	0	5.9709	0
MGH53_P6_D10	NA	black	0	5.28	0
MGH53_P6_D11	NA	black	0	0	0.25096
MGH53_P6_D12	NA	black	0	6.0561	0
MGH53_P6_E01	NA	black	0	0	1.3185
MGH53_P6_E02	NA	black	0	0.45207	0
MGH53_P6_E03	NA	black	0	5.4469	0
MGH53_P6_E04	-0.330322890703	green3	2	3.0958	1.5965
MGH53_P6_E05	NA	black	0	6.4159	0
MGH53_P6_E06	NA	black	0	0	2.7941
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	NA	black	0	6.024	0
MGH53_P6_E09	NA	black	0	5.2369	0
MGH53_P6_E10	-0.404238420513	green3	2	4.0557	1.8596
MGH53_P6_F01	0.0994510881504	green3	2	7.4957	1.7715
MGH53_P6_F02	NA	black	0	4.249	0
MGH53_P6_F03	0.615050606763	green3	2	4.2276	0.27381
MGH53_P6_F04	-0.357197358787	green3	2	7.3685	1.146
MGH53_P6_F05	-0.121668895511	green3	2	5.6307	0.28451
MGH53_P6_F06	NA	black	0	5.7032	0
MGH53_P6_F07	NA	black	0	0	0
MGH53_P6_F08	-0.542475351983	green3	2	7.3067	0.90612
MGH53_P6_F09	NA	black	0	0	0
MGH53_P6_F10	NA	black	0	5.5135	0
MGH53_P6_G01	0.529935594637	green3	2	4.0877	0.59837
MGH53_P6_G02	NA	black	0	5.6351	0
MGH53_P6_G03	NA	black	0	4.012	0
MGH53_P6_G04	-3.34698494339	black	0	0.68527	2.5023
MGH53_P6_G05	NA	black	0	4.3726	0
MGH53_P6_G06	NA	black	0	7.4038	0
MGH53_P6_G07	NA	black	0	0	0
MGH53_P6_G08	NA	black	0	6.7268	0
MGH53_P6_G09	NA	black	0	7.5179	0
MGH53_P6_G10	NA	black	0	5.9534	0
MGH53_P6_G11	NA	black	0	5.8401	0
MGH53_P6_H01	NA	black	0	9.8168	0
MGH53_P6_H02	NA	black	0	0	0
MGH53_P6_H03	NA	black	0	0	0
MGH53_P6_H04	NA	black	0	8.3703	0
MGH53_P6_H05	NA	black	0	6.3732	0
MGH53_P6_H07	NA	black	0	7.4507	0
MGH53_P6_H09	NA	black	0	4.8509	0
MGH53_P6_H10	NA	black	0	5.2483	0
MGH53_P6_H11	NA	black	0	4.4554	0
MGH53_P7_A01	NA	black	0	4.8778	0
MGH53_P7_A02	NA	black	0	4.935	0
MGH53_P7_A03	-0.0224345441737	green3	2	4.202	1.4415
MGH53_P7_A04	NA	black	0	5.3654	0
MGH53_P7_A05	-0.689491606041	green3	2	6.5213	0.22897
MGH53_P7_A06	NA	black	0	0	1.058
MGH53_P7_A07	NA	black	0	7.4712	0
MGH53_P7_A09	NA	black	0	8.0724	0
MGH53_P7_A11	-0.342151043609	green3	2	7.4371	1.1852
MGH53_P7_A12	-0.857319017607	green3	2	3.3843	2.0583
MGH53_P7_B01	NA	black	0	6.168	0
MGH53_P7_B02	NA	black	0	5.2841	0
MGH53_P7_B03	NA	black	0	6.7607	0
MGH53_P7_B04	1.59560287288	green3	2	1.0496	0.40926
MGH53_P7_B05	0.215175905238	green3	2	4.1063	1.1124
MGH53_P7_B06	NA	black	0	0.35502	0
MGH53_P7_B07	NA	black	0	6.0496	0
MGH53_P7_B08	NA	black	0	5.85	0
MGH53_P7_B10	NA	black	0	5.1269	0
MGH53_P7_B11	NA	black	0	6.5686	0
MGH53_P7_B12	-1.53174759783	black	0	0.41576	1.766
MGH53_P7_C01	0.120469095483	green3	2	6.5198	2.6636
MGH53_P7_C02	NA	black	0	0	3.7776
MGH53_P7_C03	NA	black	0	4.4215	0
MGH53_P7_C04	NA	black	0	6.1298	0
MGH53_P7_C05	-1.13062804461	green3	2	7.6015	0.47093
MGH53_P7_C06	NA	black	0	4.9813	0
MGH53_P7_C07	NA	black	0	4.9894	0
MGH53_P7_C09	NA	black	0	0	0
MGH53_P7_C11	NA	black	0	4.0909	0
MGH53_P7_C12	NA	black	0	4.6389	0
MGH53_P7_D01	NA	black	0	5.9015	0
MGH53_P7_D02	NA	black	0	4.7831	0
MGH53_P7_D03	NA	black	0	0	0
MGH53_P7_D04	NA	black	0	10.166	0
MGH53_P7_D05	NA	black	0	7.7307	0
MGH53_P7_D06	NA	black	0	7.0313	0
MGH53_P7_D07	NA	black	0	6.2138	0
MGH53_P7_D10	NA	black	0	4.2911	0
MGH53_P7_D11	NA	black	0	7.0557	0
MGH53_P7_D12	NA	black	0	4.0509	0
MGH53_P7_E01	0.352134241283	green3	2	4.656	0.53207
MGH53_P7_E02	NA	black	0	4.982	0
MGH53_P7_E03	NA	black	0	0	0
MGH53_P7_E04	-0.944688764809	green3	2	7.3925	0.53007
MGH53_P7_E05	NA	black	0	6.6503	0
MGH53_P7_E06	NA	black	0	5.936	0
MGH53_P7_E07	NA	black	0	5.2748	0
MGH53_P7_E08	NA	black	0	6.3294	0
MGH53_P7_E09	NA	black	0	0	0
MGH53_P7_E10	NA	black	0	0	0
MGH53_P7_E11	NA	black	0	5.7737	0
MGH53_P7_E12	NA	black	0	5.0376	0
MGH53_P7_F01	NA	black	0	0	0
MGH53_P7_F02	NA	black	0	6.9296	0
MGH53_P7_F04	NA	black	0	0	0
MGH53_P7_F05	NA	black	0	4.2491	0
MGH53_P7_F06	NA	black	0	0	0
MGH53_P7_F08	-0.0241506359959	green3	2	5.8517	1.886
MGH53_P7_F09	0.208251477099	green3	2	4.2184	1.1077
MGH53_P7_F10	NA	black	0	7.0347	0
MGH53_P7_F11	NA	black	0	0	0.21537
MGH53_P7_F12	-0.104716952168	green3	2	5.3674	1.8588
MGH53_P7_G01	NA	black	0	0	0
MGH53_P7_G03	-1.26106285458	red	1	4.6905	3.0419
MGH53_P7_G04	-0.456818244257	green3	2	6.2823	0.36177
MGH53_P7_G05	NA	black	0	0	0
MGH53_P7_G06	-0.370555909298	green3	2	6.3129	0.54498
MGH53_P7_G07	NA	black	0	2.9241	0
MGH53_P7_G08	0.140543916857	green3	2	5.1431	0.21412
MGH53_P7_G09	NA	black	0	9.2491	0
MGH53_P7_G10	NA	black	0	4.5359	0
MGH53_P7_G11	NA	black	0	0	0.22157
MGH53_P7_G12	NA	black	0	5.4996	0
MGH53_P7_H01	NA	black	0	7.2823	0
MGH53_P7_H02	NA	black	0	4.7425	0
MGH53_P7_H03	NA	black	0	0	0
MGH53_P7_H04	NA	black	0	0	0
MGH53_P7_H05	NA	black	0	0	0
MGH53_P7_H06	NA	black	0	5.7074	0
MGH53_P7_H07	NA	black	0	4.661	0
MGH53_P7_H08	NA	black	0	0.4782	0
MGH53_P7_H10	NA	black	0	6.0782	0
MGH53_P7_H11	0.627318057264	green3	2	4.2058	0.26903
MGH53_P7_H12	NA	black	0	5.394	0
MGH53_P8_A01	NA	black	0	5.7203	0
MGH53_P8_A02	NA	black	0	4.5037	0
MGH53_P8_A03	NA	black	0	5.6562	0
MGH53_P8_A04	0.0778586850356	green3	2	6.6306	1.8335
MGH53_P8_A05	NA	black	0	1.6026	0
MGH53_P8_A06	NA	black	0	7.8928	0
MGH53_P8_A07	NA	black	0	7.8738	0
MGH53_P8_A08	NA	black	0	5.427	0
MGH53_P8_A09	NA	black	0	0	0
MGH53_P8_A10	NA	black	0	5.7775	0
MGH53_P8_A11	NA	black	0	0	0.6332
MGH53_P8_A12	NA	black	0	3.8875	0
MGH53_P8_B03	-3.00899425766	black	0	3.8428	3.7226
MGH53_P8_B04	NA	black	0	0.32539	0
MGH53_P8_B08	NA	black	0	4.9161	0
MGH53_P8_B09	NA	black	0	5.4139	0
MGH53_P8_B10	1.60647808395	green3	2	0.56267	0.45312
MGH53_P8_B11	NA	black	0	5.6385	0
MGH53_P8_B12	0.0602640175913	green3	2	4.776	1.3196
MGH53_P8_C01	NA	black	0	3.6177	0
MGH53_P8_C02	NA	black	0	6.043	0
MGH53_P8_C03	NA	black	0	5.4594	0
MGH53_P8_C04	NA	black	0	5.5794	0
MGH53_P8_C08	-0.276585854044	green3	2	5.9898	0.39944
MGH53_P8_C09	0.571581906796	green3	2	4.2892	0.31499
MGH53_P8_C10	NA	black	0	7.4971	0
MGH53_P8_C11	NA	black	0	0	0
MGH53_P8_C12	NA	black	0	0.68437	0
MGH53_P8_D01	NA	black	0	6.1798	0
MGH53_P8_D02	NA	black	0	0.54794	0
MGH53_P8_D03	NA	black	0	8.4798	0
MGH53_P8_D04	NA	black	0	0	0
MGH53_P8_D05	NA	black	0	5.7707	0
MGH53_P8_D06	NA	black	0	0	0
MGH53_P8_D07	NA	black	0	0	0
MGH53_P8_D08	NA	black	0	5.7234	0
MGH53_P8_D09	NA	black	0	0.19912	0
MGH53_P8_D10	NA	black	0	5.996	0
MGH53_P8_D11	NA	black	0	7.628	0
MGH53_P8_E01	NA	black	0	5.1133	0
MGH53_P8_E03	NA	black	0	6.9011	0
MGH53_P8_E04	NA	black	0	3.3326	0
MGH53_P8_E05	NA	black	0	5.9225	0
MGH53_P8_E06	NA	black	0	0	0
MGH53_P8_E07	NA	black	0	4.0945	0
MGH53_P8_E08	-0.162454026877	green3	2	5.4415	2.0663
MGH53_P8_E09	NA	black	0	6.4105	0
MGH53_P8_E10	NA	black	0	1.736	0
MGH53_P8_E11	NA	black	0	2.1583	0
MGH53_P8_F01	NA	black	0	0	0
MGH53_P8_F02	NA	black	0	4.4457	0
MGH53_P8_F04	NA	black	0	6.5686	0
MGH53_P8_F05	NA	black	0	4.6422	0
MGH53_P8_F06	-0.00460933859791	green3	2	5.829	1.3004
MGH53_P8_F07	NA	black	0	6.1701	0
MGH53_P8_F08	NA	black	0	0.25942	0
MGH53_P8_F09	NA	black	0	0	0
MGH53_P8_F11	NA	black	0	0	0
MGH53_P8_G01	NA	black	0	0	0
MGH53_P8_G02	NA	black	0	6.7702	0
MGH53_P8_G03	NA	black	0	6.7003	0
MGH53_P8_G04	0.0303805948319	green3	2	1.4356	1.2123
MGH53_P8_G05	NA	black	0	3.1504	0
MGH53_P8_G06	NA	black	0	8.6428	0
MGH53_P8_G07	NA	black	0	6.8842	0
MGH53_P8_G08	NA	black	0	6.914	0
MGH53_P8_G09	0.756228004933	green3	2	3.932	0.27262
MGH53_P8_G10	NA	black	0	0	0.43403
MGH53_P8_G11	NA	black	0	4.6118	0
MGH53_P8_G12	NA	black	0	4.76	0
MGH53_P8_H01	NA	black	0	5.6524	0
MGH53_P8_H02	NA	black	0	0	0
MGH53_P8_H03	NA	black	0	5.7358	0
MGH53_P8_H04	-0.776408750965	green3	2	8.5562	1.1037
MGH53_P8_H05	NA	black	0	8.0178	0
MGH53_P8_H06	NA	black	0	0	0
MGH53_P8_H07	NA	black	0	6.1096	0
MGH53_P8_H08	NA	black	0	5.5346	0
MGH53_P8_H09	NA	black	0	6.7728	0
MGH53_P8_H10	NA	black	0	0	1.1865
MGH53_P8_H11	-0.228964715632	green3	2	3.8095	1.6248
MGH53_P8_H12	NA	black	0	3.4042	0
MGH53_P1_A03	0.861101339617	green3	2	3.6295	0.32539
MGH53_P1_A04	0.0833212796685	green3	2	4.8603	1.254
MGH53_P1_A06	NA	black	0	5.9636	0
MGH53_P1_A07	NA	black	0	0	2.1489
MGH53_P1_A08	NA	black	0	4.1782	0
MGH53_P1_B04	NA	black	0	7.1011	0
MGH53_P1_B08	NA	black	0	6.2029	0
MGH53_P1_B09	-0.0258370580757	green3	2	5.8602	1.9107
MGH53_P1_B11	0.265812149077	green3	2	3.5254	1.1003
MGH53_P1_C03	NA	black	0	0	0.63134
MGH53_P1_C06	NA	black	0	3.8735	0
MGH53_P1_C09	-0.310361959285	green3	2	4.97	2.081
MGH53_P1_C10	0.714676443734	green3	2	3.9679	0.32423
MGH53_P1_D01	NA	black	0	5.0375	0
MGH53_P1_D05	0.189940113114	green3	2	6.6628	2.7093
MGH53_P1_D12	NA	black	0	4.2063	0
MGH53_P1_E09	NA	black	0	5.1787	0
MGH53_P1_E12	NA	black	0	0	0.32423
MGH53_P12_A01	NA	black	0	4.1892	0
MGH53_P12_A02	NA	black	0	5.1969	0
MGH53_P12_A03	-0.117932618242	green3	2	5.6266	0.28924
MGH53_P12_A04	NA	black	0	4.4667	0
MGH53_P12_A05	0.040304400381	green3	2	4.3709	1.3612
MGH53_P12_A06	NA	black	0	0	0
MGH53_P12_A08	0.335610956837	green3	2	4.7415	0.43723
MGH53_P12_A09	0.884077288625	green3	2	0.30334	0.7866
MGH53_P12_A10	0.218336207242	green3	2	4.8247	0.852
MGH53_P12_A11	NA	black	0	0.21785	0
MGH53_P12_A12	NA	black	0	5.1519	0
MGH53_P12_B01	-0.167046708409	green3	2	5.7255	0.30918
MGH53_P12_B02	NA	black	0	0.49876	0
MGH53_P12_B03	0.537049668001	green3	2	4.1928	0.50792
MGH53_P12_B04	0.00433670508485	green3	2	6.0261	1.8957
MGH53_P12_B05	0.555438754408	green3	2	4.202	0.45733
MGH53_P12_B06	NA	black	0	0	1.6672
MGH53_P12_B07	NA	black	0	0	0.50589
MGH53_P12_B08	NA	black	0	0	0
MGH53_P12_B09	-1.31181898813	red	1	2.4847	2.0973
MGH53_P12_B11	-0.0183499587961	green3	2	5.6322	0.74244
MGH53_P12_B12	0.144873379037	green3	2	5.1484	0.73466
MGH53_P12_C01	-0.543134909189	green3	2	4.0072	1.9851
MGH53_P12_C02	NA	black	0	4.2421	0
MGH53_P12_C03	-1.30776625377	red	1	7.8499	0.44996
MGH53_P12_C04	NA	black	0	1.0264	0
MGH53_P12_C05	0.563127136078	green3	2	4.206	0.4351
MGH53_P12_C06	0.32242058533	green3	2	4.4242	0.83269
MGH53_P12_C07	NA	black	0	0.77821	0
MGH53_P12_C08	NA	black	0	4.7894	0
MGH53_P12_C09	0.763372803652	green3	2	3.8271	0.34823
MGH53_P12_C10	-0.117306412237	green3	2	5.6864	0.40054
MGH53_P12_C11	0.217249447357	green3	2	7.9573	1.9042
MGH53_P12_C12	NA	black	0	4.9034	0
MGH53_P12_D01	NA	black	0	0	0
MGH53_P12_D02	NA	black	0	2.5296	0
MGH53_P12_D03	-2.08589806629	black	0	4.3809	3.4971
MGH53_P12_D04	NA	black	0	3.282	0
MGH53_P12_D05	NA	black	0	0	0.63041
MGH53_P12_D06	1.26887495488	green3	2	7.931	4.246
MGH53_P12_D07	0.345760937821	green3	2	4.3271	0.83107
MGH53_P12_D08	NA	black	0	4.1639	0
MGH53_P12_D09	0.14451222575	green3	2	4.1607	1.2098
MGH53_P12_D10	NA	black	0	4.0778	0
MGH53_P12_D11	NA	black	0	3.0083	0
MGH53_P12_D12	-0.186648304962	green3	2	5.8669	0.4678
MGH53_P12_E01	0.110397254488	green3	2	4.4123	1.2467
MGH53_P12_E02	NA	black	0	0	0.98696
MGH53_P12_E03	NA	black	0	7.2658	0
MGH53_P12_E04	NA	black	0	6.6166	0
MGH53_P12_E05	1.20346493319	green3	2	0.62106	0.63784
MGH53_P12_E06	0.458280363864	green3	2	4.2482	0.6397
MGH53_P12_E07	0.380871169551	green3	2	4.4105	0.70399
MGH53_P12_E08	-0.258945677445	green3	2	6.2594	0.72334
MGH53_P12_E09	NA	black	0	0	0.86156
MGH53_P12_E10	0.224665936697	green3	2	4.9948	0.23389
MGH53_P12_E12	NA	black	0	3.9271	0
MGH53_P12_F01	NA	black	0	4.0991	0
MGH53_P12_F02	-1.14556861851	green3	2	4.4419	2.7645
MGH53_P12_F03	NA	black	0	0	0
MGH53_P12_F04	0.990224815322	green3	2	7.7748	3.4347
MGH53_P12_F06	1.77866962665	black	0	1.4936	0.23266
MGH53_P12_F07	NA	black	0	0	0
MGH53_P12_F08	-0.97646326838	green3	2	5.0554	3.0384
MGH53_P12_F09	0.105805088413	green3	2	5.2572	0.82538
MGH53_P12_F10	NA	black	0	4.2945	0
MGH53_P12_F11	-0.108435352071	green3	2	4.2877	1.5661
MGH53_P12_F12	NA	black	0	0	2.4273
MGH53_P12_G01	NA	black	0	4.9744	0
MGH53_P12_G03	NA	black	0	0	0.30801
MGH53_P12_G04	NA	black	0	0	1.0621
MGH53_P12_G07	NA	black	0	6.7731	0
MGH53_P12_G08	-0.322015205648	green3	2	6.2202	0.55287
MGH53_P12_G09	-0.102750541996	green3	2	5.1922	1.7719
MGH53_P12_G10	1.49032421584	green3	2	0.25096	0.52707
MGH53_P12_G11	NA	black	0	0	0
MGH53_P12_G12	NA	black	0	0	0
MGH53_P12_H01	NA	black	0	4.2249	0
MGH53_P12_H02	NA	black	0	0	0.43616
MGH53_P12_H03	0.0576828830953	green3	2	3.9598	1.3265
MGH53_P12_H04	NA	black	0	0	0
MGH53_P12_H05	-0.771885300446	green3	2	6.7484	0.30801
MGH53_P12_H06	0.254060365819	green3	2	4.6336	0.88284
MGH53_P12_H07	1.86173291046	black	0	1.037	0.26784
MGH53_P12_H08	0.0590399003958	green3	2	5.3696	0.53903
MGH53_P12_H09	-0.0529290849075	green3	2	5.868	2.0915
MGH53_P12_H10	0.449249845617	green3	2	3.327	0.92979
MGH53_P12_H11	0.123837205256	green3	2	5.0487	1.0454
MGH53_P12_H12	NA	black	0	4.7705	0
MGH53_P2_A09	0.137024184084	green3	2	4.8821	1.0936
MGH53_P2_A11	0.68231603577	green3	2	3.4849	0.63784
MGH53_P2_A12	NA	black	0	0	0
MGH53_P2_B05	NA	black	0	0	0.29748
MGH53_P2_B07	NA	black	0	0	0.34483
MGH53_P2_B09	0.211076817657	green3	2	4.8213	0.88206
MGH53_P2_B10	NA	black	0	4.0122	0
MGH53_P2_C01	NA	black	0	3.9719	0
MGH53_P2_C02	NA	black	0	4.4598	0
MGH53_P2_C03	NA	black	0	0	0.29748
MGH53_P2_C07	NA	black	0	8.113	0
MGH53_P2_C09	NA	black	0	4.2423	0
MGH53_P2_D01	0.264038373967	green3	2	4.8154	0.66903
MGH53_P2_D02	-0.0550767889255	green3	2	4.6294	1.537
MGH53_P2_D07	-0.340586139351	green3	2	8.1609	1.3584
MGH53_P2_D08	NA	black	0	0	0
MGH53_P2_D12	NA	black	0	5.2702	0
MGH53_P2_E04	NA	black	0	6.1681	0
MGH53_P2_E10	NA	black	0	3.9074	0
MGH53_P2_F02	-0.00459359425555	green3	2	5.6984	1.0129
MGH53_P2_F03	-2.06224980642	black	0	4.3201	3.4346
MGH53_P2_F04	0.615243910253	green3	2	4.2158	0.28924
MGH53_P2_F05	NA	black	0	5.4811	0
MGH53_P2_G02	0.62059760143	green3	2	8.488	2.2741
MGH53_P2_G07	NA	black	0	5.7529	0
MGH53_P2_H01	0.0293514472344	green3	2	5.4016	0.41792
MGH53_P10_A01	NA	black	0	7.1402	0
MGH53_P10_A02	-0.488075853541	green3	2	2.544	1.6196
MGH53_P10_A03	NA	black	0	5.2442	0
MGH53_P10_A04	NA	black	0	0	1.6457
MGH53_P10_A05	NA	black	0	4.3278	0
MGH53_P10_A06	NA	black	0	0	0
MGH53_P10_A07	NA	black	0	0.4351	0
MGH53_P10_A08	NA	black	0	0	0
MGH53_P10_A09	NA	black	0	0	0
MGH53_P10_A10	-0.0838125953867	green3	2	7.8347	1.5592
MGH53_P10_A11	NA	black	0	0	0
MGH53_P10_A12	0.028524128408	green3	2	5.3349	0.20414
MGH53_P10_B01	NA	black	0	0	2.8498
MGH53_P10_B02	NA	black	0	0.19787	0
MGH53_P10_B03	NA	black	0	5.8623	0
MGH53_P10_B04	NA	black	0	0	0.82782
MGH53_P10_B05	-0.119588961383	green3	2	5.1527	1.797
MGH53_P10_B06	NA	black	0	4.7069	0
MGH53_P10_B07	NA	black	0	0	0
MGH53_P10_B08	NA	black	0	4.6532	0
MGH53_P10_B09	NA	black	0	0.68975	0
MGH53_P10_B10	NA	black	0	0	0.96643
MGH53_P10_B11	-0.0252431994003	green3	2	6.18	2.5415
MGH53_P10_B12	NA	black	0	4.846	0
MGH53_P10_C01	0.175888960686	green3	2	5.092	0.32998
MGH53_P10_C02	NA	black	0	5.2727	0
MGH53_P10_C03	0.446890742391	green3	2	4.3789	0.56169
MGH53_P10_C04	-0.0166703125185	green3	2	5.4616	0.33228
MGH53_P10_C05	NA	black	0	5.9333	0
MGH53_P10_C06	NA	black	0	6.1022	0
MGH53_P10_C07	NA	black	0	9.7282	0
MGH53_P10_C08	-0.00592661763255	green3	2	5.7817	1.1884
