Cell_name	Zvalue	Color	Cluster	BRCA1	MDM2
MGH54_P14_B02	NA	black	0	0	0
MGH54_P14_B03	NA	black	0	0	0.46884
MGH54_P14_B04	NA	black	0	0	0.15704
MGH54_P14_B05	-0.290940105277	red	1	0.2461	3.1458
MGH54_P14_B06	NA	black	0	0	3.1966
MGH54_P14_B07	NA	black	0	0	3.8974
MGH54_P14_B08	-0.376263313349	red	1	0.31846	3.6942
MGH54_P14_B09	0.498571634228	green3	2	0.25942	0.16993
MGH54_P14_B10	NA	black	0	0	5.2732
MGH54_P14_B11	NA	black	0	0	0.26544
MGH54_P14_B12	NA	black	0	0	0.87421
MGH54_P14_C01	NA	black	0	0	0.13619
MGH54_P14_C02	NA	black	0	0	3.4635
MGH54_P14_C03	-0.391012427115	red	1	0.28806	3.6391
MGH54_P14_C04	NA	black	0	0	0
MGH54_P14_C05	NA	black	0	0	3.3421
MGH54_P14_C06	NA	black	0	0	2.5986
MGH54_P14_C07	NA	black	0	0	2.5077
MGH54_P14_C08	NA	black	0	0	3.6861
MGH54_P14_C09	NA	black	0	0	0.37962
MGH54_P14_C10	-0.427424398632	red	1	0.2916	3.794
MGH54_P14_C11	NA	black	0	0	0.7536
MGH54_P14_C12	NA	black	0	0	0.14796
MGH54_P14_D01	NA	black	0	0	4.1653
MGH54_P14_D02	NA	black	0	0	1.5326
MGH54_P14_D03	NA	black	0	0	1.4319
MGH54_P14_D04	NA	black	0	0	3.2796
MGH54_P14_D05	-0.427284212214	red	1	0.33571	3.9866
MGH54_P14_D06	NA	black	0	0	3.3686
MGH54_P14_D07	0.278701485822	red	1	0.20789	1.1414
MGH54_P14_D08	NA	black	0	0	4.0314
MGH54_P14_D09	NA	black	0	0	0.10702
MGH54_P14_D10	NA	black	0	0	3.8279
MGH54_P14_D11	NA	black	0	0	0.45943
MGH54_P14_D12	NA	black	0	0	3.6312
MGH54_P14_E01	NA	black	0	0	3.0803
MGH54_P14_E02	NA	black	0	0	0.36289
MGH54_P14_E03	0.0620262366877	red	1	1.1117	2.3626
MGH54_P14_E04	0.377630355603	red	1	0.31383	0.43616
MGH54_P14_E05	NA	black	0	0	0.44996
MGH54_P14_E06	NA	black	0	0	4.0289
MGH54_P14_E07	-0.0157643046452	red	1	0.64524	2.518
MGH54_P14_E08	NA	black	0	0	2.606
MGH54_P14_E09	-0.0189575653086	red	1	0.19409	2.1551
MGH54_P14_E10	NA	black	0	0	0.28333
MGH54_P14_E11	NA	black	0	0	0.17887
MGH54_P14_E12	-1.33587197625	red	1	1.976	0.35389
MGH54_P14_F01	NA	black	0	0	3.4
MGH54_P14_F02	NA	black	0	0	0.51904
MGH54_P14_F03	NA	black	0	0	0.36289
MGH54_P14_F04	NA	black	0	0	0.54794
MGH54_P14_F06	NA	black	0	0	2.1953
MGH54_P14_F07	NA	black	0	0	0.97526
MGH54_P14_F08	NA	black	0	0	4.6014
MGH54_P14_F09	NA	black	0	0	0
MGH54_P14_F10	NA	black	0	0	0
MGH54_P14_F11	-0.850454359747	red	1	1.4185	0.12433
MGH54_P14_G01	NA	black	0	0	0
MGH54_P14_G02	NA	black	0	0	0.15704
MGH54_P14_G03	NA	black	0	0	0.82293
MGH54_P14_G04	-0.441532714318	red	1	0.53107	5.9118
MGH54_P14_G05	NA	black	0	0	2.373
MGH54_P14_G06	NA	black	0	0	3.0585
MGH54_P14_G07	0.465576080314	green3	2	0.26424	0.27977
MGH54_P14_G08	NA	black	0	0	4.3004
MGH54_P14_G09	NA	black	0	0	0.24853
MGH54_P14_G10	NA	black	0	0	0.2857
MGH54_P14_G11	0.392412722299	red	1	0.35727	0.14274
MGH54_P14_G12	NA	black	0	0	0
MGH54_P14_H01	NA	black	0	0	3.7279
MGH54_P14_H02	NA	black	0	0	0
MGH54_P14_H03	NA	black	0	0	0
MGH54_P14_H04	NA	black	0	0	4.4404
MGH54_P14_H05	0.349036440572	red	1	0.34028	0.4489
MGH54_P14_H06	NA	black	0	0	0
MGH54_P14_H07	NA	black	0	0	0.17632
MGH54_P14_H08	-0.22235203041	red	1	0.19912	2.8258
MGH54_P14_H09	NA	black	0	0	2.7922
MGH54_P14_H10	0.525701572164	green3	2	0.22404	0.21785
MGH54_P14_H11	NA	black	0	0.21412	0
MGH54_P14_H12	NA	black	0	0	0
MGH54_P15_A02	NA	black	0	0	5.0761
MGH54_P15_A03	-0.514390000705	red	1	1.1427	0.1635
MGH54_P15_A04	NA	black	0	0	2.7414
MGH54_P15_A05	NA	black	0	0	0.32308
MGH54_P15_A06	NA	black	0	0	2.6024
MGH54_P15_A07	0.202464548778	red	1	0.47716	0.55287
MGH54_P15_A08	NA	black	0	0	3.6122
MGH54_P15_A09	NA	black	0	0	2.681
MGH54_P15_A10	NA	black	0	0	3.384
MGH54_P15_A11	NA	black	0	0	2.6236
MGH54_P15_A12	NA	black	0	0	0.38405
MGH54_P15_B01	NA	black	0	0	0
MGH54_P15_B02	0.352575360003	red	1	0.35502	0.3584
MGH54_P15_B03	-0.0337022223198	red	1	0.17121	2.1985
MGH54_P15_B04	NA	black	0	0	0.60692
MGH54_P15_B05	NA	black	0	0	0.23389
MGH54_P15_B06	NA	black	0	0	0.28333
MGH54_P15_B07	NA	black	0	0	3.167
MGH54_P15_B09	0.489716082463	green3	2	0.26664	0.17249
MGH54_P15_B10	0.502920471299	green3	2	0.26303	0.13619
MGH54_P15_B11	0.539414945956	green3	2	0.24001	0.098958
MGH54_P15_C01	NA	black	0	0	0.54992
MGH54_P15_C02	NA	black	0	0	4.4981
MGH54_P15_C03	NA	black	0	0	0.24732
MGH54_P15_C04	NA	black	0	0	2.7725
MGH54_P15_C05	NA	black	0	0	3.704
MGH54_P15_C06	NA	black	0	0	0
MGH54_P15_C07	-0.0355238965812	red	1	0.74588	0.809
MGH54_P15_C08	NA	black	0	0	0.27739
MGH54_P15_C09	NA	black	0	0	0.49672
MGH54_P15_C10	NA	black	0	0	0
MGH54_P15_C11	NA	black	0	0	3.1702
MGH54_P15_C12	NA	black	0	0	3.9676
MGH54_P15_D01	NA	black	0	0	4.5893
MGH54_P15_D02	NA	black	0	0	0
MGH54_P15_D03	NA	black	0	0	0
MGH54_P15_D04	NA	black	0	0	1.8899
MGH54_P15_D05	NA	black	0	0	1.0349
MGH54_P15_D07	NA	black	0	0	0.55483
MGH54_P15_D08	0.30728683647	red	1	0.34369	0.63599
MGH54_P15_D09	NA	black	0	0	2.4314
MGH54_P15_D10	NA	black	0	0	4.107
MGH54_P15_D11	NA	black	0	0	0.31034
MGH54_P15_D12	NA	black	0	0	0.32654
MGH54_P15_E01	NA	black	0	0	2.5931
MGH54_P15_E02	-2.14474015157	black	0	2.7945	0.39944
MGH54_P15_E03	NA	black	0	0	1.266
MGH54_P15_E04	NA	black	0	0	3.4976
MGH54_P15_E05	NA	black	0	0	0.123
MGH54_P15_E06	NA	black	0	0	0.94411
MGH54_P15_E07	NA	black	0	0	0.25217
MGH54_P15_E08	NA	black	0	0	0.43616
MGH54_P15_E09	NA	black	0	0	1.5316
MGH54_P15_E10	NA	black	0	0	0.071763
MGH54_P15_E11	-0.64696975842	red	1	0.25701	4.4554
MGH54_P15_E12	NA	black	0	0	0.14405
MGH54_P15_F01	NA	black	0	0	3.7174
MGH54_P15_F02	NA	black	0	0	0
MGH54_P15_F03	NA	black	0	0	0.47405
MGH54_P15_F04	NA	black	0	0	3.1135
MGH54_P15_F05	NA	black	0	0	2.0552
MGH54_P15_F06	NA	black	0	0	0.19156
MGH54_P15_F07	NA	black	0	0	3.2488
MGH54_P15_F08	0.543960453846	green3	2	0.17632	0.33228
MGH54_P15_F09	NA	black	0	0	3.3933
MGH54_P15_F10	-0.121813110683	red	1	0.55974	3.4334
MGH54_P15_F11	NA	black	0	0	2.5671
MGH54_P15_F12	NA	black	0	0	2.7431
MGH54_P15_G03	NA	black	0	0	0
MGH54_P15_G04	NA	black	0	0	0.48646
MGH54_P15_G05	NA	black	0	0	0.45628
MGH54_P15_G06	-0.0332519379529	red	1	0.26063	2.2191
MGH54_P15_G07	NA	black	0	0	2.9986
MGH54_P15_G08	NA	black	0	0	3.4724
MGH54_P15_G09	NA	black	0	0	0.32193
MGH54_P15_G10	NA	black	0	0	0.064883
MGH54_P15_G11	NA	black	0	0	0.29748
MGH54_P15_G12	NA	black	0	1.4087	0
MGH54_P15_H01	NA	black	0	0	0
MGH54_P15_H03	NA	black	0	0	2.0687
MGH54_P15_H04	0.562215949987	green3	2	0.21785	0.11103
MGH54_P15_H05	NA	black	0	0	0.9486
MGH54_P15_H06	NA	black	0	0	0.55778
MGH54_P15_H07	NA	black	0	0	1.7009
MGH54_P15_H08	NA	black	0	0	0
MGH54_P15_H09	NA	black	0	0	0.41684
MGH54_P15_H10	0.546109380414	green3	2	0.20914	0.20414
MGH54_P15_H11	-2.84378700789	black	0	5.5793	1.1699
MGH54_P15_H12	NA	black	0	0	0.75531
MGH54_P16_A01	NA	black	0	0	0.28806
MGH54_P16_A02	NA	black	0	0	2.9765
MGH54_P16_A04	NA	black	0	0	2.9685
MGH54_P16_A05	0.527693173956	green3	2	0.20539	0.28333
MGH54_P16_A06	-1.12400401009	red	1	1.6452	0.11503
MGH54_P16_A07	NA	black	0	0	0.38294
MGH54_P16_A08	NA	black	0	0	2.5895
MGH54_P16_A09	NA	black	0	0	2.5685
MGH54_P16_A10	NA	black	0	0	0
MGH54_P16_A11	NA	black	0	0	0.37184
MGH54_P16_A12	NA	black	0	0	0.64708
MGH54_P16_B01	-0.274678853572	red	1	3.2133	1.9449
MGH54_P16_B02	-0.0730834028512	red	1	0.43082	2.5388
MGH54_P16_B03	NA	black	0	0	0.34937
MGH54_P16_B04	NA	black	0	0	0.43936
MGH54_P16_B05	NA	black	0	0	3.7315
MGH54_P16_B06	NA	black	0	0	3.4695
MGH54_P16_B07	NA	black	0	0	2.9025
MGH54_P16_B08	NA	black	0	0	1.8193
MGH54_P16_B09	2.80179891584	black	0	3.7031	3.7193
MGH54_P16_B10	NA	black	0	0	3.1579
MGH54_P16_B11	NA	black	0	0	3.3696
MGH54_P16_B12	NA	black	0	0	0.23879
MGH54_P16_C01	NA	black	0	0	2.1405
MGH54_P16_C02	NA	black	0	0	1.0272
MGH54_P16_C03	NA	black	0	0	0
MGH54_P16_C04	NA	black	0	0	0.49978
MGH54_P16_C05	-0.315114342066	red	1	0.21661	3.1648
MGH54_P16_C06	NA	black	0	0	2.7702
MGH54_P16_C07	NA	black	0	0	3.6034
MGH54_P16_C08	NA	black	0	0	2.7386
MGH54_P16_C09	NA	black	0	0	0.15056
MGH54_P16_C10	NA	black	0	0	0.1903
MGH54_P16_C11	NA	black	0	0	0.40926
MGH54_P16_C12	NA	black	0	0	2.4568
MGH54_P16_D01	0.278902853305	red	1	0.42546	0.36625
MGH54_P16_D02	NA	black	0	0	1.8572
MGH54_P16_D03	-0.350247509995	red	1	0.001442	2.9224
MGH54_P16_D04	-0.502068387359	red	1	0.25338	3.9226
MGH54_P16_D05	-0.754220464434	red	1	0.22033	4.6392
MGH54_P16_D06	0.352392012536	red	1	0.33342	0.46467
MGH54_P16_D07	NA	black	0	0	0.79077
MGH54_P16_D09	NA	black	0	0	0.2228
MGH54_P16_D10	0.578114187777	green3	2	0.20038	0.12697
MGH54_P16_D11	NA	black	0	0	2.656
MGH54_P16_D12	NA	black	0	0	0.44784
MGH54_P16_E01	NA	black	0	0	0
MGH54_P16_E02	NA	black	0	0	1.2804
MGH54_P16_E03	NA	black	0	0	0
MGH54_P16_E04	NA	black	0	0	3.813
MGH54_P16_E05	-0.0821543462294	red	1	0.43936	2.609
MGH54_P16_E06	0.33539652939	red	1	0.20038	0.96273
MGH54_P16_E07	NA	black	0	0	1.5211
MGH54_P16_E08	-4.02486684551	black	0	4.2016	0.20038
MGH54_P16_E09	NA	black	0	0	0.81639
MGH54_P16_E10	NA	black	0	0	0.38847
MGH54_P16_E11	0.475693021275	green3	2	0.24853	0.30568
MGH54_P16_E12	NA	black	0	0	0.44573
MGH54_P16_F01	NA	black	0	0	0.32769
MGH54_P16_F03	NA	black	0	0	4.1341
MGH54_P16_F04	NA	black	0	0	0.20539
MGH54_P16_F05	NA	black	0	0	4.4681
MGH54_P16_F06	NA	black	0	0	2.2054
MGH54_P16_F07	NA	black	0	0	0.37851
MGH54_P16_F08	NA	black	0	0	2.0222
MGH54_P16_F09	NA	black	0	0	0.21785
MGH54_P16_F10	NA	black	0	0	3.0142
MGH54_P16_F11	NA	black	0	0	1.117
MGH54_P16_G01	NA	black	0	0	1.7181
MGH54_P16_G02	NA	black	0	0	2.8172
MGH54_P16_G03	NA	black	0	0	1.412
MGH54_P16_G04	NA	black	0	0	2.9732
MGH54_P16_G05	NA	black	0	0	2.5479
MGH54_P16_G06	-0.171715732624	red	1	0.14926	2.609
MGH54_P16_G07	NA	black	0	0	2.6469
MGH54_P16_G08	NA	black	0	0	0.30568
MGH54_P16_G09	0.679009888003	red	1	0.12961	0.070389
MGH54_P16_G10	NA	black	0	0	3.4731
MGH54_P16_G11	NA	black	0	0	2.2618
MGH54_P16_G12	NA	black	0	0	2.1418
MGH54_P16_H01	NA	black	0	0	1.8828
MGH54_P16_H02	NA	black	0	0	0.15963
MGH54_P16_H03	NA	black	0	0	0
MGH54_P16_H04	0.147276104321	red	1	0.17505	1.6234
MGH54_P16_H05	NA	black	0	0	3.4272
MGH54_P16_H06	NA	black	0	0	0.30685
MGH54_P16_H07	NA	black	0	0	0.38847
MGH54_P16_H08	0.597466163944	red	1	0.17249	0.16993
MGH54_P16_H09	0.184339745417	red	1	0.16221	1.5185
MGH54_P16_H10	NA	black	0	0	0.17632
MGH54_P16_H11	NA	black	0	0	0.18777
MGH54_P16_H12	NA	black	0	0	1.8388
MGH54_P17_A01	NA	black	0	0	3.4354
MGH54_P17_A02	NA	black	0	0	0
MGH54_P17_A03	0.60105801959	red	1	0.16864	0.17249
MGH54_P17_A04	NA	black	0	0	2.7338
MGH54_P17_A05	NA	black	0	0	2.1197
MGH54_P17_A06	NA	black	0	0	1.3317
MGH54_P17_A07	NA	black	0	0	0.6173
MGH54_P17_A08	-0.0193914398982	red	1	0.28924	2.1722
MGH54_P17_A09	-0.17522237396	red	1	0.49774	3.4647
MGH54_P17_A10	-0.104008665754	red	1	0.45838	2.7924
MGH54_P17_A11	-0.224923660827	red	1	0.24123	2.9007
MGH54_P17_A12	-0.165647839165	red	1	0.39067	2.9666
MGH54_P17_B01	0.0440639068376	red	1	0.57918	1.4988
MGH54_P17_B02	NA	black	0	0	3.7058
MGH54_P17_B03	NA	black	0	0	1.3488
MGH54_P17_B05	NA	black	0	0	1.5597
MGH54_P17_B06	NA	black	0	0	0.20664
MGH54_P17_B07	-0.490717730843	red	1	0.29866	4.0722
MGH54_P17_B08	NA	black	0	0	0
MGH54_P17_B09	NA	black	0	0	0
MGH54_P17_B10	NA	black	0	0	3.6237
MGH54_P17_B11	NA	black	0	0	3.1543
MGH54_P17_B12	NA	black	0	0	1.7566
MGH54_P17_C02	NA	black	0	0	0.13356
MGH54_P17_C03	NA	black	0	0	0.24123
MGH54_P17_C04	NA	black	0	0	0.4916
MGH54_P17_C05	NA	black	0	0	4.5278
MGH54_P17_C06	0.172049055321	red	1	0.43189	1.0172
MGH54_P17_C07	NA	black	0	0	0
MGH54_P17_C08	-0.061732838723	red	1	2.9475	2.08
MGH54_P17_C09	-0.546759204267	red	1	3.228	1.7643
MGH54_P17_C10	NA	black	0	0	0.21537
MGH54_P17_C11	NA	black	0	0	2.1741
MGH54_P17_C12	NA	black	0	0	2.5521
MGH54_P17_D01	0.555677523608	green3	2	3.0234	2.5323
MGH54_P17_D02	NA	black	0	0	3.0261
MGH54_P17_D03	NA	black	0	0	2.8766
MGH54_P17_D04	-0.271101792685	red	1	0.29983	3.2018
MGH54_P17_D05	NA	black	0	0	0.15963
MGH54_P17_D06	NA	black	0	0	0.15445
MGH54_P17_D07	0.460494160346	green3	2	0.28333	0.21537
MGH54_P17_D09	-0.390102648551	red	1	0.23143	3.4567
MGH54_P17_D10	NA	black	0	0	0.42761
MGH54_P17_D12	NA	black	0	0	0.44042
MGH54_P17_E01	NA	black	0	0	2.4131
MGH54_P17_E02	NA	black	0	0	3.1222
MGH54_P17_E03	NA	black	0	0	1.3214
MGH54_P17_E04	NA	black	0	0	0
MGH54_P17_E05	NA	black	0	0	0.17121
MGH54_P17_E06	0.123562772927	red	1	0.54597	0.73812
MGH54_P17_E07	NA	black	0	0	1.9723
MGH54_P17_E08	NA	black	0	0	0
MGH54_P17_E09	NA	black	0	0	0.17249
MGH54_P17_E10	NA	black	0	0	1.2203
MGH54_P17_E11	NA	black	0	0	0.15445
MGH54_P17_E12	NA	black	0	0	0.17632
MGH54_P17_F01	NA	black	0	0	0.48336
MGH54_P17_F02	NA	black	0	0	0.21785
MGH54_P17_F03	NA	black	0	0	2.7615
MGH54_P17_F04	NA	black	0	0	0.39287
MGH54_P17_F05	NA	black	0	0	4.7641
MGH54_P17_F07	NA	black	0	0	0.14405
MGH54_P17_F08	NA	black	0	0	0.38736
MGH54_P17_F09	NA	black	0	0	0.25942
MGH54_P17_F10	NA	black	0	0	0
MGH54_P17_F11	NA	black	0	0	3.2926
MGH54_P17_F12	NA	black	0	0	0.60407
MGH54_P17_G01	NA	black	0	0	0.67897
MGH54_P17_G02	2.87596955053	black	0	3.7241	3.7503
MGH54_P17_G03	NA	black	0	0	0.53506
MGH54_P17_G04	NA	black	0	0	0.15704
MGH54_P17_G05	NA	black	0	0	0.15834
MGH54_P17_G06	NA	black	0	0	4.0888
MGH54_P17_G07	0.531282354755	green3	2	3.939	2.4163
MGH54_P17_G08	NA	black	0	0	0
MGH54_P17_G09	-0.445000423952	red	1	0.27262	3.7879
MGH54_P17_G10	NA	black	0	0	4.3361
MGH54_P17_G11	0.35391217665	red	1	0.35502	0.35163
MGH54_P17_G12	NA	black	0	0	3.8626
MGH54_P17_H01	NA	black	0	0	0.39726
MGH54_P17_H02	0.184435808401	red	1	0.28096	1.3567
MGH54_P17_H05	NA	black	0	0	0.2857
MGH54_P17_H06	NA	black	0	0	0.56852
MGH54_P17_H07	NA	black	0	0	0.25096
MGH54_P17_H08	NA	black	0	0	2.1326
MGH54_P17_H09	-0.307653262477	red	1	1.7706	1.6262
MGH54_P17_H10	-0.627822990597	red	1	0.2228	4.2318
MGH54_P17_H11	NA	black	0	0	0
MGH54_P17_H12	NA	black	0	0	3.1653
MGH54_P6_A01	-0.255155866289	red	1	0.42761	3.5957
MGH54_P6_A02	NA	black	0	0	2.9155
MGH54_P6_A03	NA	black	0	0	0
MGH54_P6_A04	0.355849177909	red	1	0.32308	0.49467
MGH54_P6_A05	-0.221656997839	red	1	0.37518	3.2032
MGH54_P6_A06	NA	black	0	0	3.681
MGH54_P6_A07	-0.372883658091	red	1	0.37295	3.9269
MGH54_P6_A08	NA	black	0	0	0.69421
MGH54_P6_A09	NA	black	0	0	0.49057
MGH54_P6_A10	NA	black	0	0	1.5666
MGH54_P6_A11	-0.562337143945	red	1	0.42008	5.2284
MGH54_P6_A12	NA	black	0	0	1.3277
MGH54_P6_B01	NA	black	0	0	3.3221
MGH54_P6_B02	NA	black	0	0	1.2054
MGH54_P6_B03	-2.85990121156	black	0	3.244	0.23511
MGH54_P6_B04	0.279900288414	red	1	0.36849	0.66721
MGH54_P6_B05	-0.720619231361	red	1	3.2431	1.6512
MGH54_P6_B06	-3.95207637135	black	0	4.2144	0.24245
MGH54_P6_B07	-0.243268296705	red	1	0.27501	3.0332
MGH54_P6_B08	0.76615720138	red	1	3.5797	2.5847
MGH54_P6_B09	0.0589250606163	red	1	0.38515	1.7845
MGH54_P6_B10	NA	black	0	0.96421	0
MGH54_P6_B11	NA	black	0	0	0.20163
MGH54_P6_B12	NA	black	0	0	0.2228
MGH54_P6_C01	NA	black	0	0	0.13356
MGH54_P6_C02	-0.239827501894	red	1	3.3327	1.9771
MGH54_P6_C03	NA	black	0	0	0
MGH54_P6_C04	NA	black	0	0.48336	0
MGH54_P6_C06	NA	black	0	0	0.37518
MGH54_P6_C07	NA	black	0	0	0.5568
MGH54_P6_C08	NA	black	0	0	2.6668
MGH54_P6_C09	NA	black	0	0	0.21785
MGH54_P6_C10	NA	black	0	0	0.43616
MGH54_P6_C11	NA	black	0	0	0.50995
MGH54_P6_C12	NA	black	0	0	0.75958
MGH54_P6_D01	NA	black	0	0	3.7984
MGH54_P6_D02	NA	black	0	0	0.3505
MGH54_P6_D03	NA	black	0	0	0.543
MGH54_P6_D04	NA	black	0	0	1.9309
MGH54_P6_D05	-0.484223682134	red	1	0.14535	3.5273
MGH54_P6_D07	NA	black	0	0	4.7594
MGH54_P6_D08	0.390361274781	red	1	1.0942	3.8404
MGH54_P6_D09	NA	black	0	0	0
MGH54_P6_D10	NA	black	0	0	4.3881
MGH54_P6_D11	-0.0708948381572	red	1	0.36849	2.4465
MGH54_P6_D12	NA	black	0	0	0.42438
MGH54_P6_E02	NA	black	0	0	3.7004
MGH54_P6_E03	0.645085232265	red	1	0.085425	0.31383
MGH54_P6_E04	NA	black	0	0	3.467
MGH54_P6_E05	NA	black	0	0	0.19535
MGH54_P6_E07	NA	black	0	0	0.19409
MGH54_P6_E08	NA	black	0	0	4.1228
MGH54_P6_E09	-0.776300891542	red	1	0.18903	4.5606
MGH54_P6_E10	NA	black	0	0	3.335
MGH54_P6_E11	NA	black	0	0	3.6776
MGH54_P6_E12	NA	black	0	0	3.0479
MGH54_P6_F01	0.522963851889	green3	2	0.18777	0.36289
MGH54_P6_F02	0.00574063528827	red	1	0.62854	1.9727
MGH54_P6_F03	-0.13049919368	red	1	0.38515	2.7721
MGH54_P6_F05	NA	black	0	0	0.24975
MGH54_P6_F06	NA	black	0	0	3.633
MGH54_P6_F07	NA	black	0	0	2.9681
MGH54_P6_F08	NA	black	0	0	0.53406
MGH54_P6_F09	NA	black	0	0	0.31846
MGH54_P6_F10	0.165045522774	red	1	0.54201	0.301
MGH54_P6_F11	NA	black	0	0	0.70841
MGH54_P6_F12	NA	black	0	0	0
MGH54_P6_G01	NA	black	0	0	0.4489
MGH54_P6_G02	NA	black	0	0	1.1725
MGH54_P6_G03	-0.226007797076	red	1	1.1859	1.3179
MGH54_P6_G04	NA	black	0	0	0.21164
MGH54_P6_G06	NA	black	0	0	0.54498
MGH54_P6_G07	NA	black	0	0	0.4489
MGH54_P6_G08	0.247647069209	red	1	0.3173	1.0058
MGH54_P6_G09	NA	black	0	0	4.6222
MGH54_P6_G10	NA	black	0	0	2.0047
MGH54_P6_G11	NA	black	0	0	2.4441
MGH54_P6_G12	NA	black	0	0	1.5145
MGH54_P6_H01	-0.19930721187	red	1	0.92752	0.63506
MGH54_P6_H03	NA	black	0	0	0.27023
MGH54_P6_H05	0.215851901278	red	1	0.49365	0.30685
MGH54_P6_H06	NA	black	0	0	4.532
MGH54_P6_H07	0.271874300712	red	1	0.38626	0.62854
MGH54_P6_H08	NA	black	0	0	3.2784
MGH54_P6_H09	NA	black	0	0	0.92448
MGH54_P6_H10	NA	black	0	0	2.926
MGH54_P6_H11	NA	black	0	0	0.27501
MGH54_P6_H12	NA	black	0	0	0.54498
MGH54_P7_A02	NA	black	0	0	5.8914
MGH54_P7_A03	NA	black	0	0	0.19661
MGH54_P7_A04	NA	black	0	0	0.62854
MGH54_P7_A06	NA	black	0	0	0.096262
MGH54_P7_A07	NA	black	0	0	1.9939
MGH54_P7_A08	NA	black	0	0	0.18142
MGH54_P7_A10	0.426306564717	green3	2	0.27262	0.40272
MGH54_P7_A11	-0.705974831108	red	1	0.18142	4.3103
MGH54_P7_A12	0.395671581347	red	1	0.25701	0.58304
MGH54_P7_B01	NA	black	0	0	2.5336
MGH54_P7_B03	-0.129523094772	red	1	0.18777	2.5117
MGH54_P7_B04	NA	black	0	0	3.6398
MGH54_P7_B05	0.537052885017	green3	2	0.21412	0.21661
MGH54_P7_B06	-0.725103254647	red	1	0.32193	5.1479
MGH54_P7_B07	0.33143604999	red	1	0.30918	0.66084
MGH54_P7_B08	NA	black	0	0	0.49774
MGH54_P7_B09	NA	black	0	0.25701	0
MGH54_P7_B10	0.300755984735	red	1	0.42653	0.21785
MGH54_P7_B12	0.433814562547	green3	2	0.25459	0.44361
MGH54_P7_C01	-0.51836465261	red	1	0.23389	3.9057
MGH54_P7_C03	NA	black	0	0	2.5597
MGH54_P7_C04	NA	black	0	0	0.11237
MGH54_P7_C05	0.410972599881	red	1	0.22404	0.63413
MGH54_P7_C06	0.381786143507	red	1	0.26063	0.6248
MGH54_P7_C07	NA	black	0	0	4.6026
MGH54_P7_C08	-0.382558669224	red	1	0.20664	3.3658
MGH54_P7_C09	NA	black	0	0	2.6558
MGH54_P7_C10	0.498754436984	green3	2	0.19156	0.43189
MGH54_P7_C11	NA	black	0	0	0.51197
MGH54_P7_C12	0.51287384484	green3	2	0.19283	0.37962
MGH54_P7_D01	NA	black	0	0	1.5627
MGH54_P7_D02	-2.20303945276	black	0	3.4154	0.76299
MGH54_P7_D03	NA	black	0	0	4.3997
MGH54_P7_D04	NA	black	0	0	3.3086
MGH54_P7_D05	NA	black	0	0	4.5549
MGH54_P7_D06	NA	black	0	0	0.38847
MGH54_P7_D08	NA	black	0	0	2.2854
MGH54_P7_D11	NA	black	0	0	0.34255
MGH54_P7_D12	NA	black	0	0	3.1432
MGH54_P7_E01	NA	black	0	0.23756	0
MGH54_P7_E02	NA	black	0	0	1.0172
MGH54_P7_E03	NA	black	0	0	0.25338
MGH54_P7_E04	NA	black	0	0	3.5307
MGH54_P7_E05	NA	black	0	0	0.43082
MGH54_P7_E06	NA	black	0	0	2.369
MGH54_P7_E08	NA	black	0	0	2.6124
MGH54_P7_E09	NA	black	0	0	4.5733
MGH54_P7_E10	NA	black	0	0	0
MGH54_P7_E11	NA	black	0	0	0.53804
MGH54_P7_E12	NA	black	0	0	0.50487
MGH54_P7_F01	0.0770585711741	red	1	0.76299	5.4068
MGH54_P7_F02	NA	black	0	0	0.5888
MGH54_P7_F03	0.432084611494	green3	2	0.28688	0.31846
MGH54_P7_F04	0.221276329675	red	1	0.45733	0.54794
MGH54_P7_F05	-0.0332330255486	red	1	0.44467	2.3089
MGH54_P7_F06	NA	black	0	0	3.9277
MGH54_P7_F08	-0.524385418522	red	1	0.36289	4.5746
MGH54_P7_F10	NA	black	0	0	1.3741
MGH54_P7_F11	NA	black	0	0	0.34937
MGH54_P7_G01	NA	black	0	0	4.5173
MGH54_P7_G02	0.510504675974	green3	2	0.14535	0.53605
MGH54_P7_G03	NA	black	0	0	4.0008
MGH54_P7_G04	NA	black	0	0	4.6012
MGH54_P7_G06	NA	black	0	0	5.8264
MGH54_P7_G07	NA	black	0	0	4.5889
MGH54_P7_G08	NA	black	0	0	0.10568
MGH54_P7_G09	-0.631446719879	red	1	0.30685	4.6715
MGH54_P7_G10	NA	black	0	0	1.3306
MGH54_P7_G11	0.339949299216	red	1	0.21412	0.91456
MGH54_P7_H01	-0.0131897232313	red	1	0.24367	2.1414
MGH54_P7_H02	0.325060298101	red	1	0.25217	0.87027
MGH54_P7_H04	NA	black	0	0	0.6332
MGH54_P7_H05	NA	black	0	0	0.41143
MGH54_P7_H09	0.00932498316828	red	1	0.68796	0.58207
MGH54_P7_H10	-0.545202503239	red	1	0.37518	4.7581
MGH54_P8_A01	0.414014905543	green3	2	0.25217	0.52907
MGH54_P8_A06	NA	black	0	0	0.51602
MGH54_P8_A07	-0.769833206377	red	1	0.32539	5.3561
MGH54_P8_A09	0.557754741187	green3	2	0.15963	0.34369
MGH54_P8_A10	NA	black	0	0	0.83592
MGH54_P8_A11	-0.40214619961	red	1	0.37851	4.0981
