Cell_name	Zvalue	Color	Cluster	BRCA1	KHSRP
MGH36_P6_F01	NA	black	0	0	0.62574
MGH36_P6_F04	0.435444900571	green3	2	0.11503	0.32654
MGH36_P6_F06	NA	black	0	0	0.48336
MGH36_P6_F07	0.60386510265	green3	2	0.042644	0.18269
MGH36_P6_F08	NA	black	0	0	0.1003
MGH36_P6_F10	NA	black	0	0	0.35614
MGH36_P6_F12	NA	black	0	0	0
MGH36_P6_G01	NA	black	0	0	0.36401
MGH36_P6_G02	NA	black	0	0	1.1551
MGH36_P6_G03	0.431931337816	green3	2	0.16221	0.27501
MGH36_P6_G04	NA	black	0	0	1.4093
MGH36_P6_G05	NA	black	0	0.1003	0
MGH36_P6_G06	NA	black	0	0	1.6526
MGH36_P6_G07	NA	black	0	4.7955	0
MGH36_P6_G08	NA	black	0	0	0
MGH36_P6_G09	NA	black	0	0	0.19787
MGH36_P6_G10	0.48887906259	green3	2	0.14535	0.20914
MGH36_P6_G11	-0.0346265982222	green3	2	3.2216	0.96791
MGH36_P6_G12	-0.673639874592	red	1	0.35389	2.2431
MGH36_P6_H06	NA	black	0	0	0.21164
MGH36_P6_H07	NA	black	0	0.1003	0
MGH36_P6_H10	0.399445285138	green3	2	0.08134	0.40926
MGH36_P6_H12	-0.903747702106	red	1	1.8504	0.36513
MGH36_P7_A01	NA	black	0	0.48852	0
MGH36_P7_A02	NA	black	0	0	1.6135
MGH36_P7_A03	NA	black	0	0	0.86315
MGH36_P7_A04	NA	black	0	0	0.63227
MGH36_P7_A06	NA	black	0	0	2.9148
MGH36_P7_A07	NA	black	0	0.31962	0
MGH36_P7_A08	0.177482294548	green3	2	0.28688	0.584
MGH36_P7_A09	NA	black	0	0	1.319
MGH36_P7_A10	NA	black	0	0.15963	0
MGH36_P7_A11	NA	black	0	0	0
MGH36_P7_A12	NA	black	0	1.2606	0
MGH36_P7_B01	NA	black	0	0	2.1606
MGH36_P7_B02	-0.110407196214	green3	2	0.14926	1.0772
MGH36_P7_B03	0.206319524292	green3	2	0.13881	0.63506
MGH36_P7_B04	NA	black	0	0	0.34142
MGH36_P7_B06	0.401414949199	green3	2	0.10702	0.38294
MGH36_P7_B07	NA	black	0	0	0.47923
MGH36_P7_B08	NA	black	0	0.073135	0
MGH36_P7_B09	0.362955455038	green3	2	0.17249	0.37184
MGH36_P7_B10	-1.14446429604	red	1	0.15186	2.3871
MGH36_P7_B11	0.474665407126	green3	2	0.09356	0.29514
MGH36_P7_B12	NA	black	0	0	0
MGH36_P7_C11	NA	black	0	0	1.1237
MGH36_P7_D01	-0.169142914172	green3	2	0.10836	1.1408
MGH36_P7_D02	NA	black	0	0	0
MGH36_P7_D03	NA	black	0	0	0.32423
MGH36_P7_D05	-0.0838489185825	green3	2	0.10165	1.0307
MGH36_P7_D06	0.138449480321	green3	2	0.15704	0.72509
MGH36_P7_D07	-0.0978015814402	green3	2	0.11902	1.0524
MGH36_P7_D08	NA	black	0	0	1.0043
MGH36_P7_D09	0.159207902688	green3	2	1.8383	1.0614
MGH36_P7_D10	NA	black	0	0	1.8127
MGH36_P7_D11	NA	black	0	0	0.79077
MGH36_P7_E01	NA	black	0	0	0
MGH36_P7_E03	NA	black	0	0.21412	0
MGH36_P7_E04	-0.733376545208	red	1	0.15575	1.8972
MGH36_P7_E05	-1.19215488797	red	1	1.8679	0.19283
MGH36_P7_E07	0.166501956681	green3	2	0.21412	0.65535
MGH36_P7_E08	NA	black	0	0.29631	0
MGH36_P7_E10	NA	black	0	0	0.69421
MGH36_P7_E12	-0.535159060001	green3	2	2.6971	0.76469
MGH36_P7_F01	NA	black	0	0	0
MGH36_P7_F02	-0.487175897604	green3	2	0.12565	1.5514
MGH36_P7_F03	0.131233475071	green3	2	0.10434	0.75189
MGH36_P7_F04	NA	black	0	0	0.70133
MGH36_P7_F06	NA	black	0	0.2461	0
MGH36_P7_F08	NA	black	0	0	0.84157
MGH36_P7_F09	NA	black	0	0	1.0222
MGH36_P7_F10	NA	black	0	0.19912	0
MGH36_P7_F11	NA	black	0	0	0.852
MGH36_P7_F12	NA	black	0	0	0.76469
MGH36_P7_G01	NA	black	0	0	1.0461
MGH36_P7_G02	NA	black	0	0	1.1473
MGH36_P7_G03	NA	black	0	0	0.43296
MGH36_P7_G04	NA	black	0	0.23143	0
MGH36_P7_G05	0.421668685879	green3	2	0.018634	0.43189
MGH36_P7_G06	NA	black	0	0.2302	0
MGH36_P7_G08	0.330717251092	green3	2	0.19156	0.40272
MGH36_P7_G09	NA	black	0	0.27023	0
MGH36_P7_G10	NA	black	0	0	0.55974
MGH36_P7_G11	NA	black	0	0	0.50589
MGH36_P7_H01	NA	black	0	0	1.7377
MGH36_P7_H02	NA	black	0	0	0
MGH36_P7_H03	NA	black	0	0.11237	0
MGH36_P7_H04	NA	black	0	0	0.41576
MGH36_P7_H07	NA	black	0	0	0
MGH36_P7_H08	NA	black	0	0.21288	0
MGH36_P7_H10	-0.144940350447	green3	2	3.2421	0.93508
MGH36_P7_H11	NA	black	0	0	0.17632
MGH36_P7_H12	NA	black	0	0.39067	0
MGH36_P5_A02	NA	black	0	0	0.68527
MGH36_P5_A03	NA	black	0	0	0.80571
MGH36_P5_A05	NA	black	0	0.24732	0
MGH36_P5_A06	NA	black	0	0	0.80074
MGH36_P5_A07	NA	black	0	0	1.0072
MGH36_P5_A08	0.208814690236	green3	2	0.20163	0.59359
MGH36_P5_A09	-1.53417247993	black	0	4.3916	0.67987
MGH36_P5_B02	NA	black	0	0	0.73985
MGH36_P5_B03	0.187776280992	green3	2	0.41576	0.37518
MGH36_P5_B04	NA	black	0	0.24123	0
MGH36_P5_B05	-0.843539451548	red	1	0.079975	1.9115
MGH36_P5_B06	NA	black	0	0	0.3584
MGH36_P5_B07	-0.661249480862	red	1	0.32769	2.148
MGH36_P5_B08	-0.306373613811	green3	2	0.29278	1.4792
MGH36_P5_B09	0.598390608447	green3	2	0.070389	0.15445
MGH36_P5_B10	NA	black	0	0	0.20163
MGH36_P5_B11	NA	black	0	0	0
MGH36_P5_C01	NA	black	0	0	0
MGH36_P5_C02	NA	black	0	0.47301	0
MGH36_P5_C03	0.332085504266	green3	2	0.097611	0.48646
MGH36_P5_C04	0.0754750395849	green3	2	0.30918	0.77568
MGH36_P5_C05	0.188667438505	green3	2	0.055196	0.69421
MGH36_P5_C06	NA	black	0	0.051024	0
MGH36_P5_C09	NA	black	0	0.028569	0
MGH36_P5_C11	NA	black	0	0.067639	0
MGH36_P5_C12	NA	black	0	0	1.3092
MGH36_P5_D01	NA	black	0	1.5553	0
MGH36_P5_D02	0.445904988925	green3	2	0.1003	0.32769
MGH36_P5_D03	0.178670960735	green3	2	0.19535	0.64616
MGH36_P5_D04	-0.511340750168	green3	2	3.4975	0.84318
MGH36_P5_D06	NA	black	0	0	0
MGH36_P5_D07	-0.178133684126	green3	2	0.2302	1.2116
MGH36_P5_D08	0.287223728066	green3	2	0.38184	0.15704
MGH36_P5_D09	NA	black	0	0	0.77989
MGH36_P5_D11	0.179072702516	green3	2	0.123	0.68077
MGH36_P5_D12	NA	black	0	0.42761	0
MGH36_P5_E01	NA	black	0	0.848	0
MGH36_P5_E02	3.02453579148	black	0	3.2693	1.8961
MGH36_P5_E03	0.657413903147	green3	2	0.085425	0.051024
MGH36_P5_E05	-1.00997098097	red	1	0.26664	2.5079
MGH36_P5_E07	-0.094828799376	green3	2	0.053806	1.0349
MGH36_P5_E08	-0.680300498128	red	1	0.038436	1.6812
MGH36_P5_E09	NA	black	0	0.10299	0
MGH36_P5_E10	NA	black	0	0	0.11636
MGH36_P5_E11	NA	black	0	3.168	0
MGH36_P5_F02	0.464431434209	green3	2	0.098958	0.30334
MGH36_P5_F04	-0.515150870097	green3	2	0.11103	1.5705
MGH36_P5_F05	-0.43598742274	green3	2	0.079975	1.4478
MGH36_P5_F06	0.355284162542	green3	2	0.07861	0.46989
MGH36_P5_F07	0.233292737319	green3	2	0.10836	0.61353
MGH36_P5_F08	NA	black	0	0.16607	0
MGH36_P5_F09	NA	black	0	0.26183	0
MGH36_P5_F10	2.2529590087	black	0	1.8548	2.5316
MGH36_P5_F11	NA	black	0	0	0.36065
MGH36_P5_G01	NA	black	0	0	0
MGH36_P5_G02	NA	black	0	0	0.39616
MGH36_P5_G04	-0.247666541166	green3	2	0.17121	1.2768
MGH36_P5_G06	-0.700742889785	red	1	0.17632	1.8891
MGH36_P5_G07	NA	black	0	0.056584	0
MGH36_P5_G08	NA	black	0	0	0.31267
MGH36_P5_G09	-0.0588111837829	green3	2	0.10969	1
MGH36_P5_G10	-0.240856691228	green3	2	0.2857	1.3584
MGH36_P5_G11	0.491313900224	green3	2	0.1776	0.15575
MGH36_P5_H02	NA	black	0	0	1.291
MGH36_P5_H03	0.0283950534337	green3	2	0.15056	0.8844
MGH36_P5_H05	0.487193640178	green3	2	0.22404	0.077243
MGH36_P5_H06	0.144540953355	green3	2	0.082703	0.74071
MGH36_P5_H07	0.492842080392	green3	2	0.19283	0.12697
MGH36_P5_H09	NA	black	0	0	0
MGH36_P10_A02	NA	black	0	3.8624	0
MGH36_P10_A04	NA	black	0	0	1.1661
MGH36_P10_A05	NA	black	0	0	0
MGH36_P10_A06	NA	black	0	0	0
MGH36_P10_A07	NA	black	0	0.28924	0
MGH36_P10_A09	NA	black	0	0	0.6173
MGH36_P10_A11	NA	black	0	0	0
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	NA	black	0	2.9879	0
MGH36_P10_B03	NA	black	0	0	0
MGH36_P10_B05	NA	black	0	0	1.763
MGH36_P10_B07	0.307639842491	green3	2	0.22774	0.40054
MGH36_P10_B08	0.132207362004	green3	2	0.26903	0.68437
MGH36_P10_B10	NA	black	0	0	0.61447
MGH36_P10_B11	NA	black	0	0	0
MGH36_P10_C01	0.203100957427	green3	2	0.20414	0.60122
MGH36_P10_C03	NA	black	0	0.27858	0
MGH36_P10_C04	1.36011634122	black	0	2.3674	1.5974
MGH36_P10_C06	NA	black	0	0	0.83915
MGH36_P10_C07	NA	black	0	0	0.60502
MGH36_P10_C08	NA	black	0	0	0.47197
MGH36_P10_C09	NA	black	0	4.4551	0
MGH36_P10_C10	NA	black	0	0	0.97966
MGH36_P10_C12	0.321268673145	green3	2	0.15056	0.45838
MGH36_P10_D01	NA	black	0	0	0.19409
MGH36_P10_D02	NA	black	0	0	0.69688
MGH36_P10_D03	NA	black	0	0	0
MGH36_P10_D04	0.411731877676	green3	2	0.21164	0.23756
MGH36_P10_D05	-0.0126945263926	green3	2	0.41576	0.96347
MGH36_P10_D07	NA	black	0	0.15056	0
MGH36_P10_D09	NA	black	0	0	0
MGH36_P10_D10	NA	black	0	0	2.1342
MGH36_P10_D11	NA	black	0	0	1.6772
MGH36_P10_D12	-0.54093772946	green3	2	0.1903	1.6987
MGH36_P10_E02	NA	black	0	0	0
MGH36_P10_E03	NA	black	0	0	2.3394
MGH36_P10_E04	NA	black	0	0	0
MGH36_P10_E05	NA	black	0	0	0.56071
MGH36_P10_E07	NA	black	0	0	0.76893
MGH36_P10_E10	NA	black	0	0.25701	0
MGH36_P10_E11	NA	black	0	0	0.48646
MGH36_P10_E12	NA	black	0	0	0.14926
MGH36_P10_F02	NA	black	0	0	2.2324
MGH36_P10_F03	NA	black	0	0	0.46048
MGH36_P10_F05	NA	black	0	0	0
MGH36_P10_F06	-0.290964583239	green3	2	0.28096	1.4388
MGH36_P10_F08	NA	black	0	0	0.21785
MGH36_P10_F09	NA	black	0	0	3.0606
MGH36_P10_F10	-3.31016591591	black	0	4.5406	0.34142
MGH36_P10_F11	NA	black	0	0.21039	0
MGH36_P10_F12	NA	black	0	0	0.25096
MGH36_P10_G01	NA	black	0	0	0.77484
MGH36_P10_G02	NA	black	0	0	0.97673
MGH36_P10_G03	NA	black	0	0	0.774
MGH36_P10_G05	NA	black	0	0	3.3047
MGH36_P10_G06	-0.818556046215	red	1	2.9888	0.70133
MGH36_P10_G07	NA	black	0	0	2.2854
MGH36_P10_G08	0.454769788524	green3	2	0.18396	0.20664
MGH36_P10_G09	-0.0764194384483	green3	2	0.14012	1.0286
MGH36_P10_G10	NA	black	0	0	0.42653
MGH36_P10_G11	NA	black	0	0.17121	0
MGH36_P10_H01	NA	black	0	0	0.60786
MGH36_P10_H03	NA	black	0	0	0.79992
MGH36_P10_H04	NA	black	0	0	0.28214
MGH36_P10_H05	NA	black	0	0	0.42331
MGH36_P10_H06	NA	black	0	0	1.2473
MGH36_P10_H09	NA	black	0	0	1.4531
MGH36_P10_H11	NA	black	0	0	0
MGH36_P10_H12	NA	black	0	0	1.2654
MGH36_P8_A01	NA	black	0	0	0.49365
MGH36_P8_A03	NA	black	0	3.0979	0
MGH36_P8_A04	-0.166777372684	green3	2	0.22404	1.1903
MGH36_P8_A06	NA	black	0	0	0
MGH36_P8_A07	NA	black	0	0.6581	0
MGH36_P8_A08	NA	black	0	0	0.69688
MGH36_P8_A09	NA	black	0	0	0
MGH36_P8_A11	0.355482938569	green3	2	0.24975	0.28096
MGH36_P8_A12	0.266842353149	green3	2	0.22774	0.47301
MGH36_P8_B01	NA	black	0	1.119	0
MGH36_P8_B02	0.07047937728	green3	2	0.52707	0.58592
MGH36_P8_B03	NA	black	0	0	0.73898
MGH36_P8_B04	NA	black	0	0	0.46884
MGH36_P8_B05	NA	black	0	0	0.91915
MGH36_P8_B08	0.253348947744	green3	2	0.39067	0.23389
MGH36_P8_B09	NA	black	0	0	0.68706
MGH36_P8_B10	NA	black	0	0	0
MGH36_P8_B11	0.207940113609	green3	2	0.26544	0.54399
MGH36_P8_B12	NA	black	0	0	0
MGH36_P8_C01	0.468449086393	green3	2	0.12433	0.26784
MGH36_P8_C02	NA	black	0	0	1.4875
MGH36_P8_C03	NA	black	0	0	0
MGH36_P8_C05	NA	black	0	0	0
MGH36_P8_C06	NA	black	0	0	0.97526
MGH36_P8_C09	NA	black	0	0	2.6138
MGH36_P8_C10	NA	black	0	0	0
MGH36_P8_C12	NA	black	0	0	1.6604
MGH36_P8_D01	NA	black	0	0	0
MGH36_P8_D03	-0.221445996017	green3	2	0.32884	1.3685
MGH36_P8_D04	-0.811665616191	red	1	2.9588	0.69955
MGH36_P8_D05	NA	black	0	0	0
MGH36_P8_D07	NA	black	0	0	1.2479
MGH36_P8_D08	NA	black	0	0.56267	0
MGH36_P8_D09	NA	black	0	0	1.4673
MGH36_P8_D10	0.257162946068	green3	2	0.24245	0.47508
MGH36_P8_D11	0.411918873927	green3	2	1.2869	1.4993
MGH36_P8_D12	NA	black	0	0	0.57531
MGH36_P8_E01	NA	black	0	0.64062	0
MGH36_P8_E02	NA	black	0	0	0
MGH36_P8_E03	1.82803837516	black	0	3.2766	1.5286
MGH36_P8_E04	0.79163445844	green3	2	1.5553	1.6799
MGH36_P8_E05	0.37847168386	green3	2	0.16864	0.35163
MGH36_P8_E06	NA	black	0	0	0.56852
MGH36_P8_E08	0.587964160172	green3	2	0.10568	0.11902
MGH36_P8_E10	NA	black	0	0	0
MGH36_P8_F02	NA	black	0	0	0
MGH36_P8_F04	0.19958331652	green3	2	0.16736	0.62947
MGH36_P8_F05	0.0178482680829	green3	2	3.0409	0.98112
MGH36_P8_F07	NA	black	0	3.2194	0
MGH36_P8_F09	2.24604718307	black	0	1.7442	2.7144
MGH36_P8_G01	NA	black	0	0	0.47612
MGH36_P8_G02	1.27240422272	black	0	3.5326	1.3306
MGH36_P8_G03	-0.587737388799	green3	2	1.7954	0.54893
MGH36_P8_G04	NA	black	0	0.19535	0
MGH36_P8_G05	NA	black	0	0	0.4678
MGH36_P8_G06	1.26937856474	black	0	2.1741	1.6309
MGH36_P8_G07	NA	black	0	0	2.4238
MGH36_P8_G08	NA	black	0	0	0
MGH36_P8_G09	NA	black	0	0	0.85599
MGH36_P8_G10	NA	black	0	0	1.08
MGH36_P8_G12	NA	black	0	0	0.43616
MGH36_P8_H01	NA	black	0	0	1.6991
MGH36_P8_H03	NA	black	0	0	0
MGH36_P8_H04	NA	black	0	0	0.54003
MGH36_P8_H06	NA	black	0	1.7381	0
MGH36_P8_H07	NA	black	0	0	0
MGH36_P8_H09	NA	black	0	2.059	0
MGH36_P8_H10	NA	black	0	0	0
MGH36_P8_H11	0.0921864983176	green3	2	0.1137	0.80157
MGH36_P9_A01	NA	black	0	0	0
MGH36_P9_A02	NA	black	0	3.7542	0
MGH36_P9_A03	NA	black	0	0	0.47612
MGH36_P9_A05	NA	black	0	0	0
MGH36_P9_A06	0.195861523641	green3	2	2.9499	1.0405
MGH36_P9_A07	0.284387752719	green3	2	0.37407	0.18777
MGH36_P9_A09	NA	black	0	0.45943	0
MGH36_P9_A10	-1.24646370251	black	0	2.5261	0.4489
MGH36_P9_A11	NA	black	0	2.2007	0
MGH36_P9_A12	0.202607862656	green3	2	0.8528	2.6643
MGH36_P9_B01	NA	black	0	0	0
MGH36_P9_B04	NA	black	0	0	0.47093
MGH36_P9_B06	NA	black	0	0	0
MGH36_P9_B07	NA	black	0	0.4813	0
MGH36_P9_B08	-0.341269885265	green3	2	2.228	0.79077
MGH36_P9_B09	NA	black	0	0	0
MGH36_P9_B10	NA	black	0	0	0.88753
MGH36_P9_B11	NA	black	0	0	0
MGH36_P9_B12	NA	black	0	0	0.73118
MGH36_P9_C01	NA	black	0	0	0
MGH36_P9_C02	NA	black	0	0.26664	0
MGH36_P9_C03	-0.0151540936395	green3	2	0.66812	1.2253
MGH36_P9_C05	NA	black	0	0.1375	0
MGH36_P9_C07	NA	black	0	0	1.1738
MGH36_P9_C08	NA	black	0	0	1.1859
MGH36_P9_C09	NA	black	0	0	0.23634
MGH36_P9_C11	-0.12182807229	green3	2	1.1991	0.75958
MGH36_P9_C12	NA	black	0	0	0
MGH36_P9_D05	0.202217655996	green3	2	2.6404	1.0482
MGH36_P9_D07	NA	black	0	0	0
MGH36_P9_D08	NA	black	0	0	0.57337
MGH36_P9_D09	NA	black	0	0	0
MGH36_P9_D10	NA	black	0	0	0
MGH36_P9_D11	-0.394261579188	green3	2	0.25459	1.5734
MGH36_P9_E01	NA	black	0	0	0.54498
MGH36_P9_E02	NA	black	0	0	0
MGH36_P9_E03	NA	black	0	0	0.17887
MGH36_P9_E04	-1.19267534399	red	1	1.9957	0.26664
MGH36_P9_E05	NA	black	0	0	1.0043
MGH36_P9_E06	-0.234724860984	green3	2	0.60407	2.2066
MGH36_P9_E07	NA	black	0	0.2302	0
MGH36_P9_E08	0.274516680338	green3	2	0.33228	0.31034
MGH36_P9_E10	NA	black	0	0	0
MGH36_P9_E11	NA	black	0	0	1.5753
MGH36_P9_E12	NA	black	0	0	0
MGH36_P9_F02	NA	black	0	0	0
MGH36_P9_F03	NA	black	0	0	0.79327
MGH36_P9_F04	NA	black	0	0	0
MGH36_P9_F08	NA	black	0	0	2
MGH36_P9_F09	0.0672414933515	green3	2	0.81147	1.4859
MGH36_P9_F10	0.33203295784	green3	2	0.26664	0.29983
MGH36_P9_F11	NA	black	0	0	0
MGH36_P9_F12	NA	black	0	0	0
MGH36_P9_G03	NA	black	0	0	0.50691
MGH36_P9_G04	NA	black	0	0	2.121
MGH36_P9_G05	NA	black	0	0	0.21039
MGH36_P9_G06	NA	black	0	0	2.5826
MGH36_P9_G07	NA	black	0	0	0
MGH36_P9_G08	NA	black	0	0	0
MGH36_P9_G09	-0.145625167316	green3	2	0.37184	1.2588
MGH36_P9_G10	-0.300178641168	green3	2	0.098958	1.2992
MGH36_P9_G11	NA	black	0	0	0.34028
MGH36_P9_H01	NA	black	0	0	0
MGH36_P9_H02	NA	black	0	0	0.75531
MGH36_P9_H03	NA	black	0	0	1.4346
MGH36_P9_H04	NA	black	0	0	0.64893
MGH36_P9_H06	NA	black	0	0	1.3934
MGH36_P9_H07	NA	black	0	0	0
MGH36_P9_H08	NA	black	0	0	0.60502
MGH36_P9_H10	NA	black	0	1.736	0
MGH36_P9_H11	NA	black	0	0	0
MGH36_P9_H12	NA	black	0	0	0.41034
MGH36_P2_A01	0.335346314993	green3	2	0.26544	0.29514
MGH36_P2_A03	NA	black	0	0	0
MGH36_P2_A04	0.568887425248	green3	2	0.08134	0.18015
MGH36_P2_A05	-0.552247776599	green3	2	0.10165	1.605
MGH36_P2_A06	0.453968158201	green3	2	0.24367	0.1003
MGH36_P2_A07	-0.704291600625	red	1	0.16479	1.875
MGH36_P2_A08	NA	black	0	0	0.78827
MGH36_P2_A11	NA	black	0	2.9218	0
MGH36_P2_B03	NA	black	0	0	0.88518
MGH36_P2_B04	0.488811832467	green3	2	0.19156	0.13619
MGH36_P2_B05	NA	black	0	0	0
MGH36_P2_B06	-0.359905995903	green3	2	0.0028825	1.3109
MGH36_P2_B07	-1.8372363414	black	0	2.4268	0.1635
MGH36_P2_B08	0.26661620198	green3	2	0.30685	0.37295
MGH36_P2_B09	NA	black	0	0.052416	0
MGH36_P2_B10	NA	black	0	0	0.45943
MGH36_P2_B11	NA	black	0	0	0.37629
MGH36_P2_B12	NA	black	0	0	0.24001
MGH36_P2_C02	-0.8658803157	red	1	2.7058	0.64062
MGH36_P2_C03	0.221468519345	green3	2	0.077243	0.64432
MGH36_P2_C04	-0.0849752423968	green3	2	1.7172	0.8883
MGH36_P2_C07	-0.218976378659	green3	2	0.035624	1.1725
MGH36_P2_C08	NA	black	0	0.25217	0
MGH36_P2_C09	NA	black	0	0	0.048236
MGH36_P2_C10	-0.490613412413	green3	2	0.15186	1.584
MGH36_P2_C11	0.58101388706	green3	2	0.048236	0.20539
MGH36_P2_C12	0.639332680908	green3	2	0.07861	0.086784
MGH36_P2_D01	NA	black	0	4.2987	0
MGH36_P2_D02	0.494747255526	green3	2	0.082703	0.27977
MGH36_P2_D04	NA	black	0	3.8947	0
MGH36_P2_D05	NA	black	0	0	0
MGH36_P2_D06	NA	black	0	0	0.098958
MGH36_P2_D07	0.678974475664	green3	2	0.063503	0.055196
MGH36_P2_D08	-0.409781720353	green3	2	0.028569	1.3802
MGH36_P2_D09	0.395111545401	green3	2	0.097611	0.40054
MGH36_P2_D10	NA	black	0	0.059355	0
MGH36_P2_D11	0.481788538974	green3	2	0.16736	0.18777
MGH36_P2_E01	0.030700191736	green3	2	0.16092	0.88049
MGH36_P2_E02	NA	black	0	0	0
MGH36_P2_E03	NA	black	0	2.5051	0
MGH36_P2_E04	-0.202328194083	green3	2	2.9294	0.90381
MGH36_P2_E06	0.693428839352	green3	2	0.049631	0.056584
MGH36_P2_E07	-0.0254466494403	green3	2	0.18269	0.96273
MGH36_P2_E08	-0.367960926192	green3	2	0.16092	1.4324
MGH36_P2_E09	0.608984469514	green3	2	0.020058	0.20289
MGH36_P2_E10	0.321675781847	green3	2	0.25822	0.33342
MGH36_P2_F02	-0.461480159035	green3	2	0.12565	1.5195
MGH36_P2_F03	NA	black	0	0	2.0587
MGH36_P2_F04	NA	black	0	0	0.18142
MGH36_P2_F06	NA	black	0	0.10434	0
MGH36_P2_F07	0.0757104183794	green3	2	0.11237	0.82375
MGH36_P2_F08	-0.747764744498	red	1	0.21164	2.0144
MGH36_P2_F10	-0.878897513239	red	1	0.23266	2.2376
MGH36_P2_F11	-0.500837750493	green3	2	0.20289	1.6608
MGH36_P2_F12	0.632948212269	green3	2	0.10969	0.04684
MGH36_P2_G01	0.498720122461	green3	2	0.11237	0.23879
MGH36_P2_G02	0.113898848833	green3	2	0.14666	0.76384
MGH36_P2_G03	-0.960722025058	red	1	0.063503	2.0147
MGH36_P2_G04	-0.344714686359	green3	2	0.1903	1.4276
MGH36_P2_G05	-0.606169196665	red	1	0.032806	1.596
MGH36_P2_G07	0.391243260921	green3	2	0.03984	0.45312
MGH36_P2_G08	-2.40989943491	black	0	0.11636	3.6433
MGH36_P2_G09	NA	black	0	0.0229	0
MGH36_P2_G11	NA	black	0	0.17121	0
MGH36_P2_G12	NA	black	0	0	2.2403
MGH36_P2_H01	NA	black	0	0	2.1463
MGH36_P2_H02	0.584495162237	green3	2	1.2363	1.8298
MGH36_P2_H03	0.127733486921	green3	2	0.19787	0.72596
MGH36_P2_H04	-3.09541641384	black	0	3.3387	0.090853
MGH36_P2_H05	0.624449049862	green3	2	0.05797	0.13619
MGH36_P2_H06	-2.42245923791	black	0	2.8331	0.1137
MGH36_P2_H07	NA	black	0	0.39397	0
MGH36_P2_H10	NA	black	0	0	0.852
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	0	0
MGH53_P5_A04	NA	black	0	0.68975	0
MGH53_P5_A06	NA	black	0	0	0
MGH53_P5_A07	NA	black	0	0.71984	0
MGH53_P5_A08	NA	black	0	0.52507	0
MGH53_P5_A09	1.32240909892	black	0	4.0306	1.2992
MGH53_P5_A11	NA	black	0	0	2.6814
MGH53_P5_B01	NA	black	0	0	0
MGH53_P5_B03	NA	black	0	0	0
MGH53_P5_B04	-2.51126631432	black	0	4.0049	0.41143
MGH53_P5_B05	-0.171170802125	green3	2	0.48336	1.489
MGH53_P5_B06	NA	black	0	0	0
MGH53_P5_B07	0.492080423631	green3	2	0.19283	0.12829
MGH53_P5_B08	NA	black	0	0	0
MGH53_P5_B09	NA	black	0	0	0
MGH53_P5_B10	NA	black	0	0	0
MGH53_P5_B11	NA	black	0	0	0.56755
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	NA	black	0	0	0
MGH53_P5_C02	NA	black	0	0	0
MGH53_P5_C03	NA	black	0	1.7723	0
MGH53_P5_C04	NA	black	0	0	0.67356
MGH53_P5_C05	NA	black	0	0	2.4995
MGH53_P5_C06	NA	black	0	0	0
MGH53_P5_C07	NA	black	0	0	0
MGH53_P5_C08	NA	black	0	0.81885	0
MGH53_P5_C09	NA	black	0	0	2.6839
MGH53_P5_C10	NA	black	0	0	0
MGH53_P5_C11	NA	black	0	0.32308	0
MGH53_P5_D01	NA	black	0	0	1.704
MGH53_P5_D02	NA	black	0	4.6145	0
MGH53_P5_D04	NA	black	0	0	0
MGH53_P5_D05	NA	black	0	0	1.146
MGH53_P5_D07	NA	black	0	0	0
MGH53_P5_D08	NA	black	0	0	0
MGH53_P5_D09	NA	black	0	0	0
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	NA	black	0	0	0
MGH53_P5_E02	NA	black	0	1.5099	0
MGH53_P5_E03	NA	black	0	0	0
MGH53_P5_E04	NA	black	0	0	0
MGH53_P5_E06	NA	black	0	0	0
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	NA	black	0	0.57434	0
MGH53_P5_E11	NA	black	0	0	0
MGH53_P5_F01	NA	black	0	0	1.0193
MGH53_P5_F03	NA	black	0	0.44784	0
MGH53_P5_F05	NA	black	0	0	2.6489
MGH53_P5_F06	NA	black	0	0	0
MGH53_P5_F07	NA	black	0	0	0
MGH53_P5_F08	NA	black	0	0	0
MGH53_P5_F10	NA	black	0	0.64432	0
MGH53_P5_F11	NA	black	0	0	0
MGH53_P5_G01	NA	black	0	0	0
MGH53_P5_G04	NA	black	0	0	0.5888
MGH53_P5_G05	NA	black	0	0	0
MGH53_P5_G07	NA	black	0	0	0
MGH53_P5_G08	0.0226844305745	green3	2	0.3173	0.88127
MGH53_P5_G09	NA	black	0	0	0
MGH53_P5_G10	-0.471934297618	green3	2	0.16736	1.5772
MGH53_P5_G11	NA	black	0	0	1.8456
MGH53_P5_H02	NA	black	0	0	0
MGH53_P5_H03	NA	black	0	0	1.3144
MGH53_P5_H04	NA	black	0	0.6526	0
MGH53_P5_H05	NA	black	0	0.69866	0
MGH53_P5_H07	NA	black	0	0	3.2054
MGH53_P5_H08	NA	black	0	0	0
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	0.170564984451	green3	2	0.21039	0.65076
MGH53_P6_A01	-0.068893916832	green3	2	0.76384	0.34596
