Cell_name	Zvalue	Color	Cluster	IFNAR1	STAT3
MGH54_P6_G08	NA	black	0	2.7222	0
MGH54_P6_G09	NA	black	0	2.9128	0
MGH54_P6_G10	NA	black	0	0	3.168
MGH54_P6_G11	NA	black	0	0.4957	0
MGH54_P6_G12	NA	black	0	0	4.0997
MGH54_P6_H01	NA	black	0	0	0.36513
MGH54_P6_H03	-1.6860020743	red	1	0.32539	5.2918
MGH54_P6_H05	-1.15376195385	red	1	0.33457	4.3538
MGH54_P6_H06	NA	black	0	0	0
MGH54_P6_H07	NA	black	0	0.21661	0
MGH54_P6_H08	-0.945208682406	red	1	3.3166	0.60881
MGH54_P6_H09	NA	black	0	0	4.0656
MGH54_P6_H10	NA	black	0	0.24245	0
MGH54_P6_H11	0.517570863614	red	1	1.0447	0.40926
MGH54_P6_H12	NA	black	0	0	0
MGH54_P7_A02	NA	black	0	0	0.37072
MGH54_P7_A03	0.921715590051	red	1	0.50995	0.33113
MGH54_P7_A04	NA	black	0	0.14143	0
MGH54_P7_A06	1.32648582947	red	1	0.11103	0.1375
MGH54_P7_A07	NA	black	0	4.4963	0
MGH54_P7_A08	NA	black	0	0	4.6504
MGH54_P7_A10	NA	black	0	0.58976	0
MGH54_P7_A11	-1.41910488891	red	1	3.6781	0.25701
MGH54_P7_A12	1.34808865368	red	1	0.090853	0.12829
MGH54_P7_B01	NA	black	0	0.1903	0
MGH54_P7_B03	NA	black	0	0	0.13225
MGH54_P7_B04	0.365185043259	red	1	2.1398	5.3531
MGH54_P7_B05	NA	black	0	2.0607	0
MGH54_P7_B06	NA	black	0	0.1865	0
MGH54_P7_B07	-0.0700134506236	red	1	0.30217	2.3843
MGH54_P7_B08	NA	black	0	3.4514	0
MGH54_P7_B09	NA	black	0	0	0.52707
MGH54_P7_B10	NA	black	0	0	0
MGH54_P7_B12	NA	black	0	0.29748	0
MGH54_P7_C01	NA	black	0	0.39177	0
MGH54_P7_C03	1.25183528892	red	1	0.13881	0.22404
MGH54_P7_C04	0.983608292083	red	1	0.53705	0.15575
MGH54_P7_C05	0.80499645623	red	1	2.8805	4.3093
MGH54_P7_C06	2.60273204545	red	1	4.9199	4.5478
MGH54_P7_C07	0.776746566894	red	1	0.60217	0.51096
MGH54_P7_C08	NA	black	0	4.5188	0
MGH54_P7_C09	1.29022947233	red	1	0.16736	0.12433
MGH54_P7_C10	-1.71725659386	red	1	4.0671	0.25338
MGH54_P7_C11	-2.35203963793	red	1	5.3388	0.50792
MGH54_P7_C12	0.959508529545	red	1	0.22404	0.6173
MGH54_P7_D01	1.16955714474	green3	2	0.25942	0.20914
MGH54_P7_D02	-0.352583935988	red	1	2.254	0.21288
MGH54_P7_D03	NA	black	0	0	0.30685
MGH54_P7_D04	NA	black	0	0.10969	0
MGH54_P7_D05	0.932079459127	red	1	0.49774	0.32769
MGH54_P7_D06	-1.78136709878	red	1	4.1068	0.21412
MGH54_P7_D08	NA	black	0	0.30568	0
MGH54_P7_D11	NA	black	0	0.39506	0
MGH54_P7_D12	-0.954362069691	red	1	2.9681	0.09356
MGH54_P7_E01	NA	black	0	0.40381	0
MGH54_P7_E02	0.877710114157	red	1	0.60027	0.28451
MGH54_P7_E03	NA	black	0	0	4.2466
MGH54_P7_E04	1.21034980098	red	1	0.24489	0.15704
MGH54_P7_E05	-1.11568880869	red	1	0.28451	4.219
MGH54_P7_E06	NA	black	0	0	0.39616
MGH54_P7_E08	NA	black	0	0	0
MGH54_P7_E09	-0.855395502535	red	1	0.31846	3.7982
MGH54_P7_E10	1.17941144545	green3	2	0.1903	0.28096
MGH54_P7_E11	NA	black	0	0	0
MGH54_P7_E12	1.11644823023	green3	2	0.23511	0.33342
MGH54_P7_F01	NA	black	0	0	0.38736
MGH54_P7_F02	1.22388388626	red	1	0.22651	0.15834
MGH54_P7_F03	-2.79923762415	red	1	5.8017	0.41684
MGH54_P7_F04	-1.70143845217	red	1	0.2916	5.2521
MGH54_P7_F05	-0.221666816713	red	1	0.3505	2.6686
MGH54_P7_F06	-2.08341685585	red	1	4.8384	0.4489
MGH54_P7_F08	NA	black	0	0	0.14535
MGH54_P7_F10	1.18802972746	red	1	0.10568	0.36625
MGH54_P7_F11	NA	black	0	0	0.39287
MGH54_P7_G01	-2.05573043319	red	1	4.3734	0.14405
MGH54_P7_G02	-0.394432082132	red	1	5.0139	1.9613
MGH54_P7_G03	1.21067467762	red	1	0.24732	0.15316
MGH54_P7_G04	1.02378479958	red	1	0.4678	0.18396
MGH54_P7_G06	-2.93303143308	red	1	5.6085	0.22651
MGH54_P7_G07	NA	black	0	0.055196	0
MGH54_P7_G08	-1.16309173491	red	1	0.12829	4.1126
MGH54_P7_G09	1.28467567677	red	1	0.14012	0.16864
MGH54_P7_G10	1.03936885229	red	1	0.092207	0.6173
MGH54_P7_G11	-1.81176700079	red	1	0.36513	5.6038
MGH54_P7_H01	-2.18861791009	red	1	4.7875	0.32308
MGH54_P7_H02	-1.39160086787	red	1	0.41576	4.9272
MGH54_P7_H04	0.669200679095	red	1	0.21412	1.123
MGH54_P7_H05	NA	black	0	0	4.7579
MGH54_P7_H09	0.635539812837	red	1	0.64616	0.77653
MGH54_P7_H10	0.986018957624	red	1	0.33914	0.43829
MGH54_P8_A01	NA	black	0	0	4.4945
MGH54_P8_A06	0.766041284965	red	1	0.75275	0.28451
MGH54_P8_A07	NA	black	0	0.20289	0
MGH54_P8_A09	1.03856741941	red	1	0.46571	0.15704
MGH54_P8_A10	0.651663397061	red	1	0.51197	0.89763
MGH54_P8_A11	1.00946454653	red	1	0.35163	0.37851
MGH54_P8_A12	-1.98103434985	red	1	4.8075	0.52105
MGH54_P8_B01	-2.20896710118	red	1	4.9979	0.43616
MGH54_P8_B02	NA	black	0	0.30451	0
MGH54_P8_B04	-2.6219333725	red	1	5.353	0.3115
MGH54_P8_B08	-0.282317649101	red	1	2.1693	0.24975
MGH54_P8_B09	0.828559278502	red	1	0.66539	0.28806
MGH54_P8_B12	1.02737806202	red	1	0.075875	0.65168
MGH54_P8_C02	0.256235519497	red	1	1.4174	0.44255
MGH54_P8_C04	1.20045030913	red	1	0.123	0.32654
MGH54_P8_C06	1.23567807559	red	1	0.21909	0.14796
MGH54_P8_C07	-2.13205007912	red	1	4.7776	0.36737
MGH54_P8_C09	1.30669995378	red	1	0.16479	0.1003
MGH54_P8_C12	1.0902766693	green3	2	0.32193	0.26784
MGH54_P8_D01	1.1433457114	green3	2	0.17249	0.36289
MGH54_P8_D03	0.921406881922	red	1	0.40708	0.47508
MGH54_P8_D04	NA	black	0	4.742	0
MGH54_P8_D05	NA	black	0	0	0.23634
MGH54_P8_D06	NA	black	0	4.8535	0
MGH54_P8_D07	-1.3930507392	red	1	0.18142	4.5489
MGH54_P8_D08	1.23160492113	red	1	0.29866	0.042644
MGH54_P8_D10	NA	black	0	0.48646	0
MGH54_P8_D11	1.29879540644	red	1	0.16864	0.10836
MGH54_P8_D12	NA	black	0	0	0.30568
MGH54_P8_E01	NA	black	0	3.1512	0
MGH54_P8_E04	NA	black	0	0.43723	0
MGH54_P8_E05	-1.59171420186	red	1	0.14274	4.8129
MGH54_P8_E07	0.936380046345	red	1	0.42008	0.42868
MGH54_P8_E08	NA	black	0	0.23511	0
MGH54_P8_E10	1.00555033433	red	1	0.45312	0.24367
MGH54_P8_F01	1.96636751505	red	1	4.0048	4.7029
MGH54_P8_F02	NA	black	0	0	0
MGH54_P8_F04	NA	black	0	0	0
MGH54_P8_F05	-1.71085743348	red	1	0.15186	5.0176
MGH54_P8_F06	0.621802435401	red	1	2.6171	4.3615
MGH54_P8_F08	-1.84836945197	red	1	0.15963	5.2514
MGH54_P8_F09	-1.057755851	red	1	5.3914	1.5018
MGH54_P8_F10	1.34073876123	red	1	0.0086303	0.23756
MGH54_P8_F11	-1.4197004664	red	1	0.21412	4.6399
MGH54_P8_F12	0.7898347002	red	1	0.56365	0.53705
MGH54_P8_G01	0.754292390153	red	1	0.45207	0.75189
MGH54_P8_G03	0.493255466531	red	1	1.1355	0.25096
MGH54_P8_G04	3.28351415104	black	0	5.0058	5.0649
MGH54_P8_G05	NA	black	0	0	0
MGH54_P8_G06	1.24539523038	red	1	0.20664	0.14796
MGH54_P8_G07	-2.86677998199	red	1	5.5034	0.21537
MGH54_P8_G08	1.20911568738	red	1	0.25217	0.14926
MGH54_P8_G09	1.04470202874	red	1	0.3115	0.36513
MGH54_P8_G10	1.29826863982	red	1	0.067639	0.23511
MGH54_P8_G11	1.10840515074	green3	2	0.14666	0.44996
MGH54_P8_G12	NA	black	0	0.42761	0
MGH54_P8_H01	-0.734565105172	red	1	0.28806	3.5553
MGH54_P8_H03	NA	black	0	0.23879	0
MGH54_P8_H04	-2.77129949544	red	1	5.2524	0.1375
MGH54_P8_H06	0.90545538683	red	1	0.21785	0.71633
MGH54_P8_H07	-0.246952203117	red	1	4.5042	2.0423
MGH54_P8_H08	1.24671244151	red	1	0.23511	0.10702
MGH54_P8_H10	-2.74953881281	red	1	5.2692	0.16479
MGH54_P8_H12	3.90743901023	black	0	4.9773	5.6252
MGH54_P10_A01	NA	black	0	0.24123	0
MGH54_P10_A02	NA	black	0	0	0
MGH54_P10_A03	NA	black	0	0.26063	0
MGH54_P10_A04	0.0223382331336	red	1	1.6031	1.9679
MGH54_P10_A05	0.94956413018	red	1	0.37518	0.46153
MGH54_P10_A06	-0.93473070337	red	1	4.5018	1.3578
MGH54_P10_A07	-1.15310398453	red	1	3.6124	0.57531
MGH54_P10_A09	-2.23924696291	red	1	4.6309	0.16607
MGH54_P10_A10	-1.53901171509	red	1	3.7534	0.17121
MGH54_P10_A11	-0.708746063902	red	1	2.7203	0.21909
MGH54_P10_A12	-1.72135861179	red	1	4.3125	0.44784
MGH54_P10_B01	-0.833337927228	red	1	3.2428	0.73031
MGH54_P10_B02	0.900614512345	red	1	0.52607	0.35163
MGH54_P10_B03	1.58401073195	red	1	3.688	4.5592
MGH54_P10_B05	-1.39902495218	red	1	3.9159	0.50995
MGH54_P10_B06	-1.03795496826	red	1	0.20539	3.9935
MGH54_P10_B07	1.27632746333	red	1	3.9033	3.9264
MGH54_P10_B08	0.240874480949	red	1	0.25459	1.8404
MGH54_P10_B09	-0.885099979407	red	1	3.1033	0.45943
MGH54_P10_B10	NA	black	0	1.1144	0
MGH54_P10_B11	0.980975873028	red	1	0.13619	0.66903
MGH54_P10_B12	NA	black	0	2.3377	0
MGH54_P10_C01	NA	black	0	1.8148	0
MGH54_P10_C02	0.158174054424	red	1	4.1273	2.4688
MGH54_P10_C03	-2.69371538063	red	1	5.1707	0.14666
MGH54_P10_C04	-0.964240503004	red	1	3.8741	1.0349
MGH54_P10_C05	-1.68691619766	red	1	0.15445	4.9835
MGH54_P10_C07	NA	black	0	0	6.2405
MGH54_P10_C08	-1.35561594474	red	1	3.5064	0.15316
MGH54_P10_C09	NA	black	0	4.4271	0
MGH54_P10_C10	1.17987210119	green3	2	0.20789	0.25822
MGH54_P10_C11	NA	black	0	0	0.23266
MGH54_P10_C12	-2.44612785246	red	1	0.027154	5.9197
MGH54_P10_D01	0.689557653216	red	1	0.20414	1.0956
MGH54_P10_D02	NA	black	0	0	0
MGH54_P10_D03	0.925079868771	red	1	0.26424	0.63506
MGH54_P10_D04	-0.385230711355	red	1	2.2916	0.19283
MGH54_P10_D05	-0.444034811252	red	1	0.20664	3.0036
MGH54_P10_D06	-2.63493320009	red	1	0.18777	6.5826
MGH54_P10_D07	NA	black	0	0	4.3839
MGH54_P10_D09	NA	black	0	0	4.9464
MGH54_P10_D10	0.948106976895	red	1	0.53007	0.24367
MGH54_P10_D11	NA	black	0	0	2.778
MGH54_P10_D12	-0.0404897527201	red	1	1.3121	2.4865
MGH54_P10_E01	1.07041752536	green3	2	0.36961	0.23879
MGH54_P10_E02	0.496602394973	red	1	0.19409	1.4271
MGH54_P10_E03	1.10382546592	green3	2	0.30801	0.26183
MGH54_P10_E04	2.37609904446	red	1	4.1796	4.9939
MGH54_P10_E05	0.486500594087	red	1	3.1798	3.2337
MGH54_P10_E06	-1.70914139975	red	1	3.9411	0.14405
MGH54_P10_E07	NA	black	0	4.2763	0
MGH54_P10_E08	1.02631470601	red	1	0.40708	0.27023
MGH54_P10_E09	NA	black	0	4.825	0
MGH54_P10_E10	NA	black	0	0	3.5011
MGH54_P10_E11	NA	black	0	0.5888	0
MGH54_P10_E12	-2.07045896317	red	1	0.44255	6.2868
MGH54_P10_F01	NA	black	0	0	0
MGH54_P10_F02	-0.0739209793514	red	1	0.29278	2.3904
MGH54_P10_F03	1.15303514516	green3	2	0.15575	0.36625
MGH54_P10_F04	NA	black	0	0	0.31383
MGH54_P10_F05	-0.130933775067	red	1	0.64893	2.5656
MGH54_P10_F06	-1.21464939418	red	1	4.3559	1.0101
MGH54_P10_F08	-1.04175316817	red	1	0.45733	4.3224
MGH54_P10_F09	1.02901199247	red	1	0.16092	0.5656
MGH54_P10_F10	1.03594746969	red	1	0.30217	0.39287
MGH54_P10_F11	NA	black	0	0	0.21785
MGH54_P10_F12	NA	black	0	0	0.27501
MGH54_P10_G01	NA	black	0	0	0.30334
MGH54_P10_G02	-1.66795407445	red	1	4.2086	0.42761
MGH54_P10_G03	1.12638092696	green3	2	0.40708	0.074505
MGH54_P10_G05	0.368412000209	red	1	2.3573	4.0977
MGH54_P10_G06	0.997811337888	red	1	0.42223	0.30451
MGH54_P10_G07	NA	black	0	0.17887	0
MGH54_P10_G09	0.247813082661	red	1	1.3829	0.65444
MGH54_P10_G10	-1.38191623466	red	1	0.26784	4.6571
MGH54_P10_G11	NA	black	0	0	2.6411
MGH54_P10_G12	NA	black	0	0	0
MGH54_P10_H02	NA	black	0	0	2.2633
MGH54_P10_H03	NA	black	0	0	0.58207
MGH54_P10_H04	0.385111238374	red	1	2.3337	4.2705
MGH54_P10_H05	-1.06181455891	red	1	0.78576	5.0251
MGH54_P10_H06	NA	black	0	0	0.20664
MGH54_P10_H07	NA	black	0	0	5.2209
MGH54_P10_H08	0.830463170702	red	1	5.0367	2.9839
MGH54_P10_H09	-1.52673248341	red	1	4.6749	0.86235
MGH54_P10_H10	NA	black	0	0	3.7521
MGH54_P10_H11	-1.28451060829	red	1	3.5987	0.36737
MGH54_P10_H12	-0.283256561064	red	1	2.1865	0.32998
MGH54_P11_A01	1.13289524228	green3	2	0.20163	0.34596
MGH54_P11_A02	NA	black	0	0	4.2818
MGH54_P11_A03	NA	black	0	3.1286	0
MGH54_P11_A04	NA	black	0	2.3268	0
MGH54_P11_A05	NA	black	0	0.45312	0
MGH54_P11_A06	NA	black	0	2.0731	0
MGH54_P11_A08	-1.01769120745	red	1	0.52005	4.3723
MGH54_P11_A09	-1.35544315362	red	1	3.5962	0.25942
MGH54_P11_A10	2.04371843673	red	1	4.0232	4.7777
MGH54_P11_A11	0.0377126135385	red	1	3.4038	2.344
MGH54_P11_A12	0.524421623347	red	1	2.6608	3.9395
MGH54_P11_B01	NA	black	0	0.65535	0
MGH54_P11_B02	-1.40547308619	red	1	3.8668	0.45943
MGH54_P11_B03	NA	black	0	4.1198	0
MGH54_P11_B04	NA	black	0	2.0864	0
MGH54_P11_B05	-0.789605708602	red	1	0.39835	3.7608
MGH54_P11_B06	-0.00207439955541	red	1	0.16092	2.2615
MGH54_P11_B08	-1.45921497071	red	1	3.7693	0.29631
MGH54_P11_B09	NA	black	0	0	3.6964
MGH54_P11_B10	NA	black	0	2.2029	0
MGH54_P11_B11	0.794020910391	red	1	0.11902	0.98623
MGH54_P11_B12	NA	black	0	0	1.8734
MGH54_P11_C01	NA	black	0	0	1.3311
MGH54_P11_C02	-0.967030681849	red	1	3.1445	0.35276
MGH54_P11_C03	NA	black	0	0.67356	0
MGH54_P11_C04	-1.32964662683	red	1	3.7784	0.48027
MGH54_P11_C05	0.599851622881	red	1	0.81803	0.61353
MGH54_P11_C06	1.13710719809	green3	2	4.0039	3.6799
MGH54_P11_C07	NA	black	0	0.63506	0
MGH54_P11_C08	-2.23118536591	red	1	4.6584	0.19409
MGH54_P11_C09	-0.768539968748	red	1	0.3774	3.6996
MGH54_P11_C10	NA	black	0	1.7027	0
MGH54_P11_C12	NA	black	0	0.45101	0
MGH54_P11_D01	NA	black	0	0.43296	0
MGH54_P11_D02	NA	black	0	0	4.2451
MGH54_P11_D03	NA	black	0	4.1865	0
MGH54_P11_D04	NA	black	0	0	1.9942
MGH54_P11_D05	NA	black	0	0	2.079
MGH54_P11_D06	NA	black	0	0	0
MGH54_P11_D07	1.1701264392	green3	2	0.27262	0.1903
MGH54_P11_D08	-0.55034979025	red	1	0.34369	3.2684
MGH54_P11_D09	1.63099981101	red	1	3.751	4.5508
MGH54_P11_D10	NA	black	0	3.4312	0
MGH54_P11_D11	0.607665358512	red	1	1.0129	0.17121
MGH54_P11_D12	-1.40900847403	red	1	4.021	0.58207
MGH54_P11_E01	-0.526097007929	red	1	0.22157	3.1493
MGH54_P11_E02	1.59364609238	red	1	3.8209	4.4213
MGH54_P11_E03	0.658151947092	red	1	0.91991	0.23879
MGH54_P11_E04	1.18052590457	green3	2	0.20414	0.26183
MGH54_P11_E05	1.03517821289	red	1	0.1137	0.60312
MGH54_P11_E06	NA	black	0	0.14796	0
MGH54_P11_E07	0.901095093938	red	1	0.49365	0.39835
MGH54_P11_E08	1.10413636064	green3	2	0.28333	0.29396
MGH54_P11_E09	-1.86632542438	red	1	4.1387	0.14535
MGH54_P11_E10	1.49224646789	red	1	3.7666	4.3401
MGH54_P11_E11	NA	black	0	4.4555	0
MGH54_P11_E12	-1.01011945479	red	1	0.89763	5.2074
MGH54_P11_F01	NA	black	0	3.8402	0
MGH54_P11_F02	NA	black	0	0	2.4359
MGH54_P11_F03	NA	black	0	0	0
MGH54_P11_F04	-0.777333553922	red	1	2.8109	0.22157
MGH54_P11_F05	NA	black	0	3.0342	0
MGH54_P11_F06	-1.14560720019	red	1	4.5253	1.1583
MGH54_P11_F07	-0.580735246619	red	1	2.5636	0.2461
MGH54_P11_F08	-0.460107434822	red	1	4.5537	1.8388
MGH54_P11_F09	0.712559761295	red	1	0.51096	0.77062
MGH54_P11_F10	1.12220949441	green3	2	0.10836	0.46884
MGH54_P11_F11	NA	black	0	3.8731	0
MGH54_P11_F12	-1.49471263223	red	1	0.4489	5.1916
MGH54_P11_G01	NA	black	0	0	0
MGH54_P11_G02	0.0170358194213	red	1	1.8432	3.7697
MGH54_P11_G03	NA	black	0	0	0
MGH54_P11_G04	NA	black	0	2.0656	0
MGH54_P11_G05	1.12460657188	green3	2	0.23389	0.32077
MGH54_P11_G06	-1.23266553917	red	1	0.2228	4.3394
MGH54_P11_G07	-0.211241732647	red	1	2.0604	0.14405
MGH54_P11_G08	-0.276949055648	red	1	0.45312	2.8098
MGH54_P11_G09	0.406286206713	red	1	1.1434	0.59072
MGH54_P11_G10	2.00584511047	red	1	4.3301	4.4332
MGH54_P11_G11	-0.195671631877	red	1	2.036	0.10434
MGH54_P11_G12	NA	black	0	0.12829	0
MGH54_P11_H01	NA	black	0	0.79077	0
MGH54_P11_H02	1.00659511636	red	1	4.9045	3.1658
MGH54_P11_H03	-1.5500150901	red	1	0.51803	5.4587
MGH54_P11_H04	NA	black	0	0	0
MGH54_P11_H05	NA	black	0	0.4916	0
MGH54_P11_H06	NA	black	0	0.32077	0
MGH54_P11_H07	NA	black	0	0	2.0538
MGH54_P11_H08	NA	black	0	0.46467	0
MGH54_P11_H09	-0.342650404961	red	1	2.4201	0.79577
MGH54_P11_H10	NA	black	0	0.11902	0
MGH54_P11_H11	1.28371457117	red	1	0.088142	0.23389
MGH54_P11_H12	NA	black	0	0	0.09356
MGH54_P12_A01	NA	black	0	3.9808	0
MGH54_P12_A02	0.192819976671	red	1	3.8631	2.5358
MGH54_P12_A03	0.0345854739433	red	1	1.7446	0.42008
MGH54_P12_A04	-0.673752957129	red	1	2.7651	0.40926
MGH54_P12_A05	-0.361111626736	red	1	1.4372	4.8153
MGH54_P12_A06	0.705407040782	red	1	3.2188	3.6273
MGH54_P12_A07	-0.992111876811	red	1	3.2956	0.50182
MGH54_P12_A08	-0.934158786779	red	1	3.1065	0.36401
MGH54_P12_A09	0.878432831782	red	1	3.4881	3.6905
MGH54_P12_A10	-0.0481284934034	red	1	1.9942	1.6007
MGH54_P12_A11	NA	black	0	0.33571	0
MGH54_P12_B01	NA	black	0	0	4.0648
MGH54_P12_B02	1.06457476169	green3	2	2.9169	4.8837
MGH54_P12_B03	NA	black	0	0	4.6127
MGH54_P12_B04	NA	black	0	0	4.2218
MGH54_P12_B05	NA	black	0	4.1249	0
MGH54_P12_B06	-1.29594557481	red	1	3.6136	0.36625
MGH54_P12_B07	0.436785821077	red	1	3.1803	3.1355
MGH54_P12_B08	1.00677473987	red	1	0.27501	0.4782
MGH54_P12_B09	0.153013007788	red	1	2.4618	2.9032
MGH54_P12_B10	1.31007761354	red	1	0.12168	0.15056
MGH54_P12_B11	1.08855316009	green3	2	0.3471	0.23634
MGH54_P12_C01	0.879439928118	red	1	3.4287	3.7438
MGH54_P12_C02	-0.57833048489	red	1	0.6397	3.588
MGH54_P12_C03	-0.635153184056	red	1	3.1942	1.0559
MGH54_P12_C04	NA	black	0	2.1683	0
MGH54_P12_C05	NA	black	0	2.2412	0
MGH54_P12_C06	2.67824208766	red	1	4.4721	5.0041
MGH54_P12_C07	0.239917979477	red	1	4.0859	2.5683
MGH54_P12_C08	0.404141382734	red	1	2.7517	3.4308
MGH54_P12_C09	NA	black	0	3.9061	0
MGH54_P12_C11	NA	black	0	0	1.9449
MGH54_P12_C12	NA	black	0	0	0
MGH54_P12_D01	NA	black	0	0	0.79494
MGH54_P12_D02	NA	black	0	0.83512	0
MGH54_P12_D04	NA	black	0	0.42761	0
MGH54_P12_D05	-0.248737578751	red	1	0.98331	3.0736
MGH54_P12_D06	-1.12355732286	red	1	0.13093	4.0527
MGH54_P12_D07	1.2707629957	red	1	0.14405	0.1865
MGH54_P12_D08	0.905995100624	red	1	0.44148	0.46048
MGH54_P12_D09	1.2279901161	red	1	3.8875	3.8759
MGH54_P12_D10	3.03581687857	red	1	4.4879	5.3511
MGH54_P12_D11	2.33420526986	red	1	3.9129	5.2854
MGH54_P12_D12	0.00899108482084	red	1	2.61	2.3051
MGH54_P12_E01	NA	black	0	1.109	0
MGH54_P12_E02	0.501690761946	red	1	0.53605	1.1928
MGH54_P12_E03	NA	black	0	4.2199	0
MGH54_P12_E04	NA	black	0	0	0.45418
MGH54_P12_E05	NA	black	0	0.31846	0
MGH54_P12_E06	NA	black	0	1.987	0
MGH54_P12_E07	0.249196790367	red	1	0.42116	1.7748
MGH54_P12_E08	1.63625058761	red	1	3.7761	4.529
MGH54_P12_E09	NA	black	0	1.105	0
MGH54_P12_E10	-1.15249410413	red	1	0.10299	4.0686
MGH54_P12_E11	0.566282444366	red	1	3.0561	3.5011
MGH54_P12_E12	0.0613256753049	red	1	2.5804	2.4877
MGH54_P12_F01	NA	black	0	0	4.8688
MGH54_P12_F02	-1.18481265026	red	1	3.3667	0.25459
MGH54_P12_F03	-1.05744933175	red	1	0.16864	3.9864
MGH54_P12_F04	1.18635979992	red	1	0.13881	0.33113
MGH54_P12_F05	NA	black	0	5.5437	0
MGH54_P12_F06	0.103970006514	red	1	4.5768	2.3896
MGH54_P12_F07	NA	black	0	3.8582	0
MGH54_P12_F08	1.17480527333	green3	2	0.27023	0.18523
MGH54_P12_F09	0.421373489561	red	1	2.3559	4.3711
MGH54_P12_F10	0.665524547237	red	1	0.7866	0.48852
MGH54_P12_F11	0.382578668316	red	1	1.2726	0.29396
MGH54_P12_F12	NA	black	0	0	3.9548
MGH54_P12_G01	2.35028163849	red	1	4.4616	4.6791
MGH54_P12_G02	1.18279062268	red	1	3.0947	4.7697
MGH54_P12_G03	NA	black	0	0	0.2857
MGH54_P12_G04	1.0760944518	green3	2	0.35163	0.25338
MGH54_P12_G05	-1.19160563669	red	1	0.50487	4.7014
MGH54_P12_G06	NA	black	0	3.9949	0
MGH54_P12_G07	-1.29350214008	red	1	3.5702	0.32308
MGH54_P12_G08	0.613405415726	red	1	0.21537	1.2172
MGH54_P12_G09	-0.375033351622	red	1	0.74157	3.206
MGH54_P12_G10	-0.66450291488	red	1	0.83188	4.0812
MGH54_P12_G11	-0.0646612503302	red	1	0.45628	2.389
MGH54_P12_H01	-0.15728140172	red	1	2.4244	1.5955
MGH54_P12_H02	0.381638059093	red	1	3.2526	2.99
MGH54_P12_H03	-2.15971263508	red	1	4.6427	0.24975
MGH54_P12_H04	-0.472092883546	red	1	2.3984	0.17505
MGH54_P12_H05	NA	black	0	0	2.8438
MGH54_P12_H06	-1.24834568059	red	1	4.1181	0.83915
MGH54_P12_H07	NA	black	0	0	0.20789
MGH54_P12_H09	NA	black	0	0.21412	0
MGH54_P12_H10	-1.50899857609	red	1	3.6679	0.1177
MGH54_P12_H11	0.606473984775	red	1	3.8431	3.0853
MGH54_P9_A01	0.447128703351	red	1	0.37851	1.4141
MGH54_P9_A02	0.0194940814583	red	1	2.06	2.4774
MGH54_P9_A03	0.0614924774998	red	1	1.8996	4.2264
MGH54_P9_A04	-0.511698434482	red	1	3.1942	1.2928
MGH54_P9_A05	NA	black	0	0.098958	0
MGH54_P9_A06	-0.26066465878	red	1	1.184	3.3834
MGH54_P9_A07	0.148122189087	red	1	1.987	4.6156
MGH54_P9_A08	NA	black	0	0.13881	0
MGH54_P9_A09	-0.33465548622	red	1	0.25217	2.8371
MGH54_P9_A10	-1.23057303845	red	1	0.4957	4.7631
MGH54_P9_A11	0.731443430766	red	1	3.0932	3.8144
MGH54_P9_A12	0.622821012927	red	1	0.45943	1.0093
MGH54_P9_B01	NA	black	0	0	0.22404
MGH54_P9_B02	-0.00743112390626	red	1	1.976	2.1545
MGH54_P9_B03	NA	black	0	0	3.5618
MGH54_P9_B04	NA	black	0	0	3.4263
MGH54_P9_B05	-1.1993465075	red	1	0.41359	4.5581
MGH54_P9_B06	-1.25778501659	red	1	3.6612	0.46989
MGH54_P9_B07	0.687785407068	red	1	0.91073	0.16864
MGH54_P9_B10	NA	black	0	1.3408	0
MGH54_P9_B11	NA	black	0	0.29631	0
MGH54_P9_B12	NA	black	0	0	0
MGH54_P9_C01	0.759096493884	red	1	0.72683	0.3505
MGH54_P9_C02	-1.04924600057	red	1	0.38626	4.2341
MGH54_P9_C03	1.13309562088	green3	2	0.17377	0.37851
MGH54_P9_C04	NA	black	0	0	0
MGH54_P9_C05	0.474896642133	red	1	2.8355	3.5232
MGH54_P9_C06	NA	black	0	0.19912	0
MGH54_P9_C07	NA	black	0	0.30685	0
MGH54_P9_C08	0.929822669103	red	1	0.57531	0.20914
MGH54_P9_C09	NA	black	0	5.2665	0
MGH54_P9_C10	0.188910341757	red	1	3.2452	2.6325
MGH54_P9_C11	0.704802531838	red	1	0.65718	0.59741
MGH54_P9_C12	-1.94005027264	red	1	4.2485	0.16092
MGH54_P9_D01	-0.864509831152	red	1	0.54794	4.0961
MGH54_P9_D03	NA	black	0	0	0.27977
MGH54_P9_D04	NA	black	0	0	4.353
MGH54_P9_D05	NA	black	0	0	0.19661
MGH54_P9_D07	0.560260975667	red	1	0.58785	1.0165
MGH54_P9_D08	NA	black	0	3.987	0
MGH54_P9_D09	NA	black	0	2.0275	0
MGH54_P9_D10	NA	black	0	0	3.4791
MGH54_P9_D11	0.764048422406	red	1	0.52807	0.64062
MGH54_P9_D12	0.89456412269	red	1	0.5568	0.3173
MGH54_P9_E01	0.468767982257	red	1	2.8752	3.4611
MGH54_P9_E02	NA	black	0	2.4584	0
MGH54_P9_E03	0.295044268	red	1	0.40599	1.6915
MGH54_P9_E04	1.22747389366	red	1	0.17121	0.22404
