Cell_name	Zvalue	Color	Cluster	ICAM1	REL
MGH36_P6_B06	NA	black	0	0.12433	0
MGH36_P6_B10	NA	black	0	0	0.24123
MGH36_P6_B11	NA	black	0	0	0.46884
MGH36_P6_B12	0.135303721256	blue	3	0.36961	0.33914
MGH36_P6_C02	NA	black	0	0	0
MGH36_P6_C03	NA	black	0	0	4.5134
MGH36_P6_C04	0.216250092844	blue	3	0.13881	0.33228
MGH36_P6_C05	NA	black	0	0	0.26664
MGH36_P6_C06	0.198596798369	blue	3	0.16864	0.41034
MGH36_P6_C07	0.214420247491	blue	3	0.15316	0.30217
MGH36_P6_C08	NA	black	0	0	0.27858
MGH36_P6_C09	NA	black	0	0	0
MGH36_P6_C11	NA	black	0	0	0.57628
MGH36_P6_C12	NA	black	0	0	0.23266
MGH36_P6_D01	NA	black	0	0	0.48852
MGH36_P6_D02	NA	black	0	0	0.82293
MGH36_P6_D03	NA	black	0	0	0.24123
MGH36_P6_D04	NA	black	0	0	0.52807
MGH36_P6_D05	NA	black	0	0	0.63691
MGH36_P6_D06	-0.702571927903	black	0	0.14535	2.5663
MGH36_P6_D07	NA	black	0	0	0.21039
MGH36_P6_D08	NA	black	0	0	0.47405
MGH36_P6_D10	NA	black	0	0	0
MGH36_P6_D11	NA	black	0	0	0.63877
MGH36_P6_E02	NA	black	0	0	0
MGH36_P6_E03	0.21250278095	blue	3	0.17505	0.22033
MGH36_P6_E04	-0.242398538079	red	1	0.10836	1.7933
MGH36_P6_E05	NA	black	0	0	0.33342
MGH36_P6_E06	NA	black	0	0	0.17121
MGH36_P6_E07	NA	black	0	0.10836	0
MGH36_P6_E08	-0.952691117284	black	0	0.14274	2.891
MGH36_P6_E09	NA	black	0	0	0.31846
MGH36_P6_E10	NA	black	0	0	0.28096
MGH36_P6_E11	NA	black	0	0	0.18396
MGH36_P6_E12	NA	black	0	0	0.69064
MGH36_P6_F01	NA	black	0	0	0.66812
MGH36_P6_F04	NA	black	0	0	0
MGH36_P6_F06	NA	black	0	0	0.26903
MGH36_P6_F07	NA	black	0	0	0
MGH36_P6_F08	NA	black	0	0	0.34823
MGH36_P6_F10	NA	black	0	0	0
MGH36_P6_F12	NA	black	0	0	0.7137
MGH36_P6_G01	0.245370396083	blue	3	0.1003	0.16092
MGH36_P6_G02	-4.29769795208	black	0	4.9394	0.25942
MGH36_P6_G03	NA	black	0	0	0.17887
MGH36_P6_G04	NA	black	0	0	1.3039
MGH36_P6_G05	NA	black	0	0	0
MGH36_P6_G06	0.152096747136	blue	3	0.31846	0.10299
MGH36_P6_G07	NA	black	0	0	0.60217
MGH36_P6_G08	0.204841999711	blue	3	0.19283	0.23634
MGH36_P6_G09	0.159504363113	blue	3	0.19787	0.64247
MGH36_P6_G10	NA	black	0	0	0
MGH36_P6_G11	NA	black	0	0.13225	0
MGH36_P6_G12	NA	black	0	0	0.47716
MGH36_P6_H06	NA	black	0	0	0.27023
MGH36_P6_H07	0.185345252116	blue	3	0.21909	0.38847
MGH36_P6_H10	NA	black	0	0	0.1776
MGH36_P6_H12	-0.0394613324628	green3	2	0.95531	0.75018
MGH36_P7_A01	0.22715022856	blue	3	0.123	0.2762
MGH36_P7_A02	NA	black	0	0	0.22404
MGH36_P7_A03	NA	black	0	0.16993	0
MGH36_P7_A04	NA	black	0	0	4.8088
MGH36_P7_A06	NA	black	0	0	0
MGH36_P7_A07	NA	black	0	0	5.598
MGH36_P7_A08	NA	black	0	0	3.3364
MGH36_P7_A09	NA	black	0	0	0
MGH36_P7_A10	NA	black	0	0	0.49876
MGH36_P7_A11	NA	black	0	0	0.14796
MGH36_P7_A12	NA	black	0	0	0
MGH36_P7_B01	NA	black	0	0	0.87342
MGH36_P7_B02	0.215674614849	blue	3	0.16864	0.20789
MGH36_P7_B03	NA	black	0	0	0.31383
MGH36_P7_B04	NA	black	0	0	0.45628
MGH36_P7_B06	NA	black	0	0	0.25217
MGH36_P7_B07	NA	black	0	0.1776	0
MGH36_P7_B08	0.198885901389	blue	3	0.20539	0.25942
MGH36_P7_B09	0.20322089516	blue	3	0.18523	0.30451
MGH36_P7_B10	NA	black	0	0	0.2558
MGH36_P7_B11	NA	black	0	0	0.25217
MGH36_P7_B12	NA	black	0	0.26784	0
MGH36_P7_C11	NA	black	0	0	0.67265
MGH36_P7_D01	NA	black	0	0	0
MGH36_P7_D02	NA	black	0	0	0.40708
MGH36_P7_D03	-1.96545513374	black	0	0.17121	3.987
MGH36_P7_D05	0.187283901839	blue	3	0.20789	0.40599
MGH36_P7_D06	NA	black	0	0	0.22033
MGH36_P7_D07	NA	black	0	0	0
MGH36_P7_D08	NA	black	0	0	3.3671
MGH36_P7_D09	NA	black	0	0	0.29278
MGH36_P7_D10	NA	black	0	0	0.14012
MGH36_P7_D11	NA	black	0	0	0.47612
MGH36_P7_E01	NA	black	0	0	0.38736
MGH36_P7_E03	0.0898878360761	blue	3	0.24001	0.96717
MGH36_P7_E04	NA	black	0	0	0
MGH36_P7_E05	NA	black	0	0	0.65168
MGH36_P7_E07	NA	black	0	0.13225	0
MGH36_P7_E08	NA	black	0	0	0.54003
MGH36_P7_E10	0.228151953756	blue	3	0.14143	0.17632
MGH36_P7_E12	NA	black	0	0	0
MGH36_P7_F01	NA	black	0	0	0
MGH36_P7_F02	0.228590966437	blue	3	0.14012	0.1776
MGH36_P7_F03	NA	black	0	0	4.3153
MGH36_P7_F04	NA	black	0	0	0
MGH36_P7_F06	NA	black	0	0	0.36625
MGH36_P7_F08	NA	black	0	0	0.52707
MGH36_P7_F09	NA	black	0	0	1.84
MGH36_P7_F10	NA	black	0	0	0.27739
MGH36_P7_F11	NA	black	0	0	0.27262
MGH36_P7_F12	NA	black	0	0	0.43403
MGH36_P7_G01	0.225785218859	blue	3	0.14666	0.18142
MGH36_P7_G02	NA	black	0	0	0
MGH36_P7_G03	NA	black	0	0	0.19787
MGH36_P7_G04	0.0506350328779	blue	3	0.26063	1.1223
MGH36_P7_G05	NA	black	0	0	0
MGH36_P7_G06	NA	black	0	0	0.16736
MGH36_P7_G08	NA	black	0	0	0
MGH36_P7_G09	NA	black	0	0	0
MGH36_P7_G10	0.0582049925997	blue	3	0.55974	0.9855
MGH36_P7_G11	NA	black	0	0	0
MGH36_P7_H01	NA	black	0	0	0.27501
MGH36_P7_H02	0.225512923765	blue	3	0.10165	0.35276
MGH36_P7_H03	NA	black	0	0	0.31499
MGH36_P7_H04	0.150770307332	blue	3	0.32308	0.39835
MGH36_P7_H07	0.198357600412	blue	3	0.16607	0.419
MGH36_P7_H08	0.156471267868	blue	3	0.12433	0.72247
MGH36_P7_H10	0.245220610831	blue	3	0.10568	0.13225
MGH36_P7_H11	NA	black	0	0	0
MGH36_P7_H12	NA	black	0	0	0.53107
MGH36_P5_A02	NA	black	0	0	0
MGH36_P5_A03	NA	black	0	0	0
MGH36_P5_A05	-0.0509892437121	green3	2	1.0419	0.8488
MGH36_P5_A06	NA	black	0	0	0.9501
MGH36_P5_A07	NA	black	0	0	0.32769
MGH36_P5_A08	-1.29222360729	black	0	0.22651	3.3807
MGH36_P5_A09	0.154798650128	blue	3	0.26424	0.57143
MGH36_P5_B02	NA	black	0	0	2.1979
MGH36_P5_B03	-1.90112618566	black	0	0.11103	3.8548
MGH36_P5_B04	NA	black	0	0	0.59455
MGH36_P5_B05	0.120425486589	blue	3	0.40272	0.53406
MGH36_P5_B06	0.23247724386	blue	3	0.098958	0.30217
MGH36_P5_B07	NA	black	0	0.28806	0
MGH36_P5_B08	NA	black	0	0	0.4489
MGH36_P5_B09	NA	black	0	0	0.44784
MGH36_P5_B10	NA	black	0	0	0
MGH36_P5_B11	0.201419811182	blue	3	0.13619	0.45943
MGH36_P5_C01	NA	black	0	0	0
MGH36_P5_C02	NA	black	0	0	0
MGH36_P5_C03	0.203249392156	blue	3	0.11103	0.48954
MGH36_P5_C04	NA	black	0	0	0.15575
MGH36_P5_C05	0.169222715137	blue	3	0.25096	0.46362
MGH36_P5_C06	0.219492570335	blue	3	0.029983	0.50284
MGH36_P5_C09	NA	black	0	0	3.9812
MGH36_P5_C11	NA	black	0	0	0.72509
MGH36_P5_C12	NA	black	0	0	0.64708
MGH36_P5_D01	NA	black	0	0	2.8734
MGH36_P5_D02	NA	black	0	0	0.52206
MGH36_P5_D03	NA	black	0	0	0.17121
MGH36_P5_D04	0.234588264921	blue	3	0.12697	0.16479
MGH36_P5_D06	NA	black	0	0	0.49774
MGH36_P5_D07	NA	black	0	0	5.3627
MGH36_P5_D08	NA	black	0	0	0.42546
MGH36_P5_D09	NA	black	0	0	0
MGH36_P5_D11	0.209824359082	blue	3	0.12829	0.41359
MGH36_P5_D12	NA	black	0	0	0
MGH36_P5_E01	NA	black	0	0	1.7159
MGH36_P5_E02	-1.19975173012	black	0	0.24489	3.2982
MGH36_P5_E03	NA	black	0	0	0.44996
MGH36_P5_E05	NA	black	0	0	0.29866
MGH36_P5_E07	0.247258629483	blue	3	0.048236	0.31267
MGH36_P5_E08	0.100649036327	blue	3	0.4678	0.46048
MGH36_P5_E09	NA	black	0	0	0.29514
MGH36_P5_E10	0.227283832358	blue	3	0.059355	0.42223
MGH36_P5_E11	0.211876297785	blue	3	0.10702	0.44042
MGH36_P5_F02	NA	black	0	0	1.7347
MGH36_P5_F04	NA	black	0	0	0.23511
MGH36_P5_F05	0.262015439422	blue	3	0.032806	0.24001
MGH36_P5_F06	0.223715787229	blue	3	0.11503	0.33342
MGH36_P5_F07	NA	black	0	0	0.062122
MGH36_P5_F08	0.229120993285	blue	3	0.12697	0.23879
MGH36_P5_F09	NA	black	0	0	0.543
MGH36_P5_F10	0.0101052155248	blue	3	1.4505	2.5583
MGH36_P5_F11	NA	black	0	0	0.17887
MGH36_P5_G01	NA	black	0	0	0
MGH36_P5_G02	NA	black	0	0.045443	0
MGH36_P5_G04	0.0700590006746	blue	3	0.51299	0.2302
MGH36_P5_G06	0.26360118321	blue	3	0.025738	0.2461
MGH36_P5_G07	NA	black	0	0	0.83592
MGH36_P5_G08	0.191317288824	blue	3	0.21537	0.32539
MGH36_P5_G09	0.201410609257	blue	3	0.14274	0.44679
MGH36_P5_G10	0.19969742176	blue	3	0.20539	0.24367
MGH36_P5_G11	0.190434832611	blue	3	0.20539	0.37962
MGH36_P5_H02	NA	black	0	0	0.13225
MGH36_P5_H03	NA	black	0	0	0.08134
MGH36_P5_H05	0.109474703505	blue	3	0.28806	0.852
MGH36_P5_H06	0.232455433034	blue	3	0.11237	0.25942
MGH36_P5_H07	NA	black	0	0	1.547
MGH36_P5_H09	NA	black	0	0	0.33457
MGH36_P10_A02	NA	black	0	0	0
MGH36_P10_A04	NA	black	0	0	0
MGH36_P10_A05	0.129622573019	blue	3	0.38073	0.46258
MGH36_P10_A06	NA	black	0	0	0.67807
MGH36_P10_A07	NA	black	0	0	0.21785
MGH36_P10_A09	NA	black	0	0	1.2308
MGH36_P10_A11	NA	black	0	0	0
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	NA	black	0	0.32654	0
MGH36_P10_B03	NA	black	0	0	0
MGH36_P10_B05	NA	black	0	0	0.17249
MGH36_P10_B07	0.158854210596	blue	3	0.069015	0.74244
MGH36_P10_B08	NA	black	0	0	0
MGH36_P10_B10	NA	black	0	0	0.41684
MGH36_P10_B11	NA	black	0	0	1.4233
MGH36_P10_C01	NA	black	0	0	0.52105
MGH36_P10_C03	NA	black	0	0	0
MGH36_P10_C04	NA	black	0	0	0.25942
MGH36_P10_C06	NA	black	0	0	0
MGH36_P10_C07	NA	black	0	0	0.23143
MGH36_P10_C08	NA	black	0	0	0.31499
MGH36_P10_C09	NA	black	0	0	0.55974
MGH36_P10_C10	NA	black	0	0	0.27143
MGH36_P10_C12	NA	black	0	0	0
MGH36_P10_D01	NA	black	0	0	3.3897
MGH36_P10_D02	NA	black	0	0	0.8335
MGH36_P10_D03	NA	black	0	0	0.36737
MGH36_P10_D04	NA	black	0	0	2.5847
MGH36_P10_D05	NA	black	0	0	0.59837
MGH36_P10_D07	NA	black	0	0	0.4049
MGH36_P10_D09	NA	black	0	0	4.9848
MGH36_P10_D10	NA	black	0	0	0
MGH36_P10_D11	NA	black	0	0	0.1903
MGH36_P10_D12	NA	black	0	0	0
MGH36_P10_E02	0.216169781385	blue	3	0.16736	0.20789
MGH36_P10_E03	NA	black	0	0	0
MGH36_P10_E04	NA	black	0	0	0
MGH36_P10_E05	NA	black	0	0	0
MGH36_P10_E07	NA	black	0	0	0.43616
MGH36_P10_E10	NA	black	0	0	0.36065
MGH36_P10_E11	NA	black	0	0	0.6332
MGH36_P10_E12	NA	black	0	0	0.96199
MGH36_P10_F02	NA	black	0	0	0
MGH36_P10_F03	NA	black	0	0	0.21164
MGH36_P10_F05	NA	black	0	0.16479	0
MGH36_P10_F06	NA	black	0	0	0.37962
MGH36_P10_F08	0.174012245669	blue	3	0.21785	0.50589
MGH36_P10_F09	NA	black	0	0	0.24732
MGH36_P10_F10	NA	black	0	0	0
MGH36_P10_F11	NA	black	0	0	0
MGH36_P10_F12	NA	black	0	0	0
MGH36_P10_G01	NA	black	0	0	0.2916
MGH36_P10_G02	NA	black	0	0	0
MGH36_P10_G03	NA	black	0	0	0.23756
MGH36_P10_G05	NA	black	0	0	0.24853
MGH36_P10_G06	NA	black	0	0	0
MGH36_P10_G07	NA	black	0	0	0.28924
MGH36_P10_G08	NA	black	0	0	0
MGH36_P10_G09	NA	black	0	0	0
MGH36_P10_G10	NA	black	0	0	0.19535
MGH36_P10_G11	NA	black	0	0	0.48852
MGH36_P10_H01	NA	black	0	0	0.85439
MGH36_P10_H03	NA	black	0	0	0
MGH36_P10_H04	NA	black	0	0	0
MGH36_P10_H05	NA	black	0	0	0
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	NA	black	0	0	0.419
MGH36_P10_H11	NA	black	0	0	2.3604
MGH36_P10_H12	NA	black	0	5.6496	0
MGH36_P8_A01	NA	black	0	0	0
MGH36_P8_A03	NA	black	0	0	0
MGH36_P8_A04	-0.027587272555	green3	2	0.71545	1.596
MGH36_P8_A06	NA	black	0	0	0
MGH36_P8_A07	0.106967837773	blue	3	0.28333	0.86869
MGH36_P8_A08	NA	black	0	0	0
MGH36_P8_A09	NA	black	0	0	0.48852
MGH36_P8_A11	NA	black	0	1.9264	0
MGH36_P8_A12	NA	black	0	0	1.7866
MGH36_P8_B01	NA	black	0	0	0
MGH36_P8_B02	NA	black	0	0	2.0545
MGH36_P8_B03	NA	black	0	0	0.22527
MGH36_P8_B04	NA	black	0	0	0.31267
MGH36_P8_B05	0.201405541823	blue	3	0.20038	0.24732
MGH36_P8_B08	-0.91599744007	black	0	0.23511	2.9443
MGH36_P8_B09	NA	black	0	0	0.32998
MGH36_P8_B10	NA	black	0	0	2.5888
MGH36_P8_B11	NA	black	0	0	0.36625
MGH36_P8_B12	NA	black	0	0	0
MGH36_P8_C01	NA	black	0	0	0.46989
MGH36_P8_C02	NA	black	0	0	0.40599
MGH36_P8_C03	NA	black	0	0	2.3138
MGH36_P8_C05	NA	black	0	0	0
MGH36_P8_C06	NA	black	0	0	0.68616
MGH36_P8_C09	NA	black	0	0	0
MGH36_P8_C10	NA	black	0	0	0
MGH36_P8_C12	NA	black	0	0	3.4027
MGH36_P8_D01	NA	black	0	0	0.31846
MGH36_P8_D03	NA	black	0	0	0.41684
MGH36_P8_D04	NA	black	0	0	0.60881
MGH36_P8_D05	NA	black	0	0	0
MGH36_P8_D07	NA	black	0	0	0.42975
MGH36_P8_D08	NA	black	0	0.18142	0
MGH36_P8_D09	NA	black	0	0	0
MGH36_P8_D10	NA	black	0	0	0
MGH36_P8_D11	NA	black	0	0	0.2558
MGH36_P8_D12	NA	black	0	0	2.904
MGH36_P8_E01	NA	black	0	0	1.9305
MGH36_P8_E02	NA	black	0	0	2.1227
MGH36_P8_E03	NA	black	0	0	0.42761
MGH36_P8_E04	NA	black	0	0	0.64985
MGH36_P8_E05	NA	black	0	0	3.9342
MGH36_P8_E06	NA	black	0	0	0
MGH36_P8_E08	NA	black	0	0	0
MGH36_P8_E10	NA	black	0	0	0
MGH36_P8_F02	NA	black	0	0	0
MGH36_P8_F04	NA	black	0	0	3.8909
MGH36_P8_F05	NA	black	0	0	0
MGH36_P8_F07	NA	black	0	0	0
MGH36_P8_F09	NA	black	0	0	0
MGH36_P8_G01	NA	black	0	0	0
MGH36_P8_G02	NA	black	0	0	0
MGH36_P8_G03	NA	black	0	0	0
MGH36_P8_G04	NA	black	0	0	0
MGH36_P8_G05	NA	black	0	0	0
MGH36_P8_G06	NA	black	0	0	1.5306
MGH36_P8_G07	NA	black	0	0	0
MGH36_P8_G08	NA	black	0	0.17249	0
MGH36_P8_G09	NA	black	0	0	3.0263
MGH36_P8_G10	NA	black	0	0	0.48954
MGH36_P8_G12	NA	black	0	1.9366	0
MGH36_P8_H01	NA	black	0	0	0
MGH36_P8_H03	NA	black	0	0	0
MGH36_P8_H04	NA	black	0	0.29514	0
MGH36_P8_H06	NA	black	0	0	0.50487
MGH36_P8_H07	NA	black	0	0	0.48852
MGH36_P8_H09	NA	black	0	0	0
MGH36_P8_H10	NA	black	0	0	0.62012
MGH36_P8_H11	NA	black	0	0	0.29631
MGH36_P9_A01	NA	black	0	0	2.9435
MGH36_P9_A02	NA	black	0	0	1.5553
MGH36_P9_A03	NA	black	0	0	2.84
MGH36_P9_A05	NA	black	0	0	0
MGH36_P9_A06	NA	black	0	0	0
MGH36_P9_A07	NA	black	0	0	0
MGH36_P9_A09	NA	black	0	0	0
MGH36_P9_A10	NA	black	0	0.23143	0
MGH36_P9_A11	NA	black	0	0	0.23266
MGH36_P9_A12	NA	black	0	0	0
MGH36_P9_B01	NA	black	0	1.4249	0
MGH36_P9_B04	NA	black	0	0	0
MGH36_P9_B06	NA	black	0	0	0
MGH36_P9_B07	NA	black	0	0	2.3561
MGH36_P9_B08	NA	black	0	0	0
MGH36_P9_B09	0.126463130211	blue	3	0.38957	0.47405
MGH36_P9_B10	NA	black	0	0.51197	0
MGH36_P9_B11	NA	black	0	0	0.34823
MGH36_P9_B12	NA	black	0	0	0
MGH36_P9_C01	NA	black	0	0	0
MGH36_P9_C02	NA	black	0	0	0
MGH36_P9_C03	NA	black	0	0	0
MGH36_P9_C05	NA	black	0	0	0.27023
MGH36_P9_C07	NA	black	0	0	0
MGH36_P9_C08	NA	black	0	0	0
MGH36_P9_C09	NA	black	0	0	0.7433
MGH36_P9_C11	NA	black	0	0	0
MGH36_P9_C12	NA	black	0	0	3.9593
MGH36_P9_D05	NA	black	0	0	0.53506
MGH36_P9_D07	NA	black	0	0	0
MGH36_P9_D08	NA	black	0	0	1.1596
MGH36_P9_D09	NA	black	0	0	0.51702
MGH36_P9_D10	NA	black	0	0	0
MGH36_P9_D11	NA	black	0	0	0
MGH36_P9_E01	NA	black	0	0	0
MGH36_P9_E02	NA	black	0	0	3.9594
MGH36_P9_E03	NA	black	0	0	0.21039
MGH36_P9_E04	NA	black	0	0	0.14666
MGH36_P9_E05	-0.107694318772	green3	2	0.26424	1.6003
MGH36_P9_E06	NA	black	0	0	0
MGH36_P9_E07	NA	black	0	0	0.32077
MGH36_P9_E08	NA	black	0	0	0.38184
MGH36_P9_E10	NA	black	0	0	0.49978
MGH36_P9_E11	NA	black	0	0	2.019
MGH36_P9_E12	NA	black	0	0	0
MGH36_P9_F02	NA	black	0	0	0.53605
MGH36_P9_F03	NA	black	0	0.24245	0
MGH36_P9_F04	NA	black	0	0	0
MGH36_P9_F08	NA	black	0	0	0.20289
MGH36_P9_F09	NA	black	0	0	0.51096
MGH36_P9_F10	NA	black	0	0	0
MGH36_P9_F11	NA	black	0	0	0.29983
MGH36_P9_F12	NA	black	0	0	0
MGH36_P9_G03	NA	black	0	0	0
MGH36_P9_G04	NA	black	0	0	0.27381
MGH36_P9_G05	NA	black	0	0	0
MGH36_P9_G06	NA	black	0	0	0.36289
MGH36_P9_G07	NA	black	0	0	0.53306
MGH36_P9_G08	NA	black	0	0	0.24123
MGH36_P9_G09	NA	black	0	0	0
MGH36_P9_G10	NA	black	0	0	1.0222
MGH36_P9_G11	NA	black	0	0	1.6933
MGH36_P9_H01	NA	black	0	0	0
MGH36_P9_H02	NA	black	0	0	0
MGH36_P9_H03	NA	black	0	0	0.62106
MGH36_P9_H04	NA	black	0	0	0.77989
MGH36_P9_H06	NA	black	0	0	1.0179
MGH36_P9_H07	NA	black	0	0	0
MGH36_P9_H08	0.14650720563	blue	3	0.33457	0.40926
MGH36_P9_H10	NA	black	0	0	0.37629
MGH36_P9_H11	0.230880091034	blue	3	0.14274	0.11237
MGH36_P9_H12	NA	black	0	0	1.9653
MGH36_P2_A01	0.148380629748	blue	3	0.15575	0.73985
MGH36_P2_A03	0.208570033568	blue	3	0.19409	0.12168
MGH36_P2_A04	0.227009522979	blue	3	0.13619	0.2228
MGH36_P2_A05	0.267595090567	blue	3	0.059355	0.084064
MGH36_P2_A06	-1.14981622764	black	0	0.28688	3.2895
MGH36_P2_A07	NA	black	0	0	0.27739
MGH36_P2_A08	NA	black	0	0	0.15575
MGH36_P2_A11	0.256575198892	blue	3	0.077243	0.13356
MGH36_P2_B03	NA	black	0	0	0.071763
MGH36_P2_B04	0.22615587419	blue	3	0.13619	0.23389
MGH36_P2_B05	0.182450998461	blue	3	0.25338	0.11902
MGH36_P2_B06	0.229059316994	blue	3	0.13093	0.22157
MGH36_P2_B07	0.257696211568	blue	3	0.062122	0.1865
MGH36_P2_B08	0.247785197046	blue	3	0.089498	0.18269
MGH36_P2_B09	NA	black	0	0	0.14535
MGH36_P2_B10	NA	black	0	0.15445	0
MGH36_P2_B11	NA	black	0	0	0.31499
MGH36_P2_B12	NA	black	0	0	0.42546
MGH36_P2_C02	NA	black	0	0	0.29278
MGH36_P2_C03	NA	black	0	0	0.39616
MGH36_P2_C04	0.207239336046	blue	3	0.19156	0.19661
MGH36_P2_C07	0.267420320784	blue	3	0.041243	0.16736
MGH36_P2_C08	0.1955947538	blue	3	0.21288	0.26903
MGH36_P2_C09	NA	black	0	0	0.18015
MGH36_P2_C10	0.223610903853	blue	3	0.11237	0.34142
MGH36_P2_C11	0.180515133037	blue	3	0.10969	0.61824
MGH36_P2_C12	0.247147156213	blue	3	0.085425	0.20664
MGH36_P2_D01	NA	black	0	0	5.0096
MGH36_P2_D02	0.196932180422	blue	3	0.20414	0.29983
MGH36_P2_D04	0.166964522484	blue	3	0.28214	0.34596
MGH36_P2_D05	NA	black	0	0	0.16864
MGH36_P2_D06	-0.604967485796	black	0	0.1003	2.3849
MGH36_P2_D07	NA	black	0	0	0.73466
MGH36_P2_D08	NA	black	0	0	0.30334
MGH36_P2_D09	0.258831308255	blue	3	0.056584	0.19535
MGH36_P2_D10	0.260005889416	blue	3	0.077243	0.085425
MGH36_P2_D11	-0.0116823018817	green3	2	0.9855	1.0419
MGH36_P2_E01	NA	black	0	0	0.29748
MGH36_P2_E02	0.213063668301	blue	3	0.17377	0.21909
MGH36_P2_E03	0.243871412722	blue	3	0.056584	0.31846
MGH36_P2_E04	0.208348203178	blue	3	0.11503	0.44996
MGH36_P2_E06	0.0993267449683	blue	3	0.056584	0.95606
MGH36_P2_E07	-0.0632149561939	green3	2	0.032806	1.3796
MGH36_P2_E08	NA	black	0	0	0.10299
MGH36_P2_E09	NA	black	0	0	0.16736
MGH36_P2_E10	0.233039869279	blue	3	0.11103	0.25822
MGH36_P2_F02	0.22919012547	blue	3	0.13356	0.20664
MGH36_P2_F03	NA	black	0	0	3.0738
MGH36_P2_F04	-0.292206866204	black	0	0.02432	1.8266
MGH36_P2_F06	-0.219901561617	green3	2	0.084064	1.7338
MGH36_P2_F07	0.269262647774	blue	3	0.028569	0.19283
MGH36_P2_F08	NA	black	0	0	2.2491
MGH36_P2_F10	NA	black	0	0	0.064883
MGH36_P2_F11	NA	black	0	0	0.74157
MGH36_P2_F12	-1.273017186	black	0	0.22033	3.3522
MGH36_P2_G01	NA	black	0	0	0
MGH36_P2_G02	0.245063953664	blue	3	0.1137	0.073135
MGH36_P2_G03	NA	black	0	0	0.051024
MGH36_P2_G04	NA	black	0	0	0.17377
MGH36_P2_G05	NA	black	0	0	0.14926
MGH36_P2_G07	NA	black	0	0	0.36401
MGH36_P2_G08	NA	black	0	0	0.52306
MGH36_P2_G09	0.280139452373	blue	3	0.025738	0.098958
MGH36_P2_G11	0.252332681223	blue	3	0.098958	0.055196
MGH36_P2_G12	NA	black	0	0	0.53007
MGH36_P2_H01	NA	black	0	0	0.52406
MGH36_P2_H02	0.252581501754	blue	3	0.090853	0.11237
MGH36_P2_H03	NA	black	0	0	0.20289
MGH36_P2_H04	0.26038947121	blue	3	0.066261	0.14012
MGH36_P2_H05	0.262649822463	blue	3	0.031395	0.23879
MGH36_P2_H06	0.266447588138	blue	3	0.048236	0.15056
MGH36_P2_H07	0.215354143312	blue	3	0.12829	0.36961
MGH36_P2_H10	NA	black	0	0	0.24001
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	0	0
MGH53_P5_A04	NA	black	0	0	0
MGH53_P5_A06	NA	black	0	0	0
MGH53_P5_A07	NA	black	0	0	2.7168
MGH53_P5_A08	NA	black	0	0	0.65627
MGH53_P5_A09	NA	black	0	0.44996	0
MGH53_P5_A11	NA	black	0	0.74674	0
MGH53_P5_B01	NA	black	0	0	0
MGH53_P5_B03	NA	black	0	0	0
MGH53_P5_B04	NA	black	0	0	0
MGH53_P5_B05	NA	black	0	0	0
MGH53_P5_B06	NA	black	0	0	0.99639
MGH53_P5_B07	0.170048157189	blue	3	0.2461	0.46989
MGH53_P5_B08	NA	black	0	0	0.584
MGH53_P5_B09	NA	black	0	0.52507	0
MGH53_P5_B10	NA	black	0	0	0
MGH53_P5_B11	NA	black	0	0	1.1276
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	NA	black	0	0	0
MGH53_P5_C02	NA	black	0	1.419	0
MGH53_P5_C03	NA	black	0	0	0
MGH53_P5_C04	NA	black	0	0	0.80653
MGH53_P5_C05	NA	black	0	0	0.98404
MGH53_P5_C06	NA	black	0	0	1.4131
MGH53_P5_C07	NA	black	0	0	1.1184
MGH53_P5_C08	NA	black	0	0	0
MGH53_P5_C09	NA	black	0	0	2.3098
MGH53_P5_C10	NA	black	0	0	0
MGH53_P5_C11	NA	black	0	0	0
MGH53_P5_D01	NA	black	0	0	1.2678
MGH53_P5_D02	NA	black	0	0	0
MGH53_P5_D04	NA	black	0	0	0
MGH53_P5_D05	NA	black	0	0	0
MGH53_P5_D07	NA	black	0	0	0.96495
MGH53_P5_D08	NA	black	0	0	1.6554
MGH53_P5_D09	NA	black	0	0	3.6953
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	NA	black	0	0	0
MGH53_P5_E02	NA	black	0	0	1.8383
MGH53_P5_E03	NA	black	0	0	0.9855
MGH53_P5_E04	NA	black	0	0	0.99349
MGH53_P5_E06	NA	black	0	0	0
MGH53_P5_E08	NA	black	0	0	1.6736
MGH53_P5_E09	NA	black	0	0	1.263
MGH53_P5_E11	NA	black	0	0	0
MGH53_P5_F01	NA	black	0	0	1.1991
MGH53_P5_F03	NA	black	0	0	0
MGH53_P5_F05	NA	black	0	0	0
MGH53_P5_F06	NA	black	0	0	0
MGH53_P5_F07	NA	black	0	0	0
MGH53_P5_F08	NA	black	0	0	0
MGH53_P5_F10	NA	black	0	0	1.0079
MGH53_P5_F11	NA	black	0	0	0
MGH53_P5_G01	NA	black	0	0	0.83592
MGH53_P5_G04	NA	black	0	0	0.29631
MGH53_P5_G05	NA	black	0	0	0
MGH53_P5_G07	NA	black	0	0	0
MGH53_P5_G08	NA	black	0	0	0.76893
