Cell_name	Zvalue	Color	Cluster	BRCA1	EZH2
MGH54_P2_A11	NA	black	0	0	0
MGH54_P2_G04	NA	black	0	0	0
MGH36_P6_C01	NA	black	0	0.24732	0
MGH53_P2_E06	NA	black	0	0	0
MGH53_P1_E01	NA	black	0	0	0
MGH36_P1_B01	NA	black	0	0.051024	0
MGH54_P2_H04	NA	black	0	0	1.7643
MGH36_P2_C05	NA	black	0	0.18269	0
MGH36_P6_H05	NA	black	0	0.090853	0
MGH36_P10_E06	-0.024915254498	green3	2	0.12168	2.1966
MGH54_P2_F03	NA	black	0	0	0
MGH36_P4_B10	NA	black	0	0.41792	0
MGH54_P2_F02	NA	black	0	0.30918	0
MGH36_P2_E11	NA	black	0	0.18523	0
MGH54_P2_D11	NA	black	0	0.12168	0
MGH54_P2_G01	NA	black	0	0	0
MGH36_P9_D02	NA	black	0	0	0
MGH54_P2_E06	0.288389023112	green3	2	0.12433	1.2259
MGH54_P16_F12	0.434258812427	green3	2	0.16736	0.59741
MGH53_P5_C12	NA	black	0	0	0
MGH54_P12_C10	NA	black	0	0.8496	0
MGH54_P16_F02	NA	black	0	0	0
MGH54_P11_C11	NA	black	0	0	0
MGH53_P1_E03	NA	black	0	0.1903	0
MGH54_P15_D06	NA	black	0	0	1.4152
MGH54_P14_F05	NA	black	0	0	0
MGH54_P16_A03	NA	black	0	0	0
MGH53_P4_G11	NA	black	0	0	0
MGH53_P7_B09	NA	black	0	0	0
MGH54_P17_D11	NA	black	0	0	0
MGH54_P10_G04	NA	black	0	0	0
MGH54_P10_C06	NA	black	0	0	0
MGH53_P2_A02	NA	black	0	0	0
MGH53_P4_F06	NA	black	0	0.26183	0
MGH53_P7_F07	NA	black	0	2.4655	0
MGH53_P11_F06	NA	black	0	0.14535	0
MGH53_P5_G02	NA	black	0	0	4.8756
MGH53_P1_F09	NA	black	0	0	0
MGH53_P11_H03	NA	black	0	0.26424	0
MGH53_P10_D11	NA	black	0	0	0
MGH53_P1_A10	NA	black	0	0	0
MGH53_P4_B12	NA	black	0	0.079975	0
MGH53_P5_H09	NA	black	0	0	0
MGH53_P9_D07	NA	black	0	0	0
MGH53_P11_E03	NA	black	0	0	0
MGH53_P1_C02	NA	black	0	0	0
MGH53_P10_F11	NA	black	0	3.2934	0
MGH53_P1_E02	NA	black	0	0	0
MGH53_P1_D07	NA	black	0	0	0
MGH53_P6_B01	NA	black	0	0	0
MGH53_P2_G04	NA	black	0	0.10836	0
MGH53_P1_C05	NA	black	0	0	0
MGH53_P2_G09	NA	black	0	0.514	0
MGH53_P5_A05	NA	black	0	2.3234	0
MGH53_P5_F04	NA	black	0	0.69599	0
MGH53_P10_H03	NA	black	0	0.20914	0
MGH53_P11_F08	NA	black	0	3.6764	0
MGH54_P7_F12	NA	black	0	0.17505	0
MGH53_P8_F03	NA	black	0	0	0
MGH53_P11_A07	NA	black	0	0	0
MGH53_P6_B11	NA	black	0	3.9473	0
MGH53_P4_C07	NA	black	0	0	0
MGH53_P6_H06	NA	black	0	0	0
MGH36_P1_A01	NA	black	0	0.096262	0
MGH36_P1_A02	NA	black	0	0	0
MGH36_P1_A03	0.450999062328	green3	2	0.062122	0.81147
MGH36_P1_A04	NA	black	0	0	0.45838
MGH36_P1_A05	NA	black	0	0	0
MGH36_P1_A06	NA	black	0	0	0
MGH36_P1_A08	NA	black	0	0	0
MGH36_P1_A10	-1.25326404871	red	1	3.5955	1.6576
MGH36_P1_A12	NA	black	0	0	0
MGH36_P1_B02	NA	black	0	2.7257	0
MGH36_P1_B03	NA	black	0	0	0
MGH36_P1_B04	NA	black	0	0	0
MGH36_P1_B06	0.668282971047	green3	2	0.03984	0.16479
MGH36_P1_B07	NA	black	0	0	0
MGH36_P1_B08	NA	black	0	0.053806	0
MGH36_P1_B09	NA	black	0	0	0
MGH36_P1_B10	NA	black	0	0	0.96864
MGH36_P1_B11	-0.540516037224	red	1	0.15834	3.644
MGH36_P1_B12	NA	black	0	0.071763	0
MGH36_P1_C01	NA	black	0	0.070389	0
MGH36_P1_C03	NA	black	0	0.19409	0
MGH36_P1_C05	NA	black	0	0	0
MGH36_P1_C06	0.612448714188	green3	2	0.10165	0.1375
MGH36_P1_C07	NA	black	0	0	1.2228
MGH36_P1_C08	NA	black	0	0.060739	0
MGH36_P1_C09	NA	black	0	0	0.1865
MGH36_P1_C10	0.62273509496	green3	2	0.052416	0.2762
MGH36_P1_C11	NA	black	0	0.041243	0
MGH36_P1_D01	0.36477586801	green3	2	0.26063	0.57046
MGH36_P1_D02	NA	black	0	0	0
MGH36_P1_D03	0.361185178949	green3	2	0.11902	0.98987
MGH36_P1_D04	NA	black	0	0.22774	0
MGH36_P1_D06	NA	black	0	0.15575	0
MGH36_P1_D07	-2.77631828995	black	0	3.0411	0.23266
MGH36_P1_D08	NA	black	0	0.60312	0
MGH36_P1_D09	NA	black	0	0	0.50589
MGH36_P1_D11	NA	black	0	0	1.7377
MGH36_P1_F01	NA	black	0	0	0.82619
MGH36_P1_F02	0.567096163599	green3	2	1.3488	4.3507
MGH36_P1_F03	NA	black	0	0.029983	0
MGH36_P1_F04	NA	black	0	0.086784	0
MGH36_P1_F05	0.228364524631	green3	2	0.46153	0.18396
MGH36_P1_F06	NA	black	0	0	0
MGH36_P1_F08	NA	black	0	0	0
MGH36_P1_F11	NA	black	0	0	0
MGH36_P1_F12	1.59368326145	blue	3	2.9616	3.7982
MGH36_P1_G02	NA	black	0	0	0
MGH36_P1_G03	NA	black	0	0	0.059355
MGH36_P1_G04	NA	black	0	0	1.9203
MGH36_P1_G07	NA	black	0	0	0
MGH36_P1_G08	NA	black	0	0	0
MGH36_P1_G09	NA	black	0	0	0
MGH36_P1_H02	NA	black	0	0	0.8504
MGH36_P1_H03	0.534820015464	green3	2	0.034216	0.61164
MGH36_P1_H04	NA	black	0	0.13093	0
MGH36_P1_H05	NA	black	0	0	0
MGH36_P1_H06	NA	black	0	0	0
MGH36_P1_H07	NA	black	0	0	0
MGH36_P1_H09	NA	black	0	0	0
MGH36_P1_H10	0.565846069782	green3	2	0.028569	0.52907
MGH36_P3_A01	NA	black	0	0	0
MGH36_P3_A02	NA	black	0	0	0.59932
MGH36_P3_A03	NA	black	0	0.88049	0
MGH36_P3_A04	NA	black	0	0.20664	0
MGH36_P3_A05	NA	black	0	0	4.0957
MGH36_P3_A08	NA	black	0	0.15186	0
MGH36_P3_A09	NA	black	0	0	2.0718
MGH36_P3_A10	1.21578968955	blue	3	3.5814	3.2884
MGH36_P3_A12	NA	black	0	0	0
MGH36_P3_B02	NA	black	0	0	2.783
MGH36_P3_B03	NA	black	0	0	0
MGH36_P3_B04	-1.15861807213	red	1	0.21164	5.3142
MGH36_P3_B09	NA	black	0	0	0
MGH36_P3_B10	0.273930752414	green3	2	0.32654	0.7891
MGH36_P3_B11	NA	black	0	0.32654	0
MGH36_P3_B12	-0.247842827367	red	1	0.38626	3.2528
MGH36_P3_C01	NA	black	0	0	1.0724
MGH36_P3_C03	NA	black	0	0	0
MGH36_P3_C04	NA	black	0	0.40708	0
MGH36_P3_C05	NA	black	0	2.839	0
MGH36_P3_C06	NA	black	0	0	0
MGH36_P3_C08	NA	black	0	2.2247	0
MGH36_P3_C11	NA	black	0	0	0.18015
MGH36_P3_C12	NA	black	0	0	0
MGH36_P3_D01	NA	black	0	0.38626	0
MGH36_P3_D02	NA	black	0	0	0
MGH36_P3_D03	NA	black	0	0	0
MGH36_P3_D04	NA	black	0	0	2.591
MGH36_P3_D07	NA	black	0	0.66357	0
MGH36_P3_D08	NA	black	0	0	0
MGH36_P3_D09	0.447847299411	green3	2	0.15704	0.57628
MGH36_P3_D11	NA	black	0	0.15704	0
MGH36_P3_E02	NA	black	0	0	0
MGH36_P3_E04	NA	black	0	0.11902	0
MGH36_P3_E05	-0.150884451075	green3	2	0.14405	2.5697
MGH36_P3_E06	NA	black	0	0	0.49365
MGH36_P3_E07	NA	black	0	0	1.129
MGH36_P3_E08	NA	black	0	0	0
MGH36_P3_E09	NA	black	0	0	1.8436
MGH36_P3_E10	NA	black	0	0	0
MGH36_P3_E11	NA	black	0	0	0
MGH36_P3_E12	-0.828729367876	red	1	0.14535	4.3173
MGH36_P3_F01	NA	black	0	0	0
MGH36_P3_F02	NA	black	0	0	0
MGH36_P3_F05	NA	black	0	0	1.4076
MGH36_P3_F06	NA	black	0	0.12961	0
MGH36_P3_F07	NA	black	0	0.14274	0
MGH36_P3_F08	NA	black	0	0	0
MGH36_P3_F09	NA	black	0	0	0
MGH36_P3_F10	NA	black	0	0	0
MGH36_P3_F11	NA	black	0	0	0
MGH36_P3_F12	NA	black	0	0	0
MGH36_P3_G01	NA	black	0	0.24245	0
MGH36_P3_G02	NA	black	0	0	1.7497
MGH36_P3_G03	NA	black	0	0.14143	0
MGH36_P3_G04	0.36101417069	green3	2	0.19912	0.79992
MGH36_P3_G05	NA	black	0	0.22651	0
MGH36_P3_G06	-0.625346431966	red	1	1.7782	1.1979
MGH36_P3_G08	NA	black	0	4.7219	0
MGH36_P3_G09	0.46753520399	green3	2	0.23879	0.14535
MGH36_P3_G10	0.151467794223	green3	2	0.14012	1.6558
MGH36_P3_G11	-0.629133811133	red	1	0.16993	3.8971
MGH36_P3_G12	NA	black	0	0	4.9729
MGH36_P3_H03	NA	black	0	0	0
MGH36_P3_H04	NA	black	0	0.14535	0
MGH36_P3_H05	NA	black	0	0.10165	0
MGH36_P3_H07	NA	black	0	0.60407	0
MGH36_P3_H08	NA	black	0	0	4.5881
MGH36_P3_H11	0.329820526188	green3	2	0.14666	1.0447
MGH36_P3_H12	NA	black	0	0	2.3068
MGH36_P4_A01	-0.318963360636	red	1	0.17249	3.0776
MGH36_P4_A02	NA	black	0	0.1865	0
MGH36_P4_A03	NA	black	0	1.2023	0
MGH36_P4_A04	NA	black	0	0	0.23511
MGH36_P4_A06	-0.769188797472	red	1	0.14274	4.1695
MGH36_P4_A07	3.44240295447	black	0	2.904	5.608
MGH36_P4_A08	NA	black	0	0	0
MGH36_P4_A11	NA	black	0	5.0404	0
MGH36_P4_A12	NA	black	0	0	0
MGH36_P4_B02	NA	black	0	0.41576	0
MGH36_P4_B04	NA	black	0	0.14535	0
MGH36_P4_B05	-1.62579818815	black	0	2.109	0.21661
MGH36_P4_B06	NA	black	0	0	0
MGH36_P4_B08	-1.23377172483	red	1	0.14796	5.236
MGH36_P4_B09	NA	black	0	0	3.6191
MGH36_P4_B12	NA	black	0	0	0
MGH36_P4_C02	NA	black	0	0	0.18396
MGH36_P4_C03	-0.192910214045	red	1	0.41792	3.0979
MGH36_P4_C04	NA	black	0	0	0
MGH36_P4_C05	NA	black	0	0	0
MGH36_P4_C06	NA	black	0	0	0
MGH36_P4_C07	NA	black	0	0	0
MGH36_P4_C08	0.297619364987	green3	2	0.31267	0.71105
MGH36_P4_C10	NA	black	0	0	0
MGH36_P4_C11	NA	black	0	0	0
MGH36_P4_C12	NA	black	0	0	0
MGH36_P4_D01	NA	black	0	0	0
MGH36_P4_D02	NA	black	0	0.28806	0
MGH36_P4_D05	NA	black	0	0	0
MGH36_P4_D07	NA	black	0	0	0.9313
MGH36_P4_D08	NA	black	0	0	0
MGH36_P4_D09	NA	black	0	0	0
MGH36_P4_D10	NA	black	0	0.75788	0
MGH36_P4_D11	0.196636499698	green3	2	3.8998	2.622
MGH36_P4_D12	-1.6460133866	black	0	0.12829	6.0078
MGH36_P4_E01	0.491128626229	green3	2	0.13093	0.49262
MGH36_P4_E02	NA	black	0	0.15575	0
MGH36_P4_E04	NA	black	0	0	0.33571
MGH36_P4_E06	NA	black	0	0.13619	0
MGH36_P4_E07	NA	black	0	0	0
MGH36_P4_E08	NA	black	0	0.29396	0
MGH36_P4_E09	NA	black	0	0	1.0405
MGH36_P4_E10	NA	black	0	0	0
MGH36_P4_E11	NA	black	0	0	0
MGH36_P4_E12	0.160851061457	green3	2	0.27501	1.4844
MGH36_P4_F01	0.364150422464	green3	2	0.13093	0.95531
MGH36_P4_F02	NA	black	0	0	0.20289
MGH36_P4_F03	NA	black	0	0	0
MGH36_P4_F04	NA	black	0	0	3.643
MGH36_P4_F05	NA	black	0	0	0.83592
MGH36_P4_F06	NA	black	0	0	0.9115
MGH36_P4_F07	NA	black	0	0	0.67446
MGH36_P4_F09	NA	black	0	0.11503	0
MGH36_P4_F10	NA	black	0	0	1.3829
MGH36_P4_F11	NA	black	0	0.29278	0
MGH36_P4_F12	NA	black	0	0.15056	0
MGH36_P4_G01	NA	black	0	0.25217	0
MGH36_P4_G02	NA	black	0	0	0
MGH36_P4_G03	NA	black	0	0.17632	0
MGH36_P4_G04	-0.162259404743	green3	2	0.52707	3.2543
MGH36_P4_G05	NA	black	0	0.24732	0
MGH36_P4_G06	NA	black	0	0	0
MGH36_P4_G08	NA	black	0	0	0
MGH36_P4_G09	NA	black	0	0	2.2126
MGH36_P4_G10	0.429582216887	green3	2	0.26544	0.20163
MGH36_P4_G11	-0.845617774811	red	1	0.12035	4.2863
MGH36_P4_H01	NA	black	0	0	0
MGH36_P4_H02	NA	black	0	0.16479	0
MGH36_P4_H03	NA	black	0	0	1.5499
MGH36_P4_H04	NA	black	0	0	3.1993
MGH36_P4_H05	NA	black	0	0.17505	0
MGH36_P4_H09	0.531790692982	green3	2	0.15963	0.22404
MGH36_P4_H12	NA	black	0	0	1.266
MGH36_P6_A02	-0.773938985573	red	1	0.543	6.0144
MGH36_P6_A04	0.453296137015	green3	2	0.10299	0.70929
MGH36_P6_A05	NA	black	0	0	3.2228
MGH36_P6_A07	NA	black	0	4.091	0
MGH36_P6_A08	NA	black	0	0.18903	0
MGH36_P6_A09	NA	black	0	0	5.5404
MGH36_P6_A10	-0.327809721209	red	1	0.10969	3.0119
MGH36_P6_A11	NA	black	0	0	4.7142
MGH36_P6_B03	NA	black	0	0	0
MGH36_P6_B04	NA	black	0	0	1.9675
MGH36_P6_B05	NA	black	0	0	2.59
MGH36_P6_B06	0.191985040052	green3	2	0.10969	1.5519
MGH36_P6_B10	NA	black	0	0	0.76638
MGH36_P6_B11	NA	black	0	0	0.8488
MGH36_P6_B12	NA	black	0	0.20038	0
MGH36_P6_C02	NA	black	0	0	2.5806
MGH36_P6_C03	NA	black	0	3.9977	0
MGH36_P6_C04	NA	black	0	0	0
MGH36_P6_C05	NA	black	0	0.19156	0
MGH36_P6_C06	NA	black	0	0.42975	0
MGH36_P6_C07	NA	black	0	0	0
MGH36_P6_C08	0.599696353309	green3	2	0.10969	0.15445
MGH36_P6_C09	NA	black	0	0	0
MGH36_P6_C11	NA	black	0	0	0
MGH36_P6_C12	NA	black	0	0	0
MGH36_P6_D01	0.492046392291	green3	2	0.097611	0.5888
MGH36_P6_D02	NA	black	0	0	0
MGH36_P6_D03	NA	black	0	0	0
MGH36_P6_D04	0.28527934281	green3	2	0.16607	1.1686
MGH36_P6_D05	NA	black	0	0	0
MGH36_P6_D06	-1.13390588781	red	1	0.12829	4.9508
MGH36_P6_D07	NA	black	0	0	0
MGH36_P6_D08	NA	black	0	0.25096	0
MGH36_P6_D10	NA	black	0	0	0.16221
MGH36_P6_D11	NA	black	0	0	0
MGH36_P6_E02	NA	black	0	0	0
MGH36_P6_E03	NA	black	0	0.29514	0
MGH36_P6_E04	0.6183899645	green3	2	0.096262	0.13619
MGH36_P6_E05	NA	black	0	0	0
MGH36_P6_E06	-1.17871640891	red	1	0.23266	5.4481
MGH36_P6_E07	-0.472985565738	red	1	0.18523	3.5243
MGH36_P6_E08	NA	black	0	0.09356	0
MGH36_P6_E09	0.184372522625	green3	2	0.2302	1.4494
MGH36_P6_E10	NA	black	0	0.20289	0
MGH36_P6_E11	-1.14893772289	red	1	0.13225	4.9968
MGH36_P6_E12	0.0273519182158	green3	2	0.66084	1.4093
MGH36_P6_F01	NA	black	0	0	0
MGH36_P6_F04	NA	black	0	0.11503	0
MGH36_P6_F06	NA	black	0	0	2.8158
MGH36_P6_F07	0.679355250136	green3	2	0.042644	0.1177
MGH36_P6_F08	NA	black	0	0	1.8608
MGH36_P6_F10	NA	black	0	0	0
MGH36_P6_F12	NA	black	0	0	0
MGH36_P6_G01	NA	black	0	0	0
MGH36_P6_G02	NA	black	0	0	0
MGH36_P6_G03	0.46703817154	green3	2	0.16221	0.48233
MGH36_P6_G04	NA	black	0	0	0
MGH36_P6_G05	0.298251353386	green3	2	0.1003	1.229
MGH36_P6_G06	NA	black	0	0	5.504
MGH36_P6_G07	-3.64053028231	black	0	4.7955	0.926
MGH36_P6_G08	NA	black	0	0	0
MGH36_P6_G09	NA	black	0	0	1.4163
MGH36_P6_G10	NA	black	0	0.14535	0
MGH36_P6_G11	NA	black	0	3.2216	0
MGH36_P6_G12	-0.0334047669216	green3	2	0.35389	2.2987
MGH36_P6_H06	NA	black	0	0	1.196
MGH36_P6_H07	NA	black	0	0.1003	0
MGH36_P6_H10	NA	black	0	0.08134	0
MGH36_P6_H12	NA	black	0	1.8504	0
MGH36_P7_A01	NA	black	0	0.48852	0
MGH36_P7_A02	NA	black	0	0	2.22
MGH36_P7_A03	NA	black	0	0	0
MGH36_P7_A04	NA	black	0	0	0
MGH36_P7_A06	NA	black	0	0	0
MGH36_P7_A07	0.308615383526	green3	2	0.31962	0.61542
MGH36_P7_A08	NA	black	0	0.28688	0
MGH36_P7_A09	NA	black	0	0	0
