Cell_name	Zvalue	Color	Cluster	L1TD1	NANOG
MGH54_P6_C04	NA	black	0	0.36065	0
MGH54_P6_C06	NA	black	0	0	1.664
MGH54_P6_C07	-0.50353648956	red	1	1.7583	0.82863
MGH54_P6_C08	-0.0397872179568	green3	2	0.90304	0.49467
MGH54_P6_C09	-0.0458851897706	green3	2	0.7476	1.0165
MGH54_P6_C10	NA	black	0	1.4875	0
MGH54_P6_C11	NA	black	0	0.6663	0
MGH54_P6_C12	-0.0337665217012	green3	2	0.97966	0.7941
MGH54_P6_D01	NA	black	0	0.39177	0
MGH54_P6_D02	NA	black	0	0	0
MGH54_P6_D03	NA	black	0	1.3752	0
MGH54_P6_D04	-0.121300565083	green3	2	0.71721	1.1499
MGH54_P6_D05	-1.11127838983	black	0	1.8659	0.63134
MGH54_P6_D07	-0.495114703132	red	1	0.7031	1.7497
MGH54_P6_D08	-1.51274347806	black	0	0.83754	3.9079
MGH54_P6_D09	NA	black	0	0	0.34028
MGH54_P6_D10	0.0256916840783	green3	2	1.2696	1.0029
MGH54_P6_D11	-0.102631210635	green3	2	0.99349	0.60027
MGH54_P6_D12	-0.107424638998	green3	2	0.74588	1.1667
MGH54_P6_E02	NA	black	0	2.0704	0
MGH54_P6_E03	-0.81922191175	red	1	1.3033	0.26183
MGH54_P6_E04	NA	black	0	0.6107	0
MGH54_P6_E05	0.152034475525	green3	2	1.6617	1.1184
MGH54_P6_E07	1.74204479704	black	0	1.2786	3.7198
MGH54_P6_E08	0.362366051987	green3	2	0.35952	0.54696
MGH54_P6_E09	0.0874175932736	green3	2	0.7536	0.59837
MGH54_P6_E10	0.0239673482679	green3	2	1.0566	0.99856
MGH54_P6_E11	NA	black	0	0	0
MGH54_P6_E12	-0.167287577489	green3	2	1.2073	0.76469
MGH54_P6_F01	NA	black	0	1.3846	0
MGH54_P6_F02	-0.155511041959	green3	2	1.7281	0.97746
MGH54_P6_F03	0.367107679379	green3	2	1.1375	1.629
MGH54_P6_F05	0.0580147297596	green3	2	1.5685	1.0587
MGH54_P6_F06	NA	black	0	0.69955	0
MGH54_P6_F07	0.182969149123	green3	2	1.6722	1.1349
MGH54_P6_F08	0.200575615176	green3	2	1.6526	1.1434
MGH54_P6_F09	0.443128700488	blue	3	0.36849	0.47716
MGH54_P6_F10	0.147255273369	green3	2	0.61164	0.64708
MGH54_P6_F11	2.74622244867	black	0	1.5641	2.9027
MGH54_P6_F12	NA	black	0	1.7891	0
MGH54_P6_G01	-0.132640097089	green3	2	0.8488	1.6201
MGH54_P6_G02	NA	black	0	1.0628	0
MGH54_P6_G03	-0.161718891153	green3	2	0.33571	0.9396
MGH54_P6_G04	-0.0454845426818	green3	2	0.88518	0.29866
MGH54_P6_G06	NA	black	0	0	0.44361
MGH54_P6_G07	-0.658965435284	red	1	1.3962	0.50589
MGH54_P6_G08	NA	black	0	1.0321	0
MGH54_P6_G09	0.0922269305858	green3	2	0.64062	0.71984
MGH54_P6_G10	NA	black	0	1.3386	0
MGH54_P6_G11	0.0140002919483	green3	2	1.1349	0.97673
MGH54_P6_G12	0.0593554114065	green3	2	0.79826	0.57143
MGH54_P6_H01	0.193532396511	green3	2	1.1846	1.2333
MGH54_P6_H03	-0.127986288049	green3	2	1.1941	0.8024
MGH54_P6_H05	0.574448253285	blue	3	1.1243	2.3042
MGH54_P6_H06	0.157912918842	green3	2	1.4033	1.121
MGH54_P6_H07	0.138881757819	green3	2	0.68706	0.58207
MGH54_P6_H08	0.0244542581591	green3	2	0.83026	0.69243
MGH54_P6_H09	0.116737102753	green3	2	0.70929	0.60027
MGH54_P6_H10	-0.690664001192	red	1	1.5636	0.62947
MGH54_P6_H11	0.0300348085935	green3	2	0.69243	0.81967
MGH54_P6_H12	0.361082772585	green3	2	1.2308	1.4168
MGH54_P7_A02	NA	black	0	0.83107	0
MGH54_P7_A03	2.39490332427	black	0	1.3397	4.3847
MGH54_P7_A04	NA	black	0	0	0
MGH54_P7_A06	-0.325303057069	green3	2	1.2636	0.64616
MGH54_P7_A07	0.110827500658	green3	2	0.47612	0.73812
MGH54_P7_A08	-0.208196160237	green3	2	1.319	0.7966
MGH54_P7_A10	-0.416041360545	green3	2	1.3357	0.63227
MGH54_P7_A11	0.0298853517713	green3	2	0.83673	0.30801
MGH54_P7_A12	-0.373910279574	green3	2	1.3901	0.70841
MGH54_P7_B01	0.294885716739	green3	2	1.1097	1.5612
MGH54_P7_B03	0.529134675966	blue	3	0.47923	0.29278
MGH54_P7_B04	-0.00252361073661	green3	2	1.0468	0.93357
MGH54_P7_B05	-0.0236256384785	green3	2	0.90458	0.62667
MGH54_P7_B06	-0.0779925445153	green3	2	1.0257	3.8943
MGH54_P7_B07	-0.533995425845	red	1	1.2892	0.48233
MGH54_P7_B08	NA	black	0	0.22157	0
MGH54_P7_B09	0.175933219902	green3	2	1.0915	1.3242
MGH54_P7_B10	0.0334269048466	green3	2	0.83269	0.21537
MGH54_P7_B12	0.173518014026	green3	2	0.7031	0.45838
MGH54_P7_C01	-1.08724007658	black	0	1.5484	0.39726
MGH54_P7_C03	0.373939811162	blue	3	0.5568	0.37295
MGH54_P7_C04	-0.198045472078	green3	2	1.0628	0.54102
MGH54_P7_C05	NA	black	0	1.394	0
MGH54_P7_C06	NA	black	0	1.168	0
MGH54_P7_C07	0.293912052386	green3	2	1.1916	1.3752
MGH54_P7_C08	0.131074077074	green3	2	0.70576	0.56852
MGH54_P7_C09	-0.113833572278	green3	2	0.52406	0.97746
MGH54_P7_C10	-0.0845614814267	green3	2	1.5641	0.97453
MGH54_P7_C11	-0.211848903079	green3	2	1.2191	0.72334
MGH54_P7_C12	NA	black	0	1.1603	0
MGH54_P7_D01	-1.28830784044	black	0	0.40599	1.8032
MGH54_P7_D02	0.00300769740323	green3	2	0.90766	1.26
MGH54_P7_D03	-0.161393093189	green3	2	0.93885	0.19787
MGH54_P7_D04	0.0718560117158	green3	2	0.58688	0.76808
MGH54_P7_D05	-0.00932652841714	green3	2	0.81721	0.95382
MGH54_P7_D06	1.09128921382	black	0	1.5145	1.7515
MGH54_P7_D08	-0.89844753372	black	0	1.2253	0.041243
MGH54_P7_D11	0.00568486655541	green3	2	0.85679	0.82049
MGH54_P7_D12	0.76409430868	blue	3	0.301	0.27381
MGH54_P7_E01	0.119951563353	green3	2	0.76723	0.38626
MGH54_P7_E02	0.0114481203644	green3	2	0.93357	1.0321
MGH54_P7_E03	NA	black	0	0.87106	0
MGH54_P7_E04	0.0930661322807	green3	2	0.7941	0.3115
MGH54_P7_E05	-0.0232275953771	green3	2	1.0165	0.86552
MGH54_P7_E06	-0.0364618687499	green3	2	1	0.81065
MGH54_P7_E08	NA	black	0	0.26424	0
MGH54_P7_E09	NA	black	0	0.82375	0
MGH54_P7_E10	-1.55683885267	black	0	0.46676	2.1237
MGH54_P7_E11	NA	black	0	0.27262	0
MGH54_P7_E12	0.215691666496	green3	2	1.1342	5.4821
MGH54_P7_F01	0.0330098317786	green3	2	1.5205	1.0377
MGH54_P7_F02	-0.98793874291	black	0	1.5246	0.42868
MGH54_P7_F03	NA	black	0	0.69243	0
MGH54_P7_F04	-2.66267578939	black	0	0.90149	5.6611
MGH54_P7_F05	-0.6876493485	red	1	1.5893	0.64893
MGH54_P7_F06	0.619352591236	blue	3	1.1414	2.2633
MGH54_P7_F08	0.535436998425	blue	3	0.44573	0.32884
MGH54_P7_F10	0.387221019151	blue	3	0.5888	0.29278
MGH54_P7_F11	0.292651536124	green3	2	0.59837	0.42975
MGH54_P7_G01	-0.442891372659	green3	2	1.1499	0.35614
MGH54_P7_G02	0.260075164343	green3	2	0.66539	0.34596
MGH54_P7_G03	NA	black	0	0.97526	0
MGH54_P7_G04	-0.10678957265	green3	2	1.3545	0.89995
MGH54_P7_G06	1.55726386959	black	0	1.708	1.8412
MGH54_P7_G07	NA	black	0	1.4103	0
MGH54_P7_G08	-0.0573663425455	green3	2	0.89918	0.35502
MGH54_P7_G09	1.50787287776	black	0	1.4626	2.1683
MGH54_P7_G10	0.412771163889	blue	3	0.41468	0.47508
MGH54_P7_G11	0.0446750901509	green3	2	1.0976	1.0342
MGH54_P7_H01	0.127480667965	green3	2	1.442	1.0963
MGH54_P7_H02	0.195636691461	green3	2	0.69153	0.43082
MGH54_P7_H04	NA	black	0	1.4505	0
MGH54_P7_H05	0.547276114221	blue	3	0.38626	0.37629
MGH54_P7_H09	NA	black	0	1.4542	0
MGH54_P7_H10	-0.198351389333	green3	2	1.3668	0.83026
MGH54_P8_A01	0.00408651121925	green3	2	0.86869	0.73898
MGH54_P8_A06	-0.128220688137	green3	2	1.8086	1.0086
MGH54_P8_A07	-0.0649745123901	green3	2	0.52607	0.926
MGH54_P8_A09	0.202921279435	green3	2	1.125	1.3202
MGH54_P8_A10	0.16411103981	green3	2	2.3068	1.1909
MGH54_P8_A11	-1.08175208786	black	0	1.7351	0.55876
MGH54_P8_A12	NA	black	0	0.85997	0
MGH54_P8_B01	NA	black	0	1.7368	0
MGH54_P8_B02	-1.86467838197	black	0	0.47301	2.3601
MGH54_P8_B04	-0.108924771868	green3	2	0.73031	1.144
MGH54_P8_B08	-0.16657806409	green3	2	0.37851	0.95977
MGH54_P8_B09	0.321550920405	green3	2	1.5105	1.224
MGH54_P8_B12	0.010045106388	green3	2	1.0022	3.1806
MGH54_P8_C02	NA	black	0	0.94261	0
MGH54_P8_C04	-0.120056182819	green3	2	1.1237	0.75873
MGH54_P8_C06	-0.0265185799259	green3	2	0.91073	0.6397
MGH54_P8_C07	NA	black	0	0.63227	0
MGH54_P8_C09	-0.627744970639	red	1	1.2969	0.41143
MGH54_P8_C12	NA	black	0	0.81885	0
MGH54_P8_D01	-1.07226155107	black	0	1.5543	0.41143
MGH54_P8_D03	0.163282131486	green3	2	2.121	1.1674
MGH54_P8_D04	NA	black	0	1.5059	0
MGH54_P8_D05	NA	black	0	0.99783	0
MGH54_P8_D06	NA	black	0	1.1124	0
MGH54_P8_D07	0.0522636996642	green3	2	0.62854	0.78994
MGH54_P8_D08	-0.0974870649775	green3	2	1.1303	0.79909
MGH54_P8_D10	-0.0669773244969	green3	2	0.89608	0.27501
MGH54_P8_D11	-0.314770741024	green3	2	1.1177	0.46153
MGH54_P8_D12	-0.16035181454	green3	2	1.4362	0.8883
MGH54_P8_E01	-0.0140620690793	green3	2	0.98477	0.87421
MGH54_P8_E04	-0.644084293287	red	1	1.2582	0.33914
MGH54_P8_E05	0.212232295189	green3	2	1.2209	1.2314
MGH54_P8_E07	-0.446777605307	green3	2	1.1667	0.38405
MGH54_P8_E08	-0.269620208348	green3	2	1.3063	0.73379
MGH54_P8_E10	-0.0730334129853	green3	2	0.99132	0.68257
MGH54_P8_F01	-0.870826629899	black	0	1.5211	0.49262
MGH54_P8_F02	-0.284822091344	green3	2	0.42223	1.0759
MGH54_P8_F04	0.037352020181	green3	2	1.125	1.0158
MGH54_P8_F05	NA	black	0	0.94711	0
MGH54_P8_F06	-0.326096224208	green3	2	1.0704	0.338
MGH54_P8_F08	-0.650481327746	red	1	1.802	0.78409
MGH54_P8_F09	0.107973064425	green3	2	1.3785	1.082
MGH54_P8_F10	-0.147487218612	green3	2	1.0433	0.60122
MGH54_P8_F11	-0.494720031043	red	1	1.146	0.28451
MGH54_P8_F12	NA	black	0	1.1686	0
MGH54_P8_G01	2.34058123648	black	0	2.7203	1.7286
MGH54_P8_G03	-0.885318058261	black	0	0.80405	2.8464
MGH54_P8_G04	NA	black	0	0.44361	0
MGH54_P8_G05	0.992799192646	black	0	0.10568	0.26303
MGH54_P8_G06	0.402088460017	blue	3	0.56657	0.31499
MGH54_P8_G07	-0.217202291364	green3	2	1.8016	0.96864
MGH54_P8_G08	0.0413542405844	green3	2	1.0279	1.0587
MGH54_P8_G09	-0.451769709211	green3	2	1.4688	0.70752
MGH54_P8_G10	NA	black	0	0.60692	0
MGH54_P8_G11	2.33005885471	black	0	1.3225	5.7206
MGH54_P8_G12	1.08974642555	black	0	2.1421	1.4688
MGH54_P8_H01	-1.34420930685	black	0	1.6448	0.36177
MGH54_P8_H03	NA	black	0	1.3051	0
MGH54_P8_H04	-0.0721865654222	green3	2	0.62947	0.98112
MGH54_P8_H06	0.0600678831117	green3	2	1.1583	1.0475
MGH54_P8_H07	NA	black	0	1.1731	0
MGH54_P8_H08	0.124748021595	green3	2	0.77737	0.24975
MGH54_P8_H10	-0.0158102390226	green3	2	1.2881	0.96347
MGH54_P8_H12	-0.067704673077	green3	2	1.0895	0.81803
MGH54_P10_A01	-2.65782523891	black	0	1.9358	0.12035
MGH54_P10_A02	1.11859430332	black	0	1.4244	1.9065
MGH54_P10_A03	-0.384759583817	green3	2	1.159	0.44467
MGH54_P10_A04	NA	black	0	1.0724	0
MGH54_P10_A05	0.772643394745	blue	3	1.3623	1.6897
MGH54_P10_A06	0.0419455327928	green3	2	1.0136	1.0738
MGH54_P10_A07	NA	black	0	1.6397	0
MGH54_P10_A09	-0.272075021229	green3	2	1.2054	0.64247
MGH54_P10_A10	-0.211952024032	green3	2	1.1342	0.63413
MGH54_P10_A11	NA	black	0	1.315	0
MGH54_P10_A12	0.131030413607	green3	2	0.52607	0.70752
MGH54_P10_B01	0.141731516147	green3	2	1.0065	1.5826
MGH54_P10_B02	NA	black	0	1.1661	0
MGH54_P10_B03	NA	black	0	0.8679	0
MGH54_P10_B05	-0.00542532173945	green3	2	0.80074	0.92448
MGH54_P10_B06	-0.0304938670912	green3	2	1.2209	0.93206
MGH54_P10_B07	-0.0271306490506	green3	2	1.0454	4.1469
MGH54_P10_B08	0.287340953822	green3	2	1.3545	1.2412
MGH54_P10_B09	-1.45263573066	black	0	2.2135	0.70044
MGH54_P10_B10	-0.0462697330873	green3	2	0.96273	0.7137
MGH54_P10_B11	NA	black	0	1.2327	0
MGH54_P10_B12	0.0037521235325	green3	2	0.86631	0.59932
MGH54_P10_C01	NA	black	0	0	4.0023
MGH54_P10_C02	0.0774501037421	green3	2	1.2035	1.0642
MGH54_P10_C03	-0.0492726518809	green3	2	1.0328	0.809
MGH54_P10_C04	-0.377469227904	green3	2	1.1725	0.47612
MGH54_P10_C05	-0.000103449983759	green3	2	1.474	1.0093
MGH54_P10_C07	0.0423321499606	green3	2	0.94561	1.4356
MGH54_P10_C08	0.510992930902	blue	3	1.2696	1.5509
MGH54_P10_C09	0.572959974963	blue	3	1.6915	1.3334
MGH54_P10_C10	-0.122178319548	green3	2	1.3294	0.87735
MGH54_P10_C11	-1.22353364221	black	0	1.7545	0.51096
MGH54_P10_C12	-0.51380410554	red	1	1.2066	0.38073
MGH54_P10_D01	NA	black	0	1.9309	0
MGH54_P10_D02	0.521138857489	blue	3	0.48233	0.29748
MGH54_P10_D03	-1.06605349083	black	0	1.7294	0.56169
MGH54_P10_D04	-1.45004319622	black	0	1.7467	0.40708
MGH54_P10_D05	1.45772317209	black	0	1.6452	1.846
MGH54_P10_D06	0.190693970767	green3	2	1.0158	1.8552
MGH54_P10_D07	NA	black	0	0.50995	0
MGH54_P10_D09	NA	black	0	0.80653	0
MGH54_P10_D10	NA	black	0	0.56949	0
MGH54_P10_D11	-0.0894437733622	green3	2	0.9313	0.41359
MGH54_P10_D12	-0.0584184536417	green3	2	0.9092	0.42546
MGH54_P10_E01	0.0746764676085	green3	2	1.6332	1.0752
MGH54_P10_E02	NA	black	0	1.025	0
MGH54_P10_E03	-1.40439014062	black	0	1.6754	0.36289
MGH54_P10_E04	0.0302807770765	green3	2	1.3741	1.0179
MGH54_P10_E05	0.631751553532	blue	3	1.9819	1.3242
MGH54_P10_E06	NA	black	0	0.60312	0
MGH54_P10_E07	0.258084607846	green3	2	1.3242	1.2265
MGH54_P10_E08	NA	black	0	1.1928	0
MGH54_P10_E09	0.0130762917599	green3	2	0.85439	0.57821
MGH54_P10_E10	NA	black	0	1.6799	0
MGH54_P10_E11	NA	black	0	1.1388	0
MGH54_P10_E12	0.110967108349	green3	2	1.5405	1.0881
MGH54_P10_F01	0.722398029602	blue	3	1.6581	1.4217
MGH54_P10_F02	0.145415500959	green3	2	0.50182	0.69777
MGH54_P10_F03	0.449626147203	blue	3	0.39506	0.45523
MGH54_P10_F04	-0.249374818607	green3	2	1.7849	0.9501
MGH54_P10_F05	-1.65757081122	black	0	1.6531	0.22157
MGH54_P10_F06	0.033188804723	green3	2	0.9568	1.1506
MGH54_P10_F08	-0.0791788143244	green3	2	0.90072	0.25217
MGH54_P10_F09	-0.85624763405	black	0	1.6196	0.58207
MGH54_P10_F10	1.65655083119	black	0	1.5028	2.2001
MGH54_P10_F11	-0.39173227569	green3	2	1.1017	0.3173
MGH54_P10_F12	0.119343380783	green3	2	1.4777	1.0909
MGH54_P10_G01	NA	black	0	0	0.64432
MGH54_P10_G02	0.904750351582	blue	3	1.5524	1.5874
MGH54_P10_G03	0.036989041138	green3	2	0.64155	0.81311
MGH54_P10_G05	NA	black	0	0.43082	0
MGH54_P10_G06	-1.77141738121	black	0	2.3051	0.65535
MGH54_P10_G07	0.178828430064	green3	2	0.71545	0.40163
MGH54_P10_G09	NA	black	0	0.99783	0
MGH54_P10_G10	-2.73535288439	black	0	0.75788	4.438
MGH54_P10_G11	0.157421305403	green3	2	0.4678	0.69332
MGH54_P10_G12	NA	black	0	0	0.20914
MGH54_P10_H02	-0.418371654809	green3	2	1.2992	0.5955
MGH54_P10_H03	0.301039648302	green3	2	0.54102	0.4916
MGH54_P10_H04	-0.0722021803909	green3	2	0.87814	1.585
MGH54_P10_H05	NA	black	0	0.97379	0
MGH54_P10_H06	0.0785277795946	green3	2	0.72596	0.67987
MGH54_P10_H07	0.199849359251	green3	2	1.0969	4.6877
MGH54_P10_H08	NA	black	0	1.3584	0
MGH54_P10_H09	-1.20003926699	black	0	2.109	0.7277
MGH54_P10_H10	-1.11000866374	black	0	1.7	0.52005
MGH54_P10_H11	0.0925258855669	green3	2	1.0566	1.1744
MGH54_P10_H12	0.0313680456611	green3	2	2.3581	1.1616
MGH54_P11_A01	-0.0399261823207	green3	2	0.90843	0.53107
MGH54_P11_A02	NA	black	0	0	3.2354
MGH54_P11_A03	NA	black	0	1.4803	0
MGH54_P11_A04	-1.42347920376	black	0	2.1789	0.69243
MGH54_P11_A05	-0.247421231302	green3	2	1.1117	0.54893
MGH54_P11_A06	-0.0924221318808	green3	2	1.0587	0.73985
MGH54_P11_A08	0.810826338326	blue	3	1.692	1.4563
MGH54_P11_A09	0.0438814558662	green3	2	0.59741	0.80571
MGH54_P11_A10	0.140932140936	green3	2	1.1276	1.1985
MGH54_P11_A11	-0.053172284059	green3	2	0.61353	0.94561
MGH54_P11_A12	NA	black	0	0	0
MGH54_P11_B01	-0.0497499216073	green3	2	0.97159	0.71984
MGH54_P11_B02	-0.0438019925884	green3	2	0.55385	0.9115
MGH54_P11_B03	NA	black	0	2.0939	0
MGH54_P11_B04	-0.113587783164	green3	2	1.4457	0.92448
MGH54_P11_B05	NA	black	0	0.25459	0
MGH54_P11_B06	NA	black	0	0	1.0293
MGH54_P11_B08	-0.0927889367962	green3	2	0.79327	1.2327
MGH54_P11_B09	-0.315158938287	green3	2	1.1375	0.49672
MGH54_P11_B10	-3.86004613103	black	0	0.34255	3.1491
MGH54_P11_B11	-0.0742457200874	green3	2	0.54102	0.94186
MGH54_P11_B12	NA	black	0	0	0.56755
MGH54_P11_C01	1.05326240038	black	0	1.537	1.7004
MGH54_P11_C02	0.0686108450584	green3	2	0.96199	1.5573
MGH54_P11_C03	NA	black	0	0.70044	0
MGH54_P11_C04	0.0102551533384	green3	2	1.1782	0.97526
MGH54_P11_C05	-0.213981197613	green3	2	0.62667	1.1801
MGH54_P11_C06	NA	black	0	0.34937	0
MGH54_P11_C07	-0.43309661305	green3	2	1.4859	0.73031
MGH54_P11_C08	-3.5533967684	black	0	0.53506	3.7122
MGH54_P11_C09	NA	black	0	0.58015	0
MGH54_P11_C10	NA	black	0	1.109	0
MGH54_P11_C12	0.657909450562	blue	3	1.4678	1.4782
MGH54_P11_D01	NA	black	0	1.0022	0
MGH54_P11_D02	NA	black	0	1.6681	0
MGH54_P11_D03	NA	black	0	0.57918	0
MGH54_P11_D04	0.00555109957726	green3	2	0.86552	0.67175
MGH54_P11_D05	1.08138799834	black	0	1.4668	1.8057
MGH54_P11_D06	-2.11051416641	black	0	0.41034	2.3547
MGH54_P11_D07	-0.89859722159	black	0	1.4297	0.37962
MGH54_P11_D08	-0.604732233132	red	1	1.5578	0.67356
MGH54_P11_D09	-0.0595812807129	green3	2	0.87184	1.4636
MGH54_P11_D10	0.177981022691	green3	2	0.73466	0.31383
MGH54_P11_D11	-2.09017726171	black	0	0.77905	4.0297
MGH54_P11_D12	0.0533053849844	green3	2	2.0342	1.119
MGH54_P11_E01	NA	black	0	0.61542	0
MGH54_P11_E02	-1.15894572516	black	0	2.3124	0.82538
MGH54_P11_E03	0.0115181646829	green3	2	1.0552	0.96864
MGH54_P11_E04	NA	black	0	0.49876	0
MGH54_P11_E05	0.00599069105586	green3	2	0.73725	0.87342
MGH54_P11_E06	NA	black	0	0.60975	0
MGH54_P11_E07	NA	black	0	1.0286	0
MGH54_P11_E08	0.263867411125	green3	2	0.66084	0.3505
MGH54_P11_E09	0.000228403733545	green3	2	0.809	0.89995
MGH54_P11_E10	-0.16192372803	green3	2	1.2271	0.78492
MGH54_P11_E11	0.512084545993	blue	3	0.3471	0.43403
MGH54_P11_E12	1.41644247767	black	0	1.2314	3.7062
MGH54_P11_F01	-0.0713632812684	green3	2	1.1903	0.87106
MGH54_P11_F02	0.615270867128	blue	3	1.4308	1.473
MGH54_P11_F03	-0.197663973399	green3	2	0.4844	1.0391
MGH54_P11_F04	-0.630402523299	red	1	1.369	0.49774
MGH54_P11_F05	NA	black	0	0.46258	0
MGH54_P11_F06	NA	black	0	1.105	0
MGH54_P11_F07	-0.915006491062	black	0	1.6257	0.5568
MGH54_P11_F08	-0.092376968734	green3	2	0.7137	1.0861
MGH54_P11_F09	NA	black	0	2.2073	0
MGH54_P11_F10	0.0439787379896	green3	2	0.73639	0.76808
MGH54_P11_F11	0.452236661102	blue	3	0.59741	0.15704
MGH54_P11_F12	NA	black	0	0.91609	0
MGH54_P11_G01	NA	black	0	1.0559	0
MGH54_P11_G02	0.431083966508	blue	3	1.2098	1.5509
MGH54_P11_G03	NA	black	0	0.54498	0
MGH54_P11_G04	0.010710802187	green3	2	0.80818	0.84479
MGH54_P11_G05	-0.292695147965	green3	2	1.6695	0.89375
MGH54_P11_G06	0.0356993689712	green3	2	0.81803	0.64893
MGH54_P11_G07	NA	black	0	0	0
MGH54_P11_G08	0.391471560822	blue	3	1.6313	1.2473
MGH54_P11_G09	-1.03088316189	black	0	1.6871	0.54696
MGH54_P11_G10	0.0168906912292	green3	2	0.92903	1.1349
MGH54_P11_G11	NA	black	0	0.48543	0
MGH54_P11_G12	NA	black	0	0.56949	0
MGH54_P11_H01	-0.0259033477493	green3	2	0.80983	1.025
MGH54_P11_H02	NA	black	0	1.441	0
MGH54_P11_H03	-0.428722787008	green3	2	1.2887	0.57531
MGH54_P11_H04	NA	black	0	1.1808	0
MGH54_P11_H05	-0.879515446662	black	0	1.6022	0.5568
MGH54_P11_H06	0.644968716456	blue	3	0.35952	0.31615
MGH54_P11_H07	0.57900246357	blue	3	0.45523	0.27143
MGH54_P11_H08	0.065147060783	green3	2	0.76893	0.64893
MGH54_P11_H09	0.0962764192672	green3	2	1.2786	1.0766
MGH54_P11_H10	0.0035041812106	green3	2	0.90766	1.2449
MGH54_P11_H11	-0.462560277367	green3	2	1.1916	0.41034
MGH54_P11_H12	-2.85794340599	black	0	0.58304	3.4775
MGH54_P12_A01	NA	black	0	0	2.2443
MGH54_P12_A02	-0.00309171918454	green3	2	0.88127	0.69243
MGH54_P12_A03	-0.871782288991	black	0	0.20664	1.2951
MGH54_P12_A04	NA	black	0	0	1.9467
MGH54_P12_A05	-0.109085314994	green3	2	1.487	0.9396
MGH54_P12_A06	NA	black	0	1.0724	0
MGH54_P12_A07	NA	black	0	0.71896	0
MGH54_P12_A08	-0.23813698001	green3	2	1.2455	0.71721
MGH54_P12_A09	-0.457089150332	green3	2	1.111	0.24975
MGH54_P12_A10	0.0447465237436	green3	2	1.4212	1.0342
MGH54_P12_A11	0.662411445841	blue	3	1.5059	1.4563
MGH54_P12_B01	-0.386925980453	green3	2	1.4168	0.71721
MGH54_P12_B02	0.906258073728	blue	3	2.0479	1.4179
MGH54_P12_B03	NA	black	0	1.3004	0
MGH54_P12_B04	-0.00408529931115	green3	2	0.96347	0.90535
MGH54_P12_B05	NA	black	0	0.3115	0
MGH54_P12_B06	-0.0899523155171	green3	2	0.90381	0.22651
MGH54_P12_B07	NA	black	0	0	0.56169
MGH54_P12_B08	-0.144187364826	green3	2	1.4367	0.89995
MGH54_P12_B09	0.108469259365	green3	2	0.74674	0.53804
MGH54_P12_B10	-0.0112729691351	green3	2	0.93206	0.83107
MGH54_P12_B11	-0.264400769969	green3	2	1.0065	0.25096
MGH54_P12_C01	NA	black	0	0.85679	0
MGH54_P12_C02	NA	black	0	1.005	0
MGH54_P12_C03	0.346218387581	green3	2	1.2073	1.4297
MGH54_P12_C04	-7.50726130529	black	0	0.0071955	3.6861
MGH54_P12_C05	NA	black	0	1.9844	0
MGH54_P12_C06	NA	black	0	0	0
MGH54_P12_C07	NA	black	0	0.92903	0
MGH54_P12_C08	-0.0959076196237	green3	2	0.68885	1.0656
MGH54_P12_C09	0.17133405859	green3	2	0.52607	0.66084
MGH54_P12_C11	-0.581368366018	red	1	0.7031	1.8734
MGH54_P12_C12	NA	black	0	1.2922	0
MGH54_P12_D01	NA	black	0	0.93734	0
MGH54_P12_D02	-1.35832624732	black	0	0.87499	4.0721
MGH54_P12_D04	0.608636615058	blue	3	1.5524	1.3967
MGH54_P12_D05	-0.145622124305	green3	2	1.0257	0.56852
MGH54_P12_D06	-0.841184732001	red	1	1.3951	0.37629
MGH54_P12_D07	-0.898810980859	black	0	1.2928	0.17887
MGH54_P12_D08	-1.47908258165	black	0	1.6853	0.338
MGH54_P12_D09	-0.111747096607	green3	2	1.3488	0.89375
MGH54_P12_D10	-0.0458021896023	green3	2	1.0454	0.82863
MGH54_P12_D11	0.0477599027883	green3	2	1.0356	1.0718
MGH54_P12_D12	NA	black	0	0.80074	0
MGH54_P12_E01	NA	black	0	0.42653	0
MGH54_P12_E02	NA	black	0	0.010064	0
MGH54_P12_E03	-0.211277426691	green3	2	1.2678	0.76129
MGH54_P12_E04	1.27297496524	black	0	2.2948	1.5079
MGH54_P12_E05	NA	black	0	0	0
MGH54_P12_E06	NA	black	0	0.94035	0
MGH54_P12_E07	-0.0303440101733	green3	2	1.0335	0.85758
MGH54_P12_E08	-0.646487732965	red	1	2.451	1.0043
MGH54_P12_E09	-0.0517383543127	green3	2	1.1434	0.87657
MGH54_P12_E10	0.000897223168417	green3	2	0.9222	0.92979
MGH54_P12_E11	-0.0574372736391	green3	2	0.99422	0.73639
MGH54_P12_E12	0.125189694834	green3	2	0.58015	0.69688
MGH54_P12_F01	-0.334254210425	green3	2	0.59646	1.2928
MGH54_P12_F02	NA	black	0	1.0996	0
MGH54_P12_F03	-0.00017387468985	green3	2	0.8922	0.90304
MGH54_P12_F04	NA	black	0	0.39397	0
MGH54_P12_F05	0.399983217387	blue	3	1.3138	1.3741
MGH54_P12_F06	-0.829362503269	red	1	1.6781	0.63599
MGH54_P12_F07	NA	black	0	1.101	0
MGH54_P12_F08	0.0911274293309	green3	2	1.0566	1.1706
MGH54_P12_F09	-0.192880478105	green3	2	1.3561	0.82944
MGH54_P12_F10	NA	black	0	0.29983	0
MGH54_P12_F11	-0.114874522467	green3	2	0.98112	3.1949
