Cell_name	Zvalue	Color	Cluster	HIF1A	LEP
MGH36_P10_E11	NA	black	0	5.1794	0
MGH36_P10_E12	NA	black	0	4.1875	0
MGH36_P10_F02	NA	black	0	4.5184	0
MGH36_P10_F03	NA	black	0	0	0
MGH36_P10_F05	-0.115382774316	green3	2	4.7943	0.15316
MGH36_P10_F06	NA	black	0	0.67807	0
MGH36_P10_F08	NA	black	0	4.2813	0
MGH36_P10_F09	NA	black	0	4.4213	0
MGH36_P10_F10	NA	black	0	4.0949	0
MGH36_P10_F11	1.35038101196	black	0	5.2083	1.4255
MGH36_P10_F12	NA	black	0	4.2111	0
MGH36_P10_G01	NA	black	0	0	0
MGH36_P10_G02	NA	black	0	0	0
MGH36_P10_G03	NA	black	0	0.43296	0
MGH36_P10_G05	NA	black	0	6.377	0
MGH36_P10_G06	NA	black	0	0	0
MGH36_P10_G07	-0.138206920766	green3	2	0.6581	0.32193
MGH36_P10_G08	NA	black	0	5.6866	0
MGH36_P10_G09	NA	black	0	0.65168	0
MGH36_P10_G10	NA	black	0	0	0
MGH36_P10_G11	NA	black	0	0	0
MGH36_P10_H01	NA	black	0	0	0
MGH36_P10_H03	NA	black	0	0	0
MGH36_P10_H04	NA	black	0	5.954	0
MGH36_P10_H05	-0.671045117962	red	1	0.35727	0.40381
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	NA	black	0	4.9729	0
MGH36_P10_H11	NA	black	0	5.8176	0
MGH36_P10_H12	NA	black	0	5.7892	0
MGH36_P8_A01	NA	black	0	4.534	0
MGH36_P8_A03	NA	black	0	4.8143	0
MGH36_P8_A04	NA	black	0	5.0622	0
MGH36_P8_A06	NA	black	0	2.4836	0
MGH36_P8_A07	NA	black	0	3.7276	0
MGH36_P8_A08	NA	black	0	4.0074	0
MGH36_P8_A09	NA	black	0	4.2016	0
MGH36_P8_A11	NA	black	0	4.0527	0
MGH36_P8_A12	-0.299406510278	green3	2	6.7693	0.24367
MGH36_P8_B01	NA	black	0	4.2341	0
MGH36_P8_B02	NA	black	0	6.4446	0
MGH36_P8_B03	NA	black	0	2.7736	0
MGH36_P8_B04	NA	black	0	5.6323	0
MGH36_P8_B05	NA	black	0	5.039	0
MGH36_P8_B08	NA	black	0	4.8086	0
MGH36_P8_B09	0.0150678839508	green3	2	4.1844	0.25338
MGH36_P8_B10	NA	black	0	4.6565	0
MGH36_P8_B11	NA	black	0	7.013	0
MGH36_P8_B12	NA	black	0	5.014	0
MGH36_P8_C01	0.115576792613	green3	2	3.9285	0.13225
MGH36_P8_C02	NA	black	0	2.4322	0
MGH36_P8_C03	NA	black	0	5.1834	0
MGH36_P8_C05	-0.264443570966	green3	2	3.7466	0.57918
MGH36_P8_C06	NA	black	0	6.4221	0
MGH36_P8_C09	NA	black	0	5.8958	0
MGH36_P8_C10	NA	black	0	3.3858	0
MGH36_P8_C12	NA	black	0	5.7882	0
MGH36_P8_D01	NA	black	0	3.5904	0
MGH36_P8_D03	NA	black	0	4.7506	0
MGH36_P8_D04	NA	black	0	3.3121	0
MGH36_P8_D05	NA	black	0	4.6294	0
MGH36_P8_D07	NA	black	0	3.3849	0
MGH36_P8_D08	NA	black	0	4.1154	0
MGH36_P8_D09	3.45131817757	black	0	5.2589	3.8171
MGH36_P8_D10	NA	black	0	2.5794	0
MGH36_P8_D11	NA	black	0	5.527	0
MGH36_P8_D12	NA	black	0	3.8597	0
MGH36_P8_E01	NA	black	0	1.3606	0
MGH36_P8_E02	NA	black	0	5.3448	0
MGH36_P8_E03	-0.143075341424	green3	2	5.0401	0.18523
MGH36_P8_E04	NA	black	0	5.6492	0
MGH36_P8_E05	NA	black	0	6.3831	0
MGH36_P8_E06	NA	black	0	3.4518	0
MGH36_P8_E08	NA	black	0	0	0
MGH36_P8_E10	NA	black	0	4.4635	0
MGH36_P8_F02	NA	black	0	5.3906	0
MGH36_P8_F04	4.95655303731	black	0	5.5663	3.7228
MGH36_P8_F05	NA	black	0	0	0
MGH36_P8_F07	0.0458183973043	green3	2	4.935	0.36513
MGH36_P8_F09	NA	black	0	5.651	0
MGH36_P8_G01	NA	black	0	4.5243	0
MGH36_P8_G02	NA	black	0	5.3444	0
MGH36_P8_G03	NA	black	0	6.3454	0
MGH36_P8_G04	NA	black	0	3.7566	0
MGH36_P8_G05	NA	black	0	6.7762	0
MGH36_P8_G06	NA	black	0	6.4178	0
MGH36_P8_G07	NA	black	0	4.3973	0
MGH36_P8_G08	NA	black	0	5.5016	0
MGH36_P8_G09	NA	black	0	4.7933	0
MGH36_P8_G10	-0.256276027151	green3	2	6.073	0.22527
MGH36_P8_G12	NA	black	0	3.791	0
MGH36_P8_H01	NA	black	0	4.2878	0
MGH36_P8_H03	NA	black	0	0	0
MGH36_P8_H04	NA	black	0	6.2315	0
MGH36_P8_H06	NA	black	0	3.5564	0
MGH36_P8_H07	NA	black	0	5.445	0
MGH36_P8_H09	NA	black	0	4.3576	0
MGH36_P8_H10	NA	black	0	2.5578	0
MGH36_P8_H11	NA	black	0	4.1726	0
MGH36_P9_A01	-0.140465058949	green3	2	3.9819	0.54201
MGH36_P9_A02	NA	black	0	5.6217	0
MGH36_P9_A03	NA	black	0	7.0177	0
MGH36_P9_A05	NA	black	0	4.1637	0
MGH36_P9_A06	NA	black	0	5.638	0
MGH36_P9_A07	NA	black	0	4.3278	0
MGH36_P9_A09	NA	black	0	3.3293	0
MGH36_P9_A10	NA	black	0	3.6134	0
MGH36_P9_A11	NA	black	0	4.4661	0
MGH36_P9_A12	NA	black	0	3.4351	0
MGH36_P9_B01	NA	black	0	0.75958	0
MGH36_P9_B04	NA	black	0	5.8239	0
MGH36_P9_B06	NA	black	0	2.7305	0
MGH36_P9_B07	0.0664375976995	green3	2	3.6877	0.2461
MGH36_P9_B08	NA	black	0	3.0503	0
MGH36_P9_B09	NA	black	0	5.5639	0
MGH36_P9_B10	NA	black	0	5.6304	0
MGH36_P9_B11	NA	black	0	0.68975	0
MGH36_P9_B12	NA	black	0	3.2755	0
MGH36_P9_C01	NA	black	0	5.7564	0
MGH36_P9_C02	NA	black	0	5.0784	0
MGH36_P9_C03	NA	black	0	5.0884	0
MGH36_P9_C05	NA	black	0	6.3749	0
MGH36_P9_C07	NA	black	0	5.3871	0
MGH36_P9_C08	NA	black	0	4.6639	0
MGH36_P9_C09	NA	black	0	4.0707	0
MGH36_P9_C11	NA	black	0	4.3003	0
MGH36_P9_C12	NA	black	0	6.5062	0
MGH36_P9_D05	NA	black	0	6.0009	0
MGH36_P9_D07	NA	black	0	0	0
MGH36_P9_D08	NA	black	0	4.6725	0
MGH36_P9_D09	NA	black	0	4.7959	0
MGH36_P9_D10	NA	black	0	5.4467	0
MGH36_P9_D11	NA	black	0	5.6912	0
MGH36_P9_E01	NA	black	0	5.6344	0
MGH36_P9_E02	0.272423960017	green3	2	1.6608	0.23756
MGH36_P9_E03	-0.139825607257	green3	2	4.9529	0.16993
MGH36_P9_E04	NA	black	0	3.3198	0
MGH36_P9_E05	NA	black	0	0.33342	0
MGH36_P9_E06	NA	black	0	0.57821	0
MGH36_P9_E07	-0.243027561722	green3	2	4.8269	0.0043216
MGH36_P9_E08	NA	black	0	5.7401	0
MGH36_P9_E10	NA	black	0	5.2673	0
MGH36_P9_E11	NA	black	0	6.9541	0
MGH36_P9_E12	NA	black	0	2.0687	0
MGH36_P9_F02	NA	black	0	5.242	0
MGH36_P9_F03	NA	black	0	5.0922	0
MGH36_P9_F04	NA	black	0	3.9307	0
MGH36_P9_F08	NA	black	0	3.3489	0
MGH36_P9_F09	NA	black	0	4.4571	0
MGH36_P9_F10	NA	black	0	6.1258	0
MGH36_P9_F11	NA	black	0	6.0251	0
MGH36_P9_F12	NA	black	0	2.0905	0
MGH36_P9_G03	-0.199931220913	green3	2	4.9591	0.11103
MGH36_P9_G04	0.143018308865	green3	2	3.4359	0.20914
MGH36_P9_G05	NA	black	0	4.9336	0
MGH36_P9_G06	NA	black	0	3.6737	0
MGH36_P9_G07	NA	black	0	4.1043	0
MGH36_P9_G08	NA	black	0	1.7532	0
MGH36_P9_G09	NA	black	0	5.2405	0
MGH36_P9_G10	NA	black	0	4.3338	0
MGH36_P9_G11	0.567197444845	blue	3	2.9184	0.052416
MGH36_P9_H01	NA	black	0	6.5966	0
MGH36_P9_H02	NA	black	0	4.8003	0
MGH36_P9_H03	NA	black	0	6.1701	0
MGH36_P9_H04	NA	black	0	0	0
MGH36_P9_H06	NA	black	0	0	0
MGH36_P9_H07	NA	black	0	0.45943	0
MGH36_P9_H08	NA	black	0	3.353	0
MGH36_P9_H10	0.289170859141	green3	2	3.1645	0.15186
MGH36_P9_H11	NA	black	0	3.8307	0
MGH36_P9_H12	NA	black	0	4.2167	0
MGH36_P2_A01	NA	black	0	0	0.14796
MGH36_P2_A03	-0.149932014239	green3	2	5.0456	0.18015
MGH36_P2_A04	-0.517027830482	red	1	5.7623	0.088142
MGH36_P2_A05	NA	black	0	4.3903	0
MGH36_P2_A06	-0.623464233087	red	1	6.1091	0.096262
MGH36_P2_A07	NA	black	0	3.7469	0
MGH36_P2_A08	-0.167758955621	green3	2	4.8817	0.11902
MGH36_P2_A11	-0.474745861942	red	1	6.0342	0.14143
MGH36_P2_B03	0.111421910021	green3	2	3.9026	0.14926
MGH36_P2_B04	-0.255939345742	green3	2	5.2415	0.13619
MGH36_P2_B05	NA	black	0	6.0669	0
MGH36_P2_B06	0.140834408862	green3	2	3.973	0.063503
MGH36_P2_B07	0.228783410734	green3	2	3.7672	0.053806
MGH36_P2_B08	NA	black	0	4.556	0
MGH36_P2_B09	0.0227057604733	green3	2	4.2657	0.11103
MGH36_P2_B10	NA	black	0	6.0205	0
MGH36_P2_B11	0.0714662742718	green3	2	4.1566	0.055196
MGH36_P2_B12	NA	black	0	5.5015	0
MGH36_P2_C02	NA	black	0	3.9383	0
MGH36_P2_C03	-0.0165162881533	green3	2	4.3808	0.082703
MGH36_P2_C04	-0.307879492299	green3	2	5.1831	0.085425
MGH36_P2_C07	-0.139600192022	green3	2	4.6555	0.03984
MGH36_P2_C08	NA	black	0	0	0.24123
MGH36_P2_C09	0.292555149876	green3	2	3.6302	0.045443
MGH36_P2_C10	NA	black	0	4.5481	0
MGH36_P2_C11	NA	black	0	2.7613	0
MGH36_P2_C12	NA	black	0	3.9201	0
MGH36_P2_D01	NA	black	0	4.5012	0
MGH36_P2_D02	NA	black	0	6.3497	0
MGH36_P2_D04	NA	black	0	0	0
MGH36_P2_D05	1.32382751141	black	0	0.76723	0.062122
MGH36_P2_D06	-0.0353365763897	green3	2	4.8168	0.26664
MGH36_P2_D07	0.090258862691	green3	2	3.8356	0.19787
MGH36_P2_D08	-0.0236805249909	green3	2	4.3959	0.069015
MGH36_P2_D09	-0.0152262863624	green3	2	4.3702	0.052416
MGH36_P2_D10	NA	black	0	0.55778	0
MGH36_P2_D11	0.0106340960864	green3	2	6.4749	0.32423
MGH36_P2_E01	NA	black	0	3.5929	0
MGH36_P2_E02	-0.900148116981	black	0	6.6738	0.077243
MGH36_P2_E03	NA	black	0	4.4221	0
MGH36_P2_E04	-0.00348583918167	green3	2	4.3552	0.15963
MGH36_P2_E06	-0.727532899266	red	1	6.0726	0.053806
MGH36_P2_E07	0.00118021683596	green3	2	4.3361	0.16607
MGH36_P2_E08	-0.215080962646	green3	2	4.8239	0.037031
MGH36_P2_E09	-0.25068656654	green3	2	4.8873	0.028569
MGH36_P2_E10	0.630861612192	blue	3	1.8331	0.14274
MGH36_P2_F02	-0.333198181365	green3	2	5.3334	0.10434
MGH36_P2_F03	-0.20041653315	green3	2	4.8292	0.05797
MGH36_P2_F04	-0.507468047	red	1	5.4539	0.029983
MGH36_P2_F06	-0.704065943445	red	1	5.9505	0.042644
MGH36_P2_F07	1.323635984	black	0	1.1979	0.031395
MGH36_P2_F08	NA	black	0	0	0
MGH36_P2_F10	0.1193682131	green3	2	4.0076	0.079975
MGH36_P2_F11	NA	black	0	3.8166	0
MGH36_P2_F12	0.208163409013	green3	2	3.8369	0.044044
MGH36_P2_G01	-0.261182738739	green3	2	5.174	0.1177
MGH36_P2_G02	NA	black	0	0	0
MGH36_P2_G03	-0.447613113088	green3	2	5.7367	0.11503
MGH36_P2_G04	NA	black	0	3.3428	0
MGH36_P2_G05	NA	black	0	5.628	0
MGH36_P2_G07	-0.281537152709	green3	2	5.2502	0.12035
MGH36_P2_G08	-0.18769182537	green3	2	6.6618	0.27023
MGH36_P2_G09	NA	black	0	2.9138	0
MGH36_P2_G11	1.4152979807	black	0	0.071763	0.084064
MGH36_P2_G12	-0.457109727265	red	1	5.7843	0.1177
MGH36_P2_H01	-0.618999944264	red	1	5.7955	0.049631
MGH36_P2_H02	1.41089598245	black	0	0.025738	0.086784
MGH36_P2_H03	1.09421654112	black	0	1.2726	0.073135
MGH36_P2_H04	NA	black	0	4.8602	0
MGH36_P2_H05	0.493554972396	blue	3	3.1125	0.051024
MGH36_P2_H06	-0.182924283454	green3	2	4.8643	0.094912
MGH36_P2_H07	NA	black	0	0	0.042644
MGH36_P2_H10	NA	black	0	3.7614	0
MGH53_P5_A02	NA	black	0	4.4843	0
MGH53_P5_A03	NA	black	0	5.1297	0
MGH53_P5_A04	NA	black	0	0	0
MGH53_P5_A06	NA	black	0	6.1859	0
MGH53_P5_A07	NA	black	0	4.3906	0
MGH53_P5_A08	NA	black	0	0	0
MGH53_P5_A09	0.301797403542	green3	2	6.1175	0.42868
MGH53_P5_A11	NA	black	0	4.7051	0
MGH53_P5_B01	NA	black	0	4.7691	0
MGH53_P5_B03	NA	black	0	0	0
MGH53_P5_B04	NA	black	0	2.7459	0
MGH53_P5_B05	NA	black	0	0.45418	0
MGH53_P5_B06	NA	black	0	1.7062	0
MGH53_P5_B07	NA	black	0	1.4505	0
MGH53_P5_B08	NA	black	0	0.98185	0
MGH53_P5_B09	0.453839723735	green3	2	4.9088	0.87263
MGH53_P5_B10	NA	black	0	5.4806	0
MGH53_P5_B11	NA	black	0	5.8901	0
MGH53_P5_B12	NA	black	0	4.2623	0
MGH53_P5_C01	NA	black	0	6.362	0
MGH53_P5_C02	NA	black	0	0	0
MGH53_P5_C03	NA	black	0	4.4895	0
MGH53_P5_C04	NA	black	0	0	0
MGH53_P5_C05	NA	black	0	4.9556	0
MGH53_P5_C06	NA	black	0	6.3255	0
MGH53_P5_C07	NA	black	0	2.7448	0
MGH53_P5_C08	NA	black	0	0	0
MGH53_P5_C09	NA	black	0	1.6794	0
MGH53_P5_C10	NA	black	0	5.6618	0
MGH53_P5_C11	0.00969491494594	green3	2	4.8196	0.32769
MGH53_P5_D01	NA	black	0	0	0
MGH53_P5_D02	NA	black	0	0	0
MGH53_P5_D04	NA	black	0	4.5673	0
MGH53_P5_D05	NA	black	0	4.9083	0
MGH53_P5_D07	-0.628972459369	red	1	3.5327	0.77821
MGH53_P5_D08	NA	black	0	4.0405	0
MGH53_P5_D09	NA	black	0	6.3402	0
MGH53_P5_D11	NA	black	0	4.7878	0
MGH53_P5_E01	NA	black	0	4.7021	0
MGH53_P5_E02	NA	black	0	0	1.5671
MGH53_P5_E03	NA	black	0	5.4347	0
MGH53_P5_E04	NA	black	0	1.1243	0
MGH53_P5_E06	NA	black	0	6.3309	0
MGH53_P5_E08	NA	black	0	3.4548	0
MGH53_P5_E09	NA	black	0	0.74846	0
MGH53_P5_E11	NA	black	0	3.8332	0
MGH53_P5_F01	NA	black	0	5.3629	0
MGH53_P5_F03	NA	black	0	5.7689	0
MGH53_P5_F05	NA	black	0	3.8811	0
MGH53_P5_F06	NA	black	0	0	0
MGH53_P5_F07	NA	black	0	0.94486	0
MGH53_P5_F08	1.25991616918	black	0	6.3919	0.71896
MGH53_P5_F10	NA	black	0	5.8261	0
MGH53_P5_F11	NA	black	0	0	0
MGH53_P5_G01	NA	black	0	4.7422	0
MGH53_P5_G04	NA	black	0	0	0
MGH53_P5_G05	NA	black	0	1.5617	0
MGH53_P5_G07	NA	black	0	0	0
MGH53_P5_G08	0.00994002168426	green3	2	4.5901	0.34028
MGH53_P5_G09	NA	black	0	6.4459	0
MGH53_P5_G10	NA	black	0	3.7239	0
MGH53_P5_G11	NA	black	0	5.5524	0
MGH53_P5_H02	NA	black	0	0	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	NA	black	0	0	0
MGH53_P5_H05	NA	black	0	5.6393	0
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	NA	black	0	6.5591	0
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	NA	black	0	0.55582	0
MGH53_P6_A01	-0.155289241786	green3	2	1.082	0.32998
MGH53_P6_A02	NA	black	0	4.1567	0
MGH53_P6_A03	NA	black	0	1.2308	0
MGH53_P6_A04	0.087409173055	green3	2	2.1693	0.27858
MGH53_P6_A05	NA	black	0	0	0
MGH53_P6_A06	NA	black	0	5.1599	0
MGH53_P6_A07	NA	black	0	3.4435	0
MGH53_P6_A08	NA	black	0	5.1801	0
MGH53_P6_A09	NA	black	0	2.5789	0
MGH53_P6_A10	NA	black	0	0.092207	0
MGH53_P6_A11	NA	black	0	0	0
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	-0.291186914769	green3	2	2.266	0.39287
MGH53_P6_B03	NA	black	0	4.9423	0
MGH53_P6_B04	NA	black	0	0.29396	0
MGH53_P6_B05	NA	black	0	5.3515	0
MGH53_P6_B06	NA	black	0	0	0
MGH53_P6_B07	NA	black	0	3.0914	0
MGH53_P6_B09	NA	black	0	4.3677	0
MGH53_P6_B10	NA	black	0	0	0
MGH53_P6_C01	NA	black	0	0	0
MGH53_P6_C03	NA	black	0	4.4546	0
MGH53_P6_C04	-0.221873530316	green3	2	5.0798	0.12565
MGH53_P6_C05	NA	black	0	0	0
MGH53_P6_C06	NA	black	0	0	0
MGH53_P6_C07	NA	black	0	4.692	0
MGH53_P6_C08	NA	black	0	4.3313	0
MGH53_P6_C09	NA	black	0	4.6332	0
MGH53_P6_C10	NA	black	0	0	0
MGH53_P6_C11	NA	black	0	0	0
MGH53_P6_C12	NA	black	0	0	0
MGH53_P6_D01	NA	black	0	4.0382	0
MGH53_P6_D02	0.0522103219222	green3	2	2.8616	0.28451
MGH53_P6_D03	NA	black	0	0	0
MGH53_P6_D05	NA	black	0	0.21909	0
MGH53_P6_D07	NA	black	0	6.558	0
MGH53_P6_D08	NA	black	0	0	0.26544
MGH53_P6_D09	-0.0478752433086	green3	2	4.8962	0.25942
MGH53_P6_D10	NA	black	0	4.1823	0
MGH53_P6_D11	NA	black	0	0	0
MGH53_P6_D12	NA	black	0	0	0.58111
MGH53_P6_E01	NA	black	0	0	0
MGH53_P6_E02	NA	black	0	1.7991	0
MGH53_P6_E03	NA	black	0	0	0
MGH53_P6_E04	NA	black	0	0.30685	0
MGH53_P6_E05	NA	black	0	5.9127	0
MGH53_P6_E06	NA	black	0	0	0
MGH53_P6_E07	NA	black	0	0.67265	0
MGH53_P6_E08	NA	black	0	1.9165	0
MGH53_P6_E09	NA	black	0	0	0
MGH53_P6_E10	NA	black	0	3.8222	0
MGH53_P6_F01	NA	black	0	5.3139	0
MGH53_P6_F02	NA	black	0	4.5434	0
MGH53_P6_F03	NA	black	0	0	0
MGH53_P6_F04	NA	black	0	1.294	0
MGH53_P6_F05	NA	black	0	5.411	0
MGH53_P6_F06	NA	black	0	0	0
MGH53_P6_F07	NA	black	0	0	0
MGH53_P6_F08	NA	black	0	6.3385	0
MGH53_P6_F09	NA	black	0	5.3122	0
MGH53_P6_F10	NA	black	0	5.7774	0
MGH53_P6_G01	NA	black	0	0	0.35389
MGH53_P6_G02	NA	black	0	0	0
MGH53_P6_G03	NA	black	0	5.7577	0
MGH53_P6_G04	NA	black	0	0	0
MGH53_P6_G05	NA	black	0	3.1961	0
MGH53_P6_G06	NA	black	0	0	0
MGH53_P6_G07	-0.43132233785	green3	2	6.9539	0.21785
MGH53_P6_G08	NA	black	0	0.50386	0
MGH53_P6_G09	NA	black	0	5.6295	0
MGH53_P6_G10	NA	black	0	4.426	0
MGH53_P6_G11	0.627937870196	blue	3	1.9493	0.13619
MGH53_P6_H01	NA	black	0	0	0
MGH53_P6_H02	NA	black	0	2.2373	0
MGH53_P6_H03	NA	black	0	0	0.36177
MGH53_P6_H04	NA	black	0	6.5929	0
MGH53_P6_H05	NA	black	0	3.6449	0
MGH53_P6_H07	NA	black	0	5.2063	0
MGH53_P6_H09	NA	black	0	0.56267	0
MGH53_P6_H10	NA	black	0	4.4222	0
MGH53_P6_H11	NA	black	0	0	0
MGH53_P7_A01	NA	black	0	3.2443	0
MGH53_P7_A02	NA	black	0	0	0
MGH53_P7_A03	NA	black	0	4.0098	0
MGH53_P7_A04	NA	black	0	4.1427	0
MGH53_P7_A05	NA	black	0	3.0914	0
MGH53_P7_A06	NA	black	0	1.669	0
MGH53_P7_A07	NA	black	0	0.1635	0
MGH53_P7_A09	NA	black	0	0	0
MGH53_P7_A11	NA	black	0	0	0
MGH53_P7_A12	NA	black	0	0	0
MGH53_P7_B01	NA	black	0	0	0
MGH53_P7_B02	NA	black	0	4.4343	0
MGH53_P7_B03	NA	black	0	0	0.48336
MGH53_P7_B04	NA	black	0	0	0
MGH53_P7_B05	NA	black	0	5.0679	0
MGH53_P7_B06	NA	black	0	1.3846	0
MGH53_P7_B07	NA	black	0	4.5145	0
MGH53_P7_B08	NA	black	0	0	0
MGH53_P7_B10	NA	black	0	4.7146	0
MGH53_P7_B11	NA	black	0	0	0
MGH53_P7_B12	0.00949301642421	green3	2	4.2575	0.24489
MGH53_P7_C01	NA	black	0	0	0
MGH53_P7_C02	NA	black	0	1.4351	0
MGH53_P7_C03	NA	black	0	0	0
MGH53_P7_C04	NA	black	0	4.6274	0
MGH53_P7_C05	NA	black	0	0	0
MGH53_P7_C06	NA	black	0	2.4502	0
MGH53_P7_C07	NA	black	0	5.2907	0
MGH53_P7_C09	NA	black	0	6.107	0
MGH53_P7_C11	NA	black	0	0	0
MGH53_P7_C12	NA	black	0	0	0.21909
MGH53_P7_D01	NA	black	0	2.8123	0
MGH53_P7_D02	NA	black	0	1.6848	0
MGH53_P7_D03	NA	black	0	0	0
MGH53_P7_D04	NA	black	0	6.9182	0
MGH53_P7_D05	NA	black	0	0	0
MGH53_P7_D06	NA	black	0	5.9578	0
MGH53_P7_D07	NA	black	0	0	0
MGH53_P7_D10	NA	black	0	5.2189	0
MGH53_P7_D11	NA	black	0	0	0.35276
MGH53_P7_D12	NA	black	0	0	0
MGH53_P7_E01	NA	black	0	4.9738	0
MGH53_P7_E02	NA	black	0	0	0.57434
MGH53_P7_E03	NA	black	0	0	0
MGH53_P7_E04	NA	black	0	0	0
MGH53_P7_E05	NA	black	0	0	0
MGH53_P7_E06	NA	black	0	0	0
MGH53_P7_E07	NA	black	0	0	0
MGH53_P7_E08	NA	black	0	6.074	0
MGH53_P7_E09	0.201005613651	green3	2	3.4156	0.17121
MGH53_P7_E10	-0.232085448141	green3	2	5.6269	0.20289
MGH53_P7_E11	NA	black	0	5.992	0
MGH53_P7_E12	NA	black	0	5.7706	0
MGH53_P7_F01	NA	black	0	0	0
MGH53_P7_F02	NA	black	0	1.6649	0
MGH53_P7_F04	NA	black	0	0	0
MGH53_P7_F05	NA	black	0	1.0676	0
MGH53_P7_F06	NA	black	0	6.4134	0
MGH53_P7_F08	NA	black	0	5.3153	0
MGH53_P7_F09	NA	black	0	5.0321	0
MGH53_P7_F10	NA	black	0	5.2828	0
MGH53_P7_F11	0.393142259252	green3	2	3.0032	0.12035
MGH53_P7_F12	NA	black	0	3.2848	0
MGH53_P7_G01	NA	black	0	0	0
MGH53_P7_G03	NA	black	0	0	0
MGH53_P7_G04	NA	black	0	0	0.20539
MGH53_P7_G05	NA	black	0	1.237	0
MGH53_P7_G06	NA	black	0	4.2037	0
MGH53_P7_G07	NA	black	0	5.6268	0
MGH53_P7_G08	NA	black	0	0	0
MGH53_P7_G09	NA	black	0	4.863	0
MGH53_P7_G10	NA	black	0	0	0
MGH53_P7_G11	NA	black	0	0	0
MGH53_P7_G12	NA	black	0	0	0
MGH53_P7_H01	NA	black	0	3.4671	0
MGH53_P7_H02	NA	black	0	0	0
MGH53_P7_H03	NA	black	0	0	0
MGH53_P7_H04	NA	black	0	1.7693	0
MGH53_P7_H05	-0.380025475136	green3	2	6.0743	0.18015
MGH53_P7_H06	NA	black	0	4.8474	0
MGH53_P7_H07	NA	black	0	4.0791	0
MGH53_P7_H08	NA	black	0	0	0.21785
MGH53_P7_H10	NA	black	0	6.0424	0
MGH53_P7_H11	NA	black	0	1.177	0
MGH53_P7_H12	0.180172357086	green3	2	3.173	0.21039
MGH53_P8_A01	NA	black	0	0	0
MGH53_P8_A02	NA	black	0	5.085	0
MGH53_P8_A03	NA	black	0	0	0
MGH53_P8_A04	NA	black	0	0	0
MGH53_P8_A05	NA	black	0	0	0
MGH53_P8_A06	NA	black	0	0	0.32423
MGH53_P8_A07	NA	black	0	6.4548	0
MGH53_P8_A08	NA	black	0	0	0
MGH53_P8_A09	NA	black	0	4.6768	0
MGH53_P8_A10	NA	black	0	0	0.16092
MGH53_P8_A11	NA	black	0	0.33113	0
MGH53_P8_A12	NA	black	0	0	0.67807
MGH53_P8_B03	NA	black	0	0	0
MGH53_P8_B04	-0.100007282982	green3	2	5.8111	0.27501
MGH53_P8_B08	NA	black	0	5.6611	0
MGH53_P8_B09	NA	black	0	5.2998	0
MGH53_P8_B10	NA	black	0	3.7885	0
MGH53_P8_B11	NA	black	0	6.2287	0
MGH53_P8_B12	NA	black	0	2.6344	0
MGH53_P8_C01	NA	black	0	0	0
MGH53_P8_C02	NA	black	0	0	0
MGH53_P8_C03	-0.173779001088	green3	2	5.757	0.24001
MGH53_P8_C04	NA	black	0	5.7986	0
MGH53_P8_C08	NA	black	0	4.8398	0
MGH53_P8_C09	NA	black	0	0	0
MGH53_P8_C10	NA	black	0	5.2811	0
MGH53_P8_C11	NA	black	0	0	0
MGH53_P8_C12	NA	black	0	2.5351	0
MGH53_P8_D01	NA	black	0	0	0
MGH53_P8_D02	0.199956471523	green3	2	3.104	0.20539
MGH53_P8_D03	NA	black	0	0	0
MGH53_P8_D04	NA	black	0	0	0.28924
MGH53_P8_D05	NA	black	0	0	0
MGH53_P8_D06	NA	black	0	0	0
MGH53_P8_D07	-0.330659281972	green3	2	1.1738	0.36625
MGH53_P8_D08	NA	black	0	3.4351	0
MGH53_P8_D09	NA	black	0	6.5785	0
MGH53_P8_D10	NA	black	0	2.9875	0
MGH53_P8_D11	NA	black	0	5.0018	0
MGH53_P8_E01	NA	black	0	0	0
MGH53_P8_E03	NA	black	0	4.4892	0
MGH53_P8_E04	NA	black	0	0.58592	0
MGH53_P8_E05	NA	black	0	2.6769	0
MGH53_P8_E06	NA	black	0	5.3567	0
MGH53_P8_E07	NA	black	0	2.9935	0
MGH53_P8_E08	NA	black	0	0	0
MGH53_P8_E09	-0.0217897736184	green3	2	6.3773	0.31383
MGH53_P8_E10	NA	black	0	5.7106	0
MGH53_P8_E11	NA	black	0	1.6521	0
MGH53_P8_F01	0.0571646058858	green3	2	5.7844	0.34369
MGH53_P8_F02	NA	black	0	4.4048	0
MGH53_P8_F04	NA	black	0	0.47093	0
MGH53_P8_F05	NA	black	0	0	0.20539
MGH53_P8_F06	NA	black	0	5.0359	0
MGH53_P8_F07	NA	black	0	0	0
MGH53_P8_F08	NA	black	0	0	0.40817
MGH53_P8_F09	NA	black	0	4.1341	0
MGH53_P8_F11	NA	black	0	0	0
MGH53_P8_G01	NA	black	0	6.6294	0
MGH53_P8_G02	NA	black	0	0	0
MGH53_P8_G03	NA	black	0	2.1632	0
MGH53_P8_G04	NA	black	0	0	0
