Cell_name	Zvalue	Color	Cluster	CDKN1B	ING4
MGH54_P6_E12	NA	black	0	2.7966	0
MGH54_P6_F01	NA	black	0	1.8371	0
MGH54_P6_F02	0.127679712767	red	1	3.6725	5.1031
MGH54_P6_F03	NA	black	0	2.5132	0
MGH54_P6_F05	NA	black	0	0	5.8429
MGH54_P6_F06	-0.0186805031974	red	1	3.2644	5.0475
MGH54_P6_F07	NA	black	0	3.9251	0
MGH54_P6_F08	NA	black	0	0	5.1373
MGH54_P6_F09	NA	black	0	0	0
MGH54_P6_F10	NA	black	0	0	5.6093
MGH54_P6_F11	NA	black	0	0	4.0695
MGH54_P6_F12	1.13499405875	green3	2	5.2038	5.7513
MGH54_P6_G01	-0.949998143196	red	1	2.3926	6.2241
MGH54_P6_G02	NA	black	0	0	1.3214
MGH54_P6_G03	0.0320113918168	red	1	3.1475	3.0854
MGH54_P6_G04	-0.397260904896	red	1	1.7159	4.712
MGH54_P6_G06	-0.542273067382	red	1	3.6826	2.2412
MGH54_P6_G07	NA	black	0	0	0
MGH54_P6_G08	NA	black	0	0	5.4631
MGH54_P6_G09	NA	black	0	0	0
MGH54_P6_G10	NA	black	0	1.4803	0
MGH54_P6_G11	-0.121976693791	red	1	2.3704	4.5215
MGH54_P6_G12	NA	black	0	0	6.0006
MGH54_P6_H01	NA	black	0	3.4492	0
MGH54_P6_H03	NA	black	0	0	0
MGH54_P6_H05	NA	black	0	1.8286	0
MGH54_P6_H06	NA	black	0	0	5.4784
MGH54_P6_H07	NA	black	0	1.6257	0
MGH54_P6_H08	NA	black	0	0	0
MGH54_P6_H09	NA	black	0	0	7.2352
MGH54_P6_H10	NA	black	0	3.9679	0
MGH54_P6_H11	NA	black	0	0	0
MGH54_P6_H12	NA	black	0	0	7.2849
MGH54_P7_A02	NA	black	0	5.902	0
MGH54_P7_A03	NA	black	0	0	6.0446
MGH54_P7_A04	NA	black	0	3.6686	0
MGH54_P7_A06	NA	black	0	0	7.1358
MGH54_P7_A07	2.80528867944	black	0	5.7922	6.9894
MGH54_P7_A08	NA	black	0	0	0
MGH54_P7_A10	NA	black	0	0	0
MGH54_P7_A11	NA	black	0	5.4197	0
MGH54_P7_A12	NA	black	0	0	4.6297
MGH54_P7_B01	NA	black	0	0	2.7555
MGH54_P7_B03	NA	black	0	4.7091	0
MGH54_P7_B04	NA	black	0	0	0
MGH54_P7_B05	NA	black	0	0	0
MGH54_P7_B06	NA	black	0	0	0
MGH54_P7_B07	NA	black	0	0	0
MGH54_P7_B08	NA	black	0	5.6747	0
MGH54_P7_B09	NA	black	0	0	6.6912
MGH54_P7_B10	NA	black	0	0	6.6927
MGH54_P7_B12	NA	black	0	0	4.3559
MGH54_P7_C01	NA	black	0	0	2.815
MGH54_P7_C03	NA	black	0	0	0
MGH54_P7_C04	NA	black	0	0	0
MGH54_P7_C05	NA	black	0	0	0
MGH54_P7_C06	NA	black	0	0	0
MGH54_P7_C07	NA	black	0	0	0
MGH54_P7_C08	NA	black	0	0	0
MGH54_P7_C09	NA	black	0	0	0
MGH54_P7_C10	NA	black	0	0	0
MGH54_P7_C11	NA	black	0	6.1907	0
MGH54_P7_C12	NA	black	0	0	0
MGH54_P7_D01	NA	black	0	0	0
MGH54_P7_D02	NA	black	0	0	0
MGH54_P7_D03	0.404904417698	red	1	3.835	6.2385
MGH54_P7_D04	NA	black	0	0	0
MGH54_P7_D05	NA	black	0	0	4.1105
MGH54_P7_D06	NA	black	0	0	0
MGH54_P7_D08	NA	black	0	0	0
MGH54_P7_D11	NA	black	0	0	6.1986
MGH54_P7_D12	NA	black	0	0	3.4668
MGH54_P7_E01	NA	black	0	0	0
MGH54_P7_E02	NA	black	0	0	6.5258
MGH54_P7_E03	NA	black	0	0	0
MGH54_P7_E04	NA	black	0	0	0
MGH54_P7_E05	NA	black	0	0	0
MGH54_P7_E06	NA	black	0	4.2965	0
MGH54_P7_E08	NA	black	0	0	0
MGH54_P7_E09	NA	black	0	0	0.98258
MGH54_P7_E10	NA	black	0	0	2.5663
MGH54_P7_E11	NA	black	0	0	0
MGH54_P7_E12	NA	black	0	0	7.1939
MGH54_P7_F01	NA	black	0	0	0
MGH54_P7_F02	NA	black	0	0	0
MGH54_P7_F03	NA	black	0	0	5.9259
MGH54_P7_F04	NA	black	0	0	0
MGH54_P7_F05	NA	black	0	0	0
MGH54_P7_F06	NA	black	0	0	0
MGH54_P7_F08	NA	black	0	0	7.2499
MGH54_P7_F10	NA	black	0	0	0
MGH54_P7_F11	0.437199241685	red	1	4.511	5.1841
MGH54_P7_G01	NA	black	0	0	6.7375
MGH54_P7_G02	NA	black	0	0	5.6676
MGH54_P7_G03	NA	black	0	0	0
MGH54_P7_G04	NA	black	0	0	5.1076
MGH54_P7_G06	NA	black	0	0	0
MGH54_P7_G07	NA	black	0	0	0
MGH54_P7_G08	NA	black	0	0	7.3095
MGH54_P7_G09	NA	black	0	0	6.827
MGH54_P7_G10	NA	black	0	0	7.0827
MGH54_P7_G11	NA	black	0	0	0
MGH54_P7_H01	NA	black	0	0	0
MGH54_P7_H02	NA	black	0	0	0
MGH54_P7_H04	NA	black	0	5.3952	0
MGH54_P7_H05	NA	black	0	0	0
MGH54_P7_H09	NA	black	0	0	0
MGH54_P7_H10	NA	black	0	0	0
MGH54_P8_A01	NA	black	0	1.3051	0
MGH54_P8_A06	NA	black	0	0	0
MGH54_P8_A07	NA	black	0	0	0
MGH54_P8_A09	0.142735321988	red	1	3.5411	6.3687
MGH54_P8_A10	NA	black	0	0	0
MGH54_P8_A11	NA	black	0	0	0.36849
MGH54_P8_A12	NA	black	0	0	0
MGH54_P8_B01	NA	black	0	0	0
MGH54_P8_B02	NA	black	0	0	0
MGH54_P8_B04	NA	black	0	0	0
MGH54_P8_B08	NA	black	0	0	0
MGH54_P8_B09	NA	black	0	0	5.8958
MGH54_P8_B12	NA	black	0	0	0
MGH54_P8_C02	NA	black	0	7.294	0
MGH54_P8_C04	NA	black	0	0	0
MGH54_P8_C06	NA	black	0	0	0
MGH54_P8_C07	NA	black	0	0	0
MGH54_P8_C09	NA	black	0	0	7.203
MGH54_P8_C12	NA	black	0	0	0
MGH54_P8_D01	NA	black	0	0	0
MGH54_P8_D03	NA	black	0	0	0
MGH54_P8_D04	NA	black	0	0	0
MGH54_P8_D05	NA	black	0	0	0
MGH54_P8_D06	NA	black	0	0	6.9598
MGH54_P8_D07	NA	black	0	0	0
MGH54_P8_D08	NA	black	0	0	0
MGH54_P8_D10	NA	black	0	0	0
MGH54_P8_D11	NA	black	0	0	0
MGH54_P8_D12	NA	black	0	0	0
MGH54_P8_E01	NA	black	0	0	4.2345
MGH54_P8_E04	NA	black	0	0	0
MGH54_P8_E05	NA	black	0	0	0
MGH54_P8_E07	NA	black	0	0	0
MGH54_P8_E08	NA	black	0	0	0
MGH54_P8_E10	NA	black	0	0	0
MGH54_P8_F01	NA	black	0	0	0
MGH54_P8_F02	NA	black	0	0	0
MGH54_P8_F04	NA	black	0	0	0
MGH54_P8_F05	NA	black	0	0	0
MGH54_P8_F06	NA	black	0	0	0
MGH54_P8_F08	NA	black	0	0	0
MGH54_P8_F09	NA	black	0	0	0
MGH54_P8_F10	NA	black	0	0	0
MGH54_P8_F11	NA	black	0	0	0
MGH54_P8_F12	NA	black	0	0	6.4245
MGH54_P8_G01	NA	black	0	0	0
MGH54_P8_G03	NA	black	0	0	0
MGH54_P8_G04	NA	black	0	0	0
MGH54_P8_G05	NA	black	0	0	0
MGH54_P8_G06	NA	black	0	0	0
MGH54_P8_G07	NA	black	0	0	6.559
MGH54_P8_G08	NA	black	0	0	0
MGH54_P8_G09	NA	black	0	0	0
MGH54_P8_G10	NA	black	0	0	0
MGH54_P8_G11	NA	black	0	0	0
MGH54_P8_G12	NA	black	0	0	0
MGH54_P8_H01	NA	black	0	0	0
MGH54_P8_H03	NA	black	0	0	6.6819
MGH54_P8_H04	NA	black	0	0	6.4489
MGH54_P8_H06	NA	black	0	0	0
MGH54_P8_H07	NA	black	0	0	0
MGH54_P8_H08	NA	black	0	0	0
MGH54_P8_H10	NA	black	0	0	0
MGH54_P8_H12	NA	black	0	0	0
MGH54_P10_A01	-0.443649685099	red	1	2.9182	6.2437
MGH54_P10_A02	NA	black	0	0	2.8908
MGH54_P10_A03	NA	black	0	0	6.7732
MGH54_P10_A04	NA	black	0	3.3202	0
MGH54_P10_A05	-1.44358363744	red	1	2.6031	7.6982
MGH54_P10_A06	NA	black	0	0	1.1865
MGH54_P10_A07	-3.66419028206	black	0	1.082	7.3427
MGH54_P10_A09	NA	black	0	0	5.2267
MGH54_P10_A10	NA	black	0	0	5.4423
MGH54_P10_A11	-0.576538606651	red	1	2.5049	5.6616
MGH54_P10_A12	NA	black	0	0	0
MGH54_P10_B01	NA	black	0	0	5.3428
MGH54_P10_B02	NA	black	0	0	5.9481
MGH54_P10_B03	NA	black	0	0	0
MGH54_P10_B05	1.39302151565	green3	2	5.0173	6.2316
MGH54_P10_B06	NA	black	0	0	3.073
MGH54_P10_B07	NA	black	0	0	5.1826
MGH54_P10_B08	NA	black	0	4.0878	0
MGH54_P10_B09	NA	black	0	0	0
MGH54_P10_B10	NA	black	0	0	6.5331
MGH54_P10_B11	NA	black	0	0	7.7834
MGH54_P10_B12	-0.533227385476	red	1	2.9174	6.5482
MGH54_P10_C01	NA	black	0	0	0
MGH54_P10_C02	NA	black	0	5.6921	0
MGH54_P10_C03	NA	black	0	3.2102	0
MGH54_P10_C04	NA	black	0	0	0
MGH54_P10_C05	NA	black	0	0	0.58304
MGH54_P10_C07	NA	black	0	3.3915	0
MGH54_P10_C08	NA	black	0	0	0
MGH54_P10_C09	NA	black	0	0	5.5725
MGH54_P10_C10	NA	black	0	0	0
MGH54_P10_C11	NA	black	0	3.7746	0
MGH54_P10_C12	NA	black	0	0	0
MGH54_P10_D01	NA	black	0	0	5.8256
MGH54_P10_D02	NA	black	0	0	0
MGH54_P10_D03	NA	black	0	0	1.6466
MGH54_P10_D04	NA	black	0	0	5.3686
MGH54_P10_D05	NA	black	0	0	0
MGH54_P10_D06	NA	black	0	0	6.3325
MGH54_P10_D07	-0.0321532231862	red	1	2.8738	4.4502
MGH54_P10_D09	NA	black	0	0	0
MGH54_P10_D10	NA	black	0	2.4828	0
MGH54_P10_D11	-0.0657364654528	red	1	2.0545	4.3317
MGH54_P10_D12	NA	black	0	0	0
MGH54_P10_E01	0.775297598173	red	1	4.1941	6.4098
MGH54_P10_E02	NA	black	0	0	6.5968
MGH54_P10_E03	NA	black	0	0	0
MGH54_P10_E04	NA	black	0	0	0
MGH54_P10_E05	NA	black	0	0	0
MGH54_P10_E06	NA	black	0	0	4.6377
MGH54_P10_E07	NA	black	0	0	5.3806
MGH54_P10_E08	NA	black	0	0	5.7729
MGH54_P10_E09	NA	black	0	0	0
MGH54_P10_E10	NA	black	0	5.6786	0
MGH54_P10_E11	NA	black	0	5.1249	0
MGH54_P10_E12	NA	black	0	0	0
MGH54_P10_F01	NA	black	0	0	5.005
MGH54_P10_F02	NA	black	0	0	0
MGH54_P10_F03	NA	black	0	0	5.3884
MGH54_P10_F04	NA	black	0	0	2.0356
MGH54_P10_F05	NA	black	0	4.6904	0
MGH54_P10_F06	NA	black	0	0	5.7723
MGH54_P10_F08	NA	black	0	0	0
MGH54_P10_F09	NA	black	0	0	5.1437
MGH54_P10_F10	-2.57097582113	black	0	0.68616	6.0856
MGH54_P10_F11	NA	black	0	0	6.8395
MGH54_P10_F12	1.38942271157	green3	2	5.3678	5.9308
MGH54_P10_G01	-3.1600665214	black	0	1.5588	7.6076
MGH54_P10_G02	NA	black	0	0	0
MGH54_P10_G03	NA	black	0	5.4634	0
MGH54_P10_G05	0.00508412824776	red	1	3.1728	2.7097
MGH54_P10_G06	-0.734891419062	red	1	2.2813	5.6563
MGH54_P10_G07	NA	black	0	5.579	0
MGH54_P10_G09	NA	black	0	0	0
MGH54_P10_G10	NA	black	0	0	5.5242
MGH54_P10_G11	NA	black	0	0	0
MGH54_P10_G12	0.466636655608	red	1	3.8364	6.6369
MGH54_P10_H02	NA	black	0	0	6.2758
MGH54_P10_H03	NA	black	0	0	0
MGH54_P10_H04	NA	black	0	0	3.2199
MGH54_P10_H05	NA	black	0	0	1.107
MGH54_P10_H06	-0.312150775256	red	1	2.6606	5.236
MGH54_P10_H07	NA	black	0	0	6.3383
MGH54_P10_H08	NA	black	0	1.6383	0
MGH54_P10_H09	NA	black	0	0	0
MGH54_P10_H10	NA	black	0	0.419	0
MGH54_P10_H11	-3.30250942875	black	0	4.8634	0.65901
MGH54_P10_H12	NA	black	0	4.2486	0
MGH54_P11_A01	0.743785537851	red	1	4.3262	6.0238
MGH54_P11_A02	NA	black	0	0	3.448
MGH54_P11_A03	-1.89100411453	black	0	1.442	6.1846
MGH54_P11_A04	NA	black	0	0	5.622
MGH54_P11_A05	NA	black	0	0	6.2821
MGH54_P11_A06	NA	black	0	0	2.6542
MGH54_P11_A08	NA	black	0	1.8584	0
MGH54_P11_A09	NA	black	0	0	6.544
MGH54_P11_A10	NA	black	0	1.5724	0
MGH54_P11_A11	NA	black	0	0	0
MGH54_P11_A12	NA	black	0	0	0
MGH54_P11_B01	-0.61925695634	red	1	2.2488	5.4108
MGH54_P11_B02	0.524263158671	red	1	4.7078	5.2233
MGH54_P11_B03	NA	black	0	0	0
MGH54_P11_B04	NA	black	0	1.2975	0
MGH54_P11_B05	0.0237850115256	red	1	3.3835	5.142
MGH54_P11_B06	NA	black	0	0	4.2523
MGH54_P11_B08	NA	black	0	0	6.278
MGH54_P11_B09	NA	black	0	3.2065	0
MGH54_P11_B10	NA	black	0	0	2.6128
MGH54_P11_B11	-0.128481603997	red	1	3.1311	5.5411
MGH54_P11_B12	NA	black	0	0	5.2706
MGH54_P11_C01	-0.0292048330348	red	1	3.362	6.3166
MGH54_P11_C02	NA	black	0	4.6187	0
MGH54_P11_C03	NA	black	0	2.1567	0
MGH54_P11_C04	NA	black	0	0	6.225
MGH54_P11_C05	NA	black	0	0	0
MGH54_P11_C06	0.269772966393	red	1	3.7535	5.7793
MGH54_P11_C07	NA	black	0	0	0.62854
MGH54_P11_C08	NA	black	0	0	0
MGH54_P11_C09	NA	black	0	0	0
MGH54_P11_C10	NA	black	0	0	5.6616
MGH54_P11_C12	1.26284392307	green3	2	5.3225	5.8218
MGH54_P11_D01	NA	black	0	3.1722	0
MGH54_P11_D02	NA	black	0	4.9135	0
MGH54_P11_D03	NA	black	0	0	0
MGH54_P11_D04	NA	black	0	0	0
MGH54_P11_D05	NA	black	0	2.8034	0
MGH54_P11_D06	NA	black	0	1.3522	0
MGH54_P11_D07	0.265003693463	red	1	3.6399	6.9853
MGH54_P11_D08	0.0350218469921	red	1	3.4777	4.743
MGH54_P11_D09	-0.294826189691	red	1	2.9411	5.7515
MGH54_P11_D10	NA	black	0	0	6.2146
MGH54_P11_D11	-0.00551523358447	red	1	2.9003	4.3201
MGH54_P11_D12	-0.302667977461	red	1	3.3383	1.5622
MGH54_P11_E01	-0.0998552388653	red	1	3.2126	5.7348
MGH54_P11_E02	NA	black	0	0	0
MGH54_P11_E03	NA	black	0	0	0
MGH54_P11_E04	NA	black	0	2.2141	0
MGH54_P11_E05	NA	black	0	2.3271	0
MGH54_P11_E06	NA	black	0	0	0
MGH54_P11_E07	-0.0611322053301	red	1	2.7144	4.4959
MGH54_P11_E08	-0.374314203386	red	1	3.4603	1.9561
MGH54_P11_E09	0.0252053969679	red	1	4.8201	4.4808
MGH54_P11_E10	NA	black	0	0	5.7013
MGH54_P11_E11	0.0101853573749	red	1	3.3767	5.8105
MGH54_P11_E12	4.30367585191	black	0	0.42653	0.69688
MGH54_P11_F01	NA	black	0	0	1.2345
MGH54_P11_F02	NA	black	0	0	6.6285
MGH54_P11_F03	NA	black	0	0	2.4222
MGH54_P11_F04	0.36330880039	red	1	2.8266	1.7403
MGH54_P11_F05	-0.24869829594	red	1	3.2763	1.3829
MGH54_P11_F06	-1.87738383676	black	0	1.6736	6.4399
MGH54_P11_F07	0.570419316686	red	1	4.0156	6.2647
MGH54_P11_F08	NA	black	0	0	0
MGH54_P11_F09	NA	black	0	0	6.2738
MGH54_P11_F10	NA	black	0	0	7.4272
MGH54_P11_F11	NA	black	0	0	5.4658
MGH54_P11_F12	NA	black	0	0	0.74244
MGH54_P11_G01	NA	black	0	2.6498	0
MGH54_P11_G02	-0.278566992447	red	1	2.7128	5.2116
MGH54_P11_G03	NA	black	0	0	5.6751
MGH54_P11_G04	NA	black	0	0	3.3494
MGH54_P11_G05	NA	black	0	0	6.6791
MGH54_P11_G06	NA	black	0	0	6.2607
MGH54_P11_G07	1.72845538238	black	0	2.0864	0.50284
MGH54_P11_G08	NA	black	0	0	0
MGH54_P11_G09	NA	black	0	0	0
MGH54_P11_G10	NA	black	0	3.4167	0
MGH54_P11_G11	NA	black	0	0	5.2865
MGH54_P11_G12	NA	black	0	0	1.7974
MGH54_P11_H01	NA	black	0	0	5.1122
MGH54_P11_H02	NA	black	0	0	0
MGH54_P11_H03	NA	black	0	0	0
MGH54_P11_H04	NA	black	0	2.4805	0
MGH54_P11_H05	NA	black	0	0	0
MGH54_P11_H06	NA	black	0	0	0
MGH54_P11_H07	-1.83005487932	black	0	1.0524	5.7792
MGH54_P11_H08	NA	black	0	4.3509	0
MGH54_P11_H09	NA	black	0	0	1.1017
MGH54_P11_H10	NA	black	0	0	0
MGH54_P11_H11	NA	black	0	0	0
MGH54_P11_H12	NA	black	0	0	4.6947
MGH54_P12_A01	NA	black	0	0	2.8967
MGH54_P12_A02	NA	black	0	0	0
MGH54_P12_A03	NA	black	0	0	4.5905
MGH54_P12_A04	1.00789494056	green3	2	5.323	5.5433
MGH54_P12_A05	NA	black	0	0	4.751
MGH54_P12_A06	NA	black	0	4.1537	0
MGH54_P12_A07	-0.514337844762	red	1	2.1365	5.1241
MGH54_P12_A08	1.65074133925	black	0	6.109	5.7968
MGH54_P12_A09	-0.0664757531737	red	1	0.93734	4.188
MGH54_P12_A10	NA	black	0	0	0
MGH54_P12_A11	-1.05283307409	red	1	2.456	6.546
MGH54_P12_B01	NA	black	0	3.7168	0
MGH54_P12_B02	-0.372591358955	red	1	2.4911	5.1795
MGH54_P12_B03	-1.05152000558	red	1	0.59168	4.9018
MGH54_P12_B04	NA	black	0	0	7.4977
MGH54_P12_B05	-0.570703826755	red	1	3.7281	2.2978
MGH54_P12_B06	NA	black	0	3.7857	0
MGH54_P12_B07	-0.075919953743	red	1	3.8639	4.1079
MGH54_P12_B08	NA	black	0	0	4.398
MGH54_P12_B09	NA	black	0	0	4.7119
MGH54_P12_B10	-0.575041364092	red	1	3.9208	2.7628
MGH54_P12_B11	NA	black	0	0	0
MGH54_P12_C01	NA	black	0	5.0018	0
MGH54_P12_C02	NA	black	0	4.1912	0
MGH54_P12_C03	NA	black	0	0	0
MGH54_P12_C04	1.02411894344	green3	2	2.3245	1.5465
MGH54_P12_C05	NA	black	0	0	2.0161
MGH54_P12_C06	NA	black	0	0	4.6254
MGH54_P12_C07	NA	black	0	0	0
MGH54_P12_C08	NA	black	0	0	5.8059
MGH54_P12_C09	NA	black	0	4.1978	0
MGH54_P12_C11	NA	black	0	0	4.7334
MGH54_P12_C12	-0.375615602637	red	1	3.1889	7.2919
MGH54_P12_D01	NA	black	0	0	1.8082
MGH54_P12_D02	NA	black	0	0	1.8556
MGH54_P12_D04	NA	black	0	0	3.8432
MGH54_P12_D05	-0.0315988525552	red	1	2.4022	4.3237
MGH54_P12_D06	NA	black	0	0	6.5664
MGH54_P12_D07	NA	black	0	0	5.348
MGH54_P12_D08	NA	black	0	0	5.2648
MGH54_P12_D09	0.372253363937	red	1	4.6464	5.0109
MGH54_P12_D10	NA	black	0	0	6.6586
MGH54_P12_D11	0.377935662255	red	1	4.2814	5.2221
MGH54_P12_D12	NA	black	0	0	0
MGH54_P12_E01	NA	black	0	5.4117	0
MGH54_P12_E02	NA	black	0	0	6.8558
MGH54_P12_E03	NA	black	0	0	0
MGH54_P12_E04	NA	black	0	0	5.4785
MGH54_P12_E05	NA	black	0	0	0
MGH54_P12_E06	NA	black	0	1.3121	0
MGH54_P12_E07	-0.127442505281	red	1	2.5482	4.615
MGH54_P12_E08	NA	black	0	0	5.534
MGH54_P12_E09	-0.126461681657	red	1	2.8949	4.9191
MGH54_P12_E10	NA	black	0	0	5.8034
MGH54_P12_E11	NA	black	0	0	3.713
MGH54_P12_E12	NA	black	0	0	5.4795
MGH54_P12_F01	-1.00083907291	red	1	5.4165	3.5491
MGH54_P12_F02	0.515481864032	red	1	5.1174	5.0639
MGH54_P12_F03	0.212380400998	red	1	3.8218	5.2575
MGH54_P12_F04	NA	black	0	0	6.233
MGH54_P12_F05	NA	black	0	0	0
MGH54_P12_F06	NA	black	0	0	5.9497
MGH54_P12_F07	NA	black	0	0	6.5469
MGH54_P12_F08	-0.178009656005	red	1	4.9879	4.2463
MGH54_P12_F09	NA	black	0	0	5.9304
MGH54_P12_F10	NA	black	0	4.7159	0
MGH54_P12_F11	0.330513328112	red	1	2.8012	2.3741
MGH54_P12_F12	-0.246525460001	red	1	2.2576	4.7266
MGH54_P12_G01	NA	black	0	0	5.0253
MGH54_P12_G02	1.5283254718	black	0	5.0027	6.4346
MGH54_P12_G03	NA	black	0	2.9372	0
MGH54_P12_G04	NA	black	0	0	0
MGH54_P12_G05	0.429224072453	red	1	3.8585	6.2586
MGH54_P12_G06	-0.0510502097521	red	1	2.8639	4.5359
MGH54_P12_G07	NA	black	0	2.8333	0
MGH54_P12_G08	NA	black	0	4.378	0
MGH54_P12_G09	NA	black	0	0	5.2906
MGH54_P12_G10	NA	black	0	0	2.1909
MGH54_P12_G11	1.19767059806	green3	2	2.3196	0.96495
MGH54_P12_H01	NA	black	0	0	5.0982
MGH54_P12_H02	NA	black	0	4.211	0
MGH54_P12_H03	-1.96554587959	black	0	4.9159	2.1557
MGH54_P12_H04	-0.579002046917	red	1	2.7995	6.3037
MGH54_P12_H05	0.0745376699425	red	1	2.4212	4.0666
MGH54_P12_H06	NA	black	0	0	3.0638
MGH54_P12_H07	NA	black	0	5.0246	0
MGH54_P12_H09	NA	black	0	4.4358	0
MGH54_P12_H10	-0.180509401999	red	1	3.2496	1.5845
MGH54_P12_H11	NA	black	0	0	1.8347
MGH54_P9_A01	NA	black	0	0	5.7834
MGH54_P9_A02	-0.765187243281	red	1	2.6897	6.4921
MGH54_P9_A03	-0.0337127767418	red	1	3.3481	3.6958
MGH54_P9_A04	0.138090142374	red	1	3.7014	5.1053
MGH54_P9_A05	0.39558807173	red	1	4.1303	5.4249
MGH54_P9_A06	-4.5228732488	black	0	5.4704	0.61636
MGH54_P9_A07	NA	black	0	0.98987	0
MGH54_P9_A08	-0.549910691599	red	1	2.2975	5.3366
MGH54_P9_A09	NA	black	0	0	0.75617
MGH54_P9_A10	NA	black	0	3.044	0
MGH54_P9_A11	NA	black	0	0	5.9728
MGH54_P9_A12	NA	black	0	0	1.3488
MGH54_P9_B01	NA	black	0	0	4.8806
MGH54_P9_B02	NA	black	0	0	3.7667
MGH54_P9_B03	NA	black	0	0	4.8694
MGH54_P9_B04	NA	black	0	0	1.1104
MGH54_P9_B05	NA	black	0	0	2.5797
MGH54_P9_B06	NA	black	0	0	6.9002
MGH54_P9_B07	NA	black	0	0	5.1786
MGH54_P9_B10	NA	black	0	0	0
MGH54_P9_B11	0.391373372394	red	1	4.886	4.9667
MGH54_P9_B12	NA	black	0	0	4.3739
MGH54_P9_C01	NA	black	0	0	5.8978
MGH54_P9_C02	NA	black	0	0	5.3643
MGH54_P9_C03	NA	black	0	3.4505	0
MGH54_P9_C04	NA	black	0	2.7839	0
MGH54_P9_C05	-0.681502318131	red	1	2.4041	5.7269
MGH54_P9_C06	NA	black	0	4.4441	0
MGH54_P9_C07	0.626662704253	red	1	4.478	5.5657
MGH54_P9_C08	NA	black	0	3.4402	0
MGH54_P9_C09	NA	black	0	0	0
MGH54_P9_C10	NA	black	0	2.3926	0
MGH54_P9_C11	NA	black	0	0	2.1213
MGH54_P9_C12	-0.381090470401	red	1	2.8111	5.7245
MGH54_P9_D01	NA	black	0	0	0
MGH54_P9_D03	NA	black	0	4.0907	0
MGH54_P9_D04	-0.131681489945	red	1	2.7725	4.7928
MGH54_P9_D05	NA	black	0	2.4046	0
MGH54_P9_D07	NA	black	0	0	5.9801
MGH54_P9_D08	NA	black	0	0	5.4033
MGH54_P9_D09	NA	black	0	0	5.2056
MGH54_P9_D10	NA	black	0	0	4.8422
MGH54_P9_D11	0.298306547427	red	1	4.2681	5.0505
MGH54_P9_D12	NA	black	0	0	5.47
MGH54_P9_E01	NA	black	0	2.3567	0
MGH54_P9_E02	NA	black	0	0	6.7724
MGH54_P9_E03	NA	black	0	0	0
MGH54_P9_E04	NA	black	0	1.9745	0
MGH54_P9_E05	NA	black	0	3.4083	0
MGH54_P9_E06	-0.352723381222	red	1	2.843	5.7056
MGH54_P9_E07	NA	black	0	0	5.1601
MGH54_P9_E08	NA	black	0	0	6.4436
MGH54_P9_E09	NA	black	0	0	0
MGH54_P9_E10	NA	black	0	0	0
MGH54_P9_E11	NA	black	0	5.279	0
MGH54_P9_E12	-1.24585680132	red	1	0.47923	5.0012
MGH54_P9_F01	NA	black	0	0	0
MGH54_P9_F02	NA	black	0	0	5.2365
MGH54_P9_F03	-3.11661814273	black	0	4.8118	0.75189
MGH54_P9_F04	NA	black	0	0	0
MGH54_P9_F05	-0.0421524870661	red	1	1.9019	4.2715
MGH54_P9_F06	NA	black	0	0	0
MGH54_P9_F07	NA	black	0	0	5.8406
MGH54_P9_F08	NA	black	0	0	0
MGH54_P9_F09	NA	black	0	0	4.8419
MGH54_P9_F10	-0.054123309642	red	1	3.2765	5.714
MGH54_P9_F11	NA	black	0	0	0
MGH54_P9_F12	NA	black	0	0	0
MGH54_P9_G01	0.186736918008	red	1	2.7828	3.397
MGH54_P9_G02	NA	black	0	0	5.4764
MGH54_P9_G03	NA	black	0	4.0065	0
MGH54_P9_G04	0.754263749398	red	1	4.8448	5.488
MGH54_P9_G05	0.531507290574	red	1	4.7525	5.2125
MGH54_P9_G06	NA	black	0	4.3206	0
MGH54_P9_G07	-0.416238650087	red	1	2.8582	5.9629
MGH54_P9_G08	NA	black	0	4.0014	0
MGH54_P9_G09	NA	black	0	0	6.2207
MGH54_P9_G10	NA	black	0	2.9107	0
MGH54_P9_G12	NA	black	0	0	0
MGH54_P9_H01	NA	black	0	3.0416	0
MGH54_P9_H02	NA	black	0	3.5764	0
MGH54_P9_H03	0.165498172213	red	1	5.6802	4.6608
MGH54_P9_H04	NA	black	0	4.8053	0
MGH54_P9_H05	0.067509495969	red	1	3.5607	4.8971
MGH54_P9_H06	NA	black	0	0	0
MGH54_P9_H07	NA	black	0	0.48336	0
MGH54_P9_H08	-1.99420050562	black	0	2.099	7.2814
MGH54_P9_H09	-0.550639748273	red	1	3.7416	2.3975
MGH54_P9_H10	0.0374253939743	red	1	4.2375	4.4803
MGH54_P9_H11	0.235528667672	red	1	3.7599	5.5375
MGH54_P9_H12	-0.08535225394	red	1	0.32654	4.1392
MGH54_P2_A05	NA	black	0	0	0
MGH54_P2_A06	NA	black	0	3.0241	0
MGH54_P2_A10	1.35636073056	green3	2	4.8199	6.4216
MGH54_P2_B03	NA	black	0	5.7182	0
MGH54_P2_B04	NA	black	0	0	4.4327
MGH54_P2_B06	NA	black	0	0	6.4616
MGH54_P2_B09	NA	black	0	0	0
MGH54_P2_B10	NA	black	0	0	4.6409
MGH54_P2_B11	NA	black	0	0	5.5858
MGH54_P2_C01	NA	black	0	0	0
MGH54_P2_C02	NA	black	0	0	5.9174
