Cell_name	Zvalue	Color	Cluster	NANOG	STAT3
MGH36_P4_G01	-0.584778606116	red	1	0.22651	3.4805
MGH36_P4_G02	-0.616434265266	red	1	0.73725	6.3116
MGH36_P4_G03	0.137782433649	red	1	0.77653	0.38626
MGH36_P4_G04	NA	black	0	0	2.9514
MGH36_P4_G05	0.49764781706	red	1	0.33457	0.8536
MGH36_P4_G06	0.862308120596	red	1	0.23511	0.1776
MGH36_P4_G08	NA	black	0	0.44148	0
MGH36_P4_G09	NA	black	0	0.83431	0
MGH36_P4_G10	0.873000329056	red	1	0.24732	0.11103
MGH36_P4_G11	0.805261086205	red	1	0.20789	0.39397
MGH36_P4_H01	-0.382278992007	red	1	0.59455	3.9372
MGH36_P4_H02	NA	black	0	0.848	0
MGH36_P4_H03	-0.70451693176	red	1	0.63599	5.573
MGH36_P4_H04	0.840099822572	red	1	0.24245	0.20914
MGH36_P4_H05	NA	black	0	0	0.13488
MGH36_P4_H09	-0.00918681705222	red	1	0.90381	2.9216
MGH36_P4_H12	NA	black	0	1.3161	0
MGH36_P6_A02	NA	black	0	0	3.5737
MGH36_P6_A04	NA	black	0	0	0.23634
MGH36_P6_A05	0.120018288871	red	1	0.79494	0.29042
MGH36_P6_A07	0.53323208231	red	1	0.48646	0.18142
MGH36_P6_A08	-0.511693415553	red	1	1.2851	0.27977
MGH36_P6_A09	-0.0512024338309	red	1	0.93282	0.3774
MGH36_P6_A10	0.230044645147	red	1	0.72247	0.084064
MGH36_P6_A11	NA	black	0	0.56365	0
MGH36_P6_B03	NA	black	0	0	5.8989
MGH36_P6_B04	NA	black	0	0	1.7502
MGH36_P6_B05	NA	black	0	0	1.3511
MGH36_P6_B06	-0.503199495867	red	1	0.28688	3.4105
MGH36_P6_B10	-0.899962998458	red	1	0.23266	4.1595
MGH36_P6_B11	0.829388397087	red	1	0.22157	0.29866
MGH36_P6_B12	NA	black	0	0	0
MGH36_P6_C02	NA	black	0	0	4.2593
MGH36_P6_C03	0.654194855689	red	1	0.39287	0.1865
MGH36_P6_C04	NA	black	0	0.18523	0
MGH36_P6_C05	NA	black	0	0.57821	0
MGH36_P6_C06	2.79633835202	black	0	3.5014	4.0746
MGH36_P6_C07	NA	black	0	0	4.1633
MGH36_P6_C08	0.899109545224	red	1	1.6713	4.183
MGH36_P6_C09	0.323910925135	red	1	0.64616	0.17249
MGH36_P6_C11	1.10701477226	red	1	1.5695	5.0442
MGH36_P6_C12	NA	black	0	0	0.59072
MGH36_P6_D01	NA	black	0	0.29866	0
MGH36_P6_D02	NA	black	0	0	3.3403
MGH36_P6_D03	NA	black	0	0	4.5569
MGH36_P6_D04	0.517491396844	red	1	0.50995	0.11503
MGH36_P6_D05	-0.55722396841	red	1	0.45418	3.9866
MGH36_P6_D06	NA	black	0	0.3173	0
MGH36_P6_D07	-0.220812196945	red	1	0.46571	2.959
MGH36_P6_D08	-0.427121856197	red	1	0.41576	3.4885
MGH36_P6_D10	-0.632411154143	red	1	0.50589	4.4369
MGH36_P6_D11	-0.766293626893	red	1	0.43082	4.5056
MGH36_P6_E02	NA	black	0	0	0
MGH36_P6_E03	NA	black	0	0	3.3138
MGH36_P6_E04	-0.564442152348	red	1	0.015783	3.1462
MGH36_P6_E05	-1.18572756916	red	1	0.051024	4.2419
MGH36_P6_E06	0.0648639988705	red	1	0.83996	0.15963
MGH36_P6_E07	NA	black	0	0.16607	0
MGH36_P6_E08	-1.26489268483	red	1	0.32423	5.2895
MGH36_P6_E09	-0.0822036504008	red	1	0.38626	2.4534
MGH36_P6_E10	NA	black	0	0	0
MGH36_P6_E11	NA	black	0	0	0.48749
MGH36_P6_E12	NA	black	0	0.42761	0
MGH36_P6_F01	NA	black	0	0.4489	0
MGH36_P6_F04	-1.08374403774	red	1	0.29514	4.758
MGH36_P6_F06	NA	black	0	0	4.9541
MGH36_P6_F07	0.449685836634	red	1	0.18396	1.2425
MGH36_P6_F08	-5.46905020707	black	0	4.6409	0.20914
MGH36_P6_F10	0.0757918911689	red	1	0.99567	5.7363
MGH36_P6_F12	-0.625946978899	red	1	0.34823	3.8476
MGH36_P6_G01	0.983741608992	red	1	0.17887	0.067639
MGH36_P6_G02	NA	black	0	0	2.4797
MGH36_P6_G03	0.878340278454	red	1	0.20914	0.21909
MGH36_P6_G04	0.261910114156	red	1	0.68975	0.20789
MGH36_P6_G05	NA	black	0	0	3.4276
MGH36_P6_G06	-0.266275236358	red	1	0.81967	5.2492
MGH36_P6_G07	0.413240371671	red	1	0.56462	0.27023
MGH36_P6_G08	-1.26693413103	red	1	0.23634	4.931
MGH36_P6_G09	NA	black	0	0	4.233
MGH36_P6_G10	0.774403420061	red	1	0.30918	0.15445
MGH36_P6_G11	-0.404996299702	red	1	0.42546	3.4476
MGH36_P6_G12	NA	black	0	0	3.6061
MGH36_P6_H06	-1.31333238336	red	1	0.24732	5.0681
MGH36_P6_H07	-0.730900471441	red	1	1.4005	0.086784
MGH36_P6_H10	-0.873478264895	red	1	0.14143	3.8883
MGH36_P6_H12	-1.21717344387	red	1	0.30918	5.114
MGH36_P7_A01	0.0188869448895	red	1	0.40817	2.16
MGH36_P7_A02	-0.0604223311447	red	1	1.0072	1.3539
MGH36_P7_A03	NA	black	0	0	4.0128
MGH36_P7_A04	NA	black	0	1.4478	0
MGH36_P7_A06	0.410987569025	red	1	0.49672	0.6332
MGH36_P7_A07	-0.286273682498	red	1	0.43403	3.1107
MGH36_P7_A08	0.41547512519	red	1	0.53207	0.4489
MGH36_P7_A09	2.22040395704	black	0	2.2723	4.9085
MGH36_P7_A10	NA	black	0	0	2.1217
MGH36_P7_A11	NA	black	0	0.88127	0
MGH36_P7_A12	-0.372639777514	red	1	0.67807	4.3846
MGH36_P7_B01	NA	black	0	0.78492	0
MGH36_P7_B02	-0.948375475683	red	1	0.4678	5.2119
MGH36_P7_B03	0.210340713745	red	1	0.73552	0.10299
MGH36_P7_B04	NA	black	0	0	1.2588
MGH36_P7_B06	NA	black	0	0.56852	0
MGH36_P7_B07	0.748502408329	red	1	0.32884	0.15445
MGH36_P7_B08	0.0148530431512	red	1	0.95382	4.2503
MGH36_P7_B09	-0.784391868081	red	1	0.37184	4.3245
MGH36_P7_B10	NA	black	0	0	4.4211
MGH36_P7_B11	0.782155103635	red	1	0.30685	0.14143
MGH36_P7_B12	NA	black	0	0	0.18523
MGH36_P7_C11	-0.201275977618	red	1	0.1776	2.6204
MGH36_P7_D01	-0.648634263886	red	1	0.45628	4.2696
MGH36_P7_D02	-0.782980041276	red	1	0.49057	4.8401
MGH36_P7_D03	-0.129564282923	red	1	0.98696	0.22404
MGH36_P7_D05	NA	black	0	0	3.286
MGH36_P7_D06	0.633423502601	red	1	0.39726	0.23634
MGH36_P7_D07	-0.578267057357	red	1	0.12829	3.31
MGH36_P7_D08	0.661427883917	red	1	0.33571	0.38184
MGH36_P7_D09	NA	black	0	0	0.064883
MGH36_P7_D10	0.568685251861	red	1	0.36513	0.55974
MGH36_P7_D11	0.748958488563	red	1	0.28214	0.31615
MGH36_P7_E01	NA	black	0	0	0.40926
MGH36_P7_E03	-0.519166470807	red	1	1.4271	0.77315
MGH36_P7_E04	-0.0306196524083	red	1	0.41251	2.3109
MGH36_P7_E05	NA	black	0	0.27381	0
MGH36_P7_E07	0.184204318218	red	1	0.69153	0.85679
MGH36_P7_E08	-0.129987265451	red	1	0.88284	5.0754
MGH36_P7_E10	0.884673680567	red	1	0.21537	0.18523
MGH36_P7_E12	0.936555050179	red	1	0.20539	0.09356
MGH36_P7_F01	-0.86254123502	red	1	0.51299	5.2209
MGH36_P7_F02	0.362580941492	red	1	1.1577	4.9698
MGH36_P7_F03	NA	black	0	0	3.2299
MGH36_P7_F04	NA	black	0	0	0
MGH36_P7_F06	-0.422683311474	red	1	0.48852	3.6774
MGH36_P7_F08	-0.419658437532	red	1	0.43829	3.5233
MGH36_P7_F09	-0.901802764722	red	1	0.42438	4.8533
MGH36_P7_F10	0.530487881422	red	1	0.26303	0.92524
MGH36_P7_F11	-0.0656576091431	red	1	0.090853	2.3214
MGH36_P7_F12	-0.134752524405	red	1	0.99277	0.25338
MGH36_P7_G01	0.0995209803705	red	1	0.70221	1.4818
MGH36_P7_G02	0.888825494314	red	1	0.19283	0.24245
MGH36_P7_G03	-0.357878206421	red	1	0.74588	4.9148
MGH36_P7_G04	-0.468265724511	red	1	0.7891	6.2429
MGH36_P7_G05	0.226366515769	red	1	0.61447	1.0072
MGH36_P7_G06	0.249004344559	red	1	0.26903	1.6098
MGH36_P7_G08	NA	black	0	0.6663	0
MGH36_P7_G09	0.58457358212	red	1	0.44573	0.18903
MGH36_P7_G10	NA	black	0	0	0
MGH36_P7_G11	1.02483228415	red	1	0.13225	0.11503
MGH36_P7_H01	NA	black	0	0	4.3869
MGH36_P7_H02	-0.574853189138	red	1	0.26664	3.5352
MGH36_P7_H03	-0.766373828097	red	1	0.19409	3.792
MGH36_P7_H04	0.948009920942	red	1	0.20163	0.07861
MGH36_P7_H07	-1.46995531047	black	0	0.018634	4.6281
MGH36_P7_H08	-0.150300125505	red	1	1.0065	0.27858
MGH36_P7_H10	-3.86785671364	black	0	3.608	0.20914
MGH36_P7_H11	-1.03382970628	red	1	0.26664	4.5471
MGH36_P7_H12	NA	black	0	0	0
MGH36_P5_A02	NA	black	0	0	0
MGH36_P5_A03	0.250286306618	red	1	0.66266	0.56365
MGH36_P5_A05	0.236333331121	red	1	1.3528	3.1248
MGH36_P5_A06	NA	black	0	0	6.0685
MGH36_P5_A07	-0.255318055525	red	1	0.77737	4.5582
MGH36_P5_A08	-1.14596267655	red	1	0.20664	4.5855
MGH36_P5_A09	NA	black	0	0	3.0762
MGH36_P5_B02	0.13534052151	red	1	0.56071	1.6262
MGH36_P5_B03	0.758089963045	red	1	0.34028	0.08134
MGH36_P5_B04	0.670610471543	red	1	1.4217	4.4369
MGH36_P5_B05	1.14534440039	red	1	1.5558	5.2152
MGH36_P5_B06	-0.386999519879	red	1	0.55483	3.785
MGH36_P5_B07	-0.297662170463	red	1	0.78073	4.9202
MGH36_P5_B08	NA	black	0	0	4.096
MGH36_P5_B09	-0.101523355742	red	1	0.56365	2.6624
MGH36_P5_B10	0.23059571725	red	1	0.16092	1.7294
MGH36_P5_B11	0.0548124775282	red	1	0.8472	0.18903
MGH36_P5_C01	NA	black	0	1.1557	0
MGH36_P5_C02	NA	black	0	0.73552	0
MGH36_P5_C03	0.680313723433	red	1	0.21288	0.67265
MGH36_P5_C04	-1.28261645145	red	1	0.27023	5.0947
MGH36_P5_C05	-0.0272415184444	red	1	0.72683	2.4539
MGH36_P5_C06	0.407768302328	red	1	0.60217	0.020058
MGH36_P5_C09	0.274061478779	red	1	0.67536	0.26303
MGH36_P5_C11	-0.178245813267	red	1	0.25822	2.6222
MGH36_P5_C12	NA	black	0	0	1.9419
MGH36_P5_D01	NA	black	0	0	0.51299
MGH36_P5_D02	-0.0461669086238	red	1	0.73031	2.6086
MGH36_P5_D03	-1.94171971996	black	0	4.5103	1.6196
MGH36_P5_D04	0.822004601383	red	1	0.2857	0.10969
MGH36_P5_D06	0.0239972378448	red	1	0.7966	1.918
MGH36_P5_D07	0.122203685689	red	1	0.7941	0.26544
MGH36_P5_D08	0.490756232347	red	1	0.53506	0.079975
MGH36_P5_D09	0.790576789693	red	1	0.27381	0.23389
MGH36_P5_D11	NA	black	0	0.6397	0
MGH36_P5_D12	0.00655631062681	red	1	0.94186	2.774
MGH36_P5_E01	0.4083408673	red	1	1.291	4.0545
MGH36_P5_E02	0.120538561575	red	1	0.64616	1.518
MGH36_P5_E03	0.823420966036	red	1	0.29278	0.079975
MGH36_P5_E05	0.230708815568	red	1	0.71105	0.24123
MGH36_P5_E07	-6.17848568024	black	0	5.4277	0.39726
MGH36_P5_E08	0.0376698812125	red	1	0.97159	4.1319
MGH36_P5_E09	NA	black	0	0	5.6317
MGH36_P5_E10	-0.239918285966	red	1	0.66448	3.601
MGH36_P5_E11	0.107537526642	red	1	0.79826	0.4782
MGH36_P5_F02	-0.580972441955	red	1	0.40054	3.8797
MGH36_P5_F04	0.0107762812988	red	1	0.9501	2.8887
MGH36_P5_F05	0.716296083741	red	1	0.36513	0.10568
MGH36_P5_F06	-0.0591320720303	red	1	0.93282	5.5777
MGH36_P5_F07	0.0433060867518	red	1	0.78241	1.7111
MGH36_P5_F08	-0.501731258835	red	1	0.6107	4.5279
MGH36_P5_F09	-6.16133881473	black	0	5.4933	0.43616
MGH36_P5_F10	-0.311069599448	red	1	3.9487	2.2609
MGH36_P5_F11	NA	black	0	0.59455	0
MGH36_P5_G01	NA	black	0	0	0
MGH36_P5_G02	NA	black	0	0	3.5078
MGH36_P5_G04	-0.108005134446	red	1	0.88753	4.8722
MGH36_P5_G06	-0.821199344183	red	1	0.49876	5.0048
MGH36_P5_G07	0.718628714695	red	1	0.34823	0.16736
MGH36_P5_G08	3.31659897679	black	0	2.9975	4.8586
MGH36_P5_G09	-1.25042807811	red	1	0.12697	4.5471
MGH36_P5_G10	-0.295043177653	red	1	0.58207	3.5203
MGH36_P5_G11	-1.30690454639	red	1	0.44784	6.0916
MGH36_P5_H02	-0.0851717973412	red	1	0.83107	3.5281
MGH36_P5_H03	0.407317996674	red	1	0.55582	0.35502
MGH36_P5_H05	0.0388146075829	red	1	0.85917	0.20414
MGH36_P5_H06	0.481554741756	red	1	0.36961	0.81065
MGH36_P5_H07	-0.0447344493039	red	1	0.91991	0.12961
MGH36_P5_H09	-0.404290291626	red	1	1.2154	0.35163
MGH36_P10_A02	NA	black	0	0	2.7664
MGH36_P10_A04	0.288007288003	red	1	0.61259	0.65901
MGH36_P10_A05	-0.139131777259	red	1	1.2744	1.683
MGH36_P10_A06	-0.00619682497473	red	1	0.809	2.3285
MGH36_P10_A07	0.0548372470636	red	1	1.2756	2.5031
MGH36_P10_A09	NA	black	0	0	1.6267
MGH36_P10_A11	NA	black	0	0	1.4399
MGH36_P10_A12	NA	black	0	0	2.6581
MGH36_P10_B01	NA	black	0	0	4.6313
MGH36_P10_B03	-0.512713655848	red	1	0.34483	3.553
MGH36_P10_B05	-0.106578507028	red	1	0.74416	3.1298
MGH36_P10_B07	-0.0304794779219	red	1	0.59455	2.373
MGH36_P10_B08	NA	black	0	0	2.4738
MGH36_P10_B10	NA	black	0	0	0
MGH36_P10_B11	-0.13475616665	red	1	0.77989	3.586
MGH36_P10_C01	0.27190210168	red	1	0.2857	1.537
MGH36_P10_C03	NA	black	0	0	3.9084
MGH36_P10_C04	NA	black	0	0	0.38515
MGH36_P10_C06	-0.675817967298	red	1	0.37407	4.0514
MGH36_P10_C07	NA	black	0	0.70664	0
MGH36_P10_C08	-0.631865467444	red	1	0.38405	3.9669
MGH36_P10_C09	-0.816828396048	red	1	0.39726	4.5054
MGH36_P10_C10	0.139733781872	red	1	0.78492	0.14926
MGH36_P10_C12	NA	black	0	0.33113	0
MGH36_P10_D01	NA	black	0	0.29514	0
MGH36_P10_D02	0.0395943173246	red	1	0.97893	3.5937
MGH36_P10_D03	NA	black	0	0	3.82
MGH36_P10_D04	0.175664551678	red	1	0.64062	1.1966
MGH36_P10_D05	NA	black	0	0	0.17249
MGH36_P10_D07	-0.456949394963	red	1	0.26784	3.2708
MGH36_P10_D09	NA	black	0	0	5.4252
MGH36_P10_D10	-0.0859906196441	red	1	0.80653	3.3111
MGH36_P10_D11	-0.567502284557	red	1	1.3004	0.15445
MGH36_P10_D12	NA	black	0	0.46989	0
MGH36_P10_E02	-0.0870619922342	red	1	0.5724	2.6109
MGH36_P10_E03	NA	black	0	0	0
MGH36_P10_E04	NA	black	0	0	0
MGH36_P10_E05	-0.778060273548	red	1	0.31962	4.137
MGH36_P10_E07	-3.37071258064	black	0	3.3014	0.23143
MGH36_P10_E10	NA	black	0	0	4.357
MGH36_P10_E11	-0.285090485881	red	1	0.70487	4.0948
MGH36_P10_E12	0.132699643894	red	1	0.21288	1.9142
MGH36_P10_F02	NA	black	0	0	3.4162
MGH36_P10_F03	2.25561962827	black	0	3.6229	3.6927
MGH36_P10_F05	-0.366629820826	red	1	0.65168	4.1758
MGH36_P10_F06	-0.418598387322	red	1	0.71017	4.9047
MGH36_P10_F08	-0.478607629535	red	1	0.59741	4.3518
MGH36_P10_F09	-0.695144190383	red	1	0.40163	4.1952
MGH36_P10_F10	NA	black	0	0	0.19156
MGH36_P10_F11	-0.123813954834	red	1	0.35276	2.5497
MGH36_P10_F12	NA	black	0	0	3.1416
MGH36_P10_G01	-0.48312049652	red	1	0.6397	4.6419
MGH36_P10_G02	NA	black	0	0	1.6631
MGH36_P10_G03	NA	black	0	0.28333	0
MGH36_P10_G05	-0.213867760532	red	1	0.56755	3.1391
MGH36_P10_G06	-3.12730680418	black	0	2.9944	0.08134
MGH36_P10_G07	0.135336109002	red	1	1.1827	3.0738
MGH36_P10_G08	NA	black	0	0	0
MGH36_P10_G09	NA	black	0	0	2.2057
MGH36_P10_G10	NA	black	0	0	3.4658
MGH36_P10_G11	NA	black	0	0	0.12565
MGH36_P10_H01	NA	black	0	0	0
MGH36_P10_H03	-0.193509364255	red	1	1.0447	0.32998
MGH36_P10_H04	-0.69446384945	red	1	0.42116	4.2649
MGH36_P10_H05	NA	black	0	0	2.2573
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	0.759984807953	red	1	3.3157	2.872
MGH36_P10_H11	NA	black	0	0	4.3687
MGH36_P10_H12	NA	black	0	0	3.9808
MGH36_P8_A01	0.0352122077701	red	1	0.71017	1.9664
MGH36_P8_A03	2.80876363189	black	0	2.4252	5.2735
MGH36_P8_A04	0.0994284227922	red	1	0.5888	1.7506
MGH36_P8_A06	NA	black	0	0	3.1601
MGH36_P8_A07	NA	black	0	0	2.3499
MGH36_P8_A08	0.921905889864	red	1	2.4322	3.2759
MGH36_P8_A09	NA	black	0	0	0
MGH36_P8_A11	-0.0284578222512	red	1	0.74416	2.4867
MGH36_P8_A12	-0.0870683855551	red	1	0.68527	2.7958
MGH36_P8_B01	-0.0954326659665	red	1	1.4206	1.9866
MGH36_P8_B02	NA	black	0	0	4.0249
MGH36_P8_B03	NA	black	0	0.28096	0
MGH36_P8_B04	-0.00206205877807	red	1	0.72857	2.2525
MGH36_P8_B05	-0.127419122175	red	1	0.55582	2.7596
MGH36_P8_B08	NA	black	0	0.059355	0
MGH36_P8_B09	-0.237315764305	red	1	0.41359	2.9309
MGH36_P8_B10	-0.893190081457	red	1	0.51702	5.3446
MGH36_P8_B11	-0.342561240771	red	1	0.78073	5.248
MGH36_P8_B12	NA	black	0	0	3.7324
MGH36_P8_C01	0.141188944573	red	1	0.62199	1.4636
MGH36_P8_C02	NA	black	0	0.48954	0
MGH36_P8_C03	0.0467282894195	red	1	0.99204	3.4382
MGH36_P8_C05	NA	black	0	0	3.0656
MGH36_P8_C06	NA	black	0	0	0
MGH36_P8_C09	-0.0516154166905	red	1	0.69688	2.5888
MGH36_P8_C10	-0.0626337807153	red	1	0.72247	2.7176
MGH36_P8_C12	NA	black	0	0	3.6901
MGH36_P8_D01	-0.0475258293693	red	1	0.67627	2.5328
MGH36_P8_D03	-0.519556900989	red	1	0.49978	4.038
MGH36_P8_D04	-0.190849016799	red	1	0.41359	2.7933
MGH36_P8_D05	-0.464432756175	red	1	0.63599	4.5316
MGH36_P8_D07	NA	black	0	0	2.9071
MGH36_P8_D08	NA	black	0	0	3.5494
MGH36_P8_D09	NA	black	0	0	4.1573
MGH36_P8_D10	NA	black	0	0.58592	0
MGH36_P8_D11	NA	black	0	0	2.9193
MGH36_P8_D12	NA	black	0	0	0
MGH36_P8_E01	NA	black	0	0	4.2031
MGH36_P8_E02	NA	black	0	0	5.0459
MGH36_P8_E03	NA	black	0	0	2.9815
MGH36_P8_E04	NA	black	0	0.60881	0
MGH36_P8_E05	NA	black	0	0	3.6757
MGH36_P8_E06	NA	black	0	0	3.8328
MGH36_P8_E08	-0.66533527392	red	1	0.18396	3.569
MGH36_P8_E10	NA	black	0	0	1.6121
MGH36_P8_F02	NA	black	0	0	4.3755
MGH36_P8_F04	-0.0946534584075	red	1	0.51602	2.5833
MGH36_P8_F05	0.360598191194	red	1	0.32769	1.2485
MGH36_P8_F07	NA	black	0	0	4.6537
MGH36_P8_F09	-0.0623904984186	red	1	0.68885	2.6462
MGH36_P8_G01	NA	black	0	0	0
MGH36_P8_G02	-0.329366113387	red	1	0.37407	3.1299
MGH36_P8_G03	-0.630715625225	red	1	0.52607	4.5316
MGH36_P8_G04	-0.249426962159	red	1	0.33914	2.8687
MGH36_P8_G05	0.305252326015	red	1	0.37851	1.3219
MGH36_P8_G06	NA	black	0	0	4.5367
MGH36_P8_G07	NA	black	0	2.9426	0
MGH36_P8_G08	-0.678451046653	red	1	0.66539	5.7451
MGH36_P8_G09	NA	black	0	0	0.85917
MGH36_P8_G10	-0.715684172104	red	1	0.32308	3.9981
MGH36_P8_G12	NA	black	0	0	3.3864
MGH36_P8_H01	NA	black	0	0	0
MGH36_P8_H03	NA	black	0	0	2.7521
MGH36_P8_H04	NA	black	0	0	4.5586
MGH36_P8_H06	NA	black	0	0	3.1622
MGH36_P8_H07	NA	black	0	0	2.183
MGH36_P8_H09	NA	black	0	1.005	0
MGH36_P8_H10	NA	black	0	0	0
MGH36_P8_H11	NA	black	0	0	0.16479
MGH36_P9_A01	-0.116140978888	red	1	0.80818	3.6534
MGH36_P9_A02	NA	black	0	0	5.3482
MGH36_P9_A03	NA	black	0	0	2.7216
MGH36_P9_A05	NA	black	0	0	0
MGH36_P9_A06	NA	black	0	0	4.3364
MGH36_P9_A07	NA	black	0	0.7866	0
MGH36_P9_A09	-0.128796812254	red	1	0.42223	2.6152
MGH36_P9_A10	NA	black	0	0.36065	0
MGH36_P9_A11	NA	black	0	0	0.36401
MGH36_P9_A12	NA	black	0	0	2.0939
MGH36_P9_B01	NA	black	0	0	2.4615
MGH36_P9_B04	NA	black	0	0.68527	0
MGH36_P9_B06	0.169071163793	red	1	1.4281	2.7897
MGH36_P9_B07	-0.272482374037	red	1	0.42546	3.054
MGH36_P9_B08	NA	black	0	0	0.50487
MGH36_P9_B09	NA	black	0	0	2.8148
MGH36_P9_B10	NA	black	0	0	0.36065
MGH36_P9_B11	NA	black	0	0	3.0836
MGH36_P9_B12	NA	black	0	1.2672	0
MGH36_P9_C01	0.184443105572	red	1	1.0793	4.3459
MGH36_P9_C02	-0.482821187192	red	1	0.48233	3.853
MGH36_P9_C03	0.126089941242	red	1	1.0398	4.2405
MGH36_P9_C05	NA	black	0	0	2.9149
MGH36_P9_C07	NA	black	0	0	0
MGH36_P9_C08	0.27035727814	red	1	1.3004	3.3927
MGH36_P9_C09	0.024614184942	red	1	0.38294	2.1447
MGH36_P9_C11	NA	black	0	0	3.0657
MGH36_P9_C12	NA	black	0	0	0
MGH36_P9_D05	NA	black	0	0	3.1112
MGH36_P9_D07	NA	black	0	0	3.9924
MGH36_P9_D08	NA	black	0	0	0.43403
MGH36_P9_D09	NA	black	0	1.0559	0
MGH36_P9_D10	NA	black	0	0	3.8732
MGH36_P9_D11	-0.182311009922	red	1	0.77146	3.9201
MGH36_P9_E01	NA	black	0	0	2.2299
MGH36_P9_E02	0.481164781524	red	1	0.37518	0.7966
MGH36_P9_E03	NA	black	0	0	0.12168
MGH36_P9_E04	0.688482652979	red	1	0.14535	0.79327
MGH36_P9_E05	0.599747215328	red	1	0.39616	0.35163
MGH36_P9_E06	0.111217852587	red	1	0.78576	0.66903
MGH36_P9_E07	NA	black	0	0	2.0731
MGH36_P9_E08	NA	black	0	0	3.2394
MGH36_P9_E10	NA	black	0	0	0.28806
MGH36_P9_E11	NA	black	0	0	3.3639
MGH36_P9_E12	NA	black	0	0	3.3528
MGH36_P9_F02	-0.659711052898	red	1	0.64247	5.4421
MGH36_P9_F03	NA	black	0	0	2.7209
MGH36_P9_F04	NA	black	0	0	2.3802
MGH36_P9_F08	-0.196151212504	red	1	0.46048	2.8705
MGH36_P9_F09	-1.59363383001	black	0	0.077243	4.9982
MGH36_P9_F10	NA	black	0	0	4.0412
MGH36_P9_F11	NA	black	0	0	0.42223
MGH36_P9_F12	NA	black	0	0	0
MGH36_P9_G03	NA	black	0	0	3.2405
MGH36_P9_G04	NA	black	0	0	0
MGH36_P9_G05	NA	black	0	0	1.1596
MGH36_P9_G06	0.553591543433	red	1	0.22897	0.93584
MGH36_P9_G07	-0.146459457139	red	1	1.0058	0.31034
MGH36_P9_G08	-0.213149422732	red	1	0.50386	2.9991
MGH36_P9_G09	NA	black	0	1.3482	0
MGH36_P9_G10	-0.213963443107	red	1	0.40381	2.8494
MGH36_P9_G11	-0.34254978445	red	1	0.39944	3.2116
MGH36_P9_H01	0.108886894531	red	1	1.0426	3.8364
MGH36_P9_H02	NA	black	0	0	0
MGH36_P9_H03	NA	black	0	0	3.353
MGH36_P9_H04	NA	black	0	0	2.669
MGH36_P9_H06	0.000100753927871	red	1	0.91227	2.1868
MGH36_P9_H07	NA	black	0	0	2.1309
MGH36_P9_H08	0.46018732723	red	1	0.49467	0.44042
MGH36_P9_H10	0.00564311850025	red	1	0.37629	2.1994
MGH36_P9_H11	NA	black	0	0	0.74502
MGH36_P9_H12	2.81096368694	black	0	3.6506	3.9986
MGH36_P2_A01	0.162303389667	red	1	0.50182	1.6074
MGH36_P2_A03	0.0494815850677	red	1	0.8512	0.18777
MGH36_P2_A04	0.997776784006	red	1	0.16993	0.063503
MGH36_P2_A05	-0.061801598682	red	1	0.19912	2.3377
MGH36_P2_A06	-0.0368798311637	red	1	0.93357	5.0849
MGH36_P2_A07	-1.82270892172	black	0	0.053806	5.3022
MGH36_P2_A08	-0.0113582310091	red	1	0.38184	2.2485
MGH36_P2_A11	0.0606133555052	red	1	0.58592	1.9415
MGH36_P2_B03	-0.743322099108	red	1	0.24732	3.8639
MGH36_P2_B04	-0.197964027608	red	1	0.54597	3.0254
MGH36_P2_B05	-0.7210439146	red	1	0.45207	4.4667
MGH36_P2_B06	-0.0222207280608	red	1	0.52005	2.3098
MGH36_P2_B07	0.671256152921	red	1	0.33914	0.34142
MGH36_P2_B08	-0.303615348531	red	1	0.45943	3.2146
MGH36_P2_B09	-0.0670168173049	red	1	0.83188	3.2945
MGH36_P2_B10	0.552655485307	red	1	0.37851	0.5656
MGH36_P2_B11	-0.353894729184	red	1	0.47093	3.4026
MGH36_P2_B12	0.0841675254071	red	1	0.81065	0.71017
MGH36_P2_C02	-0.959277479038	red	1	0.32077	4.5682
MGH36_P2_C03	-0.462420702802	red	1	0.17377	3.1465
MGH36_P2_C04	-0.42193829606	red	1	0.11503	3.0004
MGH36_P2_C07	-0.637041358623	red	1	0.33685	3.8445
MGH36_P2_C08	0.428007600808	red	1	0.54201	0.33571
MGH36_P2_C09	-0.142288083873	red	1	0.31615	2.5741
MGH36_P2_C10	-0.442620736005	red	1	0.16479	3.0958
MGH36_P2_C11	0.803864040974	red	1	0.23511	0.32077
MGH36_P2_C12	0.866539270223	red	1	0.25096	0.11503
MGH36_P2_D01	-1.13641540652	red	1	0.14274	4.3818
MGH36_P2_D02	-0.842700307624	red	1	0.23756	4.052
MGH36_P2_D04	0.273885762996	red	1	0.41792	1.3516
MGH36_P2_D05	0.268016856132	red	1	0.68167	0.2461
MGH36_P2_D06	-0.307205581575	red	1	0.77737	4.947
MGH36_P2_D07	-0.40574276077	red	1	1.1776	0.1137
MGH36_P2_D08	0.848317858233	red	1	0.23879	0.20038
MGH36_P2_D09	0.0814696077567	red	1	0.55582	1.873
MGH36_P2_D10	0.109563755248	red	1	0.80653	0.17377
MGH36_P2_D11	0.746755886406	red	1	1.5261	4.2473
MGH36_P2_E01	0.775401344742	red	1	0.16736	0.56169
