Cell_name	Zvalue	Color	Cluster	SSTR2	TP53
MGH36_P6_G04	NA	black	0	2.8394	0
MGH36_P6_G05	NA	black	0	0	0
MGH36_P6_G06	NA	black	0	0.13488	0
MGH36_P6_G07	NA	black	0	6.0447	0
MGH36_P6_G08	-3.05222130355	black	0	7.3535	0.6951
MGH36_P6_G09	NA	black	0	7.7815	0
MGH36_P6_G10	-1.36594977257	red	1	3.5257	0.15316
MGH36_P6_G11	-1.55392996388	red	1	5.5862	1.251
MGH36_P6_G12	0.129423908326	red	1	1.4378	0.53506
MGH36_P6_H06	NA	black	0	5.5803	0
MGH36_P6_H07	NA	black	0	0	0
MGH36_P6_H10	NA	black	0	4.7593	0
MGH36_P6_H12	NA	black	0	0	0
MGH36_P7_A01	NA	black	0	0	0.46989
MGH36_P7_A02	NA	black	0	0	0
MGH36_P7_A03	NA	black	0	6.7443	0
MGH36_P7_A04	NA	black	0	7.1318	0
MGH36_P7_A06	-0.45181676012	red	1	0.30217	4.1183
MGH36_P7_A07	NA	black	0	5.7891	0
MGH36_P7_A08	NA	black	0	0	0
MGH36_P7_A09	-1.84844807971	red	1	5.2078	0.83431
MGH36_P7_A10	NA	black	0	0.19535	0
MGH36_P7_A11	NA	black	0	0	0
MGH36_P7_A12	1.08458194424	green3	2	6.1907	3.3491
MGH36_P7_B01	NA	black	0	0.2302	0
MGH36_P7_B02	NA	black	0	6.5862	0
MGH36_P7_B03	NA	black	0	4.0817	0
MGH36_P7_B04	2.35970588907	black	0	5.1151	4.7705
MGH36_P7_B06	NA	black	0	0	2.8343
MGH36_P7_B07	NA	black	0	0.19409	0
MGH36_P7_B08	NA	black	0	5.2074	0
MGH36_P7_B09	NA	black	0	0	0
MGH36_P7_B10	NA	black	0	0.88362	0
MGH36_P7_B11	NA	black	0	0	0
MGH36_P7_B12	NA	black	0	0	0.37072
MGH36_P7_C11	-2.22387712914	black	0	4.7535	0.15445
MGH36_P7_D01	NA	black	0	0	0.28333
MGH36_P7_D02	NA	black	0	0.36065	0
MGH36_P7_D03	NA	black	0	1.266	0
MGH36_P7_D05	NA	black	0	7.3524	0
MGH36_P7_D06	2.03717163331	green3	2	5.667	4.224
MGH36_P7_D07	0.479049424156	red	1	0.14796	1.6281
MGH36_P7_D08	NA	black	0	1.1953	0
MGH36_P7_D09	NA	black	0	0	0.31267
MGH36_P7_D10	NA	black	0	0.11902	0
MGH36_P7_D11	NA	black	0	0	0
MGH36_P7_E01	NA	black	0	0.34369	0
MGH36_P7_E03	NA	black	0	5.9455	0
MGH36_P7_E04	NA	black	0	0	3.4731
MGH36_P7_E05	NA	black	0	3.8449	0
MGH36_P7_E07	NA	black	0	0	0
MGH36_P7_E08	NA	black	0	0.4813	0
MGH36_P7_E10	NA	black	0	0.15834	0
MGH36_P7_E12	-1.33637344835	red	1	4.8401	1.1991
MGH36_P7_F01	NA	black	0	4.6313	0
MGH36_P7_F02	NA	black	0	6.3738	0
MGH36_P7_F03	NA	black	0	0	0.16736
MGH36_P7_F04	NA	black	0	0.22897	0
MGH36_P7_F06	NA	black	0	0	0
MGH36_P7_F08	0.530319832484	red	1	5.7654	3.0013
MGH36_P7_F09	NA	black	0	0	2.5318
MGH36_P7_F10	NA	black	0	0.45207	0
MGH36_P7_F11	NA	black	0	3.7652	0
MGH36_P7_F12	-0.655158757886	red	1	0.10702	4.4726
MGH36_P7_G01	NA	black	0	0.15963	0
MGH36_P7_G02	NA	black	0	0	3.0097
MGH36_P7_G03	NA	black	0	0.60975	0
MGH36_P7_G04	NA	black	0	0.32654	0
MGH36_P7_G05	NA	black	0	0.32884	0
MGH36_P7_G06	NA	black	0	6.1259	0
MGH36_P7_G08	NA	black	0	5.6298	0
MGH36_P7_G09	NA	black	0	0.11503	0
MGH36_P7_G10	NA	black	0	7.5275	0
MGH36_P7_G11	NA	black	0	0	0
MGH36_P7_H01	NA	black	0	5.6566	0
MGH36_P7_H02	NA	black	0	0.3115	0
MGH36_P7_H03	NA	black	0	5.3685	0
MGH36_P7_H04	NA	black	0	0	0
MGH36_P7_H07	-0.386522912827	red	1	2.3434	0.87027
MGH36_P7_H08	-0.523462155271	red	1	0.1375	4.1418
MGH36_P7_H10	NA	black	0	0	0
MGH36_P7_H11	NA	black	0	0	0
MGH36_P7_H12	NA	black	0	5.1827	0
MGH36_P5_A02	NA	black	0	0	0
MGH36_P5_A03	NA	black	0	0	1.9347
MGH36_P5_A05	NA	black	0	0	4.014
MGH36_P5_A06	NA	black	0	0	0
MGH36_P5_A07	2.8785356376	black	0	5.8969	4.7622
MGH36_P5_A08	1.81478786082	green3	2	7.3234	3.5842
MGH36_P5_A09	2.96688947987	black	0	6.3503	4.6113
MGH36_P5_B02	NA	black	0	0	2.3749
MGH36_P5_B03	-0.329514376779	red	1	0.55974	4.0242
MGH36_P5_B04	NA	black	0	6.6536	0
MGH36_P5_B05	NA	black	0	6.2534	0
MGH36_P5_B06	NA	black	0	5.5394	0
MGH36_P5_B07	NA	black	0	0.11636	0
MGH36_P5_B08	NA	black	0	6.8297	0
MGH36_P5_B09	NA	black	0	0	3.7807
MGH36_P5_B10	-0.884723897837	red	1	0.1137	5.1504
MGH36_P5_B11	NA	black	0	6.2909	0
MGH36_P5_C01	NA	black	0	0	1.0895
MGH36_P5_C02	-2.42832019462	black	0	5.2674	0.29748
MGH36_P5_C03	NA	black	0	0	0
MGH36_P5_C04	0.25534824051	red	1	0.37072	2.0279
MGH36_P5_C05	NA	black	0	0	3.7728
MGH36_P5_C06	NA	black	0	0	0
MGH36_P5_C09	NA	black	0	0	3.0104
MGH36_P5_C11	-0.551745865007	red	1	6.4819	2.1696
MGH36_P5_C12	NA	black	0	5.4004	0
MGH36_P5_D01	NA	black	0	5.5332	0
MGH36_P5_D02	2.18095916415	green3	2	6.5011	4.0262
MGH36_P5_D03	-1.55867790013	red	1	5.0969	1.0731
MGH36_P5_D04	0.4434321044	red	1	0.1776	1.6871
MGH36_P5_D06	NA	black	0	8.2124	0
MGH36_P5_D07	NA	black	0	7.0125	0
MGH36_P5_D08	NA	black	0	0	3.1835
MGH36_P5_D09	NA	black	0	0.13488	0
MGH36_P5_D11	-2.30281314641	black	0	5.8848	0.72247
MGH36_P5_D12	NA	black	0	6.1257	0
MGH36_P5_E01	NA	black	0	0.99783	0
MGH36_P5_E02	-0.21254655676	red	1	0.071763	3.2844
MGH36_P5_E03	0.40577111552	red	1	0.15186	1.7937
MGH36_P5_E05	NA	black	0	4.2368	0
MGH36_P5_E07	NA	black	0	0.1865	0
MGH36_P5_E08	1.0499313888	green3	2	0.15575	0.36961
MGH36_P5_E09	NA	black	0	0	0
MGH36_P5_E10	-0.258957381586	red	1	0.064883	3.3962
MGH36_P5_E11	NA	black	0	0.27023	0
MGH36_P5_F02	-0.154256354152	red	1	0.084064	3.1447
MGH36_P5_F04	-0.520592963444	red	1	2.3665	0.18269
MGH36_P5_F05	-0.138801966606	red	1	0.086784	3.1074
MGH36_P5_F06	-1.16159923907	red	1	0.19156	6.2882
MGH36_P5_F07	NA	black	0	0.32654	0
MGH36_P5_F08	-0.410008914603	red	1	2.2007	0.092207
MGH36_P5_F09	NA	black	0	0.17505	0
MGH36_P5_F10	NA	black	0	2.0296	0
MGH36_P5_F11	NA	black	0	1.3556	0
MGH36_P5_G01	NA	black	0	0	0
MGH36_P5_G02	NA	black	0	0	1.2963
MGH36_P5_G04	NA	black	0	4.9322	0
MGH36_P5_G06	NA	black	0	5.5495	0
MGH36_P5_G07	NA	black	0	6.8707	0
MGH36_P5_G08	NA	black	0	3.1362	0
MGH36_P5_G09	NA	black	0	0.055196	0
MGH36_P5_G10	NA	black	0	0.25338	0
MGH36_P5_G11	-1.00304540699	red	1	0.066261	5.4017
MGH36_P5_H02	NA	black	0	0.11503	0
MGH36_P5_H03	1.18931024001	green3	2	3.7263	4.4085
MGH36_P5_H05	0.473628563399	red	1	0.16993	1.6229
MGH36_P5_H06	4.04872521257	black	0	5.6182	5.8232
MGH36_P5_H07	NA	black	0	0	2.991
MGH36_P5_H09	NA	black	0	0	0
MGH36_P10_A02	0.0252246810841	red	1	0.53903	2.6686
MGH36_P10_A04	0.777335156013	green3	2	0.25701	0.82538
MGH36_P10_A05	NA	black	0	6.2618	0
MGH36_P10_A06	NA	black	0	0	0
MGH36_P10_A07	-1.05069892529	red	1	5.3588	1.6415
MGH36_P10_A09	NA	black	0	0	3.1838
MGH36_P10_A11	NA	black	0	3.6124	0
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	NA	black	0	3.905	0
MGH36_P10_B03	NA	black	0	5.1935	0
MGH36_P10_B05	NA	black	0	0	2.605
MGH36_P10_B07	-1.34172925286	red	1	3.5297	0.20664
MGH36_P10_B08	NA	black	0	0	4.1739
MGH36_P10_B10	NA	black	0	0	0
MGH36_P10_B11	NA	black	0	0	4.6936
MGH36_P10_C01	NA	black	0	0	0
MGH36_P10_C03	NA	black	0	5.3656	0
MGH36_P10_C04	1.42084763906	green3	2	5.0679	3.941
MGH36_P10_C06	NA	black	0	4.3526	0
MGH36_P10_C07	NA	black	0	0	0
MGH36_P10_C08	NA	black	0	4.5949	0
MGH36_P10_C09	0.453545420674	red	1	4.4183	3.1517
MGH36_P10_C10	NA	black	0	5.1351	0
MGH36_P10_C12	NA	black	0	0	2.8001
MGH36_P10_D01	0.707294218512	green3	2	0.22157	1.0321
MGH36_P10_D02	NA	black	0	0	0
MGH36_P10_D03	NA	black	0	6.1649	0
MGH36_P10_D04	0.514907490099	red	1	0.67084	0.89995
MGH36_P10_D05	1.25405049049	green3	2	5.8001	3.5647
MGH36_P10_D07	0.558906860932	red	1	0.64708	0.8024
MGH36_P10_D09	NA	black	0	4.8495	0
MGH36_P10_D10	NA	black	0	0	0
MGH36_P10_D11	NA	black	0	0	1.9184
MGH36_P10_D12	NA	black	0	0	0.26664
MGH36_P10_E02	NA	black	0	0	0.43723
MGH36_P10_E03	NA	black	0	0	1.5772
MGH36_P10_E04	NA	black	0	6.0586	0
MGH36_P10_E05	NA	black	0	0	1.2467
MGH36_P10_E07	NA	black	0	0	1.8683
MGH36_P10_E10	NA	black	0	4.3414	0
MGH36_P10_E11	2.51025907708	black	0	5.2497	4.8223
MGH36_P10_E12	-0.129974620004	red	1	0.30918	3.1378
MGH36_P10_F02	NA	black	0	0	0
MGH36_P10_F03	1.08859186971	green3	2	0.1865	0.24001
MGH36_P10_F05	NA	black	0	4.763	0
MGH36_P10_F06	NA	black	0	0	2.8076
MGH36_P10_F08	NA	black	0	0	1.5311
MGH36_P10_F09	0.911322547209	green3	2	0.40163	0.27739
MGH36_P10_F10	NA	black	0	0	2.118
MGH36_P10_F11	0.129952229597	red	1	0.98404	1.9712
MGH36_P10_F12	-1.5826785286	red	1	4.3452	0.63227
MGH36_P10_G01	NA	black	0	0	0
MGH36_P10_G02	NA	black	0	0	2.8947
MGH36_P10_G03	NA	black	0	0	0
MGH36_P10_G05	-0.0624491236219	red	1	4.7644	2.545
MGH36_P10_G06	NA	black	0	0	4.0009
MGH36_P10_G07	NA	black	0	0	2.1174
MGH36_P10_G08	NA	black	0	7.2804	0
MGH36_P10_G09	NA	black	0	0	3.6452
MGH36_P10_G10	NA	black	0	0	0
MGH36_P10_G11	-0.102150016119	red	1	1.934	1.7467
MGH36_P10_H01	NA	black	0	0	3.1339
MGH36_P10_H03	NA	black	0	0.26664	0
MGH36_P10_H04	NA	black	0	4.8797	0
MGH36_P10_H05	NA	black	0	0	0
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	-1.18971690039	red	1	4.2862	1.1117
MGH36_P10_H11	-1.51368884729	red	1	4.9448	1.0545
MGH36_P10_H12	-2.00303459214	red	1	5.741	0.91686
MGH36_P8_A01	NA	black	0	1.4828	0
MGH36_P8_A03	NA	black	0	5.9466	0
MGH36_P8_A04	2.58039909384	black	0	5.9363	4.5224
MGH36_P8_A06	NA	black	0	0	1.9833
MGH36_P8_A07	-0.0779119283018	red	1	2.5888	2.434
MGH36_P8_A08	NA	black	0	0	0
MGH36_P8_A09	NA	black	0	0	0
MGH36_P8_A11	NA	black	0	0	2.9115
MGH36_P8_A12	-0.0408234388684	red	1	0.51299	2.8969
MGH36_P8_B01	-0.746809863338	red	1	3.9222	1.5509
MGH36_P8_B02	0.229824300514	red	1	5.2002	2.8086
MGH36_P8_B03	NA	black	0	0	2.519
MGH36_P8_B04	-1.99149655887	red	1	4.6572	0.35276
MGH36_P8_B05	0.100761342799	red	1	3.0354	2.8951
MGH36_P8_B08	-1.59329995238	red	1	6.0258	1.3386
MGH36_P8_B09	NA	black	0	0	0
MGH36_P8_B10	NA	black	0	6.1587	0
MGH36_P8_B11	-0.981317069269	red	1	8.3322	1.992
MGH36_P8_B12	0.821452891103	green3	2	6.1997	3.158
MGH36_P8_C01	NA	black	0	0	2.286
MGH36_P8_C02	NA	black	0	0	2.6837
MGH36_P8_C03	NA	black	0	5.8512	0
MGH36_P8_C05	NA	black	0	0	0
MGH36_P8_C06	NA	black	0	0	0
MGH36_P8_C09	NA	black	0	0.52306	0
MGH36_P8_C10	NA	black	0	0	3.3623
MGH36_P8_C12	NA	black	0	5.195	0
MGH36_P8_D01	0.203048191864	red	1	3.7285	2.9577
MGH36_P8_D03	NA	black	0	5.7165	0
MGH36_P8_D04	NA	black	0	0	1.1401
MGH36_P8_D05	NA	black	0	0	3.3095
MGH36_P8_D07	0.672155779946	red	1	0.20414	1.1329
MGH36_P8_D08	NA	black	0	0	3.2043
MGH36_P8_D09	-1.16027880947	red	1	4.6392	1.3138
MGH36_P8_D10	NA	black	0	0	0
MGH36_P8_D11	-0.337171345044	red	1	2.4683	1.3774
MGH36_P8_D12	NA	black	0	0.34369	0
MGH36_P8_E01	NA	black	0	0	3.3583
MGH36_P8_E02	NA	black	0	4.7091	0
MGH36_P8_E03	0.000180836747636	red	1	1.6187	2.7251
MGH36_P8_E04	0.779739999924	green3	2	0.34369	0.69599
MGH36_P8_E05	1.14016468549	green3	2	6.4856	3.331
MGH36_P8_E06	NA	black	0	0	0
MGH36_P8_E08	-0.0555030357857	red	1	0.24853	2.9165
MGH36_P8_E10	NA	black	0	0	0
MGH36_P8_F02	-1.23389103523	red	1	3.986	0.85679
MGH36_P8_F04	NA	black	0	0	0
MGH36_P8_F05	-0.447847696398	red	1	2.9264	1.537
MGH36_P8_F07	NA	black	0	4.0896	0
MGH36_P8_F09	NA	black	0	5.2453	0
MGH36_P8_G01	NA	black	0	0	0
MGH36_P8_G02	-0.981533986419	red	1	6.9315	1.9111
MGH36_P8_G03	NA	black	0	2.2412	0
MGH36_P8_G04	-0.0193741060691	red	1	0.2461	2.8184
MGH36_P8_G05	NA	black	0	5.0103	0
MGH36_P8_G06	0.635813109973	red	1	4.4639	3.3487
MGH36_P8_G07	NA	black	0	0	0
MGH36_P8_G08	-0.438736834701	red	1	0.18903	3.9554
MGH36_P8_G09	NA	black	0	0	3.2382
MGH36_P8_G10	NA	black	0	6.5804	0
MGH36_P8_G12	NA	black	0	0	3.3307
MGH36_P8_H01	NA	black	0	0	1.6346
MGH36_P8_H03	NA	black	0	0	4.8085
MGH36_P8_H04	2.60521528523	black	0	5.7244	4.6419
MGH36_P8_H06	NA	black	0	0	0.5656
MGH36_P8_H07	0.0454996911079	red	1	4.7724	2.6583
MGH36_P8_H09	NA	black	0	0	3.3723
MGH36_P8_H10	NA	black	0	0	0
MGH36_P8_H11	1.07416111924	green3	2	0.14012	0.34255
MGH36_P9_A01	NA	black	0	0	2.1658
MGH36_P9_A02	1.30537478436	green3	2	4.687	3.9885
MGH36_P9_A03	NA	black	0	6.335	0
MGH36_P9_A05	NA	black	0	0.44255	0
MGH36_P9_A06	NA	black	0	6.6143	0
MGH36_P9_A07	NA	black	0	0	1.3265
MGH36_P9_A09	NA	black	0	0	3.4897
MGH36_P9_A10	0.0408995403578	red	1	0.26303	2.6549
MGH36_P9_A11	-0.0125019278455	red	1	0.4489	2.7993
MGH36_P9_A12	NA	black	0	0.42761	0
MGH36_P9_B01	NA	black	0	0	1.044
MGH36_P9_B04	1.26661516685	green3	2	6.4322	3.4276
MGH36_P9_B06	NA	black	0	0.81311	0
MGH36_P9_B07	1.00342542699	green3	2	4.189	3.8817
MGH36_P9_B08	-0.205383147275	red	1	0.15704	3.2962
MGH36_P9_B09	1.14451259851	green3	2	3.9658	4.1818
MGH36_P9_B10	NA	black	0	0	4.5676
MGH36_P9_B11	NA	black	0	0	4.6233
MGH36_P9_B12	NA	black	0	0	2.6378
MGH36_P9_C01	NA	black	0	5.4825	0
MGH36_P9_C02	0.257098693554	red	1	2.4273	3.605
MGH36_P9_C03	NA	black	0	0	0
MGH36_P9_C05	NA	black	0	5.9331	0
MGH36_P9_C07	NA	black	0	0	1.9804
MGH36_P9_C08	-1.77025136309	red	1	5.881	1.1577
MGH36_P9_C09	1.10405229092	green3	2	5.4862	3.5254
MGH36_P9_C11	NA	black	0	0	2.8458
MGH36_P9_C12	NA	black	0	6.2507	0
MGH36_P9_D05	2.61487584481	black	0	6.0517	4.4961
MGH36_P9_D07	NA	black	0	5.9027	0
MGH36_P9_D08	-0.214718674597	red	1	1.0517	4.8444
MGH36_P9_D09	NA	black	0	6.7575	0
MGH36_P9_D10	NA	black	0	0	2.0029
MGH36_P9_D11	NA	black	0	3.1829	0
MGH36_P9_E01	NA	black	0	0	3.2784
MGH36_P9_E02	NA	black	0	0	0
MGH36_P9_E03	NA	black	0	5.7078	0
MGH36_P9_E04	-0.104989008458	red	1	0.10299	3.0272
MGH36_P9_E05	NA	black	0	0.28806	0
MGH36_P9_E06	NA	black	0	0	3.5032
MGH36_P9_E07	0.164529045002	red	1	0.28333	2.3188
MGH36_P9_E08	NA	black	0	0	0.76043
MGH36_P9_E10	NA	black	0	0	3.2168
MGH36_P9_E11	-1.70986667075	red	1	5.8054	1.1846
MGH36_P9_E12	NA	black	0	0.39835	0
MGH36_P9_F02	NA	black	0	4.7733	0
MGH36_P9_F03	NA	black	0	0	3.7194
MGH36_P9_F04	NA	black	0	0	2.0479
MGH36_P9_F08	NA	black	0	0	2.9935
MGH36_P9_F09	0.864126653422	green3	2	5.9622	3.2297
MGH36_P9_F10	-0.0328913522284	red	1	4.2097	2.5881
MGH36_P9_F11	NA	black	0	0	0
MGH36_P9_F12	NA	black	0	0	0
MGH36_P9_G03	-0.147762448951	red	1	3.8016	2.4217
MGH36_P9_G04	NA	black	0	0	3.7988
MGH36_P9_G05	-0.88645925845	red	1	3.3692	0.93282
MGH36_P9_G06	-0.684405414082	red	1	0.16993	4.651
MGH36_P9_G07	NA	black	0	0	0
MGH36_P9_G08	NA	black	0	0	1.4952
MGH36_P9_G09	NA	black	0	4.9395	0
MGH36_P9_G10	NA	black	0	0	2.2618
MGH36_P9_G11	-0.188123084669	red	1	0.28214	3.2978
MGH36_P9_H01	NA	black	0	0.80074	0
MGH36_P9_H02	NA	black	0	0	0
MGH36_P9_H03	NA	black	0	0	1.1596
MGH36_P9_H04	NA	black	0	0.47301	0
MGH36_P9_H06	NA	black	0	0	0
MGH36_P9_H07	-0.360607105073	red	1	0.50894	4.0743
MGH36_P9_H08	NA	black	0	0	2.5675
MGH36_P9_H10	NA	black	0	0	3.5608
MGH36_P9_H11	NA	black	0	0	0
MGH36_P9_H12	0.808606636891	green3	2	0.24001	0.77653
MGH36_P2_A01	NA	black	0	0	0
MGH36_P2_A03	0.795912016881	green3	2	0.20414	0.8528
MGH36_P2_A04	NA	black	0	6.0101	0
MGH36_P2_A05	NA	black	0	0	0.23879
MGH36_P2_A06	-0.0336948013461	red	1	0.11237	2.853
MGH36_P2_A07	1.20445737536	green3	2	0.12565	0.097611
MGH36_P2_A08	NA	black	0	0	0.8488
MGH36_P2_A11	0.942331528835	green3	2	0.44996	0.10836
MGH36_P2_B03	NA	black	0	0.1137	0
MGH36_P2_B04	NA	black	0	0.075875	0
MGH36_P2_B05	0.0232921512105	red	1	0.19535	2.708
MGH36_P2_B06	-0.536074652571	red	1	0.042644	4.0794
MGH36_P2_B07	1.18661778939	green3	2	0.063503	0.2302
MGH36_P2_B08	0.323840173404	red	1	0.95308	1.0614
MGH36_P2_B09	NA	black	0	0	2.2699
MGH36_P2_B10	NA	black	0	7.6226	0
MGH36_P2_B11	NA	black	0	0	0.085425
MGH36_P2_B12	NA	black	0	7.1577	0
MGH36_P2_C02	NA	black	0	4.6171	0
MGH36_P2_C03	NA	black	0	0.096262	0
MGH36_P2_C04	-1.5963780339	red	1	4.1935	0.49467
MGH36_P2_C07	-0.119972439265	red	1	0.042644	3.054
MGH36_P2_C08	-0.0614572590268	red	1	0.10702	2.9207
MGH36_P2_C09	-0.231924223332	red	1	0.055196	3.3261
MGH36_P2_C10	NA	black	0	3.9701	0
MGH36_P2_C11	NA	black	0	0.059355	0
MGH36_P2_C12	NA	black	0	0	1.8588
MGH36_P2_D01	NA	black	0	5.5186	0
MGH36_P2_D02	NA	black	0	6.2973	0
MGH36_P2_D04	NA	black	0	0	0.38957
MGH36_P2_D05	0.0168366350142	red	1	1.4271	4.8364
MGH36_P2_D06	0.14712506661	red	1	6.0512	2.6776
MGH36_P2_D07	0.877198603159	green3	2	0.15575	0.73725
MGH36_P2_D08	-1.88660532727	red	1	4.7034	0.50894
MGH36_P2_D09	-0.883999598698	red	1	0.02432	4.9793
MGH36_P2_D10	NA	black	0	0.14405	0
MGH36_P2_D11	NA	black	0	1.9594	0
MGH36_P2_E01	0.434954625428	red	1	0.11636	1.7519
MGH36_P2_E02	NA	black	0	0.053806	0
MGH36_P2_E03	-0.541254639233	red	1	0.069015	4.1186
MGH36_P2_E04	NA	black	0	6.2803	0
MGH36_P2_E06	-2.66845863206	black	0	5.2956	0.079975
MGH36_P2_E07	1.53750372111	green3	2	6.3102	3.6427
MGH36_P2_E08	-0.0987209639491	red	1	0.044044	3.004
MGH36_P2_E09	NA	black	0	6.9369	0
MGH36_P2_E10	NA	black	0	0.092207	0
MGH36_P2_F02	NA	black	0	0	1.3973
MGH36_P2_F03	NA	black	0	5.2815	0
MGH36_P2_F04	-0.169159281817	red	1	0.075875	3.1792
MGH36_P2_F06	NA	black	0	5.4168	0
MGH36_P2_F07	-0.114181375444	red	1	0.063503	3.0435
MGH36_P2_F08	-0.699230124031	red	1	0.14926	4.6619
MGH36_P2_F10	NA	black	0	0.053806	0
MGH36_P2_F11	NA	black	0	4.0936	0
MGH36_P2_F12	NA	black	0	0.18396	0
MGH36_P2_G01	NA	black	0	1.5261	0
MGH36_P2_G02	-0.0568864732942	red	1	0.064883	2.9069
MGH36_P2_G03	NA	black	0	6.9279	0
MGH36_P2_G04	NA	black	0	0	0
MGH36_P2_G05	2.10319836266	green3	2	5.2802	4.4546
MGH36_P2_G07	NA	black	0	5.9779	0
MGH36_P2_G08	NA	black	0	5.8422	0
MGH36_P2_G09	1.20788009695	green3	2	0.031395	0.23634
MGH36_P2_G11	NA	black	0	0	0
MGH36_P2_G12	NA	black	0	0.13881	0
MGH36_P2_H01	1.24066446135	green3	2	0.07861	0.1003
MGH36_P2_H02	-0.323533351769	red	1	0.060739	3.5545
MGH36_P2_H03	1.03286942691	green3	2	0.048236	0.5568
MGH36_P2_H04	1.0816368104	green3	2	0.123	0.35276
MGH36_P2_H05	-2.51002105558	black	0	6.4532	0.774
MGH36_P2_H06	0.588702331874	red	1	0.045443	1.4714
MGH36_P2_H07	NA	black	0	5.5243	0
MGH36_P2_H10	-0.266923288758	red	1	0.10702	3.4347
MGH53_P5_A02	NA	black	0	0	2.1368
MGH53_P5_A03	NA	black	0	0	0
MGH53_P5_A04	0.406109618143	red	1	0.81885	1.0036
MGH53_P5_A06	NA	black	0	0	1.4911
MGH53_P5_A07	NA	black	0	0	4.0675
MGH53_P5_A08	NA	black	0	0	0
MGH53_P5_A09	-0.837393677703	red	1	4.625	1.6785
MGH53_P5_A11	NA	black	0	0	5.5525
MGH53_P5_B01	NA	black	0	0	4.1289
MGH53_P5_B03	NA	black	0	0	3.2689
MGH53_P5_B04	NA	black	0	0	4.2337
MGH53_P5_B05	NA	black	0	0	3.6964
MGH53_P5_B06	NA	black	0	0	0
MGH53_P5_B07	1.17353837069	green3	2	0.11237	0.18142
MGH53_P5_B08	NA	black	0	0	0
MGH53_P5_B09	NA	black	0	0	0
MGH53_P5_B10	NA	black	0	0	2.8246
MGH53_P5_B11	NA	black	0	0	4.1449
MGH53_P5_B12	NA	black	0	0	2.8811
MGH53_P5_C01	NA	black	0	5.287	0
MGH53_P5_C02	NA	black	0	0	0
MGH53_P5_C03	-1.04332185402	red	1	4.6584	1.4547
MGH53_P5_C04	NA	black	0	0	0
MGH53_P5_C05	-1.78174027749	red	1	5.6805	1.0841
MGH53_P5_C06	NA	black	0	0	0
MGH53_P5_C07	NA	black	0	0.59455	0
MGH53_P5_C08	NA	black	0	0	0
MGH53_P5_C09	NA	black	0	0	4.8797
MGH53_P5_C10	NA	black	0	0	1.8225
MGH53_P5_C11	NA	black	0	0	3.4569
MGH53_P5_D01	NA	black	0	0	0
MGH53_P5_D02	NA	black	0	0	5.6805
MGH53_P5_D04	NA	black	0	0	0
MGH53_P5_D05	0.70895650604	green3	2	0.53007	0.5724
MGH53_P5_D07	NA	black	0	0	4.2551
MGH53_P5_D08	NA	black	0	1.5231	0
MGH53_P5_D09	NA	black	0	0	4.9488
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	NA	black	0	0	0
MGH53_P5_E02	NA	black	0	0	0
MGH53_P5_E03	-0.217975831668	red	1	0.89064	4.0936
MGH53_P5_E04	NA	black	0	0	1.2798
MGH53_P5_E06	NA	black	0	0	0
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	-0.382760486347	red	1	0.75189	4.7482
MGH53_P5_E11	NA	black	0	0	0
MGH53_P5_F01	NA	black	0	0	0
MGH53_P5_F03	NA	black	0	0	0
MGH53_P5_F05	NA	black	0	0	0
MGH53_P5_F06	NA	black	0	0	0
MGH53_P5_F07	NA	black	0	0	0
MGH53_P5_F08	NA	black	0	0	0
MGH53_P5_F10	NA	black	0	0	0
MGH53_P5_F11	NA	black	0	0	0
MGH53_P5_G01	NA	black	0	0	0
MGH53_P5_G04	NA	black	0	0	2.9151
MGH53_P5_G05	NA	black	0	0	0.89064
MGH53_P5_G07	NA	black	0	0	0
MGH53_P5_G08	NA	black	0	0	0.49057
MGH53_P5_G09	NA	black	0	0	3.2041
MGH53_P5_G10	NA	black	0	0.29983	0
MGH53_P5_G11	NA	black	0	0	3.2609
MGH53_P5_H02	NA	black	0	0	1.7916
MGH53_P5_H03	NA	black	0	0	2.7281
MGH53_P5_H04	NA	black	0	0	5.2114
MGH53_P5_H05	NA	black	0	0	0
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	NA	black	0	0	5.4251
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	NA	black	0	0	0
MGH53_P6_A01	NA	black	0	0.11636	0
MGH53_P6_A02	NA	black	0	0	0
MGH53_P6_A03	NA	black	0	0.1375	0
MGH53_P6_A04	0.159663161461	red	1	0.20289	2.3601
MGH53_P6_A05	NA	black	0	0	4.3446
MGH53_P6_A06	-0.473713255656	red	1	0.21288	4.0815
MGH53_P6_A07	NA	black	0	0.23389	0
MGH53_P6_A08	NA	black	0	3.2429	0
MGH53_P6_A09	NA	black	0	0	0
MGH53_P6_A10	1.11921503174	green3	2	0.12961	0.26544
MGH53_P6_A11	NA	black	0	0	0.23511
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	0.0662430964544	red	1	0.44679	2.5504
MGH53_P6_B03	NA	black	0	0.40054	0
MGH53_P6_B04	NA	black	0	0	5.6916
MGH53_P6_B05	-0.280156451834	red	1	0.22774	3.5341
