Cell_name	Zvalue	Color	Cluster	SP1	STAR
MGH36_P6_H10	NA	black	0	2.6904	0
MGH36_P6_H12	0.555808265453	green3	2	0.42223	0.12035
MGH36_P7_A01	NA	black	0	0	0.15445
MGH36_P7_A02	NA	black	0	0	0.1776
MGH36_P7_A03	NA	black	0	0	0
MGH36_P7_A04	NA	black	0	0	0
MGH36_P7_A06	NA	black	0	0	0.59455
MGH36_P7_A07	NA	black	0	0	0.32884
MGH36_P7_A08	NA	black	0	0	0.38073
MGH36_P7_A09	NA	black	0	0	0
MGH36_P7_A10	NA	black	0	0	0.21288
MGH36_P7_A11	NA	black	0	0	0.13619
MGH36_P7_A12	NA	black	0	0	0
MGH36_P7_B01	NA	black	0	0	0
MGH36_P7_B02	NA	black	0	0	0.20038
MGH36_P7_B03	NA	black	0	0	4.677
MGH36_P7_B04	NA	black	0	0	0.21537
MGH36_P7_B06	NA	black	0	0	0
MGH36_P7_B07	NA	black	0	0	0
MGH36_P7_B08	0.587167685374	green3	2	0.092207	0.24367
MGH36_P7_B09	NA	black	0	0	0
MGH36_P7_B10	NA	black	0	0	0
MGH36_P7_B11	NA	black	0	0	0
MGH36_P7_B12	NA	black	0	0	0.5656
MGH36_P7_C11	0.137892361507	green3	2	1.168	0.30217
MGH36_P7_D01	NA	black	0	0	0
MGH36_P7_D02	NA	black	0	0	0.39397
MGH36_P7_D03	NA	black	0	0	0.38405
MGH36_P7_D05	NA	black	0	0	0
MGH36_P7_D06	NA	black	0	0	0.21164
MGH36_P7_D07	NA	black	0	0	0
MGH36_P7_D08	NA	black	0	0	0
MGH36_P7_D09	NA	black	0	0	0
MGH36_P7_D10	NA	black	0	0	0.26424
MGH36_P7_D11	NA	black	0	0	0
MGH36_P7_E01	NA	black	0	0	0
MGH36_P7_E03	NA	black	0	0	0
MGH36_P7_E04	NA	black	0	0	0
MGH36_P7_E05	NA	black	0	0	0
MGH36_P7_E07	NA	black	0	0	0
MGH36_P7_E08	NA	black	0	0	5.8505
MGH36_P7_E10	NA	black	0	0	0.16993
MGH36_P7_E12	NA	black	0	0	0
MGH36_P7_F01	NA	black	0	0	0.63877
MGH36_P7_F02	NA	black	0	0	0
MGH36_P7_F03	NA	black	0	0	0.15575
MGH36_P7_F04	NA	black	0	0	0.46258
MGH36_P7_F06	NA	black	0	0	0.15834
MGH36_P7_F08	NA	black	0	0	0
MGH36_P7_F09	NA	black	0	0	0.123
MGH36_P7_F10	NA	black	0	0	0
MGH36_P7_F11	NA	black	0	0	0.25701
MGH36_P7_F12	NA	black	0	0	0.15445
MGH36_P7_G01	NA	black	0	0	0.59932
MGH36_P7_G02	NA	black	0	0	0.13488
MGH36_P7_G03	NA	black	0	0	0.35389
MGH36_P7_G04	NA	black	0	0	0
MGH36_P7_G05	NA	black	0	0	0
MGH36_P7_G06	NA	black	0	0	0.56267
MGH36_P7_G08	NA	black	0	0	0
MGH36_P7_G09	NA	black	0	0	0.17249
MGH36_P7_G10	0.102426636029	green3	2	1.2768	0.25217
MGH36_P7_G11	NA	black	0	0	4.2651
MGH36_P7_H01	NA	black	0	0	0.48954
MGH36_P7_H02	NA	black	0	0	0
MGH36_P7_H03	NA	black	0	0	0
MGH36_P7_H04	NA	black	0	0	0
MGH36_P7_H07	NA	black	0	0	0.18903
MGH36_P7_H08	NA	black	0	0	0
MGH36_P7_H10	NA	black	0	0	0.45207
MGH36_P7_H11	NA	black	0	0	0.55189
MGH36_P7_H12	NA	black	0	0	0
MGH36_P5_A02	NA	black	0	0	0.79494
MGH36_P5_A03	NA	black	0	0	0
MGH36_P5_A05	NA	black	0	0	0
MGH36_P5_A06	NA	black	0	0	0
MGH36_P5_A07	NA	black	0	0	0
MGH36_P5_A08	0.421038821482	green3	2	0.36961	0.3173
MGH36_P5_A09	NA	black	0	0	0.57143
MGH36_P5_B02	NA	black	0	0	0.18269
MGH36_P5_B03	NA	black	0	0	0.23879
MGH36_P5_B04	NA	black	0	0	0.90458
MGH36_P5_B05	0.378264775296	green3	2	0.63413	0.24001
MGH36_P5_B06	-0.602047168115	red	1	2.6353	0.18015
MGH36_P5_B07	NA	black	0	0	0.24489
MGH36_P5_B08	NA	black	0	0	0
MGH36_P5_B09	NA	black	0	0	0
MGH36_P5_B10	NA	black	0	0	0.24001
MGH36_P5_B11	NA	black	0	0	0.37962
MGH36_P5_C01	NA	black	0	0	0.96125
MGH36_P5_C02	NA	black	0	0	0.46989
MGH36_P5_C03	NA	black	0	0	1.5069
MGH36_P5_C04	NA	black	0	0	0.14796
MGH36_P5_C05	NA	black	0	0	0.29748
MGH36_P5_C06	NA	black	0	0	0.094912
MGH36_P5_C09	NA	black	0	0	0.1137
MGH36_P5_C11	NA	black	0	0	0.24245
MGH36_P5_C12	NA	black	0	0	0
MGH36_P5_D01	NA	black	0	0	0.89763
MGH36_P5_D02	NA	black	0	0	0.15186
MGH36_P5_D03	NA	black	0	0	0
MGH36_P5_D04	0.679430726791	green3	2	0.1375	0.13225
MGH36_P5_D06	NA	black	0	0	0.19409
MGH36_P5_D07	NA	black	0	0	0.45207
MGH36_P5_D08	NA	black	0	0	3.3602
MGH36_P5_D09	NA	black	0	0	0.58496
MGH36_P5_D11	NA	black	0	0	0.085425
MGH36_P5_D12	NA	black	0	0	0
MGH36_P5_E01	NA	black	0	0	1.069
MGH36_P5_E02	NA	black	0	0	0.12035
MGH36_P5_E03	NA	black	0	0	0.338
MGH36_P5_E05	NA	black	0	0	0.19409
MGH36_P5_E07	NA	black	0	0	0.30685
MGH36_P5_E08	NA	black	0	0	0.41576
MGH36_P5_E09	NA	black	0	0	0.23756
MGH36_P5_E10	NA	black	0	0	0.25701
MGH36_P5_E11	NA	black	0	0	0.33342
MGH36_P5_F02	NA	black	0	0	0.092207
MGH36_P5_F04	NA	black	0	0	0.1903
MGH36_P5_F05	NA	black	0	0	0.074505
MGH36_P5_F06	NA	black	0	0	0.45207
MGH36_P5_F07	NA	black	0	0	3.716
MGH36_P5_F08	NA	black	0	0	0.15186
MGH36_P5_F09	NA	black	0	0	0.32308
MGH36_P5_F10	-0.905531403041	red	1	1.0834	3.1237
MGH36_P5_F11	NA	black	0	0	0.15575
MGH36_P5_G01	NA	black	0	0	0
MGH36_P5_G02	NA	black	0	0	0
MGH36_P5_G04	NA	black	0	0	0.60027
MGH36_P5_G06	NA	black	0	0	0.070389
MGH36_P5_G07	NA	black	0	0	0.69064
MGH36_P5_G08	NA	black	0	0	1.1104
MGH36_P5_G09	NA	black	0	0	0.20789
MGH36_P5_G10	NA	black	0	0	0.54696
MGH36_P5_G11	NA	black	0	0	0.67807
MGH36_P5_H02	NA	black	0	0	0.24489
MGH36_P5_H03	NA	black	0	0	0.1903
MGH36_P5_H05	NA	black	0	0	0.64616
MGH36_P5_H06	NA	black	0	0	0.10836
MGH36_P5_H07	-0.419767594942	green3	2	2.7983	0.46676
MGH36_P5_H09	NA	black	0	0	0
MGH36_P10_A02	NA	black	0	0	0
MGH36_P10_A04	NA	black	0	0	0.52005
MGH36_P10_A05	NA	black	0	0	0
MGH36_P10_A06	NA	black	0	0	0
MGH36_P10_A07	NA	black	0	0	0.21039
MGH36_P10_A09	NA	black	0	0	0
MGH36_P10_A11	NA	black	0	0	0
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	NA	black	0	0	0.54003
MGH36_P10_B03	NA	black	0	0	0
MGH36_P10_B05	NA	black	0	0	0.44679
MGH36_P10_B07	NA	black	0	0	0
MGH36_P10_B08	-0.13648831649	green3	2	2.2434	0.63413
MGH36_P10_B10	NA	black	0	1.3028	0
MGH36_P10_B11	NA	black	0	0	0
MGH36_P10_C01	NA	black	0	0	0
MGH36_P10_C03	NA	black	0	0	0.34483
MGH36_P10_C04	NA	black	0	0.26424	0
MGH36_P10_C06	NA	black	0	0	0
MGH36_P10_C07	NA	black	0	0	0.96051
MGH36_P10_C08	NA	black	0	0	0.30451
MGH36_P10_C09	NA	black	0	0	0
MGH36_P10_C10	NA	black	0	0	0.25822
MGH36_P10_C12	NA	black	0	0	0.20289
MGH36_P10_D01	NA	black	0	1.1184	0
MGH36_P10_D02	NA	black	0	0	0
MGH36_P10_D03	NA	black	0	0	0.35389
MGH36_P10_D04	NA	black	0	0	0.28333
MGH36_P10_D05	NA	black	0	0	0
MGH36_P10_D07	NA	black	0	0	0
MGH36_P10_D09	NA	black	0	0	0.69064
MGH36_P10_D10	NA	black	0	0	0
MGH36_P10_D11	NA	black	0	0	0
MGH36_P10_D12	NA	black	0	0	0
MGH36_P10_E02	NA	black	0	0	0.23143
MGH36_P10_E03	NA	black	0	0	0
MGH36_P10_E04	NA	black	0	0	0.5888
MGH36_P10_E05	0.103322614535	green3	2	1.1486	0.46884
MGH36_P10_E07	NA	black	0	0	0.22774
MGH36_P10_E10	NA	black	0	0	0
MGH36_P10_E11	NA	black	0	0	0
MGH36_P10_E12	NA	black	0	0	2.1859
MGH36_P10_F02	-1.98109481596	black	0	0.70752	3.7108
MGH36_P10_F03	NA	black	0	0	0.71896
MGH36_P10_F05	NA	black	0	0	0
MGH36_P10_F06	NA	black	0	0	0.37407
MGH36_P10_F08	NA	black	0	0.18777	0
MGH36_P10_F09	NA	black	0	0	0.52607
MGH36_P10_F10	NA	black	0	0	0
MGH36_P10_F11	NA	black	0	0	0
MGH36_P10_F12	-0.895083278105	red	1	0.61164	2.0878
MGH36_P10_G01	NA	black	0	0	0
MGH36_P10_G02	NA	black	0	0.7866	0
MGH36_P10_G03	NA	black	0	0	0
MGH36_P10_G05	NA	black	0	0	0.20914
MGH36_P10_G06	NA	black	0	0	0
MGH36_P10_G07	NA	black	0	0	0
MGH36_P10_G08	NA	black	0	0	0.24853
MGH36_P10_G09	NA	black	0	0	2.34
MGH36_P10_G10	NA	black	0	0	0
MGH36_P10_G11	0.25399248434	green3	2	0.34028	0.52607
MGH36_P10_H01	NA	black	0	0	0
MGH36_P10_H03	NA	black	0	0	3.4417
MGH36_P10_H04	NA	black	0	0	0
MGH36_P10_H05	NA	black	0	0	0
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	NA	black	0	0	0
MGH36_P10_H11	0.472857369174	green3	2	0.39835	0.24001
MGH36_P10_H12	NA	black	0	0.92372	0
MGH36_P8_A01	NA	black	0	0	0
MGH36_P8_A03	NA	black	0	0.37407	0
MGH36_P8_A04	NA	black	0	0	0
MGH36_P8_A06	NA	black	0	0	0
MGH36_P8_A07	NA	black	0	0	0
MGH36_P8_A08	NA	black	0	0	0
MGH36_P8_A09	NA	black	0	0	0
MGH36_P8_A11	NA	black	0	0.6332	0
MGH36_P8_A12	NA	black	0	0	0
MGH36_P8_B01	NA	black	0	0	0
MGH36_P8_B02	0.210666427431	green3	2	2.7935	1.1454
MGH36_P8_B03	-0.524438769701	green3	2	0.079975	1.2975
MGH36_P8_B04	NA	black	0	0	0.301
MGH36_P8_B05	NA	black	0	0	2.0834
MGH36_P8_B08	NA	black	0	0	0.27977
MGH36_P8_B09	-3.16593574062	black	0	0.12035	3.6539
MGH36_P8_B10	NA	black	0	0	0
MGH36_P8_B11	NA	black	0	0	0.35276
MGH36_P8_B12	NA	black	0	2.648	0
MGH36_P8_C01	NA	black	0	0	2.7653
MGH36_P8_C02	NA	black	0	2.069	0
MGH36_P8_C03	NA	black	0	0	0
MGH36_P8_C05	0.00555433004102	green3	2	1.6196	0.96273
MGH36_P8_C06	NA	black	0	0	1.1184
MGH36_P8_C09	NA	black	0	0	1.9505
MGH36_P8_C10	NA	black	0	0	0
MGH36_P8_C12	NA	black	0	0	0
MGH36_P8_D01	NA	black	0	0	0.30568
MGH36_P8_D03	NA	black	0	0	0
MGH36_P8_D04	NA	black	0	0.123	0
MGH36_P8_D05	NA	black	0	0.70752	0
MGH36_P8_D07	NA	black	0	0	0.419
MGH36_P8_D08	-0.00423902629777	green3	2	1.3618	0.89297
MGH36_P8_D09	NA	black	0	0	0.43936
MGH36_P8_D10	NA	black	0	0	0
MGH36_P8_D11	NA	black	0	0	0.42331
MGH36_P8_D12	NA	black	0	0	0
MGH36_P8_E01	NA	black	0	0	1.3465
MGH36_P8_E02	NA	black	0	1.9657	0
MGH36_P8_E03	NA	black	0	0	2.1757
MGH36_P8_E04	NA	black	0	0	0
MGH36_P8_E05	NA	black	0	0	0
MGH36_P8_E06	NA	black	0	0	0
MGH36_P8_E08	NA	black	0	0.33228	0
MGH36_P8_E10	NA	black	0	0	1.3431
MGH36_P8_F02	NA	black	0	0	0
MGH36_P8_F04	NA	black	0	0	0
MGH36_P8_F05	NA	black	0	0	0.25942
MGH36_P8_F07	NA	black	0	0	0.45207
MGH36_P8_F09	NA	black	0	0	0.34483
MGH36_P8_G01	NA	black	0	0	0
MGH36_P8_G02	NA	black	0	0	0
MGH36_P8_G03	NA	black	0	0	0
MGH36_P8_G04	NA	black	0	0.514	0
MGH36_P8_G05	NA	black	0	0	0
MGH36_P8_G06	NA	black	0	0	0
MGH36_P8_G07	NA	black	0	0	0
MGH36_P8_G08	NA	black	0	0	0.14143
MGH36_P8_G09	NA	black	0	1.9575	0
MGH36_P8_G10	NA	black	0	0.42116	0
MGH36_P8_G12	NA	black	0	0.20038	0
MGH36_P8_H01	NA	black	0	2.4764	0
MGH36_P8_H03	-1.60998684544	black	0	0.95606	3.969
MGH36_P8_H04	NA	black	0	0	0
MGH36_P8_H06	NA	black	0	0	0
MGH36_P8_H07	NA	black	0	0	0
MGH36_P8_H09	NA	black	0	0	0.59741
MGH36_P8_H10	NA	black	0	0	0
MGH36_P8_H11	NA	black	0	0.99349	0
MGH36_P9_A01	NA	black	0	0	0
MGH36_P9_A02	NA	black	0	0	0
MGH36_P9_A03	NA	black	0	0	0
MGH36_P9_A05	NA	black	0	0	0
MGH36_P9_A06	NA	black	0	1.2345	0
MGH36_P9_A07	NA	black	0	1.6731	0
MGH36_P9_A09	NA	black	0	0	0.60027
MGH36_P9_A10	NA	black	0	0	2.2016
MGH36_P9_A11	NA	black	0	0	0.2302
MGH36_P9_A12	NA	black	0	0	2.9742
MGH36_P9_B01	NA	black	0	0	0
MGH36_P9_B04	NA	black	0	0	0.55385
MGH36_P9_B06	NA	black	0	2.082	0
MGH36_P9_B07	-0.262753763284	green3	2	2.1619	0.338
MGH36_P9_B08	-0.911110197589	red	1	0.18142	1.7119
MGH36_P9_B09	NA	black	0	1.6955	0
MGH36_P9_B10	NA	black	0	0	0
MGH36_P9_B11	NA	black	0	0	0
MGH36_P9_B12	NA	black	0	0	2.7236
MGH36_P9_C01	NA	black	0	0	0
MGH36_P9_C02	NA	black	0	0	0.852
MGH36_P9_C03	NA	black	0	0	0
MGH36_P9_C05	NA	black	0	0	0.34369
MGH36_P9_C07	NA	black	0	0.10568	0
MGH36_P9_C08	NA	black	0	0	0
MGH36_P9_C09	0.319011646854	green3	2	0.93282	0.075875
MGH36_P9_C11	NA	black	0	0.43829	0
MGH36_P9_C12	NA	black	0	0	0
MGH36_P9_D05	NA	black	0	0	0
MGH36_P9_D07	0.232057741122	green3	2	0.21785	0.5724
MGH36_P9_D08	NA	black	0	0	0
MGH36_P9_D09	NA	black	0	1.0151	0
MGH36_P9_D10	NA	black	0	0	1.1782
MGH36_P9_D11	NA	black	0	0	0
MGH36_P9_E01	NA	black	0	0	0
MGH36_P9_E02	NA	black	0	0	0.29748
MGH36_P9_E03	NA	black	0	0	0
MGH36_P9_E04	NA	black	0	0	0
MGH36_P9_E05	NA	black	0	0	0
MGH36_P9_E06	NA	black	0	0	0.4489
MGH36_P9_E07	NA	black	0	0	0
MGH36_P9_E08	NA	black	0	0	0
MGH36_P9_E10	NA	black	0	0	0
MGH36_P9_E11	NA	black	0	1.0165	0
MGH36_P9_E12	NA	black	0	0	2.4332
MGH36_P9_F02	NA	black	0	0	0
MGH36_P9_F03	NA	black	0	0	3.948
MGH36_P9_F04	NA	black	0	0	3.0621
MGH36_P9_F08	-0.278809661559	green3	2	2.4888	0.50995
MGH36_P9_F09	-0.432254819431	green3	2	2.334	0.18396
MGH36_P9_F10	NA	black	0	2.885	0
MGH36_P9_F11	NA	black	0	0	0
MGH36_P9_F12	NA	black	0	0	0.6173
MGH36_P9_G03	NA	black	0	0	0.14012
MGH36_P9_G04	NA	black	0	0	0
MGH36_P9_G05	NA	black	0	0	0
MGH36_P9_G06	NA	black	0	0	0
MGH36_P9_G07	NA	black	0	0	0
MGH36_P9_G08	NA	black	0	0	0.23266
MGH36_P9_G09	NA	black	0	0	0.2762
MGH36_P9_G10	NA	black	0	0	0
MGH36_P9_G11	NA	black	0	0	0.40272
MGH36_P9_H01	NA	black	0	0.36513	0
MGH36_P9_H02	NA	black	0	0	0
MGH36_P9_H03	NA	black	0	0	0
MGH36_P9_H04	NA	black	0	0	0
MGH36_P9_H06	NA	black	0	0	0
MGH36_P9_H07	NA	black	0	0	0
MGH36_P9_H08	NA	black	0	1.0731	0
MGH36_P9_H10	NA	black	0	0	0.19156
MGH36_P9_H11	NA	black	0	1.6897	0
MGH36_P9_H12	NA	black	0	0	0
MGH36_P2_A01	NA	black	0	0	0.18015
MGH36_P2_A03	NA	black	0	0	0.80735
MGH36_P2_A04	NA	black	0	0	0.12829
MGH36_P2_A05	NA	black	0	0	0
MGH36_P2_A06	NA	black	0	0	0.36737
MGH36_P2_A07	-0.718651635101	red	1	2.7968	0.15445
MGH36_P2_A08	NA	black	0	0	0.15056
MGH36_P2_A11	-0.377229317961	green3	2	2.4265	0.33685
MGH36_P2_B03	NA	black	0	0	0.28688
MGH36_P2_B04	NA	black	0	0	0.36289
MGH36_P2_B05	NA	black	0	0	0.36625
MGH36_P2_B06	0.424408736342	green3	2	0.084064	0.4049
MGH36_P2_B07	NA	black	0	0	0.19535
MGH36_P2_B08	NA	black	0	0	0.31499
MGH36_P2_B09	NA	black	0	0	0.074505
MGH36_P2_B10	NA	black	0	0	0.20289
MGH36_P2_B11	NA	black	0	0	3.5858
MGH36_P2_B12	NA	black	0	0	0.15316
MGH36_P2_C02	NA	black	0	0	0.18269
MGH36_P2_C03	NA	black	0	1.992	0
MGH36_P2_C04	0.422755816552	green3	2	0.23879	0.36289
MGH36_P2_C07	NA	black	0	0	0.27501
MGH36_P2_C08	NA	black	0	0	0.42223
MGH36_P2_C09	NA	black	0	0	0.1865
MGH36_P2_C10	NA	black	0	0	0
MGH36_P2_C11	0.159371787825	green3	2	1.0942	0.32769
MGH36_P2_C12	NA	black	0	0	0.17887
MGH36_P2_D01	0.0445611171891	green3	2	1.4201	0.12961
MGH36_P2_D02	NA	black	0	0	0.5724
MGH36_P2_D04	NA	black	0	0	0
MGH36_P2_D05	0.731441839873	green3	2	0.082703	0.10568
MGH36_P2_D06	NA	black	0	0	0.32654
MGH36_P2_D07	NA	black	0	0	0.63877
MGH36_P2_D08	NA	black	0	0	0.31846
MGH36_P2_D09	0.441562441206	green3	2	0.1635	0.36625
MGH36_P2_D10	NA	black	0	0	0.15186
MGH36_P2_D11	NA	black	0	0	0.90304
MGH36_P2_E01	0.433324417227	green3	2	0.65444	0.13488
MGH36_P2_E02	NA	black	0	0	0.1003
MGH36_P2_E03	-0.0465593489139	green3	2	1.6758	0.46989
MGH36_P2_E04	NA	black	0	0	0.24732
MGH36_P2_E06	NA	black	0	0	0.36065
MGH36_P2_E07	NA	black	0	0	0.10969
MGH36_P2_E08	NA	black	0	0	0.18269
MGH36_P2_E09	NA	black	0	2.5566	0
MGH36_P2_E10	NA	black	0	0	0.25822
MGH36_P2_F02	NA	black	0	0	0.098958
MGH36_P2_F03	NA	black	0	0	0.073135
MGH36_P2_F04	NA	black	0	0	0.028569
MGH36_P2_F06	NA	black	0	0	0.16221
MGH36_P2_F07	NA	black	0	0	0.18142
MGH36_P2_F08	NA	black	0	0	0.30685
MGH36_P2_F10	NA	black	0	0	0.3471
MGH36_P2_F11	NA	black	0	0	0.12829
MGH36_P2_F12	0.186107479972	green3	2	1.148	0.13619
MGH36_P2_G01	NA	black	0	0	0.82375
MGH36_P2_G02	NA	black	0	0	2.2714
MGH36_P2_G03	NA	black	0	0	0.1903
MGH36_P2_G04	NA	black	0	0	0.26903
MGH36_P2_G05	NA	black	0	0	0.13356
MGH36_P2_G07	NA	black	0	0	0.38073
MGH36_P2_G08	NA	black	0	0	0.32998
MGH36_P2_G09	NA	black	0	0	0.1177
MGH36_P2_G11	NA	black	0	0	0.15316
MGH36_P2_G12	NA	black	0	0	0.21909
MGH36_P2_H01	NA	black	0	0	0.23266
MGH36_P2_H02	NA	black	0	0	0.21164
MGH36_P2_H03	-0.221538417408	green3	2	1.886	0.092207
MGH36_P2_H04	NA	black	0	0	0.038436
MGH36_P2_H05	NA	black	0	0	0.20163
MGH36_P2_H06	NA	black	0	0	0.14796
MGH36_P2_H07	NA	black	0	0	0.44467
MGH36_P2_H10	NA	black	0	0	0.28333
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	0	0
MGH53_P5_A04	NA	black	0	0.66357	0
MGH53_P5_A06	NA	black	0	0	0
MGH53_P5_A07	NA	black	0	0	0.91915
MGH53_P5_A08	NA	black	0	0	0
MGH53_P5_A09	NA	black	0	0	0.52807
MGH53_P5_A11	NA	black	0	0	0
MGH53_P5_B01	NA	black	0	0	0.53605
MGH53_P5_B03	NA	black	0	0	0
MGH53_P5_B04	NA	black	0	0	1.1375
MGH53_P5_B05	NA	black	0	0	0
MGH53_P5_B06	NA	black	0	0	0
MGH53_P5_B07	NA	black	0	2.1808	0
MGH53_P5_B08	NA	black	0	0	5.2077
MGH53_P5_B09	NA	black	0	0	0
MGH53_P5_B10	NA	black	0	0	0
MGH53_P5_B11	NA	black	0	0	0
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	NA	black	0	1.9015	0
MGH53_P5_C02	NA	black	0	4.4183	0
MGH53_P5_C03	NA	black	0	0	0
MGH53_P5_C04	NA	black	0	0	0
MGH53_P5_C05	NA	black	0	0	0.95531
MGH53_P5_C06	NA	black	0	0	0
MGH53_P5_C07	-0.702847028755	red	1	4.4492	0.64801
MGH53_P5_C08	NA	black	0	0	0
MGH53_P5_C09	NA	black	0	0	0.42975
MGH53_P5_C10	NA	black	0	0	0
MGH53_P5_C11	NA	black	0	0	0.65168
MGH53_P5_D01	NA	black	0	0	2.6949
MGH53_P5_D02	NA	black	0	0	0
MGH53_P5_D04	NA	black	0	0	0
MGH53_P5_D05	NA	black	0	0	0
MGH53_P5_D07	NA	black	0	0	0
MGH53_P5_D08	NA	black	0	0	0
MGH53_P5_D09	NA	black	0	0	0
MGH53_P5_D11	NA	black	0	0	5.5488
MGH53_P5_E01	NA	black	0	0	0
MGH53_P5_E02	NA	black	0	0	0
MGH53_P5_E03	-0.850783487018	red	1	1.4033	4.8226
MGH53_P5_E04	NA	black	0	0	0
MGH53_P5_E06	NA	black	0	3.207	0
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	NA	black	0	0	0.74157
MGH53_P5_E11	NA	black	0	0	0
MGH53_P5_F01	NA	black	0	0	0
MGH53_P5_F03	NA	black	0	0	0
MGH53_P5_F05	NA	black	0	0	0.77315
MGH53_P5_F06	NA	black	0	0	0
MGH53_P5_F07	NA	black	0	0	0
MGH53_P5_F08	NA	black	0	0	0.49876
MGH53_P5_F10	-0.7974269001	red	1	3.794	0.47301
MGH53_P5_F11	NA	black	0	0	1.3437
MGH53_P5_G01	NA	black	0	3.8262	0
MGH53_P5_G04	NA	black	0	2.0956	0
MGH53_P5_G05	NA	black	0	0	0
MGH53_P5_G07	NA	black	0	0	0
MGH53_P5_G08	NA	black	0	0	0
MGH53_P5_G09	0.00430527236627	green3	2	1.6677	0.91609
MGH53_P5_G10	NA	black	0	0	0
MGH53_P5_G11	NA	black	0	0	0
MGH53_P5_H02	NA	black	0	0	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	NA	black	0	0	0
MGH53_P5_H05	NA	black	0	0	0
MGH53_P5_H07	NA	black	0	0	0.99711
MGH53_P5_H08	NA	black	0	2.4699	0
MGH53_P5_H10	NA	black	0	0	1.7774
MGH53_P5_H11	NA	black	0	0.11237	0
MGH53_P6_A01	NA	black	0	0	0
MGH53_P6_A02	0.462439277042	green3	2	3.1484	1.3248
MGH53_P6_A03	0.258489798732	green3	2	2.7251	1.2123
MGH53_P6_A04	NA	black	0	0	0.61636
MGH53_P6_A05	NA	black	0	0	0.48336
MGH53_P6_A06	NA	black	0	0	4.4921
MGH53_P6_A07	-0.19574623172	green3	2	2.0229	0.36065
MGH53_P6_A08	NA	black	0	3.0954	0
MGH53_P6_A09	0.596164283759	green3	2	0.088142	0.23634
MGH53_P6_A10	NA	black	0	0	0.36289
MGH53_P6_A11	NA	black	0	0	0
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	NA	black	0	0	0
MGH53_P6_B03	NA	black	0	0	0.4351
MGH53_P6_B04	NA	black	0	0	0.41468
MGH53_P6_B05	NA	black	0	0.09356	0
MGH53_P6_B06	NA	black	0	0	0.54201
MGH53_P6_B07	NA	black	0	0	0.46884
MGH53_P6_B09	NA	black	0	1.5331	0
MGH53_P6_B10	NA	black	0	0	0.35727
MGH53_P6_C01	NA	black	0	0	0.79327
MGH53_P6_C03	NA	black	0	0	0
MGH53_P6_C04	NA	black	0	0	0.15834
MGH53_P6_C05	NA	black	0	3.179	0
MGH53_P6_C06	0.138726918161	green3	2	0.1903	0.67265
MGH53_P6_C07	NA	black	0	0	0.40817
MGH53_P6_C08	NA	black	0	0	0.2762
MGH53_P6_C09	NA	black	0	0	0
MGH53_P6_C10	NA	black	0	1.8115	0
MGH53_P6_C11	NA	black	0	0	0
MGH53_P6_C12	NA	black	0	0	0
MGH53_P6_D01	NA	black	0	0.72072	0
MGH53_P6_D02	NA	black	0	2.1577	0
MGH53_P6_D03	NA	black	0	0	0
MGH53_P6_D05	NA	black	0	0.22897	0
MGH53_P6_D07	NA	black	0	0	0
MGH53_P6_D08	NA	black	0	0	0.59932
MGH53_P6_D09	NA	black	0	0	5.9228
MGH53_P6_D10	NA	black	0	0	0
MGH53_P6_D11	NA	black	0	0	0.19535
MGH53_P6_D12	NA	black	0	0	0
MGH53_P6_E01	NA	black	0	0	0
MGH53_P6_E02	0.661809314785	green3	2	0.064883	0.18142
MGH53_P6_E03	NA	black	0	0	0
MGH53_P6_E04	NA	black	0	0	0
MGH53_P6_E05	NA	black	0	0	0
MGH53_P6_E06	NA	black	0	0	0
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	NA	black	0	0	0.86394
MGH53_P6_E09	NA	black	0	0	0
MGH53_P6_E10	NA	black	0	0	0
MGH53_P6_F01	NA	black	0	0	0.27381
MGH53_P6_F02	NA	black	0	3.4768	0
MGH53_P6_F03	NA	black	0	2.2836	0
MGH53_P6_F04	NA	black	0	0	1.0607
MGH53_P6_F05	0.0892603837391	green3	2	1.3022	0.26784
MGH53_P6_F06	NA	black	0	0	0
MGH53_P6_F07	NA	black	0	0	0.66539
MGH53_P6_F08	NA	black	0	0	0
MGH53_P6_F09	NA	black	0	0	0
MGH53_P6_F10	NA	black	0	0	0
MGH53_P6_G01	0.0413471116491	green3	2	0.17121	0.77231
MGH53_P6_G02	NA	black	0	0	3.7377
MGH53_P6_G03	NA	black	0	0.74846	0
MGH53_P6_G04	0.202480447425	green3	2	0.97306	0.33113
MGH53_P6_G05	NA	black	0	0	0
MGH53_P6_G06	NA	black	0	0	1.0868
MGH53_P6_G07	NA	black	0	0	0.27262
MGH53_P6_G08	NA	black	0	0	0
MGH53_P6_G09	NA	black	0	0	0
MGH53_P6_G10	NA	black	0	0	0
MGH53_P6_G11	NA	black	0	0	0.32539
MGH53_P6_H01	NA	black	0	0	0.61164
MGH53_P6_H02	NA	black	0	0	0.21412
