Cell_name	Zvalue	Color	Cluster	MTF1	PRNP
93_P6_D07	NA	black	0	0	4.6925
93_P6_F05	NA	black	0	0	5.4367
93_P5_C07	NA	black	0	0	1.1382
93_P5_B03	0.110566556922	red	1	0.15316	4.5798
93_P6_E10	-0.163348170196	red	1	0.096262	5.4452
93_P5_A11	NA	black	0	0.46258	0
93_P5_F01	NA	black	0	0	5.4317
93_P5_C03	-0.23356042989	red	1	0.3584	6.6344
93_P6_B10	-0.127375060812	red	1	0.15963	5.4053
93_P5_E03	-0.0020407407303	red	1	0.3173	4.9798
93_P5_G09	NA	black	0	0	6.6838
93_P5_C10	0.0267853052632	red	1	0.67175	5.2141
93_P5_E10	0.637196651545	red	1	0.19156	2.3682
93_P5_D08	0.2034951598	red	1	0.14143	4.2749
MGH93_P7_D06	NA	black	0	0	7.1267
MGH93_P7_G08	NA	black	0	0	6.6876
MGH93_P7_D02	NA	black	0	0	5.3928
MGH93_P7_A03	-0.809175724367	red	1	0.14796	7.5758
MGH93_P7_B06	-0.740673623662	red	1	0.15963	7.4339
MGH93_P7_C09	NA	black	0	0	6.0778
MGH93_P7_F07	NA	black	0	0	6.3068
MGH93_P7_B02	NA	black	0	0	3.5091
MGH93_P7_H05	NA	black	0	0	5.8129
MGH93_P7_H09	2.71826054887	black	0	2.964	6.4718
MGH93_P7_D10	NA	black	0	0	1.7706
MGH93_P7_B11	-1.04802448609	black	0	3.2541	4.548
MGH93_P7_F11	NA	black	0	0	4.6328
MGH93_P7_C04	NA	black	0	0	6.2129
MGH93_P7_F02	NA	black	0	0	6.5874
MGH93_P7_D12	NA	black	0	0	3.4449
MGH93_P7_G04	-0.0695356643322	red	1	0.123	5.1828
MGH93_P7_A10	NA	black	0	0	2.4707
MGH93_P7_G09	0.151729617705	red	1	0.16607	4.4165
MGH93_P7_F06	-0.216170297123	red	1	0.17632	5.7438
MGH93_P7_H08	NA	black	0	0	5.8556
MGH93_P7_A11	NA	black	0	0	7.1983
MGH93_P7_G10	NA	black	0	0.5888	0
MGH93_P7_G03	NA	black	0	0	0
MGH93_P7_G07	-0.0146317470286	red	1	0.51803	6.1254
MGH93_P7_A12	NA	black	0	0	7.912
MGH93_P7_A06	1.27667546437	black	0	1.2839	7.1989
MGH93_P7_A08	NA	black	0	0	0.78241
MGH93_P7_H10	0.293248842462	red	1	1.9646	5.2703
MGH93_P7_C05	0.556695069989	red	1	0.21039	2.5644
MGH93_P7_C12	NA	black	0	0	6.5801
MGH93_P7_C07	NA	black	0	0	6.4756
MGH93_P7_B03	0.353679454401	red	1	1.7233	5.3821
MGH93_P7_A07	NA	black	0	0	5.1971
MGH93_P7_E10	-0.219839499487	red	1	0.23266	5.9043
MGH93_P7_F04	NA	black	0	0	5.8431
MGH93_P7_A09	-0.508029202858	red	1	0.20664	6.917
MGH93_P7_E06	-0.029174581657	red	1	0.14405	5.0607
MGH93_P7_C02	NA	black	0	0	6.5605
MGH93_P7_F10	NA	black	0	0.13356	0
MGH93_P7_C10	NA	black	0	0	6.0171
MGH93_P7_H07	-0.0965704089189	red	1	0.10299	5.2532
MGH93_P7_H01	0.134532288339	red	1	0.23511	4.3625
MGH93_P7_B10	-0.53443341957	red	1	0.18142	6.8751
MGH93_P7_F12	NA	black	0	0	0
MGH93_P7_F08	0.60585881519	red	1	1.1871	6.1794
MGH93_P7_A01	NA	black	0	0	0
MGH93_P7_E11	NA	black	0	0	7.0719
MGH93_P7_E09	NA	black	0	0	0
MGH93_P7_E05	NA	black	0	0	4.6573
MGH93_P7_D08	3.84870587589	black	0	3.1368	6.9423
MGH93_P7_D01	NA	black	0	0.071763	0
MGH93_P7_H11	NA	black	0	0	6.0412
MGH93_P7_H12	-0.0149156603828	red	1	0.54597	4.2316
MGH93_P7_D05	-0.317517907147	red	1	0.21785	6.2471
MGH93_P7_E04	NA	black	0	0	5.5913
MGH93_P7_D04	NA	black	0	0	5.905
MGH93_P7_C06	NA	black	0	0	5.8929
MGH93_P7_E12	NA	black	0	0	6.5982
MGH93_P7_G06	NA	black	0	0	6.2238
MGH93_P7_B04	-0.214067304884	red	1	0.12035	5.631
MGH93_P7_F03	-0.818174583942	red	1	0.13356	7.5148
MGH93_P7_B12	0.445587293098	red	1	1.0208	6.1594
MGH93_P7_H04	1.00461082005	black	0	0.13619	1.412
MGH93_P7_A05	NA	black	0	0	5.3829
MGH93_P7_D07	NA	black	0	0	4.7612
MGH93_P7_F01	-0.302924275356	red	1	0.33342	6.8502
MGH93_P7_F05	0.518542922511	red	1	0.14012	3.177
93_P10_H10	NA	black	0	0	3.0077
93_P10_E02	0.0857431643464	red	1	0.05797	4.7249
93_P9_C04	-0.142531792463	red	1	0.11503	5.4035
93_P9_A08	NA	black	0	0	3.7205
93_P9_G06	-0.102293781069	red	1	0.35502	5.7122
93_P8_F09	NA	black	0	0	6.8464
93_P8_G06	NA	black	0	0	4.4741
93_P9_E04	NA	black	0	0	1.9931
93_P10_D06	NA	black	0	0	1.875
93_P9_B07	-0.0570623322686	red	1	0.1137	5.1391
93_P9_G08	-0.127794986306	red	1	0.22157	5.4965
93_P9_D04	NA	black	0	0	4.0137
93_P8_E07	1.21111648889	black	0	2.069	6.0228
93_P9_H01	0.158164014302	red	1	0.19912	4.3345
93_P9_B08	-0.029463536874	red	1	0.09356	5.0489
93_P10_E03	0.00393612549353	red	1	0.14274	4.9497
93_P8_H09	-0.277461665661	red	1	0.2302	6.1342
93_P10_B02	NA	black	0	0	7.1245
93_P8_B06	0.0806683435551	red	1	0.14796	4.6878
93_P10_E05	NA	black	0	0	5.0149
93_P8_E06	4.91964959407	black	0	3.475	7.2031
93_P10_A02	0.106143090028	red	1	0.41684	3.5896
93_P8_B04	-0.363104493724	red	1	0.1635	6.2162
93_P8_C05	-0.190016117136	red	1	0.32654	6.1391
93_P9_F12	0.0359858993158	red	1	0.11237	4.8503
93_P10_A01	NA	black	0	0.40708	0
93_P8_A10	NA	black	0	0	5.9213
93_P9_B06	-0.0150907399846	red	1	0.10299	5.0076
93_P10_D12	-0.466867444897	red	1	0.064883	6.2335
93_P8_D04	NA	black	0	0	5.9882
93_P9_B10	0.506534858061	red	1	0.17249	3.0475
93_P9_E12	NA	black	0	0	5.7526
93_P9_B02	NA	black	0	0	4.7619
93_P8_G11	-0.10271551403	red	1	0.20539	5.3716
93_P10_H08	-3.91880267384	black	0	3.2379	3.193
93_P10_B04	-0.634247867751	red	1	0.096262	6.7969
93_P9_C12	NA	black	0	0	5.7853
93_P8_D11	NA	black	0	0	6.7238
93_P8_A03	-4.1528987695	black	0	2.148	1.7744
93_P9_F02	NA	black	0	0	4.5539
93_P10_F03	NA	black	0	0	5.67
93_P9_G11	NA	black	0	0.15963	0
93_P8_B09	1.96395196257	black	0	2.1894	6.5393
93_P9_E05	NA	black	0	0	4.7582
93_P8_E09	0.0438474287712	red	1	0.38736	4.5535
93_P8_G03	0.034471757711	red	1	0.64247	5.3634
93_P9_C10	-0.122841433904	red	1	0.17887	5.4134
93_P8_D06	-0.0660340440691	red	1	0.13356	5.1776
93_P8_C06	NA	black	0	0	5.0262
93_P10_C01	-0.0575437845873	red	1	0.21039	5.1972
93_P8_A05	0.448454771946	red	1	0.32193	1.7706
93_P8_C11	NA	black	0	0	6.7199
93_P8_E08	NA	black	0	0.26544	0
93_P8_G12	-0.073790839833	red	1	0.42223	5.8306
93_P9_D09	0.0958891555949	red	1	0.07861	4.6851
93_P8_D05	-0.444529937156	red	1	0.10702	6.2916
93_P9_F04	0.289481529485	red	1	0.079975	4.1169
93_P10_H12	0.439509087634	red	1	0.22033	3.028
93_P9_H09	NA	black	0	0.14926	0
93_P10_E06	-0.022783330499	red	1	0.18396	5.0492
93_P10_D07	NA	black	0	0	6.3664
93_P8_G05	NA	black	0	0	6.5849
93_P9_A03	-1.55388926494	black	0	1.7115	3.3389
93_P10_E10	-0.0349677936384	red	1	0.18523	5.0952
93_P10_G11	0.948927923445	black	0	0.18015	1.121
93_P10_F08	-0.404617038019	red	1	0.20664	6.5328
93_P8_F07	NA	black	0	0	4.7168
93_P10_E01	NA	black	0	0.24245	0
93_P9_E07	-0.107094242129	red	1	0.18015	5.3577
93_P9_E03	NA	black	0	0	1.4473
93_P9_D12	NA	black	0	0	5.8868
93_P8_E03	NA	black	0	0	4.7136
93_P10_E12	0.193432950609	red	1	0.077243	4.4032
93_P8_F11	-0.276293043486	red	1	0.18269	5.9742
93_P9_B03	0.803535235172	blue	3	0.11103	2.3547
93_P9_H10	0.266685883584	red	1	0.14796	4.0413
93_P10_E04	NA	black	0	0	5.0884
93_P8_A07	NA	black	0	0.13356	0
93_P8_F08	0.165107435343	red	1	0.66812	6.6003
93_P10_C11	NA	black	0	0.1635	0
93_P10_H07	NA	black	0	0	2.9172
93_P9_E02	NA	black	0	0	5.278
93_P10_H05	NA	black	0	0	7.3657
93_P9_B11	NA	black	0	0	1.8957
93_P9_G10	-0.0659260878244	red	1	0.069015	5.1455
93_P10_F05	NA	black	0	0	0
93_P9_F10	-1.72811636148	black	0	3.6878	4.3501
93_P9_A02	-0.174595458107	red	1	0.35952	6.2423
93_P8_D10	0.0308374694043	red	1	0.48543	3.683
93_P10_G04	NA	black	0	0	1.111
93_P10_C05	NA	black	0	0	1.515
93_P8_C07	NA	black	0	0	6.1797
93_P9_E06	NA	black	0	0	5.6629
93_P8_B11	-0.266773388933	red	1	0.36513	6.9216
93_P10_H01	0.526110538289	red	1	0.088142	3.3773
93_P8_H05	NA	black	0	0	0
93_P9_B09	-0.0116367147154	red	1	0.13881	5.0013
93_P8_H07	-0.120668864627	red	1	0.42008	6.308
93_P10_C10	1.37254569315	black	0	0.086784	0.62761
93_P8_D12	NA	black	0	0	5.463
93_P8_C03	NA	black	0	0	5.131
93_P10_C03	NA	black	0	0.25822	0
93_P8_D08	NA	black	0	0	5.3203
93_P8_E10	0.938051419244	black	0	0.94411	8.0237
93_P10_A12	NA	black	0	0	4.8082
93_P10_F10	-0.0208124134503	red	1	0.02148	5.0127
93_P9_F07	NA	black	0	0	5.0474
93_P8_B03	NA	black	0	0	5.9768
93_P9_G05	-0.043940054718	red	1	0.36177	5.3067
93_P10_A05	-0.388816419733	red	1	0.12565	6.1807
93_P9_C06	0.790832073519	blue	3	0.26183	0.57337
93_P8_A02	0.118374347743	red	1	0.16736	4.5363
93_P8_F01	NA	black	0	0	0
93_P8_G04	-0.13932062356	red	1	0.31383	5.7864
93_P9_D06	-0.0920077037082	red	1	0.10165	5.2386
93_P10_A11	NA	black	0	0	4.7427
93_P10_B12	-0.0919732772973	red	1	0.14666	5.2721
93_P8_B02	NA	black	0	0	6.5376
93_P8_C09	NA	black	0	0	5.3603
93_P8_B07	NA	black	0	0.29748	0
93_P8_C02	NA	black	0	1.3231	0
93_P10_B09	-0.0795871151446	red	1	0.15186	5.2345
93_P9_A12	NA	black	0	0.24489	0
93_P8_E05	NA	black	0	0	6.3043
93_P10_C08	0.053777510323	red	1	0.37407	4.5035
93_P9_H02	NA	black	0	0	4.7707
93_P9_H05	-1.96520776484	black	0	3.2507	4.1165
93_P9_G02	NA	black	0	0	3.417
93_P9_A04	NA	black	0	0	5.7808
93_P10_C04	-0.375226651446	red	1	0.14666	6.2018
93_P10_H11	0.643363368571	red	1	0.2558	1.5936
93_P9_D10	NA	black	0	0.084064	0
93_P8_E12	0.707863699434	blue	3	0.23634	1.5211
93_P9_D07	NA	black	0	0	2.2711
93_P10_G05	NA	black	0	0	5.9468
93_P10_F06	-0.259290306325	red	1	0.086784	5.7092
93_P10_C07	0.00880640345871	red	1	0.39835	4.8802
93_P9_D08	NA	black	0	0.088142	0
93_P10_G06	0.33101426621	red	1	0.070389	4.0145
93_P10_G09	1.24410028346	black	0	0.062122	1.3016
93_P8_F02	NA	black	0	0	5.4091
93_P8_G08	NA	black	0	0	6.3067
93_P10_H02	NA	black	0	0	4.1929
93_P10_H03	-0.157731429631	red	1	0.12697	5.4648
93_P8_E01	0.763735546517	blue	3	0.94261	7.4402
93_P9_H11	-0.333801960205	red	1	1.5509	4.582
93_P9_H03	NA	black	0	0.12961	0
93_P9_C02	-0.203277645836	red	1	0.22033	5.801
93_P8_F06	1.53308522639	black	0	1.7677	6.6022
93_P9_G07	-0.39153258727	red	1	0.15445	6.2803
93_P10_E08	NA	black	0	0.094912	0
93_P10_D02	-0.309112505235	red	1	0.13619	5.9609
93_P10_A09	NA	black	0	0.10969	0
93_P10_G07	NA	black	0	0	5.0911
93_P8_E11	-1.07725793324	black	0	2.9968	4.4755
93_P10_C12	-0.00444323681608	red	1	0.12433	4.9766
93_P9_B12	-0.470848184604	red	1	0.15575	6.5445
93_P8_H03	NA	black	0	0	4.9735
93_P9_G12	NA	black	0	0	6.0579
93_P10_B06	NA	black	0	0	4.8323
93_P8_D02	NA	black	0	0	7.2099
93_P9_A10	NA	black	0	0	6.016
93_P9_G01	-0.377407032696	red	1	2.8685	4.8245
93_P9_H12	0.0925362632821	red	1	0.07861	4.6948
93_P10_F12	-0.152519530001	red	1	0.13488	5.4582
93_P10_G03	NA	black	0	0	2.5155
93_P9_F08	0.595733090679	red	1	0.090853	3.1488
93_P10_C06	NA	black	0	0	4.5182
93_P10_D04	-0.764217274058	red	1	2.4372	4.5084
93_P9_C11	0.0123749356064	red	1	0.34028	4.882
93_P9_A01	0.756975987899	blue	3	0.23879	1.2141
93_P9_B05	NA	black	0	0	4.2592
93_P9_A06	0.383338657566	red	1	0.14535	3.6365
93_P10_A10	-0.160333396822	red	1	0.15445	5.5107
93_P10_F07	-0.608121122166	red	1	0.15316	6.9752
93_P9_B04	0.198488466119	red	1	0.15963	4.2582
93_P10_H04	NA	black	0	0	1.4813
93_P10_B11	-0.694741389965	red	1	0.13225	7.1373
93_P9_D01	NA	black	0	0	6.1711
93_P8_A11	-0.475981464169	red	1	0.14796	6.53
93_P9_F11	-0.397002037083	red	1	3.4759	4.8735
93_P8_G09	-0.31316700225	red	1	0.12961	5.9574
93_P10_G01	NA	black	0	0	5.952
93_P8_D07	NA	black	0	0	3.4934
93_P8_G01	NA	black	0	0	5.2165
93_P9_H04	NA	black	0	0.22404	0
93_P10_B10	-0.12655004244	red	1	0.90149	4.5539
93_P9_G04	NA	black	0	0	2.4133
93_P8_D01	NA	black	0	0.50894	0
93_P8_F03	NA	black	0	0	4.7085
93_P10_D03	0.674268549677	red	1	1.926	5.6272
93_P10_H06	-0.0600120169611	red	1	0.10702	5.1451
93_P8_B12	-0.0504563078321	red	1	0.066261	5.1014
93_P8_D09	2.25546860476	black	0	2.0158	6.9712
93_P9_D11	-1.99632453939	black	0	1.0447	0.35276
93_P10_G08	-2.81084701435	black	0	3.455	3.8163
93_P8_H06	-0.0865780687977	red	1	0.13093	5.2422
93_P9_C07	-0.158628139241	red	1	0.25701	5.7072
93_P8_A12	0.320536253872	red	1	1.0772	5.739
93_P8_C01	0.0233885179565	red	1	0.42868	4.6534
93_P9_F06	-0.101365835074	red	1	0.10165	5.2666
