Cell_name	Zvalue	Color	Cluster	ACOX1	PPARA
MGH54_P6_E08	NA	black	0	0.42116	0
MGH54_P6_E09	NA	black	0	2.5663	0
MGH54_P6_E10	NA	black	0	3.1038	0
MGH54_P6_E11	NA	black	0	0	2.3559
MGH54_P6_E12	-0.0706612910438	red	1	1.6839	1.7727
MGH54_P6_F01	-0.307542355271	red	1	4.0855	0.3584
MGH54_P6_F02	NA	black	0	0	0
MGH54_P6_F03	0.146691617194	red	1	0.77146	0.29042
MGH54_P6_F05	NA	black	0	0	0.35163
MGH54_P6_F06	NA	black	0	3.738	0
MGH54_P6_F07	NA	black	0	1.7583	0
MGH54_P6_F08	0.148316491661	red	1	0.97306	0.24245
MGH54_P6_F09	NA	black	0	0	0.11103
MGH54_P6_F10	NA	black	0	0.52206	0
MGH54_P6_F11	NA	black	0	3.9013	0
MGH54_P6_F12	NA	black	0	0	2.52
MGH54_P6_G01	0.141988475624	red	1	0.30801	0.34483
MGH54_P6_G02	NA	black	0	0	0.24853
MGH54_P6_G03	NA	black	0	2.8359	0
MGH54_P6_G04	-0.0050772200993	red	1	2.722	0.4678
MGH54_P6_G06	0.380191929174	red	1	0.13356	0.19912
MGH54_P6_G07	NA	black	0	0	0.2857
MGH54_P6_G08	0.314204762657	red	1	0.16221	0.23879
MGH54_P6_G09	NA	black	0	1.3623	0
MGH54_P6_G10	NA	black	0	0	0.18903
MGH54_P6_G11	NA	black	0	0	0.13619
MGH54_P6_G12	-0.268654717819	red	1	2.4579	0.13093
MGH54_P6_H01	NA	black	0	4.2021	0
MGH54_P6_H03	0.0438938035254	red	1	1.4947	0.20789
MGH54_P6_H05	0.237552561869	red	1	0.34255	0.27023
MGH54_P6_H06	NA	black	0	0.20914	0
MGH54_P6_H07	NA	black	0	0	0.13619
MGH54_P6_H08	NA	black	0	0	0.32308
MGH54_P6_H09	NA	black	0	0	0
MGH54_P6_H10	0.234898133831	red	1	3.1765	0.63506
MGH54_P6_H11	NA	black	0	0	0
MGH54_P6_H12	NA	black	0	0.9313	0
MGH54_P7_A02	0.182214486042	red	1	0.98987	0.1865
MGH54_P7_A03	-0.0588090449088	red	1	1.905	0.21537
MGH54_P7_A04	-0.699894485424	red	1	4.331	0.22527
MGH54_P7_A06	0.398613668	red	1	0.088142	0.19409
MGH54_P7_A07	-0.565805580467	red	1	3.4564	0.1635
MGH54_P7_A08	NA	black	0	0.13619	0
MGH54_P7_A10	NA	black	0	0.47716	0
MGH54_P7_A11	NA	black	0	0	0.08134
MGH54_P7_A12	0.482771838189	red	1	0.20664	0.11636
MGH54_P7_B01	NA	black	0	0	0.084064
MGH54_P7_B03	-0.0675164325298	red	1	1.2327	0.60692
MGH54_P7_B04	NA	black	0	1.4158	0
MGH54_P7_B05	-0.638201873988	red	1	3.2783	0.082703
MGH54_P7_B06	0.301080176506	red	1	0.774	0.11503
MGH54_P7_B07	NA	black	0	0	0.13619
MGH54_P7_B08	NA	black	0	1.976	0
MGH54_P7_B09	-0.12037370728	red	1	0.067639	0.52105
MGH54_P7_B10	0.0756462775543	red	1	0.21288	0.39616
MGH54_P7_B12	-0.549824996202	red	1	3.774	0.22157
MGH54_P7_C01	-0.675625336581	red	1	3.8743	0.1776
MGH54_P7_C03	-0.449647604024	red	1	2.9873	0.13488
MGH54_P7_C04	0.402216558997	green3	2	0.51096	0.10165
MGH54_P7_C05	-0.370829207688	red	1	3.2623	0.24489
MGH54_P7_C06	-0.733061834999	red	1	3.6712	0.11636
MGH54_P7_C07	NA	black	0	5.4595	0
MGH54_P7_C08	-0.834700405912	red	1	3.731	0.07861
MGH54_P7_C09	NA	black	0	0.89453	0
MGH54_P7_C10	0.0629422566835	red	1	1.4673	0.14274
MGH54_P7_C11	-0.451834038149	red	1	3.9567	0.28688
MGH54_P7_C12	-0.367868441329	red	1	2.771	0.14012
MGH54_P7_D01	-1.29547415295	red	1	6.018	0.20664
MGH54_P7_D02	0.212643049552	red	1	0.24975	0.29866
MGH54_P7_D03	-0.831708043213	red	1	4.2169	0.16092
MGH54_P7_D04	0.59506821848	red	1	0.090853	0.067639
MGH54_P7_D05	NA	black	0	0	0
MGH54_P7_D06	NA	black	0	0	0.14274
MGH54_P7_D08	NA	black	0	0.10434	0
MGH54_P7_D11	-0.167872633244	red	1	2.4136	0.24367
MGH54_P7_D12	NA	black	0	0	0
MGH54_P7_E01	-1.53792419675	red	1	0.68167	1.903
MGH54_P7_E02	NA	black	0	0	0.27739
MGH54_P7_E03	0.11005428887	red	1	1.2528	0.19283
MGH54_P7_E04	-0.10921427459	red	1	2.1437	0.23634
MGH54_P7_E05	0.312960657152	red	1	0.16864	0.23879
MGH54_P7_E06	-0.562208927851	red	1	3.1787	0.10568
MGH54_P7_E08	-0.0020391634475	red	1	1.3962	0.46676
MGH54_P7_E09	NA	black	0	0	0.16607
MGH54_P7_E10	0.473561662375	red	1	0.15445	0.13356
MGH54_P7_E11	-0.352637393408	red	1	3.4865	0.2857
MGH54_P7_E12	-0.246335472267	red	1	2.3254	0.096262
MGH54_P7_F01	NA	black	0	0	0.22774
MGH54_P7_F02	0.542664874022	red	1	0.19661	0.077243
MGH54_P7_F03	4.49771228755	black	0	3.4533	3.2146
MGH54_P7_F04	0.201951562385	red	1	3.0167	0.62761
MGH54_P7_F05	NA	black	0	3.7373	0
MGH54_P7_F06	NA	black	0	0.22404	0
MGH54_P7_F08	0.351856752854	red	1	0.18396	0.21039
MGH54_P7_F10	0.246340095476	red	1	0.44784	0.24853
MGH54_P7_F11	0.014513161364	red	1	1.1935	0.42761
MGH54_P7_G01	0.524922813165	red	1	0.10568	0.10969
MGH54_P7_G02	0.530076687277	red	1	0.26903	0.067639
MGH54_P7_G03	0.571859247802	red	1	0.10836	0.07861
MGH54_P7_G04	0.223783800981	red	1	0.11237	0.30334
MGH54_P7_G06	NA	black	0	0	0.24975
MGH54_P7_G07	-1.4287618803	red	1	4.9694	0.062122
MGH54_P7_G08	0.294359420957	red	1	0.20038	0.24732
MGH54_P7_G09	0.232342947379	red	1	0.33571	0.27501
MGH54_P7_G10	0.307736793205	red	1	0.89064	0.055196
MGH54_P7_G11	0.452256330627	green3	2	0.12565	0.15316
MGH54_P7_H01	NA	black	0	2.4415	0
MGH54_P7_H02	0.155828899447	red	1	0.35389	0.33113
MGH54_P7_H04	-0.0707552464644	red	1	1.8793	0.13356
MGH54_P7_H05	0.209767444788	red	1	0.20789	0.30451
MGH54_P7_H09	-0.140476378221	red	1	0.31846	0.55189
MGH54_P7_H10	0.368130064679	red	1	0.36625	0.16607
MGH54_P8_A01	-0.521494530416	red	1	3.4618	0.18903
MGH54_P8_A06	0.0116951529386	red	1	1.7672	0.60786
MGH54_P8_A07	0.451972923848	green3	2	0.22033	0.13488
MGH54_P8_A09	0.194968385213	red	1	0.060739	0.32539
MGH54_P8_A10	0.167127727541	red	1	0.91686	0.23266
MGH54_P8_A11	0.104037281082	red	1	1.2606	0.20289
MGH54_P8_A12	-0.149375545124	red	1	2.114	0.13356
MGH54_P8_B01	0.0450861599081	red	1	1.4839	0.21661
MGH54_P8_B02	0.0237181955856	red	1	1.4308	0.36289
MGH54_P8_B04	-0.199982564873	red	1	3.8303	0.39067
MGH54_P8_B08	0.524884099673	red	1	0.30334	0.062122
MGH54_P8_B09	0.266768384117	red	1	0.19661	0.26664
MGH54_P8_B12	NA	black	0	0	0.05797
MGH54_P8_C02	NA	black	0	0	0
MGH54_P8_C04	-0.116960529334	red	1	1.9568	0.067639
MGH54_P8_C06	-6.53936110869	black	0	0.077243	4.1733
MGH54_P8_C07	-0.645287617324	red	1	3.1968	0.056584
MGH54_P8_C09	0.505615381796	red	1	0.060739	0.13093
MGH54_P8_C12	0.273412280569	red	1	0.20914	0.26063
MGH54_P8_D01	0.411987413427	green3	2	0.44361	0.11237
MGH54_P8_D03	-0.0345319057086	red	1	1.8367	0.2558
MGH54_P8_D04	NA	black	0	1.7084	0
MGH54_P8_D05	0.26129714134	red	1	0.08134	0.28214
MGH54_P8_D06	0.521041464316	red	1	0.07861	0.1177
MGH54_P8_D07	0.583012512218	red	1	0.1903	0.051024
MGH54_P8_D08	0.382175355098	red	1	0.28806	0.17121
MGH54_P8_D10	0.217294281098	red	1	1.0363	0.10969
MGH54_P8_D11	-1.16516687598	red	1	4.3123	0.048236
MGH54_P8_D12	0.323397862674	red	1	0.76043	0.094912
MGH54_P8_E01	NA	black	0	0	0.079975
MGH54_P8_E04	NA	black	0	0	0.15186
MGH54_P8_E05	0.106690509398	red	1	0.37518	0.36737
MGH54_P8_E07	0.274562595699	red	1	0.17121	0.26424
MGH54_P8_E08	NA	black	0	4.2801	0
MGH54_P8_E10	0.141680562265	red	1	0.11237	0.35614
MGH54_P8_F01	1.41219308285	red	1	3.1733	1.4526
MGH54_P8_F02	NA	black	0	2.5666	0
MGH54_P8_F04	NA	black	0	1.8106	0
MGH54_P8_F05	0.539209072452	red	1	0.13093	0.094912
MGH54_P8_F06	NA	black	0	0	0.14405
MGH54_P8_F08	0.00483932289091	red	1	1.6383	0.32539
MGH54_P8_F09	NA	black	0	0	0.24123
MGH54_P8_F10	NA	black	0	0	0.0086303
MGH54_P8_F11	0.357047506248	red	1	0.63227	0.10568
MGH54_P8_F12	-0.773015401014	red	1	5.0831	0.26903
MGH54_P8_G01	0.111282088691	red	1	0.52807	0.35389
MGH54_P8_G03	3.15512029298	black	0	3.1897	2.7222
MGH54_P8_G04	0.0102943152433	red	1	1.6365	0.052416
MGH54_P8_G05	NA	black	0	4.1456	0
MGH54_P8_G06	0.520227823328	red	1	0.2857	0.070389
MGH54_P8_G07	-0.0644781386089	red	1	2.5291	0.39506
MGH54_P8_G08	NA	black	0	0	0.10836
MGH54_P8_G09	0.232547939183	red	1	0.15445	0.29396
MGH54_P8_G10	0.573049136613	red	1	0.15704	0.066261
MGH54_P8_G11	NA	black	0	0	0.17887
MGH54_P8_G12	-0.678324727921	red	1	3.972	0.1903
MGH54_P8_H01	-0.1983803459	red	1	2.3545	0.18015
MGH54_P8_H03	0.470148638931	red	1	0.097611	0.14666
MGH54_P8_H04	NA	black	0	0.032806	0
MGH54_P8_H06	-1.17108806854	red	1	4.4759	0.073135
MGH54_P8_H07	0.345072858875	red	1	0.18142	0.21537
MGH54_P8_H08	NA	black	0	0	0.090853
MGH54_P8_H10	0.064995149079	red	1	1.2179	0.31499
MGH54_P8_H12	0.00928166164964	red	1	1.6365	0.14405
MGH54_P10_A01	NA	black	0	4.8094	0
MGH54_P10_A02	0.125595322798	red	1	0.19283	0.36289
MGH54_P10_A03	-0.593182683329	red	1	3.5602	0.16736
MGH54_P10_A04	0.217312687634	red	1	0.22774	0.29748
MGH54_P10_A05	0.256256606444	red	1	0.30801	0.26063
MGH54_P10_A06	-0.411337414987	red	1	3.1187	0.19283
MGH54_P10_A07	0.295020027265	red	1	0.30334	0.23266
MGH54_P10_A09	-0.507616056068	red	1	2.9449	0.07861
MGH54_P10_A10	-0.370787268278	red	1	3.0049	0.19787
MGH54_P10_A11	-0.063251991527	red	1	1.8592	0.1375
MGH54_P10_A12	NA	black	0	2.7244	0
MGH54_P10_B01	0.50012596606	red	1	0.14535	0.1177
MGH54_P10_B02	NA	black	0	0.11636	0
MGH54_P10_B03	NA	black	0	0	0.10969
MGH54_P10_B05	NA	black	0	4.9734	0
MGH54_P10_B06	-0.174347644206	red	1	2.5719	0.27739
MGH54_P10_B07	-0.703761377082	red	1	3.5357	0.10434
MGH54_P10_B08	0.0475758458157	red	1	0.61353	0.40708
MGH54_P10_B09	0.315015188035	red	1	0.13881	0.24123
MGH54_P10_B10	NA	black	0	0.14274	0
MGH54_P10_B11	NA	black	0	0	0
MGH54_P10_B12	NA	black	0	1.0875	0
MGH54_P10_C01	NA	black	0	0.2558	0
MGH54_P10_C02	NA	black	0	0.14535	0
MGH54_P10_C03	NA	black	0	0	0.071763
MGH54_P10_C04	NA	black	0	0	0.10702
MGH54_P10_C05	0.25593337814	red	1	0.96051	0.090853
MGH54_P10_C07	NA	black	0	0.17377	0
MGH54_P10_C08	NA	black	0	0	0
MGH54_P10_C09	0.124256793223	red	1	1.175	0.20539
MGH54_P10_C10	0.39267130397	red	1	0.16864	0.18523
MGH54_P10_C11	-0.192954337165	red	1	2.8532	0.31034
MGH54_P10_C12	-0.0513046933956	red	1	1.8456	0.17632
MGH54_P10_D01	0.286199673526	red	1	0.78073	0.12961
MGH54_P10_D02	0.530806551312	red	1	0.20789	0.082703
MGH54_P10_D03	-0.382336087683	red	1	3.2538	0.23634
MGH54_P10_D04	NA	black	0	0.60597	0
MGH54_P10_D05	NA	black	0	0.1776	0
MGH54_P10_D06	0.328396230159	red	1	0.3115	0.20664
MGH54_P10_D07	NA	black	0	0	0
MGH54_P10_D09	-0.852478172811	red	1	3.887	0.1003
MGH54_P10_D10	0.38297615707	red	1	0.19283	0.18777
MGH54_P10_D11	NA	black	0	0	0.09356
MGH54_P10_D12	-0.117154321324	red	1	1.9672	0.079975
MGH54_P10_E01	NA	black	0	0.14926	0
MGH54_P10_E02	-0.00583763261516	red	1	1.6785	0.084064
MGH54_P10_E03	0.459871380411	red	1	0.21288	0.13093
MGH54_P10_E04	0.362904004731	red	1	0.55385	0.12433
MGH54_P10_E05	0.398024547413	red	1	0.54102	0.096262
MGH54_P10_E06	0.452022576917	green3	2	0.18142	0.14274
MGH54_P10_E07	-0.65546271186	red	1	3.3889	0.098958
MGH54_P10_E08	0.423278389699	green3	2	0.31034	0.13619
MGH54_P10_E09	0.582082173329	red	1	0.11503	0.070389
MGH54_P10_E10	NA	black	0	0	0
MGH54_P10_E11	-0.204827524476	red	1	2.4433	0.20539
MGH54_P10_E12	NA	black	0	0.29042	0
MGH54_P10_F01	NA	black	0	4.2979	0
MGH54_P10_F02	-1.33199339403	red	1	0.70487	1.7455
MGH54_P10_F03	-0.0598714194415	red	1	1.8266	0.096262
MGH54_P10_F04	NA	black	0	2.9995	0
MGH54_P10_F05	NA	black	0	4.5312	0
MGH54_P10_F06	NA	black	0	3.5588	0
MGH54_P10_F08	NA	black	0	0.26903	0
MGH54_P10_F09	0.365710050915	red	1	0.18777	0.20038
MGH54_P10_F10	-0.359029283496	red	1	3.5911	0.29396
MGH54_P10_F11	-0.598340681756	red	1	3.6135	0.17377
MGH54_P10_F12	0.389476814869	red	1	0.31267	0.16092
MGH54_P10_G01	NA	black	0	0	0.15704
MGH54_P10_G02	NA	black	0	0.15056	0
MGH54_P10_G03	0.248825528801	red	1	0.33228	0.26303
MGH54_P10_G05	0.543567615023	red	1	0.13619	0.090853
MGH54_P10_G06	0.0574698601627	red	1	1.3573	0.2762
MGH54_P10_G07	0.214608072278	red	1	0.96717	0.14796
MGH54_P10_G09	-0.70574853154	red	1	3.4187	0.077243
MGH54_P10_G10	-0.341294430905	red	1	2.5553	0.088142
MGH54_P10_G11	-0.2117891485	red	1	2.2931	0.13093
MGH54_P10_G12	NA	black	0	1.5023	0
MGH54_P10_H02	NA	black	0	2.8309	0
MGH54_P10_H03	NA	black	0	0.12168	0
MGH54_P10_H04	NA	black	0	4.3524	0
MGH54_P10_H05	-0.409978674138	red	1	2.8476	0.12697
MGH54_P10_H06	0.0750236772687	red	1	1.4594	0.092207
MGH54_P10_H07	NA	black	0	0.41792	0
MGH54_P10_H08	0.0701689389728	red	1	1.2147	0.30451
MGH54_P10_H09	NA	black	0	2.6402	0
MGH54_P10_H10	NA	black	0	0	0.11103
MGH54_P10_H11	0.134553863858	red	1	0.24732	0.35389
MGH54_P10_H12	NA	black	0	0	0.36961
MGH54_P11_A01	NA	black	0	4.3329	0
MGH54_P11_A02	-1.30412312092	red	1	0.23879	1.3306
MGH54_P11_A03	NA	black	0	0	0.20038
MGH54_P11_A04	NA	black	0	4.6237	0
MGH54_P11_A05	-0.261106665015	red	1	3.1762	0.30334
MGH54_P11_A06	0.511448950202	red	1	0.39944	0.044044
MGH54_P11_A08	NA	black	0	0.40708	0
MGH54_P11_A09	NA	black	0	0.086784	0
MGH54_P11_A10	-0.0264147569133	red	1	2.1528	0.41143
MGH54_P11_A11	NA	black	0	0.1003	0
MGH54_P11_A12	NA	black	0	0	0
MGH54_P11_B01	0.382094536276	red	1	0.13356	0.19787
MGH54_P11_B02	NA	black	0	0	0.23879
MGH54_P11_B03	NA	black	0	0	0.49467
MGH54_P11_B04	0.362397081541	red	1	0.53207	0.13093
MGH54_P11_B05	NA	black	0	0.44996	0
MGH54_P11_B06	NA	black	0	0.55483	0
MGH54_P11_B08	NA	black	0	0.60975	0
MGH54_P11_B09	0.17141250936	red	1	0.45733	0.30918
MGH54_P11_B10	0.0107174719095	red	1	2.9435	0.48336
MGH54_P11_B11	-0.52352857108	red	1	0.17887	0.79327
MGH54_P11_B12	0.410790788908	green3	2	0.20038	0.16736
MGH54_P11_C01	NA	black	0	0.39835	0
MGH54_P11_C02	-0.112564250978	red	1	2.0507	0.17249
MGH54_P11_C03	-0.560224015416	red	1	0.16221	0.81311
MGH54_P11_C04	-0.406858232384	red	1	2.8657	0.13488
MGH54_P11_C05	0.391060842355	red	1	0.22651	0.17632
MGH54_P11_C06	-0.48347470483	red	1	3.0619	0.12961
MGH54_P11_C07	0.190050768434	red	1	0.41468	0.29866
MGH54_P11_C08	0.00337198828851	red	1	1.281	0.44996
MGH54_P11_C09	NA	black	0	0.26424	0
MGH54_P11_C10	NA	black	0	4.2209	0
MGH54_P11_C12	NA	black	0	0	0
MGH54_P11_D01	NA	black	0	0	0.28924
MGH54_P11_D02	NA	black	0	0	0
MGH54_P11_D03	NA	black	0	0.16864	0
MGH54_P11_D04	NA	black	0	2.8488	0
MGH54_P11_D05	-0.572242960968	red	1	3.307	0.12961
MGH54_P11_D06	-0.00148341223691	red	1	0.21412	0.4489
MGH54_P11_D07	NA	black	0	0.29396	0
MGH54_P11_D08	NA	black	0	0.52206	0
MGH54_P11_D09	-0.74304181513	red	1	4.2669	0.20163
MGH54_P11_D10	NA	black	0	3.335	0
MGH54_P11_D11	NA	black	0	2.446	0
MGH54_P11_D12	NA	black	0	0.38515	0
MGH54_P11_E01	NA	black	0	0	0.26664
MGH54_P11_E02	NA	black	0	0	0
MGH54_P11_E03	NA	black	0	0	0
MGH54_P11_E04	NA	black	0	0.16993	0
MGH54_P11_E05	0.44976140316	green3	2	0.4782	0.070389
MGH54_P11_E06	NA	black	0	0	0.94035
MGH54_P11_E07	0.291808185332	red	1	0.86869	0.086784
MGH54_P11_E08	0.458556071022	red	1	0.10299	0.15316
MGH54_P11_E09	-0.883063831092	red	1	3.8032	0.070389
MGH54_P11_E10	0.39248484871	red	1	3.794	0.66993
MGH54_P11_E11	NA	black	0	0.35727	0
MGH54_P11_E12	NA	black	0	0	0.21661
MGH54_P11_F01	NA	black	0	1.5558	0
MGH54_P11_F02	NA	black	0	0	0.72334
MGH54_P11_F03	NA	black	0	1.3635	0
MGH54_P11_F04	-0.018182680332	red	1	1.4201	0.52907
MGH54_P11_F05	NA	black	0	0	0
MGH54_P11_F06	-0.0127206339196	red	1	1.736	0.26664
MGH54_P11_F07	-1.12278182678	red	1	4.7823	0.13225
MGH54_P11_F08	NA	black	0	0	0.15834
MGH54_P11_F09	-0.102363185689	red	1	0.6173	0.54794
MGH54_P11_F10	-0.555398776567	red	1	3.2666	0.13093
MGH54_P11_F11	-0.573725870857	red	1	3.2194	0.10836
MGH54_P11_F12	0.0945740819303	red	1	1.3702	0.13881
MGH54_P11_G01	3.04644995995	black	0	3.4362	2.3031
MGH54_P11_G02	-0.117804103609	red	1	2.546	0.33571
MGH54_P11_G03	NA	black	0	1.3907	0
MGH54_P11_G04	0.368291985557	red	1	3.2423	0.71545
MGH54_P11_G05	NA	black	0	3.83	0
MGH54_P11_G06	NA	black	0	0	0.23266
MGH54_P11_G07	NA	black	0	0.088142	0
MGH54_P11_G08	0.482721669097	red	1	0.25942	0.10434
MGH54_P11_G09	-0.672717953285	red	1	0.13881	0.87892
MGH54_P11_G10	NA	black	0	0	0.32769
MGH54_P11_G11	0.0716638407579	red	1	1.4859	0.052416
MGH54_P11_G12	0.38737584543	red	1	0.27501	0.16993
MGH54_P11_H01	NA	black	0	0.26784	0
MGH54_P11_H02	NA	black	0	0	0
MGH54_P11_H03	0.144837128973	red	1	0.93885	0.25701
MGH54_P11_H04	-0.084677430309	red	1	2.122	0.27858
MGH54_P11_H05	-0.243518085404	red	1	3.227	0.32077
MGH54_P11_H06	0.559473333017	red	1	0.1776	0.070389
MGH54_P11_H07	-0.0928445877926	red	1	1.893	0.062122
MGH54_P11_H08	-0.915584412234	red	1	4.3653	0.14926
MGH54_P11_H09	NA	black	0	0.40054	0
MGH54_P11_H10	-0.479251603397	red	1	3.4411	0.20914
MGH54_P11_H11	-0.565155994804	red	1	3.0076	0.055196
MGH54_P11_H12	-0.982724335002	red	1	4.5482	0.14926
MGH54_P12_A01	0.0493807063077	red	1	1.2594	0.33914
MGH54_P12_A02	NA	black	0	1.0447	0
MGH54_P12_A03	0.368787656034	red	1	0.5888	0.10836
MGH54_P12_A04	NA	black	0	4.6338	0
MGH54_P12_A05	-0.187791768034	red	1	4.5564	0.42546
MGH54_P12_A06	7.09619861925	black	0	4.8826	2.7926
MGH54_P12_A07	-0.00849722221179	red	1	4.0607	0.48233
MGH54_P12_A08	NA	black	0	0	0.18777
MGH54_P12_A09	-0.80997404432	red	1	3.5902	0.060739
MGH54_P12_A10	-0.50967619456	red	1	3.1733	0.13881
MGH54_P12_A11	0.525468696397	red	1	0.123	0.10568
MGH54_P12_B01	0.413362189213	green3	2	0.21164	0.1635
MGH54_P12_B02	0.0366001813356	red	1	1.543	0.16479
MGH54_P12_B03	0.362970149858	red	1	0.39726	0.1635
MGH54_P12_B04	0.282267892691	red	1	0.30918	0.24123
MGH54_P12_B05	NA	black	0	0	0.13225
MGH54_P12_B06	-0.548829716822	red	1	3.7339	0.21661
MGH54_P12_B07	0.929080372873	red	1	2.7868	1.3443
MGH54_P12_B08	0.452543734942	green3	2	0.41576	0.086784
MGH54_P12_B09	NA	black	0	0.37851	0
MGH54_P12_B10	-0.11997231995	red	1	2.296	0.2762
MGH54_P12_B11	0.312726413193	red	1	3.5978	0.64524
MGH54_P12_C01	NA	black	0	2.2418	0
MGH54_P12_C02	NA	black	0	2.3283	0
MGH54_P12_C03	NA	black	0	4.0552	0
MGH54_P12_C04	0.190125477548	red	1	3.082	0.61259
MGH54_P12_C05	-0.00472485719601	red	1	0.99856	0.46258
MGH54_P12_C06	-0.541083674544	red	1	4.8869	0.32539
MGH54_P12_C07	0.946576291781	red	1	2.3528	2.0416
MGH54_P12_C08	NA	black	0	1.4662	0
MGH54_P12_C09	-0.672848920926	red	1	3.727	0.15575
MGH54_P12_C11	NA	black	0	0	0
MGH54_P12_C12	-0.11699479946	red	1	3.1648	0.39835
MGH54_P12_D01	0.733195701196	red	1	4.2931	0.77062
MGH54_P12_D02	NA	black	0	0	0
MGH54_P12_D04	0.18316967536	red	1	0.86473	0.22651
MGH54_P12_D05	NA	black	0	0.39177	0
MGH54_P12_D06	-0.16588472461	red	1	0.81639	0.64432
MGH54_P12_D07	NA	black	0	0.10568	0
MGH54_P12_D08	0.161589165557	red	1	1.229	0.085425
MGH54_P12_D09	NA	black	0	3.0289	0
MGH54_P12_D10	0.154047396681	red	1	0.88049	0.25942
MGH54_P12_D11	0.549088660124	red	1	0.082703	0.098958
MGH54_P12_D12	0.076457935174	red	1	1.4394	0.12035
MGH54_P12_E01	NA	black	0	1.2425	0
MGH54_P12_E02	NA	black	0	3.0193	0
MGH54_P12_E03	NA	black	0	0.32654	0
MGH54_P12_E04	NA	black	0	0	0.44255
MGH54_P12_E05	NA	black	0	0	0
MGH54_P12_E06	0.561488328408	red	1	0.1776	0.069015
MGH54_P12_E07	-0.207369086515	red	1	2.2101	0.088142
MGH54_P12_E08	0.00839331155726	red	1	1.9373	0.49774
MGH54_P12_E09	0.607489293359	red	1	0.074505	0.063503
MGH54_P12_E10	NA	black	0	3.1773	0
MGH54_P12_E11	NA	black	0	4.0142	0
MGH54_P12_E12	-0.263582153441	red	1	2.4343	0.12697
MGH54_P12_F01	-2.14975860498	black	0	0.47197	2.1309
MGH54_P12_F02	-0.0460990931259	red	1	1.8032	0.12961
MGH54_P12_F03	NA	black	0	0	0
MGH54_P12_F04	0.352273564051	red	1	0.40708	0.16993
MGH54_P12_F05	NA	black	0	0.51602	0
MGH54_P12_F06	NA	black	0	0	0.29396
MGH54_P12_F07	NA	black	0	3.263	0
MGH54_P12_F08	NA	black	0	2.5955	0
MGH54_P12_F09	NA	black	0	0.12168	0
MGH54_P12_F10	-0.682088802686	red	1	3.4682	0.10165
MGH54_P12_F11	-0.129976107927	red	1	2.2144	0.22897
MGH54_P12_F12	NA	black	0	3.7473	0
MGH54_P12_G01	-0.490221935948	red	1	3.1515	0.14666
MGH54_P12_G02	NA	black	0	0.43829	0
MGH54_P12_G03	0.00156325107466	red	1	1.6608	0.14405
MGH54_P12_G04	NA	black	0	0	0.12168
MGH54_P12_G05	NA	black	0	0.41792	0
MGH54_P12_G06	NA	black	0	5.5192	0
MGH54_P12_G07	-0.586542696335	red	1	0.21164	0.84318
MGH54_P12_G08	NA	black	0	2.1852	0
MGH54_P12_G09	-0.435351314664	red	1	2.8999	0.12168
MGH54_P12_G10	1.78106470532	black	0	3.538	1.4641
MGH54_P12_G11	0.236269691773	red	1	1.0058	0.096262
MGH54_P12_H01	NA	black	0	0.52406	0
MGH54_P12_H02	0.342654024262	red	1	0.26424	0.20414
MGH54_P12_H03	NA	black	0	0	0.12565
MGH54_P12_H04	0.287712378097	red	1	0.86235	0.094912
MGH54_P12_H05	-0.0628853361181	red	1	2.1375	0.33113
MGH54_P12_H06	0.422323607852	green3	2	0.10434	0.17632
MGH54_P12_H07	NA	black	0	0	0
MGH54_P12_H09	0.413717118724	green3	2	0.2762	0.15056
MGH54_P12_H10	-0.142135314027	red	1	2.0108	0.05797
MGH54_P12_H11	NA	black	0	0	0.10969
MGH54_P9_A01	NA	black	0	1.8135	0
MGH54_P9_A02	NA	black	0	0	0
MGH54_P9_A03	NA	black	0	0.10434	0
MGH54_P9_A04	-0.202193212801	red	1	0.48027	0.61824
MGH54_P9_A05	-0.490293185501	red	1	3.0861	0.13093
MGH54_P9_A06	NA	black	0	0.96421	0
MGH54_P9_A07	NA	black	0	2.9699	0
MGH54_P9_A08	NA	black	0	3.4011	0
MGH54_P9_A09	-0.293188172635	red	1	2.4631	0.10299
MGH54_P9_A10	NA	black	0	3.1821	0
MGH54_P9_A11	-0.0259537473571	red	1	3.3114	0.46258
MGH54_P9_A12	-0.314460377597	red	1	2.5931	0.13225
MGH54_P9_B01	NA	black	0	2.1336	0
MGH54_P9_B02	NA	black	0	1.9891	0
MGH54_P9_B03	NA	black	0	0.13225	0
MGH54_P9_B04	NA	black	0	0.8024	0
MGH54_P9_B05	NA	black	0	0.18015	0
MGH54_P9_B06	-0.21177191522	red	1	3.3029	0.34823
MGH54_P9_B07	-0.82845300191	red	1	3.7989	0.094912
MGH54_P9_B10	-0.281624984766	red	1	2.4465	0.10969
MGH54_P9_B11	-1.52924280006	red	1	1.1237	2.7845
MGH54_P9_B12	0.265309814886	red	1	0.29396	0.2558
MGH54_P9_C01	0.388289735134	red	1	0.2302	0.1776
MGH54_P9_C02	2.01239389624	black	0	2.9364	2.1833
MGH54_P9_C03	-0.287414622471	red	1	2.7999	0.21909
MGH54_P9_C04	NA	black	0	0	0.16993
MGH54_P9_C05	NA	black	0	3.2507	0
MGH54_P9_C06	0.241573098277	red	1	0.96199	0.11103
MGH54_P9_C07	-0.764102679743	red	1	3.6542	0.097611
MGH54_P9_C08	NA	black	0	0	0
