Cell_name	Zvalue	Color	Cluster	SP1	TNFRSF10B
MGH36_P6_G09	NA	black	0	0	0.1635
MGH36_P6_G10	NA	black	0	0	4.4255
MGH36_P6_G11	NA	black	0	0	0
MGH36_P6_G12	NA	black	0	0	0.32769
MGH36_P6_H06	NA	black	0	0	0.123
MGH36_P6_H07	NA	black	0	0	5.071
MGH36_P6_H10	NA	black	0	2.6904	0
MGH36_P6_H12	NA	black	0	0.42223	0
MGH36_P7_A01	NA	black	0	0	0.10165
MGH36_P7_A02	NA	black	0	0	0.774
MGH36_P7_A03	NA	black	0	0	0
MGH36_P7_A04	NA	black	0	0	0
MGH36_P7_A06	NA	black	0	0	0.29514
MGH36_P7_A07	NA	black	0	0	0
MGH36_P7_A08	NA	black	0	0	0.70841
MGH36_P7_A09	NA	black	0	0	0
MGH36_P7_A10	NA	black	0	0	0.15056
MGH36_P7_A11	NA	black	0	0	0.18142
MGH36_P7_A12	NA	black	0	0	0.21164
MGH36_P7_B01	NA	black	0	0	5.3884
MGH36_P7_B02	NA	black	0	0	0
MGH36_P7_B03	NA	black	0	0	0
MGH36_P7_B04	NA	black	0	0	0.37629
MGH36_P7_B06	NA	black	0	0	0.16993
MGH36_P7_B07	NA	black	0	0	0.14666
MGH36_P7_B08	NA	black	0	0.092207	0
MGH36_P7_B09	NA	black	0	0	0.48336
MGH36_P7_B10	NA	black	0	0	0
MGH36_P7_B11	NA	black	0	0	3.9381
MGH36_P7_B12	NA	black	0	0	0
MGH36_P7_C11	-0.130364383813	red	1	1.168	2.9531
MGH36_P7_D01	NA	black	0	0	0
MGH36_P7_D02	NA	black	0	0	0.30217
MGH36_P7_D03	NA	black	0	0	0
MGH36_P7_D05	NA	black	0	0	0.14535
MGH36_P7_D06	NA	black	0	0	0
MGH36_P7_D07	NA	black	0	0	0
MGH36_P7_D08	NA	black	0	0	0
MGH36_P7_D09	NA	black	0	0	3.5307
MGH36_P7_D10	NA	black	0	0	0.1635
MGH36_P7_D11	NA	black	0	0	0.20163
MGH36_P7_E01	NA	black	0	0	0
MGH36_P7_E03	NA	black	0	0	0.19156
MGH36_P7_E04	NA	black	0	0	0.23511
MGH36_P7_E05	NA	black	0	0	0
MGH36_P7_E07	NA	black	0	0	0
MGH36_P7_E08	NA	black	0	0	0
MGH36_P7_E10	NA	black	0	0	0.1177
MGH36_P7_E12	NA	black	0	0	2.2582
MGH36_P7_F01	NA	black	0	0	0.46258
MGH36_P7_F02	NA	black	0	0	0.11503
MGH36_P7_F03	NA	black	0	0	0.10969
MGH36_P7_F04	NA	black	0	0	0.32998
MGH36_P7_F06	NA	black	0	0	0.11503
MGH36_P7_F08	NA	black	0	0	5.3129
MGH36_P7_F09	NA	black	0	0	4.3368
MGH36_P7_F10	NA	black	0	0	0
MGH36_P7_F11	NA	black	0	0	0.1137
MGH36_P7_F12	NA	black	0	0	3.8367
MGH36_P7_G01	NA	black	0	0	3.7888
MGH36_P7_G02	NA	black	0	0	0
MGH36_P7_G03	NA	black	0	0	0.13225
MGH36_P7_G04	NA	black	0	0	0.21661
MGH36_P7_G05	NA	black	0	0	0
MGH36_P7_G06	NA	black	0	0	4.3028
MGH36_P7_G08	NA	black	0	0	0
MGH36_P7_G09	NA	black	0	0	0.22774
MGH36_P7_G10	NA	black	0	1.2768	0
MGH36_P7_G11	NA	black	0	0	0.079975
MGH36_P7_H01	NA	black	0	0	0.42223
MGH36_P7_H02	NA	black	0	0	0
MGH36_P7_H03	NA	black	0	0	0.3115
MGH36_P7_H04	NA	black	0	0	4.5481
MGH36_P7_H07	NA	black	0	0	0
MGH36_P7_H08	NA	black	0	0	0.10165
MGH36_P7_H10	NA	black	0	0	4.6028
MGH36_P7_H11	NA	black	0	0	0
MGH36_P7_H12	NA	black	0	0	0
MGH36_P5_A02	NA	black	0	0	0
MGH36_P5_A03	NA	black	0	0	0.39177
MGH36_P5_A05	NA	black	0	0	0
MGH36_P5_A06	NA	black	0	0	0
MGH36_P5_A07	NA	black	0	0	0.16092
MGH36_P5_A08	0.858297217611	red	1	0.36961	0.41143
MGH36_P5_A09	NA	black	0	0	0.41034
MGH36_P5_B02	NA	black	0	0	0.24853
MGH36_P5_B03	NA	black	0	0	0
MGH36_P5_B04	NA	black	0	0	0
MGH36_P5_B05	0.630315460183	red	1	0.63413	0.48646
MGH36_P5_B06	-0.933782405652	red	1	2.6353	0.20539
MGH36_P5_B07	NA	black	0	0	0.16993
MGH36_P5_B08	NA	black	0	0	0.29278
MGH36_P5_B09	NA	black	0	0	0
MGH36_P5_B10	NA	black	0	0	0.2461
MGH36_P5_B11	NA	black	0	0	0
MGH36_P5_C01	NA	black	0	0	0.69955
MGH36_P5_C02	NA	black	0	0	2.5688
MGH36_P5_C03	NA	black	0	0	0.1776
MGH36_P5_C04	NA	black	0	0	0
MGH36_P5_C05	NA	black	0	0	2.7649
MGH36_P5_C06	NA	black	0	0	3.282
MGH36_P5_C09	NA	black	0	0	3.2546
MGH36_P5_C11	NA	black	0	0	0.20914
MGH36_P5_C12	NA	black	0	0	0.20539
MGH36_P5_D01	NA	black	0	0	0.68167
MGH36_P5_D02	NA	black	0	0	0.26183
MGH36_P5_D03	NA	black	0	0	0.21039
MGH36_P5_D04	-0.856857784274	red	1	0.1375	3.5092
MGH36_P5_D06	NA	black	0	0	0.051024
MGH36_P5_D07	NA	black	0	0	0
MGH36_P5_D08	NA	black	0	0	3.9778
MGH36_P5_D09	NA	black	0	0	0
MGH36_P5_D11	NA	black	0	0	0.24367
MGH36_P5_D12	NA	black	0	0	0
MGH36_P5_E01	NA	black	0	0	0
MGH36_P5_E02	NA	black	0	0	3.4431
MGH36_P5_E03	NA	black	0	0	1.9199
MGH36_P5_E05	NA	black	0	0	0
MGH36_P5_E07	NA	black	0	0	2.7307
MGH36_P5_E08	NA	black	0	0	0.10568
MGH36_P5_E09	NA	black	0	0	0.49262
MGH36_P5_E10	NA	black	0	0	0.14535
MGH36_P5_E11	NA	black	0	0	0.23143
MGH36_P5_F02	NA	black	0	0	0.053806
MGH36_P5_F04	NA	black	0	0	0
MGH36_P5_F05	NA	black	0	0	0
MGH36_P5_F06	NA	black	0	0	0.09356
MGH36_P5_F07	NA	black	0	0	0.16607
MGH36_P5_F08	NA	black	0	0	0
MGH36_P5_F09	NA	black	0	0	0.21661
MGH36_P5_F10	0.0184552352232	red	1	1.0834	1.9982
MGH36_P5_F11	NA	black	0	0	0.20664
MGH36_P5_G01	NA	black	0	0	0.56949
MGH36_P5_G02	NA	black	0	0	0
MGH36_P5_G04	NA	black	0	0	0.15834
MGH36_P5_G06	NA	black	0	0	0.15445
MGH36_P5_G07	NA	black	0	0	0.1137
MGH36_P5_G08	NA	black	0	0	0.14926
MGH36_P5_G09	NA	black	0	0	0.092207
MGH36_P5_G10	NA	black	0	0	0.089498
MGH36_P5_G11	NA	black	0	0	0
MGH36_P5_H02	NA	black	0	0	0.62947
MGH36_P5_H03	NA	black	0	0	0.059355
MGH36_P5_H05	NA	black	0	0	0.38405
MGH36_P5_H06	NA	black	0	0	0.12829
MGH36_P5_H07	-1.07188661354	red	1	2.7983	0.20038
MGH36_P5_H09	NA	black	0	0	0.21039
MGH36_P10_A02	NA	black	0	0	0
MGH36_P10_A04	NA	black	0	0	0
MGH36_P10_A05	NA	black	0	0	0
MGH36_P10_A06	NA	black	0	0	1.5568
MGH36_P10_A07	NA	black	0	0	0
MGH36_P10_A09	NA	black	0	0	0
MGH36_P10_A11	NA	black	0	0	0
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	NA	black	0	0	0.80735
MGH36_P10_B03	NA	black	0	0	4.3001
MGH36_P10_B05	NA	black	0	0	0.72421
MGH36_P10_B07	NA	black	0	0	0.12961
MGH36_P10_B08	-0.155719141323	red	1	2.2434	1.6083
MGH36_P10_B10	NA	black	0	1.3028	0
MGH36_P10_B11	NA	black	0	0	0
MGH36_P10_C01	NA	black	0	0	0.18903
MGH36_P10_C03	NA	black	0	0	0
MGH36_P10_C04	0.151413293169	red	1	0.26424	1.8266
MGH36_P10_C06	NA	black	0	0	0.37184
MGH36_P10_C07	NA	black	0	0	0.27858
MGH36_P10_C08	NA	black	0	0	0
MGH36_P10_C09	NA	black	0	0	0.41034
MGH36_P10_C10	NA	black	0	0	0
MGH36_P10_C12	NA	black	0	0	0
MGH36_P10_D01	0.314917061465	red	1	1.1184	0.31034
MGH36_P10_D02	NA	black	0	0	0.59264
MGH36_P10_D03	NA	black	0	0	2.0973
MGH36_P10_D04	NA	black	0	0	0
MGH36_P10_D05	NA	black	0	0	0
MGH36_P10_D07	NA	black	0	0	0.14405
MGH36_P10_D09	NA	black	0	0	0
MGH36_P10_D10	NA	black	0	0	0
MGH36_P10_D11	NA	black	0	0	4.7946
MGH36_P10_D12	NA	black	0	0	0.7277
MGH36_P10_E02	NA	black	0	0	0
MGH36_P10_E03	NA	black	0	0	4.002
MGH36_P10_E04	NA	black	0	0	0
MGH36_P10_E05	-0.369387107355	red	1	1.1486	4.42
MGH36_P10_E07	NA	black	0	0	0
MGH36_P10_E10	NA	black	0	0	0
MGH36_P10_E11	NA	black	0	0	4.5724
MGH36_P10_E12	NA	black	0	0	1.4725
MGH36_P10_F02	NA	black	0	0.70752	0
MGH36_P10_F03	NA	black	0	0	0.98258
MGH36_P10_F05	NA	black	0	0	0
MGH36_P10_F06	NA	black	0	0	0.301
MGH36_P10_F08	NA	black	0	0.18777	0
MGH36_P10_F09	NA	black	0	0	0
MGH36_P10_F10	NA	black	0	0	3.7137
MGH36_P10_F11	NA	black	0	0	0.19535
MGH36_P10_F12	0.790649276935	red	1	0.61164	0.12829
MGH36_P10_G01	NA	black	0	0	4.9809
MGH36_P10_G02	NA	black	0	0.7866	0
MGH36_P10_G03	NA	black	0	0	1.1355
MGH36_P10_G05	NA	black	0	0	3.657
MGH36_P10_G06	NA	black	0	0	3.8895
MGH36_P10_G07	NA	black	0	0	0.1003
MGH36_P10_G08	NA	black	0	0	0
MGH36_P10_G09	NA	black	0	0	0.24975
MGH36_P10_G10	NA	black	0	0	0.12961
MGH36_P10_G11	-1.35680017536	red	1	0.34028	4.7249
MGH36_P10_H01	NA	black	0	0	0
MGH36_P10_H03	NA	black	0	0	0
MGH36_P10_H04	NA	black	0	0	2.3763
MGH36_P10_H05	NA	black	0	0	0
MGH36_P10_H06	NA	black	0	0	1.0868
MGH36_P10_H09	NA	black	0	0	3.7134
MGH36_P10_H11	NA	black	0	0.39835	0
MGH36_P10_H12	NA	black	0	0.92372	0
MGH36_P8_A01	NA	black	0	0	0
MGH36_P8_A03	NA	black	0	0.37407	0
MGH36_P8_A04	NA	black	0	0	0
MGH36_P8_A06	NA	black	0	0	0.4916
MGH36_P8_A07	NA	black	0	0	3.0136
MGH36_P8_A08	NA	black	0	0	0.32193
MGH36_P8_A09	NA	black	0	0	3.7534
MGH36_P8_A11	NA	black	0	0.6332	0
MGH36_P8_A12	NA	black	0	0	0
MGH36_P8_B01	NA	black	0	0	0.43616
MGH36_P8_B02	-0.271550217376	red	1	2.7935	1.6074
MGH36_P8_B03	-0.739077360967	red	1	0.079975	3.2665
MGH36_P8_B04	NA	black	0	0	0.21785
MGH36_P8_B05	NA	black	0	0	3.5689
MGH36_P8_B08	NA	black	0	0	0
MGH36_P8_B09	1.055702286	red	1	0.12035	0.39506
MGH36_P8_B10	NA	black	0	0	1.8262
MGH36_P8_B11	NA	black	0	0	0
MGH36_P8_B12	NA	black	0	2.648	0
MGH36_P8_C01	NA	black	0	0	1.5984
MGH36_P8_C02	0.342082682098	red	1	2.069	3.4647
MGH36_P8_C03	NA	black	0	0	0
MGH36_P8_C05	-0.0320957222052	red	1	1.6196	1.4114
MGH36_P8_C06	NA	black	0	0	0
MGH36_P8_C09	NA	black	0	0	0
MGH36_P8_C10	NA	black	0	0	2.9624
MGH36_P8_C12	NA	black	0	0	0
MGH36_P8_D01	NA	black	0	0	0
MGH36_P8_D03	NA	black	0	0	3.6939
MGH36_P8_D04	NA	black	0	0.123	0
MGH36_P8_D05	-0.981553154583	red	1	0.70752	4.8709
MGH36_P8_D07	NA	black	0	0	0.419
MGH36_P8_D08	0.0521905344487	red	1	1.3618	1.3196
MGH36_P8_D09	NA	black	0	0	0
MGH36_P8_D10	NA	black	0	0	0
MGH36_P8_D11	NA	black	0	0	1.6951
MGH36_P8_D12	NA	black	0	0	0
MGH36_P8_E01	NA	black	0	0	0
MGH36_P8_E02	0.216904496246	red	1	1.9657	3.1606
MGH36_P8_E03	NA	black	0	0	0
MGH36_P8_E04	NA	black	0	0	0
MGH36_P8_E05	NA	black	0	0	0
MGH36_P8_E06	NA	black	0	0	0
MGH36_P8_E08	-0.26715117487	red	1	0.33228	2.6102
MGH36_P8_E10	NA	black	0	0	0.32539
MGH36_P8_F02	NA	black	0	0	4.2646
MGH36_P8_F04	NA	black	0	0	0
MGH36_P8_F05	NA	black	0	0	3.9027
MGH36_P8_F07	NA	black	0	0	0.31962
MGH36_P8_F09	NA	black	0	0	0
MGH36_P8_G01	NA	black	0	0	1.4977
MGH36_P8_G02	NA	black	0	0	0
MGH36_P8_G03	NA	black	0	0	0.17121
MGH36_P8_G04	NA	black	0	0.514	0
MGH36_P8_G05	NA	black	0	0	0
MGH36_P8_G06	NA	black	0	0	2.115
MGH36_P8_G07	NA	black	0	0	4.1849
MGH36_P8_G08	NA	black	0	0	0
MGH36_P8_G09	0.499954009975	red	1	1.9575	4.5872
MGH36_P8_G10	0.931602913561	red	1	0.42116	0.18142
MGH36_P8_G12	0.331605699257	red	1	0.20038	1.5311
MGH36_P8_H01	-0.804903390638	red	1	2.4764	0.19787
MGH36_P8_H03	NA	black	0	0.95606	0
MGH36_P8_H04	NA	black	0	0	0
MGH36_P8_H06	NA	black	0	0	0
MGH36_P8_H07	NA	black	0	0	0.59168
MGH36_P8_H09	NA	black	0	0	0
MGH36_P8_H10	NA	black	0	0	4.791
MGH36_P8_H11	-0.398940496152	red	1	0.99349	3.8427
MGH36_P9_A01	NA	black	0	0	0
MGH36_P9_A02	NA	black	0	0	5.425
MGH36_P9_A03	NA	black	0	0	0
MGH36_P9_A05	NA	black	0	0	0
MGH36_P9_A06	0.0948890266615	red	1	1.2345	1.3288
MGH36_P9_A07	0.115010581194	red	1	1.6731	3.6637
MGH36_P9_A09	NA	black	0	0	0
MGH36_P9_A10	NA	black	0	0	0
MGH36_P9_A11	NA	black	0	0	0.55483
MGH36_P9_A12	NA	black	0	0	0
MGH36_P9_B01	NA	black	0	0	0
MGH36_P9_B04	NA	black	0	0	0
MGH36_P9_B06	NA	black	0	2.082	0
MGH36_P9_B07	NA	black	0	2.1619	0
MGH36_P9_B08	-0.331426008453	red	1	0.18142	2.6622
MGH36_P9_B09	NA	black	0	1.6955	0
MGH36_P9_B10	NA	black	0	0	3.3588
MGH36_P9_B11	NA	black	0	0	0
MGH36_P9_B12	NA	black	0	0	0.62199
MGH36_P9_C01	NA	black	0	0	0
MGH36_P9_C02	NA	black	0	0	0.44573
MGH36_P9_C03	NA	black	0	0	0
MGH36_P9_C05	NA	black	0	0	0.29396
MGH36_P9_C07	NA	black	0	0.10568	0
MGH36_P9_C08	NA	black	0	0	0.23143
MGH36_P9_C09	-0.280568001759	red	1	0.93282	3.1919
MGH36_P9_C11	NA	black	0	0.43829	0
MGH36_P9_C12	NA	black	0	0	4.1864
MGH36_P9_D05	NA	black	0	0	0
MGH36_P9_D07	-1.33623889045	red	1	0.21785	4.4386
MGH36_P9_D08	NA	black	0	0	0
MGH36_P9_D09	-0.162440316733	red	1	1.0151	2.8343
MGH36_P9_D10	NA	black	0	0	0
MGH36_P9_D11	NA	black	0	0	0.23756
MGH36_P9_E01	NA	black	0	0	0
MGH36_P9_E02	NA	black	0	0	0.20664
MGH36_P9_E03	NA	black	0	0	3.2209
MGH36_P9_E04	NA	black	0	0	0
MGH36_P9_E05	NA	black	0	0	0
MGH36_P9_E06	NA	black	0	0	0
MGH36_P9_E07	NA	black	0	0	0
MGH36_P9_E08	NA	black	0	0	0
MGH36_P9_E10	NA	black	0	0	0
MGH36_P9_E11	0.459350311539	red	1	1.0165	0.025738
MGH36_P9_E12	NA	black	0	0	0
MGH36_P9_F02	NA	black	0	0	0
MGH36_P9_F03	NA	black	0	0	1.2308
MGH36_P9_F04	NA	black	0	0	0
MGH36_P9_F08	NA	black	0	2.4888	0
MGH36_P9_F09	NA	black	0	2.334	0
MGH36_P9_F10	0.585994788566	red	1	2.885	3.0449
MGH36_P9_F11	NA	black	0	0	0.33457
MGH36_P9_F12	NA	black	0	0	0
MGH36_P9_G03	NA	black	0	0	2.3234
MGH36_P9_G04	NA	black	0	0	0
MGH36_P9_G05	NA	black	0	0	0
MGH36_P9_G06	NA	black	0	0	1.3718
MGH36_P9_G07	NA	black	0	0	3.8732
MGH36_P9_G08	NA	black	0	0	2.0154
MGH36_P9_G09	NA	black	0	0	0
MGH36_P9_G10	NA	black	0	0	0
MGH36_P9_G11	NA	black	0	0	0
MGH36_P9_H01	NA	black	0	0.36513	0
MGH36_P9_H02	NA	black	0	0	0
MGH36_P9_H03	NA	black	0	0	0
MGH36_P9_H04	NA	black	0	0	0
MGH36_P9_H06	NA	black	0	0	1.7351
MGH36_P9_H07	NA	black	0	0	3.0803
MGH36_P9_H08	NA	black	0	1.0731	0
MGH36_P9_H10	NA	black	0	0	0.74071
MGH36_P9_H11	0.0613765342579	red	1	1.6897	2.8612
MGH36_P9_H12	NA	black	0	0	0.48954
MGH36_P2_A01	NA	black	0	0	0
MGH36_P2_A03	NA	black	0	0	0
MGH36_P2_A04	NA	black	0	0	5.194
MGH36_P2_A05	NA	black	0	0	0.096262
MGH36_P2_A06	NA	black	0	0	0
MGH36_P2_A07	-1.11737601413	red	1	2.7968	0.1177
MGH36_P2_A08	NA	black	0	0	0.35952
MGH36_P2_A11	-0.817703141827	red	1	2.4265	0.062122
MGH36_P2_B03	NA	black	0	0	0.086784
MGH36_P2_B04	NA	black	0	0	1.4797
MGH36_P2_B05	NA	black	0	0	0.086784
MGH36_P2_B06	0.603786533132	red	1	0.084064	1.1493
MGH36_P2_B07	NA	black	0	0	2.9167
MGH36_P2_B08	NA	black	0	0	3.228
MGH36_P2_B09	NA	black	0	0	0
MGH36_P2_B10	NA	black	0	0	0.2461
MGH36_P2_B11	NA	black	0	0	2.4972
MGH36_P2_B12	NA	black	0	0	0.10969
MGH36_P2_C02	NA	black	0	0	0
MGH36_P2_C03	0.286026829297	red	1	1.992	3.4232
MGH36_P2_C04	1.13013892471	red	1	0.23879	0.10568
MGH36_P2_C07	NA	black	0	0	3.4033
MGH36_P2_C08	NA	black	0	0	0.16221
MGH36_P2_C09	NA	black	0	0	0.29278
MGH36_P2_C10	NA	black	0	0	0.3774
MGH36_P2_C11	-0.541200348515	red	1	1.0942	5.0649
MGH36_P2_C12	NA	black	0	0	0.071763
MGH36_P2_D01	NA	black	0	1.4201	0
MGH36_P2_D02	NA	black	0	0	0.08134
MGH36_P2_D04	NA	black	0	0	0.61353
MGH36_P2_D05	1.24743703709	red	1	0.082703	0.13881
MGH36_P2_D06	NA	black	0	0	4.3151
MGH36_P2_D07	NA	black	0	0	0.14535
MGH36_P2_D08	NA	black	0	0	0.16479
MGH36_P2_D09	1.20498988036	red	1	0.1635	0.092207
MGH36_P2_D10	NA	black	0	0	0.056584
MGH36_P2_D11	NA	black	0	0	0.82456
MGH36_P2_E01	0.397370341493	red	1	0.65444	1.0566
MGH36_P2_E02	NA	black	0	0	0
MGH36_P2_E03	0.194599125001	red	1	1.6758	4.6753
MGH36_P2_E04	NA	black	0	0	0.089498
MGH36_P2_E06	NA	black	0	0	0
MGH36_P2_E07	NA	black	0	0	2.117
MGH36_P2_E08	NA	black	0	0	0
MGH36_P2_E09	-0.505007183575	red	1	2.5566	0.99494
MGH36_P2_E10	NA	black	0	0	4.7172
MGH36_P2_F02	NA	black	0	0	0.1177
MGH36_P2_F03	NA	black	0	0	0.051024
MGH36_P2_F04	NA	black	0	0	0.077243
MGH36_P2_F06	NA	black	0	0	0.10299
MGH36_P2_F07	NA	black	0	0	0
MGH36_P2_F08	NA	black	0	0	0.14274
MGH36_P2_F10	NA	black	0	0	0.25822
MGH36_P2_F11	NA	black	0	0	0.037031
MGH36_P2_F12	-0.406678494258	red	1	1.148	4.6548
MGH36_P2_G01	NA	black	0	0	0.38957
MGH36_P2_G02	NA	black	0	0	0
MGH36_P2_G03	NA	black	0	0	2.6724
MGH36_P2_G04	NA	black	0	0	0.18903
MGH36_P2_G05	NA	black	0	0	0.060739
MGH36_P2_G07	NA	black	0	0	0.038436
MGH36_P2_G08	NA	black	0	0	0.2762
MGH36_P2_G09	NA	black	0	0	0.08134
MGH36_P2_G11	NA	black	0	0	0.21164
MGH36_P2_G12	NA	black	0	0	3.3869
MGH36_P2_H01	NA	black	0	0	0
MGH36_P2_H02	NA	black	0	0	0.052416
MGH36_P2_H03	-0.327568588335	red	1	1.886	0.09356
MGH36_P2_H04	NA	black	0	0	0.11636
MGH36_P2_H05	NA	black	0	0	0
MGH36_P2_H06	NA	black	0	0	0.08134
MGH36_P2_H07	NA	black	0	0	0.1137
MGH36_P2_H10	NA	black	0	0	0.077243
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	0	0
MGH53_P5_A04	NA	black	0	0.66357	0
MGH53_P5_A06	NA	black	0	0	0
MGH53_P5_A07	NA	black	0	0	0
MGH53_P5_A08	NA	black	0	0	0
MGH53_P5_A09	NA	black	0	0	0
MGH53_P5_A11	NA	black	0	0	0
MGH53_P5_B01	NA	black	0	0	0.38294
MGH53_P5_B03	NA	black	0	0	0
MGH53_P5_B04	NA	black	0	0	0.34483
MGH53_P5_B05	NA	black	0	0	0.45312
MGH53_P5_B06	NA	black	0	0	0.71896
MGH53_P5_B07	-0.501917961175	red	1	2.1808	0.38847
MGH53_P5_B08	NA	black	0	0	0
MGH53_P5_B09	NA	black	0	0	0.44255
MGH53_P5_B10	NA	black	0	0	0
MGH53_P5_B11	NA	black	0	0	0
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	NA	black	0	1.9015	0
MGH53_P5_C02	1.3704006373	red	1	4.4183	3.1408
MGH53_P5_C03	NA	black	0	0	2.9574
MGH53_P5_C04	NA	black	0	0	0
MGH53_P5_C05	NA	black	0	0	0
MGH53_P5_C06	NA	black	0	0	0
MGH53_P5_C07	-2.09654690677	red	1	4.4492	0.45943
MGH53_P5_C08	NA	black	0	0	0
MGH53_P5_C09	NA	black	0	0	4.9929
MGH53_P5_C10	NA	black	0	0	3.3882
MGH53_P5_C11	NA	black	0	0	0.36849
MGH53_P5_D01	NA	black	0	0	0
MGH53_P5_D02	NA	black	0	0	1.6007
MGH53_P5_D04	NA	black	0	0	0
MGH53_P5_D05	NA	black	0	0	0
MGH53_P5_D07	NA	black	0	0	0.69421
MGH53_P5_D08	NA	black	0	0	0
MGH53_P5_D09	NA	black	0	0	0
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	NA	black	0	0	1.2179
MGH53_P5_E02	NA	black	0	0	0
MGH53_P5_E03	0.0683876505793	red	1	1.4033	0.71458
MGH53_P5_E04	NA	black	0	0	0
MGH53_P5_E06	NA	black	0	3.207	0
MGH53_P5_E08	NA	black	0	0	1.2762
MGH53_P5_E09	NA	black	0	0	0.54003
MGH53_P5_E11	NA	black	0	0	0
MGH53_P5_F01	NA	black	0	0	0
MGH53_P5_F03	NA	black	0	0	0
MGH53_P5_F05	NA	black	0	0	0
MGH53_P5_F06	NA	black	0	0	1.113
MGH53_P5_F07	NA	black	0	0	0
MGH53_P5_F08	NA	black	0	0	0.59359
MGH53_P5_F10	NA	black	0	3.794	0
MGH53_P5_F11	NA	black	0	0	1.0293
MGH53_P5_G01	NA	black	0	3.8262	0
MGH53_P5_G04	NA	black	0	2.0956	0
MGH53_P5_G05	NA	black	0	0	0
MGH53_P5_G07	NA	black	0	0	0
MGH53_P5_G08	NA	black	0	0	0
MGH53_P5_G09	NA	black	0	1.6677	0
MGH53_P5_G10	NA	black	0	0	0.14666
MGH53_P5_G11	NA	black	0	0	0
MGH53_P5_H02	NA	black	0	0	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	NA	black	0	0	0
MGH53_P5_H05	NA	black	0	0	0
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	NA	black	0	2.4699	0
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	NA	black	0	0.11237	0
MGH53_P6_A01	NA	black	0	0	0.91609
MGH53_P6_A02	-1.09616268448	red	1	3.1484	0.56949
MGH53_P6_A03	-1.0694384579	red	1	2.7251	0.090853
MGH53_P6_A04	NA	black	0	0	0.70133
MGH53_P6_A05	NA	black	0	0	0.23756
MGH53_P6_A06	NA	black	0	0	0.76214
MGH53_P6_A07	NA	black	0	2.0229	0
MGH53_P6_A08	-1.36146648577	red	1	3.0954	0.13881
MGH53_P6_A09	1.09134324887	red	1	0.088142	0.3774
MGH53_P6_A10	NA	black	0	0	0.14274
MGH53_P6_A11	NA	black	0	0	4.7007
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	NA	black	0	0	0.28688
MGH53_P6_B03	NA	black	0	0	0
MGH53_P6_B04	NA	black	0	0	0.72159
MGH53_P6_B05	0.959709232102	red	1	0.09356	0.57918
MGH53_P6_B06	NA	black	0	0	0.36737
MGH53_P6_B07	NA	black	0	0	0
MGH53_P6_B09	-0.0145862314413	red	1	1.5331	0.13356
MGH53_P6_B10	NA	black	0	0	0.65901
MGH53_P6_C01	NA	black	0	0	0.61542
MGH53_P6_C03	NA	black	0	0	0.16221
MGH53_P6_C04	NA	black	0	0	0.11103
MGH53_P6_C05	-1.37588103716	red	1	3.179	0.21661
MGH53_P6_C06	1.02422636472	red	1	0.1903	0.3584
MGH53_P6_C07	NA	black	0	0	0
MGH53_P6_C08	NA	black	0	0	0
MGH53_P6_C09	NA	black	0	0	0.16736
MGH53_P6_C10	-0.249786427175	red	1	1.8115	0.18523
MGH53_P6_C11	NA	black	0	0	0
MGH53_P6_C12	NA	black	0	0	0
MGH53_P6_D01	NA	black	0	0.72072	0
MGH53_P6_D02	NA	black	0	2.1577	0
MGH53_P6_D03	NA	black	0	0	0.809
MGH53_P6_D05	1.07395676229	red	1	0.22897	0.21909
MGH53_P6_D07	NA	black	0	0	0.43829
MGH53_P6_D08	NA	black	0	0	4.9155
MGH53_P6_D09	NA	black	0	0	0.22774
MGH53_P6_D10	NA	black	0	0	0
MGH53_P6_D11	NA	black	0	0	0
MGH53_P6_D12	NA	black	0	0	0
MGH53_P6_E01	NA	black	0	0	0
MGH53_P6_E02	NA	black	0	0.064883	0
MGH53_P6_E03	NA	black	0	0	0.20414
MGH53_P6_E04	NA	black	0	0	0
MGH53_P6_E05	NA	black	0	0	0.81394
MGH53_P6_E06	NA	black	0	0	4.0625
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	NA	black	0	0	0.70752
MGH53_P6_E09	NA	black	0	0	0
MGH53_P6_E10	NA	black	0	0	0.26784
MGH53_P6_F01	NA	black	0	0	0.35502
MGH53_P6_F02	NA	black	0	3.4768	0
MGH53_P6_F03	NA	black	0	2.2836	0
MGH53_P6_F04	NA	black	0	0	0
MGH53_P6_F05	NA	black	0	1.3022	0
MGH53_P6_F06	NA	black	0	0	4.9807
MGH53_P6_F07	NA	black	0	0	0
MGH53_P6_F08	NA	black	0	0	0.26664
MGH53_P6_F09	NA	black	0	0	0.15316
MGH53_P6_F10	NA	black	0	0	0.23756
MGH53_P6_G01	NA	black	0	0.17121	0
MGH53_P6_G02	NA	black	0	0	0
MGH53_P6_G03	NA	black	0	0.74846	0
