Cell_name	Zvalue	Color	Cluster	HMGA1	INSR
MGH53_P6_B09	NA	black	0	0	0.17249
MGH53_P6_B10	NA	black	0	0	0.32654
MGH53_P6_C01	NA	black	0	0	5.2975
MGH53_P6_C03	-0.419681135648	red	1	1.4916	2.3013
MGH53_P6_C04	NA	black	0	0	4.1074
MGH53_P6_C05	NA	black	0	0	3.7499
MGH53_P6_C06	NA	black	0	0	0.49365
MGH53_P6_C07	NA	black	0	0	0.19661
MGH53_P6_C08	-1.95069251957	black	0	1.6672	4.7722
MGH53_P6_C09	NA	black	0	0.34369	0
MGH53_P6_C10	0.421859857537	red	1	2.9119	2.8726
MGH53_P6_C11	NA	black	0	0	3.8863
MGH53_P6_C12	0.474746878855	red	1	1.7424	0.21164
MGH53_P6_D01	-0.913390769093	red	1	3.0151	0.14796
MGH53_P6_D02	NA	black	0	0	0
MGH53_P6_D03	NA	black	0	0	0.42653
MGH53_P6_D05	NA	black	0	0	0
MGH53_P6_D07	NA	black	0	0	0
MGH53_P6_D08	NA	black	0	0	0
MGH53_P6_D09	NA	black	0	0	1.91
MGH53_P6_D10	NA	black	0	0	0
MGH53_P6_D11	NA	black	0	0	3.8492
MGH53_P6_D12	NA	black	0	1.442	0
MGH53_P6_E01	2.69419048812	black	0	4.0354	4.2523
MGH53_P6_E02	NA	black	0	0	0.053806
MGH53_P6_E03	NA	black	0	3.7981	0
MGH53_P6_E04	NA	black	0	0	0
MGH53_P6_E05	0.000963401466734	red	1	2.4095	2.967
MGH53_P6_E06	NA	black	0	0	1.8388
MGH53_P6_E07	NA	black	0	3.1243	0
MGH53_P6_E08	NA	black	0	5.1104	0
MGH53_P6_E09	0.154230472552	red	1	2.0279	0.63227
MGH53_P6_E10	0.450911530474	red	1	3.1859	2.5115
MGH53_P6_F01	NA	black	0	0	0
MGH53_P6_F02	NA	black	0	0	2.5403
MGH53_P6_F03	NA	black	0	1.642	0
MGH53_P6_F04	NA	black	0	0	0.45312
MGH53_P6_F05	NA	black	0	0	0.34028
MGH53_P6_F06	NA	black	0	0	0
MGH53_P6_F07	-1.23157342915	red	1	3.2976	0.1635
MGH53_P6_F08	NA	black	0	0	0
MGH53_P6_F09	NA	black	0	0	0.47405
MGH53_P6_F10	0.582476162419	red	1	1.5612	0.39287
MGH53_P6_G01	NA	black	0	0	0
MGH53_P6_G02	NA	black	0	0	1.9694
MGH53_P6_G03	-1.46474304404	red	1	3.442	0.098958
MGH53_P6_G04	-0.860305742091	red	1	3.1774	0.46676
MGH53_P6_G05	NA	black	0	0	4.1305
MGH53_P6_G06	NA	black	0	0	0
MGH53_P6_G07	NA	black	0	0	0
MGH53_P6_G08	NA	black	0	2.8673	0
MGH53_P6_G09	NA	black	0	0	4.539
MGH53_P6_G10	-0.0685886476219	red	1	2.2609	0.10568
MGH53_P6_G11	NA	black	0	0	0
MGH53_P6_H01	NA	black	0	0	1.9888
MGH53_P6_H02	NA	black	0	0	1.6022
MGH53_P6_H03	0.505982105399	red	1	5.1996	2.11
MGH53_P6_H04	NA	black	0	0	0.15445
MGH53_P6_H05	-0.170398596383	red	1	3.7158	1.5974
MGH53_P6_H07	NA	black	0	0	0
MGH53_P6_H09	NA	black	0	0	0.12168
MGH53_P6_H10	NA	black	0	0	0
MGH53_P6_H11	NA	black	0	1.278	0
MGH53_P7_A01	NA	black	0	0	0.15704
MGH53_P7_A02	NA	black	0	0	0
MGH53_P7_A03	NA	black	0	0	2.3045
MGH53_P7_A04	NA	black	0	0	2.5823
MGH53_P7_A05	-1.24056832213	red	1	1.196	3.033
MGH53_P7_A06	0.557071186269	red	1	4.3868	2.1931
MGH53_P7_A07	1.01957141981	red	1	4.1423	2.6053
MGH53_P7_A09	-0.161330853111	red	1	2.1677	2.6913
MGH53_P7_A11	0.78205511375	red	1	1.3173	0.40272
MGH53_P7_A12	NA	black	0	0.68077	0
MGH53_P7_B01	NA	black	0	0	0
MGH53_P7_B02	NA	black	0	0	0
MGH53_P7_B03	NA	black	0	0	0.44255
MGH53_P7_B04	NA	black	0	0	4.232
MGH53_P7_B05	NA	black	0	0	0
MGH53_P7_B06	NA	black	0	0	0
MGH53_P7_B07	NA	black	0	0	3.6543
MGH53_P7_B08	0.759514156381	red	1	3.5719	2.654
MGH53_P7_B10	NA	black	0	0	1.3369
MGH53_P7_B11	NA	black	0	1.829	0
MGH53_P7_B12	0.830761802855	red	1	1.2654	0.39287
MGH53_P7_C01	NA	black	0	0	0.71809
MGH53_P7_C02	-0.174831944581	red	1	2.2268	3.0009
MGH53_P7_C03	NA	black	0	0	2.0976
MGH53_P7_C04	NA	black	0	0	0
MGH53_P7_C05	0.0436477118421	red	1	2.1754	0.47405
MGH53_P7_C06	NA	black	0	1.8949	0
MGH53_P7_C07	-0.647341010501	red	1	3.3016	0.87421
MGH53_P7_C09	NA	black	0	0	0.25942
MGH53_P7_C11	-0.76107092721	red	1	2.8871	0.15575
MGH53_P7_C12	-0.983324324625	red	1	1.1616	2.7238
MGH53_P7_D01	NA	black	0	0.76553	0
MGH53_P7_D02	NA	black	0	0	0
MGH53_P7_D03	NA	black	0	0	1.688
MGH53_P7_D04	NA	black	0	0	0.088142
MGH53_P7_D05	NA	black	0	0	0.852
MGH53_P7_D06	NA	black	0	0	0.15316
MGH53_P7_D07	NA	black	0	0	0
MGH53_P7_D10	NA	black	0	0	1.4777
MGH53_P7_D11	NA	black	0	0	1.9366
MGH53_P7_D12	NA	black	0	0	2.1463
MGH53_P7_E01	NA	black	0	0	0.12433
MGH53_P7_E02	NA	black	0	0	0.63506
MGH53_P7_E03	-1.74540462789	red	1	3.9112	0.33685
MGH53_P7_E04	-1.6458057071	red	1	3.9443	0.44148
MGH53_P7_E05	-2.57063509069	black	0	0.852	3.8109
MGH53_P7_E06	NA	black	0	0	0.53107
MGH53_P7_E07	0.131311270168	red	1	2.6826	2.2657
MGH53_P7_E08	NA	black	0	0	0
MGH53_P7_E09	NA	black	0	3.5214	0
MGH53_P7_E10	NA	black	0	0	0
MGH53_P7_E11	NA	black	0	0	0
MGH53_P7_E12	NA	black	0	0	0
MGH53_P7_F01	-0.83634880225	red	1	3.2832	0.62012
MGH53_P7_F02	NA	black	0	0	2.2013
MGH53_P7_F04	NA	black	0	0	1.9553
MGH53_P7_F05	NA	black	0	0	0
MGH53_P7_F06	-2.46126796082	black	0	0.52406	3.3656
MGH53_P7_F08	NA	black	0	0	0
MGH53_P7_F09	0.848738171562	red	1	3.8316	2.5936
MGH53_P7_F10	NA	black	0	0	0
MGH53_P7_F11	NA	black	0	0	0.75275
MGH53_P7_F12	NA	black	0	0	0.86235
MGH53_P7_G01	NA	black	0	2.7446	0
MGH53_P7_G03	NA	black	0	0	0
MGH53_P7_G04	NA	black	0	3.6087	0
MGH53_P7_G05	-0.247198283274	red	1	0.99277	1.8524
MGH53_P7_G06	NA	black	0	0	2.2552
MGH53_P7_G07	1.36367107258	green3	2	0.25217	0.58207
MGH53_P7_G08	NA	black	0	0	0.25701
MGH53_P7_G09	NA	black	0	0	1.0151
MGH53_P7_G10	-0.910633993083	red	1	3.6131	0.82375
MGH53_P7_G11	0.359473637791	red	1	1.8624	0.18015
MGH53_P7_G12	NA	black	0	0	0.52707
MGH53_P7_H01	NA	black	0	0	0
MGH53_P7_H02	-0.387055231493	red	1	2.7555	0.65535
MGH53_P7_H03	0.374766391124	red	1	3.3202	2.2872
MGH53_P7_H04	NA	black	0	0	0.4489
MGH53_P7_H05	-1.44805782872	red	1	3.568	0.26303
MGH53_P7_H06	NA	black	0	0	0.075875
MGH53_P7_H07	NA	black	0	0	0.2857
MGH53_P7_H08	-1.4879755177	red	1	0.69153	2.7964
MGH53_P7_H10	0.723266309197	red	1	1.067	0.73898
MGH53_P7_H11	-0.0209584656371	red	1	2.2726	0.6951
MGH53_P7_H12	NA	black	0	0	0.082703
MGH53_P8_A01	NA	black	0	0	0
MGH53_P8_A02	-0.448780515792	red	1	2.6478	0.26063
MGH53_P8_A03	NA	black	0	0	0.60407
MGH53_P8_A04	-3.15885034778	black	0	4.9018	0.19912
MGH53_P8_A05	NA	black	0	0	0.12565
MGH53_P8_A06	NA	black	0	0	2.1434
MGH53_P8_A07	NA	black	0	0	0.05797
MGH53_P8_A08	NA	black	0	0.80488	0
MGH53_P8_A09	NA	black	0	0	0
MGH53_P8_A10	NA	black	0	0	0.09356
MGH53_P8_A11	NA	black	0	0	0.419
MGH53_P8_A12	NA	black	0	2.1391	0
MGH53_P8_B03	0.253590362948	red	1	4.6413	1.98
MGH53_P8_B04	NA	black	0	4.756	0
MGH53_P8_B08	NA	black	0	0	1.3248
MGH53_P8_B09	-1.75453158057	red	1	3.7428	0.17121
MGH53_P8_B10	1.80913604862	green3	2	0.45838	0.10299
MGH53_P8_B11	-1.32463460952	red	1	4.1292	0.80571
MGH53_P8_B12	NA	black	0	0	1.8938
MGH53_P8_C01	-1.78683845196	red	1	4.5284	0.72247
MGH53_P8_C02	1.47152440861	green3	2	0.83188	0.073135
MGH53_P8_C03	NA	black	0	0	2.024
MGH53_P8_C04	NA	black	0	4.0573	0
MGH53_P8_C08	NA	black	0	0	0.47301
MGH53_P8_C09	NA	black	0	3.4455	0
MGH53_P8_C10	NA	black	0	3.9801	0
MGH53_P8_C11	NA	black	0	0	1.9866
MGH53_P8_C12	NA	black	0	0	0.81558
MGH53_P8_D01	NA	black	0	0	0.33685
MGH53_P8_D02	NA	black	0	1.1382	0
MGH53_P8_D03	NA	black	0	0	0
MGH53_P8_D04	NA	black	0	0	3.0578
MGH53_P8_D05	NA	black	0	0	0.30451
MGH53_P8_D06	NA	black	0	0	0.35276
MGH53_P8_D07	NA	black	0	0	0
MGH53_P8_D08	NA	black	0	0	1.9321
MGH53_P8_D09	NA	black	0	0	2.0772
MGH53_P8_D10	NA	black	0	3.1829	0
MGH53_P8_D11	NA	black	0	0	0.61918
MGH53_P8_E01	NA	black	0	0	1.3606
MGH53_P8_E03	NA	black	0	0	2.0993
MGH53_P8_E04	NA	black	0	4.3277	0
MGH53_P8_E05	NA	black	0	0	0
MGH53_P8_E06	-1.33331781155	red	1	4.2161	0.8472
MGH53_P8_E07	NA	black	0	0	0
MGH53_P8_E08	1.18581228147	red	1	3.5032	3.3054
MGH53_P8_E09	NA	black	0	0	0
MGH53_P8_E10	NA	black	0	0	0
MGH53_P8_E11	NA	black	0	0	2.2576
MGH53_P8_F01	NA	black	0	0	2.5241
MGH53_P8_F02	NA	black	0	0	2.11
MGH53_P8_F04	NA	black	0	2.4046	0
MGH53_P8_F05	NA	black	0	2.6116	0
MGH53_P8_F06	NA	black	0	0	3.1035
MGH53_P8_F07	NA	black	0	0	0.26424
MGH53_P8_F08	NA	black	0	2.0458	0
MGH53_P8_F09	NA	black	0	0	0
MGH53_P8_F11	NA	black	0	0	2.4133
MGH53_P8_G01	NA	black	0	0	0
MGH53_P8_G02	NA	black	0	0	0.27977
MGH53_P8_G03	NA	black	0	4.1373	0
MGH53_P8_G04	NA	black	0	0	1.3752
MGH53_P8_G05	-0.180091955123	red	1	3.3176	1.4936
MGH53_P8_G06	-0.290213456422	red	1	2.514	0.32769
MGH53_P8_G07	NA	black	0	0	0
MGH53_P8_G08	NA	black	0	0	3.1938
MGH53_P8_G09	NA	black	0	0	2.0566
MGH53_P8_G10	NA	black	0	0	0.27858
MGH53_P8_G11	NA	black	0	0	1.4766
MGH53_P8_G12	NA	black	0	0	0
MGH53_P8_H01	NA	black	0	0	0
MGH53_P8_H02	NA	black	0	4.8247	0
MGH53_P8_H03	NA	black	0	0	0.23266
MGH53_P8_H04	NA	black	0	0	0.60692
MGH53_P8_H05	NA	black	0	0	0
MGH53_P8_H06	NA	black	0	0	0
MGH53_P8_H07	NA	black	0	0	5.0443
MGH53_P8_H08	NA	black	0	0	0
MGH53_P8_H09	-0.249336317647	red	1	2.416	0.082703
MGH53_P8_H10	NA	black	0	0	0.17505
MGH53_P8_H11	NA	black	0	0	0.22404
MGH53_P8_H12	NA	black	0	0	0
MGH53_P1_A03	NA	black	0	0	2.8795
MGH53_P1_A04	NA	black	0	0	1.2327
MGH53_P1_A06	-0.264469321988	red	1	0.62293	1.7874
MGH53_P1_A07	0.893365564623	red	1	3.1104	3.6464
MGH53_P1_A08	NA	black	0	0	0.6663
MGH53_P1_B04	1.44278047259	green3	2	3.2618	4.454
MGH53_P1_B08	NA	black	0	0	1.4022
MGH53_P1_B09	NA	black	0	0	0.54597
MGH53_P1_B11	NA	black	0	0	2.54
MGH53_P1_C03	-0.207560018548	red	1	2.7887	1.1421
MGH53_P1_C06	0.759820259265	red	1	0.96051	0.76469
MGH53_P1_C09	NA	black	0	0	1.2357
MGH53_P1_C10	NA	black	0	0	1.2702
MGH53_P1_D01	-0.454719528127	red	1	3.6645	1.3016
MGH53_P1_D05	NA	black	0	0	1.2546
MGH53_P1_D12	NA	black	0	0	0
MGH53_P1_E09	NA	black	0	0	1.0447
MGH53_P1_E12	-0.0427230421299	red	1	2.3251	2.6595
MGH53_P12_A01	NA	black	0	0	1.4255
MGH53_P12_A02	1.08050316807	red	1	0.74588	0.55974
MGH53_P12_A03	NA	black	0	0	3.0158
MGH53_P12_A04	NA	black	0	0	0.58592
MGH53_P12_A05	-0.37718373527	red	1	3.6971	1.3896
MGH53_P12_A06	NA	black	0	0	3.7839
MGH53_P12_A08	NA	black	0	0	1.1846
MGH53_P12_A09	NA	black	0	0	0
MGH53_P12_A10	NA	black	0	0	2.3127
MGH53_P12_A11	1.20671170123	red	1	3.1776	4.2314
MGH53_P12_A12	NA	black	0	0	0.27501
MGH53_P12_B01	NA	black	0	0	2.5213
MGH53_P12_B02	NA	black	0	0	3.0067
MGH53_P12_B03	1.8622545289	green3	2	3.6494	4.0027
MGH53_P12_B04	NA	black	0	0	0.070389
MGH53_P12_B05	NA	black	0	0	0
MGH53_P12_B06	NA	black	0	2.56	0
MGH53_P12_B07	NA	black	0	0	3.6371
MGH53_P12_B08	NA	black	0	0	0
MGH53_P12_B09	-1.21087964538	red	1	1.1124	2.9128
MGH53_P12_B11	NA	black	0	0	0
MGH53_P12_B12	NA	black	0	0	2.5296
MGH53_P12_C01	NA	black	0	0	0.95382
MGH53_P12_C02	NA	black	0	0	3.0626
MGH53_P12_C03	-0.253297966753	red	1	3.9858	1.5729
MGH53_P12_C04	NA	black	0	0	1.6498
MGH53_P12_C05	-0.144315712786	red	1	2.7431	1.2648
MGH53_P12_C06	NA	black	0	0	1.3265
MGH53_P12_C07	-0.0581770900551	red	1	4.1369	1.7489
MGH53_P12_C08	NA	black	0	0	3.9998
MGH53_P12_C09	NA	black	0	0	1.7411
MGH53_P12_C10	NA	black	0	0	0
MGH53_P12_C11	NA	black	0	0	1.4065
MGH53_P12_C12	NA	black	0	3.6392	0
MGH53_P12_D01	NA	black	0	0	0.3505
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	NA	black	0	0	0
MGH53_P12_D04	NA	black	0	0	1.3039
MGH53_P12_D05	NA	black	0	0	4.646
MGH53_P12_D06	NA	black	0	0	0
MGH53_P12_D07	NA	black	0	0	0
MGH53_P12_D08	NA	black	0	0	3.6793
MGH53_P12_D09	-0.131233843671	red	1	2.9364	1.4303
MGH53_P12_D10	NA	black	0	0	2.3063
MGH53_P12_D11	NA	black	0	0	0
MGH53_P12_D12	0.899398188718	red	1	0.47301	0.8528
MGH53_P12_E01	NA	black	0	0.72596	0
MGH53_P12_E02	0.113338617973	red	1	2.0878	0.58015
MGH53_P12_E03	NA	black	0	0.92828	0
MGH53_P12_E04	NA	black	0	0	1.8675
MGH53_P12_E05	2.47353778051	black	0	4.5599	3.4602
MGH53_P12_E06	NA	black	0	0	3.5199
MGH53_P12_E07	0.232992023818	red	1	2.9686	2.2516
MGH53_P12_E08	NA	black	0	0	2.4893
MGH53_P12_E09	NA	black	0	4.5581	0
MGH53_P12_E10	NA	black	0	0	3.3585
MGH53_P12_E12	1.19794110118	red	1	1.123	0.035624
MGH53_P12_F01	NA	black	0	0	1.0724
MGH53_P12_F02	NA	black	0	0	3.8435
MGH53_P12_F03	NA	black	0	0	4.9488
MGH53_P12_F04	NA	black	0	0	3.5568
MGH53_P12_F06	-2.63155633595	black	0	0.23634	3.228
MGH53_P12_F07	-0.515968781429	red	1	2.908	0.63691
MGH53_P12_F08	NA	black	0	0	0
MGH53_P12_F09	NA	black	0	0	0
MGH53_P12_F10	NA	black	0	0	3.354
MGH53_P12_F11	NA	black	0	0	0.056584
MGH53_P12_F12	NA	black	0	0	0.87892
MGH53_P12_G01	NA	black	0	0	0
MGH53_P12_G03	3.87660197447	black	0	4.3975	4.7376
MGH53_P12_G04	0.0706137224394	red	1	2.5074	2.3904
MGH53_P12_G07	-0.00943405285337	red	1	3.2048	1.7194
MGH53_P12_G08	NA	black	0	0	0.12961
MGH53_P12_G09	NA	black	0	0	3.3688
MGH53_P12_G10	-0.161217211676	red	1	4.4944	1.7128
MGH53_P12_G11	NA	black	0	1.9895	0
MGH53_P12_G12	NA	black	0	0	1.5236
MGH53_P12_H01	-1.85977255331	red	1	1.3208	3.8729
MGH53_P12_H02	NA	black	0	3.595	0
MGH53_P12_H03	1.45261561886	green3	2	3.4358	3.8655
MGH53_P12_H04	NA	black	0	0	1.1512
MGH53_P12_H05	NA	black	0	0	2.9001
MGH53_P12_H06	-0.0512291011067	red	1	2.3066	2.6166
MGH53_P12_H07	-0.17784469438	red	1	2.8309	1.2558
MGH53_P12_H08	-1.21684635486	red	1	0.75617	2.625
MGH53_P12_H09	NA	black	0	0	2.3885
MGH53_P12_H10	-1.28916823944	red	1	1.2485	3.1481
MGH53_P12_H11	-0.112227129684	red	1	2.1421	2.371
MGH53_P12_H12	0.10775909199	red	1	1.7583	1.359
MGH53_P2_A09	-0.614381334788	red	1	3.0386	0.64801
MGH53_P2_A11	NA	black	0	0	0
MGH53_P2_A12	NA	black	0	0	0.52306
MGH53_P2_B05	-2.10203140931	black	0	0.51501	3.1094
MGH53_P2_B07	NA	black	0	0	0.34483
MGH53_P2_B09	NA	black	0	0	1.1782
MGH53_P2_B10	0.0352213084053	red	1	1.5801	1.5627
MGH53_P2_C01	NA	black	0	0	0.56657
MGH53_P2_C02	NA	black	0	0	0.48543
MGH53_P2_C03	NA	black	0	1.918	0
MGH53_P2_C07	NA	black	0	2.0861	0
MGH53_P2_C09	0.0575197147222	red	1	2.4688	2.6604
MGH53_P2_D01	NA	black	0	2.4821	0
MGH53_P2_D02	NA	black	0	0	0.58015
MGH53_P2_D07	NA	black	0	0	0
MGH53_P2_D08	NA	black	0	3.2684	0
MGH53_P2_D12	NA	black	0	0	1.4844
MGH53_P2_E04	0.0575566866311	red	1	2.1603	0.61259
MGH53_P2_E10	NA	black	0	0	2.9021
MGH53_P2_F02	NA	black	0	0	3.5492
MGH53_P2_F03	NA	black	0	0	4.0118
MGH53_P2_F04	0.46165751374	red	1	1.1667	1.0165
MGH53_P2_F05	NA	black	0	0	0.20163
MGH53_P2_G02	NA	black	0	0	3.009
MGH53_P2_G07	NA	black	0	0.48233	0
MGH53_P2_H01	NA	black	0	0	0
MGH53_P10_A01	-1.38190443481	red	1	0.43829	2.5553
MGH53_P10_A02	NA	black	0	0	0
MGH53_P10_A03	NA	black	0	0	0.88127
MGH53_P10_A04	NA	black	0	0	0
MGH53_P10_A05	0.37047293458	red	1	1.0036	1.1871
MGH53_P10_A06	NA	black	0	0	2.6196
MGH53_P10_A07	NA	black	0	0	2.4128
MGH53_P10_A08	NA	black	0	0	0.97746
MGH53_P10_A09	NA	black	0	0.29866	0
MGH53_P10_A10	NA	black	0	0	0
MGH53_P10_A11	NA	black	0	0	0
MGH53_P10_A12	NA	black	0	0	0
MGH53_P10_B01	NA	black	0	0	1.1985
MGH53_P10_B02	NA	black	0	0	3.8007
MGH53_P10_B03	NA	black	0	0	4.3711
MGH53_P10_B04	NA	black	0	0	4.3081
MGH53_P10_B05	NA	black	0	0	2.4471
MGH53_P10_B06	NA	black	0	0	4.2581
MGH53_P10_B07	NA	black	0	0	3.4963
MGH53_P10_B08	NA	black	0	0	2.2302
MGH53_P10_B09	NA	black	0	0	4.5487
MGH53_P10_B10	NA	black	0	0	0
MGH53_P10_B11	NA	black	0	0	4.2772
MGH53_P10_B12	NA	black	0	0	0
MGH53_P10_C01	NA	black	0	0	3.1608
MGH53_P10_C02	NA	black	0	0	1.5753
MGH53_P10_C03	NA	black	0	0	1.2522
MGH53_P10_C04	NA	black	0	4.4086	0
MGH53_P10_C05	1.7100255587	green3	2	4.3087	3.0707
MGH53_P10_C06	NA	black	0	0	2.1306
MGH53_P10_C07	NA	black	0	0	0
MGH53_P10_C08	NA	black	0	0	0
MGH53_P10_C09	NA	black	0	0	0
MGH53_P10_C10	0.492953984858	red	1	3.3552	2.4444
MGH53_P10_C11	NA	black	0	0	0
MGH53_P10_C12	NA	black	0	0	2.4818
MGH53_P10_D01	0.0240225987463	red	1	3.7027	1.7904
MGH53_P10_D02	NA	black	0	0	0
MGH53_P10_D03	-1.2611452107	red	1	1.4255	3.3658
MGH53_P10_D04	NA	black	0	0	1.6225
MGH53_P10_D05	1.06966732784	red	1	4.6144	2.4931
MGH53_P10_D06	NA	black	0	0	3.5783
MGH53_P10_D07	NA	black	0	0	4.7742
MGH53_P10_D08	NA	black	0	0	0
MGH53_P10_D09	NA	black	0	0	0
MGH53_P10_D12	NA	black	0	0	1.08
MGH53_P10_E01	NA	black	0	0	0
MGH53_P10_E03	NA	black	0	0	2.4759
MGH53_P10_E04	NA	black	0	0	0
MGH53_P10_E05	NA	black	0	0	0
MGH53_P10_E06	NA	black	0	0	4.4681
MGH53_P10_E07	-0.536143945252	red	1	3.5845	1.184
MGH53_P10_E08	NA	black	0	0	0
MGH53_P10_E09	1.64070417396	green3	2	3.9665	3.2802
MGH53_P10_E10	1.41355861567	green3	2	4.2863	2.8532
MGH53_P10_E11	0.877843703817	red	1	3.3505	3.0575
MGH53_P10_E12	NA	black	0	0	2.3679
MGH53_P10_F01	NA	black	0	0	1.2857
MGH53_P10_F02	-1.00599968319	red	1	3.1107	0.17377
MGH53_P10_F03	NA	black	0	0	0
MGH53_P10_F04	NA	black	0	0	4.0905
MGH53_P10_F05	2.28152473721	black	0	3.857	4.1208
MGH53_P10_F06	NA	black	0	0	1.7238
MGH53_P10_F07	NA	black	0	0	0
MGH53_P10_F08	NA	black	0	0	0
MGH53_P10_F09	-1.18869959428	red	1	4.8755	1.1991
MGH53_P10_F10	NA	black	0	0	3.0289
MGH53_P10_F12	NA	black	0	0	2.043
MGH53_P10_G01	NA	black	0	0	1.2485
MGH53_P10_G02	1.23832725011	red	1	3.1873	4.2725
MGH53_P10_G03	NA	black	0	0	4.7523
MGH53_P10_G04	NA	black	0	0	1.9953
MGH53_P10_G05	NA	black	0	0	0.71633
MGH53_P10_G07	NA	black	0	0	2.005
MGH53_P10_G08	NA	black	0	0	2.6871
MGH53_P10_G09	NA	black	0	0	2.7655
MGH53_P10_G11	NA	black	0	4.5079	0
MGH53_P10_H01	NA	black	0	0	1.144
MGH53_P10_H02	0.542492688091	red	1	2.9191	3.271
MGH53_P10_H04	NA	black	0	0	3.4287
MGH53_P10_H05	-0.744275420666	red	1	3.6256	0.99567
MGH53_P10_H06	NA	black	0	4.631	0
MGH53_P10_H07	NA	black	0	0	3.4879
MGH53_P10_H08	NA	black	0	0	0
MGH53_P10_H09	NA	black	0	0	1.0881
MGH53_P10_H10	NA	black	0	0	2.0346
MGH53_P10_H11	-0.280879749465	red	1	4.3679	1.6173
MGH53_P11_A01	NA	black	0	0	0
MGH53_P11_A02	NA	black	0	0	3.9917
MGH53_P11_A03	NA	black	0	0	3.9335
MGH53_P11_A04	NA	black	0	0	1.1884
MGH53_P11_A06	1.56913999993	green3	2	3.9038	3.2711
MGH53_P11_A08	NA	black	0	0	0.8488
MGH53_P11_A09	-0.0373174386172	red	1	0.27262	1.5729
MGH53_P11_A10	NA	black	0	0	1.0902
MGH53_P11_A11	NA	black	0	0	0
MGH53_P11_A12	NA	black	0	0	2.6665
MGH53_P11_B01	-0.189348320555	red	1	4.0183	1.6309
MGH53_P11_B02	NA	black	0	0	2.4225
MGH53_P11_B04	NA	black	0	0	0
MGH53_P11_B05	NA	black	0	0	4.2543
MGH53_P11_B06	NA	black	0	0	0.20414
MGH53_P11_B07	NA	black	0	0	1.3724
MGH53_P11_B08	NA	black	0	0	0
MGH53_P11_B09	NA	black	0	0	2.9023
MGH53_P11_B11	0.537796323697	red	1	3.0533	2.8807
MGH53_P11_B12	NA	black	0	0	2.6351
MGH53_P11_C01	NA	black	0	0.54893	0
MGH53_P11_C02	NA	black	0	0	3.0126
MGH53_P11_C03	NA	black	0	0	1.5425
MGH53_P11_C04	-0.146722178946	red	1	3.1952	1.5039
MGH53_P11_C05	NA	black	0	0	3.2192
MGH53_P11_C06	NA	black	0	0	0
MGH53_P11_C07	NA	black	0	0	4.1418
MGH53_P11_C08	NA	black	0	0	1.5592
MGH53_P11_C09	NA	black	0	0	2.971
MGH53_P11_C10	1.07221314626	red	1	3.2923	3.5204
MGH53_P11_C11	NA	black	0	0	1.4967
MGH53_P11_C12	NA	black	0	0	0.76214
MGH53_P11_D01	NA	black	0	3.8821	0
MGH53_P11_D02	NA	black	0	0	2.0086
MGH53_P11_D03	NA	black	0	0	1.0342
MGH53_P11_D04	NA	black	0	0	3.7305
MGH53_P11_D05	NA	black	0	0	1.4926
MGH53_P11_D07	-0.163606407468	red	1	3.1706	1.4694
MGH53_P11_D08	NA	black	0	0	2.446
MGH53_P11_D09	NA	black	0	0	1.7137
MGH53_P11_D10	NA	black	0	0	0
MGH53_P11_D11	NA	black	0	3.6168	0
MGH53_P11_D12	-1.42543148726	red	1	0.49467	2.6185
MGH53_P11_E01	NA	black	0	0.25459	0
MGH53_P11_E02	NA	black	0	0	0
MGH53_P11_E04	-3.73851322426	black	0	5.1344	0.071763
MGH53_P11_E06	NA	black	0	0	0
MGH53_P11_E08	NA	black	0	0	2.9731
MGH53_P11_E09	0.00259024626849	red	1	2.4122	1.722
MGH53_P11_E10	NA	black	0	0	0
MGH53_P11_E11	-1.20729984778	red	1	3.7198	0.62667
MGH53_P11_E12	NA	black	0	0	2.5341
MGH53_P11_F01	1.44217356174	green3	2	3.4411	3.8341
MGH53_P11_F02	NA	black	0	3.6344	0
MGH53_P11_F03	NA	black	0	0	3.6109
MGH53_P11_F04	NA	black	0	0	1.9096
MGH53_P11_F05	0.648073431859	red	1	1.4125	0.50894
MGH53_P11_F07	NA	black	0	0	1.2228
MGH53_P11_F10	-0.101574319095	red	1	2.2842	2.8807
MGH53_P11_F11	NA	black	0	1.6355	0
MGH53_P11_F12	-2.19703117752	black	0	0.83673	3.4948
MGH53_P11_G01	NA	black	0	0	1.0243
MGH53_P11_G02	NA	black	0	0	0
MGH53_P11_G03	NA	black	0	0	1.5003
MGH53_P11_G04	NA	black	0	0	1.7493
MGH53_P11_G05	NA	black	0	0	3.9417
MGH53_P11_G06	0.362497381833	red	1	3.1619	2.3679
MGH53_P11_G07	NA	black	0	4.1069	0
MGH53_P11_G08	1.40316363571	green3	2	0.29514	0.53306
MGH53_P11_G09	NA	black	0	3.6077	0
MGH53_P11_G10	NA	black	0	0	1.3885
MGH53_P11_G11	-1.4755882756	red	1	3.4253	0.066261
MGH53_P11_G12	NA	black	0	0	1.8424
MGH53_P11_H01	-0.403892223	red	1	3.4944	1.2851
MGH53_P11_H02	NA	black	0	0	0
MGH53_P11_H04	NA	black	0	0	1.2098
MGH53_P11_H05	NA	black	0	0	0
MGH53_P11_H06	0.643434653939	red	1	3.882	2.3713
MGH53_P11_H07	-0.215670526142	red	1	2.4707	0.45733
MGH53_P11_H08	NA	black	0	0	1.8078
