Cell_name	Zvalue	Color	Cluster	CREB1	FLT1
MGH53_P5_D08	NA	black	0	4.7161	0
MGH53_P5_D09	NA	black	0	0	0
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	NA	black	0	0.338	0
MGH53_P5_E02	NA	black	0	0	0
MGH53_P5_E03	NA	black	0	0	0
MGH53_P5_E04	NA	black	0	4.5932	0
MGH53_P5_E06	NA	black	0	0.44255	0
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	NA	black	0	2.22	0
MGH53_P5_E11	NA	black	0	2.8174	0
MGH53_P5_F01	0.573267146805	red	1	2.5595	0.64247
MGH53_P5_F03	NA	black	0	0	0
MGH53_P5_F05	NA	black	0	0.47093	0
MGH53_P5_F06	NA	black	0	0	0
MGH53_P5_F07	NA	black	0	0	0
MGH53_P5_F08	NA	black	0	4.8143	0
MGH53_P5_F10	NA	black	0	0	0.97379
MGH53_P5_F11	NA	black	0	0	1.9218
MGH53_P5_G01	NA	black	0	0	0
MGH53_P5_G04	0.106125403695	red	1	0.11503	0.35163
MGH53_P5_G05	NA	black	0	0	0
MGH53_P5_G07	NA	black	0	0.23879	0
MGH53_P5_G08	NA	black	0	0.52105	0
MGH53_P5_G09	0.111595244768	red	1	0.21537	0.34255
MGH53_P5_G10	0.0405492998502	red	1	0.020058	0.38847
MGH53_P5_G11	-0.0749156971128	red	1	3.9756	0.44148
MGH53_P5_H02	NA	black	0	0	1.5226
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	NA	black	0	1.9978	0
MGH53_P5_H05	NA	black	0	0	0
MGH53_P5_H07	0.913041090349	red	1	2.0858	0.92828
MGH53_P5_H08	NA	black	0	0.55189	0
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	NA	black	0	0	0
MGH53_P6_A01	NA	black	0	0	0.74157
MGH53_P6_A02	NA	black	0	0	0.65444
MGH53_P6_A03	NA	black	0	0	0
MGH53_P6_A04	NA	black	0	0.10299	0
MGH53_P6_A05	NA	black	0	0	0.20163
MGH53_P6_A06	NA	black	0	0	0.56169
MGH53_P6_A07	NA	black	0	0	0
MGH53_P6_A08	NA	black	0	0	0.49057
MGH53_P6_A09	0.0448617394048	red	1	0.027154	0.38626
MGH53_P6_A10	0.130539884483	red	1	0.1177	0.338
MGH53_P6_A11	NA	black	0	0	0.1903
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	NA	black	0	0.14926	0
MGH53_P6_B03	NA	black	0	0	0
MGH53_P6_B04	NA	black	0	0	0.34823
MGH53_P6_B05	NA	black	0	0	0.22774
MGH53_P6_B06	0.275424003709	red	1	0.085425	0.26183
MGH53_P6_B07	NA	black	0	0.14274	0
MGH53_P6_B09	NA	black	0	0	0.18269
MGH53_P6_B10	NA	black	0	1.4657	0
MGH53_P6_C01	NA	black	0	0	0
MGH53_P6_C03	NA	black	0	0	0.29278
MGH53_P6_C04	0.516633099046	red	1	0.044044	0.14012
MGH53_P6_C05	-0.926222149494	red	1	3.7166	0.27023
MGH53_P6_C06	-0.797995601408	red	1	3.0772	0.23879
MGH53_P6_C07	NA	black	0	0.063503	0
MGH53_P6_C08	NA	black	0	0.36625	0
MGH53_P6_C09	NA	black	0	0	0
MGH53_P6_C10	0.308905771404	red	1	0.077243	0.24489
MGH53_P6_C11	0.131004800331	red	1	0.1137	0.338
MGH53_P6_C12	NA	black	0	0	0
MGH53_P6_D01	NA	black	0	3.4826	0
MGH53_P6_D02	-0.0992475522087	red	1	0.20539	0.46989
MGH53_P6_D03	NA	black	0	0.21909	0
MGH53_P6_D05	0.0798066480665	red	1	0.67446	0.30918
MGH53_P6_D07	NA	black	0	0	0
MGH53_P6_D08	-0.208542369926	red	1	0.4351	0.57918
MGH53_P6_D09	NA	black	0	0.096262	0
MGH53_P6_D10	NA	black	0	3.2046	0
MGH53_P6_D11	0.326304042058	red	1	0.18777	0.21412
MGH53_P6_D12	NA	black	0	0	0
MGH53_P6_E01	NA	black	0	0	0.69777
MGH53_P6_E02	NA	black	0	0	0.23511
MGH53_P6_E03	NA	black	0	0	0.45733
MGH53_P6_E04	NA	black	0	0	0.39506
MGH53_P6_E05	NA	black	0	0.36401	0
MGH53_P6_E06	NA	black	0	0	0
MGH53_P6_E07	NA	black	0	0	2.0339
MGH53_P6_E08	NA	black	0	0	0
MGH53_P6_E09	0.258090361162	red	1	0.2228	0.24975
MGH53_P6_E10	-0.585555237818	red	1	3.9395	0.34823
MGH53_P6_F01	NA	black	0	0.097611	0
MGH53_P6_F02	0.396085489065	red	1	0.20038	0.16736
MGH53_P6_F03	NA	black	0	0	0
MGH53_P6_F04	NA	black	0	0	0
MGH53_P6_F05	NA	black	0	0.04684	0
MGH53_P6_F06	NA	black	0	2.8622	0
MGH53_P6_F07	NA	black	0	3.0495	0
MGH53_P6_F08	NA	black	0	0.21909	0
MGH53_P6_F09	NA	black	0	3.3262	0
MGH53_P6_F10	0.136620252741	red	1	0.36737	0.31034
MGH53_P6_G01	NA	black	0	0	0.71984
MGH53_P6_G02	NA	black	0	0	0.40054
MGH53_P6_G03	NA	black	0	0	0
MGH53_P6_G04	NA	black	0	0.096262	0
MGH53_P6_G05	NA	black	0	2.0356	0
MGH53_P6_G06	NA	black	0	0.95084	0
MGH53_P6_G07	NA	black	0	0	0.10836
MGH53_P6_G08	NA	black	0	0	0
MGH53_P6_G09	NA	black	0	2.8482	0
MGH53_P6_G10	NA	black	0	0	0
MGH53_P6_G11	-1.46297761568	black	0	4.0405	0.20038
MGH53_P6_H01	NA	black	0	0.3471	0
MGH53_P6_H02	NA	black	0	2.724	0
MGH53_P6_H03	NA	black	0	0	0.69777
MGH53_P6_H04	NA	black	0	0	0.75788
MGH53_P6_H05	NA	black	0	0.19912	0
MGH53_P6_H07	NA	black	0	1.976	0
MGH53_P6_H09	0.460761754341	red	1	0.038436	0.17121
MGH53_P6_H10	0.0622223432697	red	1	0.090853	0.37629
MGH53_P6_H11	NA	black	0	0	0
MGH53_P7_A01	NA	black	0	0	0.43829
MGH53_P7_A02	NA	black	0	0.17377	0
MGH53_P7_A03	NA	black	0	0	0.19787
MGH53_P7_A04	NA	black	0	2.7523	0
MGH53_P7_A05	-0.161211248149	red	1	1.6323	0.28096
MGH53_P7_A06	NA	black	0	0	0.7433
MGH53_P7_A07	-0.0741295987135	red	1	1.2376	0.21412
MGH53_P7_A09	NA	black	0	4.383	0
MGH53_P7_A11	NA	black	0	0	0.47508
MGH53_P7_A12	-0.121418814668	red	1	0.1635	0.47923
MGH53_P7_B01	-0.47251292709	red	1	2.7527	0.29514
MGH53_P7_B02	NA	black	0	0.10299	0
MGH53_P7_B03	NA	black	0	0	0
MGH53_P7_B04	NA	black	0	0.096262	0
MGH53_P7_B05	NA	black	0	0.08134	0
MGH53_P7_B06	NA	black	0	0	0.34142
MGH53_P7_B07	-0.0124775035622	red	1	0.77905	0.43936
MGH53_P7_B08	NA	black	0	0	0
MGH53_P7_B10	NA	black	0	2.1894	0
MGH53_P7_B11	NA	black	0	0.59072	0
MGH53_P7_B12	NA	black	0	0	0.44042
MGH53_P7_C01	NA	black	0	0.69777	0
MGH53_P7_C02	NA	black	0	0	0
MGH53_P7_C03	NA	black	0	0	0
MGH53_P7_C04	NA	black	0	0	0.31383
MGH53_P7_C05	NA	black	0	0.1003	0
MGH53_P7_C06	NA	black	0	0	0
MGH53_P7_C07	NA	black	0	3.2815	0
MGH53_P7_C09	NA	black	0	0.22404	0
MGH53_P7_C11	NA	black	0	2.8718	0
MGH53_P7_C12	NA	black	0	0.53007	0
MGH53_P7_D01	NA	black	0	0.17505	0
MGH53_P7_D02	NA	black	0	0	0
MGH53_P7_D03	NA	black	0	3.242	0
MGH53_P7_D04	NA	black	0	0.23511	0
MGH53_P7_D05	NA	black	0	2.5991	0
MGH53_P7_D06	NA	black	0	0.14143	0
MGH53_P7_D07	NA	black	0	0	0.57337
MGH53_P7_D10	0.395865081306	red	1	0.20539	0.16607
MGH53_P7_D11	-0.445885207095	red	1	0.13356	0.65076
MGH53_P7_D12	NA	black	0	0	0
MGH53_P7_E01	0.10167653236	red	1	0.11902	0.35389
MGH53_P7_E02	NA	black	0	0.22774	0
MGH53_P7_E03	NA	black	0	0	0.34483
MGH53_P7_E04	NA	black	0	0	0.35163
MGH53_P7_E05	NA	black	0	0	0
MGH53_P7_E06	-0.0264749143338	red	1	0.38847	0.43296
MGH53_P7_E07	NA	black	0	0.067639	0
MGH53_P7_E08	0.365977642464	red	1	0.13093	0.20289
MGH53_P7_E09	0.186508743087	red	1	0.60975	0.19535
MGH53_P7_E10	0.306406147904	red	1	0.16864	0.2302
MGH53_P7_E11	NA	black	0	0.075875	0
MGH53_P7_E12	NA	black	0	0.053806	0
MGH53_P7_F01	-0.943032480639	red	1	3.7732	0.27143
MGH53_P7_F02	NA	black	0	0	0
MGH53_P7_F04	0.29512533803	red	1	0.20914	0.22897
MGH53_P7_F05	NA	black	0	0	0
MGH53_P7_F06	-0.764586837839	red	1	0.21537	0.852
MGH53_P7_F08	NA	black	0	0	0.45628
MGH53_P7_F09	NA	black	0	0	0
MGH53_P7_F10	-1.23999541014	black	0	3.4759	0.18269
MGH53_P7_F11	-1.99572108133	black	0	4.2887	0.1375
MGH53_P7_F12	-0.0404888673345	red	1	0.62854	0.46258
MGH53_P7_G01	NA	black	0	0.20414	0
MGH53_P7_G03	NA	black	0	3.7881	0
MGH53_P7_G04	NA	black	0	0	0
MGH53_P7_G05	NA	black	0	0	0.21909
MGH53_P7_G06	NA	black	0	0	0.19283
MGH53_P7_G07	NA	black	0	0	0.17121
MGH53_P7_G08	0.603922994666	red	1	0.084064	0.079975
MGH53_P7_G09	NA	black	0	0	0
MGH53_P7_G10	NA	black	0	0	0.23389
MGH53_P7_G11	NA	black	0	0.044044	0
MGH53_P7_G12	NA	black	0	2.6702	0
MGH53_P7_H01	NA	black	0	0.20414	0
MGH53_P7_H02	3.38906790176	black	0	3.6606	1.1557
MGH53_P7_H03	NA	black	0	0	1.0384
MGH53_P7_H04	NA	black	0	0.49262	0
MGH53_P7_H05	NA	black	0	0	0
MGH53_P7_H06	NA	black	0	0.1375	0
MGH53_P7_H07	NA	black	0	0	0.22527
MGH53_P7_H08	NA	black	0	0	0
MGH53_P7_H10	NA	black	0	0	0.16479
MGH53_P7_H11	NA	black	0	2.7353	0
MGH53_P7_H12	NA	black	0	0.22651	0
MGH53_P8_A01	NA	black	0	1.7891	0
MGH53_P8_A02	0.376834420149	red	1	0.064883	0.21039
MGH53_P8_A03	NA	black	0	0.04684	0
MGH53_P8_A04	NA	black	0	0	0.25096
MGH53_P8_A05	NA	black	0	2.426	0
MGH53_P8_A06	NA	black	0	0	0
MGH53_P8_A07	0.451712817097	red	1	0.053806	0.17249
MGH53_P8_A08	-0.0662816294269	red	1	0.096262	0.44467
MGH53_P8_A09	NA	black	0	0.21785	0
MGH53_P8_A10	-0.163625834653	red	1	0.10434	0.49672
MGH53_P8_A11	-0.0260471441718	red	1	0.21164	0.42653
MGH53_P8_A12	NA	black	0	0	0
MGH53_P8_B03	NA	black	0	0	0
MGH53_P8_B04	NA	black	0	0	0
MGH53_P8_B08	NA	black	0	0	0
MGH53_P8_B09	NA	black	0	0	0.25701
MGH53_P8_B10	NA	black	0	0	0.29748
MGH53_P8_B11	0.551522163199	red	1	0.038436	0.123
MGH53_P8_B12	NA	black	0	0	0
MGH53_P8_C01	0.0846429221044	red	1	0.12961	0.36289
MGH53_P8_C02	NA	black	0	0.19409	0
MGH53_P8_C03	0.265389896159	red	1	0.08134	0.26784
MGH53_P8_C04	-0.0320027618055	red	1	4.2663	0.45312
MGH53_P8_C08	-0.05928455122	red	1	1.2491	0.26183
MGH53_P8_C09	NA	black	0	0	0
MGH53_P8_C10	NA	black	0	1.2969	0
MGH53_P8_C11	NA	black	0	0.31267	0
MGH53_P8_C12	NA	black	0	0.23389	0
MGH53_P8_D01	1.89253508709	black	0	3.5545	0.85519
MGH53_P8_D02	NA	black	0	0	0.27262
MGH53_P8_D03	NA	black	0	0	0
MGH53_P8_D04	0.146417084282	red	1	0.10702	0.32998
MGH53_P8_D05	0.192992443133	red	1	0.028569	0.3115
MGH53_P8_D06	NA	black	0	2.7696	0
MGH53_P8_D07	NA	black	0	2.1545	0
MGH53_P8_D08	NA	black	0	0	0
MGH53_P8_D09	NA	black	0	0	0
MGH53_P8_D10	NA	black	0	0	0
MGH53_P8_D11	NA	black	0	0	0.35163
MGH53_P8_E01	NA	black	0	0	0
MGH53_P8_E03	NA	black	0	0	0.44361
MGH53_P8_E04	NA	black	0	0.26424	0
MGH53_P8_E05	NA	black	0	1.7429	0
MGH53_P8_E06	NA	black	0	3.2308	0
MGH53_P8_E07	NA	black	0	0	0
MGH53_P8_E08	NA	black	0	3.225	0
MGH53_P8_E09	NA	black	0	0	0
MGH53_P8_E10	NA	black	0	0	0
MGH53_P8_E11	NA	black	0	0	0
MGH53_P8_F01	NA	black	0	0.24975	0
MGH53_P8_F02	0.0304608955813	red	1	0.59646	0.38184
MGH53_P8_F04	NA	black	0	0	0.60122
MGH53_P8_F05	NA	black	0	0	0
MGH53_P8_F06	-0.35870228819	red	1	0.22897	0.62667
MGH53_P8_F07	NA	black	0	0	0.69599
MGH53_P8_F08	NA	black	0	0	0
MGH53_P8_F09	NA	black	0	0	0.10568
MGH53_P8_F11	-0.314212675166	red	1	0.12433	0.57918
MGH53_P8_G01	NA	black	0	0.2461	0
MGH53_P8_G02	NA	black	0	1.5768	0
MGH53_P8_G03	NA	black	0	0.14796	0
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	NA	black	0	0	0.84398
MGH53_P8_G06	NA	black	0	0.55778	0
MGH53_P8_G07	NA	black	0	0	0
MGH53_P8_G08	-0.0737116756268	red	1	1.9115	0.38515
MGH53_P8_G09	0.421367872256	red	1	0.10836	0.17632
MGH53_P8_G10	NA	black	0	1.4714	0
MGH53_P8_G11	0.431016462612	red	1	0.10165	0.17249
MGH53_P8_G12	NA	black	0	0.31615	0
MGH53_P8_H01	NA	black	0	0.38847	0
MGH53_P8_H02	0.232748323749	red	1	0.089498	0.28451
MGH53_P8_H03	0.466571322847	red	1	0.10836	0.15056
MGH53_P8_H04	NA	black	0	0	0.44148
MGH53_P8_H05	NA	black	0	0	0
MGH53_P8_H06	NA	black	0	3.6612	0
MGH53_P8_H07	NA	black	0	4.993	0
MGH53_P8_H08	0.354491615336	red	1	0.29278	0.16736
MGH53_P8_H09	-0.149775911022	red	1	3.758	0.42331
MGH53_P8_H10	-0.499527529939	red	1	2.6318	0.27381
MGH53_P8_H11	0.540433737788	red	1	0.073135	0.11902
MGH53_P8_H12	-0.267236609733	red	1	0.79494	0.8488
MGH53_P1_A03	-0.177175288426	red	1	2.4764	0.37184
MGH53_P1_A04	NA	black	0	0	0.33113
MGH53_P1_A06	NA	black	0	3.054	0
MGH53_P1_A07	-0.138041568099	red	1	0.12961	0.48543
MGH53_P1_A08	NA	black	0	4.255	0
MGH53_P1_B04	NA	black	0	0	0
MGH53_P1_B08	NA	black	0	0	0
MGH53_P1_B09	NA	black	0	0	0
MGH53_P1_B11	0.307668626497	red	1	0.14535	0.23389
MGH53_P1_C03	NA	black	0	0.056584	0
MGH53_P1_C06	NA	black	0	3.6613	0
MGH53_P1_C09	NA	black	0	0	0.48543
MGH53_P1_C10	NA	black	0	0	0.28096
MGH53_P1_D01	0.0712595423876	red	1	0.21537	0.36737
MGH53_P1_D05	NA	black	0	0	0.60786
MGH53_P1_D12	NA	black	0	0	0
MGH53_P1_E09	-0.00100219794552	red	1	0.12433	0.41034
MGH53_P1_E12	0.315044389116	red	1	0.071763	0.24245
MGH53_P12_A01	-0.4771454735	red	1	2.147	0.20664
MGH53_P12_A02	NA	black	0	0.088142	0
MGH53_P12_A03	-0.97903378545	red	1	3.0409	0.18777
MGH53_P12_A04	NA	black	0	0.025738	0
MGH53_P12_A05	NA	black	0	0	0
MGH53_P12_A06	NA	black	0	0	0
MGH53_P12_A08	-0.155240992179	red	1	1.6164	0.28214
MGH53_P12_A09	NA	black	0	0	0
MGH53_P12_A10	NA	black	0	1.0649	0
MGH53_P12_A11	NA	black	0	2.0759	0
MGH53_P12_A12	0.421367872256	red	1	0.10836	0.17632
MGH53_P12_B01	-1.25659699646	black	0	3.223	0.14535
MGH53_P12_B02	NA	black	0	0	0
MGH53_P12_B03	NA	black	0	0	0.15316
MGH53_P12_B04	NA	black	0	0.12697	0
MGH53_P12_B05	-0.179455209964	red	1	3.1574	0.40054
MGH53_P12_B06	0.171261054274	red	1	0.052416	0.32077
MGH53_P12_B07	NA	black	0	0.053806	0
MGH53_P12_B08	NA	black	0	0	0.56755
MGH53_P12_B09	NA	black	0	0.051024	0
MGH53_P12_B11	NA	black	0	3.1587	0
MGH53_P12_B12	NA	black	0	0.28451	0
MGH53_P12_C01	0.409382837363	red	1	0.064883	0.19283
MGH53_P12_C02	NA	black	0	0	0.57143
MGH53_P12_C03	NA	black	0	3.8891	0
MGH53_P12_C04	-0.15047478181	red	1	3.3248	0.41251
MGH53_P12_C05	NA	black	0	0	0
MGH53_P12_C06	0.340160273638	red	1	0.25338	0.18903
MGH53_P12_C07	NA	black	0	0	0
MGH53_P12_C08	0.0595544146042	red	1	0.10568	0.3774
MGH53_P12_C09	NA	black	0	0	0.22527
MGH53_P12_C10	NA	black	0	0	0
MGH53_P12_C11	NA	black	0	0.10165	0
MGH53_P12_C12	NA	black	0	3.7168	0
MGH53_P12_D01	NA	black	0	0	0
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	NA	black	0	0.25096	0
MGH53_P12_D04	NA	black	0	0	0
MGH53_P12_D05	NA	black	0	0	0.22651
MGH53_P12_D06	NA	black	0	0.09356	0
MGH53_P12_D07	NA	black	0	0.041243	0
MGH53_P12_D08	NA	black	0	0	0.44996
MGH53_P12_D09	NA	black	0	0.3115	0
MGH53_P12_D10	-0.1387933865	red	1	2.8335	0.40054
MGH53_P12_D11	0.3832906586	red	1	0.066261	0.20664
MGH53_P12_D12	0.0605276647479	red	1	0.77737	0.30685
MGH53_P12_E01	NA	black	0	0	0.19156
MGH53_P12_E02	NA	black	0	0	0.38405
MGH53_P12_E03	NA	black	0	1.4657	0
MGH53_P12_E04	0.240871865824	red	1	0.34255	0.23634
MGH53_P12_E05	0.319508300177	red	1	0.13488	0.22897
MGH53_P12_E06	NA	black	0	0	0
MGH53_P12_E07	NA	black	0	0	0
MGH53_P12_E08	NA	black	0	0	0
MGH53_P12_E09	NA	black	0	0	0.32539
MGH53_P12_E10	-0.198565045748	red	1	1.3242	0.063503
MGH53_P12_E12	NA	black	0	0.034216	0
MGH53_P12_F01	NA	black	0	0.26063	0
MGH53_P12_F02	NA	black	0	0	0.32998
MGH53_P12_F03	NA	black	0	0	0
MGH53_P12_F04	NA	black	0	3.9791	0
MGH53_P12_F06	NA	black	0	0.04684	0
MGH53_P12_F07	0.0453167284606	red	1	0.17377	0.38405
MGH53_P12_F08	-0.780235820843	red	1	2.9338	0.22651
MGH53_P12_F09	NA	black	0	4.2642	0
MGH53_P12_F10	NA	black	0	0.25338	0
MGH53_P12_F11	0.0392011075551	red	1	0.8496	0.32308
MGH53_P12_F12	NA	black	0	0.79244	0
MGH53_P12_G01	NA	black	0	0	0
MGH53_P12_G03	NA	black	0	0	0.37407
MGH53_P12_G04	NA	black	0	0.070389	0
MGH53_P12_G07	NA	black	0	0.12168	0
MGH53_P12_G08	NA	black	0	5.3252	0
MGH53_P12_G09	0.351910740299	red	1	0.070389	0.2228
MGH53_P12_G10	-0.870413120177	red	1	3.2759	0.24245
MGH53_P12_G11	NA	black	0	4.6683	0
MGH53_P12_G12	NA	black	0	0.35389	0
MGH53_P12_H01	-0.617075790256	red	1	0.29748	0.80571
MGH53_P12_H02	NA	black	0	1	0
MGH53_P12_H03	-1.0719679036	red	1	2.9968	0.15704
MGH53_P12_H04	NA	black	0	3.438	0
MGH53_P12_H05	NA	black	0	0	0
MGH53_P12_H06	NA	black	0	0.044044	0
MGH53_P12_H07	-0.565962240444	red	1	2.176	0.17249
MGH53_P12_H08	NA	black	0	0	0.50691
MGH53_P12_H09	0.28540370654	red	1	0.26063	0.22404
MGH53_P12_H10	-0.634337736022	red	1	2.3926	0.1903
MGH53_P12_H11	NA	black	0	0.070389	0
MGH53_P12_H12	NA	black	0	0.085425	0
MGH53_P2_A09	-0.394278260961	red	1	0.074505	0.6107
MGH53_P2_A11	-0.361386147886	red	1	0.066261	0.59264
MGH53_P2_A12	0.287614326201	red	1	0.08134	0.2558
MGH53_P2_B05	NA	black	0	0.074505	0
MGH53_P2_B07	NA	black	0	0.074505	0
MGH53_P2_B09	NA	black	0	2.0837	0
MGH53_P2_B10	0.0615127294568	red	1	0.57046	0.3505
MGH53_P2_C01	NA	black	0	0	0.062122
MGH53_P2_C02	NA	black	0	0.048236	0
MGH53_P2_C03	NA	black	0	0	0
MGH53_P2_C07	NA	black	0	0.43936	0
MGH53_P2_C09	NA	black	0	0	0.45943
MGH53_P2_D01	-1.50434959787	black	0	3.7848	0.16607
MGH53_P2_D02	NA	black	0	2.3366	0
MGH53_P2_D07	NA	black	0	0	0
MGH53_P2_D08	NA	black	0	0.73898	0
MGH53_P2_D12	0.00942377774103	red	1	0.90997	0.38847
MGH53_P2_E04	NA	black	0	3.1447	0
MGH53_P2_E10	1.09543228617	red	1	3.799	0.66448
MGH53_P2_F02	-0.357170797063	red	1	1.9111	0.21412
MGH53_P2_F03	-0.881555707401	red	1	0.092207	0.85679
MGH53_P2_F04	-0.350578464018	red	1	3.0241	0.3505
MGH53_P2_F05	0.334298945622	red	1	2.7757	0.54399
MGH53_P2_G02	NA	black	0	0.11902	0
MGH53_P2_G07	NA	black	0	2.2765	0
MGH53_P2_H01	-0.953942297277	red	1	2.7231	0.14405
MGH53_P10_A01	NA	black	0	0.98768	0
MGH53_P10_A02	NA	black	0	0	0
MGH53_P10_A03	NA	black	0	0	0.26424
MGH53_P10_A04	0.356014875558	red	1	0.071763	0.22033
MGH53_P10_A05	NA	black	0	0	0
MGH53_P10_A06	NA	black	0	0	0.58015
MGH53_P10_A07	NA	black	0	0	0.22527
MGH53_P10_A08	-0.328629186883	red	1	0.098958	0.58207
MGH53_P10_A09	-0.68163929073	red	1	2.5221	0.19661
MGH53_P10_A10	0.115974495557	red	1	0.24001	0.338
MGH53_P10_A11	-0.0660752624464	red	1	0.075875	0.44361
MGH53_P10_A12	NA	black	0	0	0.32423
MGH53_P10_B01	NA	black	0	0	0
MGH53_P10_B02	NA	black	0	3.4563	0
MGH53_P10_B03	NA	black	0	0	0.35389
MGH53_P10_B04	NA	black	0	0	0.39067
MGH53_P10_B05	NA	black	0	0	0
MGH53_P10_B06	0.0456371301747	red	1	0.91609	0.24975
MGH53_P10_B07	NA	black	0	0	0
MGH53_P10_B08	0.275821656957	red	1	0.24489	0.23389
MGH53_P10_B09	NA	black	0	0.08134	0
MGH53_P10_B10	NA	black	0	0	0
MGH53_P10_B11	NA	black	0	0	0.45628
MGH53_P10_B12	0.343656449455	red	1	0.067639	0.22774
MGH53_P10_C01	-0.660645531073	red	1	2.5772	0.21288
MGH53_P10_C02	0.203500953291	red	1	0.059355	0.30334
MGH53_P10_C03	NA	black	0	0	0
MGH53_P10_C04	NA	black	0	0	0.40054
MGH53_P10_C05	NA	black	0	0	0.42008
MGH53_P10_C06	NA	black	0	0	0
MGH53_P10_C07	NA	black	0	0	0
MGH53_P10_C08	NA	black	0	0	0
MGH53_P10_C09	-0.312840462743	red	1	0.123	0.57821
MGH53_P10_C10	-0.0984972960949	red	1	0.18396	0.4678
MGH53_P10_C11	NA	black	0	0.24489	0
MGH53_P10_C12	0.424006268098	red	1	0.20163	0.14926
MGH53_P10_D01	NA	black	0	0	0
MGH53_P10_D02	0.175423432583	red	1	0.082703	0.31615
MGH53_P10_D03	NA	black	0	0	0.44467
MGH53_P10_D04	NA	black	0	0	0
MGH53_P10_D05	NA	black	0	0	0
MGH53_P10_D06	NA	black	0	0	0
MGH53_P10_D07	NA	black	0	0.11636	0
MGH53_P10_D08	NA	black	0	0	0
MGH53_P10_D09	-1.28167071431	black	0	3.0864	0.1177
MGH53_P10_D12	NA	black	0	0	0
MGH53_P10_E01	NA	black	0	0.13093	0
MGH53_P10_E03	-0.0493460240387	red	1	2.4735	0.419
MGH53_P10_E04	NA	black	0	0.029983	0
MGH53_P10_E05	NA	black	0	2.7575	0
MGH53_P10_E06	0.27655550273	red	1	0.089498	0.26063
MGH53_P10_E07	NA	black	0	1.2987	0
MGH53_P10_E08	NA	black	0	0	0
MGH53_P10_E09	NA	black	0	0	0
MGH53_P10_E10	0.144319754476	red	1	0.10702	0.33113
MGH53_P10_E11	0.350529128611	red	1	0.074505	0.2228
MGH53_P10_E12	NA	black	0	0.1776	0
MGH53_P10_F01	0.101699073292	red	1	3.318	0.47093
MGH53_P10_F02	-0.0872900355161	red	1	1.2035	0.13619
MGH53_P10_F03	NA	black	0	0	0.32998
MGH53_P10_F04	NA	black	0	3.03	0
MGH53_P10_F05	NA	black	0	0.13093	0
MGH53_P10_F06	NA	black	0	0	0.21661
MGH53_P10_F07	NA	black	0	0.086784	0
MGH53_P10_F08	-0.419192027717	red	1	2.9577	0.32769
MGH53_P10_F09	NA	black	0	2.0282	0
MGH53_P10_F10	-0.0678700364205	red	1	0.14274	0.44784
MGH53_P10_F12	NA	black	0	0	0.14274
MGH53_P10_G01	NA	black	0	0	0.18015
MGH53_P10_G02	0.374677213663	red	1	0.1137	0.20163
MGH53_P10_G03	0.416108598023	red	1	0.053806	0.19156
MGH53_P10_G04	NA	black	0	0	0
MGH53_P10_G05	NA	black	0	3.0249	0
MGH53_P10_G07	NA	black	0	0	0.25701
MGH53_P10_G08	0.482296556101	red	1	0.15704	0.12697
MGH53_P10_G09	-1.11838304663	red	1	3.2008	0.17505
MGH53_P10_G11	NA	black	0	0.041243	0
MGH53_P10_H01	NA	black	0	3.1629	0
MGH53_P10_H02	NA	black	0	0	0.1635
MGH53_P10_H04	NA	black	0	0.12697	0
MGH53_P10_H05	-0.865110413623	red	1	2.6362	0.15575
MGH53_P10_H06	NA	black	0	0.085425	0
MGH53_P10_H07	0.381777609505	red	1	0.070389	0.20664
MGH53_P10_H08	NA	black	0	0.082703	0
MGH53_P10_H09	NA	black	0	3.945	0
MGH53_P10_H10	NA	black	0	0.077243	0
MGH53_P10_H11	-0.350542310861	red	1	0.21412	0.61824
MGH53_P11_A01	NA	black	0	0	0.15575
MGH53_P11_A02	NA	black	0	0.28214	0
MGH53_P11_A03	NA	black	0	3.1434	0
MGH53_P11_A04	-0.71607067616	red	1	2.4908	0.17887
MGH53_P11_A06	NA	black	0	0	0
MGH53_P11_A08	0.303473598709	red	1	0.14535	0.23634
MGH53_P11_A09	0.451712817097	red	1	0.053806	0.17249
MGH53_P11_A10	0.35555710289	red	1	2.5168	0.56755
MGH53_P11_A11	NA	black	0	0	0
MGH53_P11_A12	NA	black	0	3.4756	0
MGH53_P11_B01	NA	black	0	0	0.64339
MGH53_P11_B02	NA	black	0	0.15316	0
MGH53_P11_B04	NA	black	0	0	0
MGH53_P11_B05	NA	black	0	0	0
MGH53_P11_B06	-0.203876991002	red	1	0.12961	0.52105
MGH53_P11_B07	NA	black	0	0.11103	0
MGH53_P11_B08	0.118030110049	red	1	1.6475	0.53705
MGH53_P11_B09	-0.812017316982	red	1	3.4316	0.27023
MGH53_P11_B11	NA	black	0	0	0.26183
MGH53_P11_B12	-0.493331475906	red	1	2.0618	0.17887
MGH53_P11_C01	0.362679070224	red	1	0.11636	0.20789
MGH53_P11_C02	NA	black	0	0	0
MGH53_P11_C03	NA	black	0	0	0
