Cell_name	Zvalue	Color	Cluster	PPARD	SOD1
MGH36_P2_F07	-0.331182815969	red	1	0.34255	6.3588
MGH36_P2_F08	-0.216470797275	red	1	0.85599	6.5004
MGH36_P2_F10	0.0570128490209	red	1	0.33571	5.6875
MGH36_P2_F11	-0.199745214359	red	1	1.1654	7.2667
MGH36_P2_F12	-1.07178110112	red	1	0.22033	7.4584
MGH36_P2_G01	-0.407142554886	red	1	0.19912	6.4081
MGH36_P2_G02	-0.720613939405	red	1	0.55189	7.3399
MGH36_P2_G03	3.52171956043	black	0	5.1815	7.5154
MGH36_P2_G04	-0.3804542886	red	1	0.24123	6.3879
MGH36_P2_G05	-0.395572686762	red	1	0.37295	6.4904
MGH36_P2_G07	0.177668569231	red	1	0.26424	5.4996
MGH36_P2_G08	-0.317957744735	red	1	0.032806	6.2139
MGH36_P2_G09	-0.0173662802861	red	1	1.7124	5.669
MGH36_P2_G11	-0.278814121297	red	1	0.40381	6.2969
MGH36_P2_G12	0.515588066212	red	1	0.58688	4.6381
MGH36_P2_H01	-0.13735282199	red	1	0.50792	6.0654
MGH36_P2_H02	-0.274678366492	red	1	0.92296	6.8181
MGH36_P2_H03	-0.391798041028	red	1	0.48336	6.5659
MGH36_P2_H04	-0.238937479261	red	1	0.32884	6.1937
MGH36_P2_H05	0.293043693667	red	1	1.8512	7.0393
MGH36_P2_H06	-0.747548183276	red	1	0.16607	6.9
MGH36_P2_H07	0.436113758793	red	1	4.1582	6.0692
MGH36_P2_H10	-0.0608581524959	red	1	0.80074	5.9667
MGH53_P5_A02	NA	black	0	0	6.6436
MGH53_P5_A03	NA	black	0	0	6.4285
MGH53_P5_A04	NA	black	0	0	1.7929
MGH53_P5_A06	NA	black	0	0	5.3541
MGH53_P5_A07	-0.822944603953	red	1	2.2101	3.8143
MGH53_P5_A08	0.813072844742	red	1	2.2026	7.7043
MGH53_P5_A09	-0.234341893798	red	1	1.1368	7.3474
MGH53_P5_A11	NA	black	0	0	6.0898
MGH53_P5_B01	NA	black	0	0	7.0483
MGH53_P5_B03	1.37280168468	black	0	0.84238	1.4683
MGH53_P5_B04	-0.761447455066	red	1	0.69688	7.7632
MGH53_P5_B05	NA	black	0	0	0
MGH53_P5_B06	NA	black	0	0	5.5961
MGH53_P5_B07	-0.0038886091575	red	1	0.38515	5.7922
MGH53_P5_B08	NA	black	0	0	4.7206
MGH53_P5_B09	NA	black	0	0	6.6441
MGH53_P5_B10	NA	black	0	0	7.1005
MGH53_P5_B11	-0.616391803571	red	1	0.82782	7.7429
MGH53_P5_B12	NA	black	0	0	6.2963
MGH53_P5_C01	0.301629335799	red	1	1.6374	8.2867
MGH53_P5_C02	NA	black	0	0	6.1558
MGH53_P5_C03	NA	black	0	0	6.2988
MGH53_P5_C04	NA	black	0	0	6.4136
MGH53_P5_C05	NA	black	0	0	4.6842
MGH53_P5_C06	3.29410779314	black	0	4.4238	7.8151
MGH53_P5_C07	-0.030863596285	red	1	0.79327	5.8754
MGH53_P5_C08	NA	black	0	0	7.3632
MGH53_P5_C09	NA	black	0	0	1.0058
MGH53_P5_C10	-0.56176578665	red	1	0.81967	7.5426
MGH53_P5_C11	NA	black	0	0	3.9212
MGH53_P5_D01	NA	black	0	0	0
MGH53_P5_D02	NA	black	0	0	6.6011
MGH53_P5_D04	-0.144543261491	red	1	1.2412	7.3227
MGH53_P5_D05	NA	black	0	0	0
MGH53_P5_D07	NA	black	0	3.8314	0
MGH53_P5_D08	NA	black	0	0	7.9199
MGH53_P5_D09	0.198143078806	red	1	1.7719	6.8243
MGH53_P5_D11	NA	black	0	0	5.9596
MGH53_P5_E01	NA	black	0	0	4.8978
MGH53_P5_E02	NA	black	0	0	6.0705
MGH53_P5_E03	-0.19850919671	red	1	1.1865	7.3961
MGH53_P5_E04	NA	black	0	0	0
MGH53_P5_E06	NA	black	0	1.9309	0
MGH53_P5_E08	1.2526166333	red	1	6.5671	6.2186
MGH53_P5_E09	-0.0524236916636	red	1	1.237	6.3171
MGH53_P5_E11	NA	black	0	0	3.731
MGH53_P5_F01	-0.308383609467	red	1	0.88362	6.86
MGH53_P5_F03	NA	black	0	0	4.4228
MGH53_P5_F05	0.062896230595	red	1	1.5484	6.6837
MGH53_P5_F06	0.525051719601	red	1	1.9007	7.7946
MGH53_P5_F07	0.148102673079	red	1	1.6201	7.1398
MGH53_P5_F08	-0.376824010174	red	1	0.54794	6.5916
MGH53_P5_F10	NA	black	0	0	5.0893
MGH53_P5_F11	NA	black	0	0	5.7621
MGH53_P5_G01	NA	black	0	0	5.3533
MGH53_P5_G04	-0.383517131771	red	1	0.64155	6.705
MGH53_P5_G05	NA	black	0	0	0
MGH53_P5_G07	-0.0981586713498	red	1	0.92524	6.153
MGH53_P5_G08	-0.364202593621	red	1	0.98623	7.3635
MGH53_P5_G09	NA	black	0	0	6.2364
MGH53_P5_G10	-0.342160173036	red	1	0.76469	6.7603
MGH53_P5_G11	-0.0842363532119	red	1	2.2415	5.5869
MGH53_P5_H02	NA	black	0	0	6.3031
MGH53_P5_H03	NA	black	0	0	4.4607
MGH53_P5_H04	NA	black	0	0	5.1513
MGH53_P5_H05	NA	black	0	0	6.8817
MGH53_P5_H07	-0.324982690796	red	1	0.82619	6.8077
MGH53_P5_H08	-0.237317673807	red	1	2.7702	5.4483
MGH53_P5_H10	NA	black	0	0	6.839
MGH53_P5_H11	NA	black	0	0	4.5356
MGH53_P6_A01	NA	black	0	0	0
MGH53_P6_A02	NA	black	0	0.59359	0
MGH53_P6_A03	NA	black	0	0	7.156
MGH53_P6_A04	-0.0694704161144	red	1	0.4678	5.9208
MGH53_P6_A05	-0.600285465276	red	1	0.53406	7.0525
MGH53_P6_A06	NA	black	0	0	6.7205
MGH53_P6_A07	NA	black	0	0	6.8276
MGH53_P6_A08	-0.800413514092	red	1	0.62947	7.6854
MGH53_P6_A09	0.9760685931	red	1	5.2694	6.2416
MGH53_P6_A10	0.456011537042	red	1	0.4813	4.8835
MGH53_P6_A11	1.18751398682	green3	2	3.3254	6.9361
MGH53_P6_A12	NA	black	0	0	6.3823
MGH53_P6_B02	-0.260875785227	red	1	0.88049	6.6878
MGH53_P6_B03	-0.186840337116	red	1	1.0531	6.737
MGH53_P6_B04	-0.0295242209766	red	1	1.326	6.3703
MGH53_P6_B05	NA	black	0	0	7.7347
MGH53_P6_B06	NA	black	0	0.37518	0
MGH53_P6_B07	NA	black	0	0	6.3886
MGH53_P6_B09	0.980939714452	red	1	2.6436	7.2683
MGH53_P6_B10	0.284262173527	red	1	0.36961	5.2822
MGH53_P6_C01	NA	black	0	1.2308	0
MGH53_P6_C03	-0.108563188338	red	1	0.49467	6.0034
MGH53_P6_C04	-0.419927966333	red	1	0.15704	6.4064
MGH53_P6_C05	1.93678677059	black	0	0.71896	0.75617
MGH53_P6_C06	2.51620427849	black	0	4.3525	7.371
MGH53_P6_C07	0.0448525039423	red	1	2.0264	5.9176
MGH53_P6_C08	NA	black	0	2.8772	0
MGH53_P6_C09	-0.814586139655	red	1	0.31846	7.1689
MGH53_P6_C10	NA	black	0	0	1.7294
MGH53_P6_C11	0.00887300749225	red	1	0.4844	5.7672
MGH53_P6_C12	NA	black	0	0	7.0054
MGH53_P6_D01	-0.261046467464	red	1	0.98987	6.9212
MGH53_P6_D02	NA	black	0	0	6.8558
MGH53_P6_D03	-0.426415397801	red	1	0.83754	7.1566
MGH53_P6_D05	0.0682792352055	red	1	0.40926	5.6594
MGH53_P6_D07	0.098975207061	red	1	1.6031	6.7787
MGH53_P6_D08	2.175736061	black	0	0.44255	1.6933
MGH53_P6_D09	NA	black	0	0	2.2243
MGH53_P6_D10	-0.524452290206	red	1	2.0776	4.2758
MGH53_P6_D11	-0.155244522567	red	1	0.83915	6.2821
MGH53_P6_D12	NA	black	0	0	6.9054
MGH53_P6_E01	NA	black	0	0	6.7597
MGH53_P6_E02	NA	black	0	0	3.6568
MGH53_P6_E03	-0.612576917163	red	1	0.71809	7.4216
MGH53_P6_E04	NA	black	0	0	0
MGH53_P6_E05	NA	black	0	0	5.5573
MGH53_P6_E06	NA	black	0	0	7.8344
MGH53_P6_E07	NA	black	0	0	4.9735
MGH53_P6_E08	0.529194469899	red	1	0.51501	4.7007
MGH53_P6_E09	-0.643558546211	red	1	0.35952	6.9197
MGH53_P6_E10	1.32914061912	black	0	3.3854	7.0346
MGH53_P6_F01	NA	black	0	0	4.3224
MGH53_P6_F02	0.836193382871	red	1	0.22897	4.483
MGH53_P6_F03	NA	black	0	0	5.1561
MGH53_P6_F04	NA	black	0	0	6.5867
MGH53_P6_F05	NA	black	0	0	0.51904
MGH53_P6_F06	NA	black	0	0	6.9034
MGH53_P6_F07	NA	black	0	0	6.1556
MGH53_P6_F08	-0.728496462528	red	1	0.51904	7.2992
MGH53_P6_F09	-0.512060859128	red	1	0.2916	6.6329
MGH53_P6_F10	0.396667652598	red	1	3.8589	6.0765
MGH53_P6_G01	0.0674836618019	red	1	5.0036	5.8041
MGH53_P6_G02	NA	black	0	0	4.6632
MGH53_P6_G03	1.86330915616	black	0	5.2286	6.6816
MGH53_P6_G04	-0.910984670902	red	1	0.23143	7.2196
MGH53_P6_G05	NA	black	0	0	5.179
MGH53_P6_G06	-0.0584764498982	red	1	1.3334	7.0858
MGH53_P6_G07	NA	black	0	0	5.0011
MGH53_P6_G08	NA	black	0	0	5.0248
MGH53_P6_G09	NA	black	0	0.44042	0
MGH53_P6_G10	NA	black	0	0	5.7184
MGH53_P6_G11	-0.0613580316125	red	1	0.59646	5.9232
MGH53_P6_H01	NA	black	0	0	8.2759
MGH53_P6_H02	-0.561949953165	red	1	0.3173	6.7374
MGH53_P6_H03	NA	black	0	0	0
MGH53_P6_H04	0.875068915415	red	1	0.59455	3.827
MGH53_P6_H05	1.81938735471	black	0	5.0916	6.6937
MGH53_P6_H07	NA	black	0	0	1.2922
MGH53_P6_H09	NA	black	0	0	0.65901
MGH53_P6_H10	-1.01739398859	red	1	0.54201	7.9617
MGH53_P6_H11	-0.236830438079	red	1	0.72683	6.4217
MGH53_P7_A01	NA	black	0	0	7.1403
MGH53_P7_A02	NA	black	0	0	7.1275
MGH53_P7_A03	NA	black	0	0	7.3468
MGH53_P7_A04	-0.640439191368	red	1	0.075875	6.676
MGH53_P7_A05	NA	black	0	0	6.6323
MGH53_P7_A06	NA	black	0	0	0
MGH53_P7_A07	NA	black	0	1.9332	0
MGH53_P7_A09	1.68208814656	black	0	0.42868	2.6572
MGH53_P7_A11	-0.349302048716	red	1	0.37407	6.4084
MGH53_P7_A12	NA	black	0	0	8.1095
MGH53_P7_B01	NA	black	0	0	7.0226
MGH53_P7_B02	NA	black	0	0	5.7115
MGH53_P7_B03	-0.429081771516	red	1	0.40599	6.5752
MGH53_P7_B04	NA	black	0	0	7.2879
MGH53_P7_B05	0.15533749727	red	1	0.6663	5.4014
MGH53_P7_B06	1.50919024861	black	0	2.899	7.6738
MGH53_P7_B07	-0.208457372547	red	1	0.23511	6.1137
MGH53_P7_B08	0.140123171172	red	1	0.50284	5.5007
MGH53_P7_B10	-2.10685475438	black	0	3.3029	3.6765
MGH53_P7_B11	0.569708845628	red	1	5.7701	6.011
MGH53_P7_B12	-0.75193607177	red	1	0.46571	7.2602
MGH53_P7_C01	NA	black	0	0.58207	0
MGH53_P7_C02	0.104742541297	red	1	1.224	4.8108
MGH53_P7_C03	NA	black	0	0	6.5706
MGH53_P7_C04	-0.513061358142	red	1	0.48543	6.8109
MGH53_P7_C05	0.473581543114	red	1	0.4844	4.8458
MGH53_P7_C06	NA	black	0	0	6.5622
MGH53_P7_C07	-0.137549394661	red	1	0.3115	6.0167
MGH53_P7_C09	NA	black	0	0	6.8462
MGH53_P7_C11	-0.586410453343	red	1	0.4351	6.8981
MGH53_P7_C12	NA	black	0	0	6.2947
MGH53_P7_D01	NA	black	0	0	7.0081
MGH53_P7_D02	NA	black	0	1.2992	0
MGH53_P7_D03	NA	black	0	0	6.4335
MGH53_P7_D04	-0.436234654299	red	1	0.55189	6.7236
MGH53_P7_D05	-0.32644112186	red	1	0.49774	6.4454
MGH53_P7_D06	NA	black	0	0	6.1998
MGH53_P7_D07	NA	black	0	0.7536	0
MGH53_P7_D10	NA	black	0	1.6378	0
MGH53_P7_D11	0.577643101757	red	1	2.2714	7.0398
MGH53_P7_D12	NA	black	0	0	5.6501
MGH53_P7_E01	NA	black	0	0	4.304
MGH53_P7_E02	NA	black	0	0	5.2032
MGH53_P7_E03	-0.231358846741	red	1	0.8536	6.5467
MGH53_P7_E04	NA	black	0	0	6.6509
MGH53_P7_E05	-0.393212632994	red	1	0.4844	6.5696
MGH53_P7_E06	NA	black	0	4.359	0
MGH53_P7_E07	0.231007697195	red	1	0.30685	5.3995
MGH53_P7_E08	NA	black	0	0	6.563
MGH53_P7_E09	NA	black	0	0	0
MGH53_P7_E10	NA	black	0	0	0
MGH53_P7_E11	NA	black	0	0.3505	0
MGH53_P7_E12	NA	black	0	0	1.1447
MGH53_P7_F01	NA	black	0	0	6.2011
MGH53_P7_F02	NA	black	0	0	6.6557
MGH53_P7_F04	NA	black	0	0	5.3856
MGH53_P7_F05	0.282620291786	red	1	0.39177	5.2743
MGH53_P7_F06	-0.63160554946	red	1	0.48749	7.052
MGH53_P7_F08	1.69552469336	black	0	4.8823	6.6834
MGH53_P7_F09	-0.372651758742	red	1	0.87106	7.0562
MGH53_P7_F10	NA	black	0	0	6.9004
MGH53_P7_F11	-0.805778331478	red	1	0.21164	7.0325
MGH53_P7_F12	NA	black	0	0	4.8077
MGH53_P7_G01	NA	black	0	0	5.9292
MGH53_P7_G03	NA	black	0	0	7.1168
MGH53_P7_G04	NA	black	0	0	5.2875
MGH53_P7_G05	1.38931219144	black	0	4.177	6.7118
MGH53_P7_G06	0.0717452067287	red	1	1.6313	6.4122
MGH53_P7_G07	2.79192979281	black	0	4.8451	7.2902
MGH53_P7_G08	-0.83094806484	red	1	0.20038	7.0597
MGH53_P7_G09	-0.233088774279	red	1	1.0745	7.0514
MGH53_P7_G10	1.44885702024	black	0	0.34823	3.2869
MGH53_P7_G11	0.103593008047	red	1	1.5984	6.851
MGH53_P7_G12	NA	black	0	0	8.3625
MGH53_P7_H01	NA	black	0	0.5656	0
MGH53_P7_H02	-0.328218843	red	1	0.9115	6.9934
MGH53_P7_H03	NA	black	0	0	6.279
MGH53_P7_H04	NA	black	0	0.70133	0
MGH53_P7_H05	NA	black	0	0	4.1039
MGH53_P7_H06	2.18147309116	black	0	0.514	1.3685
MGH53_P7_H07	-0.249782558096	red	1	0.46258	6.2715
MGH53_P7_H08	NA	black	0	0	6.5992
MGH53_P7_H10	-0.185451487966	red	1	0.68347	6.2537
MGH53_P7_H11	NA	black	0	0	6.8849
MGH53_P7_H12	0.115240854648	red	1	1.184	4.8899
MGH53_P8_A01	NA	black	0	0	4.7598
MGH53_P8_A02	-0.119354003099	red	1	1.7124	5.0078
MGH53_P8_A03	NA	black	0	0	6.6657
MGH53_P8_A04	NA	black	0	0	6.2607
MGH53_P8_A05	NA	black	0	0	6.5714
MGH53_P8_A06	NA	black	0	0	7.1372
MGH53_P8_A07	-1.21510477303	red	1	0.20289	7.6561
MGH53_P8_A08	NA	black	0	0	4.3881
MGH53_P8_A09	NA	black	0	0	1.4568
MGH53_P8_A10	2.83948377042	black	0	0.38847	0.73205
MGH53_P8_A11	-0.466813762268	red	1	0.64062	6.9047
MGH53_P8_A12	NA	black	0	0	6.696
MGH53_P8_B03	NA	black	0	0	6.2311
MGH53_P8_B04	NA	black	0	0	5.0215
MGH53_P8_B08	NA	black	0	0	6.6444
MGH53_P8_B09	1.75971531362	black	0	3.4083	7.4226
MGH53_P8_B10	NA	black	0	0	5.7453
MGH53_P8_B11	-0.326802476505	red	1	1.1316	7.9414
MGH53_P8_B12	NA	black	0	0.41143	0
MGH53_P8_C01	NA	black	0	0	4.7292
MGH53_P8_C02	NA	black	0	0	5.7696
MGH53_P8_C03	NA	black	0	0	6.5052
MGH53_P8_C04	NA	black	0	0	4.8239
MGH53_P8_C08	-1.64913107477	black	0	4.8959	4.8821
MGH53_P8_C09	NA	black	0	0	5.6824
MGH53_P8_C10	-0.00903946959859	red	1	1.1204	5.8386
MGH53_P8_C11	1.69950012776	black	0	0.29866	2.9853
MGH53_P8_C12	NA	black	0	0	7.3424
MGH53_P8_D01	NA	black	0	0	0
MGH53_P8_D02	NA	black	0	0	0
MGH53_P8_D03	-0.291714218503	red	1	1.1795	8.1091
MGH53_P8_D04	NA	black	0	0	6.732
MGH53_P8_D05	-0.369062109307	red	1	0.44467	6.4913
MGH53_P8_D06	NA	black	0	0	6.927
MGH53_P8_D07	NA	black	0	0	6.0132
MGH53_P8_D08	NA	black	0	0	7.6722
MGH53_P8_D09	-0.101979285764	red	1	0.48852	5.9888
MGH53_P8_D10	NA	black	0	0	1.1551
MGH53_P8_D11	NA	black	0	0	7.991
MGH53_P8_E01	NA	black	0	0	4.2137
MGH53_P8_E03	-0.0646420414186	red	1	5.6253	5.738
MGH53_P8_E04	NA	black	0	0.99856	0
MGH53_P8_E05	NA	black	0	0	6.2106
MGH53_P8_E06	NA	black	0	0	7.031
MGH53_P8_E07	NA	black	0	0	6.2868
MGH53_P8_E08	-0.287569428923	red	1	0.42223	6.3227
MGH53_P8_E09	NA	black	0	0	7.7288
MGH53_P8_E10	-0.233785564393	red	1	0.87657	6.5875
MGH53_P8_E11	NA	black	0	0	7.6808
MGH53_P8_F01	NA	black	0	0	6.0364
MGH53_P8_F02	NA	black	0	0	4.362
MGH53_P8_F04	NA	black	0	0	3.3445
MGH53_P8_F05	NA	black	0	5.1459	0
MGH53_P8_F06	-0.0925592033696	red	1	1.168	6.4695
MGH53_P8_F07	NA	black	0	0	4.647
MGH53_P8_F08	NA	black	0	0	0
MGH53_P8_F09	-0.256238179687	red	1	2.0528	5.019
MGH53_P8_F11	4.30216335027	black	0	5.9142	7.5536
MGH53_P8_G01	NA	black	0	1.6434	0
MGH53_P8_G02	0.0605118529389	red	1	1.2491	5.1367
MGH53_P8_G03	-0.587949411621	red	1	0.62293	7.1658
MGH53_P8_G04	0.369580385817	red	1	5.2887	5.9464
MGH53_P8_G05	NA	black	0	0	7.3493
MGH53_P8_G06	0.216207775549	red	1	1.2296	3.7573
MGH53_P8_G07	-0.768286966118	red	1	0.56169	7.4627
MGH53_P8_G08	-0.849393357345	red	1	2.0683	3.2945
MGH53_P8_G09	NA	black	0	0	0
MGH53_P8_G10	NA	black	0	0	2.3788
MGH53_P8_G11	-0.891338754674	red	1	0.42653	7.466
MGH53_P8_G12	NA	black	0	0	4.8713
MGH53_P8_H01	0.151283412095	red	1	1.334	2.8955
MGH53_P8_H02	-0.233060213397	red	1	0.98331	6.7827
MGH53_P8_H03	-0.196924869062	red	1	0.1865	6.0835
MGH53_P8_H04	0.496729146647	red	1	0.53605	4.7429
MGH53_P8_H05	-0.0253338048357	red	1	1.3918	7.8925
MGH53_P8_H06	NA	black	0	0	4.8358
MGH53_P8_H07	NA	black	0	0	6.3127
MGH53_P8_H08	0.108699081887	red	1	0.79244	5.4622
MGH53_P8_H09	2.25003659195	black	0	0.21661	2.3337
MGH53_P8_H10	-0.342425186481	red	1	0.37851	6.3987
MGH53_P8_H11	NA	black	0	0.32539	0
MGH53_P8_H12	0.0149364962509	red	1	1.4324	7.4536
MGH53_P1_A03	-0.543574550156	red	1	0.58688	7.0053
MGH53_P1_A04	-0.211024662864	red	1	0.40381	6.1723
MGH53_P1_A06	-0.347695458007	red	1	0.19912	6.3171
MGH53_P1_A07	0.746338140436	red	1	0.51501	4.2583
MGH53_P1_A08	NA	black	0	0	5.8805
MGH53_P1_B04	NA	black	0	0	0
MGH53_P1_B08	-0.259266376292	red	1	1.0766	7.2049
MGH53_P1_B09	NA	black	0	0	4.5466
MGH53_P1_B11	NA	black	0	0	3.9998
MGH53_P1_C03	NA	black	0	0	6.9931
MGH53_P1_C06	NA	black	0	0	5.2077
MGH53_P1_C09	0.208952814814	red	1	0.67897	5.2608
MGH53_P1_C10	NA	black	0	0	3.8375
MGH53_P1_D01	-0.482252063838	red	1	0.35952	6.6345
MGH53_P1_D05	NA	black	0	0	6.8559
MGH53_P1_D12	0.521335985582	red	1	0.4957	4.7389
MGH53_P1_E09	NA	black	0	0	5.8294
MGH53_P1_E12	0.400538315087	red	1	1.0257	3.9266
MGH53_P12_A01	0.495542989534	red	1	0.44573	4.8412
MGH53_P12_A02	NA	black	0	0	5.6096
MGH53_P12_A03	NA	black	0	0	5.9171
MGH53_P12_A04	3.16871889981	black	0	0.29866	0.59168
MGH53_P12_A05	NA	black	0	0	5.4035
MGH53_P12_A06	NA	black	0	0	0
MGH53_P12_A08	NA	black	0	0	7.0916
MGH53_P12_A09	-0.336673349511	red	1	0.23634	6.3163
MGH53_P12_A10	0.0391204982626	red	1	0.32193	5.7191
MGH53_P12_A11	NA	black	0	0	6.4093
MGH53_P12_A12	NA	black	0	0	3.7808
MGH53_P12_B01	-0.042206936431	red	1	0.59932	5.8802
MGH53_P12_B02	NA	black	0	0	5.4065
MGH53_P12_B03	0.127438086455	red	1	0.61353	5.4907
MGH53_P12_B04	-0.0261905266968	red	1	1.3846	7.3285
MGH53_P12_B05	0.643433697315	red	1	0.42975	4.5803
MGH53_P12_B06	-0.295551276697	red	1	0.53506	6.4079
MGH53_P12_B07	-0.380247865919	red	1	0.25701	6.3957
MGH53_P12_B08	0.0513265803423	red	1	1.4787	7.3138
MGH53_P12_B09	-0.53902068565	red	1	0.23879	6.6378
MGH53_P12_B11	1.72530008686	black	0	4.1386	6.9554
MGH53_P12_B12	1.71303813258	black	0	0.69421	1.4735
MGH53_P12_C01	NA	black	0	0	6.5819
MGH53_P12_C02	NA	black	0	0	6.8066
MGH53_P12_C03	NA	black	0	0	3.4126
MGH53_P12_C04	-0.0177875110374	red	1	1.2333	5.9589
MGH53_P12_C05	NA	black	0	1.8331	0
MGH53_P12_C06	-0.475635753075	red	1	0.30918	6.5849
MGH53_P12_C07	0.0153529564609	red	1	0.75446	5.741
MGH53_P12_C08	NA	black	0	0	6.9775
MGH53_P12_C09	0.00343647280882	red	1	0.80653	5.7733
MGH53_P12_C10	NA	black	0	0	5.5882
MGH53_P12_C11	NA	black	0	0	5.475
MGH53_P12_C12	-0.280592372875	red	1	0.56071	6.3939
MGH53_P12_D01	NA	black	0	0	7.0857
MGH53_P12_D02	NA	black	0	0	6.7637
MGH53_P12_D03	0.496899593946	red	1	0.56462	4.708
MGH53_P12_D04	0.0737242839714	red	1	0.57531	5.6222
MGH53_P12_D05	NA	black	0	0	7.5083
MGH53_P12_D06	-0.391921050115	red	1	0.59646	6.6736
MGH53_P12_D07	NA	black	0	0	6.6981
MGH53_P12_D08	0.0693980754978	red	1	1.5241	6.9937
MGH53_P12_D09	0.0770490532688	red	1	1.6727	6.3484
MGH53_P12_D10	-0.89206577244	red	1	0.31846	7.3012
MGH53_P12_D11	2.28325405889	black	0	0.54696	0.99639
MGH53_P12_D12	0.202446959469	red	1	0.23634	5.4675
MGH53_P12_E01	NA	black	0	0	5.9129
MGH53_P12_E02	NA	black	0	0	6.5304
MGH53_P12_E03	NA	black	0	0	2.467
MGH53_P12_E04	NA	black	0	0	0
MGH53_P12_E05	0.840837412914	red	1	4.5262	6.2759
MGH53_P12_E06	NA	black	0	0	0
MGH53_P12_E07	0.198329606236	red	1	0.90381	5.0726
MGH53_P12_E08	-0.392913399521	red	1	0.64616	6.7333
MGH53_P12_E09	NA	black	0	0	6.0946
MGH53_P12_E10	NA	black	0	0	2.1862
MGH53_P12_E12	NA	black	0	0.18269	0
MGH53_P12_F01	NA	black	0	2.6142	0
MGH53_P12_F02	-0.817600162958	red	1	0.46989	7.397
MGH53_P12_F03	NA	black	0	0	6.1495
MGH53_P12_F04	-0.109516772212	red	1	0.543	6.0173
MGH53_P12_F06	-3.530014074	black	0	2.6769	0.4351
MGH53_P12_F07	NA	black	0	0	3.7009
MGH53_P12_F08	NA	black	0	0	5.5878
MGH53_P12_F09	NA	black	0	0	6.5068
MGH53_P12_F10	NA	black	0	0	0
MGH53_P12_F11	NA	black	0	0	5.5894
MGH53_P12_F12	-9.61852856992	black	0	5.101	0.8496
MGH53_P12_G01	-0.840431388022	red	1	0.61542	7.746
MGH53_P12_G03	0.260316400105	red	1	0.28924	5.3574
MGH53_P12_G04	0.241045555842	red	1	0.35614	5.364
MGH53_P12_G07	-0.262315655021	red	1	0.53207	6.3358
MGH53_P12_G08	NA	black	0	0.36065	0
MGH53_P12_G09	-0.0135959655406	red	1	0.76893	5.8227
MGH53_P12_G10	0.444413351506	red	1	0.20414	5.1064
MGH53_P12_G11	NA	black	0	0	5.9997
MGH53_P12_G12	NA	black	0	0	5.1877
MGH53_P12_H01	0.668874057543	red	1	0.21909	4.7515
MGH53_P12_H02	-1.46869012262	black	0	3.4531	4.4222
MGH53_P12_H03	-0.173974917071	red	1	2.121	5.3141
MGH53_P12_H04	-0.42274730985	red	1	0.43829	6.5891
MGH53_P12_H05	0.0965193960677	red	1	0.34596	5.6181
MGH53_P12_H06	-0.0483602456027	red	1	0.17121	5.8581
MGH53_P12_H07	0.307818714009	red	1	0.23511	5.3026
MGH53_P12_H08	NA	black	0	0	6.7465
MGH53_P12_H09	0.222635382226	red	1	2.6076	6.1271
MGH53_P12_H10	-0.0127565862241	red	1	1.2642	5.9337
MGH53_P12_H11	-0.200722046786	red	1	2.2119	5.3041
MGH53_P12_H12	-0.012360397432	red	1	1.3846	6.446
MGH53_P2_A09	-0.233872374316	red	1	0.32654	6.1842
MGH53_P2_A11	NA	black	0	0	5.8131
MGH53_P2_A12	NA	black	0	0	5.8302
MGH53_P2_B05	0.0444506696181	red	1	1.4911	6.91
MGH53_P2_B07	-0.552061989044	red	1	0.81147	7.4882
MGH53_P2_B09	-0.73735735777	red	1	0.52105	7.3212
MGH53_P2_B10	-0.780025756036	red	1	0.4916	7.3587
MGH53_P2_C01	0.0184628215489	red	1	0.56071	5.7446
MGH53_P2_C02	0.00901050882419	red	1	1.4087	4.765
MGH53_P2_C03	0.0786170679927	red	1	0.12697	5.6729
MGH53_P2_C07	-3.05681609937	black	0	5.4778	4.3573
MGH53_P2_C09	NA	black	0	0	6.3181
MGH53_P2_D01	-0.992436275216	red	1	0.42438	7.654
MGH53_P2_D02	-0.26392210933	red	1	0.43723	6.2859
MGH53_P2_D07	-0.933432353076	red	1	0.57046	7.8482
MGH53_P2_D08	-1.13715514339	red	1	2.4722	3.7444
MGH53_P2_D12	NA	black	0	0	6.057
MGH53_P2_E04	NA	black	0	0	3.4858
MGH53_P2_E10	0.0367161655067	red	1	1.5859	6.1941
MGH53_P2_F02	NA	black	0	0	6.3258
MGH53_P2_F03	-0.436590521592	red	1	4.2141	5.4798
MGH53_P2_F04	0.223381075877	red	1	4.2745	5.9176
MGH53_P2_F05	NA	black	0	0	7.8479
MGH53_P2_G02	-0.886505030528	red	1	0.59932	7.8134
MGH53_P2_G07	NA	black	0	0	7.3643
MGH53_P2_H01	0.283016895418	red	1	2.0465	6.62
MGH53_P10_A01	NA	black	0	0	7.1752
MGH53_P10_A02	NA	black	0	0.35276	0
MGH53_P10_A03	NA	black	0	0	5.7062
MGH53_P10_A04	1.94446290436	black	0	0.73552	0.62012
MGH53_P10_A05	-0.290048835759	red	1	0.40599	6.3187
MGH53_P10_A06	-0.590416985028	red	1	0.40926	6.877
MGH53_P10_A07	NA	black	0	0	4.1274
MGH53_P10_A08	NA	black	0	0	5.0452
MGH53_P10_A09	NA	black	0	0	6.7815
MGH53_P10_A10	-0.170647129227	red	1	0.56657	6.1573
MGH53_P10_A11	0.469857627148	red	1	0.62012	4.6963
