Cell_name	Zvalue	Color	Cluster	EGR1	LDLR
MGH54_P6_C06	-0.0135685537198	red	1	5.9027	4.2791
MGH54_P6_C07	NA	black	0	0	0.59455
MGH54_P6_C08	-0.950993935051	red	1	8.7743	0.27023
MGH54_P6_C09	-0.455656569992	red	1	7.6721	0.54992
MGH54_P6_C10	NA	black	0	0	2.4942
MGH54_P6_C11	NA	black	0	0	2.7011
MGH54_P6_C12	-0.160306344968	red	1	8.4662	1.2863
MGH54_P6_D01	NA	black	0	0	0.33685
MGH54_P6_D02	NA	black	0	0	0.52105
MGH54_P6_D03	-0.368240993347	red	1	7.7108	0.75189
MGH54_P6_D04	-0.135239610275	red	1	7.3523	1.1674
MGH54_P6_D05	-0.432641009852	red	1	8.9469	0.9855
MGH54_P6_D07	-2.81866799211	black	0	0.31499	3.4241
MGH54_P6_D08	NA	black	0	0	0
MGH54_P6_D09	NA	black	0	0	0.68257
MGH54_P6_D10	1.35131115684	blue	3	1.1223	0.40599
MGH54_P6_D11	NA	black	0	0	0
MGH54_P6_D12	NA	black	0	0	2.6781
MGH54_P6_E02	-0.598826292973	red	1	8.9974	0.79077
MGH54_P6_E03	NA	black	0	0	3.6754
MGH54_P6_E04	-0.433101989116	red	1	7.5682	0.54102
MGH54_P6_E05	NA	black	0	0	1.8871
MGH54_P6_E07	NA	black	0	0	0
MGH54_P6_E08	NA	black	0	5.2496	0
MGH54_P6_E09	1.99455670042	black	0	9.6087	3.5968
MGH54_P6_E10	-0.196235357902	red	1	7.1246	0.91533
MGH54_P6_E11	-0.231548282782	red	1	8.3627	1.1661
MGH54_P6_E12	-0.590423026484	red	1	4.2621	2.8852
MGH54_P6_F01	-0.719738161007	red	1	9.3966	0.74416
MGH54_P6_F02	-0.58054545807	red	1	9.3254	0.88206
MGH54_P6_F03	1.58295192761	blue	3	8.3047	4.0661
MGH54_P6_F05	-0.720344979431	red	1	8.3517	0.41034
MGH54_P6_F06	NA	black	0	0	0.57531
MGH54_P6_F07	NA	black	0	0	0.29983
MGH54_P6_F08	NA	black	0	0	0.26664
MGH54_P6_F09	NA	black	0	0	0.75018
MGH54_P6_F10	-0.539953326775	red	1	9.0583	0.87578
MGH54_P6_F11	1.38430341318	blue	3	0.41143	0.52206
MGH54_P6_F12	0.0405457998423	red	1	8.4323	1.585
MGH54_P6_G01	-0.110968190977	red	1	7.0413	1.1519
MGH54_P6_G02	0.0429364854539	red	1	8.5141	1.5869
MGH54_P6_G03	0.445857828588	red	1	7.3397	2.7075
MGH54_P6_G04	1.56974247451	blue	3	0.32077	0.40926
MGH54_P6_G06	-0.257031641482	red	1	7.2526	0.80323
MGH54_P6_G07	-0.89666639852	red	1	9.5177	0.58496
MGH54_P6_G08	0.956112150892	red	1	8.4434	2.967
MGH54_P6_G09	-1.09095575019	red	1	10.172	0.55778
MGH54_P6_G10	NA	black	0	0	0
MGH54_P6_G11	0.728156171343	red	1	0.39944	0.98404
MGH54_P6_G12	NA	black	0	0	0
MGH54_P6_H01	-0.37015319428	red	1	9.5307	1.1395
MGH54_P6_H03	NA	black	0	9.48	0
MGH54_P6_H05	-0.173696166541	red	1	6.7281	0.73552
MGH54_P6_H06	NA	black	0	0	1.0314
MGH54_P6_H07	-0.445799250956	red	1	7.7644	0.6173
MGH54_P6_H08	-0.570474253449	red	1	7.7958	0.38515
MGH54_P6_H09	-0.232870579416	red	1	10.011	1.3138
MGH54_P6_H10	1.02003350048	red	1	9.7426	2.546
MGH54_P6_H11	-0.155163074677	red	1	7.041	1.0065
MGH54_P6_H12	0.0397068591551	red	1	5.2285	1.2798
MGH54_P7_A02	-1.14461235706	red	1	9.0815	0.16092
MGH54_P7_A03	-1.10678646313	red	1	9.9271	0.48336
MGH54_P7_A04	-0.456769660624	red	1	8.6995	0.90458
MGH54_P7_A06	NA	black	0	0	0.49876
MGH54_P7_A07	0.451492427678	red	1	4.1656	0.4957
MGH54_P7_A08	NA	black	0	0	0
MGH54_P7_A10	0.507897666537	red	1	3.4014	0.71896
MGH54_P7_A11	NA	black	0	0	4.4816
MGH54_P7_A12	NA	black	0	0	1.5336
MGH54_P7_B01	-1.19671547257	red	1	9.2709	0.17887
MGH54_P7_B03	NA	black	0	0	0.13488
MGH54_P7_B04	NA	black	0	0	1.0524
MGH54_P7_B05	-0.48852594517	red	1	7.5035	0.37295
MGH54_P7_B06	-0.610889666162	red	1	8.4859	0.62761
MGH54_P7_B07	NA	black	0	0	0.70044
MGH54_P7_B08	0.0216741813365	red	1	5.9514	4.1128
MGH54_P7_B09	-1.22596602087	red	1	10.577	0.53306
MGH54_P7_B10	NA	black	0	4.0903	0
MGH54_P7_B12	-0.751808167355	red	1	9.1368	0.64339
MGH54_P7_C01	NA	black	0	0	0.80157
MGH54_P7_C03	0.11686014794	red	1	9.4521	1.6535
MGH54_P7_C04	-0.750924868088	red	1	10.291	0.87892
MGH54_P7_C05	1.62307893843	blue	3	8.1496	4.3154
MGH54_P7_C06	-0.801344038247	red	1	8.6013	0.39944
MGH54_P7_C07	NA	black	0	0	1.3068
MGH54_P7_C08	-0.814192953754	red	1	8.7714	0.4489
MGH54_P7_C09	0.887643922044	red	1	7.636	3.4931
MGH54_P7_C10	-0.454895069228	red	1	7.4097	0.38626
MGH54_P7_C11	-0.469593190825	red	1	10.048	1.0983
MGH54_P7_C12	-1.16120810996	red	1	10.522	0.57434
MGH54_P7_D01	-0.136054262196	red	1	9.0222	1.3601
MGH54_P7_D02	NA	black	0	5.3666	0
MGH54_P7_D03	0.390538014525	red	1	4.5942	0.33914
MGH54_P7_D04	NA	black	0	0	0
MGH54_P7_D05	1.4968495098	blue	3	8.1769	4.0633
MGH54_P7_D06	NA	black	0	0	0.2558
MGH54_P7_D08	NA	black	0	0	0.17505
MGH54_P7_D11	NA	black	0	0	0.61259
MGH54_P7_D12	NA	black	0	0	0.18142
MGH54_P7_E01	NA	black	0	0	0.1865
MGH54_P7_E02	NA	black	0	0	0.26784
MGH54_P7_E03	NA	black	0	0	0
MGH54_P7_E04	NA	black	0	0	3.6502
MGH54_P7_E05	3.24299283987	black	0	9.9914	4.5883
MGH54_P7_E06	NA	black	0	0	0.54794
MGH54_P7_E08	-1.18169566883	red	1	9.4747	0.27143
MGH54_P7_E09	-0.731637386157	red	1	8.6555	0.51702
MGH54_P7_E10	-0.558343640745	red	1	9.0468	0.8512
MGH54_P7_E11	NA	black	0	0	0.43403
MGH54_P7_E12	2.56254018387	black	0	9.6158	4.1867
MGH54_P7_F01	-0.434974813402	red	1	10.037	1.129
MGH54_P7_F02	-1.1115900244	red	1	9.8428	0.45628
MGH54_P7_F03	-0.23329450013	red	1	10.459	1.3363
MGH54_P7_F04	-0.547798936423	red	1	9.9692	1.0165
MGH54_P7_F05	-1.13735357597	red	1	10.862	0.65901
MGH54_P7_F06	0.641555493793	red	1	3.8705	0.27858
MGH54_P7_F08	NA	black	0	0	0.44996
MGH54_P7_F10	0.907765167735	red	1	2.4502	0.48543
MGH54_P7_F11	1.04431188348	red	1	3.0721	0.073135
MGH54_P7_G01	-0.930214964212	red	1	9.1573	0.44148
MGH54_P7_G02	NA	black	0	0	0.40599
MGH54_P7_G03	NA	black	0	0	0.57725
MGH54_P7_G04	-0.208511527351	red	1	8.8831	1.2594
MGH54_P7_G06	-0.391687552611	red	1	9.8242	1.1486
MGH54_P7_G07	-0.660690971367	red	1	8.9104	0.69153
MGH54_P7_G08	1.38169159981	blue	3	8.8174	3.3462
MGH54_P7_G09	-1.11620437559	red	1	10.5	0.60692
MGH54_P7_G10	-0.169086559472	red	1	6.5639	0.57628
MGH54_P7_G11	NA	black	0	0	0.61542
MGH54_P7_H01	-0.591528910842	red	1	7.5623	0.18142
MGH54_P7_H02	0.222079005805	red	1	9.3041	1.7765
MGH54_P7_H04	-1.72453723251	red	1	0.69866	2.7645
MGH54_P7_H05	-0.0864125947713	red	1	6.1465	0.30918
MGH54_P7_H09	0.772999070471	red	1	2.2795	0.67717
MGH54_P7_H10	-1.17798854468	red	1	10.546	0.5656
MGH54_P8_A01	NA	black	0	0	0.92372
MGH54_P8_A06	0.123328012535	red	1	5.1531	0.86076
MGH54_P8_A07	0.49280386668	red	1	8.8024	2.1747
MGH54_P8_A09	-1.44207754679	red	1	11.103	0.47716
MGH54_P8_A10	-0.0898288814158	red	1	7.7061	1.3323
MGH54_P8_A11	-0.504976857609	red	1	7.6565	0.43616
MGH54_P8_A12	-1.08206319294	red	1	9.7917	0.47093
MGH54_P8_B01	NA	black	0	0	4.5269
MGH54_P8_B02	-0.0394215052242	red	1	6.1377	0.92979
MGH54_P8_B04	0.290235500385	red	1	4.2675	0.81803
MGH54_P8_B08	-0.217317681034	red	1	6.8331	0.64801
MGH54_P8_B09	-1.04736855254	red	1	10.304	0.6248
MGH54_P8_B12	-0.0414206197522	red	1	6.1665	0.96125
MGH54_P8_C02	0.0722078590828	red	1	5.1442	1.1368
MGH54_P8_C04	0.206757206033	red	1	1.9694	1.2969
MGH54_P8_C06	-0.493423033746	red	1	7.7926	0.53605
MGH54_P8_C07	-0.877590926884	red	1	9.075	0.47612
MGH54_P8_C09	-0.958799392471	red	1	10.337	0.70752
MGH54_P8_C12	0.163808519915	red	1	10.248	1.6749
MGH54_P8_D01	-0.441085483692	red	1	7.1717	0.22033
MGH54_P8_D03	NA	black	0	0	0.7891
MGH54_P8_D04	-0.984741908982	red	1	9.8381	0.57725
MGH54_P8_D05	0.160431368235	red	1	5.0019	0.80983
MGH54_P8_D06	NA	black	0	0	0.44467
MGH54_P8_D07	NA	black	0	0	0.4049
MGH54_P8_D08	0.624705874114	red	1	0.18015	1.0724
MGH54_P8_D10	-1.04165174991	red	1	9.0096	0.25459
MGH54_P8_D11	0.539498546909	red	1	3.7814	0.51904
MGH54_P8_D12	-0.38831984044	red	1	8.4513	0.94561
MGH54_P8_E01	NA	black	0	0	0.16479
MGH54_P8_E04	1.43131621244	blue	3	0.60881	0.45207
MGH54_P8_E05	-0.756067353344	red	1	9.5002	0.72857
MGH54_P8_E07	0.239594689619	red	1	4.7544	0.69243
MGH54_P8_E08	-1.14217395011	red	1	9.7923	0.41251
MGH54_P8_E10	-0.826873184791	red	1	9.6451	0.68796
MGH54_P8_F01	-0.777670423336	red	1	8.9001	0.54102
MGH54_P8_F02	-0.623721814429	red	1	8.3238	0.54794
MGH54_P8_F04	0.902008529604	red	1	3.3688	0.123
MGH54_P8_F05	NA	black	0	0	0.50386
MGH54_P8_F06	-0.432772582436	red	1	7.854	0.68347
MGH54_P8_F08	-0.385289443618	red	1	8.4283	0.94486
MGH54_P8_F09	-0.858502659761	red	1	9.0123	0.4782
MGH54_P8_F10	-0.788765553459	red	1	9.0397	0.57143
MGH54_P8_F11	1.46596913941	blue	3	0.16607	0.50792
MGH54_P8_F12	-0.442848948884	red	1	7.7559	0.61918
MGH54_P8_G01	3.44444248587	black	0	9.4481	5.2877
MGH54_P8_G03	1.06989844245	red	1	7.2272	4.672
MGH54_P8_G04	NA	black	0	7.5731	0
MGH54_P8_G05	0.910691821277	red	1	3.0644	0.26063
MGH54_P8_G06	-0.488629920581	red	1	7.4251	0.31499
MGH54_P8_G07	1.5715857828	blue	3	7.5186	5.325
MGH54_P8_G08	-0.78315586271	red	1	8.0608	0.15316
MGH54_P8_G09	0.618324939331	red	1	9.9352	2.116
MGH54_P8_G10	-0.689748859078	red	1	9.1031	0.70752
MGH54_P8_G11	-1.13095691604	red	1	9.5798	0.35952
MGH54_P8_G12	-0.794442635397	red	1	9.5574	0.70133
MGH54_P8_H01	-0.168835488502	red	1	7.6076	1.146
MGH54_P8_H03	0.862337712696	red	1	0.42331	0.88753
MGH54_P8_H04	-0.841283540483	red	1	8.3156	0.20539
MGH54_P8_H06	-0.920826078142	red	1	9.8376	0.63877
MGH54_P8_H07	0.237772817815	red	1	4.6454	0.77062
MGH54_P8_H08	-0.776434964817	red	1	8.8863	0.53804
MGH54_P8_H10	1.37151299684	blue	3	0.30568	0.54893
MGH54_P8_H12	-0.0617406496612	red	1	9.5694	1.4641
MGH54_P10_A01	0.60838862575	red	1	8.568	2.3973
MGH54_P10_A02	-0.0605740609638	red	1	6.1926	0.77821
MGH54_P10_A03	-0.101088352312	red	1	7.2031	1.2259
MGH54_P10_A04	0.224345095954	red	1	8.5466	1.848
MGH54_P10_A05	-0.106375063152	red	1	8.4579	1.3657
MGH54_P10_A06	NA	black	0	0	3.9606
MGH54_P10_A07	NA	black	0	0	0.64801
MGH54_P10_A09	-0.0782617316547	red	1	6.5006	1.0328
MGH54_P10_A10	0.781978040148	red	1	1.7613	0.77062
MGH54_P10_A11	NA	black	0	0	4.694
MGH54_P10_A12	-0.232871678049	red	1	8.3806	1.1667
MGH54_P10_B01	-0.3156237549	red	1	8.8092	1.1124
MGH54_P10_B02	-0.0207897987074	red	1	6.073	1.0983
MGH54_P10_B03	0.81184433416	red	1	7.134	4.0794
MGH54_P10_B05	-0.554360382588	red	1	9.5486	0.94935
MGH54_P10_B06	0.0461478322898	red	1	5.6084	0.85997
MGH54_P10_B07	0.904853963936	red	1	7.0777	4.5263
MGH54_P10_B08	-0.0440415550824	red	1	6.4855	1.2363
MGH54_P10_B09	2.53788499702	black	0	8.8519	4.8544
MGH54_P10_B10	0.012293743511	red	1	6.611	1.5821
MGH54_P10_B11	-0.250664042714	red	1	7.0907	0.7277
MGH54_P10_B12	NA	black	0	0	0.31267
MGH54_P10_C01	NA	black	0	0	2.9993
MGH54_P10_C02	NA	black	0	0	0.60692
MGH54_P10_C03	NA	black	0	4.0673	0
MGH54_P10_C04	NA	black	0	0	0.29631
MGH54_P10_C05	-0.225417043359	red	1	10.044	1.3225
MGH54_P10_C07	-0.194889684152	red	1	7.9312	1.1577
MGH54_P10_C08	0.361175678436	red	1	6.8036	3.0595
MGH54_P10_C09	-1.03207004532	red	1	9.8086	0.52406
MGH54_P10_C10	-2.51892427306	black	0	2.0158	3.9739
MGH54_P10_C11	-0.171575986936	red	1	6.4692	0.41359
MGH54_P10_C12	-0.455670359335	red	1	8.2392	0.78409
MGH54_P10_D01	0.0890684377198	red	1	9.183	1.6304
MGH54_P10_D02	NA	black	0	0	0
MGH54_P10_D03	NA	black	0	0	1.2833
MGH54_P10_D04	1.82315738612	blue	3	0.25942	0.24732
MGH54_P10_D05	-0.0561159059936	red	1	8.9504	1.4558
MGH54_P10_D06	NA	black	0	0	0.43189
MGH54_P10_D07	NA	black	0	0	0.56267
MGH54_P10_D09	-0.282693755343	red	1	6.7017	0.21412
MGH54_P10_D10	0.960122852068	red	1	0.23266	0.84077
MGH54_P10_D11	NA	black	0	0	0.19787
MGH54_P10_D12	NA	black	0	0	1.8738
MGH54_P10_E01	-0.345500521402	red	1	7.2057	0.52507
MGH54_P10_E02	0.228154523316	red	1	4.6323	0.80818
MGH54_P10_E03	0.375119685268	red	1	9.5802	1.918
MGH54_P10_E04	-0.23425386324	red	1	8.4533	1.175
MGH54_P10_E05	3.25411914247	black	0	9.9408	4.6378
MGH54_P10_E06	NA	black	0	0	0.2857
MGH54_P10_E07	-0.200735235852	red	1	4.8215	2.2256
MGH54_P10_E08	NA	black	0	0	0.31615
MGH54_P10_E09	NA	black	0	0	0.36401
MGH54_P10_E10	0.129195291833	red	1	6.0605	5.5276
MGH54_P10_E11	NA	black	0	0	0.7031
MGH54_P10_E12	-0.620094986962	red	1	9.2023	0.81229
MGH54_P10_F01	1.60820069062	blue	3	0.44148	0.3584
MGH54_P10_F02	-0.309298137514	red	1	8.0195	0.96864
MGH54_P10_F03	-0.589757886674	red	1	8.4044	0.63041
MGH54_P10_F04	NA	black	0	0	0
MGH54_P10_F05	NA	black	0	0	1.069
MGH54_P10_F06	-0.66690367302	red	1	8.6673	0.60975
MGH54_P10_F08	NA	black	0	0	0.18269
MGH54_P10_F09	0.832003287294	red	1	0.29866	0.92144
MGH54_P10_F10	-0.346359128578	red	1	8.6367	1.0433
MGH54_P10_F11	0.00361106034979	red	1	6.0607	1.595
MGH54_P10_F12	1.00196095762	red	1	7.319	4.267
MGH54_P10_G01	NA	black	0	8.3914	0
MGH54_P10_G02	-0.231142660348	red	1	9.3732	1.2738
MGH54_P10_G03	NA	black	0	0	4.0871
MGH54_P10_G05	NA	black	0	0	0.10434
MGH54_P10_G06	NA	black	0	0	0.8922
MGH54_P10_G07	-1.0900495192	red	1	9.5833	0.40272
MGH54_P10_G09	1.45760996697	blue	3	0.61918	0.43082
MGH54_P10_G10	-0.676424314536	red	1	8.3354	0.47093
MGH54_P10_G11	-0.294866418552	red	1	7.1063	0.60122
MGH54_P10_G12	-0.0255855920441	red	1	6.3983	1.3254
MGH54_P10_H02	NA	black	0	0	0.88206
MGH54_P10_H03	NA	black	0	0	3.7617
MGH54_P10_H04	-0.38087667564	red	1	7.5622	0.65535
MGH54_P10_H05	0.672884594161	red	1	0.8024	0.98696
MGH54_P10_H06	NA	black	0	0	0.8496
MGH54_P10_H07	-0.285156176009	red	1	7.2843	0.7433
MGH54_P10_H08	1.46185625731	blue	3	9.2887	3.184
MGH54_P10_H09	2.46482969727	black	0	9.9122	3.8943
MGH54_P10_H10	0.796642187589	red	1	1.8371	0.7433
MGH54_P10_H11	-0.636275103573	red	1	8.3279	0.53007
MGH54_P10_H12	-0.66833217532	red	1	7.9502	0.29042
MGH54_P11_A01	1.02469699796	red	1	9.0855	2.7598
MGH54_P11_A02	-0.55938809064	red	1	7.3347	0.05797
MGH54_P11_A03	NA	black	0	0	0.94561
MGH54_P11_A04	-0.0423771893909	red	1	7.1339	1.389
MGH54_P11_A05	NA	black	0	0	1.1395
MGH54_P11_A06	NA	black	0	0	0.62387
MGH54_P11_A08	-0.170804802239	red	1	9.1976	1.3294
MGH54_P11_A09	NA	black	0	0	1.7677
MGH54_P11_A10	-0.193978096786	red	1	7.969	1.1661
MGH54_P11_A11	0.687718694155	red	1	3.9425	0.14012
MGH54_P11_A12	-0.0987017248286	red	1	6.1542	0.18269
MGH54_P11_B01	NA	black	0	0	0.57337
MGH54_P11_B02	-0.724058572928	red	1	3.0974	2.4934
MGH54_P11_B03	-0.295998305045	red	1	7.7502	0.91533
MGH54_P11_B04	0.981198479387	red	1	0.35389	0.81229
MGH54_P11_B05	NA	black	0	7.5573	0
MGH54_P11_B06	NA	black	0	0	0.53804
MGH54_P11_B08	1.2319589405	blue	3	9.934	2.7004
MGH54_P11_B09	NA	black	0	0	1.1296
MGH54_P11_B10	1.08482077292	red	1	2.189	0.37184
MGH54_P11_B11	-0.136471652409	red	1	8.79	1.3454
MGH54_P11_B12	NA	black	0	5.7028	0
MGH54_P11_C01	-0.0418583478027	red	1	4.3108	1.6098
MGH54_P11_C02	0.91708361309	red	1	0.51501	0.83835
MGH54_P11_C03	-0.139365168719	red	1	5.7329	4.3349
MGH54_P11_C04	-0.047768193116	red	1	7.0756	1.3651
MGH54_P11_C05	-0.856659864489	red	1	9.6193	0.65168
MGH54_P11_C06	-1.05346518526	red	1	1.2388	2.3629
MGH54_P11_C07	0.0631824736798	red	1	5.1678	1.1731
MGH54_P11_C08	-0.878951528363	red	1	8.9964	0.44784
MGH54_P11_C09	-0.937736980673	red	1	2.5602	2.577
MGH54_P11_C10	NA	black	0	0	1.5084
MGH54_P11_C12	NA	black	0	0	3.1982
MGH54_P11_D01	1.14359101043	red	1	9.1883	2.8608
MGH54_P11_D02	NA	black	0	4.3557	0
MGH54_P11_D03	NA	black	0	0	0
MGH54_P11_D04	NA	black	0	0	0
MGH54_P11_D05	0.0885553284455	red	1	5.5798	0.35502
MGH54_P11_D06	-0.249844203955	red	1	8.3602	1.1375
MGH54_P11_D07	1.23976124049	blue	3	0.52306	0.60597
MGH54_P11_D08	-0.0108182915476	red	1	5.9358	0.79577
MGH54_P11_D09	-0.0161295079529	red	1	5.7799	2.0559
MGH54_P11_D10	0.314055843907	red	1	4.9883	0.14666
MGH54_P11_D11	NA	black	0	0	3.7293
MGH54_P11_D12	1.48651318456	blue	3	7.6257	4.8796
MGH54_P11_E01	NA	black	0	0	0
MGH54_P11_E02	-0.400146231227	red	1	8.1179	0.83835
MGH54_P11_E03	-0.626263348608	red	1	8.5316	0.62106
MGH54_P11_E04	-0.452704065561	red	1	7.6515	0.54498
MGH54_P11_E05	1.00180226621	red	1	7.1518	4.652
MGH54_P11_E06	0.625459394492	red	1	3.6447	0.43082
MGH54_P11_E07	-0.809924657063	red	1	9.4439	0.6581
MGH54_P11_E08	1.4697148409	blue	3	9.6216	3.0442
MGH54_P11_E09	-0.817734443174	red	1	8.1526	0.15056
MGH54_P11_E10	0.987258012126	red	1	9.1418	2.694
MGH54_P11_E11	-0.563007365233	red	1	7.4476	0.15316
MGH54_P11_E12	-0.854518787171	red	1	8.3538	0.20539
MGH54_P11_F01	NA	black	0	0	1.1699
MGH54_P11_F02	-0.315872656466	red	1	7.9277	0.9313
MGH54_P11_F03	-0.221328429091	red	1	7.0993	0.82456
MGH54_P11_F04	NA	black	0	0	0.61353
MGH54_P11_F05	NA	black	0	0	0
MGH54_P11_F06	0.032809748419	red	1	6.6816	1.6758
MGH54_P11_F07	-0.0746108331237	red	1	7.5587	1.3499
MGH54_P11_F08	NA	black	0	0	1.1738
MGH54_P11_F09	-0.509467234919	red	1	9.323	0.96051
MGH54_P11_F10	0.796879915311	red	1	3.1468	0.38405
MGH54_P11_F11	NA	black	0	0	0.36513
MGH54_P11_F12	-0.298029546462	red	1	7.1015	0.58785
MGH54_P11_G01	NA	black	0	0	0
MGH54_P11_G02	1.3320526277	blue	3	0.50995	0.54201
MGH54_P11_G03	NA	black	0	0	0.2461
MGH54_P11_G04	NA	black	0	9.2591	0
MGH54_P11_G05	-0.771691065538	red	1	9.1335	0.61918
MGH54_P11_G06	0.717000999214	red	1	3.1247	0.50487
MGH54_P11_G07	NA	black	0	0	0.27143
MGH54_P11_G08	NA	black	0	0	0.58304
MGH54_P11_G09	0.0287888039534	red	1	7.7667	1.5801
MGH54_P11_G10	-0.535526241075	red	1	8.6135	0.77484
MGH54_P11_G11	-0.76963817884	red	1	8.5561	0.42546
MGH54_P11_G12	1.95140917238	black	0	8.7969	4.1247
MGH54_P11_H01	NA	black	0	0	0.91991
MGH54_P11_H02	0.164623642385	red	1	8.4154	1.7736
MGH54_P11_H03	0.0128021663318	red	1	5.7294	1.1947
MGH54_P11_H04	2.02261157931	black	0	8.1492	5.0186
MGH54_P11_H05	NA	black	0	0	0.83188
MGH54_P11_H06	1.07849227065	red	1	7.1811	4.819
MGH54_P11_H07	NA	black	0	0	0.40926
MGH54_P11_H08	NA	black	0	0	4.8673
MGH54_P11_H09	NA	black	0	0	0.71105
MGH54_P11_H10	NA	black	0	0	0
MGH54_P11_H11	0.847621175042	red	1	3.0479	0.35389
MGH54_P11_H12	-0.999912032035	red	1	8.7867	0.21164
MGH54_P12_A01	NA	black	0	0	0
MGH54_P12_A02	0.0523026572039	red	1	5.5737	0.85679
MGH54_P12_A03	NA	black	0	0	0.62854
MGH54_P12_A04	NA	black	0	0	2.1677
MGH54_P12_A05	NA	black	0	9.1578	0
MGH54_P12_A06	-0.158923286451	red	1	7.0975	1.0186
MGH54_P12_A07	0.37089099238	red	1	8.1702	2.1473
MGH54_P12_A08	NA	black	0	0	0.7476
MGH54_P12_A09	0.836427616569	red	1	3.2701	0.27262
MGH54_P12_A10	1.45404596108	blue	3	8.3674	3.7961
MGH54_P12_A11	-0.527134721734	red	1	8.7177	0.81394
MGH54_P12_B01	NA	black	0	1.5529	0
MGH54_P12_B02	0.115309089966	red	1	6.4647	2.294
MGH54_P12_B03	-0.213808848335	red	1	5.1639	2.6225
MGH54_P12_B04	NA	black	0	0	1.6234
MGH54_P12_B05	NA	black	0	0	1.6434
MGH54_P12_B06	0.581803200414	red	1	8.0918	2.5393
MGH54_P12_B07	0.396570970012	red	1	4.4364	0.45207
MGH54_P12_B08	-0.269728873429	red	1	8.6624	1.1532
MGH54_P12_B09	-1.24807564274	red	1	0.37295	2.359
MGH54_P12_B10	-0.510868534201	red	1	7.3117	0.16221
MGH54_P12_B11	-3.27022790467	black	0	1.7647	4.5129
MGH54_P12_C01	NA	black	0	6.957	0
MGH54_P12_C02	NA	black	0	7.7697	0
MGH54_P12_C03	NA	black	0	0	2.5972
MGH54_P12_C04	NA	black	0	0	1.0433
MGH54_P12_C05	NA	black	0	0	0
MGH54_P12_C06	-0.575651196	red	1	8.4203	0.65718
MGH54_P12_C07	-0.668854298143	red	1	9.7098	0.85997
MGH54_P12_C08	1.13190877678	red	1	8.1485	3.4613
MGH54_P12_C09	2.33019666966	black	0	9.2968	4.1725
MGH54_P12_C11	2.67083065353	black	0	8.8814	4.9963
MGH54_P12_C12	NA	black	0	0	0.74416
MGH54_P12_D01	-0.723262741478	red	1	9.5881	0.78157
MGH54_P12_D02	NA	black	0	0	0
MGH54_P12_D04	-0.84539467175	red	1	9.9422	0.73292
MGH54_P12_D05	NA	black	0	0	2.7956
MGH54_P12_D06	0.110569458006	red	1	6.5925	2.1237
MGH54_P12_D07	NA	black	0	0	0.78827
MGH54_P12_D08	-0.201332962809	red	1	8.7714	1.2582
MGH54_P12_D09	-0.405280970937	red	1	7.7902	0.71017
MGH54_P12_D10	0.210807472522	red	1	7.5736	2.0011
MGH54_P12_D11	-1.02180902559	red	1	8.7504	0.16607
MGH54_P12_D12	-0.160496281179	red	1	6.5837	0.64801
MGH54_P12_E01	NA	black	0	0	0.48233
MGH54_P12_E02	-0.452159291268	red	1	7.2262	0.24123
MGH54_P12_E03	-0.445091911095	red	1	9.0711	0.99204
MGH54_P12_E04	-0.615141922962	red	1	3.1189	2.3516
MGH54_P12_E05	1.60696742803	blue	3	0.44573	0.3584
MGH54_P12_E06	NA	black	0	0	2.5888
MGH54_P12_E07	0.419312660271	red	1	7.3654	2.6164
MGH54_P12_E08	-0.145796663547	red	1	6.5624	0.70221
MGH54_P12_E09	1.08501932069	red	1	7.599	3.994
MGH54_P12_E10	-0.093532477729	red	1	0.90612	1.5671
MGH54_P12_E11	NA	black	0	0	0.54696
MGH54_P12_E12	-0.333966155852	red	1	6.8828	0.25338
MGH54_P12_F01	NA	black	0	0	0.69866
MGH54_P12_F02	NA	black	0	0	3.8921
MGH54_P12_F03	NA	black	0	0	4.131
MGH54_P12_F04	1.31587515855	blue	3	0.48543	0.55778
MGH54_P12_F05	-0.463923426134	red	1	9.6358	1.0552
MGH54_P12_F06	0.300711550631	red	1	3.5791	1.005
MGH54_P12_F07	-0.770970431829	red	1	8.1361	0.21909
MGH54_P12_F08	-0.0497409495148	red	1	6.1364	0.77821
MGH54_P12_F09	NA	black	0	0	0.81639
MGH54_P12_F10	0.0527210503179	red	1	6.9037	1.7172
MGH54_P12_F11	-2.1835781519	black	0	2.7525	4.1446
MGH54_P12_F12	-0.214095986828	red	1	6.6927	0.51501
MGH54_P12_G01	NA	black	0	0	3.3363
MGH54_P12_G02	0.716191856001	red	1	2.6457	0.6526
MGH54_P12_G03	0.916410798268	red	1	10.248	2.338
MGH54_P12_G04	NA	black	0	0	4.5893
MGH54_P12_G05	-0.0135905961595	red	1	8.5083	1.5044
MGH54_P12_G06	NA	black	0	0	0.77484
MGH54_P12_G07	-0.179065471744	red	1	6.8948	0.84318
MGH54_P12_G08	NA	black	0	0	3.3842
MGH54_P12_G09	NA	black	0	0	4.77
MGH54_P12_G10	-0.720055927044	red	1	1.6022	2.1405
MGH54_P12_G11	NA	black	0	0	0.72857
MGH54_P12_H01	NA	black	0	0	0
MGH54_P12_H02	NA	black	0	6.7058	0
MGH54_P12_H03	NA	black	0	0	0.45628
MGH54_P12_H04	-0.0776333600237	red	1	6.1541	0.45418
MGH54_P12_H05	NA	black	0	0	2.5804
MGH54_P12_H06	NA	black	0	0	3.8079
