Cell_name	Zvalue	Color	Cluster	PPARA	STAT3
MGH36_P6_A12	NA	black	0	0	4.3499
MGH36_P6_H09	-0.574474073793	red	1	0.13619	4.2076
MGH53_P4_G04	-0.242559557682	red	1	0.58207	0.31267
MGH36_P10_G12	NA	black	0	0.30334	0
MGH53_P2_H12	-0.680625839139	red	1	0.044044	4.0941
MGH53_P4_D10	-0.259850812933	red	1	0.62761	0.63134
MGH53_P4_D01	NA	black	0	1.0321	0
MGH36_P6_B07	NA	black	0	0	0.53007
MGH36_P10_B12	0.448533736894	green3	2	0.096262	0.65076
MGH53_P2_G11	NA	black	0	0.045443	0
MGH53_P1_E04	NA	black	0	0	0
MGH54_P2_C12	-0.405747791337	red	1	0.26303	4.3749
MGH53_P4_B07	0.109708219747	red	1	0.5955	3.515
MGH53_P4_F09	4.71501658184	black	0	2.5457	5.3589
MGH36_P2_H11	0.693622147708	red	1	0.038436	0.077243
MGH36_P5_A11	NA	black	0	0.33457	0
MGH53_P1_A09	-0.728650014033	red	1	0.20789	5.1951
MGH53_P2_B02	0.689964688748	red	1	0.025738	0.16221
MGH53_P4_E04	-0.0667531965039	red	1	0.46258	4.4692
MGH53_P4_D08	0.375531982946	red	1	0.19787	0.31267
MGH36_P1_F07	-0.733443508841	red	1	0.1776	4.9724
MGH53_P2_E11	0.489660421641	green3	2	0.13225	0.26183
MGH36_P1_G06	NA	black	0	0.11103	0
MGH36_P6_F03	-0.354055658822	red	1	0.2558	4.0858
MGH54_P2_H06	NA	black	0	0.13093	0
MGH36_P8_H12	NA	black	0	0	3.3883
MGH53_P1_B06	-0.182460861284	red	1	0.10165	2.8506
MGH53_P4_F12	-0.850473408174	red	1	0.15834	5.1995
MGH53_P4_G12	-0.122948146399	red	1	0.4489	4.8872
MGH53_P2_E08	NA	black	0	0.55876	0
MGH53_P1_F06	-0.544801613558	red	1	0.2302	4.6999
MGH53_P1_D02	NA	black	0	0	3.3336
MGH36_P9_D01	NA	black	0	0	3.4464
MGH36_P6_F02	NA	black	0	0	0.3584
MGH53_P2_E07	NA	black	0	0	0
MGH53_P4_H08	0.185637833952	red	1	0.30801	0.50691
MGH36_P6_F11	-0.93160946953	red	1	0.056584	4.7856
MGH36_P8_C08	-0.69234286472	red	1	0.17505	4.8193
MGH53_P2_D10	NA	black	0	0	0.20539
MGH53_P4_D03	NA	black	0	0.096262	0
MGH53_P2_C04	-0.565082021932	red	1	0.063503	3.8655
MGH53_P1_E08	NA	black	0	0	0
MGH54_P2_A08	-0.556989341867	red	1	0.30801	5.531
MGH36_P4_H07	0.0160158443028	red	1	0.40926	1.8883
MGH36_P9_D06	NA	black	0	0	4.2729
MGH53_P4_C04	-0.322026325754	red	1	0.26424	3.9941
MGH53_P1_E10	NA	black	0	0	0
MGH53_P2_E09	NA	black	0	0.29631	0
MGH36_P3_C10	2.00863486218	black	0	1.3567	5.3001
MGH53_P2_F01	-0.476238816578	red	1	0.22651	4.4016
MGH53_P4_H05	NA	black	0	0	1.206
MGH53_P4_G10	NA	black	0	0	0.97746
MGH54_P2_D07	0.379775198707	red	1	0.20289	0.23756
MGH53_P2_D09	0.375405823901	red	1	0.092207	0.94486
MGH53_P1_D09	-1.27879132148	red	1	0.10299	5.9656
MGH54_P2_B08	-0.874958707782	red	1	0.063503	4.6787
MGH54_P2_G05	0.538136401722	green3	2	0.069015	0.45418
MGH53_P2_F06	-0.603843962849	red	1	0.13093	4.2716
MGH36_P3_E01	-0.23722315106	red	1	0.61164	0.63413
MGH36_P5_E12	0.655951253262	red	1	0.053806	0.11636
MGH53_P4_A12	-0.15112182284	red	1	0.32423	3.4358
MGH36_P9_F01	NA	black	0	0	0.9568
MGH36_P3_H10	0.142988101613	red	1	0.3471	0.21039
MGH36_P3_H02	0.0114794860884	red	1	0.37184	2.1263
MGH36_P5_C10	0.0733945069776	red	1	0.38847	0.17505
MGH54_P2_B05	0.221787599336	red	1	0.29278	0.35163
MGH36_P2_F09	0.134334613341	red	1	0.3505	0.28333
MGH53_P4_A05	0.331330527613	red	1	0.2228	0.34596
MGH54_P2_H10	0.453229554895	green3	2	0.17249	0.10836
MGH53_P4_E06	0.244143187832	red	1	0.086784	1.4319
MGH53_P4_D12	1.16289209537	red	1	3.6775	3.0839
MGH54_P2_H07	0.467019339083	green3	2	0.14666	0.25942
MGH53_P2_E03	NA	black	0	0.21412	0
MGH53_P1_A05	1.41656769099	cyan	4	2.5775	3.347
MGH36_P7_D12	0.575420291812	red	1	0.060739	0.36401
MGH53_P4_H03	NA	black	0	0	4.4372
MGH53_P2_E05	-4.19145763388	black	0	2.6339	0.19535
MGH36_P4_H11	-0.0288671981361	red	1	0.23266	2.4166
MGH53_P1_B01	NA	black	0	0	5.0552
MGH54_P2_G03	NA	black	0	0	0
MGH53_P2_F12	-0.516441443049	red	1	0.13093	4.0004
MGH36_P4_C09	0.192711372504	red	1	0.2302	1.1808
MGH36_P5_C08	-0.499134032179	red	1	0.26303	4.7887
MGH36_P4_H06	0.196538565133	red	1	0.3173	0.15834
MGH36_P10_E01	0.441021662279	green3	2	0.1003	0.65992
MGH36_P8_E12	NA	black	0	0	0
MGH53_P2_C10	0.00653519354202	red	1	0.61164	2.362
MGH36_P4_H08	NA	black	0	0	0
MGH36_P7_F07	0.460278476915	green3	2	0.051024	0.80488
MGH54_P2_A09	-0.61183915197	red	1	0.19156	4.6616
MGH36_P6_H11	0.513455276896	green3	2	0.12035	0.24123
MGH53_P2_E12	0.13849024946	red	1	0.34596	0.35389
MGH53_P1_F08	-0.862580767554	red	1	0.10969	4.906
MGH36_P6_D12	-0.426156761967	red	1	0.1776	3.9205
MGH36_P2_H09	0.146349394684	red	1	0.29983	1.0412
MGH53_P1_C01	-0.58395332457	red	1	0.24853	5.0108
MGH53_P2_F11	1.53514520479	cyan	4	2.1164	3.6218
MGH36_P6_H04	NA	black	0	0.89375	0
MGH36_P5_G05	-1.45233201517	red	1	0.032806	5.8706
MGH53_P4_B04	NA	black	0	0	2.1548
MGH53_P1_E05	-0.376997137629	red	1	0.23634	4.0583
MGH36_P10_A08	NA	black	0	0	1.748
MGH36_P9_G01	-0.523380697403	red	1	0.16221	4.1782
MGH53_P4_A06	0.296604221794	red	1	0.14535	1.0475
MGH36_P6_B09	NA	black	0	0	2.7835
MGH54_P2_D09	0.363450335931	red	1	0.19283	0.42868
MGH53_P1_E06	0.210199182314	red	1	0.30685	0.21661
MGH36_P4_A10	0.378158673092	red	1	0.20038	0.27262
MGH36_P6_B02	-0.473172099492	red	1	0.17505	4.0744
MGH53_P4_G06	0.527081321021	green3	2	0.10836	0.26544
MGH36_P8_F01	-0.00703200613812	red	1	0.16221	2.2869
MGH36_P9_F06	NA	black	0	0	3.8066
MGH36_P5_H04	0.648476308353	red	1	0.042644	0.20789
MGH53_P1_B03	-0.0721337507637	red	1	0.053806	2.4597
MGH53_P2_D05	-0.173857740775	red	1	0.26183	3.2415
MGH36_P4_G12	NA	black	0	0.03984	0
MGH53_P2_D11	0.0459241225971	red	1	0.54003	3.2377
MGH53_P4_C02	0.0945537631693	red	1	0.21288	1.7908
MGH53_P4_F04	-0.931306239722	red	1	0.077243	4.8984
MGH36_P3_D10	0.631501718435	red	1	0.060739	0.16221
MGH54_P2_F04	NA	black	0	0	0.22404
MGH36_P6_A03	-0.521727421086	red	1	0.097611	3.8742
MGH53_P1_F07	NA	black	0	0	0.60217
MGH36_P5_H08	0.260264824367	red	1	0.12961	1.2576
MGH54_P2_A04	NA	black	0	0	4.2833
MGH53_P4_E11	-0.412370036243	red	1	0.15056	3.7484
MGH53_P2_G03	0.388544692467	red	1	3.0197	2.754
MGH36_P3_F04	0.410721727927	red	1	0.17121	0.34823
MGH54_P2_B02	-0.0804718793379	red	1	0.4916	0.51197
MGH36_P5_C07	0.395517343628	red	1	0.19912	0.17887
MGH53_P2_E02	NA	black	0	0	1.7545
MGH54_P2_F09	0.679962926612	red	1	0.044044	0.090853
MGH36_P3_D05	NA	black	0	0.04684	0
MGH36_P5_F12	-0.966727234829	red	1	0.042644	4.7992
MGH53_P2_H09	0.538002074365	green3	2	0.12168	0.123
MGH54_P2_F07	0.464632003761	green3	2	0.16607	0.10702
MGH36_P5_D10	-1.09277670638	red	1	0.085425	5.3642
MGH54_P2_F11	NA	black	0	0.044044	0
MGH53_P2_H04	-0.387999668459	red	1	0.10165	3.4908
MGH36_P6_F09	-0.544423101185	red	1	0.14274	4.1458
MGH36_P9_F05	-0.21495213548	red	1	0.21537	3.2547
MGH36_P8_G11	-0.129608414726	red	1	0.1177	2.7011
MGH54_P2_A07	0.644745032364	red	1	0.048236	0.18903
MGH36_P7_H06	0.609364390151	red	1	0.088142	0.067639
MGH53_P1_A01	-0.588244405715	red	1	0.14666	4.3062
MGH53_P1_A02	-0.511056845717	red	1	0.1776	4.2212
MGH54_P2_E07	0.447601976964	green3	2	0.041243	0.88206
MGH53_P4_F07	NA	black	0	0.1137	0
MGH53_P2_C05	NA	black	0	0.069015	0
MGH53_P4_H07	NA	black	0	0	4.5999
MGH53_P2_C06	4.6286284033	black	0	2.6107	5.2247
MGH36_P3_F03	-0.204237311466	red	1	0.22897	3.2575
MGH36_P2_A10	-0.48840203486	red	1	0.075875	3.6984
MGH53_P4_E03	NA	black	0	0	3.4805
MGH36_P9_D12	-0.81869728093	red	1	1.9218	1.7655
MGH54_P2_H03	0.656989928406	red	1	0.05797	0.086784
MGH36_P4_D06	NA	black	0	0	0
MGH53_P2_B03	-0.894684133857	red	1	1.3818	1.2197
MGH53_P4_F03	-0.2938751749	red	1	0.059355	3.1048
MGH36_P10_E09	NA	black	0	0	3.5434
MGH53_P1_G02	NA	black	0	0.30451	0
MGH54_P2_A02	0.0394523133115	red	1	0.40926	0.54201
MGH36_P3_A07	0.579166243319	red	1	0.1003	0.10434
MGH53_P4_E12	0.473833423535	green3	2	0.14274	0.25701
MGH54_P2_A03	NA	black	0	0	2.764
MGH53_P4_E10	-0.328153888591	red	1	0.14405	3.4378
MGH54_P2_D08	0.399878332154	red	1	0.18777	0.26424
MGH36_P8_A02	NA	black	0	0	2.8746
MGH54_P2_B07	-0.43994214418	red	1	0.070389	3.5445
MGH53_P1_B10	NA	black	0	0	0.11503
MGH53_P2_F08	NA	black	0	0	3.6284
MGH36_P10_A01	-0.140593777023	red	1	0.15575	2.7989
MGH36_P10_F01	0.25158886803	red	1	0.94261	3.0023
MGH53_P4_G03	-0.57304307275	red	1	0.16092	4.3364
MGH53_P1_F12	-3.66042888904	black	0	2.7572	0.60597
MGH36_P4_B03	-0.343843421851	red	1	0.23511	3.9081
MGH54_P2_C07	-0.31527143254	red	1	0.10434	3.2753
MGH53_P1_B02	0.33098155932	red	1	0.16864	0.77231
MGH54_P2_D05	0.568025302919	red	1	0.085425	0.24853
MGH53_P2_C08	NA	black	0	0	4.1467
MGH53_P4_H09	0.275019518443	red	1	0.22527	0.69599
MGH36_P8_H02	NA	black	0	0	2.3981
MGH36_P10_H10	0.531253752885	green3	2	0.14012	0.0028825
MGH53_P1_A12	-0.436424419705	red	1	0.14666	3.8123
MGH36_P8_F08	0.409482990641	red	1	0.14666	0.53207
MGH53_P1_D10	NA	black	0	0.19156	0
MGH53_P4_A09	0.182205403577	red	1	0.32077	0.28924
MGH53_P2_H08	0.100161253629	red	1	0.21785	1.7515
MGH36_P4_A09	0.5142027557	green3	2	0.13356	0.13881
MGH53_P4_C08	0.435547456489	green3	2	0.17505	0.18142
MGH36_P5_E04	-0.360072214182	red	1	0.09356	3.382
MGH53_P2_A07	NA	black	0	0	5.0291
MGH54_P2_G10	0.48852983408	green3	2	0.037031	0.76553
MGH36_P7_E06	-0.485090963864	red	1	0.32539	5.403
MGH36_P9_D04	NA	black	0	0	0
MGH53_P1_C12	NA	black	0	0	0.20038
MGH36_P8_F06	NA	black	0	0	2.648
MGH36_P1_G11	0.736561775939	red	1	0.020058	0.041243
MGH53_P1_F02	0.0261680705108	red	1	0.16607	2.1512
MGH54_P2_D10	0.13684132193	red	1	0.094912	1.7895
MGH36_P9_A08	NA	black	0	0	0
MGH53_P2_H03	-0.286120841465	red	1	0.18015	3.4144
MGH53_P4_B03	-0.572073825654	red	1	0.16092	4.3332
MGH53_P1_F10	NA	black	0	0	3.2611
MGH53_P4_B05	0.567926969769	red	1	0.064883	0.36849
MGH53_P2_B08	-0.330331303093	red	1	0.14666	3.4542
MGH36_P3_B06	NA	black	0	0.064883	0
MGH36_P10_C02	-0.460713833708	red	1	0.11103	3.7447
MGH36_P2_E05	-0.482698024565	red	1	0.13488	3.9114
MGH54_P2_G09	0.56359650183	red	1	0.1003	0.16864
MGH54_P2_D12	0.596203432326	red	1	0.071763	0.22527
MGH53_P2_H02	0.441993209947	green3	2	0.042644	0.8953
MGH36_P8_F11	0.33146750974	red	1	0.23756	0.17249
MGH53_P2_A10	0.206938147509	red	1	0.12961	1.4704
MGH54_P2_E09	-1.22880806237	red	1	1.189	0.37962
MGH36_P3_H06	-0.253052949659	red	1	0.60881	0.51299
MGH36_P5_D05	0.625342916516	red	1	0.059355	0.19283
MGH54_P2_A11	-2.45706304871	black	0	1.7233	0.10434
MGH54_P2_G04	0.44757863175	green3	2	0.17505	0.11503
MGH36_P6_C01	NA	black	0	0	0
MGH53_P2_E06	-0.801056069747	red	1	0.074505	4.5432
MGH53_P1_E01	NA	black	0	0	0
MGH36_P1_B01	0.270287419722	red	1	0.21785	0.78325
MGH54_P2_H04	NA	black	0	1.5883	0
MGH36_P2_C05	-0.59316503879	red	1	0.071763	3.9732
MGH36_P6_H05	-0.657234626102	red	1	0.063503	4.1121
MGH36_P10_E06	NA	black	0	0.21537	0
MGH54_P2_F03	NA	black	0	0	0
MGH36_P4_B10	0.513217189097	green3	2	0.12697	0.19409
MGH54_P2_F02	-0.219156343414	red	1	0.12168	3.0086
MGH36_P2_E11	0.566260414372	red	1	0.10299	0.13881
MGH54_P2_D11	-0.170916695083	red	1	0.23389	3.1204
MGH54_P2_G01	0.316567670677	red	1	0.086784	1.177
MGH36_P9_D02	0.420559595154	red	1	1.8327	2.8174
MGH54_P2_E06	-0.0888813587255	red	1	0.048236	2.5046
MGH54_P16_F12	-0.121253841622	red	1	0.063503	2.6121
MGH53_P5_C12	NA	black	0	0	0.53207
MGH54_P12_C10	NA	black	0	0	0
MGH54_P16_F02	0.0013259102478	red	1	0.45312	1.7307
MGH54_P11_C11	NA	black	0	0	0.098958
MGH53_P1_E03	NA	black	0	0	3.8798
MGH54_P15_D06	NA	black	0	0	3.2502
MGH54_P14_F05	NA	black	0	0	4.0637
MGH54_P16_A03	NA	black	0	0	3.48
MGH53_P4_G11	0.587540409858	red	1	0.089498	0.14535
MGH53_P7_B09	NA	black	0	0.071763	0
MGH54_P17_D11	NA	black	0	0	0
MGH54_P10_G04	NA	black	0	0	1.0909
MGH54_P10_C06	NA	black	0	0	0
MGH53_P2_A02	NA	black	0	0.30568	0
MGH53_P4_F06	0.655853310021	red	1	0.051024	0.13356
MGH53_P7_F07	NA	black	0	0.060739	0
MGH53_P11_F06	0.559059293622	red	1	0.11103	0.11103
MGH53_P5_G02	NA	black	0	0	4.8963
MGH53_P1_F09	-0.256697504806	red	1	0.11237	3.1104
MGH53_P11_H03	-0.641964535712	red	1	0.10165	4.2395
MGH53_P10_D11	-0.950975765465	red	1	0.088142	5.0138
MGH53_P1_A10	NA	black	0	0	2.8532
MGH53_P4_B12	0.446386947137	green3	2	0.18269	0.045443
MGH53_P5_H09	-0.470280794903	red	1	0.28688	4.8863
MGH53_P9_D07	NA	black	0	1.0517	0
MGH53_P11_E03	-0.314145059079	red	1	0.094912	3.2469
MGH53_P1_C02	0.599494930387	red	1	0.077243	0.17887
MGH53_P10_F11	NA	black	0	0.18269	0
MGH53_P1_E02	NA	black	0	0	0.56462
MGH53_P1_D07	0.30789717539	red	1	0.24245	0.2916
MGH53_P6_B01	NA	black	0	0	5.3557
MGH53_P2_G04	2.92596907246	black	0	1.8262	5.1602
MGH53_P1_C05	-0.0858269920776	red	1	0.44255	4.2389
MGH53_P2_G09	0.00732232902331	red	1	0.42868	0.3115
MGH53_P5_A05	NA	black	0	0	0
MGH53_P5_F04	-0.417447738057	red	1	0.29514	4.7156
MGH53_P10_H03	NA	black	0	0.085425	0
MGH53_P11_F08	NA	black	0	0.082703	0
MGH54_P7_F12	NA	black	0	0	3.9278
MGH53_P8_F03	NA	black	0	0	2.9241
MGH53_P11_A07	0.420562453827	red	1	0.16993	0.30685
MGH53_P6_B11	NA	black	0	0.23756	0
MGH53_P4_C07	0.127142116793	red	1	0.30217	1.2054
MGH53_P6_H06	-0.924990903485	red	1	0.24245	6.2253
MGH36_P1_A01	3.43120608065	black	0	2.1017	5.1066
MGH36_P1_A02	NA	black	0	0	0
MGH36_P1_A03	-0.886685411652	red	1	0.086784	4.8359
MGH36_P1_A04	0.233199271271	red	1	0.086784	1.4699
MGH36_P1_A05	-0.800626255125	red	1	0.066261	4.5011
MGH36_P1_A06	-0.557027123664	red	1	0.22897	4.7378
MGH36_P1_A08	NA	black	0	0	3.3377
MGH36_P1_A10	NA	black	0	0	0
MGH36_P1_A12	NA	black	0	0	0.067639
MGH36_P1_B02	-0.162547201467	red	1	0.16736	2.9048
MGH36_P1_B03	-0.540912584656	red	1	0.02432	3.6714
MGH36_P1_B04	-0.154068674249	red	1	0.1003	2.7575
MGH36_P1_B06	-0.602078382851	red	1	0.059355	3.9491
MGH36_P1_B07	-0.611494047592	red	1	0.17121	4.5258
MGH36_P1_B08	0.0278223892914	red	1	0.51197	3.8557
MGH36_P1_B09	-0.562797190057	red	1	0.0229	3.7219
MGH36_P1_B10	NA	black	0	0	0.48543
MGH36_P1_B11	-1.18160665651	red	1	0.064883	5.4514
MGH36_P1_B12	0.146961514754	red	1	0.04684	1.8086
MGH36_P1_C01	0.531778442019	green3	2	0.1003	0.29866
MGH36_P1_C03	0.666870816479	red	1	0.049631	0.10299
MGH36_P1_C05	0.608870751112	red	1	0.075875	0.15186
MGH36_P1_C06	-0.0124207924344	red	1	0.49057	4.3418
MGH36_P1_C07	-0.612122234023	red	1	0.04684	3.9287
MGH36_P1_C08	-0.819310435752	red	1	0.88596	0.13881
MGH36_P1_C09	0.0277587435383	red	1	2.8675	2.5649
MGH36_P1_C10	3.99121289586	black	0	2.0993	5.5562
MGH36_P1_C11	-0.259222867403	red	1	0.58015	0.17887
MGH36_P1_D01	-0.198902437649	red	1	0.031395	2.7945
MGH36_P1_D02	NA	black	0	0	0.38957
MGH36_P1_D03	-0.364264458728	red	1	0.044044	3.265
MGH36_P1_D04	0.275868257218	red	1	0.073135	1.3545
MGH36_P1_D06	0.161743475483	red	1	0.060739	1.748
MGH36_P1_D07	-0.282545468586	red	1	0.063503	3.0812
MGH36_P1_D08	0.177819005151	red	1	0.59455	4.6968
MGH36_P1_D09	NA	black	0	0	3.8144
MGH36_P1_D11	0.71556317504	red	1	0.018634	0.1177
MGH36_P1_F01	1.06824119454	red	1	1.005	4.978
MGH36_P1_F02	0.904366623991	red	1	1.0949	4.2041
MGH36_P1_F03	NA	black	0	0	0.044044
MGH36_P1_F04	-0.00647875930384	red	1	0.064883	2.2678
MGH36_P1_F05	0.101122302134	red	1	0.028569	1.9575
MGH36_P1_F06	-0.190057816655	red	1	0.41468	4.8329
MGH36_P1_F08	NA	black	0	0	2.7985
MGH36_P1_F11	2.4885662245	black	0	1.9971	4.4908
MGH36_P1_F12	0.755733410202	red	1	0.012926	0.020058
MGH36_P1_G02	-0.565414530805	red	1	0.25822	5.025
MGH36_P1_G03	-0.387857619529	red	1	0.015783	3.2621
MGH36_P1_G04	-0.108267279607	red	1	0.45733	4.9308
MGH36_P1_G07	NA	black	0	0	4.9465
MGH36_P1_G08	0.296903564053	red	1	0.092207	1.2314
MGH36_P1_G09	0.0182603749609	red	1	0.50386	3.2438
MGH36_P1_H02	0.743751618286	red	1	0.017209	0.034216
MGH36_P1_H03	NA	black	0	0	1.2209
MGH36_P1_H04	-0.0483449844536	red	1	0.39726	3.0261
MGH36_P1_H05	0.707858966405	red	1	0.034216	0.053806
MGH36_P1_H06	0.689930522234	red	1	0.028569	0.14666
MGH36_P1_H07	3.27782605531	black	0	2.2437	4.791
MGH36_P1_H09	0.5980390385	red	1	1.2141	3.371
MGH36_P1_H10	NA	black	0	0	0.10836
MGH36_P3_A01	-2.3043205749	black	0	1.9336	0.56657
MGH36_P3_A02	NA	black	0	0	0
MGH36_P3_A03	-0.195264205903	red	1	0.26303	3.358
MGH36_P3_A04	-1.88208761648	black	0	1.5661	0.3774
MGH36_P3_A05	-0.677683456045	red	1	0.062122	4.1604
MGH36_P3_A08	-1.96467587584	black	0	1.5341	0.22774
MGH36_P3_A09	0.431205259251	green3	2	0.15056	0.40272
MGH36_P3_A10	0.5336960688	green3	2	0.82538	4.3201
MGH36_P3_A12	2.65904496891	black	0	2.6062	4.0636
MGH36_P3_B02	1.72463698862	black	0	1.6243	4.2873
MGH36_P3_B03	0.568942987133	red	1	0.089498	0.21909
MGH36_P3_B04	-0.0315306331245	red	1	0.43616	3.1806
MGH36_P3_B09	0.479317768977	green3	2	0.14535	0.21039
MGH36_P3_B10	0.0901072406254	red	1	0.54992	4.6207
MGH36_P3_B11	-0.687346938903	red	1	0.123	4.481
MGH36_P3_B12	-0.980066426318	red	1	0.07861	5.0323
MGH36_P3_C01	0.465122789457	green3	2	0.13356	0.36401
MGH36_P3_C03	0.399262917408	red	1	0.19912	0.15575
MGH36_P3_C04	0.449487371728	green3	2	0.042644	0.87106
MGH36_P3_C05	-4.12628492905	black	0	3.2248	0.77231
MGH36_P3_C06	NA	black	0	0	3.5349
MGH36_P3_C08	-0.988450673767	red	1	0.14926	5.5409
MGH36_P3_C11	-0.824108408215	red	1	0.14143	4.9999
MGH36_P3_C12	-0.373467433469	red	1	0.12035	3.5068
MGH36_P3_D01	-0.322028451264	red	1	0.19661	3.62
MGH36_P3_D02	NA	black	0	0	2.3887
MGH36_P3_D03	NA	black	0	0.29514	0
MGH36_P3_D04	4.8059219332	black	0	2.9572	4.9654
MGH36_P3_D07	NA	black	0	0.11503	0
MGH36_P3_D08	-0.171377988082	red	1	0.07861	2.7805
MGH36_P3_D09	-0.311965386846	red	1	0.27381	4.0121
MGH36_P3_D11	-0.686064492339	red	1	0.05797	4.1649
MGH36_P3_E02	0.409604514282	red	1	0.14796	0.52306
MGH36_P3_E04	0.399802952816	red	1	0.045443	1.0222
MGH36_P3_E05	0.314981346943	red	1	0.23634	0.3115
MGH36_P3_E06	0.655868508943	red	1	0.035624	0.22157
MGH36_P3_E07	0.474260720538	green3	2	0.14405	0.24489
MGH36_P3_E08	0.0561088443717	red	1	0.53207	4.6439
MGH36_P3_E09	-0.738295912639	red	1	2.1253	1.9287
MGH36_P3_E10	-6.02484769096	black	0	3.838	0.48027
MGH36_P3_E11	NA	black	0	0.32539	0
MGH36_P3_E12	-0.132412181497	red	1	0.1903	2.8323
MGH36_P3_F01	0.454942760027	green3	2	0.16479	0.16993
MGH36_P3_F02	0.440614528384	green3	2	0.14143	0.42223
MGH36_P3_F05	-0.720170379445	red	1	0.053806	4.2357
MGH36_P3_F06	-4.99777193514	black	0	4.4082	1.1641
MGH36_P3_F07	0.405044590066	red	1	0.14274	0.57725
MGH36_P3_F08	-1.02700487068	red	1	1.0193	0.21537
MGH36_P3_F09	NA	black	0	0.50589	0
MGH36_P3_F10	0.32273527903	red	1	0.2461	0.12565
MGH36_P3_F11	0.478424692388	green3	2	0.12565	0.3584
MGH36_P3_F12	-0.0532086777125	red	1	0.48027	4.8329
MGH36_P3_G01	0.509105075085	green3	2	0.10568	0.35727
MGH36_P3_G02	NA	black	0	0	5.1266
MGH36_P3_G03	0.334708568931	red	1	0.15445	0.8335
MGH36_P3_G04	0.499582933138	green3	2	0.1177	0.31962
MGH36_P3_G05	-0.745563353082	red	1	0.044044	4.2587
MGH36_P3_G06	-0.50452557113	red	1	0.78827	0.56949
MGH36_P3_G08	-5.56882925504	black	0	3.4336	0.33457
MGH36_P3_G09	4.00786653776	black	0	3.4737	4.2678
MGH36_P3_G10	-0.284069811092	red	1	0.79577	1.3248
MGH36_P3_G11	-0.466169030912	red	1	0.064883	3.6003
MGH36_P3_G12	-0.0253171248058	red	1	0.12168	2.344
MGH36_P3_H03	-0.450332913598	red	1	0.17887	4.0136
MGH36_P3_H04	0.034337986981	red	1	0.51904	3.5234
MGH36_P3_H05	-0.398440544786	red	1	0.075875	3.4433
MGH36_P3_H07	0.43765035614	green3	2	0.7866	4.1604
MGH36_P3_H08	0.000782996353395	red	1	0.15445	2.2546
MGH36_P3_H11	-0.421452273543	red	1	0.15963	3.8189
MGH36_P3_H12	-0.781860295467	red	1	0.085425	4.5478
MGH36_P4_A01	0.386546971049	red	1	0.19912	0.23389
MGH36_P4_A02	-0.0671205155993	red	1	0.090853	2.4683
MGH36_P4_A03	0.185876472604	red	1	0.61447	4.2267
MGH36_P4_A04	-2.31640549442	black	0	1.6663	0.12961
MGH36_P4_A06	NA	black	0	0.27262	0
MGH36_P4_A07	-0.266427267044	red	1	0.11636	3.1515
MGH36_P4_A08	0.0694023667894	red	1	0.38847	0.51904
MGH36_P4_A11	0.0538476215491	red	1	0.39726	0.75873
MGH36_P4_A12	NA	black	0	2.1003	0
MGH36_P4_B02	NA	black	0	0	0.18777
MGH36_P4_B04	NA	black	0	0	0.26784
MGH36_P4_B05	-0.0805351447312	red	1	0.38736	3.3262
MGH36_P4_B06	-2.39036333165	black	0	2.1509	0.76384
MGH36_P4_B08	-0.648823023592	red	1	0.15834	4.5679
MGH36_P4_B09	-1.39253269742	red	1	1.3196	0.45838
MGH36_P4_B12	0.338238948219	red	1	0.24001	0.086784
MGH36_P4_C02	0.544063400467	red	1	0.10836	0.19409
MGH36_P4_C03	NA	black	0	0.123	0
MGH36_P4_C04	NA	black	0	0.075875	0
MGH36_P4_C05	0.433178803809	green3	2	0.18269	0.12168
MGH36_P4_C06	NA	black	0	0	4.2105
MGH36_P4_C07	3.12530294961	black	0	2.5605	4.3734
MGH36_P4_C08	NA	black	0	0.23143	0
MGH36_P4_C10	0.581378824751	red	1	0.074505	0.26424
MGH36_P4_C11	-1.38202896839	red	1	0.070389	5.9726
MGH36_P4_C12	-0.800289437882	red	1	0.1635	5.0826
MGH36_P4_D01	0.459085704448	green3	2	0.1635	0.15963
MGH36_P4_D02	-0.704077220305	red	1	0.074505	4.2851
MGH36_P4_D05	NA	black	0	0	0.25217
MGH36_P4_D07	0.655058816918	red	1	0.055196	0.11103
MGH36_P4_D08	-1.21999112761	red	1	0.097611	5.7746
MGH36_P4_D09	-0.0143718767982	red	1	0.43829	0.123
MGH36_P4_D10	5.63936172673	black	0	4.4566	4.4757
MGH36_P4_D11	-0.785461755739	red	1	0.16993	5.0833
MGH36_P4_D12	NA	black	0	0	0.0028825
MGH36_P4_E01	-0.32181750262	red	1	0.096262	3.2738
MGH36_P4_E02	2.9519153721	black	0	2.9441	4.0346
MGH36_P4_E04	0.488259428133	green3	2	0.09356	0.51096
MGH36_P4_E06	-0.437130165256	red	1	0.14405	3.8034
MGH36_P4_E07	NA	black	0	0.37407	0
MGH36_P4_E08	0.481540333184	green3	2	0.11503	0.41359
MGH36_P4_E09	-1.25375149183	red	1	0.10969	5.9541
MGH36_P4_E10	NA	black	0	0	0
MGH36_P4_E11	NA	black	0	0.14666	0
MGH36_P4_E12	0.386710191708	red	1	0.11636	0.79826
MGH36_P4_F01	0.665849926835	red	1	0.048236	0.11503
MGH36_P4_F02	-0.502582232467	red	1	0.15056	4.0491
MGH36_P4_F03	-0.14975624001	red	1	0.048236	2.6787
MGH36_P4_F04	-0.631039452785	red	1	0.062122	4.0369
